actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-11T00:10:27.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-11T00:10:27Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-11T00:10:30.4Z,1,REGULAR,jumpball,recovered,[],1628998,,,1610612766,0,0,2021-12-11T00:10:30Z,40000,,,0,,Jump Ball V. Carey Jr. vs. A. Len: Tip to C. Martin,"[1628998, 1630176, 203458]",1610612766.0,CHA,startperiod,C. Martin,1628998.0,Martin,C. Martin,Carey Jr.,1630176.0,Len,203458.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2021-12-11T00:10:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,93.9060446780552,52.69607843137255,1610612766,2,0,2021-12-11T00:10:49Z,70000,13.0,5.0,1,right,C. Martin cutting Layup (2 PTS) (K. Oubre Jr. 1 AST),"[1628998, 1626162]",1610612766.0,CHA,cutting,,,Martin,C. Martin,,,,,1.43,Made,2.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,,
9,PT11M22.00S,2021-12-11T00:11:05.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203458,7.966491458607096,49.50980392156863,1610612758,2,0,2021-12-11T00:11:09Z,90000,2.0,22.0,1,left,MISS A. Len Hook,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2021-12-11T00:11:07.4Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,2,0,2021-12-11T00:11:07Z,100000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M11.00S,2021-12-11T00:11:16.1Z,1,REGULAR,turnover,bad pass,[],1630176,,,1610612766,2,0,2021-12-11T00:11:20Z,110000,,,0,,V. Carey Jr. bad pass TURNOVER (1 TO),"[1630176, 1630169]",1610612766.0,CHA,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,,,
12,PT11M11.00S,2021-12-11T00:11:16.1Z,1,REGULAR,steal,,[],1630169,,,1610612758,2,0,2021-12-11T00:11:17Z,120000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2021-12-11T00:11:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629056,5.075558475689881,50.245098039215684,1610612758,2,2,2021-12-11T00:11:25Z,130000,-1.0,-5.0,1,left,T. Davis Layup (2 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,0.49,Made,2.0,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2021-12-11T00:11:26.1Z,1,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612758,2,2,2021-12-11T00:11:51Z,140000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Davis 1 FT),"[1628970, 1629056]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Davis,1629056.0,,,
16,PT11M08.00S,2021-12-11T00:11:52.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629056,,,1610612758,2,3,2021-12-11T00:11:52Z,160000,,,0,,T. Davis Free Throw 1 of 1 (3 PTS),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
17,PT10M54.00S,2021-12-11T00:12:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.03745072273325,53.431372549019606,1610612766,2,3,2021-12-11T00:12:14Z,170000,17.0,4.0,1,right,MISS M. Bridges Layup - blocked,"[1628970, 203458]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.76,Missed,,,,,,,,,,,,,,,,,Len,203458.0,
