actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
95,PT03M51.00S,2022-01-15T00:25:56.7Z,1,REGULAR,3pt,Jump Shot,[],202330,17.427726675427067,95.09803921568627,1610612766,24,23,2022-01-15T00:26:00Z,950000,-225.0,111.0,1,left,G. Hayward 25' 3PT  (3 PTS) (M. Bridges 2 AST),"[202330, 1628970]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.15,Made,3.0,,,,,,,,M. Bridges,1628970.0,2.0,,,,,,,,
97,PT03M44.00S,2022-01-15T00:26:06.5Z,1,REGULAR,turnover,backcourt,[],1630591,,,1610612753,24,23,2022-01-15T00:29:27Z,970000,,,0,,J. Suggs backcourt TURNOVER (1 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,1.0,,,,,,1627541.0,,,,,,,
98,PT03M29.00S,2022-01-15T00:26:39.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,25.443495400788436,85.04901960784314,1610612766,24,23,2022-01-15T00:26:44Z,980000,-175.0,187.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M27.00S,2022-01-15T00:26:41.7Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,24,23,2022-01-15T00:26:44Z,990000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,98.0,3.0,3.0,0.0,,,,,,,,,,,,,,
100,PT03M24.00S,2022-01-15T00:26:44.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203082,67.49342969776609,29.166666666666668,1610612753,24,23,2022-01-15T00:26:52Z,1000000,-104.0,253.0,1,right,MISS T. Ross 27' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M22.00S,2022-01-15T00:26:46.6Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,24,23,2022-01-15T00:26:46Z,1010000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M20.00S,2022-01-15T00:26:50.5Z,1,REGULAR,foul,personal,['2freethrow'],203082,,,1610612766,24,23,2022-01-15T00:27:02Z,1020000,,,0,,T. Ross shooting personal FOUL (2 PF) (Bridges 2 FT),"[203082, 1628970]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,1627541.0,,,2.0,0.0,Bridges,1628970.0,
104,PT03M20.00S,2022-01-15T00:27:20.8Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,25,23,2022-01-15T00:27:20Z,1040000,,,0,,M. Bridges Free Throw 1 of 2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
105,PT03M20.00S,2022-01-15T00:27:21.4Z,1,REGULAR,substitution,out,[],203914,,,1610612766,25,23,2022-01-15T00:27:26Z,1050000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M20.00S,2022-01-15T00:27:21.4Z,1,REGULAR,substitution,in,[],1630181,,,1610612766,25,23,2022-01-15T00:27:26Z,1060000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M20.00S,2022-01-15T00:27:52.0Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,26,23,2022-01-15T00:27:52Z,1070000,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
108,PT03M09.00S,2022-01-15T00:28:05.3Z,1,REGULAR,turnover,bad pass,[],1629643,,,1610612753,26,23,2022-01-15T00:28:10Z,1080000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 203486]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,1.0,Plumlee,203486.0,,,,,,,,,,,
109,PT03M09.00S,2022-01-15T00:28:05.3Z,1,REGULAR,steal,,[],203486,,,1610612766,26,23,2022-01-15T00:28:07Z,1090000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M07.00S,2022-01-15T00:28:08.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203486,7.30946123521682,50.73529411764706,1610612766,28,23,2022-01-15T00:28:16Z,1100000,-4.0,16.0,1,left,M. Plumlee running DUNK (6 PTS),[203486],1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,1.66,Made,6.0,,,,,,,,,,,,,,,,,,
111,PT03M06.00S,2022-01-15T00:28:12.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,28,23,2022-01-15T00:28:12Z,1110000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2022-01-15T00:29:50.2Z,1,REGULAR,substitution,out,[],203486,,,1610612753,28,23,2022-01-15T00:30:44Z,1120000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2022-01-15T00:29:50.2Z,1,REGULAR,substitution,out,[],1629643,,,1610612753,28,23,2022-01-15T00:30:44Z,1130000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M06.00S,2022-01-15T00:29:50.2Z,1,REGULAR,substitution,out,[],201577,,,1610612753,28,23,2022-01-15T00:30:44Z,1140000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M06.00S,2022-01-15T00:29:50.2Z,1,REGULAR,substitution,in,[],1629023,,,1610612753,28,23,2022-01-15T00:30:44Z,1150000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M06.00S,2022-01-15T00:29:50.2Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,28,23,2022-01-15T00:30:44Z,1160000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2022-01-15T00:29:50.2Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,28,23,2022-01-15T00:30:44Z,1170000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M48.00S,2022-01-15T00:31:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.32917214191852,54.65686274509803,1610612753,28,25,2022-01-15T00:31:35Z,1180000,23.0,20.0,1,right,J. Suggs driving Layup (2 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,3.04,Made,2.0,,,,,,,,,,,,,,,,,,
119,PT02M31.00S,2022-01-15T00:31:47.7Z,1,REGULAR,3pt,Jump Shot,[],1626179,7.835085413929041,4.901960784313726,1610612766,28,25,2022-01-15T00:31:51Z,1190000,225.0,21.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,22.65,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M28.00S,2022-01-15T00:31:49.5Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,28,25,2022-01-15T00:31:49Z,1200000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT02M19.00S,2022-01-15T00:31:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,91.14651773981603,50.245098039215684,1610612753,28,27,2022-01-15T00:34:36Z,1210000,1.0,31.0,1,right,M. Wagner Layup (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,3.07,Made,2.0,,,,,,,,,,,,,,,,,,
123,PT02M01.00S,2022-01-15T00:32:16.7Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,28,27,2022-01-15T00:32:24Z,1230000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1629021]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,1.0,Wagner,1629021.0,,,,,,,,,,,
124,PT02M01.00S,2022-01-15T00:32:16.7Z,1,REGULAR,steal,,[],1629021,,,1610612753,28,27,2022-01-15T00:32:18Z,1240000,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2022-01-15T00:32:23.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629021,91.80354796320631,51.71568627450981,1610612753,28,27,2022-01-15T00:39:38Z,1250000,9.0,25.0,1,right,MISS M. Wagner running Layup - blocked,"[1629021, 1626179]",1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,2.6,Missed,,,,,,,,,,,,,Rozier,1626179.0,,,,,
152,PT01M56.00S,2022-01-15T00:32:23.4Z,1,REGULAR,block,,[],1626179,,,1610612753,28,27,2022-01-15T00:35:35Z,1255000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M56.00S,2022-01-15T00:32:23.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,27,2022-01-15T00:32:41Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,
127,PT01M56.00S,2022-01-15T00:32:28.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,28,27,2022-01-15T00:32:28Z,1270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M56.00S,2022-01-15T00:32:36.9Z,1,REGULAR,substitution,out,[],1628970,,,1610612753,28,27,2022-01-15T00:32:38Z,1280000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M56.00S,2022-01-15T00:32:36.9Z,1,REGULAR,substitution,in,[],1629667,,,1610612753,28,27,2022-01-15T00:32:38Z,1290000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M48.00S,2022-01-15T00:32:52.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629021,65.91655716162943,54.166666666666664,1610612753,28,27,2022-01-15T00:33:10Z,1300000,21.0,268.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M46.00S,2022-01-15T00:32:54.1Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,28,27,2022-01-15T00:32:54Z,1310000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT01M42.00S,2022-01-15T00:32:59.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629667,6.389618922470433,49.26470588235294,1610612766,30,27,2022-01-15T00:36:28Z,1320000,4.0,8.0,1,left,J. McDaniels running alley-oop Layup (2 PTS) (T. Rozier 1 AST),"[1629667, 1626179]",1610612766.0,CHA,running alley-oop,,,McDaniels,J. McDaniels,,,,,0.85,Made,2.0,,,,,,,,T. Rozier,1626179.0,1.0,,,,,,,,
136,PT01M17.00S,2022-01-15T00:33:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630532,92.72339027595268,4.166666666666666,1610612753,30,30,2022-01-15T00:33:46Z,1340000,-229.0,16.0,1,right,F. Wagner 3PT  (5 PTS) (T. Ross 2 AST),"[1630532, 203082]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,22.98,Made,5.0,,,,,,,,T. Ross,203082.0,2.0,,,,,,,,
138,PT01M07.00S,2022-01-15T00:33:33.3Z,1,REGULAR,3pt,Jump Shot,[],1628998,9.937582128777924,2.941176470588235,1610612766,30,30,2022-01-15T00:33:54Z,1360000,235.0,41.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M07.00S,2022-01-15T00:33:33.3Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,30,30,2022-01-15T00:33:54Z,1370000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M00.00S,2022-01-15T00:33:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.93495400788436,49.754901960784316,1610612753,30,32,2022-01-15T00:37:23Z,1380000,-1.0,23.0,1,right,F. Wagner running reverse Layup (7 PTS) (R. Hampton 1 AST),"[1630532, 1630181]",1610612753.0,ORL,running reverse,,,Wagner,F. Wagner,,,,,2.33,Made,7.0,,,,,,,,R. Hampton,1630181.0,1.0,,,,,,,,
142,PT00M48.00S,2022-01-15T00:33:56.2Z,1,REGULAR,3pt,Jump Shot,[],202330,8.886333771353483,4.411764705882353,1610612766,33,32,2022-01-15T00:34:02Z,1400000,228.0,31.0,1,left,G. Hayward 3PT  (6 PTS) (T. Rozier 2 AST),"[202330, 1626179]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,23.0,Made,6.0,,,,,,,,T. Rozier,1626179.0,2.0,,,,,,,,
144,PT00M30.90S,2022-01-15T00:34:16.0Z,1,REGULAR,3pt,Jump Shot,[],1630591,93.9060446780552,3.9215686274509802,1610612753,33,35,2022-01-15T00:34:20Z,1420000,-230.0,5.0,1,right,J. Suggs 3PT  (5 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,23.04,Made,5.0,,,,,,,,,,,,,,,,,,
145,PT00M13.70S,2022-01-15T00:34:35.6Z,1,REGULAR,3pt,Jump Shot,[],1626179,30.305519053876477,71.32352941176471,1610612766,36,35,2022-01-15T00:34:40Z,1430000,-107.0,232.0,1,left,T. Rozier 25' 3PT  (9 PTS) (G. Hayward 1 AST),"[1626179, 202330]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.57,Made,9.0,,,,,,,,G. Hayward,202330.0,1.0,,,,,,,,
147,PT00M00.70S,2022-01-15T00:34:50.1Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,36,35,2022-01-15T00:34:56Z,1450000,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 1626179]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,2.0,Rozier,1626179.0,,,,,,,,,,,
148,PT00M00.70S,2022-01-15T00:34:50.1Z,1,REGULAR,steal,,[],1626179,,,1610612766,36,35,2022-01-15T00:34:52Z,1460000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M00.00S,2022-01-15T00:34:55.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,56.323915900131404,62.00980392156863,1610612766,36,35,2022-01-15T00:38:40Z,1470000,-60.0,477.0,1,left,MISS T. Rozier 48' running pullup 3PT,[1626179],1610612766.0,CHA,running pullup,,,Rozier,T. Rozier,,,,,48.07,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-01-15T00:34:55.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,36,35,2022-01-15T00:37:26Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2022-01-15T00:35:10.8Z,1,REGULAR,period,end,[],0,,,1610612766,36,35,2022-01-15T00:35:10Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-15T00:35:20.7Z,2,REGULAR,substitution,out,['startperiod'],1626179,,,1610612766,36,35,2022-01-15T00:37:41Z,1500000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-15T00:35:20.7Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612766,36,35,2022-01-15T00:37:41Z,1510000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-15T00:35:20.7Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,36,35,2022-01-15T00:37:41Z,1520000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-15T00:35:20.7Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,36,35,2022-01-15T00:37:41Z,1530000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-15T00:37:41.3Z,2,REGULAR,period,start,[],0,,,1610612766,36,35,2022-01-15T00:37:41Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M45.00S,2022-01-15T00:38:01.6Z,2,REGULAR,foul,offensive,[],1629023,,,1610612766,36,35,2022-01-15T00:38:09Z,1550000,,,0,,P. Washington charge offensive FOUL (1 PF),"[1629023, 1630591]",1610612766.0,CHA,charge,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,1627541.0,,,1.0,0.0,Suggs,1630591.0,
160,PT11M45.00S,2022-01-15T00:38:01.6Z,2,REGULAR,turnover,offensive foul,[],1629023,,,1610612766,36,35,2022-01-15T00:38:01Z,1570000,,,0,,P. Washington offensive foul TURNOVER (1 TO),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,1.0,,,,,,1627541.0,,,,,,,
161,PT11M23.00S,2022-01-15T00:38:35.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629021,93.64323258869908,51.470588235294116,1610612753,36,37,2022-01-15T00:38:39Z,1580000,7.0,7.0,1,right,M. Wagner DUNK (4 PTS) (J. Suggs 2 AST),"[1629021, 1630591]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,1.04,Made,4.0,,,,,,,,J. Suggs,1630591.0,2.0,,,,,,,,
162,PT10M59.00S,2022-01-15T00:38:59.0Z,2,REGULAR,3pt,Jump Shot,[],1629667,7.440867279894875,2.941176470588235,1610612766,36,37,2022-01-15T00:39:02Z,1590000,235.0,17.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
163,PT10M57.00S,2022-01-15T00:39:01.0Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,36,37,2022-01-15T00:39:02Z,1600000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
164,PT10M43.00S,2022-01-15T00:39:15.2Z,2,REGULAR,3pt,Jump Shot,[],203082,94.69448094612353,97.54901960784314,1610612753,36,37,2022-01-15T00:39:21Z,1610000,238.0,-3.0,1,right,MISS T. Ross fadeaway 3PT - blocked,"[203082, 1628970]",1610612753.0,ORL,fadeaway,,,Ross,T. Ross,,,,,23.77,Missed,,,,,,,,,,,,,Bridges,1628970.0,,,,,
176,PT10M43.00S,2022-01-15T00:39:15.2Z,2,REGULAR,block,,[],1628970,,,1610612753,36,37,2022-01-15T00:40:48Z,1615000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M41.00S,2022-01-15T00:39:17.2Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,36,37,2022-01-15T00:39:21Z,1620000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,,
166,PT10M37.00S,2022-01-15T00:39:21.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629023,8.623521681997373,47.30392156862745,1610612766,38,37,2022-01-15T00:42:18Z,1630000,13.0,29.0,1,left,P. Washington running reverse Layup (2 PTS) (M. Bridges 3 AST),"[1629023, 1628970]",1610612766.0,CHA,running reverse,,,Washington,P. Washington,,,,,3.16,Made,2.0,,,,,,,,M. Bridges,1628970.0,3.0,,,,,,,,
168,PT10M22.00S,2022-01-15T00:39:37.4Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612753,38,37,2022-01-15T00:39:48Z,1650000,,,0,,L. Ball shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630163, 1630532]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,1162.0,,,1.0,0.0,Wagner,1630532.0,
170,PT10M22.00S,2022-01-15T00:40:02.4Z,2,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,38,38,2022-01-15T00:40:02Z,1670000,,,0,,F. Wagner Free Throw 1 of 2 (8 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
171,PT10M22.00S,2022-01-15T00:40:20.7Z,2,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,38,39,2022-01-15T00:40:20Z,1680000,,,0,,F. Wagner Free Throw 2 of 2 (9 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
172,PT10M11.00S,2022-01-15T00:40:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.178055190538765,51.225490196078425,1610612766,38,39,2022-01-15T00:40:42Z,1690000,-6.0,15.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 1630532]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.62,Missed,,,,,,,,,,,,,Wagner,1630532.0,,,,,
173,PT10M11.00S,2022-01-15T00:40:34.1Z,2,REGULAR,block,,[],1630532,,,1610612766,38,39,2022-01-15T00:40:36Z,1700000,,,0,,F. Wagner BLOCK (2 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M11.00S,2022-01-15T00:40:34.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,38,39,2022-01-15T00:40:42Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,
175,PT10M11.00S,2022-01-15T00:40:39.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,38,39,2022-01-15T00:40:39Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M00.00S,2022-01-15T00:41:04.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628998,19.92444152431012,73.52941176470588,1610612766,38,39,2022-01-15T00:43:51Z,1730000,-118.0,135.0,1,left,MISS C. Martin 17' step back Shot,[1628998],1610612766.0,CHA,step back,,,Martin,C. Martin,,,,,17.89,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M58.00S,2022-01-15T00:41:06.2Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,38,39,2022-01-15T00:41:09Z,1740000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT09M52.00S,2022-01-15T00:41:12.5Z,2,REGULAR,3pt,Jump Shot,[],203082,70.38436268068331,22.058823529411764,1610612753,38,42,2022-01-15T00:41:16Z,1750000,-140.0,226.0,1,right,T. Ross 26' 3PT  (8 PTS) (J. Suggs 3 AST),"[203082, 1630591]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.56,Made,8.0,,,,,,,,J. Suggs,1630591.0,3.0,,,,,,,,
181,PT09M42.00S,2022-01-15T00:41:24.8Z,2,REGULAR,foul,personal,[],1630591,,,1610612766,38,42,2022-01-15T00:41:33Z,1770000,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1630163]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,1628487.0,,,1.0,0.0,Ball,1630163.0,
183,PT09M35.00S,2022-01-15T00:41:45.8Z,2,REGULAR,2pt,Jump Shot,[],1630163,22.552562417871222,27.696078431372552,1610612766,38,42,2022-01-15T00:41:51Z,1790000,112.0,159.0,1,left,MISS L. Ball 19' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,,
184,PT09M29.00S,2022-01-15T00:41:51.8Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,38,42,2022-01-15T00:41:51Z,1800000,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,
185,PT09M27.00S,2022-01-15T00:41:53.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630181,71.56701708278581,79.65686274509804,1610612753,38,42,2022-01-15T00:46:06Z,1810000,148.0,215.0,1,right,MISS R. Hampton 26' running 3PT - blocked,"[1630181, 1628998]",1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,26.1,Missed,,,,,,,,,,,,,Martin,1628998.0,,,,,
