actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
266,PT03M34.00S,2021-12-07T00:54:12.0Z,2,REGULAR,freethrow,1 of 1,[],203552,,,1610612755,48,55,2021-12-07T00:54:12Z,2600000,,,0,,MISS S. Curry technical Free Throw 1 of 1,[203552],1610612755.0,PHI,technical,,,Curry,S. Curry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
267,PT03M34.00S,2021-12-07T00:54:12.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,48,55,2021-12-07T00:54:12Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,
268,PT03M22.00S,2021-12-07T00:54:38.9Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612755,48,55,2021-12-07T00:54:53Z,2620000,,,0,,P. Washington shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629023, 203954]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,1627961.0,,,,1.0,0.0,Embiid,203954.0,,,
270,PT03M22.00S,2021-12-07T00:55:04.2Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,48,56,2021-12-07T00:55:04Z,2640000,,,0,,J. Embiid Free Throw 1 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
271,PT03M22.00S,2021-12-07T00:55:22.3Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,48,57,2021-12-07T00:55:22Z,2650000,,,0,,J. Embiid Free Throw 2 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
272,PT03M05.00S,2021-12-07T00:55:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,66.17936925098554,48.03921568627451,1610612766,48,57,2021-12-07T00:55:46Z,2660000,-10.0,265.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,,
273,PT03M00.00S,2021-12-07T00:55:44.9Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,48,57,2021-12-07T00:55:46Z,2670000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,272.0,1.0,1.0,0.0,,,,,,,,,,,,,,
274,PT02M52.00S,2021-12-07T00:55:56.4Z,2,REGULAR,turnover,out-of-bounds,[],203552,,,1610612755,48,57,2021-12-07T00:56:04Z,2680000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[203552],1610612755.0,PHI,bad pass,,,Curry,S. Curry,,,,,,,,,,,,,,,1627962.0,2.0,,,,,,,,,
276,PT02M52.00S,2021-12-07T00:56:07.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,48,57,2021-12-07T00:56:07Z,2690000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M40.00S,2021-12-07T00:59:03.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,92.19776609724047,51.71568627450981,1610612766,50,57,2021-12-07T01:05:32Z,2700000,9.0,21.0,1,right,K. Oubre Jr. driving Layup (15 PTS) (G. Hayward 4 AST),"[1626162, 202330]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,2.25,Made,15.0,,,,,G. Hayward,202330.0,4.0,,,,,,,,,,,
279,PT02M40.00S,2021-12-07T00:59:05.3Z,2,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612766,50,57,2021-12-07T00:59:20Z,2720000,,,0,,S. Milton shooting personal FOUL (2 PF) (Oubre Jr. 1 FT),"[1629003, 1626162]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,1627961.0,,,,2.0,0.0,Oubre Jr.,1626162.0,,,
281,PT02M40.00S,2021-12-07T00:59:30.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626162,,,1610612766,51,57,2021-12-07T00:59:30Z,2740000,,,0,,K. Oubre Jr. Free Throw 1 of 1 (16 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
282,PT02M27.00S,2021-12-07T00:59:44.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,7.5722733245729295,50.98039215686274,1610612755,51,59,2021-12-07T00:59:50Z,2750000,-5.0,19.0,1,left,J. Embiid DUNK (12 PTS) (T. Harris 3 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,1.93,Made,12.0,,,,,T. Harris,202699.0,3.0,,,,,,,,,,,
284,PT02M07.00S,2021-12-07T01:00:04.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,89.17542706964521,55.63725490196079,1610612766,51,59,2021-12-07T01:05:50Z,2770000,28.0,49.0,1,right,MISS K. Oubre Jr. driving Layup - blocked,"[1626162, 1629003]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,5.68,Missed,,,,,,,,,,,Milton,1629003.0,,,,,,,
285,PT02M07.00S,2021-12-07T01:00:04.8Z,2,REGULAR,block,,[],1629003,,,1610612766,51,59,2021-12-07T01:00:06Z,2780000,,,0,,S. Milton BLOCK (1 BLK),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M05.00S,2021-12-07T01:00:06.8Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,51,59,2021-12-07T01:00:14Z,2790000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,284.0,4.0,3.0,1.0,,,,,,,,,,,,,,
287,PT02M01.00S,2021-12-07T01:00:10.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202330,78.79434954007884,5.88235294117647,1610612766,51,59,2021-12-07T01:00:17Z,2800000,-221.0,147.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
288,PT02M00.00S,2021-12-07T01:00:12.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,51,59,2021-12-07T01:00:12Z,2810000,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,287.0,7.0,7.0,0.0,,,,,,,,,,,,,,
289,PT01M52.00S,2021-12-07T01:00:19.7Z,2,REGULAR,3pt,Jump Shot,[],201980,8.886333771353483,5.147058823529411,1610612755,51,62,2021-12-07T01:00:24Z,2820000,224.0,31.0,1,left,D. Green 3PT  (9 PTS) (S. Milton 2 AST),"[201980, 1629003]",1610612755.0,PHI,,,,Green,D. Green,,,,,22.64,Made,9.0,,,,,S. Milton,1629003.0,2.0,,,,,,,,,,,
291,PT01M42.00S,2021-12-07T01:00:29.4Z,2,REGULAR,3pt,Jump Shot,[],1629023,66.70499342969777,45.34313725490196,1610612766,54,62,2021-12-07T01:00:35Z,2840000,-23.0,260.0,1,right,P. Washington 26' 3PT  (8 PTS) (C. Martin 2 AST),"[1629023, 1628998]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.15,Made,8.0,,,,,C. Martin,1628998.0,2.0,,,,,,,,,,,
293,PT01M34.00S,2021-12-07T01:00:40.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612755,54,62,2021-12-07T01:00:52Z,2860000,,,0,,P. Washington shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629023, 203954]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,1627961.0,,,,2.0,0.0,Embiid,203954.0,,,
295,PT01M34.00S,2021-12-07T01:01:07.0Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,54,63,2021-12-07T01:01:07Z,2880000,,,0,,J. Embiid Free Throw 1 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
296,PT01M34.00S,2021-12-07T01:01:08.6Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,54,63,2021-12-07T01:01:15Z,2890000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M34.00S,2021-12-07T01:01:08.6Z,2,REGULAR,substitution,in,[],1627788,,,1610612755,54,63,2021-12-07T01:01:15Z,2900000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M34.00S,2021-12-07T01:01:29.4Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,54,64,2021-12-07T01:01:29Z,2910000,,,0,,J. Embiid Free Throw 2 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
299,PT01M21.00S,2021-12-07T01:01:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629023,67.62483574244416,43.872549019607845,1610612766,54,64,2021-12-07T01:01:49Z,2920000,-31.0,252.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
300,PT01M17.00S,2021-12-07T01:01:47.4Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,54,64,2021-12-07T01:01:49Z,2930000,,,0,,D. Green REBOUND (Off:0 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,299.0,2.0,2.0,0.0,,,,,,,,,,,,,,
301,PT01M13.00S,2021-12-07T01:01:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203552,8.229303547963205,53.92156862745098,1610612755,54,64,2021-12-07T01:02:10Z,2940000,-20.0,25.0,1,left,MISS S. Curry reverse Layup - blocked,"[203552, 1629023]",1610612755.0,PHI,reverse,,,Curry,S. Curry,,,,,3.17,Missed,,,,,,,,,,,Washington,1629023.0,,,,,,,
302,PT01M13.00S,2021-12-07T01:01:51.1Z,2,REGULAR,block,,[],1629023,,,1610612755,54,64,2021-12-07T01:01:53Z,2950000,,,0,,P. Washington BLOCK (3 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M09.00S,2021-12-07T01:01:55.1Z,2,REGULAR,rebound,offensive,[],203552,,,1610612755,54,64,2021-12-07T01:01:55Z,2960000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,301.0,2.0,1.0,1.0,,,,,,,,,,,,,,
304,PT01M04.00S,2021-12-07T01:01:59.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201980,7.440867279894875,96.07843137254902,1610612755,54,64,2021-12-07T01:02:15Z,2970000,-230.0,17.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M01.00S,2021-12-07T01:02:02.5Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,54,64,2021-12-07T01:02:15Z,2990000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,304.0,4.0,2.0,2.0,,,,,,,,,,,,,,
307,PT00M58.30S,2021-12-07T01:02:06.6Z,2,REGULAR,3pt,Jump Shot,[],1626162,92.59198423127464,4.411764705882353,1610612766,54,64,2021-12-07T01:02:28Z,3000000,-228.0,17.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
308,PT00M55.90S,2021-12-07T01:02:09.0Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,54,64,2021-12-07T01:02:28Z,3010000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,307.0,3.0,2.0,1.0,,,,,,,,,,,,,,
309,PT00M47.20S,2021-12-07T01:02:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.652431011826544,51.71568627450981,1610612755,54,66,2021-12-07T01:08:56Z,3020000,-9.0,10.0,1,left,J. Embiid driving Layup (16 PTS) (D. Green 1 AST),"[203954, 201980]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,1.32,Made,16.0,,,,,D. Green,201980.0,1.0,,,,,,,,,,,
311,PT00M47.20S,2021-12-07T01:02:26.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629023,,,1610612755,54,66,2021-12-07T01:02:40Z,3040000,,,0,,P. Washington shooting personal FOUL (3 PF) (Embiid 1 FT),"[1629023, 203954]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,1627962.0,,,,3.0,0.0,Embiid,203954.0,,,
313,PT00M47.20S,2021-12-07T01:02:50.9Z,2,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,54,67,2021-12-07T01:02:50Z,3060000,,,0,,J. Embiid Free Throw 1 of 1 (17 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
314,PT00M35.70S,2021-12-07T01:03:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.72339027595268,51.225490196078425,1610612766,54,67,2021-12-07T01:03:09Z,3070000,6.0,16.0,1,right,MISS G. Hayward Layup - blocked,"[202330, 201980]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,1.7,Missed,,,,,,,,,,,Green,201980.0,,,,,,,
315,PT00M35.70S,2021-12-07T01:03:03.9Z,2,REGULAR,block,,[],201980,,,1610612766,54,67,2021-12-07T01:03:07Z,3080000,,,0,,D. Green BLOCK (2 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M35.70S,2021-12-07T01:03:03.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,54,67,2021-12-07T01:03:09Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,
317,PT00M35.70S,2021-12-07T01:03:08.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,54,67,2021-12-07T01:03:08Z,3100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M34.00S,2021-12-07T01:03:21.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202330,80.3712220762155,73.52941176470588,1610612766,56,67,2021-12-07T01:03:27Z,3110000,118.0,132.0,1,right,G. Hayward 17' Jump Shot (7 PTS) (C. Martin 3 AST),"[202330, 1628998]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,17.68,Made,7.0,,,,,C. Martin,1628998.0,3.0,,,,,,,,,,,
320,PT00M13.30S,2021-12-07T01:03:48.2Z,2,REGULAR,3pt,Jump Shot,[],1627788,27.020367936925098,17.15686274509804,1610612755,56,67,2021-12-07T01:03:53Z,3130000,164.0,201.0,1,left,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
321,PT00M10.30S,2021-12-07T01:03:51.2Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,56,67,2021-12-07T01:03:51Z,3140000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,320.0,1.0,1.0,0.0,,,,,,,,,,,,,,
322,PT00M02.50S,2021-12-07T01:03:59.6Z,2,REGULAR,3pt,Jump Shot,[],1628970,89.17542706964521,97.54901960784314,1610612766,59,67,2021-12-07T01:04:05Z,3150000,238.0,49.0,1,right,M. Bridges 24' 3PT  (7 PTS) (G. Hayward 5 AST),"[1628970, 202330]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.28,Made,7.0,,,,,G. Hayward,202330.0,5.0,,,,,,,,,,,
324,PT00M01.20S,2021-12-07T01:04:05.2Z,2,REGULAR,turnover,bad pass,[],201980,,,1610612755,59,67,2021-12-07T01:04:27Z,3170000,,,0,,D. Green bad pass TURNOVER (1 TO),"[201980, 1626162]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,1.0,,,,,,,Oubre Jr.,1626162.0,
325,PT00M01.20S,2021-12-07T01:04:05.2Z,2,REGULAR,steal,,[],1626162,,,1610612766,59,67,2021-12-07T01:04:06Z,3180000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M00.00S,2021-12-07T01:04:08.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,65.39093298291722,16.911764705882355,1610612766,62,67,2021-12-07T01:10:08Z,3190000,-165.0,273.0,1,right,K. Oubre Jr. 31' 3PT running (19 PTS),[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,31.9,Made,19.0,,,,,,,,,,,,,,,,,,
327,PT00M00.00S,2021-12-07T01:04:29.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612755,62,67,2021-12-07T01:04:51Z,3200000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,End Period - Good Basket
328,PT00M00.00S,2021-12-07T01:04:53.9Z,2,REGULAR,period,end,[],0,,,1610612755,62,67,2021-12-07T01:04:53Z,3210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-12-07T01:18:57.8Z,3,REGULAR,substitution,out,['startperiod'],1629023,,,1610612755,62,67,2021-12-07T01:19:34Z,3220000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-12-07T01:18:57.8Z,3,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,62,67,2021-12-07T01:19:34Z,3230000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-12-07T01:18:57.8Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612755,62,67,2021-12-07T01:19:34Z,3240000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-12-07T01:18:57.8Z,3,REGULAR,substitution,in,['startperiod'],1629003,,,1610612755,62,67,2021-12-07T01:19:34Z,3250000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-12-07T01:19:34.6Z,3,REGULAR,period,start,[],0,,,1610612755,62,67,2021-12-07T01:19:34Z,3260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M39.00S,2021-12-07T01:19:58.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",202699,92.59198423127464,51.225490196078425,1610612755,62,69,2021-12-07T01:21:07Z,3270000,6.0,17.0,1,right,T. Harris driving floating Jump Shot (7 PTS),[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,1.82,Made,7.0,,,,,,,,,,,,,,,,,,
337,PT11M39.00S,2021-12-07T01:20:01.6Z,3,REGULAR,violation,defensive goaltending,[],1630208,,,1610612755,62,69,2021-12-07T01:20:12Z,3280000,,,0,,N. Richards defensive goaltending VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,1627961.0,,,,,,,,,,
338,PT11M22.00S,2021-12-07T01:20:29.3Z,3,REGULAR,foul,personal,[],203552,,,1610612766,62,69,2021-12-07T01:20:36Z,3290000,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1628998]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,1627961.0,,,,1.0,0.0,Martin,1628998.0,,,
340,PT11M16.00S,2021-12-07T01:20:50.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,18.610381077529567,48.529411764705884,1610612766,64,69,2021-12-07T01:21:00Z,3310000,7.0,122.0,1,left,M. Bridges 12' floating Jump Shot (9 PTS) (N. Richards 1 AST),"[1628970, 1630208]",1610612766.0,CHA,floating,,,Bridges,M. Bridges,,,,,12.26,Made,9.0,,,,,N. Richards,1630208.0,1.0,,,,,,,,,,,
342,PT10M59.00S,2021-12-07T01:21:08.4Z,3,REGULAR,turnover,out-of-bounds,[],201980,,,1610612755,64,69,2021-12-07T01:21:20Z,3330000,,,0,,D. Green bad pass out-of-bounds TURNOVER (2 TO),[201980],1610612755.0,PHI,bad pass,,,Green,D. Green,,,,,,,,,,,,,,,1627961.0,2.0,,,,,,,,,
343,PT10M37.00S,2021-12-07T01:21:36.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,10.068988173455978,57.59803921568627,1610612766,64,69,2021-12-07T01:22:43Z,3340000,-38.0,42.0,1,left,MISS K. Oubre Jr. floating Shot,[1626162],1610612766.0,CHA,floating,,,Oubre Jr.,K. Oubre Jr.,,,,,5.67,Missed,,,,,,,,,,,,,,,,,,,
344,PT10M35.00S,2021-12-07T01:21:38.6Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,64,69,2021-12-07T01:21:42Z,3350000,,,0,,J. Embiid REBOUND (Off:0 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,343.0,8.0,8.0,0.0,,,,,,,,,,,,,,
345,PT10M30.00S,2021-12-07T01:21:44.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,94.1688567674113,52.20588235294118,1610612755,64,71,2021-12-07T01:23:04Z,3360000,11.0,2.0,1,right,T. Harris cutting Layup (9 PTS) (J. Embiid 4 AST),"[202699, 203954]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,1.12,Made,9.0,,,,,J. Embiid,203954.0,4.0,,,,,,,,,,,
347,PT10M30.00S,2021-12-07T01:21:46.4Z,3,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612755,64,71,2021-12-07T01:21:54Z,3380000,,,0,,M. Bridges shooting personal FOUL (2 PF) (Harris 1 FT),"[1628970, 202699]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,201639.0,,,,2.0,1.0,Harris,202699.0,,,
349,PT10M30.00S,2021-12-07T01:22:08.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],202699,,,1610612755,64,72,2021-12-07T01:22:08Z,3400000,,,0,,T. Harris Free Throw 1 of 1 (10 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
350,PT10M19.00S,2021-12-07T01:22:22.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,7.966491458607096,50.245098039215684,1610612766,66,72,2021-12-07T01:22:31Z,3410000,-1.0,22.0,1,left,N. Richards alley-oop DUNK (8 PTS) (K. Oubre Jr. 2 AST),"[1630208, 1626162]",1610612766.0,CHA,alley-oop,,,Richards,N. Richards,,,,,2.24,Made,8.0,,,,,K. Oubre Jr.,1626162.0,2.0,,,,,,,,,,,
352,PT10M07.00S,2021-12-07T01:22:37.2Z,3,REGULAR,turnover,backcourt,[],203552,,,1610612755,66,72,2021-12-07T01:22:49Z,3430000,,,0,,S. Curry backcourt TURNOVER (3 TO),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,1627962.0,3.0,,,,,,,,,
353,PT09M43.00S,2021-12-07T01:23:09.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628998,23.47240473061761,49.01960784313725,1610612766,66,72,2021-12-07T01:23:52Z,3440000,5.0,168.0,1,left,MISS C. Martin 16' pullup Shot,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,16.82,Missed,,,,,,,,,,,,,,,,,,,
354,PT09M42.00S,2021-12-07T01:23:11.3Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,66,72,2021-12-07T01:23:11Z,3450000,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,353.0,4.0,2.0,2.0,,,,,,,,,,,,,,
355,PT09M40.00S,2021-12-07T01:23:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630208,5.206964520367937,49.754901960784316,1610612766,68,72,2021-12-07T01:24:10Z,3460000,1.0,-4.0,1,left,N. Richards putback Layup (10 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,0.38,Made,10.0,,,,,,,,,,,,,,,,,,
356,PT09M15.00S,2021-12-07T01:23:36.9Z,3,REGULAR,3pt,Jump Shot,[],202699,70.38436268068331,21.568627450980394,1610612755,68,72,2021-12-07T01:23:45Z,3470000,-142.0,226.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
357,PT09M14.00S,2021-12-07T01:23:37.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,68,72,2021-12-07T01:23:45Z,3480000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,
358,PT09M14.00S,2021-12-07T01:23:45.7Z,3,REGULAR,foul,personal,[],203954,,,1610612766,68,72,2021-12-07T01:23:54Z,3490000,,,0,,J. Embiid loose ball personal FOUL (1 PF),"[203954, 1626162]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Oubre Jr.,1626162.0,,,
360,PT09M02.00S,2021-12-07T01:24:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,12.302890932982917,51.225490196078425,1610612766,68,72,2021-12-07T01:25:11Z,3510000,-6.0,63.0,1,left,MISS M. Bridges 6' driving Layup - blocked,"[1628970, 202699]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,6.34,Missed,,,,,,,,,,,Harris,202699.0,,,,,,,
