actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
87,PT05M56.00S,2021-11-01T23:22:43.0Z,1,REGULAR,2pt,Jump Shot,[],202397,77.61169513797634,49.26470588235294,1610612766,9,15,2021-11-01T23:22:49Z,870000,-4.0,158.0,1,right,I. Smith 15' pullup Jump Shot (2 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,,,15.8,Made,,,,,,,,,2.0,,,,,,,,
88,PT05M38.00S,2021-11-01T23:23:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.046649145860711,59.068627450980394,1610612739,9,15,2021-11-01T23:32:55Z,880000,-45.0,14.0,1,left,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,4.73,Missed,,,,,,,,,,,,,,,,,
89,PT05M37.00S,2021-11-01T23:23:02.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,9,15,2021-11-01T23:32:55Z,890000,,,0,,J. Allen REBOUND (Off:2 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,88.0,2.0,0.0,2.0,,,,,,,,,,,
90,PT05M35.00S,2021-11-01T23:23:03.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,5.863994743758213,50.98039215686274,1610612739,9,17,2021-11-01T23:23:11Z,900000,-5.0,3.0,1,left,J. Allen DUNK (6 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,0.55,Made,,,,,,,,,6.0,,,,,,,,
91,PT05M27.00S,2021-11-01T23:23:16.4Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612766,9,17,2021-11-01T23:23:23Z,910000,,,0,,K. Oubre Jr. bad pass out-of-bounds TURNOVER (1 TO),[1626162],1610612766.0,CHA,bad pass,,,Oubre Jr.,K. Oubre Jr.,,,,,1628171.0,1.0,,,,,,,,,,,,,,,,,,,
92,PT05M27.00S,2021-11-01T23:23:21.5Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,9,17,2021-11-01T23:23:28Z,920000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M27.00S,2021-11-01T23:23:21.5Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,9,17,2021-11-01T23:23:28Z,930000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M03.00S,2021-11-01T23:23:53.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,12.434296977660972,36.27450980392157,1610612739,9,19,2021-11-01T23:23:58Z,940000,69.0,64.0,1,left,E. Mobley 9' fadeaway Jump Shot (4 PTS),[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,,,9.41,Made,,,,,,,,,4.0,,,,,,,,
95,PT04M48.00S,2021-11-01T23:24:08.9Z,1,REGULAR,2pt,Layup,[],1626179,89.96386333771353,33.088235294117645,1610612766,9,19,2021-11-01T23:24:14Z,950000,-85.0,42.0,1,right,MISS T. Rozier 9' driving Layup - blocked,"[1626179, 201937]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,,,9.44,Missed,Rubio,201937.0,,,,,,,,,,,,,,,
96,PT04M48.00S,2021-11-01T23:24:08.9Z,1,REGULAR,block,,[],201937,,,1610612766,9,19,2021-11-01T23:24:11Z,960000,,,0,,R. Rubio BLOCK (1 BLK),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M45.00S,2021-11-01T23:24:11.9Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,9,19,2021-11-01T23:24:14Z,970000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT04M42.00S,2021-11-01T23:24:14.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,26.757555847568987,79.65686274509804,1610612739,9,22,2021-11-01T23:24:22Z,980000,-148.0,199.0,1,left,C. Osman 24' 3PT  (3 PTS) (R. Rubio 1 AST),"[1626224, 201937]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,24.82,Made,,,,,,,,,3.0,R. Rubio,201937.0,1.0,,,,,
100,PT04M41.00S,2021-11-01T23:24:21.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,9,22,2021-11-01T23:24:21Z,1000000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M41.00S,2021-11-01T23:24:59.8Z,1,REGULAR,foul,technical,['1freethrow'],1626179,,,1610612766,9,22,2021-11-01T23:27:08Z,1010000,,,0,,T. Rozier technical FOUL (1 Tech),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,2003.0,,,,,,,,,,,,,,,,0.0,1.0,,,
102,PT04M41.00S,2021-11-01T23:26:28.1Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,9,22,2021-11-01T23:26:55Z,1020000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M41.00S,2021-11-01T23:26:28.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,9,22,2021-11-01T23:26:55Z,1030000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M41.00S,2021-11-01T23:26:28.1Z,1,REGULAR,substitution,in,[],202330,,,1610612766,9,22,2021-11-01T23:26:55Z,1040000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M41.00S,2021-11-01T23:26:28.1Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,9,22,2021-11-01T23:26:55Z,1050000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M41.00S,2021-11-01T23:27:20.9Z,1,REGULAR,freethrow,1 of 1,[],201937,,,1610612766,9,23,2021-11-01T23:27:20Z,1060000,,,0,,R. Rubio technical Free Throw 1 of 1 (1 PTS),[201937],1610612739.0,CLE,technical,,,Rubio,R. Rubio,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,
107,PT04M28.00S,2021-11-01T23:27:41.1Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,9,23,2021-11-01T23:27:47Z,1070000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1629636]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,1.0,,,,,,,,,Garland,1629636.0,,,,,,,,,
108,PT04M28.00S,2021-11-01T23:27:41.1Z,1,REGULAR,steal,,[],1629636,,,1610612739,9,23,2021-11-01T23:27:43Z,1080000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M21.00S,2021-11-01T23:27:47.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,6.389618922470433,50.245098039215684,1610612739,9,25,2021-11-01T23:27:51Z,1090000,-1.0,8.0,1,left,E. Mobley alley-oop DUNK (6 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,,,0.77,Made,,,,,,,,,6.0,D. Garland,1629636.0,2.0,,,,,
111,PT04M08.00S,2021-11-01T23:28:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,93.38042049934296,52.69607843137255,1610612766,11,25,2021-11-01T23:28:05Z,1110000,13.0,10.0,1,right,C. Martin driving Layup (2 PTS) (G. Hayward 1 AST),"[1628998, 202330]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,,,1.66,Made,,,,,,,,,2.0,G. Hayward,202330.0,1.0,,,,,
112,PT03M43.00S,2021-11-01T23:28:26.0Z,1,REGULAR,2pt,Jump Shot,[],201937,5.338370565045992,71.56862745098039,1610612739,11,25,2021-11-01T23:28:32Z,1120000,-108.0,-2.0,1,left,MISS R. Rubio 10' fadeaway Shot - blocked,"[201937, 202330]",1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,,,10.78,Missed,Hayward,202330.0,,,,,,,,,,,,,,,
113,PT03M43.00S,2021-11-01T23:28:26.0Z,1,REGULAR,block,,[],202330,,,1610612739,11,25,2021-11-01T23:28:29Z,1130000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2021-11-01T23:28:29.0Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,11,25,2021-11-01T23:28:32Z,1140000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,
115,PT03M40.00S,2021-11-01T23:28:33.0Z,1,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612766,11,25,2021-11-01T23:28:56Z,1150000,,,0,,C. Osman shooting personal FOUL (1 PF) (Washington 2 FT),"[1626224, 1629023]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Washington,1629023.0,
118,PT03M40.00S,2021-11-01T23:28:57.7Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,11,25,2021-11-01T23:28:57Z,1170000,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,
119,PT03M40.00S,2021-11-01T23:28:57.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,11,25,2021-11-01T23:28:57Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,
120,PT03M40.00S,2021-11-01T23:28:58.7Z,1,REGULAR,substitution,out,[],1630596,,,1610612766,11,25,2021-11-01T23:29:04Z,1190000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M40.00S,2021-11-01T23:28:58.7Z,1,REGULAR,substitution,in,[],1628374,,,1610612766,11,25,2021-11-01T23:29:04Z,1200000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M40.00S,2021-11-01T23:29:11.7Z,1,REGULAR,substitution,out,[],1629636,,,1610612766,11,25,2021-11-01T23:29:14Z,1210000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M40.00S,2021-11-01T23:29:11.7Z,1,REGULAR,substitution,in,[],1629012,,,1610612766,11,25,2021-11-01T23:29:14Z,1220000,,,0,,SUB in: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M40.00S,2021-11-01T23:29:17.6Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,12,25,2021-11-01T23:29:17Z,1230000,,,0,,P. Washington Free Throw 2 of 2 (1 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,
125,PT03M20.00S,2021-11-01T23:29:37.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.389618922470433,51.71568627450981,1610612739,12,27,2021-11-01T23:29:42Z,1240000,-9.0,8.0,1,left,J. Allen alley-oop DUNK (8 PTS) (R. Rubio 2 AST),"[1628386, 201937]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,1.15,Made,,,,,,,,,8.0,R. Rubio,201937.0,2.0,,,,,
127,PT03M03.00S,2021-11-01T23:29:54.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,93.38042049934296,47.794117647058826,1610612766,14,27,2021-11-01T23:29:58Z,1260000,-11.0,10.0,1,right,P. Washington DUNK (3 PTS) (C. Martin 1 AST),"[1629023, 1628998]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,1.47,Made,,,,,,,,,3.0,C. Martin,1628998.0,1.0,,,,,
129,PT02M52.00S,2021-11-01T23:30:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.389618922470433,46.07843137254902,1610612739,14,29,2021-11-01T23:30:14Z,1280000,20.0,8.0,1,left,J. Allen driving Layup (10 PTS),[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,,,2.1,Made,,,,,,,,,10.0,,,,,,,,
130,PT02M52.00S,2021-11-01T23:30:17.0Z,1,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612739,14,29,2021-11-01T23:30:26Z,1290000,,,0,,P. Washington shooting personal FOUL (1 PF) (Allen 1 FT),"[1629023, 1628386]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Allen,1628386.0,
132,PT02M52.00S,2021-11-01T23:30:31.8Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,14,30,2021-11-01T23:30:31Z,1310000,,,0,,J. Allen Free Throw 1 of 1 (11 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,
133,PT02M35.00S,2021-11-01T23:30:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202397,92.19776609724047,44.6078431372549,1610612766,16,30,2021-11-01T23:30:54Z,1320000,-27.0,21.0,1,right,I. Smith driving Layup (4 PTS),[202397],1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,,,3.41,Made,,,,,,,,,4.0,,,,,,,,
134,PT02M21.00S,2021-11-01T23:31:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,14.799605781865965,51.71568627450981,1610612739,16,32,2021-11-01T23:31:12Z,1330000,-9.0,87.0,1,left,J. Allen 8' floating Jump Shot (13 PTS) (R. Rubio 3 AST),"[1628386, 201937]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,,,8.7,Made,,,,,,,,,13.0,R. Rubio,201937.0,3.0,,,,,
136,PT02M09.00S,2021-11-01T23:31:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,88.64980289093299,44.11764705882353,1610612766,16,32,2021-11-01T23:40:07Z,1350000,-29.0,54.0,1,right,MISS I. Smith 6' floating Shot,[202397],1610612766.0,CHA,floating,,,Smith,I. Smith,,,,,,,6.17,Missed,,,,,,,,,,,,,,,,,
137,PT02M06.00S,2021-11-01T23:31:18.4Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,16,32,2021-11-01T23:31:22Z,1360000,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,136.0,1.0,0.0,1.0,,,,,,,,,,,
138,PT02M06.00S,2021-11-01T23:31:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,94.40999984741211,50.0,1610612766,16,32,2021-11-01T23:31:18Z,1370000,0.0,0.0,1,right,MISS P. Washington tip Layup,[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
139,PT02M03.00S,2021-11-01T23:31:22.1Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,16,32,2021-11-01T23:31:22Z,1380000,,,0,,P. Washington REBOUND (Off:2 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,138.0,2.0,0.0,2.0,,,,,,,,,,,
140,PT02M03.00S,2021-11-01T23:31:22.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629023,94.40999984741211,50.0,1610612766,16,32,2021-11-01T23:31:27Z,1390000,0.0,0.0,1,right,MISS P. Washington Layup - blocked,"[1629023, 1628374]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,0.0,Missed,Markkanen,1628374.0,,,,,,,,,,,,,,,
144,PT02M03.00S,2021-11-01T23:31:22.1Z,1,REGULAR,block,,[],1628374,,,1610612766,16,32,2021-11-01T23:31:54Z,1395000,,,0,,L. Markkanen BLOCK (2 BLK),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M03.00S,2021-11-01T23:31:22.1Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,16,32,2021-11-01T23:31:27Z,1400000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,,,,
142,PT02M03.00S,2021-11-01T23:31:27.1Z,1,REGULAR,foul,personal,['2freethrow'],201937,,,1610612766,16,32,2021-11-01T23:31:55Z,1410000,,,0,,R. Rubio shooting personal FOUL (1 PF) (Washington 2 FT),"[201937, 1629023]",1610612739.0,CLE,shooting,,,Rubio,R. Rubio,,,,,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Washington,1629023.0,
145,PT02M03.00S,2021-11-01T23:32:02.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629023,,,1610612766,17,32,2021-11-01T23:32:02Z,1430000,,,0,,P. Washington Free Throw 1 of 2 (4 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
146,PT02M03.00S,2021-11-01T23:32:17.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629023,,,1610612766,18,32,2021-11-01T23:32:17Z,1440000,,,0,,P. Washington Free Throw 2 of 2 (5 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,
147,PT01M52.00S,2021-11-01T23:32:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,6.389618922470433,55.392156862745104,1610612739,18,32,2021-11-01T23:32:34Z,1450000,-27.0,8.0,1,left,MISS L. Markkanen Layup,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,2.8,Missed,,,,,,,,,,,,,,,,,
148,PT01M48.00S,2021-11-01T23:32:33.5Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,18,32,2021-11-01T23:32:34Z,1460000,,,0,,J. Allen REBOUND (Off:3 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,147.0,3.0,0.0,3.0,,,,,,,,,,,
149,PT01M48.00S,2021-11-01T23:32:33.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,5.590000152587891,50.0,1610612739,18,34,2021-11-01T23:32:33Z,1470000,0.0,0.0,1,left,J. Allen putback DUNK (15 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,,,0.0,Made,,,,,,,,,15.0,,,,,,,,
150,PT01M44.00S,2021-11-01T23:32:49.0Z,1,REGULAR,foul,personal,[],1626224,,,1610612766,18,34,2021-11-01T23:32:59Z,1480000,,,0,,C. Osman personal FOUL (2 PF),"[1626224, 1629023]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,2003.0,,,,,,,,,,,,,,,,2.0,0.0,Washington,1629023.0,
152,PT01M44.00S,2021-11-01T23:33:01.6Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,18,34,2021-11-01T23:33:05Z,1500000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M44.00S,2021-11-01T23:33:01.6Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,18,34,2021-11-01T23:33:05Z,1510000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M38.00S,2021-11-01T23:33:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,91.67214191852825,54.65686274509803,1610612766,18,34,2021-11-01T23:33:15Z,1520000,23.0,26.0,1,right,MISS G. Hayward driving floating Shot,[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,,,3.48,Missed,,,,,,,,,,,,,,,,,
155,PT01M35.00S,2021-11-01T23:33:12.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,18,34,2021-11-01T23:33:15Z,1530000,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,154.0,4.0,3.0,1.0,,,,,,,,,,,
156,PT01M30.00S,2021-11-01T23:33:17.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,32.40801576872536,30.14705882352941,1610612739,18,37,2021-11-01T23:33:24Z,1540000,99.0,252.0,1,left,L. Markkanen 27' 3PT  (7 PTS) (R. Rubio 4 AST),"[1628374, 201937]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,27.1,Made,,,,,,,,,7.0,R. Rubio,201937.0,4.0,,,,,
158,PT01M07.00S,2021-11-01T23:33:40.4Z,1,REGULAR,3pt,Jump Shot,[],202330,79.45137976346912,92.15686274509804,1610612766,21,37,2021-11-01T23:33:53Z,1560000,211.0,141.0,1,right,G. Hayward 25' 3PT step back (6 PTS),[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,,,25.34,Made,,,,,,,,,6.0,,,,,,,,
159,PT00M49.40S,2021-11-01T23:34:07.8Z,1,REGULAR,foul,personal,[],1626162,,,1610612739,21,37,2021-11-01T23:34:15Z,1570000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1628386]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,1628171.0,,,,,,,,,,,,,,,,1.0,0.0,Allen,1628386.0,
161,PT00M43.50S,2021-11-01T23:34:27.0Z,1,REGULAR,3pt,Jump Shot,[],1626224,7.703679369250986,96.07843137254902,1610612739,21,40,2021-11-01T23:34:32Z,1590000,-230.0,20.0,1,left,C. Osman 3PT  (6 PTS) (R. Rubio 5 AST),"[1626224, 201937]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,23.13,Made,,,,,,,,,6.0,R. Rubio,201937.0,5.0,,,,,
163,PT00M39.30S,2021-11-01T23:34:41.0Z,1,REGULAR,foul,offensive,[],1630208,,,1610612766,21,40,2021-11-01T23:34:51Z,1610000,,,0,,N. Richards offensive FOUL (1 PF),"[1630208, 1626224]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Osman,1626224.0,
165,PT00M39.30S,2021-11-01T23:34:41.0Z,1,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,21,40,2021-11-01T23:34:41Z,1630000,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,202007.0,1.0,,,,,,,,,,,,,,,,,,,
166,PT00M39.30S,2021-11-01T23:34:51.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,21,40,2021-11-01T23:34:59Z,1640000,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,1628171.0,,,,,,,,,,,,,,,,,,,,
167,PT00M33.30S,2021-11-01T23:35:03.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629012,25.706307490144546,12.254901960784313,1610612739,21,40,2021-11-01T23:35:08Z,1650000,189.0,189.0,1,left,MISS C. Sexton 26' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,26.71,Missed,,,,,,,,,,,,,,,,,
168,PT00M30.10S,2021-11-01T23:35:06.7Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,21,40,2021-11-01T23:35:08Z,1660000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,
169,PT00M11.30S,2021-11-01T23:35:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,92.32917214191852,43.13725490196079,1610612766,21,40,2021-11-01T23:35:30Z,1670000,-34.0,20.0,1,right,MISS K. Oubre Jr. driving Layup - blocked,"[1626162, 1628386]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,,,3.95,Missed,Allen,1628386.0,,,,,,,,,,,,,,,
170,PT00M11.30S,2021-11-01T23:35:25.5Z,1,REGULAR,block,,[],1628386,,,1610612766,21,40,2021-11-01T23:35:28Z,1680000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M07.80S,2021-11-01T23:35:29.0Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,21,40,2021-11-01T23:35:30Z,1690000,,,0,,C. Martin REBOUND (Off:2 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,169.0,2.0,0.0,2.0,,,,,,,,,,,
172,PT00M05.80S,2021-11-01T23:35:31.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628998,91.01511169513797,24.019607843137255,1610612766,21,40,2021-11-01T23:35:59Z,1700000,-130.0,32.0,1,right,MISS C. Martin 13' turnaround Shot,[1628998],1610612766.0,CHA,turnaround,,,Martin,C. Martin,,,,,,,13.38,Missed,,,,,,,,,,,,,,,,,
173,PT00M03.50S,2021-11-01T23:35:33.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,21,40,2021-11-01T23:35:59Z,1710000,,,0,,J. Allen REBOUND (Off:3 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,172.0,4.0,1.0,3.0,,,,,,,,,,,
174,PT00M00.00S,2021-11-01T23:35:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,7.5722733245729295,43.38235294117647,1610612739,21,40,2021-11-01T23:35:46Z,1720000,33.0,19.0,1,left,MISS L. Markkanen Layup,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,3.8,Missed,,,,,,,,,,,,,,,,,
