actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
169,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612766,35,24,2022-03-19T23:39:35Z,1680000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,in,['startperiod'],202738,,,1610612766,35,24,2022-03-19T23:39:35Z,1690000,,,0,,SUB in: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612766,35,24,2022-03-19T23:39:35Z,1700000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612766,35,24,2022-03-19T23:39:35Z,1710000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,in,['startperiod'],1628425,,,1610612766,35,24,2022-03-19T23:39:35Z,1720000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-19T23:39:35.3Z,2,REGULAR,period,start,[],0,,,1610612742,35,24,2022-03-19T23:39:36Z,1730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M44.00S,2022-03-19T23:39:53.4Z,2,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612742,35,24,2022-03-19T23:40:00Z,1740000,,,0,,M. Harrell shooting personal FOUL (1 PF) (Brunson 2 FT),"[1626149, 1628973]",1610612766.0,CHA,shooting,,,Harrell,M. Harrell,,,,,,,,,,,1627529.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,
177,PT11M44.00S,2022-03-19T23:40:20.9Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,35,25,2022-03-19T23:40:20Z,1760000,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
178,PT11M44.00S,2022-03-19T23:40:36.2Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,35,26,2022-03-19T23:40:36Z,1770000,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
179,PT11M29.00S,2022-03-19T23:40:53.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202738,92.46057818659659,54.90196078431373,1610612766,37,26,2022-03-19T23:41:35Z,1780000,25.0,18.0,1,right,I. Thomas driving floating bank Jump Shot (2 PTS) (K. Oubre Jr. 1 AST),"[202738, 1626162]",1610612766.0,CHA,driving floating bank,,,Thomas,I. Thomas,,,,,3.06,Made,2.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,,
181,PT11M13.00S,2022-03-19T23:41:08.5Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612742,37,26,2022-03-19T23:41:13Z,1800000,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630182, 1630163]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,2.0,Ball,1630163.0,,,,,,,
182,PT11M13.00S,2022-03-19T23:41:08.5Z,2,REGULAR,steal,,[],1630163,,,1610612766,37,26,2022-03-19T23:41:09Z,1810000,,,0,,L. Ball STEAL (3 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M13.00S,2022-03-19T23:41:13.4Z,2,REGULAR,foul,personal,[],202722,,,1610612766,37,26,2022-03-19T23:44:07Z,1820000,,,0,,D. Bertans personal FOUL (2 PF),"[202722, 1630163]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,202026.0,2.0,0.0,Ball,1630163.0,,,,,,,,,,
185,PT10M59.00S,2022-03-19T23:41:40.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,95.3515111695138,96.81372549019608,1610612766,37,26,2022-03-19T23:41:45Z,1840000,234.0,-9.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M56.00S,2022-03-19T23:41:43.4Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,37,26,2022-03-19T23:41:45Z,1850000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,185.0,2.0,2.0,0.0,,,
187,PT10M47.00S,2022-03-19T23:41:52.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202722,5.601182654402102,50.0,1610612742,37,28,2022-03-19T23:42:08Z,1860000,0.0,0.0,1,left,D. Bertans cutting DUNK (2 PTS) (J. Green 1 AST),"[202722, 1630182]",1610612742.0,DAL,cutting,,,Bertans,D. Bertans,,,,,0.02,Made,2.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,,
189,PT10M34.00S,2022-03-19T23:42:07.7Z,2,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612766,37,28,2022-03-19T23:42:15Z,1880000,,,0,,M. Kleber shooting personal FOUL (2 PF) (Harrell 2 FT),"[1628467, 1626149]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,202058.0,2.0,0.0,Harrell,1626149.0,,,,,,,,,,
191,PT10M34.00S,2022-03-19T23:42:39.5Z,2,REGULAR,freethrow,1 of 2,[],1626149,,,1610612766,38,28,2022-03-19T23:42:39Z,1900000,,,0,,M. Harrell Free Throw 1 of 2 (6 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
192,PT10M34.00S,2022-03-19T23:43:01.6Z,2,REGULAR,freethrow,2 of 2,[],1626149,,,1610612766,39,28,2022-03-19T23:43:01Z,1910000,,,0,,M. Harrell Free Throw 2 of 2 (7 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
193,PT10M22.00S,2022-03-19T23:43:17.8Z,2,REGULAR,foul,offensive,[],202722,,,1610612742,39,28,2022-03-19T23:45:32Z,1920000,,,0,,D. Bertans offensive FOUL (3 PF),"[202722, 1626162]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,1627529.0,3.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,
195,PT10M22.00S,2022-03-19T23:43:17.8Z,2,REGULAR,turnover,offensive foul,[],202722,,,1610612742,39,28,2022-03-19T23:43:17Z,1940000,,,0,,D. Bertans offensive foul TURNOVER (1 TO),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,1627529.0,,,,,1.0,,,,,,,,,
196,PT10M01.00S,2022-03-19T23:43:52.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202738,85.75886990801577,67.40196078431373,1610612766,41,28,2022-03-19T23:44:57Z,1950000,87.0,81.0,1,right,I. Thomas 11' pullup Jump Shot (4 PTS),[202738],1610612766.0,CHA,pullup,,,Thomas,I. Thomas,,,,,11.91,Made,4.0,,,,,,,,,,,,,,,,,,
197,PT09M48.00S,2022-03-19T23:44:05.8Z,2,REGULAR,3pt,Jump Shot,[],1628973,6.389618922470433,2.450980392156863,1610612742,41,28,2022-03-19T23:44:10Z,1960000,238.0,8.0,1,left,MISS J. Brunson 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M45.00S,2022-03-19T23:44:08.8Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,41,28,2022-03-19T23:44:10Z,1970000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,197.0,2.0,2.0,0.0,,,
199,PT09M32.00S,2022-03-19T23:44:20.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,91.14651773981603,50.49019607843137,1610612766,41,28,2022-03-19T23:44:26Z,1980000,2.0,31.0,1,right,MISS M. Harrell turnaround Shot,[1626149],1610612766.0,CHA,turnaround,,,Harrell,M. Harrell,,,,,3.08,Missed,,,,,,,,,,,,,,,,,,,
200,PT09M31.00S,2022-03-19T23:44:21.8Z,2,REGULAR,rebound,defensive,[],202722,,,1610612742,41,28,2022-03-19T23:44:26Z,1990000,,,0,,D. Bertans REBOUND (Off:0 Def:3),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,199.0,3.0,3.0,0.0,,,
201,PT09M28.00S,2022-03-19T23:44:26.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630182,5.863994743758213,48.77450980392157,1610612742,41,30,2022-03-19T23:46:06Z,2000000,6.0,3.0,1,left,J. Green running reverse Layup (5 PTS) (S. Brown 1 AST),"[1630182, 1628425]",1610612742.0,DAL,running reverse,,,Green,J. Green,,,,,0.66,Made,5.0,S. Brown,1628425.0,1.0,,,,,,,,,,,,,,,
203,PT09M28.00S,2022-03-19T23:44:29.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,41,30,2022-03-19T23:44:29Z,2020000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M28.00S,2022-03-19T23:45:53.9Z,2,REGULAR,substitution,out,[],1626149,,,1610612766,41,30,2022-03-19T23:47:29Z,2030000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M28.00S,2022-03-19T23:45:53.9Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,41,30,2022-03-19T23:47:29Z,2040000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M28.00S,2022-03-19T23:45:53.9Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,41,30,2022-03-19T23:47:29Z,2050000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M28.00S,2022-03-19T23:45:53.9Z,2,REGULAR,substitution,in,[],203486,,,1610612766,41,30,2022-03-19T23:47:29Z,2060000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M06.00S,2022-03-19T23:47:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.51182654402102,51.225490196078425,1610612766,41,30,2022-03-19T23:47:56Z,2070000,6.0,8.0,1,right,MISS M. Plumlee alley-oop Layup,[203486],1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,1.05,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M04.00S,2022-03-19T23:47:52.5Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,41,30,2022-03-19T23:53:42Z,2080000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,208.0,3.0,3.0,0.0,,,
210,PT09M01.00S,2022-03-19T23:47:55.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628425,6.783837056504599,1.2254901960784315,1610612742,41,30,2022-03-19T23:48:57Z,2090000,244.0,11.0,1,left,MISS S. Brown 24' running 3PT,[1628425],1610612742.0,DAL,running,,,Brown,S. Brown,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M57.00S,2022-03-19T23:47:59.3Z,2,REGULAR,rebound,offensive,[],1628425,,,1610612742,41,30,2022-03-19T23:47:59Z,2100000,,,0,,S. Brown REBOUND (Off:1 Def:0),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,210.0,1.0,0.0,1.0,,,
212,PT08M56.00S,2022-03-19T23:48:00.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628425,6.258212877792378,50.73529411764706,1610612742,41,32,2022-03-19T23:48:04Z,2110000,-4.0,6.0,1,left,S. Brown reverse Layup (2 PTS),[1628425],1610612742.0,DAL,reverse,,,Brown,S. Brown,,,,,0.73,Made,2.0,,,,,,,,,,,,,,,,,,
213,PT08M36.00S,2022-03-19T23:48:21.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,71.43561103810775,11.519607843137255,1610612766,41,32,2022-03-19T23:48:28Z,2120000,-192.0,216.0,1,right,MISS L. Ball 28' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,28.93,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M31.00S,2022-03-19T23:48:26.2Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,41,32,2022-03-19T23:48:28Z,2130000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,213.0,1.0,1.0,0.0,,,
215,PT08M31.00S,2022-03-19T23:48:26.9Z,2,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612742,41,32,2022-03-19T23:48:33Z,2140000,,,0,,J. Green bad pass out-of-bounds TURNOVER (3 TO),[1630182],1610612742.0,DAL,bad pass,,,Green,J. Green,,,,,,,,,,,202026.0,,,,,3.0,,,,,,,,,
216,PT08M17.00S,2022-03-19T23:48:51.7Z,2,REGULAR,foul,personal,[],1628425,,,1610612766,41,32,2022-03-19T23:55:27Z,2150000,,,0,,S. Brown personal FOUL (1 PF),"[1628425, 203486]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,1627529.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,
218,PT08M17.00S,2022-03-19T23:49:03.8Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,41,32,2022-03-19T23:49:07Z,2170000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M17.00S,2022-03-19T23:49:03.8Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,41,32,2022-03-19T23:49:07Z,2180000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M09.00S,2022-03-19T23:49:24.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628970,90.3580814717477,53.18627450980392,1610612766,41,32,2022-03-19T23:50:20Z,2190000,16.0,38.0,1,right,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,,
221,PT08M09.00S,2022-03-19T23:49:24.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,41,32,2022-03-19T23:49:30Z,2200000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,
222,PT08M09.00S,2022-03-19T23:49:30.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,41,32,2022-03-19T23:49:30Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M51.00S,2022-03-19T23:49:56.3Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612742,41,32,2022-03-19T23:50:10Z,2220000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Brunson 2 FT),"[1629667, 1628973]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,1627529.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,
225,PT07M51.00S,2022-03-19T23:50:22.8Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,41,33,2022-03-19T23:50:22Z,2240000,,,0,,J. Brunson Free Throw 1 of 2 (5 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
226,PT07M51.00S,2022-03-19T23:50:23.8Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,41,33,2022-03-19T23:50:36Z,2250000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M51.00S,2022-03-19T23:50:23.8Z,2,REGULAR,substitution,out,[],202722,,,1610612742,41,33,2022-03-19T23:50:36Z,2260000,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M51.00S,2022-03-19T23:50:23.8Z,2,REGULAR,substitution,in,[],1628373,,,1610612742,41,33,2022-03-19T23:50:36Z,2270000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M51.00S,2022-03-19T23:50:23.8Z,2,REGULAR,substitution,in,[],203939,,,1610612742,41,33,2022-03-19T23:50:36Z,2280000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M51.00S,2022-03-19T23:50:45.3Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,41,34,2022-03-19T23:50:45Z,2290000,,,0,,J. Brunson Free Throw 2 of 2 (6 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
231,PT07M35.00S,2022-03-19T23:51:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,89.56964520367937,55.14705882352941,1610612766,43,34,2022-03-19T23:51:08Z,2300000,26.0,46.0,1,right,T. Rozier floating Jump Shot (10 PTS) (I. Thomas 1 AST),"[1626179, 202738]",1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,5.23,Made,10.0,I. Thomas,202738.0,1.0,,,,,,,,,,,,,,,
233,PT07M24.00S,2022-03-19T23:51:15.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.5722733245729295,59.55882352941176,1610612742,43,36,2022-03-19T23:51:22Z,2320000,-48.0,19.0,1,left,J. Brunson driving Layup (8 PTS),[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,5.13,Made,8.0,,,,,,,,,,,,,,,,,,
234,PT07M17.00S,2022-03-19T23:51:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,93.51182654402102,55.63725490196079,1610612766,43,36,2022-03-19T23:51:32Z,2330000,28.0,8.0,1,right,MISS J. McDaniels driving Layup,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
235,PT07M15.00S,2022-03-19T23:51:24.7Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,43,36,2022-03-19T23:51:32Z,2340000,,,0,,M. Kleber REBOUND (Off:0 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,234.0,4.0,4.0,0.0,,,
236,PT07M09.00S,2022-03-19T23:51:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,8.754927726675426,50.73529411764706,1610612742,43,36,2022-03-19T23:51:36Z,2350000,-4.0,30.0,1,left,MISS D. Powell Layup - blocked,"[203939, 1629667]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,3.0,Missed,,,,,,,,,,,,,,,,,McDaniels,1629667.0,
237,PT07M09.00S,2022-03-19T23:51:31.3Z,2,REGULAR,block,,[],1629667,,,1610612742,43,36,2022-03-19T23:51:33Z,2360000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M09.00S,2022-03-19T23:51:31.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,43,36,2022-03-19T23:51:36Z,2370000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,
239,PT07M09.00S,2022-03-19T23:51:36.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,43,36,2022-03-19T23:51:36Z,2380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M09.00S,2022-03-19T23:51:37.4Z,2,REGULAR,substitution,out,[],1629667,,,1610612742,43,36,2022-03-19T23:51:44Z,2390000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M09.00S,2022-03-19T23:51:37.4Z,2,REGULAR,substitution,out,[],1628425,,,1610612742,43,36,2022-03-19T23:51:44Z,2400000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M09.00S,2022-03-19T23:51:37.4Z,2,REGULAR,substitution,in,[],1629023,,,1610612742,43,36,2022-03-19T23:51:44Z,2410000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M09.00S,2022-03-19T23:51:37.4Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,43,36,2022-03-19T23:51:44Z,2420000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M00.00S,2022-03-19T23:52:00.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,32.40801576872536,37.254901960784316,1610612742,43,39,2022-03-19T23:52:04Z,2430000,64.0,252.0,1,left,D. Finney-Smith 26' 3PT  (6 PTS) (J. Brunson 1 AST),"[1627827, 1628973]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.0,Made,6.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,,
246,PT06M40.00S,2022-03-19T23:52:20.4Z,2,REGULAR,2pt,Jump Shot,[],202738,83.919185282523,78.67647058823529,1610612766,45,39,2022-03-19T23:52:25Z,2450000,143.0,99.0,1,right,I. Thomas 17' step back Jump Shot (6 PTS),[202738],1610612766.0,CHA,step back,,,Thomas,I. Thomas,,,,,17.41,Made,6.0,,,,,,,,,,,,,,,,,,
247,PT06M28.00S,2022-03-19T23:52:31.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,20.318659658344284,64.2156862745098,1610612742,45,41,2022-03-19T23:52:35Z,2460000,-71.0,138.0,1,left,J. Brunson 15' pullup Jump Shot (10 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,15.57,Made,10.0,,,,,,,,,,,,,,,,,,
248,PT06M14.00S,2022-03-19T23:52:46.3Z,2,REGULAR,turnover,bad pass,[],1626179,,,1610612766,45,41,2022-03-19T23:52:52Z,2470000,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1628973]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,,,,,,
249,PT06M14.00S,2022-03-19T23:52:46.3Z,2,REGULAR,steal,,[],1628973,,,1610612742,45,41,2022-03-19T23:52:48Z,2480000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M10.00S,2022-03-19T23:52:50.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628467,5.075558475689881,50.245098039215684,1610612742,45,43,2022-03-19T23:53:30Z,2490000,-1.0,-5.0,1,left,M. Kleber running DUNK (4 PTS) (J. Brunson 2 AST),"[1628467, 1628973]",1610612742.0,DAL,running,,,Kleber,M. Kleber,,,,,0.49,Made,4.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,,
252,PT05M52.00S,2022-03-19T23:53:09.9Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612766,45,43,2022-03-19T23:53:22Z,2510000,,,0,,D. Powell shooting personal FOUL (1 PF) (Plumlee 2 FT),"[203939, 203486]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,1627529.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,
254,PT05M52.00S,2022-03-19T23:53:33.2Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,46,43,2022-03-19T23:53:59Z,2530000,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
255,PT05M52.00S,2022-03-19T23:53:34.0Z,2,REGULAR,substitution,out,[],202738,,,1610612766,46,43,2022-03-19T23:53:51Z,2540000,,,0,,SUB out: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M52.00S,2022-03-19T23:53:34.0Z,2,REGULAR,substitution,out,[],1628467,,,1610612766,46,43,2022-03-19T23:53:51Z,2550000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M52.00S,2022-03-19T23:53:34.0Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,46,43,2022-03-19T23:53:51Z,2560000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M52.00S,2022-03-19T23:53:34.0Z,2,REGULAR,substitution,in,[],1629029,,,1610612766,46,43,2022-03-19T23:53:51Z,2570000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
