actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
84,PT05M08.00S,2022-03-19T23:25:30.7Z,1,REGULAR,substitution,in,[],1627737,,,1610612742,22,12,2022-03-19T23:25:35Z,840000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M54.00S,2022-03-19T23:25:47.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,33.196452036793694,46.568627450980394,1610612742,22,15,2022-03-19T23:25:53Z,850000,17.0,260.0,1,left,L. Doncic 26' 3PT step back (8 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.01,Made,8.0,,,,,,,,,,,,,,,,,,
86,PT04M41.00S,2022-03-19T23:26:03.1Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,22,15,2022-03-19T23:26:18Z,860000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,202026.0,,,,,1.0,,,,,,,,,
87,PT04M31.00S,2022-03-19T23:26:23.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,26.888961892247043,79.65686274509804,1610612742,22,18,2022-03-19T23:26:28Z,870000,-148.0,200.0,1,left,L. Doncic 24' 3PT step back (11 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,24.92,Made,11.0,,,,,,,,,,,,,,,,,,
88,PT04M13.00S,2022-03-19T23:26:41.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,96.27135348226018,96.81372549019608,1610612766,22,18,2022-03-19T23:26:49Z,880000,234.0,-17.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M12.00S,2022-03-19T23:26:42.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,22,18,2022-03-19T23:26:49Z,890000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,
90,PT04M12.00S,2022-03-19T23:26:46.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,22,18,2022-03-19T23:26:46Z,900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M03.00S,2022-03-19T23:27:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,95.0886990801577,55.14705882352941,1610612766,22,18,2022-03-19T23:27:12Z,910000,26.0,-6.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 1628467]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.65,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
92,PT04M03.00S,2022-03-19T23:27:07.5Z,1,REGULAR,block,,[],1628467,,,1610612766,22,18,2022-03-19T23:27:09Z,920000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M03.00S,2022-03-19T23:27:07.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,22,18,2022-03-19T23:27:12Z,930000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,
94,PT04M03.00S,2022-03-19T23:27:11.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,22,18,2022-03-19T23:27:11Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M01.00S,2022-03-19T23:27:28.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,92.9862023653088,98.0392156862745,1610612766,25,18,2022-03-19T23:27:33Z,950000,240.0,13.0,1,right,M. Bridges 24' 3PT  (8 PTS) (C. Martin 1 AST),"[1628970, 1628998]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.06,Made,8.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,,
97,PT03M46.00S,2022-03-19T23:27:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627737,9.674770039421814,47.794117647058826,1610612742,25,18,2022-03-19T23:27:52Z,970000,11.0,38.0,1,left,MISS M. Chriss driving Layup - blocked,"[1627737, 1626179]",1610612742.0,DAL,driving,,,Chriss,M. Chriss,,,,,3.99,Missed,,,,,,,,,,,,,,,,,Rozier,1626179.0,
98,PT03M46.00S,2022-03-19T23:27:42.1Z,1,REGULAR,block,,[],1626179,,,1610612742,25,18,2022-03-19T23:27:44Z,980000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M46.00S,2022-03-19T23:27:42.1Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,25,18,2022-03-19T23:27:52Z,990000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,
100,PT03M46.00S,2022-03-19T23:27:50.1Z,1,REGULAR,foul,personal,[],1628467,,,1610612766,25,18,2022-03-19T23:28:04Z,1000000,,,0,,M. Kleber take personal FOUL (1 PF),"[1628467, 1626179]",1610612742.0,DAL,take,,,Kleber,M. Kleber,,,,,,,,,,,202058.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,,
102,PT03M46.00S,2022-03-19T23:28:03.7Z,1,REGULAR,substitution,out,[],1628467,,,1610612766,25,18,2022-03-19T23:28:06Z,1020000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M46.00S,2022-03-19T23:28:03.7Z,1,REGULAR,substitution,in,[],202722,,,1610612766,25,18,2022-03-19T23:28:06Z,1030000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M21.00S,2022-03-19T23:28:36.2Z,1,REGULAR,2pt,Jump Shot,[],1626149,77.4802890932983,34.068627450980394,1610612766,25,18,2022-03-19T23:28:41Z,1040000,-80.0,159.0,1,right,MISS M. Harrell 17' Jump Shot,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,17.8,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M18.00S,2022-03-19T23:28:39.1Z,1,REGULAR,rebound,defensive,[],202722,,,1610612742,25,18,2022-03-19T23:28:39Z,1050000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,
106,PT03M09.00S,2022-03-19T23:28:50.8Z,1,REGULAR,foul,offensive,[],203504,,,1610612742,25,18,2022-03-19T23:29:02Z,1060000,,,0,,T. Burke offensive FOUL (1 PF),"[203504, 1628970]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,202026.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,
108,PT03M09.00S,2022-03-19T23:28:50.8Z,1,REGULAR,turnover,offensive foul,[],203504,,,1610612742,25,18,2022-03-19T23:28:50Z,1080000,,,0,,T. Burke offensive foul TURNOVER (1 TO),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,202026.0,,,,,1.0,,,,,,,,,
109,PT03M09.00S,2022-03-19T23:28:57.0Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,25,18,2022-03-19T23:29:16Z,1090000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M09.00S,2022-03-19T23:28:57.0Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,25,18,2022-03-19T23:29:16Z,1100000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M09.00S,2022-03-19T23:28:57.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612766,25,18,2022-03-19T23:29:16Z,1110000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M09.00S,2022-03-19T23:28:57.0Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,25,18,2022-03-19T23:29:16Z,1120000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M09.00S,2022-03-19T23:28:57.0Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,25,18,2022-03-19T23:29:16Z,1130000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M09.00S,2022-03-19T23:28:57.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612766,25,18,2022-03-19T23:29:16Z,1140000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M59.00S,2022-03-19T23:29:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629023,91.93495400788436,45.588235294117645,1610612766,25,18,2022-03-19T23:29:53Z,1150000,-22.0,23.0,1,right,MISS P. Washington Layup,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2022-03-19T23:29:45.8Z,1,REGULAR,rebound,defensive,[],1627737,,,1610612742,25,18,2022-03-19T23:29:53Z,1160000,,,0,,M. Chriss REBOUND (Off:0 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,
117,PT02M51.00S,2022-03-19T23:29:53.7Z,1,REGULAR,3pt,Jump Shot,[],1630182,5.206964520367937,97.30392156862744,1610612742,25,21,2022-03-19T23:29:57Z,1170000,-237.0,-4.0,1,left,J. Green 3PT  (3 PTS) (M. Chriss 1 AST),"[1630182, 1627737]",1610612742.0,DAL,,,,Green,J. Green,,,,,23.65,Made,3.0,M. Chriss,1627737.0,1.0,,,,,,,,,,,,,,,
119,PT02M38.00S,2022-03-19T23:30:08.3Z,1,REGULAR,foul,personal,['2freethrow'],1627737,,,1610612766,25,21,2022-03-19T23:30:18Z,1190000,,,0,,M. Chriss shooting personal FOUL (1 PF) (Harrell 2 FT),"[1627737, 1626149]",1610612742.0,DAL,shooting,,,Chriss,M. Chriss,,,,,,,,,,,202026.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,,
121,PT02M38.00S,2022-03-19T23:30:51.1Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612766,25,21,2022-03-19T23:30:51Z,1210000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2022-03-19T23:30:51.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,25,21,2022-03-19T23:30:51Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,
123,PT02M38.00S,2022-03-19T23:31:08.7Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612766,26,21,2022-03-19T23:31:08Z,1230000,,,0,,M. Harrell Free Throw 2 of 2 (1 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
124,PT02M29.00S,2022-03-19T23:31:23.2Z,1,REGULAR,turnover,bad pass,[],1630182,,,1610612742,26,21,2022-03-19T23:31:29Z,1240000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1626149]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,1.0,Harrell,1626149.0,,,,,,,
125,PT02M29.00S,2022-03-19T23:31:23.2Z,1,REGULAR,steal,,[],1626149,,,1610612766,26,21,2022-03-19T23:31:24Z,1250000,,,0,,M. Harrell STEAL (1 STL),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M20.00S,2022-03-19T23:31:33.3Z,1,REGULAR,foul,personal,[],203504,,,1610612766,26,21,2022-03-19T23:31:43Z,1260000,,,0,,T. Burke personal FOUL (2 PF),"[203504, 1628998]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,1627529.0,2.0,0.0,Martin,1628998.0,,,,,,,,,,
128,PT02M13.00S,2022-03-19T23:31:54.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626162,92.59198423127464,51.71568627450981,1610612766,26,21,2022-03-19T23:32:01Z,1280000,9.0,17.0,1,right,MISS K. Oubre Jr. driving DUNK - blocked,"[1626162, 1627737]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,1.91,Missed,,,,,,,,,,,,,,,,,Chriss,1627737.0,
133,PT02M13.00S,2022-03-19T23:31:54.1Z,1,REGULAR,block,,[],1627737,,,1610612766,26,21,2022-03-19T23:32:39Z,1285000,,,0,,M. Chriss BLOCK (1 BLK),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M11.00S,2022-03-19T23:31:56.1Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,26,21,2022-03-19T23:32:39Z,1290000,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,128.0,1.0,0.0,1.0,,,
130,PT02M10.00S,2022-03-19T23:31:58.6Z,1,REGULAR,foul,personal,['2freethrow'],202722,,,1610612766,26,21,2022-03-19T23:32:07Z,1300000,,,0,,D. Bertans shooting personal FOUL (1 PF) (Harrell 2 FT),"[202722, 1626149]",1610612742.0,DAL,shooting,,,Bertans,D. Bertans,,,,,,,,,,,202026.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,,
132,PT02M10.00S,2022-03-19T23:32:32.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626149,,,1610612766,27,21,2022-03-19T23:32:32Z,1320000,,,0,,M. Harrell Free Throw 1 of 2 (2 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
134,PT02M10.00S,2022-03-19T23:32:57.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626149,,,1610612766,28,21,2022-03-19T23:32:57Z,1330000,,,0,,M. Harrell Free Throw 2 of 2 (3 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
135,PT02M08.00S,2022-03-19T23:33:10.9Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612742,28,21,2022-03-19T23:33:10Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M03.00S,2022-03-19T23:33:31.4Z,1,REGULAR,turnover,bad pass,[],203504,,,1610612742,28,21,2022-03-19T23:33:36Z,1350000,,,0,,T. Burke bad pass TURNOVER (2 TO),"[203504, 1628998]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,2.0,Martin,1628998.0,,,,,,,
137,PT02M03.00S,2022-03-19T23:33:31.4Z,1,REGULAR,steal,,[],1628998,,,1610612766,28,21,2022-03-19T23:33:33Z,1360000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M00.00S,2022-03-19T23:33:34.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628998,92.32917214191852,48.77450980392157,1610612766,30,21,2022-03-19T23:33:41Z,1370000,-6.0,20.0,1,right,C. Martin running DUNK (2 PTS),[1628998],1610612766.0,CHA,running,,,Martin,C. Martin,,,,,2.05,Made,2.0,,,,,,,,,,,,,,,,,,
139,PT01M49.00S,2022-03-19T23:33:44.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,27.283180026281208,83.08823529411765,1610612742,30,24,2022-03-19T23:33:48Z,1380000,-165.0,204.0,1,left,L. Doncic 26' 3PT pullup (14 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,26.26,Made,14.0,,,,,,,,,,,,,,,,,,
140,PT01M32.00S,2022-03-19T23:34:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,91.80354796320631,50.245098039215684,1610612766,30,24,2022-03-19T23:34:06Z,1390000,1.0,25.0,1,right,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M30.00S,2022-03-19T23:34:04.5Z,1,REGULAR,rebound,defensive,[],203504,,,1610612742,30,24,2022-03-19T23:34:06Z,1400000,,,0,,T. Burke REBOUND (Off:0 Def:1),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,
142,PT01M24.00S,2022-03-19T23:34:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203504,7.440867279894875,55.63725490196079,1610612742,30,24,2022-03-19T23:34:13Z,1410000,-28.0,17.0,1,left,MISS T. Burke driving Layup - blocked,"[203504, 1626149]",1610612742.0,DAL,driving,,,Burke,T. Burke,,,,,3.31,Missed,,,,,,,,,,,,,,,,,Harrell,1626149.0,
143,PT01M24.00S,2022-03-19T23:34:09.9Z,1,REGULAR,block,,[],1626149,,,1610612742,30,24,2022-03-19T23:34:11Z,1420000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M22.00S,2022-03-19T23:34:11.9Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,30,24,2022-03-19T23:34:13Z,1430000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,142.0,1.0,1.0,0.0,,,
145,PT01M17.00S,2022-03-19T23:34:17.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,96.00854139290408,97.79411764705883,1610612766,30,24,2022-03-19T23:34:23Z,1440000,239.0,-15.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.95,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2022-03-19T23:34:20.4Z,1,REGULAR,rebound,defensive,[],202722,,,1610612742,30,24,2022-03-19T23:34:23Z,1450000,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,
147,PT01M00.00S,2022-03-19T23:34:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,4.944152431011826,46.568627450980394,1610612742,30,24,2022-03-19T23:34:39Z,1460000,17.0,-6.0,1,left,MISS L. Doncic driving finger roll Layup,[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M58.60S,2022-03-19T23:34:36.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,30,24,2022-03-19T23:34:39Z,1470000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,147.0,2.0,2.0,0.0,,,
149,PT00M56.00S,2022-03-19T23:34:38.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,67.7562417871222,30.14705882352941,1610612766,33,24,2022-03-19T23:35:18Z,1480000,-99.0,251.0,1,right,L. Ball 26' 3PT running pullup (6 PTS),[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,26.96,Made,6.0,,,,,,,,,,,,,,,,,,
150,PT00M38.20S,2022-03-19T23:35:02.1Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,33,24,2022-03-19T23:35:06Z,1490000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1630163]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,2.0,Ball,1630163.0,,,,,,,
151,PT00M38.20S,2022-03-19T23:35:02.1Z,1,REGULAR,steal,,[],1630163,,,1610612766,33,24,2022-03-19T23:35:03Z,1500000,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M33.20S,2022-03-19T23:35:07.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630163,72.61826544021025,83.82352941176471,1610612766,33,24,2022-03-19T23:36:14Z,1510000,169.0,205.0,1,right,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M29.50S,2022-03-19T23:35:10.8Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612766,33,24,2022-03-19T23:35:10Z,1520000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,152.0,1.0,0.0,1.0,,,
154,PT00M28.70S,2022-03-19T23:35:12.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626149,92.72339027595268,50.73529411764706,1610612766,35,24,2022-03-19T23:35:35Z,1530000,4.0,16.0,1,right,M. Harrell putback DUNK (5 PTS),[1626149],1610612766.0,CHA,putback,,,Harrell,M. Harrell,,,,,1.63,Made,5.0,,,,,,,,,,,,,,,,,,
155,PT00M28.70S,2022-03-19T23:35:15.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627737,,,1610612766,35,24,2022-03-19T23:35:24Z,1540000,,,0,,M. Chriss shooting personal FOUL (2 PF) (Harrell 1 FT),"[1627737, 1626149]",1610612742.0,DAL,shooting,,,Chriss,M. Chriss,,,,,,,,,,,1627529.0,2.0,0.0,Harrell,1626149.0,,,,,,,,,,
157,PT00M28.70S,2022-03-19T23:35:33.3Z,1,REGULAR,substitution,out,[],1627737,,,1610612766,35,24,2022-03-19T23:36:01Z,1560000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M28.70S,2022-03-19T23:35:33.3Z,1,REGULAR,substitution,in,[],1628467,,,1610612766,35,24,2022-03-19T23:36:01Z,1570000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M28.70S,2022-03-19T23:36:00.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626149,,,1610612766,35,24,2022-03-19T23:36:03Z,1580000,,,0,,MISS M. Harrell Free Throw 1 of 1,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M27.00S,2022-03-19T23:36:02.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,35,24,2022-03-19T23:36:03Z,1590000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,159.0,3.0,3.0,0.0,,,
161,PT00M13.10S,2022-03-19T23:36:15.0Z,1,REGULAR,3pt,Jump Shot,[],202722,27.94021024967148,86.76470588235294,1610612742,35,24,2022-03-19T23:36:20Z,1600000,-184.0,210.0,1,left,MISS D. Bertans 27' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,27.91,Missed,,,,,,,,,,,,,,,,,,,
162,PT00M09.80S,2022-03-19T23:36:18.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,35,24,2022-03-19T23:36:18Z,1610000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,
163,PT00M00.00S,2022-03-19T23:36:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,93.38042049934296,53.92156862745098,1610612766,35,24,2022-03-19T23:36:33Z,1620000,20.0,10.0,1,right,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-03-19T23:36:31.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,35,24,2022-03-19T23:36:31Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,
165,PT00M00.00S,2022-03-19T23:36:33.8Z,1,REGULAR,period,end,[],0,,,1610612766,35,24,2022-03-19T23:36:33Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,35,24,2022-03-19T23:39:35Z,1650000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,35,24,2022-03-19T23:39:35Z,1660000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-03-19T23:38:04.4Z,2,REGULAR,substitution,out,['startperiod'],203504,,,1610612766,35,24,2022-03-19T23:39:35Z,1670000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
