actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M49.00S,2022-01-22T00:12:04.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203486,92.06636005256242,52.69607843137255,1610612766,2,2,2022-01-22T00:12:12Z,160000,13.0,22.0,1,right,M. Plumlee DUNK (2 PTS) (G. Hayward 1 AST),"[203486, 202330]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,2.59,Made,,,,,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,
18,PT10M23.00S,2022-01-22T00:12:32.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,2,2,2022-01-22T00:12:40Z,180000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,,,,
19,PT10M07.00S,2022-01-22T00:12:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,91.80354796320631,52.20588235294118,1610612766,4,2,2022-01-22T00:13:04Z,190000,11.0,25.0,1,right,M. Bridges driving finger roll Layup (2 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,2.69,Made,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,
21,PT09M53.00S,2022-01-22T00:13:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.783837056504599,50.98039215686274,1610612760,4,2,2022-01-22T00:13:17Z,210000,-5.0,11.0,1,left,MISS J. Giddey driving finger roll Layup,[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,
22,PT09M51.00S,2022-01-22T00:13:15.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,4,2,2022-01-22T00:13:17Z,220000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M51.00S,2022-01-22T00:13:19.2Z,1,REGULAR,foul,personal,[],1630581,,,1610612766,4,2,2022-01-22T00:13:32Z,230000,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 1630163]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Ball,1630163.0,,,
25,PT09M36.00S,2022-01-22T00:13:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.24901445466492,53.67647058823529,1610612766,6,2,2022-01-22T00:13:55Z,250000,18.0,11.0,1,right,M. Bridges driving Layup (4 PTS) (M. Plumlee 1 AST),"[1628970, 203486]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.14,Made,,,,,4.0,M. Plumlee,203486.0,1.0,,,,,,,,,,
27,PT09M23.00S,2022-01-22T00:14:02.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,18.2161629434954,3.431372549019608,1610612760,6,2,2022-01-22T00:14:07Z,270000,233.0,119.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
28,PT09M20.00S,2022-01-22T00:14:05.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,6,2,2022-01-22T00:14:07Z,280000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M12.00S,2022-01-22T00:14:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.19776609724047,51.71568627450981,1610612766,8,2,2022-01-22T00:14:20Z,290000,9.0,21.0,1,right,T. Rozier driving Layup (2 PTS) (L. Ball 1 AST),"[1626179, 1630163]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,2.25,Made,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,
31,PT09M12.00S,2022-01-22T00:14:19.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,8,2,2022-01-22T00:14:19Z,310000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M59.00S,2022-01-22T00:17:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,11.383048620236531,37.745098039215684,1610612760,8,2,2022-01-22T00:17:25Z,320000,61.0,55.0,1,left,MISS S. Gilgeous-Alexander 8' bank Shot,[1628983],1610612760.0,OKC,bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,8.2,Missed,,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2022-01-22T00:17:21.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,8,2,2022-01-22T00:17:25Z,330000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M48.00S,2022-01-22T00:17:30.9Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612766,8,2,2022-01-22T00:17:36Z,340000,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1630526]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,1.0,Robinson-Earl,1630526.0
35,PT08M48.00S,2022-01-22T00:17:30.9Z,1,REGULAR,steal,,[],1630526,,,1610612760,8,2,2022-01-22T00:17:32Z,350000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M44.00S,2022-01-22T00:17:35.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,6.915243101182654,49.50980392156863,1610612760,8,4,2022-01-22T00:17:44Z,360000,2.0,13.0,1,left,S. Gilgeous-Alexander running Layup (2 PTS) (J. Robinson-Earl 1 AST),"[1628983, 1630526]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.27,Made,,,,,2.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,
38,PT08M29.00S,2022-01-22T00:17:52.3Z,1,REGULAR,foul,personal,[],1630598,,,1610612766,8,4,2022-01-22T00:18:01Z,380000,,,0,,A. Wiggins personal FOUL (1 PF),"[1630598, 203486]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Plumlee,203486.0,,,
40,PT08M17.00S,2022-01-22T00:18:17.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,91.5407358738502,50.49019607843137,1610612766,10,4,2022-01-22T00:18:21Z,400000,2.0,27.0,1,right,M. Plumlee alley-oop DUNK (4 PTS) (L. Ball 2 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,2.71,Made,,,,,4.0,L. Ball,1630163.0,2.0,,,,,,,,,,
42,PT07M56.00S,2022-01-22T00:18:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.783837056504599,51.225490196078425,1610612760,10,6,2022-01-22T00:18:43Z,420000,-6.0,11.0,1,left,S. Gilgeous-Alexander driving Layup (4 PTS) (J. Giddey 1 AST),"[1628983, 1630581]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.28,Made,,,,,4.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
44,PT07M37.00S,2022-01-22T00:18:57.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,68.67608409986859,71.81372549019608,1610612766,13,6,2022-01-22T00:19:02Z,440000,109.0,242.0,1,right,L. Ball 26' 3PT  (3 PTS) (T. Rozier 2 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.54,Made,,,,,3.0,T. Rozier,1626179.0,2.0,,,,,,,,,,
46,PT07M21.00S,2022-01-22T00:19:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,11.12023653088042,49.50980392156863,1610612760,13,8,2022-01-22T00:19:19Z,460000,2.0,52.0,1,left,J. Giddey floating Jump Shot (4 PTS) (A. Wiggins 1 AST),"[1630581, 1630598]",1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,5.21,Made,,,,,4.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,
48,PT07M12.00S,2022-01-22T00:19:22.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,66.5735873850197,25.98039215686275,1610612766,13,8,2022-01-22T00:19:26Z,480000,-120.0,262.0,1,right,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,28.79,Missed,,,,,,,,,,,,,,,,,,
49,PT07M10.00S,2022-01-22T00:19:24.9Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,13,8,2022-01-22T00:19:26Z,490000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT06M59.00S,2022-01-22T00:19:38.2Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612760,13,8,2022-01-22T00:19:47Z,500000,,,0,,L. Ball shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630163, 1630598]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Wiggins,1630598.0,,,
52,PT06M59.00S,2022-01-22T00:20:01.8Z,1,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,13,9,2022-01-22T00:20:24Z,520000,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
53,PT06M59.00S,2022-01-22T00:20:01.8Z,1,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,13,9,2022-01-22T00:20:24Z,530000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,
54,PT06M57.00S,2022-01-22T00:20:03.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,13,9,2022-01-22T00:20:24Z,540000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT06M48.00S,2022-01-22T00:20:28.8Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,13,9,2022-01-22T00:20:36Z,550000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,200834.0,,,,,1.0,,
56,PT06M37.00S,2022-01-22T00:20:47.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,6.1268068331143235,33.57843137254902,1610612760,13,9,2022-01-22T00:20:55Z,560000,82.0,5.0,1,left,MISS S. Gilgeous-Alexander 8' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,8.23,Missed,,,,,,,,,,,,,,,,,,
57,PT06M30.00S,2022-01-22T00:20:54.1Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,13,9,2022-01-22T00:20:55Z,570000,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,,
58,PT06M30.00S,2022-01-22T00:20:53.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630598,5.590000152587891,50.0,1610612760,13,9,2022-01-22T00:20:53Z,580000,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[1630598],1610612760.0,OKC,tip,,,Wiggins,A. Wiggins,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
59,PT06M30.00S,2022-01-22T00:20:53.6Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,13,9,2022-01-22T00:20:53Z,590000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT06M25.00S,2022-01-22T00:20:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202330,91.93495400788436,53.67647058823529,1610612766,13,9,2022-01-22T00:21:12Z,600000,18.0,23.0,1,right,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,
61,PT06M22.00S,2022-01-22T00:21:02.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,13,9,2022-01-22T00:21:12Z,610000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT06M19.00S,2022-01-22T00:21:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,7.966491458607096,49.754901960784316,1610612760,13,11,2022-01-22T00:21:20Z,620000,1.0,22.0,1,left,J. Giddey running Layup (6 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,2.24,Made,,,,,6.0,,,,,,,,,,,,,
63,PT06M17.00S,2022-01-22T00:21:10.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,13,11,2022-01-22T00:21:10Z,630000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M17.00S,2022-01-22T00:22:46.8Z,1,REGULAR,substitution,out,[],1630526,,,1610612766,13,11,2022-01-22T00:23:48Z,640000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M17.00S,2022-01-22T00:22:46.8Z,1,REGULAR,substitution,in,[],203488,,,1610612766,13,11,2022-01-22T00:23:48Z,650000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M56.00S,2022-01-22T00:24:23.1Z,1,REGULAR,3pt,Jump Shot,[],1626179,68.80749014454665,68.87254901960785,1610612766,13,11,2022-01-22T00:24:27Z,660000,94.0,241.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
67,PT05M53.00S,2022-01-22T00:24:26.1Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,13,11,2022-01-22T00:24:27Z,670000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT05M46.00S,2022-01-22T00:24:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,5.469776609724048,38.72549019607843,1610612760,13,11,2022-01-22T00:24:36Z,680000,56.0,-1.0,1,left,MISS L. Dort pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,5.64,Missed,,,,,,,,,,,,,,,,,,
69,PT05M44.00S,2022-01-22T00:24:34.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,13,11,2022-01-22T00:24:36Z,690000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M38.00S,2022-01-22T00:24:44.2Z,1,REGULAR,foul,personal,[],203488,,,1610612766,13,11,2022-01-22T00:24:56Z,700000,,,0,,M. Muscala personal FOUL (1 PF),"[203488, 202330]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Hayward,202330.0,,,
72,PT05M24.00S,2022-01-22T00:25:16.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,74.06373193166885,12.5,1610612766,13,11,2022-01-22T00:25:21Z,720000,-188.0,191.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
73,PT05M21.00S,2022-01-22T00:25:19.9Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,13,11,2022-01-22T00:25:21Z,730000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
74,PT05M11.00S,2022-01-22T00:25:29.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,6.258212877792378,72.30392156862744,1610612760,13,11,2022-01-22T00:25:35Z,740000,-112.0,6.0,1,left,MISS S. Gilgeous-Alexander 11' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,11.17,Missed,,,,,,,,,,,,,,,,,,
75,PT05M09.00S,2022-01-22T00:25:31.1Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,13,11,2022-01-22T00:25:35Z,750000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,,,,,
76,PT05M05.00S,2022-01-22T00:25:35.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202330,76.95466491458606,49.754901960784316,1610612766,15,11,2022-01-22T00:26:23Z,760000,-1.0,164.0,1,right,G. Hayward 16' Jump Shot (2 PTS) (L. Ball 3 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,16.41,Made,,,,,2.0,L. Ball,1630163.0,3.0,,,,,,,,,,
78,PT05M05.00S,2022-01-22T00:25:39.7Z,1,REGULAR,foul,personal,['1freethrow'],203488,,,1610612766,15,11,2022-01-22T00:26:01Z,780000,,,0,,M. Muscala shooting personal FOUL (2 PF) (Hayward 1 FT),"[203488, 202330]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Hayward,202330.0,,,
80,PT05M05.00S,2022-01-22T00:25:54.3Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,15,11,2022-01-22T00:25:59Z,800000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M05.00S,2022-01-22T00:25:54.3Z,1,REGULAR,substitution,out,[],203486,,,1610612766,15,11,2022-01-22T00:25:59Z,810000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M05.00S,2022-01-22T00:25:54.3Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,15,11,2022-01-22T00:25:59Z,820000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M05.00S,2022-01-22T00:25:54.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,15,11,2022-01-22T00:25:59Z,830000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M05.00S,2022-01-22T00:26:10.3Z,1,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,16,11,2022-01-22T00:26:10Z,840000,,,0,,G. Hayward Free Throw 1 of 1 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
85,PT04M55.00S,2022-01-22T00:26:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,7.703679369250986,49.01960784313725,1610612760,16,11,2022-01-22T00:26:25Z,850000,5.0,20.0,1,left,MISS A. Wiggins cutting Layup,[1630598],1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,
86,PT04M53.00S,2022-01-22T00:26:23.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,16,11,2022-01-22T00:26:25Z,860000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,85.0,3.0,2.0,1.0,,,,,,,,,,,,,,
87,PT04M52.00S,2022-01-22T00:26:24.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.863994743758213,49.26470588235294,1610612760,16,13,2022-01-22T00:26:28Z,870000,4.0,3.0,1,left,J. Giddey Layup (8 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,0.45,Made,,,,,8.0,,,,,,,,,,,,,
88,PT04M40.00S,2022-01-22T00:26:36.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,68.80749014454665,26.96078431372549,1610612766,19,13,2022-01-22T00:26:41Z,880000,-115.0,241.0,1,right,P. Washington 26' 3PT  (3 PTS) (L. Ball 4 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.68,Made,,,,,3.0,L. Ball,1630163.0,4.0,,,,,,,,,,
90,PT04M24.00S,2022-01-22T00:26:55.1Z,1,REGULAR,foul,personal,[],1630163,,,1610612760,19,13,2022-01-22T00:27:08Z,900000,,,0,,L. Ball personal FOUL (2 PF),"[1630163, 203488]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Muscala,203488.0,,,
92,PT04M24.00S,2022-01-22T00:27:07.2Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,19,13,2022-01-22T00:27:13Z,920000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
