actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
96,PT03M19.00S,2022-02-10T01:02:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,11.908672798948752,58.08823529411765,1610612766,20,21,2022-02-10T01:02:13Z,960000,-40.0,59.0,1,left,MISS K. Oubre Jr. 7' Jump Shot,[1626162],1610612766.0,CHA,,Oubre Jr.,K. Oubre Jr.,,,,,,,7.18,Missed,,,,,,,,,,,,,,,,,,
97,PT03M16.00S,2022-02-10T01:02:10.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,20,21,2022-02-10T01:02:10Z,970000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,,,96.0,4.0,4.0,0.0,,,,,,,,,,,,,,
98,PT03M10.00S,2022-02-10T01:02:24.7Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612741,20,21,2022-02-10T01:02:46Z,980000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (LaVine 2 FT),"[203486, 203897]",1610612766.0,CHA,1193.0,Plumlee,M. Plumlee,shooting,,,,,,,,,,,,,2.0,0.0,LaVine,203897.0,,,,,,,,,
100,PT03M10.00S,2022-02-10T01:02:54.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612741,20,22,2022-02-10T01:02:54Z,1000000,,,0,,Z. LaVine Free Throw 1 of 2 (9 PTS),[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
101,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,out,[],1626162,,,1610612741,20,22,2022-02-10T01:03:11Z,1010000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,out,[],203486,,,1610612741,20,22,2022-02-10T01:03:11Z,1020000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,20,22,2022-02-10T01:03:11Z,1030000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,out,[],202696,,,1610612741,20,22,2022-02-10T01:03:11Z,1040000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,out,[],1629750,,,1610612741,20,22,2022-02-10T01:03:11Z,1050000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,in,[],1630208,,,1610612741,20,22,2022-02-10T01:03:11Z,1060000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,in,[],1628970,,,1610612741,20,22,2022-02-10T01:03:11Z,1070000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,in,[],201942,,,1610612741,20,22,2022-02-10T01:03:11Z,1080000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,20,22,2022-02-10T01:03:11Z,1090000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M10.00S,2022-02-10T01:02:56.2Z,1,REGULAR,substitution,in,[],1630792,,,1610612741,20,22,2022-02-10T01:03:11Z,1100000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M10.00S,2022-02-10T01:03:26.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612741,20,23,2022-02-10T01:03:26Z,1110000,,,0,,Z. LaVine Free Throw 2 of 2 (10 PTS),[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
112,PT02M52.00S,2022-02-10T01:03:46.5Z,1,REGULAR,2pt,Jump Shot,[],202397,8.886333771353483,15.196078431372548,1610612766,22,23,2022-02-10T01:03:53Z,1120000,174.0,31.0,1,left,I. Smith 17' Jump Shot (2 PTS),[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,17.67,Made,,,,,,,,,,2.0,,,,,,,,
113,PT02M41.00S,2022-02-10T01:03:57.0Z,1,REGULAR,3pt,Jump Shot,[],203897,66.5735873850197,41.17647058823529,1610612741,22,23,2022-02-10T01:04:03Z,1130000,-44.0,262.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
114,PT02M38.00S,2022-02-10T01:04:01.0Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612741,22,23,2022-02-10T01:04:01Z,1140000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:0),[1628972],1610612741.0,CHI,,Brown Jr.,T. Brown Jr.,,,,,,,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,,
115,PT02M27.00S,2022-02-10T01:04:11.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201942,73.80091984231275,34.068627450980394,1610612741,22,25,2022-02-10T01:04:18Z,1150000,-80.0,194.0,1,right,D. DeRozan 20' Jump Shot (6 PTS),[201942],1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,20.95,Made,,,,,,,,,,6.0,,,,,,,,
116,PT02M07.00S,2022-02-10T01:04:31.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.258212877792378,50.98039215686274,1610612766,24,25,2022-02-10T01:04:38Z,1160000,-5.0,6.0,1,left,N. Richards DUNK (2 PTS) (M. Bridges 3 AST),"[1630208, 1628970]",1610612766.0,CHA,,Richards,N. Richards,,,,,,,0.8,Made,,,,,,,,,,2.0,,,M. Bridges,1628970.0,3.0,,,
118,PT01M53.00S,2022-02-10T01:04:48.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,24,25,2022-02-10T01:04:48Z,1180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M53.00S,2022-02-10T01:04:51.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,24,25,2022-02-10T01:04:51Z,1190000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M53.00S,2022-02-10T01:05:00.2Z,1,REGULAR,substitution,out,[],202397,,,1610612741,24,25,2022-02-10T01:07:55Z,1200000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M53.00S,2022-02-10T01:05:00.2Z,1,REGULAR,substitution,out,[],203897,,,1610612741,24,25,2022-02-10T01:07:55Z,1210000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M53.00S,2022-02-10T01:05:00.2Z,1,REGULAR,substitution,in,[],1630163,,,1610612741,24,25,2022-02-10T01:07:55Z,1220000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M53.00S,2022-02-10T01:05:00.2Z,1,REGULAR,substitution,in,[],1629744,,,1610612741,24,25,2022-02-10T01:07:55Z,1230000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M40.00S,2022-02-10T01:08:34.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,24,25,2022-02-10T01:08:49Z,1240000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,1204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M25.00S,2022-02-10T01:09:01.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628970,6.1268068331143235,49.50980392156863,1610612766,26,25,2022-02-10T01:09:08Z,1250000,2.0,5.0,1,left,M. Bridges driving DUNK (4 PTS),[1628970],1610612766.0,CHA,,Bridges,M. Bridges,driving,,,,,,0.57,Made,,,,,,,,,,4.0,,,,,,,,
126,PT01M25.00S,2022-02-10T01:09:10.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,26,25,2022-02-10T01:09:10Z,1260000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M59.20S,2022-02-10T01:11:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630792,67.23061760840999,37.00980392156863,1610612741,26,25,2022-02-10T01:11:05Z,1270000,-65.0,256.0,1,right,MISS M. Hill 26' 3PT,[1630792],1610612741.0,CHI,,Hill,M. Hill,,,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
128,PT00M57.60S,2022-02-10T01:11:02.4Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612741,26,25,2022-02-10T01:11:02Z,1280000,,,0,,T. Brown Jr. REBOUND (Off:2 Def:0),[1628972],1610612741.0,CHI,,Brown Jr.,T. Brown Jr.,,,,,,,,,127.0,2.0,0.0,2.0,,,,,,,,,,,,,,
129,PT00M56.80S,2022-02-10T01:11:04.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629744,66.96780551905388,51.71568627450981,1610612741,26,28,2022-02-10T01:11:10Z,1290000,9.0,258.0,1,right,M. Thomas 25' 3PT  (3 PTS) (T. Brown Jr. 2 AST),"[1629744, 1628972]",1610612741.0,CHI,,Thomas,M. Thomas,,,,,,,25.81,Made,,,,,,,,,,3.0,,,T. Brown Jr.,1628972.0,2.0,,,
131,PT00M48.10S,2022-02-10T01:11:14.9Z,1,REGULAR,turnover,lost ball,[],1630163,,,1610612766,26,28,2022-02-10T01:11:22Z,1310000,,,0,,L. Ball lost ball TURNOVER (1 TO),"[1630163, 1630792]",1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,1.0,,,,,,Hill,1630792.0,,,,,,
132,PT00M48.10S,2022-02-10T01:11:14.9Z,1,REGULAR,steal,,[],1630792,,,1610612741,26,28,2022-02-10T01:11:19Z,1320000,,,0,,M. Hill STEAL (1 STL),[1630792],1610612741.0,CHI,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M42.90S,2022-02-10T01:11:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630792,94.03745072273325,52.20588235294118,1610612741,26,28,2022-02-10T01:12:03Z,1330000,11.0,4.0,1,right,MISS M. Hill running Layup,[1630792],1610612741.0,CHI,,Hill,M. Hill,running,,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,
134,PT00M40.80S,2022-02-10T01:11:22.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,26,28,2022-02-10T01:11:22Z,1340000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT00M38.10S,2022-02-10T01:11:24.8Z,1,REGULAR,3pt,Jump Shot,[],1626179,7.30946123521682,2.696078431372549,1610612766,26,28,2022-02-10T01:11:47Z,1350000,237.0,16.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,Rozier,T. Rozier,,,,,,,23.71,Missed,,,,,,,,,,,,,,,,,,
136,PT00M38.10S,2022-02-10T01:11:24.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,26,28,2022-02-10T01:11:47Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,
137,PT00M27.60S,2022-02-10T01:11:54.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', '2ndchance']",1630163,17.16491458607096,51.9607843137255,1610612766,26,28,2022-02-10T01:12:50Z,1370000,-10.0,109.0,1,left,MISS L. Ball 10' Jump Shot - blocked,"[1630163, 1630792]",1610612766.0,CHA,,Ball,L. Ball,,,,,,,10.93,Missed,,,,,,,,,,,,,,,,Hill,1630792.0,
138,PT00M27.60S,2022-02-10T01:11:54.2Z,1,REGULAR,block,,[],1630792,,,1610612766,26,28,2022-02-10T01:11:57Z,1380000,,,0,,M. Hill BLOCK (1 BLK),[1630792],1610612741.0,CHI,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M24.40S,2022-02-10T01:11:57.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,26,28,2022-02-10T01:11:59Z,1390000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT00M21.60S,2022-02-10T01:12:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628972,92.9862023653088,54.90196078431373,1610612741,26,28,2022-02-10T01:12:06Z,1400000,25.0,13.0,1,right,MISS T. Brown Jr. Layup,[1628972],1610612741.0,CHI,,Brown Jr.,T. Brown Jr.,,,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,
141,PT00M19.30S,2022-02-10T01:12:02.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,26,28,2022-02-10T01:12:02Z,1410000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,
142,PT00M15.20S,2022-02-10T01:12:06.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,21.369908015768726,10.049019607843137,1610612766,29,28,2022-02-10T01:12:19Z,1420000,200.0,148.0,1,left,L. Ball 24' 3PT  (9 PTS) (T. Rozier 3 AST),"[1630163, 1626179]",1610612766.0,CHA,,Ball,L. Ball,,,,,,,24.89,Made,,,,,,,,,,9.0,,,T. Rozier,1626179.0,3.0,,,
144,PT00M00.40S,2022-02-10T01:12:35.6Z,1,REGULAR,foul,personal,[],1630208,,,1610612741,29,28,2022-02-10T01:14:45Z,1440000,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 1629744]",1610612766.0,CHA,2004.0,Richards,N. Richards,,,,,,,,,,,,,,1.0,0.0,Thomas,1629744.0,,,,,,,,,
146,PT00M00.40S,2022-02-10T01:12:58.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612741,29,28,2022-02-10T01:14:57Z,1460000,,,0,,,[],,,2004.0,,,support,,,,,,,,,,,,,,,,,,,,,,,,,Foul occurred prior to expiration of time
147,PT00M00.00S,2022-02-10T01:14:15.5Z,1,REGULAR,3pt,Jump Shot,[],201942,66.17936925098554,58.08823529411765,1610612741,29,28,2022-02-10T01:14:22Z,1470000,40.0,265.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2022-02-10T01:14:18.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,29,28,2022-02-10T01:14:18Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,
149,PT00M00.00S,2022-02-10T01:14:22.7Z,1,REGULAR,period,end,[],0,,,1610612741,29,28,2022-02-10T01:14:22Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-02-10T01:16:19.0Z,2,REGULAR,substitution,out,['startperiod'],1626179,,,1610612741,29,28,2022-02-10T01:17:42Z,1500000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-02-10T01:16:19.0Z,2,REGULAR,substitution,out,['startperiod'],1628972,,,1610612741,29,28,2022-02-10T01:17:42Z,1510000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-02-10T01:16:19.0Z,2,REGULAR,substitution,in,['startperiod'],202397,,,1610612741,29,28,2022-02-10T01:17:42Z,1520000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-02-10T01:16:19.0Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612741,29,28,2022-02-10T01:17:42Z,1530000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-10T01:17:55.5Z,2,REGULAR,period,start,[],0,,,1610612741,29,28,2022-02-10T01:17:55Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M53.00S,2022-02-10T01:18:05.3Z,2,REGULAR,foul,personal,[],1630163,,,1610612741,29,28,2022-02-10T01:18:17Z,1550000,,,0,,L. Ball personal FOUL (2 PF),"[1630163, 1629750]",1610612766.0,CHA,1204.0,Ball,L. Ball,,,,,,,,,,,,,,2.0,0.0,Green,1629750.0,,,,,,,,,
157,PT11M40.00S,2022-02-10T01:18:31.7Z,2,REGULAR,turnover,lost ball,[],1630792,,,1610612741,29,28,2022-02-10T01:18:39Z,1570000,,,0,,M. Hill lost ball TURNOVER (1 TO),"[1630792, 1630163]",1610612741.0,CHI,,Hill,M. Hill,,,,,,,,,,,,,1.0,,,,,,Ball,1630163.0,,,,,,
158,PT11M40.00S,2022-02-10T01:18:31.7Z,2,REGULAR,steal,,[],1630163,,,1610612766,29,28,2022-02-10T01:18:34Z,1580000,,,0,,L. Ball STEAL (3 STL),[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M36.00S,2022-02-10T01:18:35.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,6.389618922470433,49.50980392156863,1610612766,31,28,2022-02-10T01:18:46Z,1590000,2.0,8.0,1,left,P. Washington running Layup (2 PTS) (L. Ball 1 AST),"[1629023, 1630163]",1610612766.0,CHA,,Washington,P. Washington,running,,,,,,0.8,Made,,,,,,,,,,2.0,,,L. Ball,1630163.0,1.0,,,
161,PT11M20.00S,2022-02-10T01:18:51.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.76544021024968,56.86274509803921,1610612741,31,28,2022-02-10T01:18:58Z,1610000,34.0,128.0,1,right,MISS D. DeRozan 13' Jump Shot,[201942],1610612741.0,CHI,,DeRozan,D. DeRozan,,,,,,,13.28,Missed,,,,,,,,,,,,,,,,,,
162,PT11M16.00S,2022-02-10T01:18:55.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,31,28,2022-02-10T01:18:58Z,1620000,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,,,,,,161.0,3.0,3.0,0.0,,,,,,,,,,,,,,
163,PT11M03.00S,2022-02-10T01:19:09.4Z,2,REGULAR,2pt,Jump Shot,[],202397,9.411957950065702,77.94117647058823,1610612766,31,28,2022-02-10T01:19:15Z,1630000,-140.0,36.0,1,left,MISS I. Smith 14' Jump Shot,[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,14.43,Missed,,,,,,,,,,,,,,,,,,
164,PT10M59.00S,2022-02-10T01:19:12.6Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,31,28,2022-02-10T01:19:12Z,1640000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,,,,,,,,
165,PT10M57.00S,2022-02-10T01:19:14.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,32.933639947437584,45.588235294117645,1610612766,31,28,2022-02-10T01:19:20Z,1650000,22.0,257.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,Washington,P. Washington,,,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,
166,PT10M55.00S,2022-02-10T01:19:16.9Z,2,REGULAR,rebound,offensive,[],202397,,,1610612766,31,28,2022-02-10T01:19:16Z,1660000,,,0,,I. Smith REBOUND (Off:1 Def:0),[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,
167,PT10M45.00S,2022-02-10T01:19:26.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202397,15.588042049934298,53.67647058823529,1610612766,31,28,2022-02-10T01:19:36Z,1670000,-18.0,94.0,1,left,MISS I. Smith 9' Jump Shot,[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,
168,PT10M40.00S,2022-02-10T01:19:31.8Z,2,REGULAR,rebound,defensive,[],1630792,,,1610612741,31,28,2022-02-10T01:19:36Z,1680000,,,0,,M. Hill REBOUND (Off:0 Def:1),[1630792],1610612741.0,CHI,,Hill,M. Hill,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
169,PT10M33.00S,2022-02-10T01:19:39.1Z,2,REGULAR,2pt,Jump Shot,[],1628396,76.42904073587385,50.49019607843137,1610612741,31,28,2022-02-10T01:19:46Z,1690000,2.0,169.0,1,right,MISS T. Bradley 16' Jump Shot,[1628396],1610612741.0,CHI,,Bradley,T. Bradley,,,,,,,16.91,Missed,,,,,,,,,,,,,,,,,,
170,PT10M29.00S,2022-02-10T01:19:43.1Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,31,28,2022-02-10T01:19:46Z,1700000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,Bridges,M. Bridges,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT10M27.00S,2022-02-10T01:19:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612766,31,28,2022-02-10T01:20:03Z,1710000,,,0,,T. Bradley shooting personal FOUL (1 PF) (Richards 2 FT),"[1628396, 1630208]",1610612741.0,CHI,2004.0,Bradley,T. Bradley,shooting,,,,,,,,,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,
173,PT10M27.00S,2022-02-10T01:20:19.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630208,,,1610612766,32,28,2022-02-10T01:20:19Z,1730000,,,0,,N. Richards Free Throw 1 of 2 (3 PTS),[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
174,PT10M27.00S,2022-02-10T01:20:20.4Z,2,REGULAR,substitution,out,[],1630792,,,1610612766,32,28,2022-02-10T01:20:26Z,1740000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M27.00S,2022-02-10T01:20:20.4Z,2,REGULAR,substitution,in,[],1629632,,,1610612766,32,28,2022-02-10T01:20:26Z,1750000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M27.00S,2022-02-10T01:20:42.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630208,,,1610612766,33,28,2022-02-10T01:20:42Z,1760000,,,0,,N. Richards Free Throw 2 of 2 (4 PTS),[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
177,PT10M00.00S,2022-02-10T01:21:10.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,92.06636005256242,4.166666666666666,1610612741,33,28,2022-02-10T01:21:15Z,1770000,-229.0,22.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,White,C. White,,,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,
178,PT09M58.00S,2022-02-10T01:21:12.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,33,28,2022-02-10T01:21:12Z,1780000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,Ball,L. Ball,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,
179,PT09M46.00S,2022-02-10T01:21:26.6Z,2,REGULAR,foul,personal,['2freethrow'],1629744,,,1610612766,33,28,2022-02-10T01:21:42Z,1790000,,,0,,M. Thomas shooting personal FOUL (1 PF) (Richards 2 FT),"[1629744, 1630208]",1610612741.0,CHI,1204.0,Thomas,M. Thomas,shooting,,,,,,,,,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,
181,PT09M46.00S,2022-02-10T01:21:52.3Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,34,28,2022-02-10T01:22:21Z,1810000,,,0,,N. Richards Free Throw 1 of 2 (5 PTS),[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
182,PT09M46.00S,2022-02-10T01:21:53.9Z,2,REGULAR,substitution,out,[],1628396,,,1610612766,34,28,2022-02-10T01:22:02Z,1820000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M46.00S,2022-02-10T01:21:53.9Z,2,REGULAR,substitution,out,[],1629744,,,1610612766,34,28,2022-02-10T01:22:02Z,1830000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
