actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M24.00S,2021-11-18T00:12:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,19.267411300919843,34.80392156862745,1610612764,4,4,2021-11-18T00:12:32Z,190000,76.0,129.0,1,left,MISS K. Kuzma 14' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,14.94,Missed,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2021-11-18T00:12:30.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,4,4,2021-11-18T00:12:32Z,200000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M08.00S,2021-11-18T00:12:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,90.88370565045992,36.76470588235294,1610612766,4,4,2021-11-18T00:12:50Z,210000,-66.0,33.0,1,right,MISS G. Hayward 7' driving floating Shot,[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,7.41,Missed,,,,,,,,,,,,,,,,,,
22,PT10M06.00S,2021-11-18T00:12:45.4Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,4,4,2021-11-18T00:12:45Z,220000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M00.00S,2021-11-18T00:12:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,15.982260183968464,42.8921568627451,1610612764,4,4,2021-11-18T00:14:17Z,230000,36.0,98.0,1,left,MISS B. Beal 10' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,10.39,Missed,,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2021-11-18T00:12:55.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,4,4,2021-11-18T00:13:03Z,240000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M44.00S,2021-11-18T00:13:06.9Z,1,REGULAR,3pt,Jump Shot,[],1626179,68.67608409986859,71.81372549019608,1610612766,4,4,2021-11-18T00:13:11Z,250000,109.0,242.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2021-11-18T00:13:08.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,4,4,2021-11-18T00:13:11Z,260000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M33.00S,2021-11-18T00:13:22.4Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612764,4,4,2021-11-18T00:13:28Z,270000,,,0,,S. Dinwiddie step out-of-bounds TURNOVER (1 TO),[203915],1610612764.0,WAS,step,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,1.0,,,1628484.0,,,,,,
28,PT09M23.00S,2021-11-18T00:13:43.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,92.19776609724047,64.4607843137255,1610612766,4,4,2021-11-18T00:13:48Z,280000,72.0,21.0,1,right,MISS G. Hayward 7' bank Shot,[202330],1610612766.0,CHA,bank,,,Hayward,G. Hayward,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2021-11-18T00:13:45.8Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,4,4,2021-11-18T00:13:48Z,290000,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M09.00S,2021-11-18T00:13:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,5.995400788436268,50.73529411764706,1610612764,4,6,2021-11-18T00:14:01Z,300000,-4.0,4.0,1,left,D. Gafford Layup (4 PTS) (B. Beal 2 AST),"[1629655, 203078]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,0.54,Made,,,,,4.0,B. Beal,203078.0,2.0,,,,,,,,,,
32,PT08M56.00S,2021-11-18T00:14:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,90.3580814717477,55.392156862745104,1610612766,4,6,2021-11-18T00:14:18Z,320000,27.0,38.0,1,right,MISS T. Rozier floating Shot,[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,4.67,Missed,,,,,,,,,,,,,,,,,,
33,PT08M56.00S,2021-11-18T00:14:13.2Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,4,6,2021-11-18T00:14:13Z,330000,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT08M56.00S,2021-11-18T00:14:17.0Z,1,REGULAR,foul,personal,[],1629655,,,1610612766,4,6,2021-11-18T00:14:35Z,340000,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 203486]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Plumlee,203486.0,,
36,PT08M41.00S,2021-11-18T00:14:45.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,94.43166885676742,68.13725490196079,1610612766,4,6,2021-11-18T00:14:50Z,360000,91.0,0.0,1,right,MISS L. Ball 9' Jump Shot,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,9.07,Missed,,,,,,,,,,,,,,,,,,
37,PT08M39.00S,2021-11-18T00:14:48.3Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,4,6,2021-11-18T00:14:48Z,370000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M31.00S,2021-11-18T00:14:56.5Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,4,6,2021-11-18T00:17:34Z,380000,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1630163]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,,,
39,PT08M31.00S,2021-11-18T00:14:56.5Z,1,REGULAR,steal,,[],1630163,,,1610612766,4,6,2021-11-18T00:15:00Z,390000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M26.00S,2021-11-18T00:15:01.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,68.67608409986859,66.66666666666666,1610612766,7,6,2021-11-18T00:15:05Z,400000,83.0,242.0,1,right,L. Ball 25' 3PT pullup (3 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,25.58,Made,,,,,3.0,,,,,,,,,,,,,
41,PT08M04.00S,2021-11-18T00:15:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,12.828515111695138,53.92156862745098,1610612764,7,8,2021-11-18T00:15:30Z,410000,-20.0,68.0,1,left,D. Gafford 7' turnaround Jump Shot (6 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,turnaround,,,Gafford,D. Gafford,,,,,7.09,Made,,,,,6.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,
43,PT07M58.00S,2021-11-18T00:15:30.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,93.51182654402102,51.470588235294116,1610612766,9,8,2021-11-18T00:15:34Z,430000,7.0,8.0,1,right,M. Bridges alley-oop DUNK (2 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,1.13,Made,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,
45,PT07M45.00S,2021-11-18T00:15:49.4Z,1,REGULAR,foul,personal,[],1626179,,,1610612764,9,8,2021-11-18T00:15:58Z,450000,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 1629655]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Gafford,1629655.0,,
47,PT07M45.00S,2021-11-18T00:15:56.9Z,1,REGULAR,substitution,out,[],203486,,,1610612764,9,8,2021-11-18T00:16:00Z,470000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M45.00S,2021-11-18T00:15:56.9Z,1,REGULAR,substitution,in,[],1630208,,,1610612764,9,8,2021-11-18T00:16:00Z,480000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2021-11-18T00:16:16.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,27.020367936925098,80.3921568627451,1610612764,9,11,2021-11-18T00:16:21Z,490000,-152.0,201.0,1,left,K. Kuzma 25' 3PT  (3 PTS) (B. Beal 3 AST),"[1628398, 203078]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.24,Made,,,,,3.0,B. Beal,203078.0,3.0,,,,,,,,,,
51,PT07M21.00S,2021-11-18T00:16:33.4Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,9,11,2021-11-18T00:16:39Z,510000,,,0,,L. Ball step out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,step,,,Ball,L. Ball,,,,,,,,,,,,,,,1.0,,,1628484.0,,,,,,
52,PT07M04.00S,2021-11-18T00:17:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,6.258212877792378,49.26470588235294,1610612764,9,13,2021-11-18T00:17:06Z,520000,4.0,6.0,1,left,D. Gafford Layup (8 PTS) (B. Beal 4 AST),"[1629655, 203078]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,0.73,Made,,,,,8.0,B. Beal,203078.0,4.0,,,,,,,,,,
54,PT07M04.00S,2021-11-18T00:17:04.6Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612764,9,13,2021-11-18T00:17:14Z,540000,,,0,,N. Richards shooting personal FOUL (1 PF) (Gafford 1 FT),"[1630208, 1629655]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Gafford,1629655.0,,
56,PT07M04.00S,2021-11-18T00:17:17.6Z,1,REGULAR,substitution,out,[],203915,,,1610612764,9,13,2021-11-18T00:17:34Z,560000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M04.00S,2021-11-18T00:17:17.6Z,1,REGULAR,substitution,in,[],203526,,,1610612764,9,13,2021-11-18T00:17:34Z,570000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M04.00S,2021-11-18T00:17:37.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629655,,,1610612764,9,13,2021-11-18T00:17:41Z,580000,,,0,,MISS D. Gafford Free Throw 1 of 1,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M00.00S,2021-11-18T00:17:41.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,9,13,2021-11-18T00:17:41Z,590000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT06M57.00S,2021-11-18T00:17:43.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,62.89421813403416,51.225490196078425,1610612766,9,13,2021-11-18T00:17:51Z,600000,6.0,296.0,1,right,MISS L. Ball 29' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,29.64,Missed,,,,,,,,,,,,,,,,,,
61,PT06M53.00S,2021-11-18T00:17:46.9Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,9,13,2021-11-18T00:17:46Z,610000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,60.0,1.0,0.0,1.0,,,,,,,,,,,,,,
62,PT06M52.00S,2021-11-18T00:17:49.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,88.25558475689881,50.49019607843137,1610612766,9,13,2021-11-18T00:17:55Z,620000,2.0,58.0,1,right,MISS L. Ball floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,
63,PT06M52.00S,2021-11-18T00:17:49.4Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,9,13,2021-11-18T00:17:55Z,630000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,,,,,
64,PT06M47.00S,2021-11-18T00:17:53.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,90.62089356110381,3.9215686274509802,1610612766,9,13,2021-11-18T00:17:58Z,640000,-230.0,36.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,
65,PT06M47.00S,2021-11-18T00:17:53.4Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,9,13,2021-11-18T00:27:25Z,650000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT06M47.00S,2021-11-18T00:17:55.8Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612764,9,13,2021-11-18T00:27:37Z,655000,,,0,,K. Caldwell-Pope lost ball out-of-bounds TURNOVER (1 TO),[203484],1610612764.0,WAS,lost ball,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,1.0,,,1628484.0,,,,,,
67,PT06M46.00S,2021-11-18T00:18:10.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,9,13,2021-11-18T00:27:37Z,670000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M46.00S,2021-11-18T00:18:11.4Z,1,REGULAR,substitution,out,[],202330,,,1610612766,9,13,2021-11-18T00:27:37Z,680000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2021-11-18T00:18:11.4Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,9,13,2021-11-18T00:27:37Z,690000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M35.00S,2021-11-18T00:21:13.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,69.20170827858082,70.83333333333334,1610612766,12,13,2021-11-18T00:27:37Z,700000,104.0,237.0,1,right,M. Bridges 25' 3PT  (5 PTS) (C. Martin 1 AST),"[1628970, 1628998]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.89,Made,,,,,5.0,C. Martin,1628998.0,1.0,,,,,,,,,,
72,PT06M16.00S,2021-11-18T00:21:38.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.046649145860711,49.50980392156863,1610612764,12,15,2021-11-18T00:21:47Z,720000,2.0,14.0,1,left,D. Gafford DUNK (10 PTS) (R. Neto 1 AST),"[1629655, 203526]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,1.39,Made,,,,,10.0,R. Neto,203526.0,1.0,,,,,,,,,,
74,PT06M06.00S,2021-11-18T00:22:02.5Z,1,REGULAR,foul,offensive,[],1630163,,,1610612766,12,15,2021-11-18T00:22:09Z,740000,,,0,,L. Ball offensive FOUL (1 PF),"[1630163, 203526]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Neto,203526.0,,
76,PT06M06.00S,2021-11-18T00:22:02.5Z,1,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,12,15,2021-11-18T00:22:02Z,760000,,,0,,L. Ball offensive foul TURNOVER (2 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,2.0,,,1626300.0,,,,,,
77,PT06M06.00S,2021-11-18T00:22:11.3Z,1,REGULAR,substitution,out,[],1626179,,,1610612764,12,15,2021-11-18T00:22:28Z,770000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M06.00S,2021-11-18T00:22:11.3Z,1,REGULAR,substitution,out,[],203484,,,1610612764,12,15,2021-11-18T00:22:28Z,780000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M06.00S,2021-11-18T00:22:11.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,12,15,2021-11-18T00:22:28Z,790000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M06.00S,2021-11-18T00:22:11.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612764,12,15,2021-11-18T00:22:28Z,800000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2021-11-18T00:22:11.3Z,1,REGULAR,substitution,in,[],1626149,,,1610612764,12,15,2021-11-18T00:22:28Z,810000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M06.00S,2021-11-18T00:22:11.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,12,15,2021-11-18T00:22:28Z,820000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M51.00S,2021-11-18T00:22:40.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203078,13.748357424441524,4.411764705882353,1610612764,12,15,2021-11-18T00:22:47Z,830000,228.0,77.0,1,left,MISS B. Beal 24' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
84,PT05M48.00S,2021-11-18T00:22:44.4Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,12,15,2021-11-18T00:22:44Z,840000,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,,,
85,PT05M46.00S,2021-11-18T00:22:46.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628398,7.30946123521682,94.6078431372549,1610612764,12,15,2021-11-18T00:22:51Z,850000,-223.0,16.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,22.36,Missed,,,,,,,,,,,,,,,,,,
86,PT05M43.00S,2021-11-18T00:22:48.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,15,2021-11-18T00:22:48Z,860000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,85.0,3.0,3.0,0.0,,,,,,,,,,,,,,
87,PT05M35.00S,2021-11-18T00:22:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.9862023653088,53.67647058823529,1610612766,12,15,2021-11-18T00:23:02Z,870000,18.0,13.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,
88,PT05M33.00S,2021-11-18T00:22:58.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,12,15,2021-11-18T00:22:58Z,880000,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,87.0,2.0,1.0,1.0,,,,,,,,,,,,,,
89,PT05M30.00S,2021-11-18T00:23:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203078,6.915243101182654,47.549019607843135,1610612764,12,17,2021-11-18T00:23:08Z,890000,12.0,13.0,1,left,B. Beal running Layup (2 PTS) (K. Kuzma 2 AST),"[203078, 1628398]",1610612764.0,WAS,running,,,Beal,B. Beal,,,,,1.75,Made,,,,,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,
91,PT05M19.00S,2021-11-18T00:23:12.9Z,1,REGULAR,3pt,Jump Shot,[],1626162,72.35545335085413,19.852941176470587,1610612766,15,17,2021-11-18T00:23:18Z,910000,-151.0,207.0,1,right,K. Oubre Jr. 25' 3PT  (3 PTS) (L. Ball 2 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.64,Made,,,,,3.0,L. Ball,1630163.0,2.0,,,,,,,,,,
