actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
16,PT10M42.00S,2022-01-29T00:46:56.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,5,0,2022-01-29T00:47:01Z,160000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M36.00S,2022-01-29T00:47:02.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,92.85479632063075,47.794117647058826,1610612766,7,0,2022-01-29T00:47:50Z,170000,-11.0,15.0,1,right,T. Rozier running Layup (5 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,1.84,Made,,,,,5.0,,,,,,,,,,,,,,
18,PT10M12.00S,2022-01-29T00:47:26.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202340,11.645860709592641,54.166666666666664,1610612747,7,0,2022-01-29T00:47:31Z,180000,-21.0,57.0,1,left,MISS A. Bradley 6' driving Hook,[202340],1610612747.0,LAL,driving,,,Bradley,A. Bradley,,,,,6.07,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M12.00S,2022-01-29T00:47:26.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,7,0,2022-01-29T00:47:37Z,190000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,
20,PT10M12.00S,2022-01-29T00:47:31.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,7,0,2022-01-29T00:47:37Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT09M56.00S,2022-01-29T00:47:50.5Z,1,REGULAR,3pt,Jump Shot,[],1628998,92.32917214191852,4.411764705882353,1610612766,7,0,2022-01-29T00:47:53Z,210000,-228.0,20.0,1,right,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M53.00S,2022-01-29T00:47:53.5Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,7,0,2022-01-29T00:47:53Z,220000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT09M44.00S,2022-01-29T00:48:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202340,7.703679369250986,45.83333333333333,1610612747,7,0,2022-01-29T00:48:08Z,230000,21.0,20.0,1,left,MISS A. Bradley driving reverse Layup - blocked,"[202340, 1630163]",1610612747.0,LAL,driving reverse,,,Bradley,A. Bradley,,,,,2.88,Missed,,,,,,,,,Ball,1630163.0,,,,,,,,,
24,PT09M44.00S,2022-01-29T00:48:02.2Z,1,REGULAR,block,,[],1630163,,,1610612747,7,0,2022-01-29T00:48:04Z,240000,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2022-01-29T00:48:04.2Z,1,REGULAR,rebound,offensive,[],202340,,,1610612747,7,0,2022-01-29T00:48:08Z,250000,,,0,,A. Bradley REBOUND (Off:1 Def:0),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
26,PT09M39.00S,2022-01-29T00:48:07.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626169,6.652431011826544,2.941176470588235,1610612747,7,0,2022-01-29T00:48:12Z,260000,235.0,10.0,1,left,MISS S. Johnson 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M37.00S,2022-01-29T00:48:10.1Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,7,0,2022-01-29T00:48:10Z,270000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M33.00S,2022-01-29T00:48:13.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,71.82982917214193,18.137254901960784,1610612766,7,0,2022-01-29T00:48:19Z,280000,-159.0,212.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2022-01-29T00:48:16.6Z,1,REGULAR,rebound,defensive,[],201961,,,1610612747,7,0,2022-01-29T00:48:19Z,290000,,,0,,W. Ellington REBOUND (Off:0 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M19.00S,2022-01-29T00:48:27.3Z,1,REGULAR,turnover,lost ball,[],201599,,,1610612747,7,0,2022-01-29T00:48:33Z,300000,,,0,,D. Jordan lost ball TURNOVER (1 TO),"[201599, 1628970]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0,,,,,,
31,PT09M19.00S,2022-01-29T00:48:27.3Z,1,REGULAR,steal,,[],1628970,,,1610612766,7,0,2022-01-29T00:48:31Z,310000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M16.00S,2022-01-29T00:48:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,93.51182654402102,46.568627450980394,1610612766,9,0,2022-01-29T00:49:50Z,320000,-17.0,8.0,1,right,M. Bridges running alley-oop Layup (2 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,1.92,Made,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
34,PT09M16.00S,2022-01-29T00:49:33.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,9,0,2022-01-29T00:49:33Z,340000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2022-01-29T00:52:17.7Z,1,REGULAR,3pt,Jump Shot,[],201961,28.465834428383708,75.0,1610612747,9,3,2022-01-29T00:52:21Z,350000,-125.0,215.0,1,left,W. Ellington 24' 3PT  (3 PTS) (R. Westbrook 1 AST),"[201961, 201566]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,24.88,Made,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,
37,PT08M36.00S,2022-01-29T00:52:42.3Z,1,REGULAR,foul,personal,[],1626169,,,1610612766,9,3,2022-01-29T00:52:51Z,370000,,,0,,S. Johnson personal FOUL (1 PF),"[1626169, 1628970]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Bridges,1628970.0,
39,PT08M25.00S,2022-01-29T00:53:10.9Z,1,REGULAR,turnover,3-second-violation,[],203486,,,1610612766,9,3,2022-01-29T00:53:25Z,390000,,,0,,M. Plumlee 3-second-violation TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,1.0,,,1146.0,,,,,
40,PT08M07.00S,2022-01-29T00:53:41.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626169,31.225361366622867,33.088235294117645,1610612747,9,3,2022-01-29T00:53:47Z,400000,85.0,241.0,1,left,MISS S. Johnson 25' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M03.00S,2022-01-29T00:53:45.5Z,1,REGULAR,rebound,offensive,[],201599,,,1610612747,9,3,2022-01-29T00:53:47Z,410000,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
42,PT08M03.00S,2022-01-29T00:53:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,10.85742444152431,49.754901960784316,1610612747,9,3,2022-01-29T00:53:57Z,420000,1.0,50.0,1,left,MISS D. Jordan putback Layup,[201599],1610612747.0,LAL,putback,,,Jordan,D. Jordan,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M03.00S,2022-01-29T00:53:46.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,3,2022-01-29T00:53:57Z,430000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
44,PT07M50.00S,2022-01-29T00:53:58.7Z,1,REGULAR,3pt,Jump Shot,[],1626179,92.19776609724047,95.83333333333334,1610612766,12,3,2022-01-29T00:54:02Z,440000,229.0,21.0,1,right,T. Rozier 3PT  (8 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.01,Made,,,,,8.0,,,,,,,,,,,,,,
45,PT07M35.00S,2022-01-29T00:54:13.7Z,1,REGULAR,2pt,Jump Shot,[],202340,4.02431011826544,73.2843137254902,1610612747,12,3,2022-01-29T00:54:18Z,450000,-116.0,-15.0,1,left,MISS A. Bradley 11' pullup Shot,[202340],1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,11.73,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M32.00S,2022-01-29T00:54:16.7Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,12,3,2022-01-29T00:54:18Z,460000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
47,PT07M28.00S,2022-01-29T00:54:21.0Z,1,REGULAR,turnover,lost ball,[],1626179,,,1610612766,12,3,2022-01-29T00:54:26Z,470000,,,0,,T. Rozier lost ball TURNOVER (1 TO),"[1626179, 201961]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,1.0,Ellington,201961.0,,,,,,
48,PT07M28.00S,2022-01-29T00:54:21.0Z,1,REGULAR,steal,,[],201961,,,1610612747,12,3,2022-01-29T00:54:23Z,480000,,,0,,W. Ellington STEAL (1 STL),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M27.00S,2022-01-29T00:54:28.7Z,1,REGULAR,foul,personal,[],1628998,,,1610612747,12,3,2022-01-29T00:54:39Z,490000,,,0,,C. Martin take personal FOUL (1 PF),"[1628998, 201961]",1610612766.0,CHA,take,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Ellington,201961.0,
51,PT07M09.00S,2022-01-29T00:55:04.3Z,1,REGULAR,foul,personal,[],1626179,,,1610612747,12,3,2022-01-29T00:55:14Z,510000,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 201566]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Westbrook,201566.0,
53,PT06M55.00S,2022-01-29T00:55:30.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201566,23.078186596583443,88.23529411764706,1610612747,12,3,2022-01-29T00:55:33Z,530000,-191.0,164.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M53.00S,2022-01-29T00:55:32.2Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,12,3,2022-01-29T00:55:33Z,540000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
55,PT06M43.00S,2022-01-29T00:55:42.8Z,1,REGULAR,3pt,Jump Shot,[],1626179,68.15045992115637,17.15686274509804,1610612766,12,3,2022-01-29T00:55:48Z,550000,-164.0,247.0,1,right,MISS T. Rozier 29' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,29.65,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M41.00S,2022-01-29T00:55:44.8Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,12,3,2022-01-29T00:55:48Z,560000,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
57,PT06M36.00S,2022-01-29T00:55:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628970,92.9862023653088,50.73529411764706,1610612766,14,3,2022-01-29T00:55:53Z,570000,4.0,13.0,1,right,M. Bridges driving DUNK (4 PTS) (M. Plumlee 2 AST),"[1628970, 203486]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.39,Made,,,,,4.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,
59,PT06M26.00S,2022-01-29T00:56:02.8Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612747,14,3,2022-01-29T00:56:13Z,590000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Jordan 2 FT),"[203486, 201599]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Jordan,201599.0,
61,PT06M26.00S,2022-01-29T00:56:38.2Z,1,REGULAR,freethrow,1 of 2,[],201599,,,1610612747,14,3,2022-01-29T00:57:14Z,610000,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M26.00S,2022-01-29T00:56:38.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,14,3,2022-01-29T00:57:14Z,620000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2022-01-29T00:56:39.8Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,14,3,2022-01-29T00:56:46Z,630000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M26.00S,2022-01-29T00:56:39.8Z,1,REGULAR,substitution,in,[],2546,,,1610612747,14,3,2022-01-29T00:56:46Z,640000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M26.00S,2022-01-29T00:56:38.2Z,1,REGULAR,freethrow,2 of 2,[],201599,,,1610612747,14,3,2022-01-29T00:57:14Z,650000,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M23.00S,2022-01-29T00:56:41.2Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,14,3,2022-01-29T00:57:14Z,660000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
67,PT06M09.00S,2022-01-29T00:57:26.8Z,1,REGULAR,3pt,Jump Shot,[],1628970,73.01248357424441,79.65686274509804,1610612766,14,3,2022-01-29T00:57:34Z,670000,148.0,201.0,1,right,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M07.00S,2022-01-29T00:57:29.0Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,14,3,2022-01-29T00:57:29Z,680000,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,67.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
69,PT06M04.00S,2022-01-29T00:57:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,93.9060446780552,52.94117647058824,1610612766,14,3,2022-01-29T00:57:38Z,690000,15.0,5.0,1,right,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.55,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M04.00S,2022-01-29T00:57:31.7Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,14,3,2022-01-29T00:57:38Z,700000,,,0,,M. Plumlee REBOUND (Off:3 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,69.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
71,PT06M00.00S,2022-01-29T00:57:35.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612766,16,3,2022-01-29T00:58:18Z,710000,0.0,0.0,1,right,M. Plumlee tip DUNK (2 PTS),[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
72,PT05M51.00S,2022-01-29T00:57:47.6Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612747,16,3,2022-01-29T00:58:01Z,720000,,,0,,L. Ball shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630163, 201566]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Westbrook,201566.0,
74,PT05M51.00S,2022-01-29T00:58:15.3Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,16,4,2022-01-29T00:58:15Z,740000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
75,PT05M51.00S,2022-01-29T00:58:16.0Z,1,REGULAR,substitution,out,[],201961,,,1610612747,16,4,2022-01-29T00:58:23Z,750000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M51.00S,2022-01-29T00:58:16.0Z,1,REGULAR,substitution,out,[],202340,,,1610612747,16,4,2022-01-29T00:58:23Z,760000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M51.00S,2022-01-29T00:58:16.0Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,16,4,2022-01-29T00:58:23Z,770000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M51.00S,2022-01-29T00:58:16.0Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,16,4,2022-01-29T00:58:23Z,780000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2022-01-29T00:58:34.8Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,16,5,2022-01-29T00:58:34Z,790000,,,0,,R. Westbrook Free Throw 2 of 2 (2 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
80,PT05M37.00S,2022-01-29T00:58:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.24901445466492,53.67647058823529,1610612766,18,5,2022-01-29T00:58:57Z,800000,18.0,11.0,1,right,M. Bridges driving Layup (6 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.14,Made,,,,,6.0,,,,,,,,,,,,,,
81,PT05M37.00S,2022-01-29T00:58:58.7Z,1,REGULAR,stoppage,other,[],0,,,1610612747,18,5,2022-01-29T00:59:09Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M27.00S,2022-01-29T00:59:16.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612747,18,5,2022-01-29T00:59:36Z,820000,,,0,,C. Martin shooting personal FOUL (2 PF) (Jordan 2 FT),"[1628998, 201599]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Jordan,201599.0,
84,PT05M27.00S,2022-01-29T00:59:49.1Z,1,REGULAR,freethrow,1 of 2,[],201599,,,1610612747,18,5,2022-01-29T01:00:28Z,840000,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M27.00S,2022-01-29T00:59:49.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,18,5,2022-01-29T01:00:28Z,850000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,
86,PT05M27.00S,2022-01-29T01:00:03.8Z,1,REGULAR,substitution,out,[],1628998,,,1610612747,18,5,2022-01-29T01:00:07Z,860000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M27.00S,2022-01-29T01:00:03.8Z,1,REGULAR,substitution,in,[],1629023,,,1610612747,18,5,2022-01-29T01:00:07Z,870000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M27.00S,2022-01-29T00:59:49.1Z,1,REGULAR,freethrow,2 of 2,[],201599,,,1610612747,18,5,2022-01-29T01:00:28Z,880000,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2022-01-29T00:59:53.1Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,18,5,2022-01-29T01:00:28Z,890000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,88.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
