actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
183,PT11M28.00S,2022-04-10T20:08:14.5Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,32,29,2022-04-10T20:09:03Z,1790000,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,182.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
184,PT11M24.00S,2022-04-10T20:08:18.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,63.41984231274639,43.13725490196079,1610612766,35,29,2022-04-10T20:08:22Z,1800000,-34.0,291.0,1,right,L. Ball 29' 3PT  (11 PTS) (C. Martin 2 AST),"[1630163, 1628998]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,29.34,Made,,,,,11.0,,,,,,,,,,,C. Martin,1628998.0,2.0,
186,PT11M10.00S,2022-04-10T20:08:32.6Z,2,REGULAR,2pt,Jump Shot,[],1629060,22.815374507227332,29.65686274509804,1610612764,35,29,2022-04-10T20:08:37Z,1820000,102.0,162.0,1,left,MISS R. Hachimura 19' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,,
187,PT11M07.00S,2022-04-10T20:08:35.6Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,35,29,2022-04-10T20:08:37Z,1830000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,186.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
188,PT11M02.00S,2022-04-10T20:08:44.0Z,2,REGULAR,violation,kicked ball,[],1630166,,,1610612766,35,29,2022-04-10T20:08:51Z,1840000,,,0,,D. Avdija kicked ball VIOLATION,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,
189,PT11M02.00S,2022-04-10T20:08:49.0Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,35,29,2022-04-10T20:08:55Z,1850000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M02.00S,2022-04-10T20:08:49.0Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,35,29,2022-04-10T20:08:55Z,1860000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M55.00S,2022-04-10T20:09:07.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,93.38042049934296,54.90196078431373,1610612766,35,29,2022-04-10T20:12:48Z,1870000,25.0,10.0,1,right,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,,
192,PT10M52.00S,2022-04-10T20:09:10.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,35,29,2022-04-10T20:09:12Z,1880000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,191.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
193,PT10M33.00S,2022-04-10T20:09:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630166,33.98488830486202,43.872549019607845,1610612764,35,32,2022-04-10T20:11:51Z,1890000,31.0,267.0,1,left,D. Avdija 26' 3PT pullup (11 PTS) (R. Hachimura 2 AST),"[1630166, 1629060]",1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,26.87,Made,,,,,11.0,,,,,,,,,,,R. Hachimura,1629060.0,2.0,
194,PT10M13.00S,2022-04-10T20:09:49.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,93.9060446780552,49.01960784313725,1610612766,37,32,2022-04-10T20:09:53Z,1900000,-5.0,5.0,1,right,M. Harrell DUNK (6 PTS) (L. Ball 4 AST),"[1626149, 1630163]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,0.69,Made,,,,,6.0,,,,,,,,,,,L. Ball,1630163.0,4.0,
196,PT10M03.00S,2022-04-10T20:09:59.0Z,2,REGULAR,turnover,bad pass,[],202397,,,1610612764,37,32,2022-04-10T20:10:02Z,1920000,,,0,,I. Smith bad pass TURNOVER (1 TO),"[202397, 1626162]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,,,
197,PT10M03.00S,2022-04-10T20:09:59.0Z,2,REGULAR,steal,,[],1626162,,,1610612766,37,32,2022-04-10T20:10:01Z,1930000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M59.00S,2022-04-10T20:10:04.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629667,92.85479632063075,50.0,1610612766,39,32,2022-04-10T20:10:08Z,1940000,0.0,15.0,1,right,J. McDaniels running Layup (2 PTS) (L. Ball 5 AST),"[1629667, 1630163]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,1.47,Made,,,,,2.0,,,,,,,,,,,L. Ball,1630163.0,5.0,
200,PT09M59.00S,2022-04-10T20:10:19.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,39,32,2022-04-10T20:10:19Z,1960000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M59.00S,2022-04-10T20:10:21.6Z,2,REGULAR,substitution,out,[],1630176,,,1610612764,39,32,2022-04-10T20:13:11Z,1970000,,,0,,SUB out: V. Carey Jr.,[1630176],1610612764.0,WAS,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M59.00S,2022-04-10T20:10:21.6Z,2,REGULAR,substitution,in,[],1629655,,,1610612764,39,32,2022-04-10T20:13:11Z,1980000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M37.00S,2022-04-10T20:13:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,16.63929040735874,55.63725490196079,1610612764,39,32,2022-04-10T20:13:34Z,1990000,-28.0,104.0,1,left,MISS R. Hachimura 10' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,10.77,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M35.00S,2022-04-10T20:13:33.4Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,39,32,2022-04-10T20:13:33Z,2000000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,204.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
206,PT09M29.00S,2022-04-10T20:13:40.2Z,2,REGULAR,2pt,Jump Shot,[],1630163,77.61169513797634,56.86274509803921,1610612766,39,32,2022-04-10T20:13:44Z,2010000,34.0,158.0,1,right,MISS L. Ball 16' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,16.17,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M26.00S,2022-04-10T20:13:42.3Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612766,39,32,2022-04-10T20:13:42Z,2020000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,206.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
208,PT09M14.00S,2022-04-10T20:13:56.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629667,94.43166885676742,59.068627450980394,1610612766,39,32,2022-04-10T20:14:44Z,2030000,45.0,0.0,1,right,MISS J. McDaniels turnaround fadeaway Shot,[1629667],1610612766.0,CHA,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,4.53,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M14.00S,2022-04-10T20:13:56.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,39,32,2022-04-10T20:14:18Z,2040000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,
210,PT09M14.00S,2022-04-10T20:14:01.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,39,32,2022-04-10T20:14:07Z,2050000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,
211,PT09M04.00S,2022-04-10T20:14:16.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630166,18.347568988173457,32.59803921568628,1610612764,39,32,2022-04-10T20:20:34Z,2060000,87.0,120.0,1,left,MISS D. Avdija 14' pullup Shot,[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,14.82,Missed,,,,,,,,,,,,,,,,,,,
212,PT09M01.00S,2022-04-10T20:14:19.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,39,32,2022-04-10T20:14:22Z,2070000,,,0,,L. Ball REBOUND (Off:2 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,211.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
213,PT08M55.00S,2022-04-10T20:14:25.4Z,2,REGULAR,3pt,Jump Shot,[],1626162,66.96780551905388,37.00980392156863,1610612766,42,32,2022-04-10T20:14:29Z,2080000,-65.0,258.0,1,right,K. Oubre Jr. 26' 3PT  (6 PTS) (L. Ball 6 AST),"[1626162, 1630163]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.61,Made,,,,,6.0,,,,,,,,,,,L. Ball,1630163.0,6.0,
215,PT08M32.00S,2022-04-10T20:14:47.4Z,2,REGULAR,2pt,Jump Shot,[],1629060,22.421156373193167,50.49019607843137,1610612764,42,32,2022-04-10T20:14:51Z,2100000,-2.0,158.0,1,left,MISS R. Hachimura 15' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,15.83,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M29.00S,2022-04-10T20:14:50.4Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,42,32,2022-04-10T20:14:51Z,2110000,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,215.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
217,PT08M20.00S,2022-04-10T20:14:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,90.22667542706965,53.18627450980392,1610612766,44,32,2022-04-10T20:16:11Z,2120000,16.0,39.0,1,right,P. Washington driving floating Jump Shot (9 PTS) (J. McDaniels 1 AST),"[1629023, 1629667]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,4.25,Made,,,,,9.0,,,,,,,,,,,J. McDaniels,1629667.0,1.0,
218,PT08M10.00S,2022-04-10T20:15:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,5.863994743758213,45.09803921568628,1610612764,44,34,2022-04-10T20:20:39Z,2130000,25.0,3.0,1,left,R. Hachimura cutting Layup (6 PTS) (D. Avdija 1 AST),"[1629060, 1630166]",1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,2.46,Made,,,,,6.0,,,,,,,,,,,D. Avdija,1630166.0,1.0,
220,PT07M50.00S,2022-04-10T20:15:33.5Z,2,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,44,34,2022-04-10T20:15:38Z,2150000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (3 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,,,,,,,,3.0,,,,,2715.0,,,,,,,,
221,PT07M50.00S,2022-04-10T20:15:37.2Z,2,REGULAR,substitution,out,[],1630163,,,1610612764,44,34,2022-04-10T20:15:43Z,2160000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M50.00S,2022-04-10T20:15:37.2Z,2,REGULAR,substitution,in,[],1626179,,,1610612764,44,34,2022-04-10T20:15:43Z,2170000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M36.00S,2022-04-10T20:16:03.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202397,16.770696452036795,40.68627450980392,1610612764,44,36,2022-04-10T20:16:06Z,2180000,47.0,105.0,1,left,I. Smith 11' pullup Jump Shot (4 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,11.5,Made,,,,,4.0,,,,,,,,,,,,,,
225,PT07M24.00S,2022-04-10T20:16:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,93.24901445466492,55.63725490196079,1610612766,44,36,2022-04-10T20:17:39Z,2190000,28.0,11.0,1,right,MISS J. McDaniels cutting Layup,[1629667],1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,3.03,Missed,,,,,,,,,,,,,,,,,,,
226,PT07M22.00S,2022-04-10T20:16:16.3Z,2,REGULAR,rebound,offensive,[],1629667,,,1610612766,44,36,2022-04-10T20:16:18Z,2200000,,,0,,J. McDaniels REBOUND (Off:2 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,225.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
227,PT07M21.00S,2022-04-10T20:16:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629667,93.11760840998686,49.01960784313725,1610612766,46,36,2022-04-10T20:20:47Z,2210000,-5.0,12.0,1,right,J. McDaniels putback Layup (4 PTS),[1629667],1610612766.0,CHA,putback,,,McDaniels,J. McDaniels,,,,,1.31,Made,,,,,4.0,,,,,,,,,,,,,,
228,PT07M11.00S,2022-04-10T20:16:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203526,6.258212877792378,45.83333333333333,1610612764,46,38,2022-04-10T20:18:19Z,2220000,21.0,6.0,1,left,R. Neto cutting Layup (2 PTS) (I. Smith 1 AST),"[203526, 202397]",1610612764.0,WAS,cutting,,,Neto,R. Neto,,,,,2.17,Made,,,,,2.0,,,,,,,,,,,I. Smith,202397.0,1.0,
230,PT07M04.00S,2022-04-10T20:16:38.8Z,2,REGULAR,foul,offensive,[],1629023,,,1610612766,46,38,2022-04-10T20:16:49Z,2240000,,,0,,P. Washington charge offensive FOUL (2 PF),"[1629023, 203526]",1610612766.0,CHA,charge,,,Washington,P. Washington,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Neto,203526.0,,,,
232,PT07M04.00S,2022-04-10T20:16:38.8Z,2,REGULAR,turnover,offensive foul,[],1629023,,,1610612766,46,38,2022-04-10T20:16:38Z,2260000,,,0,,P. Washington offensive foul TURNOVER (1 TO),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,1.0,,,,,2715.0,,,,,,,,
233,PT07M04.00S,2022-04-10T20:16:47.9Z,2,REGULAR,substitution,out,[],1626162,,,1610612764,46,38,2022-04-10T20:16:53Z,2270000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M04.00S,2022-04-10T20:16:47.9Z,2,REGULAR,substitution,in,[],1628970,,,1610612764,46,38,2022-04-10T20:16:53Z,2280000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M44.00S,2022-04-10T20:17:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629060,6.1268068331143235,47.794117647058826,1610612764,46,40,2022-04-10T20:19:14Z,2290000,11.0,5.0,1,left,R. Hachimura driving Layup (8 PTS) (D. Gafford 1 AST),"[1629060, 1629655]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,1.21,Made,,,,,8.0,,,,,,,,,,,D. Gafford,1629655.0,1.0,
236,PT06M41.00S,2022-04-10T20:17:41.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,46,40,2022-04-10T20:17:41Z,2300000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M41.00S,2022-04-10T20:18:06.7Z,2,REGULAR,instantreplay,altercationrequest,[],0,,,1610612766,46,40,2022-04-10T20:18:08Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M41.00S,2022-04-10T20:18:10.6Z,2,REGULAR,substitution,out,[],1626149,,,1610612766,46,40,2022-04-10T20:21:03Z,2320000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M41.00S,2022-04-10T20:18:10.6Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,46,40,2022-04-10T20:21:03Z,2330000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M41.00S,2022-04-10T20:21:06.4Z,2,REGULAR,foul,technical,['1freethrow'],1629667,,,1610612766,46,40,2022-04-10T20:21:15Z,2340000,,,0,,J. McDaniels technical FOUL (1 Tech),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,2715.0,0.0,1.0,,,,,,
242,PT06M41.00S,2022-04-10T20:21:16.9Z,2,REGULAR,freethrow,1 of 1,[],203526,,,1610612766,46,41,2022-04-10T20:21:16Z,2350000,,,0,,R. Neto technical Free Throw 1 of 1 (3 PTS),[203526],1610612764.0,WAS,technical,,,Neto,R. Neto,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
243,PT06M34.00S,2022-04-10T20:21:33.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,92.9862023653088,48.77450980392157,1610612766,48,41,2022-04-10T20:21:37Z,2360000,-6.0,13.0,1,right,M. Bridges driving DUNK (2 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.47,Made,,,,,2.0,,,,,,,,,,,,,,
244,PT06M18.00S,2022-04-10T20:21:50.5Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612764,48,41,2022-04-10T20:22:07Z,2370000,,,0,,P. Washington shooting personal FOUL (3 PF) (Gafford 2 FT),"[1629023, 1629655]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,202007.0,3.0,0.0,Gafford,1629655.0,,,,
246,PT06M18.00S,2022-04-10T20:22:22.8Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,48,42,2022-04-10T20:22:22Z,2390000,,,0,,D. Gafford Free Throw 1 of 2 (5 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
247,PT06M18.00S,2022-04-10T20:22:23.6Z,2,REGULAR,substitution,out,[],1629023,,,1610612764,48,42,2022-04-10T20:22:34Z,2400000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M18.00S,2022-04-10T20:22:23.6Z,2,REGULAR,substitution,out,[],202397,,,1610612764,48,42,2022-04-10T20:22:34Z,2410000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M18.00S,2022-04-10T20:22:23.6Z,2,REGULAR,substitution,in,[],203486,,,1610612764,48,42,2022-04-10T20:22:34Z,2420000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M18.00S,2022-04-10T20:22:23.6Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,48,42,2022-04-10T20:22:34Z,2430000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M18.00S,2022-04-10T20:22:46.7Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,48,43,2022-04-10T20:22:46Z,2440000,,,0,,D. Gafford Free Throw 2 of 2 (6 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
252,PT05M58.00S,2022-04-10T20:23:08.2Z,2,REGULAR,turnover,bad pass,[],1629667,,,1610612766,48,43,2022-04-10T20:23:14Z,2450000,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1629667, 203526]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,1.0,Neto,203526.0,,,,,,,,,,,
253,PT05M58.00S,2022-04-10T20:23:08.2Z,2,REGULAR,steal,,[],203526,,,1610612764,48,43,2022-04-10T20:24:12Z,2460000,,,0,,R. Neto STEAL (1 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M42.00S,2022-04-10T20:23:23.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,30.831143232588698,73.0392156862745,1610612764,48,43,2022-04-10T20:23:29Z,2480000,-115.0,237.0,1,left,MISS R. Hachimura 26' pullup 3PT,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
256,PT05M38.00S,2022-04-10T20:23:27.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,48,43,2022-04-10T20:23:27Z,2490000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,255.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
257,PT05M35.00S,2022-04-10T20:23:30.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629667,87.33574244415243,50.73529411764706,1610612766,50,43,2022-04-10T20:26:33Z,2500000,4.0,67.0,1,right,J. McDaniels 6' driving floating Jump Shot (6 PTS),[1629667],1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,6.66,Made,,,,,6.0,,,,,,,,,,,,,,
258,PT05M28.00S,2022-04-10T20:23:41.5Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612764,50,43,2022-04-10T20:23:52Z,2510000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Gafford 2 FT),"[203486, 1629655]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Gafford,1629655.0,,,,
260,PT05M28.00S,2022-04-10T20:24:08.2Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,50,43,2022-04-10T20:24:29Z,2530000,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
261,PT05M28.00S,2022-04-10T20:24:08.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,50,43,2022-04-10T20:24:29Z,2540000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,
262,PT05M28.00S,2022-04-10T20:24:08.2Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,50,43,2022-04-10T20:24:29Z,2550000,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
263,PT05M25.00S,2022-04-10T20:24:11.2Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,50,43,2022-04-10T20:24:29Z,2560000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,262.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
264,PT05M09.00S,2022-04-10T20:24:43.4Z,2,REGULAR,turnover,lost ball,[],203486,,,1610612766,50,43,2022-04-10T20:24:50Z,2570000,,,0,,M. Plumlee lost ball TURNOVER (2 TO),"[203486, 1629655]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,2.0,Gafford,1629655.0,,,,,,,,,,,
265,PT05M09.00S,2022-04-10T20:24:43.4Z,2,REGULAR,steal,,[],1629655,,,1610612764,50,43,2022-04-10T20:24:46Z,2580000,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M03.00S,2022-04-10T20:24:48.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629655,5.863994743758213,50.49019607843137,1610612764,50,45,2022-04-10T20:24:54Z,2590000,-2.0,3.0,1,left,D. Gafford running DUNK (8 PTS) (D. Avdija 2 AST),"[1629655, 1630166]",1610612764.0,WAS,running,,,Gafford,D. Gafford,,,,,0.36,Made,,,,,8.0,,,,,,,,,,,D. Avdija,1630166.0,2.0,
268,PT04M51.00S,2022-04-10T20:25:13.5Z,2,REGULAR,foul,personal,[],1629655,,,1610612766,50,45,2022-04-10T20:25:20Z,2610000,,,0,,D. Gafford personal FOUL (3 PF),"[1629655, 203486]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,1626302.0,3.0,0.0,Plumlee,203486.0,,,,
270,PT04M51.00S,2022-04-10T20:25:21.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612766,50,45,2022-04-10T20:26:44Z,2630000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,,Common Foul Upheld
271,PT04M38.00S,2022-04-10T20:27:19.6Z,2,REGULAR,3pt,Jump Shot,[],1626179,68.15045992115637,30.392156862745097,1610612766,50,45,2022-04-10T20:27:38Z,2640000,-98.0,247.0,1,right,MISS T. Rozier 26' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,,
272,PT04M32.00S,2022-04-10T20:27:25.6Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,50,45,2022-04-10T20:27:27Z,2650000,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,271.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
