actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-28T23:10:44.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-28T23:10:44Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-28T23:10:47.2Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,0,0,2022-03-28T23:10:47Z,40000,,,0,,Jump Ball M. Plumlee vs. N. Jokic: Tip to P. Washington,"[1629023, 203486, 203999]",1610612766.0,CHA,startperiod,P. Washington,1629023.0,Washington,P. Washington,Plumlee,203486.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-03-28T23:10:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,89.43823915900131,54.90196078431373,1610612766,0,0,2022-03-29T00:12:25Z,70000,25.0,47.0,1,right,MISS L. Ball driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,5.28,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-03-28T23:11:00.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2022-03-28T23:11:09Z,80000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-03-28T23:11:13.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.178055190538765,49.01960784313725,1610612743,0,2,2022-03-28T23:11:19Z,90000,5.0,15.0,1,left,A. Gordon DUNK (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,1.58,Made,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,
11,PT11M15.00S,2022-03-28T23:11:28.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,77.61169513797634,90.68627450980392,1610612766,3,2,2022-03-28T23:11:36Z,110000,203.0,158.0,1,right,M. Bridges 25' 3PT  (3 PTS) (P. Washington 1 AST),"[1628970, 1629023]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.76,Made,,,,,3.0,P. Washington,1629023.0,1.0,,,,,,,,,,,
13,PT10M59.00S,2022-03-28T23:11:47.1Z,1,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612743,3,2,2022-03-28T23:12:02Z,130000,,,0,,T. Rozier shooting personal FOUL (1 PF) (Gordon 2 FT),"[1626179, 203932]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,,,,,200834.0,1.0,0.0,Gordon,203932.0,,,,,,
15,PT10M59.00S,2022-03-28T23:12:11.0Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,3,3,2022-03-28T23:12:11Z,150000,,,0,,A. Gordon Free Throw 1 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
16,PT10M59.00S,2022-03-28T23:12:27.1Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,3,4,2022-03-28T23:12:27Z,160000,,,0,,A. Gordon Free Throw 2 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
17,PT10M41.00S,2022-03-28T23:12:48.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,95.87713534822602,1.9607843137254901,1610612766,3,4,2022-03-28T23:12:55Z,170000,-240.0,-14.0,1,right,MISS L. Ball 24' fadeaway 3PT,[1630163],1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M39.00S,2022-03-28T23:12:50.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,3,4,2022-03-28T23:12:55Z,180000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
19,PT10M35.00S,2022-03-28T23:12:57.4Z,1,REGULAR,foul,personal,[],1628970,,,1610612743,3,4,2022-03-28T23:13:13Z,190000,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 203932]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1662.0,1.0,0.0,Gordon,203932.0,,,,,,
21,PT10M25.00S,2022-03-28T23:13:28.3Z,1,REGULAR,3pt,Jump Shot,[],203115,5.863994743758213,97.05882352941177,1610612743,3,4,2022-03-28T23:13:36Z,210000,-235.0,3.0,1,left,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2022-03-28T23:13:31.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,3,4,2022-03-28T23:13:36Z,220000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M16.00S,2022-03-28T23:13:37.8Z,1,REGULAR,3pt,Jump Shot,[],1628970,97.32260183968464,97.30392156862744,1610612766,3,4,2022-03-28T23:13:44Z,230000,237.0,-27.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M13.00S,2022-03-28T23:13:40.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,3,4,2022-03-28T23:13:44Z,240000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
25,PT10M08.00S,2022-03-28T23:13:45.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,6.652431011826544,53.18627450980392,1610612743,3,6,2022-03-28T23:13:51Z,250000,-16.0,10.0,1,left,A. Gordon DUNK (6 PTS) (M. Morris 1 AST),"[203932, 1628420]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,1.88,Made,,,,,6.0,M. Morris,1628420.0,1.0,,,,,,,,,,,
27,PT09M49.00S,2022-03-28T23:14:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,93.9060446780552,50.49019607843137,1610612766,3,6,2022-03-28T23:14:09Z,270000,2.0,5.0,1,right,MISS L. Ball driving Layup - blocked,"[1630163, 201145]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,0.54,Missed,,,,,,,,,,,,,,Green,201145.0,,,,
35,PT09M49.00S,2022-03-28T23:14:04.3Z,1,REGULAR,block,,[],201145,,,1610612766,3,6,2022-03-28T23:15:00Z,275000,,,0,,J. Green BLOCK (1 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
