actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-28T00:10:30.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-28T00:10:30Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-02-28T00:10:34.2Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612765,0,0,2022-02-28T00:10:34Z,40000,,,0,,Jump Ball I. Stewart vs. M. Plumlee: Tip to J. Grant,"[203924, 1630191, 203486]",1610612765.0,DET,startperiod,J. Grant,203924.0,Grant,J. Grant,Stewart,1630191.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2022-02-28T00:10:51.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,7.178055190538765,49.26470588235294,1610612765,0,0,2022-02-28T00:10:56Z,70000,4.0,15.0,1,left,MISS I. Stewart Hook,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1.54,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-02-28T00:10:55.5Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,0,0,2022-02-28T00:10:55Z,80000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M34.00S,2022-02-28T00:10:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.590000152587891,50.0,1610612765,0,2,2022-02-28T00:10:55Z,90000,0.0,0.0,1,left,I. Stewart tip Layup (2 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M18.00S,2022-02-28T00:11:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.77463863337714,52.450980392156865,1610612766,2,2,2022-02-28T00:11:18Z,100000,12.0,6.0,1,right,M. Bridges driving finger roll Layup (2 PTS) (M. Plumlee 1 AST),"[1628970, 203486]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,1.37,Made,,,,,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,
12,PT11M00.00S,2022-02-28T00:11:32.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,2,2,2022-02-28T00:11:32Z,120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M53.00S,2022-02-28T00:11:54.8Z,1,REGULAR,2pt,Jump Shot,[],203924,17.296320630749015,72.05882352941177,1610612765,2,2,2022-02-28T00:12:00Z,130000,-110.0,110.0,1,left,MISS J. Grant 15' fadeaway Shot,[203924],1610612765.0,DET,fadeaway,,,Grant,J. Grant,,,,,15.58,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2022-02-28T00:11:58.8Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,2,2,2022-02-28T00:12:00Z,140000,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,13.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
15,PT10M49.00S,2022-02-28T00:11:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.590000152587891,50.0,1610612765,2,4,2022-02-28T00:11:59Z,150000,0.0,0.0,1,left,I. Stewart tip Layup (4 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
