actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
183,PT00M00.00S,2022-03-01T01:08:42.2Z,1,REGULAR,period,end,[],0,,,1610612761,27,42,2022-03-01T01:08:42Z,1820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,out,['startperiod'],201933,,,1610612761,27,42,2022-03-01T01:11:21Z,1830000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,out,['startperiod'],201609,,,1610612761,27,42,2022-03-01T01:11:21Z,1840000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,out,['startperiod'],1630556,,,1610612761,27,42,2022-03-01T01:11:21Z,1850000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,out,['startperiod'],1630201,,,1610612761,27,42,2022-03-01T01:11:21Z,1860000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612761,27,42,2022-03-01T01:11:21Z,1870000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,in,['startperiod'],1628971,,,1610612761,27,42,2022-03-01T01:11:21Z,1880000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,in,['startperiod'],201949,,,1610612761,27,42,2022-03-01T01:11:21Z,1890000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,in,['startperiod'],201988,,,1610612761,27,42,2022-03-01T01:11:21Z,1900000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,27,42,2022-03-01T01:11:21Z,1910000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-03-01T01:09:51.7Z,2,REGULAR,substitution,in,['startperiod'],201152,,,1610612761,27,42,2022-03-01T01:11:21Z,1920000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-03-01T01:11:38.5Z,2,REGULAR,period,start,[],0,,,1610612761,27,42,2022-03-01T01:11:38Z,1930000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-03-01T01:11:40.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,27,42,2022-03-01T01:15:28Z,1940000,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,
196,PT11M48.00S,2022-03-01T01:11:50.5Z,2,REGULAR,3pt,Jump Shot,[],1628449,7.966491458607096,96.07843137254902,1610612761,27,42,2022-03-01T01:11:55Z,1950000,-230.0,22.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,Missed,,,,,,23.15,,,,,,
197,PT11M44.00S,2022-03-01T01:11:54.5Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,27,42,2022-03-01T01:11:55Z,1960000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,
198,PT11M38.00S,2022-03-01T01:11:59.4Z,2,REGULAR,2pt,Jump Shot,[],200746,79.97700394218134,70.83333333333334,1610612751,29,42,2022-03-01T01:12:03Z,1970000,104.0,136.0,1,right,L. Aldridge 17' Jump Shot (7 PTS) (J. Johnson 1 AST),"[200746, 201949]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,Made,7.0,,,,,17.11,J. Johnson,201949.0,1.0,,,
200,PT11M28.00S,2022-03-01T01:12:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,14.931011826544022,42.64705882352941,1610612761,29,42,2022-03-01T01:12:46Z,1990000,37.0,88.0,1,left,MISS P. Achiuwa 9' fadeaway Shot,[1630173],1610612761.0,TOR,fadeaway,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Missed,,,,,,9.53,,,,,,
201,PT11M26.00S,2022-03-01T01:12:14.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,29,42,2022-03-01T01:12:46Z,2000000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,
202,PT11M26.00S,2022-03-01T01:12:22.8Z,2,REGULAR,foul,personal,[],203552,,,1610612761,29,42,2022-03-01T01:12:41Z,2010000,,,0,,S. Curry loose ball personal FOUL (1 PF),"[203552, 1628449]",1610612751.0,BKN,loose ball,,,Curry,S. Curry,,,,,,,,203591.0,1.0,0.0,Boucher,1628449.0,,,,,,,,,,,,,
204,PT11M20.00S,2022-03-01T01:12:36.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201152,21.632720105124836,66.42156862745098,1610612761,29,42,2022-03-01T01:13:51Z,2030000,-82.0,151.0,1,left,MISS T. Young 17' step back Shot,[201152],1610612761.0,TOR,step back,,,Young,T. Young,,,,,,,,,,,,,Missed,,,,,,17.17,,,,,,
205,PT11M17.00S,2022-03-01T01:12:39.3Z,2,REGULAR,rebound,defensive,[],203552,,,1610612751,29,42,2022-03-01T01:12:48Z,2040000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,,,,,,
206,PT11M12.00S,2022-03-01T01:12:44.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",200746,93.77463863337714,50.73529411764706,1610612751,31,42,2022-03-01T01:12:55Z,2050000,4.0,6.0,1,right,L. Aldridge running DUNK (9 PTS) (J. Johnson 2 AST),"[200746, 201949]",1610612751.0,BKN,running,,,Aldridge,L. Aldridge,,,,,,,,,,,,,Made,9.0,,,,,0.7,J. Johnson,201949.0,2.0,,,
208,PT10M52.00S,2022-03-01T01:13:03.8Z,2,REGULAR,2pt,Jump Shot,[],1630173,5.863994743758213,75.24509803921569,1610612761,31,44,2022-03-01T01:13:30Z,2070000,-126.0,3.0,1,left,P. Achiuwa 12' driving floating Jump Shot (8 PTS) (S. Barnes 1 AST),"[1630173, 1630567]",1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Made,8.0,,,,,12.62,S. Barnes,1630567.0,1.0,,,
210,PT10M38.00S,2022-03-01T01:13:19.7Z,2,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612751,31,44,2022-03-01T01:13:25Z,2090000,,,0,,C. Boucher shooting personal FOUL (3 PF) (Aldridge 2 FT),"[1628449, 200746]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,202901.0,3.0,0.0,Aldridge,200746.0,,,,,,,,,,,,,
212,PT10M38.00S,2022-03-01T01:13:45.1Z,2,REGULAR,freethrow,1 of 2,[],200746,,,1610612751,32,44,2022-03-01T01:13:45Z,2110000,,,0,,L. Aldridge Free Throw 1 of 2 (10 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,
213,PT10M38.00S,2022-03-01T01:13:45.7Z,2,REGULAR,substitution,out,[],1628449,,,1610612751,32,44,2022-03-01T01:13:50Z,2120000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT10M38.00S,2022-03-01T01:13:45.7Z,2,REGULAR,substitution,in,[],1630201,,,1610612751,32,44,2022-03-01T01:13:50Z,2130000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M38.00S,2022-03-01T01:14:03.0Z,2,REGULAR,freethrow,2 of 2,[],200746,,,1610612751,33,44,2022-03-01T01:14:03Z,2140000,,,0,,L. Aldridge Free Throw 2 of 2 (11 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,
216,PT10M28.00S,2022-03-01T01:14:18.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,6.521024967148489,35.049019607843135,1610612761,33,44,2022-03-01T01:14:21Z,2150000,75.0,9.0,1,left,MISS P. Siakam 7' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,,,,,,,,,Missed,,,,,,7.53,,,,,,
217,PT10M25.00S,2022-03-01T01:14:20.3Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,33,44,2022-03-01T01:14:20Z,2160000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,
218,PT10M15.00S,2022-03-01T01:14:31.6Z,2,REGULAR,turnover,bad pass,[],201949,,,1610612751,33,44,2022-03-01T01:14:34Z,2170000,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[201949, 1627783]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,2.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,,
219,PT10M15.00S,2022-03-01T01:14:31.6Z,2,REGULAR,steal,,[],1627783,,,1610612761,33,44,2022-03-01T01:17:43Z,2180000,,,0,,P. Siakam STEAL (3 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT10M06.00S,2022-03-01T01:14:40.4Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,33,44,2022-03-01T01:14:44Z,2190000,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1628971]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,
221,PT10M06.00S,2022-03-01T01:14:40.4Z,2,REGULAR,steal,,[],1628971,,,1610612751,33,44,2022-03-01T01:14:41Z,2200000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT10M01.00S,2022-03-01T01:14:48.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,33,44,2022-03-01T01:14:48Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M54.00S,2022-03-01T01:15:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201949,94.95729303547962,45.09803921568628,1610612751,33,44,2022-03-01T01:19:50Z,2220000,-25.0,-5.0,1,right,MISS J. Johnson driving reverse Layup,[201949],1610612751.0,BKN,driving reverse,,,Johnson,J. Johnson,,,,,,,,,,,,,Missed,,,,,,2.5,,,,,,
224,PT09M51.00S,2022-03-01T01:15:12.6Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,33,44,2022-03-01T01:15:13Z,2230000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,223.0,1.0,1.0,0.0,,,,,,,
225,PT09M49.00S,2022-03-01T01:15:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630201,6.258212877792378,52.94117647058824,1610612761,33,46,2022-03-01T01:15:20Z,2240000,-15.0,6.0,1,left,M. Flynn running Layup (9 PTS) (T. Young 1 AST),"[1630201, 201152]",1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,,,,,,,,,Made,9.0,,,,,1.6,T. Young,201152.0,1.0,,,
227,PT09M36.00S,2022-03-01T01:15:27.5Z,2,REGULAR,3pt,Jump Shot,[],201949,92.9862023653088,3.6764705882352944,1610612751,36,46,2022-03-01T01:15:31Z,2260000,-232.0,13.0,1,right,J. Johnson 3PT  (3 PTS) (B. Brown 1 AST),"[201949, 1628971]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,Made,3.0,,,,,23.2,B. Brown,1628971.0,1.0,,,
229,PT09M20.00S,2022-03-01T01:15:47.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,13.091327201051248,45.09803921568628,1610612761,36,48,2022-03-01T01:15:51Z,2280000,25.0,71.0,1,left,S. Barnes 7' driving floating Jump Shot (15 PTS) (P. Siakam 5 AST),"[1630567, 1627783]",1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,15.0,,,,,7.47,P. Siakam,1627783.0,5.0,,,
231,PT09M20.00S,2022-03-01T01:15:50.7Z,2,REGULAR,foul,personal,['1freethrow'],203552,,,1610612761,36,48,2022-03-01T01:16:00Z,2300000,,,0,,S. Curry shooting personal FOUL (2 PF) (Barnes 1 FT),"[203552, 1630567]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,,,,203591.0,2.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,
233,PT09M20.00S,2022-03-01T01:16:17.3Z,2,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,36,49,2022-03-01T01:16:17Z,2320000,,,0,,S. Barnes Free Throw 1 of 1 (16 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,16.0,,,,,,,,,,,
234,PT09M10.00S,2022-03-01T01:16:29.5Z,2,REGULAR,foul,personal,[],1627783,,,1610612751,36,49,2022-03-01T01:16:34Z,2330000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 203552]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,202901.0,1.0,0.0,Curry,203552.0,,,,,,,,,,,,,
236,PT09M10.00S,2022-03-01T01:16:34.0Z,2,REGULAR,substitution,out,[],1630173,,,1610612751,36,49,2022-03-01T01:16:36Z,2350000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT09M10.00S,2022-03-01T01:16:34.0Z,2,REGULAR,substitution,in,[],1629139,,,1610612751,36,49,2022-03-01T01:16:36Z,2360000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT09M01.00S,2022-03-01T01:16:55.8Z,2,REGULAR,3pt,Jump Shot,[],1628971,92.06636005256242,4.6568627450980395,1610612751,36,49,2022-03-01T01:17:00Z,2370000,-227.0,22.0,1,right,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,Missed,,,,,,22.78,,,,,,
239,PT08M58.00S,2022-03-01T01:16:58.8Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612761,36,49,2022-03-01T01:17:00Z,2380000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,238.0,1.0,1.0,0.0,,,,,,,
240,PT08M51.00S,2022-03-01T01:17:06.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201152,4.944152431011826,94.6078431372549,1610612761,36,52,2022-03-01T01:22:30Z,2390000,-223.0,-6.0,1,left,T. Young 3PT  (3 PTS) (P. Siakam 6 AST),"[201152, 1627783]",1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,Made,3.0,,,,,22.31,P. Siakam,1627783.0,6.0,,,
245,PT08M28.00S,2022-03-01T01:17:37.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,36,52,2022-03-01T01:17:37Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M28.00S,2022-03-01T01:17:39.2Z,2,REGULAR,substitution,in,[],201609,,,1610612751,36,52,2022-03-01T01:17:42Z,2460000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M28.00S,2022-03-01T01:17:39.2Z,2,REGULAR,substitution,out,[],203552,,,1610612751,36,52,2022-03-01T01:17:51Z,2470000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M25.00S,2022-03-01T01:17:56.5Z,2,REGULAR,2pt,Jump Shot,[],1628971,83.18002628120894,90.95435049019608,1610612751,36,52,2022-03-01T01:26:09Z,2480000,205.0,106.0,1,right,MISS B. Brown 23' pullup Shot - blocked,"[1628971, 201152]",1610612751.0,BKN,pullup,,,Brown,B. Brown,,,,,,,,,,,,,Missed,,,,,,23.04,,,,Young,201152.0,
250,PT08M25.00S,2022-03-01T01:17:56.5Z,2,REGULAR,block,,[],201152,,,1610612751,36,52,2022-03-01T01:33:10Z,2490000,,,0,,T. Young BLOCK (1 BLK),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M24.00S,2022-03-01T01:17:57.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,36,52,2022-03-01T01:20:20Z,2500000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,,
252,PT08M24.00S,2022-03-01T01:18:03.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,36,52,2022-03-01T01:18:08Z,2510000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,,
253,PT08M05.00S,2022-03-01T01:18:36.3Z,2,REGULAR,turnover,out-of-bounds,[],1629139,,,1610612761,36,52,2022-03-01T01:18:41Z,2520000,,,0,,Y. Watanabe step out-of-bounds TURNOVER (1 TO),[1629139],1610612761.0,TOR,step,,,Watanabe,Y. Watanabe,,,,,1.0,,,203591.0,,,,,,,,,,,,,,,,,
254,PT07M43.00S,2022-03-01T01:19:06.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201609,74.19513797634691,85.7843137254902,1610612751,36,52,2022-03-01T01:19:11Z,2530000,179.0,190.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,Missed,,,,,,26.1,,,,,,
255,PT07M39.00S,2022-03-01T01:19:10.8Z,2,REGULAR,rebound,offensive,[],201949,,,1610612751,36,52,2022-03-01T01:19:11Z,2540000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,254.0,2.0,1.0,1.0,,,,,,,
256,PT07M38.00S,2022-03-01T01:19:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201949,93.51182654402102,52.450980392156865,1610612751,36,52,2022-03-01T01:19:23Z,2550000,12.0,8.0,1,right,MISS J. Johnson reverse Layup,[201949],1610612751.0,BKN,reverse,,,Johnson,J. Johnson,,,,,,,,,,,,,Missed,,,,,,1.5,,,,,,
257,PT07M36.00S,2022-03-01T01:19:14.6Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,36,52,2022-03-01T01:19:23Z,2560000,,,0,,S. Barnes REBOUND (Off:3 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,256.0,5.0,2.0,3.0,,,,,,,
258,PT07M25.00S,2022-03-01T01:19:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629139,6.258212877792378,49.754901960784316,1610612761,36,54,2022-03-01T01:19:28Z,2570000,1.0,6.0,1,left,Y. Watanabe cutting Layup (2 PTS) (S. Barnes 2 AST),"[1629139, 1630567]",1610612761.0,TOR,cutting,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,Made,2.0,,,,,0.64,S. Barnes,1630567.0,2.0,,,
260,PT07M23.00S,2022-03-01T01:19:29.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,36,54,2022-03-01T01:19:29Z,2590000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M04.00S,2022-03-01T01:22:44.1Z,2,REGULAR,foul,personal,[],201152,,,1610612751,36,54,2022-03-01T01:22:55Z,2600000,,,0,,T. Young personal FOUL (1 PF),"[201152, 200746]",1610612761.0,TOR,,,,Young,T. Young,,,,,,,,202901.0,1.0,0.0,Aldridge,200746.0,,,,,,,,,,,,,
263,PT07M04.00S,2022-03-01T01:22:56.3Z,2,REGULAR,substitution,out,[],201988,,,1610612751,36,54,2022-03-01T01:23:03Z,2620000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M04.00S,2022-03-01T01:22:56.3Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,36,54,2022-03-01T01:23:03Z,2630000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M50.00S,2022-03-01T01:23:22.9Z,2,REGULAR,3pt,Jump Shot,[],201949,65.1281208935611,55.392156862745104,1610612751,36,54,2022-03-01T01:23:46Z,2640000,27.0,275.0,1,right,MISS J. Johnson 27' step back 3PT,[201949],1610612751.0,BKN,step back,,,Johnson,J. Johnson,,,,,,,,,,,,,Missed,,,,,,27.66,,,,,,
266,PT06M49.00S,2022-03-01T01:23:23.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,36,54,2022-03-01T01:23:28Z,2650000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,265.0,,,,,,,,,,
267,PT06M49.00S,2022-03-01T01:23:28.6Z,2,REGULAR,foul,personal,[],201609,,,1610612761,36,54,2022-03-01T01:23:34Z,2660000,,,0,,G. Dragic loose ball personal FOUL (2 PF),"[201609, 1630201]",1610612751.0,BKN,loose ball,,,Dragic,G. Dragic,,,,,,,,200832.0,2.0,0.0,Flynn,1630201.0,,,,,,,,,,,,,
269,PT06M33.00S,2022-03-01T01:23:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,19.66162943495401,38.970588235294116,1610612761,36,54,2022-03-01T01:24:00Z,2680000,55.0,132.0,1,left,MISS P. Siakam 14' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,,,,,,,,,Missed,,,,,,14.33,,,,,,
270,PT06M30.00S,2022-03-01T01:23:59.8Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,36,54,2022-03-01T01:24:00Z,2690000,,,0,,J. Johnson REBOUND (Off:1 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,269.0,3.0,2.0,1.0,,,,,,,
271,PT06M22.00S,2022-03-01T01:24:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,93.64323258869908,53.431372549019606,1610612751,38,54,2022-03-01T01:24:12Z,2700000,17.0,7.0,1,right,C. Thomas driving Layup (4 PTS) (J. Johnson 3 AST),"[1630560, 201949]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,,,,,,,,,Made,4.0,,,,,1.87,J. Johnson,201949.0,3.0,,,
272,PT06M09.00S,2022-03-01T01:24:20.6Z,2,REGULAR,3pt,Jump Shot,[],201152,25.57490144546649,12.5,1610612761,38,57,2022-03-01T01:24:26Z,2710000,188.0,188.0,1,left,T. Young 26' 3PT  (6 PTS) (M. Flynn 2 AST),"[201152, 1630201]",1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,Made,6.0,,,,,26.54,M. Flynn,1630201.0,2.0,,,
274,PT05M55.00S,2022-03-01T01:24:34.5Z,2,REGULAR,turnover,bad pass,[],201609,,,1610612751,38,57,2022-03-01T01:24:37Z,2730000,,,0,,G. Dragic bad pass TURNOVER (1 TO),"[201609, 1630567]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,
275,PT05M55.00S,2022-03-01T01:24:34.5Z,2,REGULAR,steal,,[],1630567,,,1610612761,38,57,2022-03-01T01:24:35Z,2740000,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M42.00S,2022-03-01T01:24:48.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630201,6.521024967148489,50.0,1610612761,38,59,2022-03-01T01:35:22Z,2750000,0.0,9.0,1,left,M. Flynn driving finger roll Layup (11 PTS),[1630201],1610612761.0,TOR,driving finger roll,,,Flynn,M. Flynn,,,,,,,,,,,,,Made,11.0,,,,,0.88,,,,,,
277,PT05M35.00S,2022-03-01T01:24:56.6Z,2,REGULAR,foul,personal,[],1627783,,,1610612751,38,59,2022-03-01T01:25:04Z,2760000,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 1630560]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,202901.0,2.0,0.0,Thomas,1630560.0,,,,,,,,,,,,,
279,PT05M35.00S,2022-03-01T01:25:03.1Z,2,REGULAR,substitution,out,[],200746,,,1610612751,38,59,2022-03-01T01:25:08Z,2780000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
