actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
554,PT08M40.00S,2022-03-04T02:36:31.6Z,4,REGULAR,turnover,bad pass,[],1629216,,,1610612748,92,94,2022-03-04T02:36:36Z,5450000,,,0,,G. Vincent bad pass TURNOVER (3 TO),"[1629216, 1628971]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,3.0,,,,,,,,,,,Brown,1628971.0,
555,PT08M40.00S,2022-03-04T02:36:31.6Z,4,REGULAR,steal,,[],1628971,,,1610612751,92,94,2022-03-04T02:36:34Z,5460000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M35.00S,2022-03-04T02:36:37.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201609,7.5722733245729295,45.83333333333333,1610612751,92,94,2022-03-04T02:36:44Z,5470000,21.0,19.0,1,left,MISS G. Dragic running Layup,[201609],1610612751.0,BKN,running,,,Dragic,G. Dragic,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,,
557,PT08M32.00S,2022-03-04T02:36:39.9Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,92,94,2022-03-04T02:36:39Z,5480000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,556.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
558,PT08M27.00S,2022-03-04T02:36:44.8Z,4,REGULAR,3pt,Jump Shot,[],1629639,95.3515111695138,96.56862745098039,1610612748,92,97,2022-03-04T02:37:17Z,5490000,233.0,-9.0,1,right,T. Herro 3PT  (21 PTS) (G. Vincent 3 AST),"[1629639, 1629216]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.3,Made,,,,,,,21.0,G. Vincent,1629216.0,3.0,,,,,,,,,
561,PT08M14.00S,2022-03-04T02:37:03.5Z,4,REGULAR,foul,personal,['2freethrow'],203473,,,1610612751,92,97,2022-03-04T02:37:12Z,5520000,,,0,,D. Dedmon shooting personal FOUL (4 PF) (Brown 2 FT),"[203473, 1628971]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,2715.0,,,,,,4.0,0.0,Brown,1628971.0,,,,,
563,PT08M14.00S,2022-03-04T02:37:33.2Z,4,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,93,97,2022-03-04T02:37:33Z,5540000,,,0,,B. Brown Free Throw 1 of 2 (14 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,,,14.0,,,,,,,,,,,,
564,PT08M14.00S,2022-03-04T02:37:34.5Z,4,REGULAR,substitution,out,[],1630560,,,1610612751,93,97,2022-03-04T02:37:43Z,5550000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M14.00S,2022-03-04T02:37:34.5Z,4,REGULAR,substitution,out,[],203473,,,1610612751,93,97,2022-03-04T02:37:43Z,5560000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M14.00S,2022-03-04T02:37:34.5Z,4,REGULAR,substitution,in,[],201988,,,1610612751,93,97,2022-03-04T02:37:43Z,5570000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M14.00S,2022-03-04T02:37:34.5Z,4,REGULAR,substitution,in,[],1628389,,,1610612751,93,97,2022-03-04T02:37:43Z,5580000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M14.00S,2022-03-04T02:37:34.5Z,4,REGULAR,substitution,out,[],200746,,,1610612751,93,97,2022-03-04T02:37:58Z,5590000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT08M14.00S,2022-03-04T02:37:34.5Z,4,REGULAR,substitution,in,[],203083,,,1610612751,93,97,2022-03-04T02:37:58Z,5600000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT08M14.00S,2022-03-04T02:38:14.1Z,4,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,94,97,2022-03-04T02:38:14Z,5610000,,,0,,B. Brown Free Throw 2 of 2 (15 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
571,PT07M59.00S,2022-03-04T02:38:34.2Z,4,REGULAR,foul,personal,[],203552,,,1610612748,94,97,2022-03-04T02:38:54Z,5620000,,,0,,S. Curry personal FOUL (3 PF),"[203552, 1629639]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,2715.0,,,,,,3.0,1.0,Herro,1629639.0,,,,,
573,PT07M55.00S,2022-03-04T02:39:37.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.64323258869908,50.0,1610612748,94,99,2022-03-04T02:39:44Z,5640000,0.0,7.0,1,right,B. Adebayo alley-oop DUNK (27 PTS) (T. Herro 6 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,0.73,Made,,,,,,,27.0,T. Herro,1629639.0,6.0,,,,,,,,,
577,PT07M55.00S,2022-03-04T02:39:39.8Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612751,94,99,2022-03-04T02:40:01Z,5655000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M55.00S,2022-03-04T02:39:42.1Z,4,REGULAR,foul,personal,['1freethrow'],203083,,,1610612748,94,99,2022-03-04T02:39:56Z,5660000,,,0,,A. Drummond shooting personal FOUL (4 PF) (Adebayo 1 FT),"[203083, 1628389]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,202037.0,,,,,,4.0,0.0,Adebayo,1628389.0,,,,,
578,PT07M55.00S,2022-03-04T02:40:11.6Z,4,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,94,100,2022-03-04T02:40:11Z,5680000,,,0,,B. Adebayo Free Throw 1 of 1 (28 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,28.0,,,,,,,,,,,,
579,PT07M37.00S,2022-03-04T02:40:31.0Z,4,REGULAR,3pt,Jump Shot,[],203552,31.488173455978973,62.99019607843137,1610612751,94,100,2022-03-04T02:40:35Z,5690000,-65.0,243.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
580,PT07M34.00S,2022-03-04T02:40:34.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,94,100,2022-03-04T02:40:35Z,5700000,,,0,,B. Adebayo REBOUND (Off:0 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,579.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
581,PT07M18.00S,2022-03-04T02:40:50.6Z,4,REGULAR,turnover,bad pass,[],1629130,,,1610612748,94,100,2022-03-04T02:40:59Z,5710000,,,0,,D. Robinson bad pass TURNOVER (2 TO),"[1629130, 1628971]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,2.0,,,,,,,,,,,Brown,1628971.0,
582,PT07M18.00S,2022-03-04T02:40:50.6Z,4,REGULAR,steal,,[],1628971,,,1610612751,94,100,2022-03-04T02:40:52Z,5720000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M12.00S,2022-03-04T02:40:56.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,5.601182654402102,46.81372549019608,1610612751,94,100,2022-03-04T02:41:02Z,5730000,16.0,0.0,1,left,MISS B. Brown driving Layup,[1628971],1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
584,PT07M10.00S,2022-03-04T02:40:59.1Z,4,REGULAR,rebound,offensive,[],203083,,,1610612751,94,100,2022-03-04T02:40:59Z,5740000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,583.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
585,PT07M04.00S,2022-03-04T02:41:04.9Z,4,REGULAR,turnover,bad pass,[],203083,,,1610612751,94,100,2022-03-04T02:41:08Z,5750000,,,0,,A. Drummond bad pass TURNOVER (2 TO),"[203083, 1629639]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,2.0,,,,,,,,,,,Herro,1629639.0,
586,PT07M04.00S,2022-03-04T02:41:04.9Z,4,REGULAR,steal,,[],1629639,,,1610612748,94,100,2022-03-04T02:41:06Z,5760000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M58.00S,2022-03-04T02:41:10.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629639,93.38042049934296,53.67647058823529,1610612748,94,102,2022-03-04T02:41:43Z,5770000,18.0,10.0,1,right,T. Herro running Layup (23 PTS),[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,2.08,Made,,,,,,,23.0,,,,,,,,,,,,
588,PT06M58.00S,2022-03-04T02:41:24.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,94,102,2022-03-04T02:41:24Z,5780000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M58.00S,2022-03-04T02:41:25.4Z,4,REGULAR,substitution,out,[],201609,,,1610612751,94,102,2022-03-04T02:43:56Z,5790000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M58.00S,2022-03-04T02:41:25.4Z,4,REGULAR,substitution,out,[],203083,,,1610612751,94,102,2022-03-04T02:43:56Z,5800000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M58.00S,2022-03-04T02:41:25.4Z,4,REGULAR,substitution,in,[],201142,,,1610612751,94,102,2022-03-04T02:43:56Z,5810000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M58.00S,2022-03-04T02:41:25.4Z,4,REGULAR,substitution,in,[],200746,,,1610612751,94,102,2022-03-04T02:43:56Z,5820000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M36.00S,2022-03-04T02:44:33.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,11.777266754270697,56.127450980392155,1610612751,94,102,2022-03-04T02:44:38Z,5830000,-31.0,58.0,1,left,MISS K. Durant 6' pullup Shot - blocked,"[201142, 1629312]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,6.58,Missed,,,,,,,,,,,,,,,Highsmith,1629312.0,,,
594,PT06M36.00S,2022-03-04T02:44:33.1Z,4,REGULAR,block,,[],1629312,,,1610612751,94,102,2022-03-04T02:44:35Z,5840000,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M34.00S,2022-03-04T02:44:35.1Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,94,102,2022-03-04T02:44:38Z,5850000,,,0,,B. Adebayo REBOUND (Off:0 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,593.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
596,PT06M34.00S,2022-03-04T02:44:39.3Z,4,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,94,102,2022-03-04T02:44:52Z,5860000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (4 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,,,,,,,202049.0,4.0,,,,,,,,,,,,,
597,PT06M34.00S,2022-03-04T02:44:42.5Z,4,REGULAR,substitution,out,[],1629312,,,1610612751,94,102,2022-03-04T02:44:50Z,5870000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M34.00S,2022-03-04T02:44:42.5Z,4,REGULAR,substitution,out,[],1629130,,,1610612751,94,102,2022-03-04T02:44:50Z,5880000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M34.00S,2022-03-04T02:44:42.5Z,4,REGULAR,substitution,in,[],1628997,,,1610612751,94,102,2022-03-04T02:44:50Z,5890000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M34.00S,2022-03-04T02:44:42.5Z,4,REGULAR,substitution,in,[],1629622,,,1610612751,94,102,2022-03-04T02:44:50Z,5900000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M15.00S,2022-03-04T02:45:11.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612751,94,102,2022-03-04T02:45:28Z,5910000,,,0,,B. Adebayo shooting personal FOUL (4 PF) (Durant 2 FT),"[1628389, 201142]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,202037.0,,,,,,4.0,0.0,Durant,201142.0,,,,,
603,PT06M15.00S,2022-03-04T02:45:44.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612751,95,102,2022-03-04T02:45:44Z,5930000,,,0,,K. Durant Free Throw 1 of 2 (26 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,26.0,,,,,,,,,,,,
604,PT06M15.00S,2022-03-04T02:46:02.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612751,96,102,2022-03-04T02:46:02Z,5940000,,,0,,K. Durant Free Throw 2 of 2 (27 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,27.0,,,,,,,,,,,,
605,PT05M51.00S,2022-03-04T02:46:28.8Z,4,REGULAR,2pt,Jump Shot,[],1628997,77.21747700394218,58.08823529411765,1610612748,96,102,2022-03-04T02:46:51Z,5950000,40.0,162.0,1,right,MISS C. Martin 16' Jump Shot,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,16.67,Missed,,,,,,,,,,,,,,,,,,,
606,PT05M49.00S,2022-03-04T02:46:30.8Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,96,102,2022-03-04T02:46:51Z,5960000,,,0,,M. Strus REBOUND (Off:2 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,605.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
607,PT05M49.00S,2022-03-04T02:46:38.8Z,4,REGULAR,foul,personal,[],203552,,,1610612748,96,102,2022-03-04T02:46:44Z,5970000,,,0,,S. Curry personal FOUL (4 PF),"[203552, 1629622]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,202037.0,,,,,,4.0,1.0,Strus,1629622.0,,,,,
609,PT05M33.00S,2022-03-04T02:47:15.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628997,74.06373193166885,25.49019607843137,1610612748,96,104,2022-03-04T02:47:51Z,5990000,-123.0,191.0,1,right,C. Martin 22' Jump Shot (19 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,22.72,Made,,,,,,,19.0,,,,,,,,,,,,
610,PT05M13.00S,2022-03-04T02:47:34.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,9.543363994743759,48.77450980392157,1610612751,96,104,2022-03-04T02:47:39Z,6000000,6.0,37.0,1,left,MISS B. Brown driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,3.77,Missed,,,,,,,,,,,,,,,,,,,
611,PT05M13.00S,2022-03-04T02:47:34.4Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,96,104,2022-03-04T02:47:39Z,6010000,,,0,,B. Adebayo REBOUND (Off:0 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,610.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
612,PT04M56.00S,2022-03-04T02:47:51.5Z,4,REGULAR,2pt,Jump Shot,[],1629639,94.43166885676742,74.75490196078431,1610612748,96,104,2022-03-04T02:48:13Z,6020000,124.0,0.0,1,right,MISS T. Herro 12' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,12.38,Missed,,,,,,,,,,,,,,,,,,,
613,PT04M55.00S,2022-03-04T02:47:52.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,96,104,2022-03-04T02:48:13Z,6030000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,,
614,PT04M55.00S,2022-03-04T02:48:02.6Z,4,REGULAR,foul,personal,[],201142,,,1610612748,96,104,2022-03-04T02:48:17Z,6040000,,,0,,K. Durant loose ball personal FOUL (4 PF),"[201142, 1628389]",1610612751.0,BKN,loose ball,,,Durant,K. Durant,,,,,,,,,,,202049.0,,,,,,4.0,1.0,Adebayo,1628389.0,,,,,
616,PT04M52.00S,2022-03-04T02:48:21.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612748,96,104,2022-03-04T02:48:29Z,6060000,,,0,,B. Brown personal FOUL (2 PF) (Herro 2 FT),"[1628971, 1629639]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,202049.0,,,,,,2.0,0.0,Herro,1629639.0,,,,,
618,PT04M52.00S,2022-03-04T02:49:08.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629639,,,1610612748,96,105,2022-03-04T02:49:42Z,6080000,,,0,,T. Herro Free Throw 1 of 2 (24 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,24.0,,,,,,,,,,,,
619,PT04M52.00S,2022-03-04T02:49:08.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629639,,,1610612748,96,106,2022-03-04T02:49:42Z,6090000,,,0,,T. Herro Free Throw 2 of 2 (25 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,25.0,,,,,,,,,,,,
620,PT04M44.00S,2022-03-04T02:49:26.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612751,96,106,2022-03-04T02:49:36Z,6100000,,,0,,B. Adebayo shooting personal FOUL (5 PF) (Aldridge 2 FT),"[1628389, 200746]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,202037.0,,,,,,5.0,0.0,Aldridge,200746.0,,,,,
622,PT04M44.00S,2022-03-04T02:49:52.8Z,4,REGULAR,freethrow,1 of 2,[],200746,,,1610612751,96,106,2022-03-04T02:49:52Z,6120000,,,0,,MISS L. Aldridge Free Throw 1 of 2,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Missed,,,,,,,,,,,,,,,,,,,
623,PT04M44.00S,2022-03-04T02:49:52.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,96,106,2022-03-04T02:49:52Z,6130000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,622.0,,,,,,,,,,,,,,,,,,
624,PT04M44.00S,2022-03-04T02:49:53.8Z,4,REGULAR,substitution,out,[],1628389,,,1610612751,96,106,2022-03-04T02:50:00Z,6140000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M44.00S,2022-03-04T02:49:53.8Z,4,REGULAR,substitution,in,[],203473,,,1610612751,96,106,2022-03-04T02:50:00Z,6150000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT04M44.00S,2022-03-04T02:50:14.4Z,4,REGULAR,freethrow,2 of 2,[],200746,,,1610612751,97,106,2022-03-04T02:50:14Z,6160000,,,0,,L. Aldridge Free Throw 2 of 2 (5 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
627,PT04M21.00S,2022-03-04T02:50:38.9Z,4,REGULAR,3pt,Jump Shot,[],1628997,78.66294349540078,7.8431372549019605,1610612748,97,109,2022-03-04T02:50:43Z,6170000,-211.0,148.0,1,right,C. Martin 25' 3PT step back (22 PTS) (T. Herro 7 AST),"[1628997, 1629639]",1610612748.0,MIA,step back,,,Martin,C. Martin,,,,,25.76,Made,,,,,,,22.0,T. Herro,1629639.0,7.0,,,,,,,,,
629,PT04M02.00S,2022-03-04T02:50:57.1Z,4,REGULAR,3pt,Jump Shot,[],1628971,31.35676741130092,37.254901960784316,1610612751,100,109,2022-03-04T02:51:01Z,6190000,64.0,242.0,1,left,B. Brown 25' 3PT  (18 PTS) (S. Curry 3 AST),"[1628971, 203552]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,25.05,Made,,,,,,,18.0,S. Curry,203552.0,3.0,,,,,,,,,
631,PT04M01.00S,2022-03-04T02:51:04.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,100,109,2022-03-04T02:51:04Z,6210000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M01.00S,2022-03-04T02:51:05.6Z,4,REGULAR,substitution,out,[],200746,,,1610612748,100,109,2022-03-04T02:53:44Z,6220000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M01.00S,2022-03-04T02:51:05.6Z,4,REGULAR,substitution,in,[],201609,,,1610612748,100,109,2022-03-04T02:53:44Z,6230000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M41.00S,2022-03-04T02:54:25.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.72996057818659,39.705882352941174,1610612748,100,109,2022-03-04T02:54:33Z,6240000,-51.0,63.0,1,right,MISS T. Herro 8' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,8.12,Missed,,,,,,,,,,,,,,,,,,,
635,PT03M34.00S,2022-03-04T02:54:32.9Z,4,REGULAR,rebound,defensive,[],201988,,,1610612751,100,109,2022-03-04T02:54:33Z,6250000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,634.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
636,PT03M23.00S,2022-03-04T02:54:43.2Z,4,REGULAR,3pt,Jump Shot,[],1628971,6.915243101182654,4.6568627450980395,1610612751,103,109,2022-03-04T02:54:47Z,6260000,227.0,13.0,1,left,B. Brown 3PT  (21 PTS) (G. Dragic 7 AST),"[1628971, 201609]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,22.7,Made,,,,,,,21.0,G. Dragic,201609.0,7.0,,,,,,,,,
638,PT03M04.00S,2022-03-04T02:55:02.3Z,4,REGULAR,3pt,Jump Shot,[],1629622,67.7562417871222,62.00980392156863,1610612748,103,109,2022-03-04T02:55:06Z,6280000,60.0,251.0,1,right,MISS M. Strus 25' step back 3PT,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
639,PT03M01.00S,2022-03-04T02:55:05.3Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,103,109,2022-03-04T02:55:06Z,6290000,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,638.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
640,PT02M48.00S,2022-03-04T02:55:18.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,18.610381077529567,48.03921568627451,1610612751,105,109,2022-03-04T02:55:23Z,6300000,10.0,122.0,1,left,K. Durant 12' fadeaway Jump Shot (29 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,12.28,Made,,,,,,,29.0,,,,,,,,,,,,
641,PT02M23.00S,2022-03-04T02:55:43.8Z,4,REGULAR,3pt,Jump Shot,[],1629639,68.01905387647832,36.76470588235294,1610612748,105,109,2022-03-04T02:55:54Z,6310000,-66.0,248.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
642,PT02M23.00S,2022-03-04T02:55:43.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,105,109,2022-03-04T02:55:54Z,6320000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,,
643,PT02M23.00S,2022-03-04T02:55:52.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612751,105,109,2022-03-04T02:56:00Z,6330000,,,0,,D. Dedmon loose ball personal FOUL (5 PF) (Durant 2 FT),"[203473, 201142]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,,,,,,,202037.0,,,,,,5.0,0.0,Durant,201142.0,,,,,
645,PT02M23.00S,2022-03-04T02:56:20.2Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,106,109,2022-03-04T02:56:20Z,6350000,,,0,,K. Durant Free Throw 1 of 2 (30 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,30.0,,,,,,,,,,,,
