actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
16,PT10M26.00S,2022-03-21T23:42:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,83.26215505913272,41.911764705882355,1610612762,2,2,2022-03-21T23:42:49Z,160000,-40.0,105.0,1,right,M. Conley 11' driving floating Jump Shot (2 PTS),[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,11.23,Made,,,,,2.0,,,,,,,,,,,,,,
17,PT09M57.00S,2022-03-21T23:43:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,10.5946123521682,62.254901960784316,1610612751,2,2,2022-03-21T23:43:42Z,170000,-61.0,47.0,1,left,MISS B. Brown 7' fadeaway bank Shot - blocked,"[1628971, 1627823]",1610612751.0,BKN,fadeaway bank,,,Brown,B. Brown,,,,,7.73,Missed,,,,,,,,,Hernangomez,1627823.0,,,,,,,,,
24,PT09M57.00S,2022-03-21T23:43:13.3Z,1,REGULAR,block,,[],1627823,,,1610612751,2,2,2022-03-21T23:44:02Z,175000,,,0,,J. Hernangomez BLOCK (1 BLK),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT09M57.00S,2022-03-21T23:43:13.3Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,2,2,2022-03-21T23:43:42Z,180000,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
19,PT09M52.00S,2022-03-21T23:43:18.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,6.1268068331143235,49.754901960784316,1610612751,4,2,2022-03-21T23:43:23Z,190000,1.0,5.0,1,left,B. Brown putback Layup (2 PTS),[1628971],1610612751.0,BKN,putback,,,Brown,B. Brown,,,,,0.52,Made,,,,,2.0,,,,,,,,,,,,,,
20,PT09M38.00S,2022-03-21T23:43:32.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,70.77858081471747,24.509803921568626,1610612762,4,2,2022-03-21T23:43:37Z,200000,-127.0,222.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M35.00S,2022-03-21T23:43:35.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,4,2,2022-03-21T23:43:37Z,210000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
22,PT09M18.00S,2022-03-21T23:43:52.3Z,1,REGULAR,3pt,Jump Shot,[],201609,15.456636005256241,4.6568627450980395,1610612751,4,2,2022-03-21T23:43:57Z,220000,227.0,93.0,1,left,MISS G. Dragic 24' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M15.00S,2022-03-21T23:43:55.3Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,4,2,2022-03-21T23:43:57Z,230000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M05.00S,2022-03-21T23:44:05.9Z,1,REGULAR,3pt,Jump Shot,[],201144,74.32654402102497,83.82352941176471,1610612762,4,5,2022-03-21T23:44:10Z,240000,169.0,189.0,1,right,M. Conley 25' 3PT  (5 PTS) (J. Hernangomez 1 AST),"[201144, 1627823]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,25.35,Made,,,,,5.0,J. Hernangomez,1627823.0,1.0,,,,,,,,,,,
27,PT08M53.00S,2022-03-21T23:44:20.8Z,1,REGULAR,foul,offensive,[],1629651,,,1610612751,4,5,2022-03-21T23:44:28Z,260000,,,0,,N. Claxton offensive FOUL (1 PF),"[1629651, 201144]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Conley,201144.0,,,,
29,PT08M53.00S,2022-03-21T23:44:20.8Z,1,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,4,5,2022-03-21T23:44:20Z,280000,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,204058.0,,,,,1.0,,,
30,PT08M41.00S,2022-03-21T23:44:45.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,94.03745072273325,48.529411764705884,1610612762,4,7,2022-03-21T23:44:48Z,290000,-7.0,4.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,0.82,Made,,,,,2.0,M. Conley,201144.0,1.0,,,,,,,,,,,
32,PT08M14.00S,2022-03-21T23:45:11.8Z,1,REGULAR,3pt,Jump Shot,[],201609,25.706307490144546,81.37254901960785,1610612751,7,7,2022-03-21T23:45:15Z,310000,-157.0,189.0,1,left,G. Dragic 24' 3PT  (3 PTS) (B. Brown 1 AST),"[201609, 1628971]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,24.57,Made,,,,,3.0,B. Brown,1628971.0,1.0,,,,,,,,,,,
34,PT07M56.00S,2022-03-21T23:45:32.9Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612762,7,7,2022-03-21T23:45:36Z,330000,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1628378],1610612762.0,UTA,bad pass,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,1830.0,,,,,1.0,,,
35,PT07M36.00S,2022-03-21T23:45:57.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,17.296320630749015,38.72549019607843,1610612751,9,7,2022-03-21T23:46:01Z,340000,56.0,110.0,1,left,K. Durant 12' turnaround fadeaway Jump Shot (4 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,12.37,Made,,,,,4.0,,,,,,,,,,,,,,
36,PT07M21.00S,2022-03-21T23:46:12.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,72.61826544021025,16.42156862745098,1610612762,9,7,2022-03-21T23:46:17Z,350000,-168.0,205.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
37,PT07M17.00S,2022-03-21T23:46:16.7Z,1,REGULAR,rebound,offensive,[],1627823,,,1610612762,9,7,2022-03-21T23:46:16Z,360000,,,0,,J. Hernangomez REBOUND (Off:1 Def:0),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
118,PT07M14.00S,2022-03-21T23:46:16.3Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612762,9,7,2022-03-21T23:57:17Z,365000,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1629651]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,1.0,Claxton,1629651.0,
119,PT07M14.00S,2022-03-21T23:46:16.3Z,1,REGULAR,steal,,[],1629651,,,1610612751,9,7,2022-03-21T23:57:17Z,367500,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M10.00S,2022-03-21T23:46:26.1Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612751,9,7,2022-03-21T23:46:43Z,400000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Brown 2 FT),"[1628378, 1628971]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Brown,1628971.0,,,,
43,PT07M10.00S,2022-03-21T23:46:54.2Z,1,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1628971,,,1610612751,9,7,2022-03-21T23:57:23Z,420000,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M10.00S,2022-03-21T23:46:54.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,9,7,2022-03-21T23:46:54Z,430000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,
45,PT07M10.00S,2022-03-21T23:47:02.1Z,1,REGULAR,substitution,out,[],1627823,,,1610612751,9,7,2022-03-21T23:47:40Z,440000,,,0,,SUB out: J. Hernangomez,[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M10.00S,2022-03-21T23:47:02.1Z,1,REGULAR,substitution,out,[],203497,,,1610612751,9,7,2022-03-21T23:47:40Z,450000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M10.00S,2022-03-21T23:47:02.1Z,1,REGULAR,substitution,out,[],201144,,,1610612751,9,7,2022-03-21T23:47:40Z,460000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M10.00S,2022-03-21T23:47:02.1Z,1,REGULAR,substitution,in,[],202355,,,1610612751,9,7,2022-03-21T23:47:40Z,470000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M10.00S,2022-03-21T23:47:02.1Z,1,REGULAR,substitution,in,[],203903,,,1610612751,9,7,2022-03-21T23:47:40Z,480000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M10.00S,2022-03-21T23:47:02.1Z,1,REGULAR,substitution,in,[],1630235,,,1610612751,9,7,2022-03-21T23:47:47Z,495000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2022-03-21T23:47:41.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628971,,,1610612751,10,7,2022-03-21T23:57:23Z,500000,,,0,,B. Brown Free Throw 2 of 2 (3 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
53,PT06M57.00S,2022-03-21T23:47:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,85.23324572930355,49.01960784313725,1610612762,10,9,2022-03-21T23:47:55Z,510000,-5.0,86.0,1,right,D. Mitchell 8' driving floating Jump Shot (2 PTS) (T. Forrest 1 AST),"[1628378, 1630235]",1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,8.64,Made,,,,,2.0,T. Forrest,1630235.0,1.0,,,,,,,,,,,
54,PT06M47.00S,2022-03-21T23:48:01.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.1268068331143235,50.0,1610612751,12,9,2022-03-21T23:48:04Z,520000,0.0,5.0,1,left,N. Claxton cutting DUNK (2 PTS) (G. Dragic 1 AST),"[1629651, 201609]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,0.51,Made,,,,,2.0,G. Dragic,201609.0,1.0,,,,,,,,,,,
57,PT06M35.00S,2022-03-21T23:48:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,81.42247043363994,49.01960784313725,1610612762,12,11,2022-03-21T23:48:17Z,540000,-5.0,122.0,1,right,J. Clarkson 12' driving floating Jump Shot (2 PTS) (D. Mitchell 1 AST),"[203903, 1628378]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,12.22,Made,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,
59,PT06M21.00S,2022-03-21T23:48:26.6Z,1,REGULAR,2pt,Jump Shot,[],201142,16.770696452036795,25.49019607843137,1610612751,12,11,2022-03-21T23:48:29Z,560000,123.0,105.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,16.14,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M19.00S,2022-03-21T23:48:28.6Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,12,11,2022-03-21T23:48:29Z,570000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
61,PT06M05.00S,2022-03-21T23:48:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,89.83245729303549,53.67647058823529,1610612762,12,11,2022-03-21T23:48:50Z,580000,18.0,43.0,1,right,MISS J. Clarkson driving finger roll Layup,[203903],1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M02.00S,2022-03-21T23:48:45.8Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,12,11,2022-03-21T23:48:45Z,590000,,,0,,H. Whiteside REBOUND (Off:1 Def:0),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,61.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
63,PT06M01.00S,2022-03-21T23:48:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,92.9862023653088,49.50980392156863,1610612762,12,13,2022-03-21T23:48:51Z,600000,-2.0,13.0,1,right,H. Whiteside putback Layup (2 PTS),[202355],1610612762.0,UTA,putback,,,Whiteside,H. Whiteside,,,,,1.36,Made,,,,,2.0,,,,,,,,,,,,,,
64,PT06M00.00S,2022-03-21T23:48:53.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,12,13,2022-03-21T23:48:53Z,610000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M43.00S,2022-03-21T23:51:59.8Z,1,REGULAR,3pt,Jump Shot,[],1628971,5.863994743758213,96.56862745098039,1610612751,12,13,2022-03-21T23:52:03Z,620000,-233.0,3.0,1,left,MISS B. Brown step back 3PT,[1628971],1610612751.0,BKN,step back,,,Brown,B. Brown,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
66,PT05M40.00S,2022-03-21T23:52:02.8Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612762,12,13,2022-03-21T23:52:03Z,630000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
67,PT05M27.00S,2022-03-21T23:52:15.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.49342969776609,47.794117647058826,1610612762,12,16,2022-03-21T23:52:20Z,640000,-11.0,253.0,1,right,D. Mitchell 25' 3PT pullup (5 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.33,Made,,,,,5.0,,,,,,,,,,,,,,
68,PT05M14.00S,2022-03-21T23:52:30.1Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612751,12,16,2022-03-21T23:52:39Z,650000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Brown 2 FT),"[202355, 1628971]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Brown,1628971.0,,,,
70,PT05M14.00S,2022-03-21T23:52:59.0Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,13,16,2022-03-21T23:52:59Z,670000,,,0,,B. Brown Free Throw 1 of 2 (4 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
71,PT05M14.00S,2022-03-21T23:52:59.8Z,1,REGULAR,substitution,out,[],203552,,,1610612751,13,16,2022-03-21T23:53:08Z,680000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M14.00S,2022-03-21T23:52:59.8Z,1,REGULAR,substitution,in,[],201988,,,1610612751,13,16,2022-03-21T23:53:08Z,690000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M14.00S,2022-03-21T23:53:22.8Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,14,16,2022-03-21T23:53:22Z,700000,,,0,,B. Brown Free Throw 2 of 2 (5 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
74,PT05M01.00S,2022-03-21T23:53:37.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,66.96780551905388,40.19607843137255,1610612762,14,16,2022-03-21T23:53:41Z,710000,-49.0,258.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2022-03-21T23:53:40.2Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,14,16,2022-03-21T23:53:41Z,720000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
76,PT04M42.00S,2022-03-21T23:53:56.3Z,1,REGULAR,2pt,Jump Shot,[],201142,18.084756898817346,27.696078431372552,1610612751,14,16,2022-03-21T23:54:04Z,730000,112.0,117.0,1,left,MISS K. Durant 16' pullup bank Shot,[201142],1610612751.0,BKN,pullup bank,,,Durant,K. Durant,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,,
77,PT04M39.00S,2022-03-21T23:53:59.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,14,16,2022-03-21T23:54:04Z,740000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
78,PT04M32.00S,2022-03-21T23:54:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.28449408672799,41.911764705882355,1610612762,14,16,2022-03-21T23:54:11Z,750000,-40.0,76.0,1,right,MISS J. Clarkson 8' driving floating bank Shot,[203903],1610612762.0,UTA,driving floating bank,,,Clarkson,J. Clarkson,,,,,8.64,Missed,,,,,,,,,,,,,,,,,,,
79,PT04M28.00S,2022-03-21T23:54:11.0Z,1,REGULAR,rebound,offensive,[],203903,,,1610612762,14,16,2022-03-21T23:54:11Z,760000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
80,PT04M19.00S,2022-03-21T23:54:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628378,92.72339027595268,56.61764705882353,1610612762,14,18,2022-03-21T23:54:23Z,770000,33.0,16.0,1,right,D. Mitchell driving finger roll Layup (7 PTS),[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,3.67,Made,,,,,7.0,,,,,,,,,,,,,,
81,PT04M06.00S,2022-03-21T23:54:32.4Z,1,REGULAR,2pt,Jump Shot,[],1628971,14.011169513797633,33.088235294117645,1610612751,14,18,2022-03-21T23:54:37Z,780000,85.0,79.0,1,left,MISS B. Brown 11' driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,11.59,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M03.00S,2022-03-21T23:54:35.4Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,14,18,2022-03-21T23:54:37Z,790000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
83,PT03M58.00S,2022-03-21T23:54:40.2Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612762,14,18,2022-03-21T23:54:43Z,800000,,,0,,R. O'Neale bad pass TURNOVER (2 TO),"[1626220, 201142]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,2.0,Durant,201142.0,
84,PT03M58.00S,2022-03-21T23:54:40.2Z,1,REGULAR,steal,,[],201142,,,1610612751,14,18,2022-03-21T23:54:42Z,810000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M54.00S,2022-03-21T23:54:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,5.995400788436268,44.85294117647059,1610612751,16,18,2022-03-21T23:54:50Z,820000,26.0,4.0,1,left,B. Brown running Layup (7 PTS) (P. Mills 1 AST),"[1628971, 201988]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,2.6,Made,,,,,7.0,P. Mills,201988.0,1.0,,,,,,,,,,,
88,PT03M30.00S,2022-03-21T23:55:08.6Z,1,REGULAR,3pt,Jump Shot,[],203903,67.7562417871222,70.34313725490196,1610612762,16,18,2022-03-21T23:55:13Z,850000,102.0,251.0,1,right,MISS J. Clarkson 27' pullup 3PT - blocked,"[203903, 201988]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,27.05,Missed,,,,,,,,,Mills,201988.0,,,,,,,,,
89,PT03M30.00S,2022-03-21T23:55:08.6Z,1,REGULAR,block,,[],201988,,,1610612762,16,18,2022-03-21T23:55:11Z,860000,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
