actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
182,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,out,['startperiod'],1627761,,,1610612759,32,32,2022-01-09T17:39:10Z,1780000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,out,['startperiod'],1627854,,,1610612759,32,32,2022-01-09T17:39:10Z,1790000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,32,32,2022-01-09T17:39:10Z,1800000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,in,['startperiod'],201949,,,1610612759,32,32,2022-01-09T17:39:10Z,1810000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,in,['startperiod'],1630549,,,1610612759,32,32,2022-01-09T17:39:10Z,1820000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612759,32,32,2022-01-09T17:39:10Z,1830000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,32,32,2022-01-09T17:39:10Z,1840000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,in,['startperiod'],1629022,,,1610612759,32,32,2022-01-09T17:39:10Z,1850000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-01-09T17:39:19.5Z,2,REGULAR,period,start,[],0,,,1610612751,32,32,2022-01-09T17:39:19Z,1860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M48.00S,2022-01-09T17:39:31.3Z,2,REGULAR,turnover,lost ball,[],1630549,,,1610612751,32,32,2022-01-09T17:39:35Z,1870000,,,0,,D. Sharpe lost ball TURNOVER (1 TO),"[1630549, 204020]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,1.0,,,,,,,Johnson,204020.0,
192,PT11M48.00S,2022-01-09T17:39:31.3Z,2,REGULAR,steal,,[],204020,,,1610612759,32,32,2022-01-09T17:39:33Z,1880000,,,0,,T. Johnson STEAL (1 STL),[204020],1610612759.0,SAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M43.00S,2022-01-09T17:39:35.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629719,5.338370565045992,49.26470588235294,1610612759,32,34,2022-01-09T17:41:18Z,1890000,4.0,-2.0,1,left,D. Cacok running reverse Layup (2 PTS) (J. Poeltl 1 AST),"[1629719, 1627751]",1610612759.0,SAS,running reverse,,,Cacok,D. Cacok,,,,,0.44,Made,,,,,,,,,,,2.0,J. Poeltl,1627751.0,1.0,,,,,
195,PT11M17.00S,2022-01-09T17:40:00.8Z,2,REGULAR,2pt,Jump Shot,[],201949,71.04139290407359,44.85294117647059,1610612751,32,34,2022-01-09T17:40:06Z,1910000,-26.0,220.0,1,right,MISS J. Johnson 22' Jump Shot,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,22.12,Missed,,,,,,,,,,,,,,,,,,,
196,PT11M17.00S,2022-01-09T17:40:04.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,32,34,2022-01-09T17:40:04Z,1920000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,
197,PT11M17.00S,2022-01-09T17:40:05.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,32,34,2022-01-09T17:40:11Z,1930000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,202053.0,,,,,,,,,,,,,,
198,PT10M57.00S,2022-01-09T17:40:39.5Z,2,REGULAR,turnover,out-of-bounds,[],1630563,,,1610612759,32,34,2022-01-09T17:40:45Z,1940000,,,0,,J. Primo bad pass out-of-bounds TURNOVER (1 TO),[1630563],1610612759.0,SAS,bad pass,,,Primo,J. Primo,,,,,,,,,,,202053.0,,,,,1.0,,,,,,,,,
199,PT10M47.00S,2022-01-09T17:40:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,89.83245729303549,46.81372549019608,1610612751,32,34,2022-01-09T17:40:58Z,1950000,-16.0,43.0,1,right,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,4.59,Missed,,,,,,,,,,,,,,,,,,,
200,PT10M45.00S,2022-01-09T17:40:55.3Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,32,34,2022-01-09T17:40:58Z,1960000,,,0,,L. Walker IV REBOUND (Off:1 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,199.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
201,PT10M42.00S,2022-01-09T17:41:02.7Z,2,REGULAR,foul,personal,[],1630549,,,1610612759,32,34,2022-01-09T17:41:27Z,1970000,,,0,,D. Sharpe personal FOUL (1 PF),"[1630549, 1627751]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,202053.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,,
203,PT10M42.00S,2022-01-09T17:41:14.4Z,2,REGULAR,substitution,out,[],204020,,,1610612759,32,34,2022-01-09T17:41:17Z,1990000,,,0,,SUB out: T. Johnson,[204020],1610612759.0,SAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M42.00S,2022-01-09T17:41:14.4Z,2,REGULAR,substitution,in,[],1627749,,,1610612759,32,34,2022-01-09T17:41:17Z,2000000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M36.00S,2022-01-09T17:41:31.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,5.338370565045992,49.01960784313725,1610612759,32,36,2022-01-09T17:41:36Z,2010000,5.0,-2.0,1,left,J. Poeltl DUNK (2 PTS) (D. Murray 6 AST),"[1627751, 1627749]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,0.54,Made,,,,,,,,,,,2.0,D. Murray,1627749.0,6.0,,,,,
207,PT10M36.00S,2022-01-09T17:41:33.9Z,2,REGULAR,foul,personal,['1freethrow'],1630549,,,1610612759,32,36,2022-01-09T17:41:52Z,2030000,,,0,,D. Sharpe shooting personal FOUL (2 PF) (Poeltl 1 FT),"[1630549, 1627751]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,202007.0,2.0,0.0,Poeltl,1627751.0,,,,,,,,,,
209,PT10M36.00S,2022-01-09T17:41:57.7Z,2,REGULAR,freethrow,1 of 1,[],1627751,,,1610612759,32,36,2022-01-09T17:41:59Z,2050000,,,0,,MISS J. Poeltl Free Throw 1 of 1,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
210,PT10M33.00S,2022-01-09T17:42:00.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,32,36,2022-01-09T17:41:59Z,2060000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
211,PT10M23.00S,2022-01-09T17:42:09.6Z,2,REGULAR,turnover,bad pass,[],201988,,,1610612751,32,36,2022-01-09T17:42:25Z,2070000,,,0,,P. Mills bad pass TURNOVER (1 TO),"[201988, 1627749]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,1.0,,,,,,,Murray,1627749.0,
212,PT10M23.00S,2022-01-09T17:42:09.6Z,2,REGULAR,steal,,[],1627749,,,1610612759,32,36,2022-01-09T17:42:12Z,2080000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M17.00S,2022-01-09T17:42:15.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629719,5.469776609724048,49.26470588235294,1610612759,32,38,2022-01-09T17:42:34Z,2090000,4.0,-1.0,1,left,D. Cacok running DUNK (4 PTS) (D. Murray 7 AST),"[1629719, 1627749]",1610612759.0,SAS,running,,,Cacok,D. Cacok,,,,,0.39,Made,,,,,,,,,,,4.0,D. Murray,1627749.0,7.0,,,,,
215,PT09M59.00S,2022-01-09T17:42:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,89.43823915900131,40.19607843137255,1610612751,34,38,2022-01-09T17:42:38Z,2110000,-49.0,47.0,1,right,C. Thomas 6' driving floating Jump Shot (7 PTS) (J. Harden 7 AST),"[1630560, 201935]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,6.78,Made,,,,,,,,,,,7.0,J. Harden,201935.0,7.0,,,,,
217,PT09M41.00S,2022-01-09T17:42:51.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,6.1268068331143235,46.81372549019608,1610612759,34,38,2022-01-09T17:43:14Z,2130000,16.0,5.0,1,left,MISS L. Walker IV driving floating Shot,[1629022],1610612759.0,SAS,driving floating,,,Walker IV,L. Walker IV,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,,
218,PT09M41.00S,2022-01-09T17:42:51.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,34,38,2022-01-09T17:43:14Z,2140000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,
219,PT09M41.00S,2022-01-09T17:42:56.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,34,38,2022-01-09T17:42:56Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M41.00S,2022-01-09T17:42:56.7Z,2,REGULAR,substitution,out,[],1630563,,,1610612759,34,38,2022-01-09T17:43:03Z,2160000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M41.00S,2022-01-09T17:42:56.7Z,2,REGULAR,substitution,in,[],1630580,,,1610612759,34,38,2022-01-09T17:43:03Z,2170000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M27.00S,2022-01-09T17:43:27.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,15.719448094612352,29.411764705882355,1610612759,34,38,2022-01-09T17:43:33Z,2180000,103.0,95.0,1,left,MISS D. Murray 14' step back bank Shot,[1627749],1610612759.0,SAS,step back bank,,,Murray,D. Murray,,,,,14.03,Missed,,,,,,,,,,,,,,,,,,,
223,PT09M23.00S,2022-01-09T17:43:31.5Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,34,38,2022-01-09T17:43:33Z,2190000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
224,PT09M20.00S,2022-01-09T17:43:33.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630549,94.1688567674113,48.77450980392157,1610612751,34,38,2022-01-09T17:43:44Z,2200000,-6.0,2.0,1,right,MISS D. Sharpe running Layup,[1630549],1610612751.0,BKN,running,,,Sharpe,D. Sharpe,,,,,0.65,Missed,,,,,,,,,,,,,,,,,,,
225,PT09M18.00S,2022-01-09T17:43:35.7Z,2,REGULAR,rebound,defensive,[],1629719,,,1610612759,34,38,2022-01-09T17:43:44Z,2210000,,,0,,D. Cacok REBOUND (Off:0 Def:3),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,224.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
226,PT09M11.00S,2022-01-09T17:43:43.3Z,2,REGULAR,3pt,Jump Shot,[],1629022,25.443495400788436,82.84313725490196,1610612759,34,38,2022-01-09T17:43:47Z,2220000,-164.0,187.0,1,left,MISS L. Walker IV 24' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,,
227,PT09M07.00S,2022-01-09T17:43:47.3Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,34,38,2022-01-09T17:43:47Z,2230000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
228,PT09M02.00S,2022-01-09T17:43:51.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201988,73.01248357424441,20.34313725490196,1610612751,34,38,2022-01-09T17:44:10Z,2240000,-148.0,201.0,1,right,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
229,PT08M58.00S,2022-01-09T17:43:55.6Z,2,REGULAR,rebound,defensive,[],1629719,,,1610612759,34,38,2022-01-09T17:44:10Z,2250000,,,0,,D. Cacok REBOUND (Off:0 Def:4),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,228.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
230,PT08M56.00S,2022-01-09T17:44:04.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,34,38,2022-01-09T17:44:04Z,2260000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M52.00S,2022-01-09T17:47:12.9Z,2,REGULAR,3pt,Jump Shot,[],1627749,3.892904073587385,96.07843137254902,1610612759,34,38,2022-01-09T17:47:21Z,2270000,-230.0,-16.0,1,left,MISS D. Murray 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
232,PT08M45.00S,2022-01-09T17:47:19.9Z,2,REGULAR,rebound,offensive,[],1629719,,,1610612759,34,38,2022-01-09T17:47:21Z,2280000,,,0,,D. Cacok REBOUND (Off:1 Def:4),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,231.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
233,PT08M45.00S,2022-01-09T17:47:19.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629719,5.590000152587891,50.0,1610612759,34,38,2022-01-09T17:47:23Z,2290000,0.0,0.0,1,left,MISS D. Cacok tip Layup,[1629719],1610612759.0,SAS,tip,,,Cacok,D. Cacok,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
234,PT08M45.00S,2022-01-09T17:47:19.5Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,34,38,2022-01-09T17:47:23Z,2300000,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,233.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
235,PT08M40.00S,2022-01-09T17:47:23.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630580,32.14520367936925,45.588235294117645,1610612759,34,41,2022-01-09T17:47:26Z,2310000,22.0,250.0,1,left,J. Wieskamp 25' 3PT  (3 PTS) (J. Poeltl 2 AST),"[1630580, 1627751]",1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,25.07,Made,,,,,,,,,,,3.0,J. Poeltl,1627751.0,2.0,,,,,
237,PT08M23.00S,2022-01-09T17:47:40.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,80.50262812089356,42.8921568627451,1610612751,36,41,2022-01-09T17:47:45Z,2330000,-36.0,131.0,1,right,J. Harden 13' step back Jump Shot (4 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,13.55,Made,,,,,,,,,,,4.0,,,,,,,,
238,PT08M10.00S,2022-01-09T17:47:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.258212877792378,46.07843137254902,1610612759,36,43,2022-01-09T17:47:58Z,2340000,20.0,6.0,1,left,D. Murray driving Layup (9 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,2.06,Made,,,,,,,,,,,9.0,,,,,,,,
239,PT07M59.00S,2022-01-09T17:48:05.2Z,2,REGULAR,3pt,Jump Shot,[],201988,74.45795006570303,84.06862745098039,1610612751,39,43,2022-01-09T17:48:10Z,2350000,170.0,188.0,1,right,P. Mills 25' 3PT  (5 PTS) (J. Harden 8 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.34,Made,,,,,,,,,,,5.0,J. Harden,201935.0,8.0,,,,,
241,PT07M43.00S,2022-01-09T17:48:21.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,5.075558475689881,45.09803921568628,1610612759,39,43,2022-01-09T17:48:26Z,2370000,25.0,-5.0,1,left,MISS J. Poeltl cutting DUNK,[1627751],1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,,
242,PT07M39.00S,2022-01-09T17:48:24.9Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,39,43,2022-01-09T17:48:24Z,2380000,,,0,,J. Poeltl REBOUND (Off:3 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,241.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
243,PT07M39.00S,2022-01-09T17:48:24.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,39,45,2022-01-09T17:51:35Z,2390000,0.0,0.0,1,left,J. Poeltl putback Layup (4 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,0.0,Made,,,,,,,,,,,4.0,,,,,,,,
244,PT07M25.00S,2022-01-09T17:48:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,94.1688567674113,51.225490196078425,1610612751,41,45,2022-01-09T17:48:43Z,2400000,6.0,2.0,1,right,D. Sharpe cutting Layup (2 PTS),[1630549],1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,0.65,Made,,,,,,,,,,,2.0,,,,,,,,
246,PT07M10.00S,2022-01-09T17:48:53.8Z,2,REGULAR,3pt,Jump Shot,[],1630580,31.488173455978973,62.00980392156863,1610612759,41,45,2022-01-09T17:48:58Z,2420000,-60.0,243.0,1,left,MISS J. Wieskamp 25' 3PT,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
247,PT07M07.00S,2022-01-09T17:48:56.8Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,41,45,2022-01-09T17:48:58Z,2430000,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
248,PT06M59.00S,2022-01-09T17:49:04.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,91.5407358738502,35.78431372549019,1610612751,41,45,2022-01-09T17:49:11Z,2440000,-71.0,27.0,1,right,MISS C. Thomas 7' driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,7.61,Missed,,,,,,,,,,,,,,,,,,,
249,PT06M55.00S,2022-01-09T17:49:08.9Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,41,45,2022-01-09T17:49:11Z,2450000,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,248.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
250,PT06M55.00S,2022-01-09T17:49:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,94.40999984741211,50.0,1610612751,41,45,2022-01-09T17:49:09Z,2460000,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
251,PT06M54.00S,2022-01-09T17:49:10.2Z,2,REGULAR,rebound,defensive,[],1629719,,,1610612759,41,45,2022-01-09T17:49:10Z,2470000,,,0,,D. Cacok REBOUND (Off:1 Def:5),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,250.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
252,PT06M48.00S,2022-01-09T17:49:15.6Z,2,REGULAR,2pt,Jump Shot,[],1627749,19.793035479632064,72.54901960784314,1610612759,41,45,2022-01-09T17:49:24Z,2480000,-113.0,134.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,17.48,Missed,,,,,,,,,,,,,,,,,,,
253,PT06M48.00S,2022-01-09T17:49:15.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,41,45,2022-01-09T17:49:24Z,2490000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,
254,PT06M48.00S,2022-01-09T17:49:20.8Z,2,REGULAR,foul,personal,[],201949,,,1610612759,41,45,2022-01-09T17:49:36Z,2500000,,,0,,J. Johnson loose ball personal FOUL (1 PF),"[201949, 1627751]",1610612751.0,BKN,loose ball,,,Johnson,J. Johnson,,,,,,,,,,,1179.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,,
256,PT06M48.00S,2022-01-09T17:49:31.2Z,2,REGULAR,substitution,out,[],1630549,,,1610612759,41,45,2022-01-09T17:49:38Z,2520000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M48.00S,2022-01-09T17:49:31.2Z,2,REGULAR,substitution,out,[],1629719,,,1610612759,41,45,2022-01-09T17:49:38Z,2530000,,,0,,SUB out: D. Cacok,[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M48.00S,2022-01-09T17:49:31.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612759,41,45,2022-01-09T17:49:38Z,2540000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M48.00S,2022-01-09T17:49:31.2Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,41,45,2022-01-09T17:49:38Z,2550000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M48.00S,2022-01-09T17:50:12.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612759,41,45,2022-01-09T17:50:42Z,2560000,,,0,,,[],,,support,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,Common Foul Upheld
261,PT06M48.00S,2022-01-09T17:50:41.7Z,2,REGULAR,substitution,out,[],1630560,,,1610612759,41,45,2022-01-09T17:50:50Z,2570000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M48.00S,2022-01-09T17:50:41.7Z,2,REGULAR,substitution,in,[],201142,,,1610612759,41,45,2022-01-09T17:50:50Z,2580000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M34.00S,2022-01-09T17:51:22.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628966,12.565703022339028,20.588235294117645,1610612759,41,45,2022-01-09T17:51:42Z,2590000,147.0,66.0,1,left,MISS K. Bates-Diop 16' turnaround fadeaway Shot,[1628966],1610612759.0,SAS,turnaround fadeaway,,,Bates-Diop,K. Bates-Diop,,,,,16.11,Missed,,,,,,,,,,,,,,,,,,,
264,PT06M33.00S,2022-01-09T17:51:23.2Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,41,45,2022-01-09T17:53:24Z,2600000,,,0,,J. Poeltl REBOUND (Off:4 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,263.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
282,PT06M33.00S,2022-01-09T17:51:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,6.258212877792378,51.71568627450981,1610612759,41,45,2022-01-09T17:53:14Z,2605000,-9.0,6.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,1.07,Missed,,,,,,,,,,,,,,,,,,,
283,PT06M31.00S,2022-01-09T17:51:29.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,41,45,2022-01-09T17:53:07Z,2607500,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
265,PT06M26.00S,2022-01-09T17:51:32.5Z,2,REGULAR,foul,personal,['2freethrow'],1630580,,,1610612751,41,45,2022-01-09T17:51:43Z,2610000,,,0,,J. Wieskamp shooting personal FOUL (1 PF) (Harden 2 FT),"[1630580, 201935]",1610612759.0,SAS,shooting,,,Wieskamp,J. Wieskamp,,,,,,,,,,,1179.0,1.0,0.0,Harden,201935.0,,,,,,,,,,
