actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
350,PT10M20.00S,2022-01-08T01:59:03.5Z,3,REGULAR,turnover,lost ball,[],203507,,,1610612749,52,65,2022-01-08T01:59:10Z,3420000,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 201988]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,2.0,Mills,201988.0,,,,,,
351,PT10M20.00S,2022-01-08T01:59:03.5Z,3,REGULAR,steal,,[],201988,,,1610612751,52,65,2022-01-08T01:59:05Z,3430000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT10M16.00S,2022-01-08T01:59:07.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201142,94.43166885676742,46.32352941176471,1610612751,54,65,2022-01-08T01:59:17Z,3440000,-18.0,0.0,1,right,K. Durant cutting finger roll Layup (21 PTS) (P. Mills 2 AST),"[201142, 201988]",1610612751.0,BKN,cutting finger roll,,,Durant,K. Durant,,,,,1.84,Made,,,,,21.0,,,,,,,,,P. Mills,201988.0,2.0,,,
354,PT10M03.00S,2022-01-08T01:59:20.6Z,3,REGULAR,3pt,Jump Shot,[],202083,30.962549277266753,34.31372549019608,1610612749,54,68,2022-01-08T01:59:27Z,3460000,78.0,239.0,1,left,W. Matthews 25' 3PT  (7 PTS) (K. Middleton 3 AST),"[202083, 203114]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.11,Made,,,,,7.0,,,,,,,,,K. Middleton,203114.0,3.0,,,
356,PT09M50.00S,2022-01-08T01:59:35.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,83.78777923784494,50.49019607843137,1610612751,56,68,2022-01-08T01:59:41Z,3480000,2.0,100.0,1,right,J. Harden 9' driving floating Jump Shot (11 PTS),[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,9.99,Made,,,,,11.0,,,,,,,,,,,,,,
357,PT09M50.00S,2022-01-08T01:59:40.4Z,3,REGULAR,foul,personal,['1freethrow'],203114,,,1610612751,56,68,2022-01-08T01:59:47Z,3490000,,,0,,K. Middleton shooting personal FOUL (2 PF) (Harden 1 FT),"[203114, 201935]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,,,,,,,,202053.0,2.0,0.0,Harden,201935.0,,,,,,,,,
359,PT09M50.00S,2022-01-08T02:00:06.5Z,3,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,57,68,2022-01-08T02:00:06Z,3510000,,,0,,J. Harden Free Throw 1 of 1 (12 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
360,PT09M36.00S,2022-01-08T02:00:21.3Z,3,REGULAR,3pt,Jump Shot,[],202083,21.107095926412615,9.803921568627452,1610612749,57,68,2022-01-08T02:00:26Z,3520000,201.0,146.0,1,left,MISS W. Matthews 24' step back 3PT,[202083],1610612749.0,MIL,step back,,,Matthews,W. Matthews,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
361,PT09M32.00S,2022-01-08T02:00:25.3Z,3,REGULAR,rebound,defensive,[],1630561,,,1610612751,57,68,2022-01-08T02:00:26Z,3530000,,,0,,D. Duke Jr. REBOUND (Off:0 Def:2),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,360.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
362,PT09M19.00S,2022-01-08T02:00:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.1688567674113,49.26470588235294,1610612751,59,68,2022-01-08T02:00:45Z,3540000,-4.0,2.0,1,right,J. Harden driving finger roll Layup (14 PTS) (K. Durant 4 AST),"[201935, 201142]",1610612751.0,BKN,driving finger roll,,,Harden,J. Harden,,,,,0.44,Made,,,,,14.0,,,,,,,,,K. Durant,201142.0,4.0,,,
363,PT09M11.00S,2022-01-08T02:00:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.623521681997373,44.6078431372549,1610612749,59,70,2022-01-08T02:01:18Z,3550000,27.0,29.0,1,left,G. Antetokounmpo driving Layup (14 PTS) (K. Middleton 4 AST),"[203507, 203114]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.93,Made,,,,,14.0,,,,,,,,,K. Middleton,203114.0,4.0,,,
364,PT09M11.00S,2022-01-08T02:00:55.6Z,3,REGULAR,foul,personal,['1freethrow'],201142,,,1610612749,59,70,2022-01-08T02:01:09Z,3560000,,,0,,K. Durant shooting personal FOUL (4 PF) (Antetokounmpo 1 FT),"[201142, 203507]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,,202053.0,4.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
367,PT09M11.00S,2022-01-08T02:01:30.4Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,59,71,2022-01-08T02:01:30Z,3580000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (15 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
368,PT09M00.00S,2022-01-08T02:01:44.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.21090670170827,41.911764705882355,1610612751,59,71,2022-01-08T02:01:50Z,3590000,-40.0,115.0,1,right,MISS K. Durant 12' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,12.16,Missed,,,,,,,,,,,,,,,,,,,
369,PT08M54.00S,2022-01-08T02:01:50.3Z,3,REGULAR,rebound,defensive,[],202083,,,1610612749,59,71,2022-01-08T02:01:50Z,3600000,,,0,,W. Matthews REBOUND (Off:0 Def:5),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,368.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
370,PT08M48.00S,2022-01-08T02:02:00.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,7.30946123521682,47.794117647058826,1610612749,59,71,2022-01-08T02:03:58Z,3610000,11.0,16.0,1,left,MISS G. Antetokounmpo driving floating Shot - blocked,"[203507, 201142]",1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,1.96,Missed,,,,,,,,,,,,,,,,,Durant,201142.0,
371,PT08M48.00S,2022-01-08T02:02:00.6Z,3,REGULAR,block,,[],201142,,,1610612749,59,71,2022-01-08T02:02:04Z,3620000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M48.00S,2022-01-08T02:02:00.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,59,71,2022-01-08T02:02:19Z,3630000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,,
373,PT08M45.00S,2022-01-08T02:02:27.1Z,3,REGULAR,jumpball,recovered,[],203114,,,1610612749,59,71,2022-01-08T02:02:27Z,3640000,,,0,,Jump Ball G. Antetokounmpo vs. K. Durant: Tip to K. Middleton,"[203114, 203507, 201142]",1610612749.0,MIL,heldball,K. Middleton,203114.0,Middleton,K. Middleton,Antetokounmpo,203507.0,Durant,201142.0,,,,,,,,,,,,,,,,,,,,,
378,PT08M40.00S,2022-01-08T02:02:33.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203114,30.305519053876477,32.84313725490196,1610612749,59,74,2022-01-08T02:04:23Z,3690000,86.0,232.0,1,left,K. Middleton 24' 3PT step back (13 PTS),[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,24.77,Made,,,,,13.0,,,,,,,,,,,,,,
379,PT08M40.00S,2022-01-08T02:02:38.5Z,3,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612749,59,74,2022-01-08T02:02:50Z,3700000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Middleton 1 FT),"[1629651, 203114]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,1199.0,1.0,0.0,Middleton,203114.0,,,,,,,,,
382,PT08M40.00S,2022-01-08T02:02:57.1Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203114,,,1610612749,59,75,2022-01-08T02:02:57Z,3720000,,,0,,K. Middleton Free Throw 1 of 1 (14 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
383,PT08M32.00S,2022-01-08T02:03:09.7Z,3,REGULAR,violation,kicked ball,[],203114,,,1610612751,59,75,2022-01-08T02:03:33Z,3730000,,,0,,K. Middleton kicked ball VIOLATION,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,202053.0,,,,,,,,,,,,,
384,PT08M32.00S,2022-01-08T02:03:15.6Z,3,REGULAR,substitution,out,[],1630561,,,1610612751,59,75,2022-01-08T02:03:23Z,3740000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M32.00S,2022-01-08T02:03:15.6Z,3,REGULAR,substitution,in,[],1630560,,,1610612751,59,75,2022-01-08T02:03:23Z,3750000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M18.00S,2022-01-08T02:03:40.0Z,3,REGULAR,2pt,Jump Shot,[],201142,90.22667542706965,70.09803921568627,1610612751,59,75,2022-01-08T02:04:02Z,3760000,100.0,39.0,1,right,MISS K. Durant 10' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,10.79,Missed,,,,,,,,,,,,,,,,,,,
387,PT08M18.00S,2022-01-08T02:03:40.0Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612749,59,75,2022-01-08T02:04:02Z,3770000,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,386.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
388,PT08M09.00S,2022-01-08T02:03:49.2Z,3,REGULAR,3pt,Jump Shot,[],203507,32.14520367936925,61.029411764705884,1610612749,59,78,2022-01-08T02:04:09Z,3780000,-55.0,250.0,1,left,G. Antetokounmpo 25' 3PT pullup (18 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,25.57,Made,,,,,18.0,,,,,,,,,,,,,,
389,PT08M02.00S,2022-01-08T02:04:00.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,59,78,2022-01-08T02:04:00Z,3790000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M43.00S,2022-01-08T02:07:46.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,94.1688567674113,51.470588235294116,1610612751,61,78,2022-01-08T02:07:51Z,3800000,7.0,2.0,1,right,N. Claxton driving Layup (6 PTS) (J. Harden 4 AST),"[1629651, 201935]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,0.77,Made,,,,,6.0,,,,,,,,,J. Harden,201935.0,4.0,,,
392,PT07M35.00S,2022-01-08T02:07:57.2Z,3,REGULAR,foul,personal,[],201988,,,1610612749,61,78,2022-01-08T02:08:07Z,3820000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 203507]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,1199.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
394,PT07M26.00S,2022-01-08T02:08:32.1Z,3,REGULAR,3pt,Jump Shot,[],203114,33.065045992115635,50.0,1610612749,61,81,2022-01-08T02:29:27Z,3840000,0.0,258.0,1,left,K. Middleton 25' 3PT pullup (17 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.83,Made,,,,,17.0,,,,,,,,,,,,,,
395,PT07M08.00S,2022-01-08T02:08:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.46057818659659,50.98039215686274,1610612751,61,81,2022-01-08T02:08:57Z,3850000,5.0,18.0,1,right,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,1.9,Missed,,,,,,,,,,,,,,,,,,,
396,PT07M03.00S,2022-01-08T02:08:55.1Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,61,81,2022-01-08T02:08:57Z,3860000,,,0,,B. Portis REBOUND (Off:3 Def:8),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,395.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
397,PT07M02.00S,2022-01-08T02:08:56.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,6.1268068331143235,48.77450980392157,1610612749,61,83,2022-01-08T02:09:15Z,3870000,6.0,5.0,1,left,G. Antetokounmpo running finger roll Layup (20 PTS) (B. Portis 2 AST),"[203507, 1626171]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,0.8,Made,,,,,20.0,,,,,,,,,B. Portis,1626171.0,2.0,,,
398,PT06M49.00S,2022-01-08T02:09:08.6Z,3,REGULAR,2pt,Jump Shot,[],201142,88.12417871222075,77.94117647058823,1610612751,63,83,2022-01-08T02:12:15Z,3880000,140.0,59.0,1,right,K. Durant 15' Jump Shot (23 PTS) (J. Harden 5 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,15.17,Made,,,,,23.0,,,,,,,,,J. Harden,201935.0,5.0,,,
401,PT06M28.00S,2022-01-08T02:09:30.1Z,3,REGULAR,3pt,Jump Shot,[],203114,17.427726675427067,95.09803921568627,1610612749,63,86,2022-01-08T02:09:36Z,3900000,-225.0,111.0,1,left,K. Middleton 25' 3PT  (20 PTS) (G. Antetokounmpo 5 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,25.15,Made,,,,,20.0,,,,,,,,,G. Antetokounmpo,203507.0,5.0,,,
403,PT06M14.00S,2022-01-08T02:09:46.2Z,3,REGULAR,foul,personal,[],202083,,,1610612751,63,86,2022-01-08T02:09:54Z,3920000,,,0,,W. Matthews personal FOUL (2 PF),"[202083, 201142]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,201245.0,2.0,0.0,Durant,201142.0,,,,,,,,,
405,PT06M14.00S,2022-01-08T02:09:51.5Z,3,REGULAR,substitution,out,[],1629651,,,1610612751,63,86,2022-01-08T02:09:58Z,3940000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M14.00S,2022-01-08T02:09:51.5Z,3,REGULAR,substitution,in,[],201949,,,1610612751,63,86,2022-01-08T02:09:58Z,3950000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M14.00S,2022-01-08T02:09:51.5Z,3,REGULAR,substitution,out,[],1629670,,,1610612751,63,86,2022-01-08T02:10:07Z,3960000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M14.00S,2022-01-08T02:09:51.5Z,3,REGULAR,substitution,in,[],203918,,,1610612751,63,86,2022-01-08T02:10:07Z,3970000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M10.00S,2022-01-08T02:10:17.9Z,3,REGULAR,3pt,Jump Shot,[],1630560,83.26215505913272,95.34313725490196,1610612751,63,86,2022-01-08T02:10:24Z,3980000,227.0,105.0,1,right,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
410,PT06M06.00S,2022-01-08T02:10:21.9Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,63,86,2022-01-08T02:10:24Z,3990000,,,0,,K. Middleton REBOUND (Off:0 Def:6),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,409.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
411,PT06M00.00S,2022-01-08T02:10:30.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630560,,,1610612749,63,86,2022-01-08T02:10:42Z,4000000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630560, 203507]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,,201245.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
413,PT06M00.00S,2022-01-08T02:11:06.6Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,63,86,2022-01-08T02:11:06Z,4020000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
414,PT06M00.00S,2022-01-08T02:11:06.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,63,86,2022-01-08T02:11:06Z,4030000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,,,,
415,PT06M00.00S,2022-01-08T02:11:29.7Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,63,87,2022-01-08T02:11:29Z,4040000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (21 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,21.0,,,,,,,,,,,,,,
416,PT05M40.00S,2022-01-08T02:11:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,94.30026281208936,53.67647058823529,1610612751,65,87,2022-01-08T02:12:00Z,4050000,18.0,1.0,1,right,C. Thomas driving reverse Layup (11 PTS),[1630560],1610612751.0,BKN,driving reverse,,,Thomas,C. Thomas,,,,,1.84,Made,,,,,11.0,,,,,,,,,,,,,,
417,PT05M29.00S,2022-01-08T02:12:04.6Z,3,REGULAR,3pt,Jump Shot,[],203507,28.86005256241787,75.24509803921569,1610612749,65,87,2022-01-08T02:16:04Z,4060000,-126.0,219.0,1,left,MISS G. Antetokounmpo 25' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
418,PT05M23.00S,2022-01-08T02:12:11.7Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,65,87,2022-01-08T02:12:11Z,4070000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,417.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
419,PT05M19.00S,2022-01-08T02:12:16.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,28.465834428383708,79.41176470588235,1610612749,65,87,2022-01-08T02:12:21Z,4080000,-147.0,215.0,1,left,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
420,PT05M16.00S,2022-01-08T02:12:19.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,65,87,2022-01-08T02:12:21Z,4090000,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,419.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
421,PT05M10.00S,2022-01-08T02:12:24.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.93495400788436,49.754901960784316,1610612751,67,87,2022-01-08T02:12:31Z,4100000,-1.0,23.0,1,right,J. Harden driving Layup (16 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,2.33,Made,,,,,16.0,,,,,,,,,,,,,,
422,PT05M01.00S,2022-01-08T02:12:38.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,67,87,2022-01-08T02:12:38Z,4110000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M01.00S,2022-01-08T02:12:39.3Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,67,87,2022-01-08T02:15:35Z,4120000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M01.00S,2022-01-08T02:12:39.3Z,3,REGULAR,substitution,out,[],203507,,,1610612749,67,87,2022-01-08T02:15:35Z,4130000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M01.00S,2022-01-08T02:12:39.3Z,3,REGULAR,substitution,in,[],1630572,,,1610612749,67,87,2022-01-08T02:15:35Z,4140000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M01.00S,2022-01-08T02:12:39.3Z,3,REGULAR,substitution,in,[],204038,,,1610612749,67,87,2022-01-08T02:15:35Z,4150000,,,0,,SUB in: L. Galloway,[204038],1610612749.0,MIL,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M45.00S,2022-01-08T02:16:22.1Z,3,REGULAR,3pt,Jump Shot,[],203114,34.37910643889619,43.13725490196079,1610612749,67,87,2022-01-08T02:18:35Z,4160000,34.0,271.0,1,left,MISS K. Middleton 27' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
428,PT04M39.00S,2022-01-08T02:16:28.1Z,3,REGULAR,rebound,offensive,[],202083,,,1610612749,67,87,2022-01-08T02:20:47Z,4170000,,,0,,W. Matthews REBOUND (Off:1 Def:5),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,427.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
429,PT04M38.00S,2022-01-08T02:16:27.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202083,29.517082785808146,72.05882352941177,1610612749,67,90,2022-01-08T02:16:31Z,4180000,-110.0,225.0,1,left,W. Matthews 25' 3PT  (10 PTS),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.06,Made,,,,,10.0,,,,,,,,,,,,,,
431,PT04M29.00S,2022-01-08T02:16:37.1Z,3,REGULAR,3pt,Jump Shot,[],1630560,89.83245729303549,95.83333333333334,1610612751,70,90,2022-01-08T02:16:43Z,4200000,229.0,43.0,1,right,C. Thomas 3PT  (14 PTS) (K. Durant 5 AST),"[1630560, 201142]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,23.32,Made,,,,,14.0,,,,,,,,,K. Durant,201142.0,5.0,,,
433,PT04M03.00S,2022-01-08T02:17:02.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202083,18.74178712220762,49.01960784313725,1610612749,70,92,2022-01-08T02:17:07Z,4220000,5.0,124.0,1,left,W. Matthews 12' pullup Jump Shot (12 PTS),[202083],1610612749.0,MIL,pullup,,,Matthews,W. Matthews,,,,,12.38,Made,,,,,12.0,,,,,,,,,,,,,,
434,PT03M45.00S,2022-01-08T02:17:20.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201949,92.72339027595268,50.49019607843137,1610612751,72,92,2022-01-08T02:29:38Z,4230000,2.0,16.0,1,right,J. Johnson driving DUNK (4 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,1.61,Made,,,,,4.0,,,,,,,,,,,,,,
435,PT03M45.00S,2022-01-08T02:17:29.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612749,72,92,2022-01-08T02:17:29Z,4240000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M45.00S,2022-01-08T02:17:30.1Z,3,REGULAR,substitution,out,[],201988,,,1610612749,72,92,2022-01-08T02:18:57Z,4250000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M45.00S,2022-01-08T02:17:30.1Z,3,REGULAR,substitution,out,[],203114,,,1610612749,72,92,2022-01-08T02:18:57Z,4260000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M45.00S,2022-01-08T02:17:30.1Z,3,REGULAR,substitution,out,[],202083,,,1610612749,72,92,2022-01-08T02:18:57Z,4270000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M45.00S,2022-01-08T02:17:30.1Z,3,REGULAR,substitution,in,[],1628971,,,1610612749,72,92,2022-01-08T02:18:57Z,4280000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M45.00S,2022-01-08T02:17:30.1Z,3,REGULAR,substitution,in,[],203507,,,1610612749,72,92,2022-01-08T02:18:57Z,4290000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M45.00S,2022-01-08T02:17:30.1Z,3,REGULAR,substitution,in,[],1628400,,,1610612749,72,92,2022-01-08T02:18:57Z,4300000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M34.00S,2022-01-08T02:19:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.389618922470433,45.34313725490196,1610612749,72,94,2022-01-08T02:19:29Z,4310000,23.0,8.0,1,left,G. Antetokounmpo driving reverse Layup (23 PTS),[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,2.45,Made,,,,,23.0,,,,,,,,,,,,,,
