actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
176,PT11M09.00S,2022-02-18T01:10:50.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,31,26,2022-02-18T01:10:56Z,1760000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,
177,PT11M09.00S,2022-02-18T01:10:58.4Z,2,REGULAR,foul,personal,[],1630264,,,1610612751,31,26,2022-02-18T01:11:12Z,1770000,,,0,,A. Gill loose ball personal FOUL (1 PF),"[1630264, 201933]",1610612764.0,WAS,loose ball,,,Gill,A. Gill,,,,,,,,,,,,,,,,,202053.0,,,,1.0,0.0,Griffin,201933.0,
179,PT10M55.00S,2022-02-18T01:11:22.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,85.3646517739816,42.64705882352941,1610612751,31,26,2022-02-18T01:11:26Z,1790000,-37.0,85.0,1,right,MISS C. Thomas 9' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,9.27,Missed,,,,,,,,,,,,,,,,,,,
180,PT10M52.00S,2022-02-18T01:11:25.9Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,31,26,2022-02-18T01:11:26Z,1800000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
181,PT10M36.00S,2022-02-18T01:11:42.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630557,6.258212877792378,53.431372549019606,1610612764,31,28,2022-02-18T01:11:47Z,1810000,-17.0,6.0,1,left,C. Kispert driving bank Hook (5 PTS) (A. Gill 1 AST),"[1630557, 1630264]",1610612764.0,WAS,driving bank,,,Kispert,C. Kispert,,,,,1.83,Made,,,,,5.0,,,A. Gill,1630264.0,1.0,,,,,,,,,
183,PT10M29.00S,2022-02-18T01:11:55.6Z,2,REGULAR,turnover,out-of-bounds,[],201933,,,1610612751,31,28,2022-02-18T01:14:07Z,1830000,,,0,,B. Griffin bad pass out-of-bounds TURNOVER (1 TO),[201933],1610612751.0,BKN,bad pass,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,201245.0,1.0,,,,,,,
184,PT10M21.00S,2022-02-18T01:12:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630264,7.703679369250986,47.794117647058826,1610612764,31,28,2022-02-18T01:16:35Z,1840000,11.0,20.0,1,left,MISS A. Gill cutting Layup - blocked,"[1630264, 201988]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,2.27,Missed,,,,,,Mills,201988.0,,,,,,,,,,,,
185,PT10M21.00S,2022-02-18T01:12:11.7Z,2,REGULAR,block,,[],201988,,,1610612764,31,28,2022-02-18T01:16:30Z,1850000,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M19.00S,2022-02-18T01:12:13.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,31,28,2022-02-18T01:16:35Z,1860000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,
187,PT10M19.00S,2022-02-18T01:12:17.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,31,28,2022-02-18T01:12:17Z,1870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M09.00S,2022-02-18T01:12:30.5Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202397,14.931011826544022,21.323529411764707,1610612764,31,30,2022-02-18T01:12:35Z,1880000,143.0,88.0,1,left,I. Smith 16' pullup Jump Shot (2 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,16.82,Made,,,,,2.0,,,,,,,,,,,,,,
189,PT09M56.00S,2022-02-18T01:12:44.4Z,2,REGULAR,turnover,lost ball,[],200746,,,1610612751,31,30,2022-02-18T01:12:50Z,1890000,,,0,,L. Aldridge lost ball TURNOVER (1 TO),"[200746, 1629060]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,1.0,Hachimura,1629060.0,,,,,
190,PT09M56.00S,2022-02-18T01:12:44.4Z,2,REGULAR,steal,,[],1629060,,,1610612764,31,30,2022-02-18T01:12:48Z,1900000,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M48.00S,2022-02-18T01:13:19.5Z,2,REGULAR,jumpball,recovered,[],201988,,,1610612764,31,30,2022-02-18T01:13:19Z,1910000,,,0,,Jump Ball P. Mills vs. C. Kispert: Tip to P. Mills,"[201988, 201988, 1630557]",1610612751.0,BKN,heldball,P. Mills,201988.0,Mills,P. Mills,Mills,201988.0,Kispert,1630557.0,,,,,,,,,,,,,,,,,,,,,
194,PT09M48.00S,2022-02-18T01:13:19.5Z,2,REGULAR,turnover,lost ball,[],1630557,,,1610612764,31,30,2022-02-18T01:13:19Z,1940000,,,0,,C. Kispert lost ball TURNOVER (1 TO),"[1630557, 201988]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,1.0,Mills,201988.0,,,,,
195,PT09M48.00S,2022-02-18T01:13:19.5Z,2,REGULAR,steal,,[],201988,,,1610612751,31,30,2022-02-18T01:13:19Z,1950000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M48.00S,2022-02-18T01:13:22.1Z,2,REGULAR,foul,personal,['2freethrow'],202397,,,1610612751,31,30,2022-02-18T01:13:38Z,1960000,,,0,,I. Smith shooting personal FOUL (2 PF) (Mills 2 FT),"[202397, 201988]",1610612764.0,WAS,shooting,,,Smith,I. Smith,,,,,,,,,,,,,,,,,202053.0,,,,2.0,0.0,Mills,201988.0,
198,PT09M48.00S,2022-02-18T01:13:47.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201988,,,1610612751,32,30,2022-02-18T01:13:47Z,1980000,,,0,,P. Mills Free Throw 1 of 2 (9 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
199,PT09M48.00S,2022-02-18T01:13:47.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201988,,,1610612751,32,30,2022-02-18T01:14:09Z,1990000,,,0,,MISS P. Mills Free Throw 2 of 2,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Missed,,,,,,,,,,,,,,,,,,,
200,PT09M45.00S,2022-02-18T01:13:50.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,32,30,2022-02-18T01:14:09Z,2000000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,199.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
201,PT09M28.00S,2022-02-18T01:14:22.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,8.754927726675426,43.627450980392155,1610612764,32,32,2022-02-18T01:19:55Z,2010000,32.0,30.0,1,left,D. Avdija driving floating Jump Shot (4 PTS),[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,4.37,Made,,,,,4.0,,,,,,,,,,,,,,
202,PT09M19.00S,2022-02-18T01:14:32.3Z,2,REGULAR,2pt,Jump Shot,[],1630560,93.77463863337714,22.794117647058822,1610612751,32,32,2022-02-18T01:14:35Z,2020000,-136.0,6.0,1,right,MISS C. Thomas 13' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,13.61,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M17.00S,2022-02-18T01:14:34.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,32,32,2022-02-18T01:14:35Z,2030000,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,202.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
204,PT09M03.00S,2022-02-18T01:14:47.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630264,10.5946123521682,48.77450980392157,1610612764,32,32,2022-02-18T01:14:52Z,2040000,6.0,47.0,1,left,MISS A. Gill Hook - blocked,"[1630264, 200746]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,4.75,Missed,,,,,,Aldridge,200746.0,,,,,,,,,,,,
205,PT09M03.00S,2022-02-18T01:14:47.5Z,2,REGULAR,block,,[],200746,,,1610612764,32,32,2022-02-18T01:14:50Z,2050000,,,0,,L. Aldridge BLOCK (2 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M59.00S,2022-02-18T01:14:51.5Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,32,32,2022-02-18T01:14:52Z,2060000,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
207,PT08M59.00S,2022-02-18T01:14:52.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,7.178055190538765,49.01960784313725,1610612764,32,34,2022-02-18T01:14:56Z,2070000,5.0,15.0,1,left,A. Gill putback Layup (5 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,1.58,Made,,,,,5.0,,,,,,,,,,,,,,
208,PT08M50.00S,2022-02-18T01:15:00.8Z,2,REGULAR,2pt,Jump Shot,[],201988,89.30683311432325,76.47058823529412,1610612751,32,34,2022-02-18T01:15:05Z,2080000,132.0,48.0,1,right,MISS P. Mills 14' fadeaway Shot,[201988],1610612751.0,BKN,fadeaway,,,Mills,P. Mills,,,,,14.08,Missed,,,,,,,,,,,,,,,,,,,
209,PT08M45.00S,2022-02-18T01:15:05.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,32,34,2022-02-18T01:15:05Z,2090000,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,208.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
210,PT08M36.00S,2022-02-18T01:15:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,7.046649145860711,49.01960784313725,1610612764,32,34,2022-02-18T01:15:18Z,2100000,5.0,14.0,1,left,MISS A. Gill Layup - blocked,"[1630264, 201933]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,1.45,Missed,,,,,,Griffin,201933.0,,,,,,,,,,,,
211,PT08M36.00S,2022-02-18T01:15:13.8Z,2,REGULAR,block,,[],201933,,,1610612764,32,34,2022-02-18T01:15:16Z,2110000,,,0,,B. Griffin BLOCK (1 BLK),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M36.00S,2022-02-18T01:15:13.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,32,34,2022-02-18T01:15:18Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,
213,PT08M36.00S,2022-02-18T01:15:19.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,32,34,2022-02-18T01:15:19Z,2130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,out,[],200746,,,1610612764,32,34,2022-02-18T01:15:34Z,2140000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,out,[],1630560,,,1610612764,32,34,2022-02-18T01:15:34Z,2150000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,out,[],1630561,,,1610612764,32,34,2022-02-18T01:15:34Z,2160000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,32,34,2022-02-18T01:15:34Z,2170000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,in,[],203083,,,1610612764,32,34,2022-02-18T01:15:34Z,2180000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,in,[],203552,,,1610612764,32,34,2022-02-18T01:15:34Z,2190000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,in,[],1628971,,,1610612764,32,34,2022-02-18T01:15:34Z,2200000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M36.00S,2022-02-18T01:15:20.0Z,2,REGULAR,substitution,in,[],1628418,,,1610612764,32,34,2022-02-18T01:15:34Z,2210000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M26.00S,2022-02-18T01:15:55.6Z,2,REGULAR,foul,personal,[],201988,,,1610612764,32,34,2022-02-18T01:16:18Z,2220000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 1629060]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,202053.0,,,,1.0,0.0,Hachimura,1629060.0,
224,PT08M19.00S,2022-02-18T01:16:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202397,14.011169513797633,40.44117647058824,1610612764,32,34,2022-02-18T01:16:26Z,2240000,48.0,79.0,1,left,MISS I. Smith 9' driving Layup,[202397],1610612764.0,WAS,driving,,,Smith,I. Smith,,,,,9.25,Missed,,,,,,,,,,,,,,,,,,,
225,PT08M17.00S,2022-02-18T01:16:22.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,32,34,2022-02-18T01:16:26Z,2250000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
226,PT08M02.00S,2022-02-18T01:16:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,91.80354796320631,53.67647058823529,1610612751,32,34,2022-02-18T01:16:44Z,2260000,18.0,25.0,1,right,MISS B. Brown driving Layup - blocked,"[1628971, 202397]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,3.06,Missed,,,,,,Smith,202397.0,,,,,,,,,,,,
238,PT08M02.00S,2022-02-18T01:16:38.9Z,2,REGULAR,block,,[],202397,,,1610612751,32,34,2022-02-18T01:17:34Z,2265000,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M02.00S,2022-02-18T01:16:38.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,32,34,2022-02-18T01:17:34Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,
228,PT08M02.00S,2022-02-18T01:16:44.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,32,34,2022-02-18T01:16:44Z,2280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M02.00S,2022-02-18T01:16:45.0Z,2,REGULAR,substitution,out,[],201933,,,1610612751,32,34,2022-02-18T01:16:48Z,2290000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M02.00S,2022-02-18T01:16:45.0Z,2,REGULAR,substitution,in,[],1630556,,,1610612751,32,34,2022-02-18T01:16:48Z,2300000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M57.00S,2022-02-18T01:17:01.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,93.51182654402102,53.431372549019606,1610612751,32,34,2022-02-18T01:17:09Z,2310000,17.0,8.0,1,right,MISS B. Brown Layup,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M56.00S,2022-02-18T01:17:02.0Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,32,34,2022-02-18T01:17:09Z,2320000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,231.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
233,PT07M56.00S,2022-02-18T01:17:03.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,94.40999984741211,50.0,1610612751,32,34,2022-02-18T01:17:03Z,2330000,0.0,0.0,1,right,MISS B. Brown tip Layup,[1628971],1610612751.0,BKN,tip,,,Brown,B. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M55.00S,2022-02-18T01:17:04.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,32,34,2022-02-18T01:17:04Z,2340000,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,233.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
235,PT07M53.00S,2022-02-18T01:17:06.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201988,74.06373193166885,83.57843137254902,1610612751,32,34,2022-02-18T01:17:11Z,2350000,168.0,191.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
236,PT07M53.00S,2022-02-18T01:17:06.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,32,34,2022-02-18T01:17:11Z,2360000,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,235.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
237,PT07M36.00S,2022-02-18T01:17:22.3Z,2,REGULAR,3pt,Jump Shot,[],1630557,2.447437582128778,96.56862745098039,1610612764,32,37,2022-02-18T01:17:27Z,2370000,-233.0,-29.0,1,left,C. Kispert 3PT  (8 PTS) (D. Avdija 1 AST),"[1630557, 1630166]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,23.47,Made,,,,,8.0,,,D. Avdija,1630166.0,1.0,,,,,,,,,
239,PT07M20.00S,2022-02-18T01:17:38.7Z,2,REGULAR,2pt,Jump Shot,[],203552,91.93495400788436,74.50980392156863,1610612751,32,37,2022-02-18T01:19:18Z,2380000,123.0,23.0,1,right,MISS S. Curry 12' driving floating bank Shot,[203552],1610612751.0,BKN,driving floating bank,,,Curry,S. Curry,,,,,12.47,Missed,,,,,,,,,,,,,,,,,,,
240,PT07M18.00S,2022-02-18T01:17:40.7Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,32,37,2022-02-18T01:19:18Z,2390000,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,239.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
241,PT07M15.00S,2022-02-18T01:17:43.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201988,86.67871222076215,4.166666666666666,1610612751,35,37,2022-02-18T01:17:47Z,2400000,-229.0,73.0,1,right,P. Mills 24' 3PT  (12 PTS) (B. Brown 2 AST),"[201988, 1628971]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.05,Made,,,,,12.0,,,B. Brown,1628971.0,2.0,,,,,,,,,
243,PT07M07.00S,2022-02-18T01:17:51.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,7.046649145860711,54.166666666666664,1610612764,35,39,2022-02-18T01:17:54Z,2420000,-21.0,14.0,1,left,R. Hachimura Layup (5 PTS) (T. Bryant 1 AST),"[1629060, 1628418]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,2.49,Made,,,,,5.0,,,T. Bryant,1628418.0,1.0,,,,,,,,,
245,PT06M56.00S,2022-02-18T01:18:02.6Z,2,REGULAR,3pt,Jump Shot,[],201988,69.99014454664915,74.26470588235294,1610612751,38,39,2022-02-18T01:18:06Z,2440000,121.0,230.0,1,right,P. Mills 25' 3PT pullup (15 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,25.97,Made,,,,,15.0,,,,,,,,,,,,,,
246,PT06M40.00S,2022-02-18T01:18:18.4Z,2,REGULAR,2pt,Jump Shot,[],1629060,3.235873850197109,88.72549019607843,1610612764,38,39,2022-02-18T01:18:23Z,2450000,-194.0,-22.0,1,left,MISS R. Hachimura 19' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,19.49,Missed,,,,,,,,,,,,,,,,,,,
247,PT06M38.00S,2022-02-18T01:18:20.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,38,39,2022-02-18T01:18:23Z,2460000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,246.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
248,PT06M35.00S,2022-02-18T01:18:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.32917214191852,56.127450980392155,1610612751,40,39,2022-02-18T01:18:31Z,2470000,31.0,20.0,1,right,B. Brown driving Layup (4 PTS) (P. Mills 1 AST),"[1628971, 201988]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,3.63,Made,,,,,4.0,,,P. Mills,201988.0,1.0,,,,,,,,,
250,PT06M35.00S,2022-02-18T01:18:29.0Z,2,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612751,40,39,2022-02-18T01:21:26Z,2490000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Brown 1 FT),"[1630166, 1628971]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,202053.0,,,,1.0,0.0,Brown,1628971.0,
253,PT06M35.00S,2022-02-18T01:18:45.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,40,39,2022-02-18T01:18:45Z,2510000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M35.00S,2022-02-18T01:18:49.0Z,2,REGULAR,substitution,out,[],202397,,,1610612751,40,39,2022-02-18T01:21:16Z,2520000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M35.00S,2022-02-18T01:18:49.0Z,2,REGULAR,substitution,out,[],1629060,,,1610612751,40,39,2022-02-18T01:21:16Z,2530000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M35.00S,2022-02-18T01:18:49.0Z,2,REGULAR,substitution,out,[],1630166,,,1610612751,40,39,2022-02-18T01:21:16Z,2540000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M35.00S,2022-02-18T01:18:49.0Z,2,REGULAR,substitution,in,[],1628398,,,1610612751,40,39,2022-02-18T01:21:16Z,2550000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M35.00S,2022-02-18T01:18:49.0Z,2,REGULAR,substitution,in,[],203526,,,1610612751,40,39,2022-02-18T01:21:16Z,2560000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M35.00S,2022-02-18T01:18:49.0Z,2,REGULAR,substitution,in,[],203484,,,1610612751,40,39,2022-02-18T01:21:16Z,2570000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M35.00S,2022-02-18T01:21:36.8Z,2,REGULAR,freethrow,1 of 1,[],1628971,,,1610612751,40,39,2022-02-18T01:21:41Z,2580000,,,0,,MISS B. Brown Free Throw 1 of 1,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
261,PT06M32.00S,2022-02-18T01:21:39.8Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612764,40,39,2022-02-18T01:21:41Z,2590000,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,260.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
262,PT06M21.00S,2022-02-18T01:21:49.3Z,2,REGULAR,3pt,Jump Shot,[],1630557,20.45006570302234,90.93137254901961,1610612764,40,39,2022-02-18T01:21:54Z,2600000,-205.0,140.0,1,left,MISS C. Kispert 24' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
263,PT06M18.00S,2022-02-18T01:21:52.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,40,39,2022-02-18T01:21:54Z,2610000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,262.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
