actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
465,PT04M55.00S,2021-11-17T02:16:51.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627780,,,1610612744,68,84,2021-11-17T02:16:51Z,4560000,,,0,,MISS G. Payton II Free Throw 1 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,Missed,,,,,,,,,,,,,,
466,PT04M55.00S,2021-11-17T02:16:51.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,68,84,2021-11-17T02:16:51Z,4570000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,465.0,,,,,,,,
467,PT04M55.00S,2021-11-17T02:17:04.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627780,,,1610612744,68,85,2021-11-17T02:17:04Z,4580000,,,0,,G. Payton II Free Throw 2 of 2 (6 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
468,PT04M41.00S,2021-11-17T02:17:21.9Z,3,REGULAR,2pt,Jump Shot,[],201142,8.886333771353483,31.862745098039213,1610612751,68,85,2021-11-17T02:17:29Z,4590000,91.0,31.0,1,left,MISS K. Durant 9' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,9.59,Missed,,,,,,,,,,,,,,
469,PT04M40.00S,2021-11-17T02:17:22.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,68,85,2021-11-17T02:17:29Z,4600000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,468.0,,,,,,,,
470,PT04M34.00S,2021-11-17T02:17:45.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],200746,26.231931668856767,59.80392156862745,1610612751,70,85,2021-11-17T02:17:49Z,4610000,-49.0,194.0,1,left,L. Aldridge 20' Jump Shot (2 PTS) (K. Durant 3 AST),"[200746, 201142]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,20.02,Made,2.0,K. Durant,201142.0,3.0,,,,,,,,,,
472,PT04M20.00S,2021-11-17T02:17:59.2Z,3,REGULAR,3pt,Jump Shot,[],1629673,69.33311432325887,71.07843137254902,1610612744,70,85,2021-11-17T02:18:04Z,4630000,105.0,236.0,1,right,MISS J. Poole 25' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,,,,25.83,Missed,,,,,,,,,,,,,,
473,PT04M17.00S,2021-11-17T02:18:02.2Z,3,REGULAR,rebound,defensive,[],200746,,,1610612751,70,85,2021-11-17T02:18:04Z,4640000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,472.0,1.0,1.0,0.0,,,,,
474,PT04M08.00S,2021-11-17T02:18:11.7Z,3,REGULAR,3pt,Jump Shot,[],201142,3.3672798948751645,94.36274509803921,1610612751,70,85,2021-11-17T02:18:16Z,4650000,-222.0,-21.0,1,left,MISS K. Durant 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,22.28,Missed,,,,,,,,,,,,,,
475,PT04M04.00S,2021-11-17T02:18:15.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,70,85,2021-11-17T02:18:16Z,4660000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,474.0,3.0,3.0,0.0,,,,,
476,PT03M47.00S,2021-11-17T02:18:32.4Z,3,REGULAR,3pt,Jump Shot,[],203110,66.3107752956636,65.68627450980392,1610612744,70,88,2021-11-17T02:18:43Z,4670000,78.0,264.0,1,right,D. Green 27' 3PT  (9 PTS) (J. Poole 3 AST),"[203110, 1629673]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,27.56,Made,9.0,J. Poole,1629673.0,3.0,,,,,,,,,,
479,PT03M19.00S,2021-11-17T02:19:00.5Z,3,REGULAR,3pt,Jump Shot,[],200746,31.882391590013142,38.23529411764706,1610612751,70,88,2021-11-17T02:19:10Z,4700000,59.0,247.0,1,left,MISS L. Aldridge 25' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,25.41,Missed,,,,,,,,,,,,,,
480,PT03M15.00S,2021-11-17T02:19:04.7Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,70,88,2021-11-17T02:19:04Z,4710000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,479.0,4.0,3.0,1.0,,,,,
482,PT03M03.00S,2021-11-17T02:19:21.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627761,,,1610612744,70,88,2021-11-17T02:19:28Z,4730000,,,0,,D. Bembry personal FOUL (3 PF) (Poole 2 FT),"[1627761, 1629673]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,203591.0,3.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,,
484,PT03M03.00S,2021-11-17T02:19:49.3Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,70,89,2021-11-17T02:20:19Z,4750000,,,0,,J. Poole Free Throw 1 of 2 (13 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
485,PT03M03.00S,2021-11-17T02:19:49.7Z,3,REGULAR,substitution,out,[],201988,,,1610612744,70,89,2021-11-17T02:19:53Z,4760000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M03.00S,2021-11-17T02:19:49.7Z,3,REGULAR,substitution,in,[],1630560,,,1610612744,70,89,2021-11-17T02:19:53Z,4770000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M03.00S,2021-11-17T02:20:00.1Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,70,89,2021-11-17T02:20:02Z,4780000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M03.00S,2021-11-17T02:20:00.1Z,3,REGULAR,substitution,in,[],2738,,,1610612744,70,89,2021-11-17T02:20:02Z,4790000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M03.00S,2021-11-17T02:19:49.3Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,70,89,2021-11-17T02:20:19Z,4800000,,,0,,MISS J. Poole Free Throw 2 of 2,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Missed,,,,,,,,,,,,,,
490,PT02M59.00S,2021-11-17T02:19:53.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,70,89,2021-11-17T02:20:19Z,4810000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,489.0,4.0,4.0,0.0,,,,,
491,PT02M53.00S,2021-11-17T02:20:25.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,9.806176084099869,58.57843137254902,1610612751,70,89,2021-11-17T02:23:50Z,4820000,-43.0,40.0,1,left,MISS K. Durant driving floating bank Shot,[201142],1610612751.0,BKN,driving floating bank,,,Durant,K. Durant,,,,,,,,,,5.85,Missed,,,,,,,,,,,,,,
492,PT02M50.00S,2021-11-17T02:20:28.1Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,70,89,2021-11-17T02:20:36Z,4830000,,,0,,G. Payton II REBOUND (Off:1 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,491.0,4.0,3.0,1.0,,,,,
493,PT02M49.00S,2021-11-17T02:20:29.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629673,93.64323258869908,50.73529411764706,1610612744,70,91,2021-11-17T02:20:39Z,4840000,4.0,7.0,1,right,J. Poole running DUNK (15 PTS) (G. Payton II 2 AST),"[1629673, 1627780]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,,,,0.82,Made,15.0,G. Payton II,1627780.0,2.0,,,,,,,,,,
495,PT02M43.00S,2021-11-17T02:20:41.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612751,70,91,2021-11-17T02:20:49Z,4860000,,,0,,J. Poole shooting personal FOUL (4 PF) (Bembry 2 FT),"[1629673, 1627761]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,203591.0,4.0,0.0,Bembry,1627761.0,,,,,,,,,,,,,,,,
497,PT02M43.00S,2021-11-17T02:21:02.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627761,,,1610612751,70,91,2021-11-17T02:21:02Z,4880000,,,0,,MISS D. Bembry Free Throw 1 of 2,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,Missed,,,,,,,,,,,,,,
498,PT02M43.00S,2021-11-17T02:21:02.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,70,91,2021-11-17T02:21:02Z,4890000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,497.0,,,,,,,,
499,PT02M43.00S,2021-11-17T02:21:20.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627761,,,1610612751,71,91,2021-11-17T02:21:20Z,4900000,,,0,,D. Bembry Free Throw 2 of 2 (5 PTS),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
500,PT02M23.00S,2021-11-17T02:21:41.0Z,3,REGULAR,turnover,bad pass,[],1629673,,,1610612744,71,91,2021-11-17T02:21:45Z,4910000,,,0,,J. Poole bad pass TURNOVER (4 TO),"[1629673, 200746]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,4.0,,,,,Aldridge,200746.0,,,
501,PT02M23.00S,2021-11-17T02:21:41.0Z,3,REGULAR,steal,,[],200746,,,1610612751,71,91,2021-11-17T02:21:43Z,4920000,,,0,,L. Aldridge STEAL (1 STL),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M13.00S,2021-11-17T02:21:51.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,19.136005256241788,36.029411764705884,1610612751,71,91,2021-11-17T02:21:56Z,4930000,70.0,127.0,1,left,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,14.53,Missed,,,,,,,,,,,,,,
503,PT02M10.00S,2021-11-17T02:21:54.6Z,3,REGULAR,rebound,offensive,[],201142,,,1610612751,71,91,2021-11-17T02:21:56Z,4940000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,502.0,4.0,3.0,1.0,,,,,
504,PT02M04.00S,2021-11-17T02:22:01.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201935,23.99802890932983,8.823529411764707,1610612751,74,91,2021-11-17T02:22:24Z,4950000,206.0,173.0,1,left,J. Harden 26' 3PT pullup bank (24 PTS),[201935],1610612751.0,BKN,pullup bank,,,Harden,J. Harden,,,,,,,,,,26.9,Made,24.0,,,,,,,,,,,,,
505,PT02M04.00S,2021-11-17T02:22:05.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627780,,,1610612751,74,91,2021-11-17T02:22:11Z,4960000,,,0,,G. Payton II shooting personal FOUL (1 PF) (Harden 1 FT),"[1627780, 201935]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,2715.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
507,PT02M04.00S,2021-11-17T02:22:38.1Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",201935,,,1610612751,74,91,2021-11-17T02:22:43Z,4980000,,,0,,MISS J. Harden Free Throw 1 of 1,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Missed,,,,,,,,,,,,,,
508,PT02M02.00S,2021-11-17T02:22:40.1Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,74,91,2021-11-17T02:22:43Z,4990000,,,0,,G. Payton II REBOUND (Off:1 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,507.0,5.0,4.0,1.0,,,,,
509,PT01M55.00S,2021-11-17T02:22:46.2Z,3,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,74,91,2021-11-17T02:23:01Z,5000000,,,0,,D. Green bad pass out-of-bounds TURNOVER (3 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,2715.0,,,,,,,,,,,3.0,,,,,,,,,
511,PT01M43.00S,2021-11-17T02:23:15.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612751,74,91,2021-11-17T02:23:22Z,5020000,,,0,,G. Payton II personal FOUL (2 PF) (Bembry 2 FT),"[1627780, 1627761]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,203591.0,2.0,0.0,Bembry,1627761.0,,,,,,,,,,,,,,,,
513,PT01M43.00S,2021-11-17T02:23:30.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627761,,,1610612751,74,91,2021-11-17T02:23:30Z,5040000,,,0,,MISS D. Bembry Free Throw 1 of 2,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,Missed,,,,,,,,,,,,,,
514,PT01M43.00S,2021-11-17T02:23:30.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,74,91,2021-11-17T02:23:30Z,5050000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,,,
515,PT01M43.00S,2021-11-17T02:23:30.7Z,3,REGULAR,substitution,out,[],1627780,,,1610612751,74,91,2021-11-17T02:23:38Z,5060000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M43.00S,2021-11-17T02:23:30.7Z,3,REGULAR,substitution,in,[],1630228,,,1610612751,74,91,2021-11-17T02:23:38Z,5070000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT01M43.00S,2021-11-17T02:23:30.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627761,,,1610612751,74,91,2021-11-17T02:23:54Z,5080000,,,0,,MISS D. Bembry Free Throw 2 of 2,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,Missed,,,,,,,,,,,,,,
518,PT01M40.00S,2021-11-17T02:23:33.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,74,91,2021-11-17T02:23:54Z,5090000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,517.0,4.0,4.0,0.0,,,,,
519,PT01M26.00S,2021-11-17T02:24:08.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.11760840998686,45.83333333333333,1610612744,74,93,2021-11-17T02:24:14Z,5100000,-21.0,12.0,1,right,D. Green driving Layup (11 PTS) (J. Poole 4 AST),"[203110, 1629673]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,,,,,,2.41,Made,11.0,J. Poole,1629673.0,4.0,,,,,,,,,,
521,PT01M13.00S,2021-11-17T02:24:20.7Z,3,REGULAR,3pt,Jump Shot,[],1630560,31.35676741130092,75.49019607843137,1610612751,74,93,2021-11-17T02:24:26Z,5120000,-127.0,242.0,1,left,MISS C. Thomas 27' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,27.38,Missed,,,,,,,,,,,,,,
522,PT01M09.00S,2021-11-17T02:24:24.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,74,93,2021-11-17T02:24:26Z,5130000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,521.0,5.0,5.0,0.0,,,,,
523,PT01M03.00S,2021-11-17T02:24:30.5Z,3,REGULAR,3pt,Jump Shot,[],1629673,73.9323258869908,85.29411764705883,1610612744,74,93,2021-11-17T02:24:34Z,5140000,176.0,193.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,26.12,Missed,,,,,,,,,,,,,,
524,PT01M00.00S,2021-11-17T02:24:33.5Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,74,93,2021-11-17T02:24:34Z,5150000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,523.0,5.0,4.0,1.0,,,,,
525,PT00M49.90S,2021-11-17T02:24:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,7.703679369250986,42.40196078431372,1610612751,74,93,2021-11-17T02:24:50Z,5160000,38.0,20.0,1,left,MISS D. Bembry driving reverse Layup,[1627761],1610612751.0,BKN,driving reverse,,,Bembry,D. Bembry,,,,,,,,,,4.29,Missed,,,,,,,,,,,,,,
526,PT00M48.30S,2021-11-17T02:24:46.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,74,93,2021-11-17T02:24:50Z,5170000,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,525.0,6.0,6.0,0.0,,,,,
527,PT00M28.70S,2021-11-17T02:25:07.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,94.03745072273325,50.0,1610612744,74,95,2021-11-17T02:25:12Z,5180000,0.0,4.0,1,right,J. Kuminga driving DUNK (5 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,,,,,,0.35,Made,5.0,,,,,,,,,,,,,
528,PT00M06.00S,2021-11-17T02:25:32.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,9.543363994743759,55.63725490196079,1610612751,76,95,2021-11-17T02:25:36Z,5190000,-28.0,37.0,1,left,C. Thomas driving floating Jump Shot (2 PTS) (J. Harden 4 AST),"[1630560, 201935]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,,,,,,4.67,Made,2.0,J. Harden,201935.0,4.0,,,,,,,,,,
530,PT00M00.30S,2021-11-17T02:25:42.6Z,3,REGULAR,3pt,Jump Shot,[],2738,72.09264126149803,16.666666666666664,1610612744,76,98,2021-11-17T02:25:50Z,5210000,-167.0,210.0,1,right,A. Iguodala 26' 3PT running pullup (5 PTS),[2738],1610612744.0,GSW,running pullup,,,Iguodala,A. Iguodala,,,,,,,,,,26.8,Made,5.0,,,,,,,,,,,,,
531,PT00M00.00S,2021-11-17T02:25:59.7Z,3,REGULAR,period,end,[],0,,,1610612751,76,98,2021-11-17T02:25:59Z,5220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT00M00.00S,2021-11-17T02:26:05.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612751,76,98,2021-11-17T02:26:29Z,5230000,,,0,,,[],,,support,,,,,,,,,2715.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
533,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,76,98,2021-11-17T02:29:04Z,5240000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612751,76,98,2021-11-17T02:29:04Z,5250000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,out,['startperiod'],1629673,,,1610612751,76,98,2021-11-17T02:29:04Z,5260000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,out,['startperiod'],203110,,,1610612751,76,98,2021-11-17T02:29:04Z,5270000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,in,['startperiod'],1628971,,,1610612751,76,98,2021-11-17T02:29:04Z,5280000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,in,['startperiod'],201988,,,1610612751,76,98,2021-11-17T02:29:04Z,5290000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,in,['startperiod'],203490,,,1610612751,76,98,2021-11-17T02:29:04Z,5300000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2021-11-17T02:27:39.6Z,4,REGULAR,substitution,in,['startperiod'],201939,,,1610612751,76,98,2021-11-17T02:29:04Z,5310000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2021-11-17T02:29:20.6Z,4,REGULAR,period,start,[],0,,,1610612751,76,98,2021-11-17T02:29:20Z,5320000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT11M48.00S,2021-11-17T02:29:32.6Z,4,REGULAR,violation,kicked ball,[],1630228,,,1610612751,76,98,2021-11-17T02:29:45Z,5330000,,,0,,J. Kuminga kicked ball VIOLATION,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,2715.0,,,,,,,,,,,,,,,,,,,,
543,PT11M38.00S,2021-11-17T02:30:04.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627761,5.995400788436268,49.26470588235294,1610612751,78,98,2021-11-17T02:30:10Z,5340000,4.0,4.0,1,left,D. Bembry driving DUNK (7 PTS) (B. Brown 3 AST),"[1627761, 1628971]",1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,,,,,,0.54,Made,7.0,B. Brown,1628971.0,3.0,,,,,,,,,,
547,PT11M21.00S,2021-11-17T02:30:28.6Z,4,REGULAR,foul,offensive,[],1630228,,,1610612744,78,98,2021-11-17T02:30:49Z,5380000,,,0,,J. Kuminga offensive FOUL (4 PF),"[1630228, 1628971]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,203593.0,4.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,,
549,PT11M21.00S,2021-11-17T02:30:28.6Z,4,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,78,98,2021-11-17T02:30:28Z,5400000,,,0,,J. Kuminga offensive foul TURNOVER (3 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,203593.0,,,,,,,,,,,3.0,,,,,,,,,
550,PT11M08.00S,2021-11-17T02:30:59.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630560,6.258212877792378,52.94117647058824,1610612751,78,98,2021-11-17T02:31:05Z,5410000,-15.0,6.0,1,left,MISS C. Thomas driving DUNK,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,,,,,,1.6,Missed,,,,,,,,,,,,,,
551,PT11M06.00S,2021-11-17T02:31:01.3Z,4,REGULAR,rebound,defensive,[],2738,,,1610612744,78,98,2021-11-17T02:31:05Z,5420000,,,0,,A. Iguodala REBOUND (Off:2 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,550.0,3.0,1.0,2.0,,,,,
552,PT11M00.00S,2021-11-17T02:31:07.7Z,4,REGULAR,3pt,Jump Shot,[],203490,92.46057818659659,5.637254901960785,1610612744,78,98,2021-11-17T02:31:14Z,5430000,-222.0,18.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,22.26,Missed,,,,,,,,,,,,,,
553,PT10M56.00S,2021-11-17T02:31:11.7Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,78,98,2021-11-17T02:31:14Z,5440000,,,0,,B. Brown REBOUND (Off:2 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,552.0,5.0,3.0,2.0,,,,,
554,PT10M45.00S,2021-11-17T02:31:23.2Z,4,REGULAR,2pt,Jump Shot,[],201988,7.046649145860711,11.76470588235294,1610612751,80,98,2021-11-17T02:31:42Z,5450000,191.0,14.0,1,left,P. Mills 19' pullup Jump Shot (8 PTS) (L. Aldridge 1 AST),"[201988, 200746]",1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,,,19.17,Made,8.0,L. Aldridge,200746.0,1.0,,,,,,,,,,
556,PT10M45.00S,2021-11-17T02:31:48.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,80,98,2021-11-17T02:31:48Z,5470000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT10M33.00S,2021-11-17T02:35:02.3Z,4,REGULAR,3pt,Jump Shot,[],201939,64.45055847568987,68.65042892156863,1610612744,80,101,2021-11-17T02:35:17Z,5480000,93.0,282.0,1,right,S. Curry 29' 3PT pullup (31 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,29.67,Made,31.0,,,,,,,,,,,,,
