actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
34,PT09M06.00S,2021-11-28T00:44:55.7Z,1,REGULAR,foul,personal,['1freethrow'],201988,,,1610612756,6,11,2021-11-28T00:45:13Z,340000,,,0,,P. Mills shooting personal FOUL (1 PF) (Bridges 1 FT),"[201988, 1628969]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Bridges,1628969.0,,,
36,PT09M06.00S,2021-11-28T00:45:22.2Z,1,REGULAR,freethrow,1 of 1,[],1628969,,,1610612756,6,12,2021-11-28T00:45:22Z,360000,,,0,,M. Bridges Free Throw 1 of 1 (3 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
37,PT09M01.00S,2021-11-28T00:45:36.0Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612751,6,12,2021-11-28T00:45:36Z,370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M53.00S,2021-11-28T00:45:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,18.347568988173457,49.01960784313725,1610612751,6,12,2021-11-28T00:45:59Z,380000,5.0,120.0,1,left,MISS K. Durant 12' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M49.00S,2021-11-28T00:45:58.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,12,2021-11-28T00:45:59Z,390000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
40,PT08M41.00S,2021-11-28T00:46:06.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,88.38699080157687,32.35294117647059,1610612756,6,14,2021-11-28T00:46:12Z,400000,-88.0,57.0,1,right,D. Booker 10' driving floating bank Jump Shot (9 PTS),[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,10.49,Made,,,,,9.0,,,,,,,,,,,,,,
41,PT08M31.00S,2021-11-28T00:46:19.9Z,1,REGULAR,foul,offensive,[],201988,,,1610612751,6,14,2021-11-28T00:46:45Z,410000,,,0,,P. Mills offensive FOUL (2 PF),"[201988, 101108]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Paul,101108.0,,,
43,PT08M31.00S,2021-11-28T00:46:19.9Z,1,REGULAR,turnover,offensive foul,[],201988,,,1610612751,6,14,2021-11-28T00:46:19Z,430000,,,0,,P. Mills offensive foul TURNOVER (1 TO),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,1.0,,,,,,2003.0,,,,,,,
44,PT08M18.00S,2021-11-28T00:46:46.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,82.60512483574244,31.372549019607842,1610612756,6,14,2021-11-28T00:47:07Z,440000,-93.0,111.0,1,right,MISS D. Booker 14' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,14.49,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M15.00S,2021-11-28T00:46:49.4Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,6,14,2021-11-28T00:47:07Z,450000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT08M07.00S,2021-11-28T00:46:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,5.601182654402102,64.95098039215686,1610612751,6,14,2021-11-28T00:47:14Z,460000,-75.0,0.0,1,left,MISS K. Durant 7' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,7.48,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M04.00S,2021-11-28T00:46:59.8Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,6,14,2021-11-28T00:47:14Z,470000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
48,PT08M00.00S,2021-11-28T00:47:06.0Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612756,6,14,2021-11-28T00:47:24Z,480000,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612756.0,PHX,bad pass,,,Paul,C. Paul,,,,,,,,,,,,1.0,,,,,,2003.0,,,,,,,
49,PT07M45.00S,2021-11-28T00:47:40.9Z,1,REGULAR,foul,personal,[],203109,,,1610612751,6,14,2021-11-28T00:47:56Z,490000,,,0,,J. Crowder personal FOUL (1 PF),"[203109, 201935]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Harden,201935.0,,,
51,PT07M39.00S,2021-11-28T00:48:07.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,32.14520367936925,51.225490196078425,1610612751,6,14,2021-11-28T00:48:13Z,510000,-6.0,250.0,1,left,MISS J. Harden 24' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2021-11-28T00:48:09.7Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,6,14,2021-11-28T00:48:13Z,520000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
53,PT07M24.00S,2021-11-28T00:48:23.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,68.80749014454665,28.431372549019606,1610612756,6,17,2021-11-28T00:48:28Z,530000,-108.0,241.0,1,right,D. Booker 26' 3PT pullup (12 PTS) (C. Paul 1 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,26.37,Made,,,,,12.0,,,,C. Paul,101108.0,1.0,,,,,,,,
55,PT07M08.00S,2021-11-28T00:48:38.1Z,1,REGULAR,2pt,Jump Shot,[],201142,23.209592641261498,27.941176470588236,1610612751,8,17,2021-11-28T00:48:42Z,550000,110.0,166.0,1,left,K. Durant 19' Jump Shot (2 PTS) (J. Harden 3 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,19.91,Made,,,,,2.0,,,,J. Harden,201935.0,3.0,,,,,,,,
57,PT06M43.00S,2021-11-28T00:49:03.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,87.20433639947439,63.48039215686274,1610612756,8,19,2021-11-28T00:49:08Z,570000,67.0,68.0,1,right,C. Paul 9' fadeaway Jump Shot (4 PTS),[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,9.56,Made,,,,,4.0,,,,,,,,,,,,,,
58,PT06M34.00S,2021-11-28T00:49:12.1Z,1,REGULAR,3pt,Jump Shot,[],201988,1.7904073587385019,97.79411764705883,1610612751,8,19,2021-11-28T00:49:16Z,580000,-239.0,-36.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2021-11-28T00:49:14.1Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,8,19,2021-11-28T00:49:16Z,590000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
60,PT06M24.00S,2021-11-28T00:49:23.3Z,1,REGULAR,2pt,Jump Shot,[],1629028,92.9862023653088,71.81372549019608,1610612756,8,21,2021-11-28T00:49:29Z,600000,109.0,13.0,1,right,D. Ayton 10' turnaround Jump Shot (2 PTS) (C. Paul 2 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,10.99,Made,,,,,2.0,,,,C. Paul,101108.0,2.0,,,,,,,,
62,PT06M10.00S,2021-11-28T00:49:38.5Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,8,21,2021-11-28T00:49:51Z,620000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,,,,,,,,1.0,,,,,,1155.0,,,,,,,
63,PT06M10.00S,2021-11-28T00:49:43.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,8,21,2021-11-28T00:49:43Z,630000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M59.00S,2021-11-28T00:52:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,89.43823915900131,4.6568627450980395,1610612756,8,21,2021-11-28T00:52:52Z,640000,-227.0,47.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
65,PT05M55.00S,2021-11-28T00:52:52.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,8,21,2021-11-28T00:52:52Z,650000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
66,PT05M45.00S,2021-11-28T00:53:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200746,5.732588699080158,51.225490196078425,1610612751,10,21,2021-11-28T00:53:06Z,660000,-6.0,1.0,1,left,L. Aldridge alley-oop Layup (4 PTS) (J. Harden 4 AST),"[200746, 201935]",1610612751.0,BKN,alley-oop,,,Aldridge,L. Aldridge,,,,,0.63,Made,,,,,4.0,,,,J. Harden,201935.0,4.0,,,,,,,,
68,PT05M30.00S,2021-11-28T00:53:17.1Z,1,REGULAR,3pt,Jump Shot,[],203109,95.48291721419186,95.83333333333334,1610612756,10,21,2021-11-28T00:53:21Z,680000,229.0,-10.0,1,right,MISS J. Crowder 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M27.00S,2021-11-28T00:53:20.1Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,10,21,2021-11-28T00:53:21Z,690000,,,0,,L. Aldridge REBOUND (Off:0 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
70,PT05M18.00S,2021-11-28T00:53:29.2Z,1,REGULAR,3pt,Jump Shot,[],200746,25.706307490144546,82.84313725490196,1610612751,10,21,2021-11-28T00:53:34Z,700000,-164.0,189.0,1,left,MISS L. Aldridge 25' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
71,PT05M15.00S,2021-11-28T00:53:32.2Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,10,21,2021-11-28T00:53:34Z,710000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
72,PT05M11.00S,2021-11-28T00:53:36.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626164,87.33574244415243,23.03921568627451,1610612756,10,21,2021-11-28T00:54:14Z,720000,-135.0,67.0,1,right,MISS D. Booker 15' running pullup Shot,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,15.03,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M08.00S,2021-11-28T00:53:39.8Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,10,21,2021-11-28T00:53:49Z,730000,,,0,,L. Aldridge REBOUND (Off:0 Def:3),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
74,PT04M59.00S,2021-11-28T00:53:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,5.206964520367937,48.77450980392157,1610612751,12,21,2021-11-28T00:54:06Z,740000,6.0,-4.0,1,left,D. Bembry cutting Layup (6 PTS) (J. Harden 5 AST),"[1627761, 201935]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,0.71,Made,,,,,6.0,,,,J. Harden,201935.0,5.0,,,,,,,,
76,PT04M42.00S,2021-11-28T00:54:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,81.94809461235218,49.50980392156863,1610612756,12,21,2021-11-28T00:54:11Z,760000,-2.0,117.0,1,right,MISS C. Paul 11' fadeaway Shot,[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,11.72,Missed,,,,,,,,,,,,,,,,,,,
77,PT04M39.00S,2021-11-28T00:54:08.2Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,12,21,2021-11-28T00:54:11Z,770000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
78,PT04M27.00S,2021-11-28T00:54:22.6Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612751,12,21,2021-11-28T00:54:33Z,780000,,,0,,D. Booker shooting personal FOUL (1 PF) (Durant 2 FT),"[1626164, 201142]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Durant,201142.0,,,
80,PT04M27.00S,2021-11-28T00:54:45.9Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,12,21,2021-11-28T00:54:45Z,800000,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M27.00S,2021-11-28T00:54:45.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,12,21,2021-11-28T00:54:45Z,810000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,
82,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,out,[],1627761,,,1610612751,12,21,2021-11-28T00:54:56Z,820000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,out,[],201988,,,1610612751,12,21,2021-11-28T00:54:56Z,830000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,out,[],101108,,,1610612751,12,21,2021-11-28T00:54:56Z,840000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,out,[],203109,,,1610612751,12,21,2021-11-28T00:54:56Z,850000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,12,21,2021-11-28T00:54:56Z,860000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,12,21,2021-11-28T00:54:56Z,870000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,12,21,2021-11-28T00:54:56Z,880000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M27.00S,2021-11-28T00:54:46.7Z,1,REGULAR,substitution,in,[],1626166,,,1610612751,12,21,2021-11-28T00:54:56Z,890000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M27.00S,2021-11-28T00:55:11.7Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,13,21,2021-11-28T00:55:11Z,900000,,,0,,K. Durant Free Throw 2 of 2 (3 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
