actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-13T17:10:39.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-13T17:10:39Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-13T17:10:42.0Z,1,REGULAR,jumpball,recovered,[],201609,,,1610612751,0,0,2022-03-13T17:10:42Z,40000,,,0,,Jump Ball A. Drummond vs. M. Robinson: Tip to G. Dragic,"[201609, 203083, 1629011]",1610612751.0,BKN,startperiod,G. Dragic,201609.0,Dragic,G. Dragic,Drummond,203083.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-03-13T17:10:50.8Z,1,REGULAR,2pt,Jump Shot,[],201142,92.32917214191852,73.0392156862745,1610612751,0,0,2022-03-13T17:10:56Z,70000,115.0,20.0,1,right,MISS K. Durant 11' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,11.69,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2022-03-13T17:10:55.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,0,0,2022-03-13T17:10:56Z,80000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-03-13T17:11:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.863994743758213,52.69607843137255,1610612752,0,0,2022-03-13T17:11:14Z,90000,-13.0,3.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2022-03-13T17:11:09.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,0,0,2022-03-13T17:11:14Z,100000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M26.00S,2022-03-13T17:11:14.3Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612751,0,0,2022-03-13T17:11:26Z,110000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Brown 2 FT),"[203095, 1628971]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,2530.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,
13,PT11M26.00S,2022-03-13T17:11:46.0Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,0,0,2022-03-13T17:11:46Z,130000,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M26.00S,2022-03-13T17:11:46.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,0,0,2022-03-13T17:11:46Z,140000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,
15,PT11M26.00S,2022-03-13T17:11:59.3Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,1,0,2022-03-13T17:11:59Z,150000,,,0,,B. Brown Free Throw 2 of 2 (1 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
16,PT11M11.00S,2022-03-13T17:12:15.4Z,1,REGULAR,2pt,Jump Shot,[],203944,5.995400788436268,19.362745098039216,1610612752,1,0,2022-03-13T17:12:23Z,160000,153.0,4.0,1,left,MISS J. Randle 15' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,15.32,Missed,,,,,,,,,,,,,,,,,,,
17,PT11M09.00S,2022-03-13T17:12:17.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,1,0,2022-03-13T17:12:23Z,170000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT11M06.00S,2022-03-13T17:12:22.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201142,94.1688567674113,63.23529411764706,1610612751,3,0,2022-03-13T17:12:45Z,180000,66.0,2.0,1,right,K. Durant 6' running Jump Shot (2 PTS),[201142],1610612751.0,BKN,running,,,Durant,K. Durant,,,,,6.62,Made,,,,,,,,,,2.0,,,,,,,,,
19,PT11M06.00S,2022-03-13T17:12:26.9Z,1,REGULAR,foul,personal,['1freethrow'],202692,,,1610612751,3,0,2022-03-13T17:12:42Z,190000,,,0,,A. Burks shooting personal FOUL (1 PF) (Durant 1 FT),"[202692, 201142]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,203593.0,1.0,0.0,Durant,201142.0,,,,,,,,,,
21,PT11M06.00S,2022-03-13T17:12:55.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],201142,,,1610612751,4,0,2022-03-13T17:13:00Z,210000,,,0,,K. Durant Free Throw 1 of 1 (3 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
22,PT10M59.00S,2022-03-13T17:13:10.2Z,1,REGULAR,foul,personal,[],201609,,,1610612752,4,0,2022-03-13T17:13:38Z,220000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 202692]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,2530.0,1.0,0.0,Burks,202692.0,,,,,,,,,,
24,PT10M44.00S,2022-03-13T17:13:33.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,32.802233902759525,49.01960784313725,1610612752,4,0,2022-03-13T17:13:43Z,240000,5.0,256.0,1,left,MISS R. Barrett 25' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M43.00S,2022-03-13T17:13:37.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,4,0,2022-03-13T17:13:37Z,250000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,
26,PT10M43.00S,2022-03-13T17:13:38.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,4,0,2022-03-13T17:13:38Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M26.00S,2022-03-13T17:14:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.9060446780552,47.30392156862745,1610612751,6,0,2022-03-13T17:14:08Z,270000,-13.0,5.0,1,right,B. Brown driving Layup (3 PTS) (P. Mills 1 AST),"[1628971, 201988]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,1.43,Made,,,,,,,,,,3.0,P. Mills,201988.0,1.0,,,,,,
29,PT10M09.00S,2022-03-13T17:14:20.6Z,1,REGULAR,2pt,Jump Shot,[],203944,28.33442838370565,51.225490196078425,1610612752,6,0,2022-03-13T17:14:26Z,290000,-6.0,214.0,1,left,MISS J. Randle 21' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,21.39,Missed,,,,,,,,,,,,,,,,,,,
30,PT10M07.00S,2022-03-13T17:14:22.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,6,0,2022-03-13T17:14:26Z,300000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
31,PT09M56.00S,2022-03-13T17:14:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201609,94.03745072273325,53.92156862745098,1610612751,6,0,2022-03-13T17:14:42Z,310000,20.0,4.0,1,right,MISS G. Dragic driving Layup,[201609],1610612751.0,BKN,driving,,,Dragic,G. Dragic,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M52.00S,2022-03-13T17:14:37.9Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,6,0,2022-03-13T17:14:42Z,320000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
33,PT09M49.00S,2022-03-13T17:14:40.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,16.245072273324574,95.58823529411765,1610612752,6,0,2022-03-13T17:14:50Z,330000,-228.0,100.0,1,left,MISS R. Barrett 24' running 3PT,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M45.00S,2022-03-13T17:14:44.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,6,0,2022-03-13T17:14:50Z,340000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
35,PT09M33.00S,2022-03-13T17:14:56.6Z,1,REGULAR,3pt,Jump Shot,[],201609,95.0886990801577,96.07843137254902,1610612751,9,0,2022-03-13T17:15:03Z,350000,230.0,-6.0,1,right,G. Dragic 3PT  (3 PTS) (B. Brown 1 AST),"[201609, 1628971]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,23.05,Made,,,,,,,,,,3.0,B. Brown,1628971.0,1.0,,,,,,
37,PT09M23.00S,2022-03-13T17:15:10.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,9,0,2022-03-13T17:15:10Z,370000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
