actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M57.00S,2021-12-31T00:12:45.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,2,3,2021-12-31T00:12:45Z,170000,0.0,0.0,1,right,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
18,PT10M57.00S,2021-12-31T00:12:46.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,2,3,2021-12-31T00:12:46Z,180000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,
19,PT10M57.00S,2021-12-31T00:12:47.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,2,3,2021-12-31T00:12:47Z,190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2021-12-31T00:12:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,17.821944809461236,41.42156862745098,1610612755,2,3,2021-12-31T00:13:04Z,200000,43.0,115.0,1,left,MISS S. Curry 12' driving floating Shot,[203552],1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,,,,12.27,Missed,,,,,,,,,,,,,,,
21,PT10M43.00S,2021-12-31T00:13:03.0Z,1,REGULAR,rebound,offensive,[],1630178,,,1610612755,2,3,2021-12-31T00:13:04Z,210000,,,0,,T. Maxey REBOUND (Off:1 Def:0),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,
22,PT10M41.00S,2021-12-31T00:13:04.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630178,7.046649145860711,36.27450980392157,1610612755,2,5,2021-12-31T00:13:31Z,220000,69.0,14.0,1,left,T. Maxey 7' Jump Shot (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,7.0,Made,,,,,2.0,,,,,,,,,,
23,PT10M32.00S,2021-12-31T00:13:13.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201142,82.60512483574244,22.794117647058822,1610612751,2,5,2021-12-31T00:13:56Z,230000,-136.0,111.0,1,right,MISS K. Durant 17' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,17.55,Missed,,,,,,,,,,,,,,,
24,PT10M32.00S,2021-12-31T00:13:13.5Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,2,5,2021-12-31T00:13:56Z,240000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT10M23.00S,2021-12-31T00:13:22.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",202699,8.623521681997373,48.529411764705884,1610612755,2,5,2021-12-31T00:13:36Z,250000,7.0,29.0,1,left,MISS T. Harris driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,2.95,Missed,,,,,,,,,,,,,,,
26,PT10M23.00S,2021-12-31T00:13:22.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,2,5,2021-12-31T00:13:36Z,260000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT10M16.00S,2021-12-31T00:13:29.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,92.32917214191852,48.77450980392157,1610612751,2,5,2021-12-31T00:23:51Z,270000,-6.0,20.0,1,right,MISS J. Harden running Layup,[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,,,,2.05,Missed,,,,,,,,,,,,,,,
28,PT10M14.00S,2021-12-31T00:13:31.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,5,2021-12-31T00:13:40Z,280000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,
29,PT10M13.00S,2021-12-31T00:13:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203552,24.392247043363994,17.401960784313726,1610612755,2,8,2021-12-31T00:25:22Z,290000,163.0,177.0,1,left,S. Curry 24' 3PT running (3 PTS) (T. Harris 1 AST),"[203552, 202699]",1610612755.0,PHI,running,,,Curry,S. Curry,,,,,,,,24.05,Made,,,,,3.0,T. Harris,202699.0,1.0,,,,,,,
31,PT09M56.00S,2021-12-31T00:13:49.7Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,2,8,2021-12-31T00:13:53Z,310000,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1629680]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
32,PT09M56.00S,2021-12-31T00:13:49.7Z,1,REGULAR,steal,,[],1629680,,,1610612755,2,8,2021-12-31T00:13:51Z,320000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M55.00S,2021-12-31T00:13:52.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629680,5.469776609724048,49.26470588235294,1610612755,2,10,2021-12-31T00:14:03Z,330000,4.0,-1.0,1,left,M. Thybulle running DUNK (2 PTS),[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,,,,0.39,Made,,,,,2.0,,,,,,,,,,
34,PT09M55.00S,2021-12-31T00:13:57.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,2,10,2021-12-31T00:13:57Z,340000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M43.00S,2021-12-31T00:17:03.6Z,1,REGULAR,turnover,bad pass,[],200746,,,1610612751,2,10,2021-12-31T00:17:07Z,350000,,,0,,L. Aldridge bad pass TURNOVER (1 TO),"[200746, 203954]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,1.0,Embiid,203954.0,,,,,,,,,,,,,,,,,
36,PT09M43.00S,2021-12-31T00:17:03.6Z,1,REGULAR,steal,,[],203954,,,1610612755,2,10,2021-12-31T00:17:06Z,360000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M38.00S,2021-12-31T00:17:08.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203552,22.946780551905388,88.97058823529412,1610612755,2,10,2021-12-31T00:26:01Z,370000,-195.0,163.0,1,left,MISS S. Curry 25' running 3PT,[203552],1610612755.0,PHI,running,,,Curry,S. Curry,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,
38,PT09M36.00S,2021-12-31T00:17:10.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,2,10,2021-12-31T00:17:13Z,380000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,
39,PT09M29.00S,2021-12-31T00:17:17.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,88.91261498028909,49.50980392156863,1610612751,2,10,2021-12-31T00:17:23Z,390000,-2.0,52.0,1,right,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,,,,5.18,Missed,,,,,,,,,,,,,,,
40,PT09M26.00S,2021-12-31T00:17:20.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,2,10,2021-12-31T00:17:23Z,400000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,
41,PT09M21.00S,2021-12-31T00:17:25.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,7.30946123521682,45.09803921568628,1610612755,2,10,2021-12-31T00:26:48Z,410000,25.0,16.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,,2.94,Missed,,,,,,,,,,,,,,,
42,PT09M18.00S,2021-12-31T00:17:28.8Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,2,10,2021-12-31T00:17:30Z,420000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,
43,PT09M12.00S,2021-12-31T00:17:34.7Z,1,REGULAR,3pt,Jump Shot,[],201142,72.61826544021025,17.401960784313726,1610612751,5,10,2021-12-31T00:17:40Z,430000,-163.0,205.0,1,right,K. Durant 26' 3PT  (3 PTS) (J. Harden 1 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,26.18,Made,,,,,3.0,J. Harden,201935.0,1.0,,,,,,,
45,PT08M51.00S,2021-12-31T00:17:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.4053876478318,48.28431372549019,1610612755,5,12,2021-12-31T00:27:28Z,450000,9.0,83.0,1,left,J. Embiid 8' turnaround fadeaway Jump Shot (5 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,,,,8.33,Made,,,,,5.0,,,,,,,,,,
46,PT08M40.00S,2021-12-31T00:18:07.9Z,1,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612751,5,12,2021-12-31T00:18:23Z,460000,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Harden 2 FT),"[1629680, 201935]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Harden,201935.0,,
48,PT08M40.00S,2021-12-31T00:18:32.6Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,6,12,2021-12-31T00:18:32Z,480000,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
51,PT08M40.00S,2021-12-31T00:18:48.5Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,7,12,2021-12-31T00:18:48Z,490000,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
52,PT08M27.00S,2021-12-31T00:19:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.488173455978973,31.372549019607842,1610612755,7,15,2021-12-31T00:19:20Z,500000,93.0,243.0,1,left,T. Maxey 26' 3PT pullup (5 PTS) (S. Curry 2 AST),"[1630178, 203552]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,26.07,Made,,,,,5.0,S. Curry,203552.0,2.0,,,,,,,
53,PT08M14.00S,2021-12-31T00:19:16.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,94.1688567674113,49.26470588235294,1610612751,9,15,2021-12-31T00:19:25Z,510000,-4.0,2.0,1,right,N. Claxton cutting DUNK (4 PTS) (K. Durant 1 AST),"[1629651, 201142]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,,,,0.44,Made,,,,,4.0,K. Durant,201142.0,1.0,,,,,,,
55,PT08M00.00S,2021-12-31T00:19:35.2Z,1,REGULAR,foul,technical,['1freethrow'],201935,,,1610612755,9,15,2021-12-31T00:19:44Z,530000,,,0,,J. Harden defensive-3-second technical FOUL (1 Tech),[201935],1610612751.0,BKN,defensive-3-second,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,200834.0,0.0,1.0,,,,
56,PT08M00.00S,2021-12-31T00:19:52.7Z,1,REGULAR,freethrow,1 of 1,[],203552,,,1610612755,9,16,2021-12-31T00:19:52Z,540000,,,0,,S. Curry technical Free Throw 1 of 1 (4 PTS),[203552],1610612755.0,PHI,technical,,,Curry,S. Curry,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
57,PT07M51.00S,2021-12-31T00:20:09.3Z,1,REGULAR,2pt,Jump Shot,[],203954,20.844283837056505,56.61764705882353,1610612755,9,18,2021-12-31T00:20:13Z,550000,-33.0,143.0,1,left,J. Embiid 14' pullup Jump Shot (7 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,14.72,Made,,,,,7.0,,,,,,,,,,
58,PT07M38.00S,2021-12-31T00:20:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,84.70762155059133,39.705882352941174,1610612751,11,18,2021-12-31T00:20:25Z,560000,-51.0,91.0,1,right,J. Harden 10' driving floating Jump Shot (4 PTS),[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,,,,10.47,Made,,,,,4.0,,,,,,,,,,
59,PT07M30.00S,2021-12-31T00:20:29.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203954,19.92444152431012,44.6078431372549,1610612755,11,18,2021-12-31T00:20:37Z,570000,27.0,135.0,1,left,MISS J. Embiid 13' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,13.75,Missed,,,,,,,,,,,,,,,
60,PT07M27.00S,2021-12-31T00:20:32.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,11,18,2021-12-31T00:20:37Z,580000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,
61,PT07M23.00S,2021-12-31T00:20:36.7Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612751,11,18,2021-12-31T00:20:40Z,590000,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1629680]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
62,PT07M23.00S,2021-12-31T00:20:36.7Z,1,REGULAR,steal,,[],1629680,,,1610612755,11,18,2021-12-31T00:20:38Z,600000,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M19.00S,2021-12-31T00:20:41.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203552,24.655059132720105,85.29411764705883,1610612755,11,18,2021-12-31T00:29:40Z,610000,-176.0,179.0,1,left,MISS S. Curry 25' running 3PT,[203552],1610612755.0,PHI,running,,,Curry,S. Curry,,,,,,,,25.16,Missed,,,,,,,,,,,,,,,
64,PT07M14.00S,2021-12-31T00:20:46.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,11,18,2021-12-31T00:20:51Z,620000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,63.0,3.0,3.0,0.0,,,,,,,,,,,
65,PT07M11.00S,2021-12-31T00:20:48.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,93.51182654402102,49.26470588235294,1610612751,13,18,2021-12-31T00:20:55Z,630000,-4.0,8.0,1,right,K. Durant running DUNK (5 PTS) (J. Harden 2 AST),"[201142, 201935]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,,,,0.93,Made,,,,,5.0,J. Harden,201935.0,2.0,,,,,,,
67,PT06M53.00S,2021-12-31T00:21:06.1Z,1,REGULAR,2pt,Jump Shot,[],203954,11.777266754270697,72.54901960784314,1610612755,13,18,2021-12-31T00:21:11Z,650000,-113.0,58.0,1,left,MISS J. Embiid 12' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,,,,12.68,Missed,,,,,,,,,,,,,,,
68,PT06M51.00S,2021-12-31T00:21:08.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,13,18,2021-12-31T00:21:11Z,660000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,67.0,4.0,4.0,0.0,,,,,,,,,,,
69,PT06M45.00S,2021-12-31T00:21:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,89.30683311432325,35.53921568627451,1610612751,15,18,2021-12-31T00:30:20Z,670000,-72.0,48.0,1,right,K. Durant 8' pullup Jump Shot (7 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,8.68,Made,,,,,7.0,,,,,,,,,,
70,PT06M23.00S,2021-12-31T00:21:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629680,12.171484888304862,40.44117647058824,1610612755,15,20,2021-12-31T00:21:42Z,680000,48.0,62.0,1,left,M. Thybulle 7' driving floating bank Jump Shot (4 PTS),[1629680],1610612755.0,PHI,driving floating bank,,,Thybulle,M. Thybulle,,,,,,,,7.82,Made,,,,,4.0,,,,,,,,,,
71,PT06M08.00S,2021-12-31T00:21:51.2Z,1,REGULAR,3pt,Jump Shot,[],200746,66.5735873850197,48.03921568627451,1610612751,18,20,2021-12-31T00:21:56Z,690000,-10.0,262.0,1,right,L. Aldridge 26' 3PT  (3 PTS) (J. Harden 3 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,26.19,Made,,,,,3.0,J. Harden,201935.0,3.0,,,,,,,
73,PT05M47.00S,2021-12-31T00:22:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,18.084756898817346,44.6078431372549,1610612755,18,20,2021-12-31T00:31:07Z,710000,27.0,117.0,1,left,MISS T. Harris 12' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,,12.06,Missed,,,,,,,,,,,,,,,
74,PT05M44.00S,2021-12-31T00:22:15.4Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,18,20,2021-12-31T00:22:19Z,720000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,
75,PT05M40.00S,2021-12-31T00:22:19.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200746,95.74572930354796,96.07843137254902,1610612751,18,20,2021-12-31T00:22:26Z,730000,230.0,-13.0,1,right,MISS L. Aldridge 3PT - blocked,"[200746, 1629680]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,23.07,Missed,,,,,,,,,,,,,,Thybulle,1629680.0
76,PT05M40.00S,2021-12-31T00:22:19.8Z,1,REGULAR,block,,[],1629680,,,1610612751,18,20,2021-12-31T00:22:24Z,740000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M35.00S,2021-12-31T00:22:24.8Z,1,REGULAR,rebound,offensive,[],201935,,,1610612751,18,20,2021-12-31T00:22:24Z,750000,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,75.0,5.0,4.0,1.0,,,,,,,,,,,
78,PT05M30.00S,2021-12-31T00:22:28.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201988,75.77201051248358,13.480392156862745,1610612751,21,20,2021-12-31T00:22:32Z,760000,-183.0,175.0,1,right,P. Mills 25' 3PT  (3 PTS) (J. Harden 4 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,25.31,Made,,,,,3.0,J. Harden,201935.0,4.0,,,,,,,
80,PT05M17.00S,2021-12-31T00:22:42.3Z,1,REGULAR,2pt,Jump Shot,[],1630178,25.706307490144546,39.705882352941174,1610612755,21,22,2021-12-31T00:23:00Z,780000,51.0,189.0,1,left,T. Maxey 19' pullup Jump Shot (7 PTS) (T. Harris 2 AST),"[1630178, 202699]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,19.6,Made,,,,,7.0,T. Harris,202699.0,2.0,,,,,,,
81,PT04M55.00S,2021-12-31T00:23:05.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.24901445466492,49.26470588235294,1610612751,23,22,2021-12-31T00:23:09Z,790000,-4.0,11.0,1,right,N. Claxton cutting DUNK (6 PTS) (P. Mills 1 AST),"[1629651, 201988]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,,,,1.16,Made,,,,,6.0,P. Mills,201988.0,1.0,,,,,,,
83,PT04M45.00S,2021-12-31T00:23:17.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,23,22,2021-12-31T00:23:17Z,810000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M45.00S,2021-12-31T00:23:19.3Z,1,REGULAR,substitution,out,[],201988,,,1610612755,23,22,2021-12-31T00:26:12Z,820000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M45.00S,2021-12-31T00:23:19.3Z,1,REGULAR,substitution,out,[],200746,,,1610612755,23,22,2021-12-31T00:26:12Z,830000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M45.00S,2021-12-31T00:23:19.3Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,23,22,2021-12-31T00:26:12Z,840000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M45.00S,2021-12-31T00:23:19.3Z,1,REGULAR,substitution,in,[],1627761,,,1610612755,23,22,2021-12-31T00:26:12Z,850000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
