actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
272,PT00M21.70S,2021-11-01T00:30:53.3Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,64,49,2021-11-01T00:30:53Z,2680000,,,0,,B. Griffin REBOUND (Off:0 Def:4),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,271.0,,,4.0,4.0,0.0,,,,,,,,,
273,PT00M00.10S,2021-11-01T00:31:14.8Z,2,REGULAR,3pt,Jump Shot,[],1628971,81.15965834428384,6.127450980392156,1610612751,64,49,2021-11-01T00:31:20Z,2690000,-219.0,125.0,1,right,MISS B. Brown 25' 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,Missed,,,25.23,,,,,,,,,,,,
274,PT00M00.10S,2021-11-01T00:31:14.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,64,49,2021-11-01T00:31:20Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,
275,PT00M00.00S,2021-11-01T00:31:18.9Z,2,REGULAR,period,end,[],0,,,1610612751,64,49,2021-11-01T00:31:19Z,2710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT12M00.00S,2021-11-01T00:45:35.4Z,3,REGULAR,substitution,out,['startperiod'],203482,,,1610612751,64,49,2021-11-01T00:46:28Z,2720000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT12M00.00S,2021-11-01T00:45:35.4Z,3,REGULAR,substitution,out,['startperiod'],1628367,,,1610612751,64,49,2021-11-01T00:46:28Z,2730000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT12M00.00S,2021-11-01T00:45:35.4Z,3,REGULAR,substitution,in,['startperiod'],1630191,,,1610612751,64,49,2021-11-01T00:46:28Z,2740000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT12M00.00S,2021-11-01T00:45:35.4Z,3,REGULAR,substitution,in,['startperiod'],1628977,,,1610612751,64,49,2021-11-01T00:46:28Z,2750000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT12M00.00S,2021-11-01T00:46:38.4Z,3,REGULAR,period,start,[],0,,,1610612765,64,49,2021-11-01T00:46:38Z,2760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT11M49.00S,2021-11-01T00:46:48.6Z,3,REGULAR,turnover,lost ball,[],1630165,,,1610612765,64,49,2021-11-01T00:46:52Z,2770000,,,0,,K. Hayes lost ball TURNOVER (1 TO),"[1630165, 1628971]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,1.0,Brown,1628971.0,,,
284,PT11M49.00S,2021-11-01T00:46:48.6Z,3,REGULAR,steal,,[],1628971,,,1610612751,64,49,2021-11-01T00:46:50Z,2780000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT11M44.00S,2021-11-01T00:46:53.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,31.09395532194481,40.19607843137255,1610612751,64,49,2021-11-01T00:48:38Z,2790000,49.0,240.0,1,left,MISS J. Harris 24' running 3PT,[203925],1610612751.0,BKN,running,,,Harris,J. Harris,,,,,,,,,,Missed,,,24.48,,,,,,,,,,,,
286,PT11M40.00S,2021-11-01T00:46:57.6Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,64,49,2021-11-01T00:47:00Z,2800000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,285.0,,,2.0,2.0,0.0,,,,,,,,,
287,PT11M36.00S,2021-11-01T00:47:03.8Z,3,REGULAR,turnover,out-of-bounds,[],203924,,,1610612765,64,49,2021-11-01T00:47:11Z,2810000,,,0,,J. Grant bad pass out-of-bounds TURNOVER (1 TO),[203924],1610612765.0,DET,bad pass,,,Grant,J. Grant,,,,,1626302.0,,,,,,,,,,,,,,,1.0,,,,,
288,PT11M25.00S,2021-11-01T00:47:15.5Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612751,64,49,2021-11-01T00:47:19Z,2820000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1630165]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,3.0,Hayes,1630165.0,,,
289,PT11M25.00S,2021-11-01T00:47:15.5Z,3,REGULAR,steal,,[],1630165,,,1610612765,64,49,2021-11-01T00:47:17Z,2830000,,,0,,K. Hayes STEAL (4 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT11M22.00S,2021-11-01T00:47:20.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,64,49,2021-11-01T00:47:20Z,2840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT11M02.00S,2021-11-01T00:47:53.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630165,94.56307490144546,87.25490196078431,1610612765,64,49,2021-11-01T00:47:59Z,2850000,186.0,-1.0,1,right,MISS K. Hayes 18' Jump Shot,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,Missed,,,18.63,,,,,,,,,,,,
292,PT11M00.00S,2021-11-01T00:47:55.8Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,64,49,2021-11-01T00:47:55Z,2860000,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,291.0,,,1.0,0.0,1.0,,,,,,,,,
293,PT10M58.00S,2021-11-01T00:47:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628977,93.38042049934296,50.245098039215684,1610612765,64,49,2021-11-01T00:48:01Z,2870000,1.0,10.0,1,right,MISS H. Diallo putback Layup,[1628977],1610612765.0,DET,putback,,,Diallo,H. Diallo,,,,,,,,,,Missed,,,0.98,,,,,,,,,,,,
295,PT10M58.00S,2021-11-01T00:47:57.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,64,49,2021-11-01T00:48:01Z,2890000,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,293.0,,,7.0,7.0,0.0,,,,,,,,,
296,PT10M53.00S,2021-11-01T00:48:03.2Z,3,REGULAR,2pt,Jump Shot,[],201142,20.45006570302234,26.225490196078432,1610612751,66,49,2021-11-01T00:48:22Z,2900000,119.0,140.0,1,left,K. Durant 18' pullup Jump Shot (21 PTS) (J. Harris 1 AST),"[201142, 203925]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,Made,,21.0,18.34,,,,J. Harris,203925.0,1.0,,,,,,
298,PT10M33.00S,2021-11-01T00:48:22.4Z,3,REGULAR,3pt,Jump Shot,[],1628977,94.82588699080158,96.56862745098039,1610612765,66,52,2021-11-01T00:48:30Z,2920000,233.0,-4.0,1,right,H. Diallo 3PT  (3 PTS) (S. Bey 4 AST),"[1628977, 1630180]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,Made,,3.0,23.28,,,,S. Bey,1630180.0,4.0,,,,,,
300,PT10M21.00S,2021-11-01T00:48:34.6Z,3,REGULAR,3pt,Jump Shot,[],203925,8.229303547963205,2.941176470588235,1610612751,69,52,2021-11-01T00:48:39Z,2940000,235.0,25.0,1,left,J. Harris 3PT  (12 PTS) (K. Durant 3 AST),"[203925, 201142]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,Made,,12.0,23.66,,,,K. Durant,201142.0,3.0,,,,,,
302,PT09M58.00S,2021-11-01T00:48:58.2Z,3,REGULAR,3pt,Jump Shot,[],1630191,66.83639947437582,45.588235294117645,1610612765,69,55,2021-11-01T00:49:04Z,2960000,-22.0,259.0,1,right,I. Stewart 26' 3PT  (5 PTS) (S. Bey 5 AST),"[1630191, 1630180]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,Made,,5.0,26.01,,,,S. Bey,1630180.0,5.0,,,,,,
304,PT09M41.00S,2021-11-01T00:49:17.2Z,3,REGULAR,foul,personal,[],203924,,,1610612751,69,55,2021-11-01T00:49:24Z,2980000,,,0,,J. Grant personal FOUL (2 PF),"[203924, 203925]",1610612765.0,DET,,,,Grant,J. Grant,,,,,1626302.0,2.0,0.0,Harris,203925.0,,,,,,,,,,,,,,,,
306,PT09M31.00S,2021-11-01T00:49:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.1268068331143235,44.11764705882353,1610612751,71,55,2021-11-01T00:49:44Z,3000000,29.0,5.0,1,left,B. Brown driving Layup (2 PTS) (K. Durant 4 AST),"[1628971, 201142]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,,,,,,Made,,2.0,2.98,,,,K. Durant,201142.0,4.0,,,,,,
308,PT09M17.00S,2021-11-01T00:49:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.85479632063075,47.30392156862745,1610612765,71,55,2021-11-01T00:50:03Z,3020000,-13.0,15.0,1,right,MISS I. Stewart driving Layup - blocked,"[1630191, 201142]",1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,,,,,,Missed,,,2.0,,,,,,,,,,Durant,201142.0,
309,PT09M17.00S,2021-11-01T00:49:56.0Z,3,REGULAR,block,,[],201142,,,1610612765,71,55,2021-11-01T00:49:59Z,3030000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT09M17.00S,2021-11-01T00:49:56.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,71,55,2021-11-01T00:50:03Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,
311,PT09M17.00S,2021-11-01T00:50:01.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,71,55,2021-11-01T00:50:01Z,3050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT09M14.00S,2021-11-01T00:50:12.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,91.67214191852825,49.754901960784316,1610612765,71,55,2021-11-01T00:50:17Z,3060000,-1.0,26.0,1,right,MISS J. Grant cutting Layup,[203924],1610612765.0,DET,cutting,,,Grant,J. Grant,,,,,,,,,,Missed,,,2.58,,,,,,,,,,,,
313,PT09M11.00S,2021-11-01T00:50:15.5Z,3,REGULAR,rebound,defensive,[],201933,,,1610612751,71,55,2021-11-01T00:50:17Z,3070000,,,0,,B. Griffin REBOUND (Off:0 Def:5),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,312.0,,,5.0,5.0,0.0,,,,,,,,,
314,PT08M55.00S,2021-11-01T00:50:31.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203925,4.944152431011826,50.245098039215684,1610612751,71,55,2021-11-01T00:50:37Z,3080000,-1.0,-6.0,1,left,MISS J. Harris driving Layup,[203925],1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,,,,,,Missed,,,0.61,,,,,,,,,,,,
315,PT08M55.00S,2021-11-01T00:50:31.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,71,55,2021-11-01T00:50:48Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,
316,PT08M55.00S,2021-11-01T00:50:34.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,71,55,2021-11-01T00:50:48Z,3100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT08M53.00S,2021-11-01T00:50:59.6Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,71,55,2021-11-01T00:51:07Z,3110000,,,0,,K. Durant step out-of-bounds TURNOVER (3 TO),[201142],1610612751.0,BKN,step,,,Durant,K. Durant,,,,,1626302.0,,,,,,,,,,,,,,,3.0,,,,,
318,PT08M46.00S,2021-11-01T00:51:18.7Z,3,REGULAR,foul,offensive,[],203924,,,1610612765,71,55,2021-11-01T00:51:27Z,3120000,,,0,,J. Grant charge offensive FOUL (3 PF),"[203924, 201933]",1610612765.0,DET,charge,,,Grant,J. Grant,,,,,200834.0,3.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,,
320,PT08M46.00S,2021-11-01T00:51:18.7Z,3,REGULAR,turnover,offensive foul,[],203924,,,1610612765,71,55,2021-11-01T00:51:18Z,3140000,,,0,,J. Grant offensive foul TURNOVER (2 TO),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,200834.0,,,,,,,,,,,,,,,2.0,,,,,
321,PT08M27.00S,2021-11-01T00:51:59.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201935,10.988830486202366,3.1862745098039214,1610612751,71,55,2021-11-01T00:52:05Z,3150000,234.0,51.0,1,left,MISS J. Harden 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Missed,,,23.95,,,,,,,,,,,,
322,PT08M23.00S,2021-11-01T00:52:03.0Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,71,55,2021-11-01T00:52:05Z,3160000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,321.0,,,1.0,1.0,0.0,,,,,,,,,
323,PT08M17.00S,2021-11-01T00:52:08.1Z,3,REGULAR,3pt,Jump Shot,[],1630191,67.09921156373193,49.754901960784316,1610612765,71,55,2021-11-01T00:52:14Z,3170000,-1.0,257.0,1,right,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,Missed,,,25.68,,,,,,,,,,,,
324,PT08M14.00S,2021-11-01T00:52:11.1Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,71,55,2021-11-01T00:52:14Z,3180000,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,323.0,,,4.0,4.0,0.0,,,,,,,,,
325,PT08M11.00S,2021-11-01T00:52:16.2Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612751,71,55,2021-11-01T00:52:33Z,3190000,,,0,,J. Grant shooting personal FOUL (4 PF) (Harden 2 FT),"[203924, 201935]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,202053.0,4.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
327,PT08M11.00S,2021-11-01T00:52:49.1Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,72,55,2021-11-01T00:53:13Z,3210000,,,0,,J. Harden Free Throw 1 of 2 (12 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Made,,12.0,,,,,,,,,,,,,
328,PT08M11.00S,2021-11-01T00:52:49.8Z,3,REGULAR,substitution,out,[],203924,,,1610612751,72,55,2021-11-01T00:52:54Z,3220000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT08M11.00S,2021-11-01T00:52:49.8Z,3,REGULAR,substitution,in,[],1626168,,,1610612751,72,55,2021-11-01T00:52:54Z,3230000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT08M11.00S,2021-11-01T00:52:49.1Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,72,55,2021-11-01T00:53:13Z,3240000,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Missed,,,,,,,,,,,,,,,
331,PT08M09.00S,2021-11-01T00:52:51.1Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,72,55,2021-11-01T00:53:13Z,3250000,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,330.0,,,4.0,3.0,1.0,,,,,,,,,
332,PT07M49.00S,2021-11-01T00:53:31.6Z,3,REGULAR,turnover,bad pass,[],1630165,,,1610612765,72,55,2021-11-01T00:53:36Z,3260000,,,0,,K. Hayes bad pass TURNOVER (2 TO),"[1630165, 1628971]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,2.0,Brown,1628971.0,,,
333,PT07M49.00S,2021-11-01T00:53:31.6Z,3,REGULAR,steal,,[],1628971,,,1610612751,72,55,2021-11-01T00:53:33Z,3270000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT07M43.00S,2021-11-01T00:53:39.7Z,3,REGULAR,turnover,out-of-bounds,[],201933,,,1610612751,72,55,2021-11-01T00:53:48Z,3280000,,,0,,B. Griffin bad pass out-of-bounds TURNOVER (2 TO),[201933],1610612751.0,BKN,bad pass,,,Griffin,B. Griffin,,,,,1626302.0,,,,,,,,,,,,,,,2.0,,,,,
335,PT07M43.00S,2021-11-01T00:53:45.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,72,55,2021-11-01T00:53:45Z,3290000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT07M43.00S,2021-11-01T00:53:47.0Z,3,REGULAR,substitution,out,[],1628977,,,1610612765,72,55,2021-11-01T00:56:14Z,3300000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT07M43.00S,2021-11-01T00:53:47.0Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,72,55,2021-11-01T00:56:14Z,3310000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT07M43.00S,2021-11-01T00:53:47.0Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,72,55,2021-11-01T00:56:14Z,3320000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT07M43.00S,2021-11-01T00:53:47.0Z,3,REGULAR,substitution,in,[],203482,,,1610612765,72,55,2021-11-01T00:56:14Z,3330000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT07M43.00S,2021-11-01T00:53:47.0Z,3,REGULAR,substitution,in,[],1628367,,,1610612765,72,55,2021-11-01T00:56:14Z,3340000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT07M43.00S,2021-11-01T00:53:47.0Z,3,REGULAR,substitution,in,[],202709,,,1610612765,72,55,2021-11-01T00:56:14Z,3350000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT07M29.00S,2021-11-01T00:56:50.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203482,66.5735873850197,54.41176470588235,1610612765,72,58,2021-11-01T00:56:57Z,3360000,22.0,262.0,1,right,K. Olynyk 26' 3PT  (5 PTS) (C. Joseph 2 AST),"[203482, 202709]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,,5.0,26.26,,,,C. Joseph,202709.0,2.0,,,,,,
344,PT07M09.00S,2021-11-01T00:57:10.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201933,11.777266754270697,35.53921568627451,1610612751,74,58,2021-11-01T00:57:15Z,3380000,72.0,58.0,1,left,B. Griffin 9' driving Hook (5 PTS),[201933],1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,,,,,,Made,,5.0,9.28,,,,,,,,,,,,
345,PT06M47.00S,2021-11-01T00:57:32.2Z,3,REGULAR,turnover,bad pass,[],203482,,,1610612765,74,58,2021-11-01T00:57:49Z,3390000,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1628971]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,1.0,Brown,1628971.0,,,
346,PT06M47.00S,2021-11-01T00:57:32.2Z,3,REGULAR,steal,,[],1628971,,,1610612751,74,58,2021-11-01T00:57:34Z,3400000,,,0,,B. Brown STEAL (3 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M41.00S,2021-11-01T00:57:37.8Z,3,REGULAR,turnover,lost ball,[],201935,,,1610612751,74,58,2021-11-01T01:01:05Z,3410000,,,0,,J. Harden lost ball TURNOVER (4 TO),"[201935, 203482]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,4.0,Olynyk,203482.0,,,
348,PT06M41.00S,2021-11-01T00:57:37.8Z,3,REGULAR,steal,,[],203482,,,1610612765,74,58,2021-11-01T00:57:39Z,3420000,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT06M33.00S,2021-11-01T00:57:46.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628367,76.03482260183968,87.25490196078431,1610612765,74,58,2021-11-01T00:57:56Z,3430000,186.0,173.0,1,right,MISS J. Jackson 25' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,25.41,,,,,,,,,,,,
350,PT06M30.00S,2021-11-01T00:57:49.1Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,74,58,2021-11-01T00:57:49Z,3440000,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,349.0,,,8.0,8.0,0.0,,,,,,,,,
351,PT06M21.00S,2021-11-01T00:57:58.3Z,3,REGULAR,3pt,Jump Shot,[],201933,28.33442838370565,21.568627450980394,1610612751,77,58,2021-11-01T00:58:03Z,3450000,142.0,214.0,1,left,B. Griffin 25' 3PT  (8 PTS) (K. Durant 5 AST),"[201933, 201142]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,Made,,8.0,25.68,,,,K. Durant,201142.0,5.0,,,,,,
353,PT06M10.00S,2021-11-01T00:58:11.5Z,3,REGULAR,foul,personal,[],203925,,,1610612765,77,58,2021-11-01T00:58:27Z,3470000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 202709]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,200834.0,1.0,0.0,Joseph,202709.0,,,,,,,,,,,,,,,,
355,PT06M10.00S,2021-11-01T00:58:26.2Z,3,REGULAR,substitution,out,[],1628971,,,1610612765,77,58,2021-11-01T00:58:33Z,3490000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M10.00S,2021-11-01T00:58:26.2Z,3,REGULAR,substitution,in,[],201988,,,1610612765,77,58,2021-11-01T00:58:33Z,3500000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M02.00S,2021-11-01T00:58:42.8Z,3,REGULAR,2pt,Jump Shot,[],1628367,74.72076215505913,56.127450980392155,1610612765,77,58,2021-11-01T00:58:48Z,3510000,31.0,185.0,1,right,MISS J. Jackson 18' step back Shot,[1628367],1610612765.0,DET,step back,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,18.76,,,,,,,,,,,,
358,PT05M59.00S,2021-11-01T00:58:45.8Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,77,58,2021-11-01T00:58:48Z,3520000,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,357.0,,,3.0,2.0,1.0,,,,,,,,,
359,PT05M57.00S,2021-11-01T00:58:48.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,69.07030223390277,74.50980392156863,1610612765,77,61,2021-11-01T00:58:51Z,3530000,123.0,238.0,1,right,S. Bey 26' 3PT  (7 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,Made,,7.0,26.79,,,,,,,,,,,,
360,PT05M38.00S,2021-11-01T00:59:09.4Z,3,REGULAR,foul,personal,[],1626168,,,1610612751,77,61,2021-11-01T00:59:27Z,3540000,,,0,,T. Lyles personal FOUL (1 PF),"[1626168, 201933]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,202053.0,1.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,,
362,PT05M33.00S,2021-11-01T00:59:32.1Z,3,REGULAR,3pt,Jump Shot,[],201935,24.655059132720105,13.23529411764706,1610612751,80,61,2021-11-01T00:59:37Z,3560000,184.0,179.0,1,left,J. Harden 25' 3PT step back (15 PTS) (B. Griffin 2 AST),"[201935, 201933]",1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Made,,15.0,25.68,,,,B. Griffin,201933.0,2.0,,,,,,
364,PT05M16.00S,2021-11-01T00:59:48.9Z,3,REGULAR,3pt,Jump Shot,[],1626168,93.77463863337714,4.166666666666666,1610612765,80,64,2021-11-01T00:59:53Z,3580000,-229.0,6.0,1,right,T. Lyles 3PT  (8 PTS) (S. Bey 6 AST),"[1626168, 1630180]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,Made,,8.0,22.93,,,,S. Bey,1630180.0,6.0,,,,,,
366,PT05M00.00S,2021-11-01T01:00:04.7Z,3,REGULAR,3pt,Jump Shot,[],201935,31.750985545335087,63.23529411764706,1610612751,83,64,2021-11-01T01:00:10Z,3600000,-66.0,246.0,1,left,J. Harden 25' 3PT step back (18 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Made,,18.0,25.48,,,,,,,,,,,,
