actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
87,PT06M11.00S,2021-11-20T00:52:24.0Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,8,15,2021-11-20T00:52:25Z,860000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,
88,PT06M09.00S,2021-11-20T00:52:27.5Z,1,REGULAR,foul,personal,[],1627761,,,1610612753,8,15,2021-11-20T00:52:39Z,870000,,,0,,D. Bembry personal FOUL (2 PF),"[1627761, 203914]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Harris,203914.0,
90,PT05M59.00S,2021-11-20T00:52:59.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,91.5407358738502,49.01960784313725,1610612753,8,17,2021-11-20T00:53:08Z,890000,-5.0,27.0,1,right,M. Bamba alley-oop DUNK (4 PTS) (C. Anthony 2 AST),"[1628964, 1630175]",1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,2.74,Made,,,,,,,4.0,C. Anthony,1630175.0,2.0,,,,,,,,,
92,PT05M47.00S,2021-11-20T00:53:11.9Z,1,REGULAR,3pt,Jump Shot,[],201935,24.917871222076215,85.7843137254902,1610612751,11,17,2021-11-20T00:53:39Z,910000,-179.0,182.0,1,left,J. Harden 25' 3PT step back (5 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.5,Made,,,,,,,5.0,,,,,,,,,,,,
93,PT05M47.00S,2021-11-20T00:53:16.7Z,1,REGULAR,foul,personal,['1freethrow'],203914,,,1610612751,11,17,2021-11-20T00:53:36Z,920000,,,0,,G. Harris shooting personal FOUL (1 PF) (Harden 1 FT),"[203914, 201935]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Harden,201935.0,
95,PT05M47.00S,2021-11-20T00:53:31.0Z,1,REGULAR,substitution,out,[],201933,,,1610612751,11,17,2021-11-20T00:53:35Z,940000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M47.00S,2021-11-20T00:53:31.0Z,1,REGULAR,substitution,out,[],1627761,,,1610612751,11,17,2021-11-20T00:53:35Z,950000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M47.00S,2021-11-20T00:53:31.0Z,1,REGULAR,substitution,in,[],201949,,,1610612751,11,17,2021-11-20T00:53:35Z,960000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M47.00S,2021-11-20T00:53:31.0Z,1,REGULAR,substitution,in,[],200746,,,1610612751,11,17,2021-11-20T00:53:35Z,970000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M47.00S,2021-11-20T00:53:57.1Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,12,17,2021-11-20T00:53:57Z,980000,,,0,,J. Harden Free Throw 1 of 1 (6 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
100,PT05M33.00S,2021-11-20T00:54:13.3Z,1,REGULAR,3pt,Jump Shot,[],1628964,71.43561103810775,19.852941176470587,1610612753,12,17,2021-11-20T00:54:19Z,990000,-151.0,216.0,1,right,MISS M. Bamba 26' step back 3PT,[1628964],1610612753.0,ORL,step back,,,Bamba,M. Bamba,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
101,PT05M30.00S,2021-11-20T00:54:16.3Z,1,REGULAR,rebound,defensive,[],201949,,,1610612751,12,17,2021-11-20T00:54:19Z,1000000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,
102,PT05M17.00S,2021-11-20T00:54:29.8Z,1,REGULAR,3pt,Jump Shot,[],201935,32.276609724047304,31.372549019607842,1610612751,12,17,2021-11-20T00:54:37Z,1010000,93.0,251.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,,
103,PT05M13.00S,2021-11-20T00:54:33.8Z,1,REGULAR,rebound,offensive,[],1628975,,,1610612751,12,17,2021-11-20T00:54:37Z,1020000,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,
107,PT05M06.00S,2021-11-20T00:54:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,6.915243101182654,38.48039215686275,1610612751,12,17,2021-11-20T01:45:32Z,1060000,58.0,13.0,1,left,MISS B. Brown reverse Layup - blocked,"[1628971, 1628964]",1610612751.0,BKN,reverse,,,Brown,B. Brown,,,,,5.89,Missed,Bamba,1628964.0,,,,,,,,,,,,,,,,,
108,PT05M06.00S,2021-11-20T00:54:42.7Z,1,REGULAR,block,,[],1628964,,,1610612751,12,17,2021-11-20T00:54:44Z,1070000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M06.00S,2021-11-20T00:54:42.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,12,17,2021-11-20T00:54:51Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,
110,PT05M06.00S,2021-11-20T00:54:46.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,12,17,2021-11-20T00:54:46Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M00.00S,2021-11-20T00:55:01.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201949,30.831143232588698,35.53921568627451,1610612751,12,17,2021-11-20T00:55:06Z,1100000,72.0,237.0,1,left,MISS J. Johnson 24' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
112,PT04M58.00S,2021-11-20T00:55:03.9Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,12,17,2021-11-20T00:55:06Z,1110000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,111.0,3.0,3.0,0.0,,,,,,,,,,,,,
113,PT04M50.00S,2021-11-20T00:55:12.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,93.64323258869908,59.068627450980394,1610612753,12,19,2021-11-20T00:55:20Z,1120000,45.0,7.0,1,right,M. Bamba cutting Layup (6 PTS) (C. Anthony 3 AST),"[1628964, 1630175]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,4.59,Made,,,,,,,6.0,C. Anthony,1630175.0,3.0,,,,,,,,,
116,PT04M30.00S,2021-11-20T00:55:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,8.754927726675426,62.745098039215684,1610612751,12,19,2021-11-20T00:55:45Z,1150000,-64.0,30.0,1,left,MISS L. Aldridge 7' turnaround Shot,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,7.03,Missed,,,,,,,,,,,,,,,,,,,
117,PT04M30.00S,2021-11-20T00:55:32.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,12,19,2021-11-20T00:55:45Z,1160000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,
118,PT04M30.00S,2021-11-20T00:55:45.5Z,1,REGULAR,foul,personal,[],203914,,,1610612751,12,19,2021-11-20T00:55:54Z,1170000,,,0,,G. Harris loose ball personal FOUL (2 PF),"[203914, 1628971]",1610612753.0,ORL,loose ball,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Brown,1628971.0,
121,PT04M17.00S,2021-11-20T00:56:11.5Z,1,REGULAR,turnover,traveling,[],200746,,,1610612751,12,19,2021-11-20T00:56:16Z,1190000,,,0,,L. Aldridge traveling TURNOVER (1 TO),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,1.0,,,1201.0,,,,,
122,PT03M59.00S,2021-11-20T00:56:39.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629643,92.32917214191852,24.264705882352942,1610612753,12,21,2021-11-20T00:56:47Z,1200000,-129.0,20.0,1,right,C. Okeke 13' turnaround Jump Shot (2 PTS) (C. Anthony 4 AST),"[1629643, 1630175]",1610612753.0,ORL,turnaround,,,Okeke,C. Okeke,,,,,13.02,Made,,,,,,,2.0,C. Anthony,1630175.0,4.0,,,,,,,,,
124,PT03M46.00S,2021-11-20T00:56:55.4Z,1,REGULAR,foul,personal,[],203914,,,1610612751,12,21,2021-11-20T00:57:02Z,1220000,,,0,,G. Harris personal FOUL (3 PF),"[203914, 200746]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Aldridge,200746.0,
126,PT03M46.00S,2021-11-20T00:57:02.7Z,1,REGULAR,substitution,out,[],1630175,,,1610612751,12,21,2021-11-20T00:57:10Z,1240000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M46.00S,2021-11-20T00:57:02.7Z,1,REGULAR,substitution,in,[],1630591,,,1610612751,12,21,2021-11-20T00:57:10Z,1250000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M46.00S,2021-11-20T00:57:02.7Z,1,REGULAR,substitution,out,[],203914,,,1610612751,12,21,2021-11-20T00:57:23Z,1260000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M46.00S,2021-11-20T00:57:02.7Z,1,REGULAR,substitution,in,[],1630532,,,1610612751,12,21,2021-11-20T00:57:23Z,1270000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M39.00S,2021-11-20T00:57:55.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612751,12,21,2021-11-20T00:59:22Z,1280000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,200832.0,,,,,Review for hostile act - no hostile act
131,PT03M39.00S,2021-11-20T00:58:07.9Z,1,REGULAR,stoppage,other,[],0,,,1610612751,12,21,2021-11-20T00:58:12Z,1290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M33.00S,2021-11-20T00:59:37.2Z,1,REGULAR,3pt,Jump Shot,[],1628975,6.389618922470433,95.34313725490196,1610612751,12,21,2021-11-20T00:59:42Z,1300000,-227.0,8.0,1,left,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
133,PT03M29.00S,2021-11-20T00:59:41.2Z,1,REGULAR,rebound,offensive,[],200746,,,1610612751,12,21,2021-11-20T00:59:42Z,1310000,,,0,,L. Aldridge REBOUND (Off:1 Def:0),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,132.0,1.0,0.0,1.0,,,,,,,,,,,,,
134,PT03M19.00S,2021-11-20T00:59:50.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,11.12023653088042,37.00980392156863,1610612751,12,21,2021-11-20T00:59:58Z,1320000,65.0,52.0,1,left,MISS J. Harden 8' driving floating Shot - blocked,"[201935, 1630591]",1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,8.32,Missed,Suggs,1630591.0,,,,,,,,,,,,,,,,,
142,PT03M19.00S,2021-11-20T00:59:50.5Z,1,REGULAR,block,,[],1630591,,,1610612751,12,21,2021-11-20T01:01:47Z,1325000,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M17.00S,2021-11-20T00:59:52.5Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,12,21,2021-11-20T00:59:58Z,1330000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,
136,PT03M06.00S,2021-11-20T01:00:03.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,91.93495400788436,46.81372549019608,1610612753,12,23,2021-11-20T01:00:10Z,1340000,-16.0,23.0,1,right,M. Bamba cutting DUNK (8 PTS) (F. Wagner 2 AST),"[1628964, 1630532]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,2.82,Made,,,,,,,8.0,F. Wagner,1630532.0,2.0,,,,,,,,,
138,PT02M47.00S,2021-11-20T01:00:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201949,5.469776609724048,54.166666666666664,1610612751,14,23,2021-11-20T01:03:40Z,1360000,-21.0,-1.0,1,left,J. Johnson driving Layup (2 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,2.08,Made,,,,,,,2.0,,,,,,,,,,,,
139,PT02M31.00S,2021-11-20T01:00:38.3Z,1,REGULAR,3pt,Jump Shot,[],203082,67.49342969776609,59.55882352941176,1610612753,14,26,2021-11-20T01:00:46Z,1370000,48.0,253.0,1,right,T. Ross 25' 3PT  (3 PTS) (J. Suggs 1 AST),"[203082, 1630591]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.76,Made,,,,,,,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,
141,PT02M30.00S,2021-11-20T01:00:46.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,14,26,2021-11-20T01:00:46Z,1390000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M30.00S,2021-11-20T01:02:53.1Z,1,REGULAR,substitution,out,[],1628975,,,1610612751,14,26,2021-11-20T01:03:11Z,1400000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M30.00S,2021-11-20T01:02:53.1Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,14,26,2021-11-20T01:03:11Z,1410000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M30.00S,2021-11-20T01:02:53.1Z,1,REGULAR,substitution,out,[],201935,,,1610612751,14,26,2021-11-20T01:03:11Z,1420000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M30.00S,2021-11-20T01:02:53.1Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,14,26,2021-11-20T01:03:11Z,1430000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M30.00S,2021-11-20T01:02:53.1Z,1,REGULAR,substitution,in,[],1627761,,,1610612751,14,26,2021-11-20T01:03:11Z,1440000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M30.00S,2021-11-20T01:02:53.1Z,1,REGULAR,substitution,in,[],201988,,,1610612751,14,26,2021-11-20T01:03:11Z,1450000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M19.00S,2021-11-20T01:03:49.8Z,1,REGULAR,turnover,lost ball,[],201988,,,1610612751,14,26,2021-11-20T01:03:54Z,1460000,,,0,,P. Mills lost ball TURNOVER (1 TO),"[201988, 1630591]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,
150,PT02M19.00S,2021-11-20T01:03:49.8Z,1,REGULAR,steal,,[],1630591,,,1610612753,14,26,2021-11-20T01:03:51Z,1470000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M16.00S,2021-11-20T01:03:53.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630591,92.06636005256242,49.754901960784316,1610612753,14,28,2021-11-20T01:03:59Z,1480000,-1.0,22.0,1,right,J. Suggs running DUNK (11 PTS),[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,2.21,Made,,,,,,,11.0,,,,,,,,,,,,
152,PT02M01.00S,2021-11-20T01:04:07.7Z,1,REGULAR,2pt,Jump Shot,[],200746,10.463206307490145,16.176470588235293,1610612751,16,28,2021-11-20T01:04:12Z,1490000,169.0,46.0,1,left,L. Aldridge 17' Jump Shot (2 PTS) (J. Johnson 1 AST),"[200746, 201949]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,17.52,Made,,,,,,,2.0,J. Johnson,201949.0,1.0,,,,,,,,,
154,PT01M45.00S,2021-11-20T01:04:24.7Z,1,REGULAR,3pt,Jump Shot,[],203082,76.2976346911958,11.519607843137255,1610612753,16,31,2021-11-20T01:04:40Z,1510000,-192.0,170.0,1,right,T. Ross 25' 3PT  (6 PTS) (F. Wagner 3 AST),"[203082, 1630532]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.69,Made,,,,,,,6.0,F. Wagner,1630532.0,3.0,,,,,,,,,
156,PT01M33.00S,2021-11-20T01:04:35.4Z,1,REGULAR,2pt,Jump Shot,[],200746,7.835085413929041,78.18627450980392,1610612751,16,31,2021-11-20T01:04:42Z,1530000,-141.0,21.0,1,left,MISS L. Aldridge 14' Jump Shot - blocked,"[200746, 1630532]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,14.25,Missed,Wagner,1630532.0,,,,,,,,,,,,,,,,,
157,PT01M33.00S,2021-11-20T01:04:35.4Z,1,REGULAR,block,,[],1630532,,,1610612751,16,31,2021-11-20T01:04:38Z,1540000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M33.00S,2021-11-20T01:04:35.4Z,1,REGULAR,rebound,offensive,[],201988,,,1610612751,16,31,2021-11-20T01:04:42Z,1550000,,,0,,P. Mills REBOUND (Off:1 Def:0),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,156.0,1.0,0.0,1.0,,,,,,,,,,,,,
159,PT01M23.00S,2021-11-20T01:04:45.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201988,23.209592641261498,59.068627450980394,1610612751,18,31,2021-11-20T01:04:51Z,1560000,-45.0,166.0,1,left,P. Mills 17' pullup Jump Shot (2 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,17.18,Made,,,,,,,2.0,,,,,,,,,,,,
160,PT01M12.00S,2021-11-20T01:04:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,72.22404730617609,80.88235294117648,1610612753,18,34,2021-11-20T01:05:14Z,1570000,154.0,209.0,1,right,J. Suggs 25' 3PT running pullup (14 PTS),[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,25.95,Made,,,,,,,14.0,,,,,,,,,,,,
161,PT00M58.20S,2021-11-20T01:05:11.6Z,1,REGULAR,3pt,Jump Shot,[],201988,32.276609724047304,47.549019607843135,1610612751,21,34,2021-11-20T01:05:16Z,1580000,12.0,251.0,1,left,P. Mills 25' 3PT  (5 PTS) (J. Johnson 2 AST),"[201988, 201949]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.12,Made,,,,,,,5.0,J. Johnson,201949.0,2.0,,,,,,,,,
163,PT00M44.20S,2021-11-20T01:05:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628964,83.78777923784494,51.9607843137255,1610612753,21,36,2021-11-20T01:05:38Z,1600000,10.0,100.0,1,right,M. Bamba 10' floating Jump Shot (10 PTS) (J. Suggs 2 AST),"[1628964, 1630591]",1610612753.0,ORL,floating,,,Bamba,M. Bamba,,,,,10.04,Made,,,,,,,10.0,J. Suggs,1630591.0,2.0,,,,,,,,,
165,PT00M33.80S,2021-11-20T01:05:42.5Z,1,REGULAR,2pt,Jump Shot,[],200746,8.623521681997373,15.686274509803921,1610612751,23,36,2021-11-20T01:05:46Z,1620000,172.0,29.0,1,left,L. Aldridge 17' Jump Shot (4 PTS) (P. Mills 2 AST),"[200746, 201988]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,17.4,Made,,,,,,,4.0,P. Mills,201988.0,2.0,,,,,,,,,
167,PT00M20.40S,2021-11-20T01:05:58.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,73.9323258869908,83.08823529411765,1610612753,23,39,2021-11-20T01:06:02Z,1640000,165.0,193.0,1,right,J. Suggs 25' 3PT  (17 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,25.38,Made,,,,,,,17.0,,,,,,,,,,,,
168,PT00M05.90S,2021-11-20T01:06:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201949,5.338370565045992,55.88235294117647,1610612751,25,39,2021-11-20T01:06:22Z,1650000,-29.0,-2.0,1,left,J. Johnson driving Layup (4 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,2.95,Made,,,,,,,4.0,,,,,,,,,,,,
169,PT00M01.10S,2021-11-20T01:06:27.8Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201949,,,1610612753,25,39,2021-11-20T01:06:35Z,1660000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Wagner 3 FT),"[201949, 1630532]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Wagner,1630532.0,
172,PT00M01.10S,2021-11-20T01:06:57.3Z,1,REGULAR,freethrow,1 of 3,[],1630532,,,1610612753,25,40,2021-11-20T01:07:00Z,1690000,,,0,,F. Wagner Free Throw 1 of 3 (1 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
174,PT00M01.10S,2021-11-20T01:07:11.7Z,1,REGULAR,freethrow,2 of 3,[],1630532,,,1610612753,25,40,2021-11-20T01:07:11Z,1710000,,,0,,MISS F. Wagner Free Throw 2 of 3,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
175,PT00M01.10S,2021-11-20T01:07:11.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,25,40,2021-11-20T01:07:11Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,
176,PT00M01.10S,2021-11-20T01:07:28.4Z,1,REGULAR,freethrow,3 of 3,[],1630532,,,1610612753,25,41,2021-11-20T01:07:28Z,1730000,,,0,,F. Wagner Free Throw 3 of 3 (2 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
177,PT00M00.00S,2021-11-20T01:07:39.0Z,1,REGULAR,period,end,[],0,,,1610612751,25,41,2021-11-20T01:07:39Z,1740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-11-20T01:09:06.4Z,2,REGULAR,substitution,out,['startperiod'],1628964,,,1610612751,25,41,2021-11-20T01:10:22Z,1750000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-11-20T01:09:06.4Z,2,REGULAR,substitution,out,['startperiod'],203082,,,1610612751,25,41,2021-11-20T01:10:22Z,1760000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-11-20T01:09:06.4Z,2,REGULAR,substitution,in,['startperiod'],1630181,,,1610612751,25,41,2021-11-20T01:10:22Z,1770000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-11-20T01:09:06.4Z,2,REGULAR,substitution,in,['startperiod'],1628976,,,1610612751,25,41,2021-11-20T01:10:22Z,1780000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-11-20T01:10:24.3Z,2,REGULAR,period,start,[],0,,,1610612751,25,41,2021-11-20T01:10:24Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M33.00S,2021-11-20T01:10:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,6.783837056504599,54.65686274509803,1610612751,27,41,2021-11-20T01:10:54Z,1800000,-23.0,11.0,1,left,J. Johnson driving Layup (6 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,2.59,Made,,,,,,,6.0,,,,,,,,,,,,
184,PT11M15.00S,2021-11-20T01:11:08.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,86.81011826544021,44.11764705882353,1610612753,27,43,2021-11-20T01:11:13Z,1810000,-29.0,71.0,1,right,R. Hampton 7' driving Layup (2 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,7.73,Made,,,,,,,2.0,,,,,,,,,,,,
