actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
455,PT05M48.00S,2021-10-24T21:34:54.7Z,3,REGULAR,substitution,in,[],201988,,,1610612766,70,64,2021-10-24T21:35:00Z,4450000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M48.00S,2021-10-24T21:34:54.7Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,70,64,2021-10-24T21:35:00Z,4460000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M43.00S,2021-10-24T21:35:11.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626162,85.75886990801577,27.696078431372552,1610612766,70,64,2021-10-24T21:36:13Z,4470000,-112.0,81.0,1,right,MISS K. Oubre Jr. 13' Jump Shot,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,13.81,Missed,,,,,,,,,,,,,,,,,,
458,PT05M41.00S,2021-10-24T21:35:13.4Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612751,70,64,2021-10-24T21:35:19Z,4480000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,457.0,2.0,2.0,0.0,,,,,,,,,,,,
459,PT05M30.00S,2021-10-24T21:35:24.8Z,3,REGULAR,3pt,Jump Shot,[],201142,29.6484888304862,66.42156862745098,1610612751,70,64,2021-10-24T21:35:29Z,4490000,-82.0,226.0,1,left,MISS K. Durant 24' 3PT - blocked,"[201142, 1628970]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,24.06,Missed,Bridges,1628970.0,,,,,,,,,,,,,,,,
460,PT05M30.00S,2021-10-24T21:35:24.8Z,3,REGULAR,block,,[],1628970,,,1610612751,70,64,2021-10-24T21:35:27Z,4500000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M25.00S,2021-10-24T21:35:29.8Z,3,REGULAR,rebound,offensive,[],201142,,,1610612751,70,64,2021-10-24T21:35:29Z,4510000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,459.0,3.0,2.0,1.0,,,,,,,,,,,,
462,PT05M24.00S,2021-10-24T21:35:29.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,11.383048620236531,52.20588235294118,1610612751,70,64,2021-10-24T21:35:40Z,4520000,-11.0,55.0,1,left,MISS K. Durant Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,5.56,Missed,,,,,,,,,,,,,,,,,,
463,PT05M22.00S,2021-10-24T21:35:31.8Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,70,64,2021-10-24T21:35:40Z,4530000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,462.0,2.0,2.0,0.0,,,,,,,,,,,,
464,PT05M06.00S,2021-10-24T21:35:47.4Z,3,REGULAR,3pt,Jump Shot,[],1629023,68.41327201051249,33.82352941176471,1610612766,70,67,2021-10-24T21:35:53Z,4540000,-81.0,244.0,1,right,P. Washington 25' 3PT  (3 PTS) (L. Ball 5 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.74,Made,,,,,,,,,,,,3.0,L. Ball,1630163.0,5.0,,,
469,PT04M38.00S,2021-10-24T21:36:16.3Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,70,67,2021-10-24T21:36:22Z,4560000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1628970]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,2.0,Bridges,1628970.0
470,PT04M38.00S,2021-10-24T21:36:16.3Z,3,REGULAR,steal,,[],1628970,,,1610612766,70,67,2021-10-24T21:36:18Z,4570000,,,0,,M. Bridges STEAL (2 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
471,PT04M29.00S,2021-10-24T21:36:25.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,73.01248357424441,81.61764705882352,1610612766,70,67,2021-10-24T21:36:32Z,4580000,158.0,201.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
472,PT04M23.00S,2021-10-24T21:36:31.4Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,70,67,2021-10-24T21:36:32Z,4590000,,,0,,P. Mills REBOUND (Off:0 Def:3),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,471.0,3.0,3.0,0.0,,,,,,,,,,,,
473,PT04M20.00S,2021-10-24T21:36:33.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,30.042706964520367,71.32352941176471,1610612751,70,67,2021-10-24T21:36:40Z,4600000,-107.0,230.0,1,left,MISS K. Durant 25' running pullup 3PT,[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
474,PT04M17.00S,2021-10-24T21:36:36.7Z,3,REGULAR,rebound,offensive,[],200746,,,1610612751,70,67,2021-10-24T21:36:40Z,4610000,,,0,,L. Aldridge REBOUND (Off:2 Def:4),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,473.0,6.0,4.0,2.0,,,,,,,,,,,,
475,PT04M15.00S,2021-10-24T21:36:39.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",200746,4.681340341655716,49.50980392156863,1610612751,72,67,2021-10-24T21:36:44Z,4620000,2.0,-8.0,1,left,L. Aldridge putback Layup (9 PTS),[200746],1610612751.0,BKN,putback,,,Aldridge,L. Aldridge,,,,,0.89,Made,,,,,,,,,,,,9.0,,,,,,
476,PT04M02.00S,2021-10-24T21:36:52.1Z,3,REGULAR,3pt,Jump Shot,[],1626162,73.80091984231275,83.33333333333334,1610612766,72,70,2021-10-24T21:36:56Z,4630000,167.0,194.0,1,right,K. Oubre Jr. 25' 3PT  (5 PTS) (C. Martin 3 AST),"[1626162, 1628998]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.56,Made,,,,,,,,,,,,5.0,C. Martin,1628998.0,3.0,,,
478,PT03M41.00S,2021-10-24T21:37:12.7Z,3,REGULAR,turnover,bad pass,[],200746,,,1610612751,72,70,2021-10-24T21:37:16Z,4650000,,,0,,L. Aldridge bad pass TURNOVER (2 TO),"[200746, 1628998]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,2.0,Martin,1628998.0
479,PT03M41.00S,2021-10-24T21:37:12.7Z,3,REGULAR,steal,,[],1628998,,,1610612766,72,70,2021-10-24T21:37:14Z,4660000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M40.00S,2021-10-24T21:37:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,94.30026281208936,49.26470588235294,1610612766,72,72,2021-10-24T21:37:22Z,4670000,-4.0,1.0,1,right,M. Bridges running Layup (28 PTS) (C. Martin 4 AST),"[1628970, 1628998]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,0.39,Made,,,,,,,,,,,,28.0,C. Martin,1628998.0,4.0,,,
482,PT03M40.00S,2021-10-24T21:37:19.1Z,3,REGULAR,foul,personal,['1freethrow'],200746,,,1610612766,72,72,2021-10-24T21:40:10Z,4690000,,,0,,L. Aldridge shooting personal FOUL (2 PF) (Bridges 1 FT),"[200746, 1628970]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,1148.0,2.0,0.0,Bridges,1628970.0,,,,,,,
484,PT03M40.00S,2021-10-24T21:37:38.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,72,72,2021-10-24T21:37:38Z,4710000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M40.00S,2021-10-24T21:37:40.6Z,3,REGULAR,substitution,out,[],1628975,,,1610612766,72,72,2021-10-24T21:39:48Z,4720000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M40.00S,2021-10-24T21:37:40.6Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,72,72,2021-10-24T21:39:48Z,4730000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M40.00S,2021-10-24T21:37:40.6Z,3,REGULAR,substitution,in,[],200794,,,1610612766,72,72,2021-10-24T21:39:48Z,4740000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M40.00S,2021-10-24T21:37:40.6Z,3,REGULAR,substitution,in,[],202397,,,1610612766,72,72,2021-10-24T21:39:48Z,4750000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M40.00S,2021-10-24T21:40:38.8Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628970,,,1610612766,72,73,2021-10-24T21:40:38Z,4760000,,,0,,M. Bridges Free Throw 1 of 1 (29 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,,29.0,,,,,,
490,PT03M26.00S,2021-10-24T21:40:59.3Z,3,REGULAR,2pt,Jump Shot,[],201142,11.645860709592641,70.09803921568627,1610612751,74,73,2021-10-24T22:25:00Z,4770000,-100.0,57.0,1,left,K. Durant 11' step back Jump Shot (27 PTS),[201142],1610612751.0,BKN,step back,,,Durant,K. Durant,,,,,11.55,Made,,,,,,,,,,,,27.0,,,,,,
491,PT03M02.00S,2021-10-24T21:41:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,92.19776609724047,53.67647058823529,1610612766,74,73,2021-10-24T21:41:31Z,4780000,18.0,21.0,1,right,MISS C. Martin Layup - blocked,"[1628998, 200794]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,2.78,Missed,Millsap,200794.0,,,,,,,,,,,,,,,,
509,PT03M02.00S,2021-10-24T21:41:22.6Z,3,REGULAR,block,,[],200794,,,1610612766,74,73,2021-10-24T21:42:49Z,4785000,,,0,,P. Millsap BLOCK (1 BLK),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
492,PT03M00.00S,2021-10-24T21:41:24.6Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,74,73,2021-10-24T21:41:31Z,4790000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,491.0,4.0,3.0,1.0,,,,,,,,,,,,
493,PT02M45.00S,2021-10-24T21:41:39.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,14.14257555847569,38.72549019607843,1610612751,74,73,2021-10-24T21:41:51Z,4800000,56.0,80.0,1,left,MISS B. Brown 9' driving Layup,[1628971],1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,
494,PT02M41.00S,2021-10-24T21:41:43.9Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,74,73,2021-10-24T21:41:51Z,4810000,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,493.0,3.0,3.0,0.0,,,,,,,,,,,,
495,PT02M39.00S,2021-10-24T21:41:47.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,93.9060446780552,56.127450980392155,1610612766,74,73,2021-10-24T21:41:57Z,4820000,31.0,5.0,1,right,MISS P. Washington Layup,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,
496,PT02M37.00S,2021-10-24T21:41:49.2Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612766,74,73,2021-10-24T21:41:57Z,4830000,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,495.0,7.0,4.0,3.0,,,,,,,,,,,,
523,PT02M37.00S,2021-10-24T21:41:48.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,93.64323258869908,48.28431372549019,1610612766,74,73,2021-10-24T21:44:58Z,4835000,-9.0,7.0,1,right,MISS K. Oubre Jr. tip Layup,[1626162],1610612766.0,CHA,tip,,,Oubre Jr.,K. Oubre Jr.,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,
524,PT02M37.00S,2021-10-24T21:41:48.8Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612766,74,73,2021-10-24T21:44:58Z,4837500,,,0,,K. Oubre Jr. REBOUND (Off:4 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,523.0,8.0,4.0,4.0,,,,,,,,,,,,
497,PT02M37.00S,2021-10-24T21:41:50.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,94.40999984741211,50.0,1610612766,74,73,2021-10-24T21:44:58Z,4840000,0.0,0.0,1,right,MISS K. Oubre Jr. tip Layup,[1626162],1610612766.0,CHA,tip,,,Oubre Jr.,K. Oubre Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
498,PT02M37.00S,2021-10-24T21:41:53.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,74,73,2021-10-24T21:41:53Z,4850000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,
499,PT02M37.00S,2021-10-24T21:41:55.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,74,73,2021-10-24T21:41:55Z,4860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M37.00S,2021-10-24T21:41:56.6Z,3,REGULAR,substitution,out,[],200794,,,1610612766,74,73,2021-10-24T21:42:11Z,4870000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M37.00S,2021-10-24T21:41:56.6Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,74,73,2021-10-24T21:42:11Z,4880000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M37.00S,2021-10-24T21:41:56.6Z,3,REGULAR,substitution,out,[],1626162,,,1610612766,74,73,2021-10-24T21:42:11Z,4890000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M37.00S,2021-10-24T21:41:56.6Z,3,REGULAR,substitution,in,[],201935,,,1610612766,74,73,2021-10-24T21:42:11Z,4900000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M37.00S,2021-10-24T21:41:56.6Z,3,REGULAR,substitution,in,[],203486,,,1610612766,74,73,2021-10-24T21:42:11Z,4910000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M37.00S,2021-10-24T21:41:56.6Z,3,REGULAR,substitution,in,[],202330,,,1610612766,74,73,2021-10-24T21:42:11Z,4920000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M27.00S,2021-10-24T21:42:23.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,91.93495400788436,54.65686274509803,1610612766,74,75,2021-10-24T21:42:29Z,4930000,23.0,23.0,1,right,C. Martin Layup (4 PTS) (P. Washington 1 AST),"[1628998, 1629023]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,3.3,Made,,,,,,,,,,,,4.0,P. Washington,1629023.0,1.0,,,
508,PT02M11.00S,2021-10-24T21:42:41.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,74,75,2021-10-24T21:42:41Z,4950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M59.00S,2021-10-24T21:43:04.9Z,3,REGULAR,3pt,Jump Shot,[],201988,31.61957950065703,64.2156862745098,1610612751,74,75,2021-10-24T21:43:10Z,4960000,-71.0,245.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
511,PT01M56.00S,2021-10-24T21:43:08.1Z,3,REGULAR,rebound,defensive,[],202397,,,1610612766,74,75,2021-10-24T21:43:08Z,4970000,,,0,,I. Smith REBOUND (Off:0 Def:4),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,510.0,4.0,4.0,0.0,,,,,,,,,,,,
512,PT01M52.00S,2021-10-24T21:43:12.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202397,93.51182654402102,50.0,1610612766,74,77,2021-10-24T21:43:20Z,4980000,0.0,8.0,1,right,I. Smith running Layup (2 PTS),[202397],1610612766.0,CHA,running,,,Smith,I. Smith,,,,,0.85,Made,,,,,,,,,,,,2.0,,,,,,
513,PT01M29.00S,2021-10-24T21:43:34.7Z,3,REGULAR,2pt,Jump Shot,[],201988,7.703679369250986,16.176470588235293,1610612751,76,77,2021-10-24T22:25:24Z,4990000,169.0,20.0,1,left,P. Mills 17' pullup Jump Shot (2 PTS) (J. Harden 8 AST),"[201988, 201935]",1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,17.03,Made,,,,,,,,,,,,2.0,J. Harden,201935.0,8.0,,,
515,PT01M19.00S,2021-10-24T21:43:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202397,93.24901445466492,45.588235294117645,1610612766,76,77,2021-10-24T21:43:50Z,5010000,-22.0,11.0,1,right,MISS I. Smith driving finger roll Layup - blocked,"[202397, 200746]",1610612766.0,CHA,driving finger roll,,,Smith,I. Smith,,,,,2.47,Missed,Aldridge,200746.0,,,,,,,,,,,,,,,,
516,PT01M19.00S,2021-10-24T21:43:44.3Z,3,REGULAR,block,,[],200746,,,1610612766,76,77,2021-10-24T21:43:47Z,5020000,,,0,,L. Aldridge BLOCK (2 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
517,PT01M16.00S,2021-10-24T21:43:47.3Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,76,77,2021-10-24T21:43:50Z,5030000,,,0,,P. Mills REBOUND (Off:0 Def:4),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,515.0,4.0,4.0,0.0,,,,,,,,,,,,
518,PT01M15.00S,2021-10-24T21:43:51.4Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612751,76,77,2021-10-24T21:44:10Z,5040000,,,0,,G. Hayward shooting personal FOUL (2 PF) (Durant 2 FT),"[202330, 201142]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,1148.0,2.0,0.0,Durant,201142.0,,,,,,,
520,PT01M15.00S,2021-10-24T21:44:20.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612751,77,77,2021-10-24T21:44:20Z,5060000,,,0,,K. Durant Free Throw 1 of 2 (28 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,28.0,,,,,,
521,PT01M15.00S,2021-10-24T21:44:35.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612751,78,77,2021-10-24T21:44:35Z,5070000,,,0,,K. Durant Free Throw 2 of 2 (29 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,,,29.0,,,,,,
522,PT00M56.20S,2021-10-24T21:44:55.6Z,3,REGULAR,3pt,Jump Shot,[],1629023,95.6143232588699,94.85294117647058,1610612766,78,77,2021-10-24T21:45:03Z,5080000,224.0,-11.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,
525,PT00M53.10S,2021-10-24T21:44:59.1Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,78,77,2021-10-24T21:44:59Z,5090000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,522.0,4.0,4.0,0.0,,,,,,,,,,,,
526,PT00M43.30S,2021-10-24T21:45:11.4Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,78,77,2021-10-24T21:45:16Z,5100000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (6 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,,,,,,,,,1204.0,,,,,,,,,6.0,,
527,PT00M35.00S,2021-10-24T21:45:29.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202397,77.4802890932983,66.17647058823529,1610612766,78,79,2021-10-24T21:45:33Z,5110000,81.0,159.0,1,right,I. Smith 17' pullup Jump Shot (4 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,17.86,Made,,,,,,,,,,,,4.0,,,,,,
528,PT00M27.40S,2021-10-24T21:45:40.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,12.697109067017081,48.529411764705884,1610612751,78,79,2021-10-24T21:45:49Z,5120000,7.0,67.0,1,left,MISS B. Brown 6' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,6.73,Missed,,,,,,,,,,,,,,,,,,
529,PT00M24.30S,2021-10-24T21:45:44.0Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,78,79,2021-10-24T21:45:49Z,5130000,,,0,,M. Plumlee REBOUND (Off:0 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,528.0,5.0,5.0,0.0,,,,,,,,,,,,
530,PT00M00.60S,2021-10-24T21:46:07.6Z,3,REGULAR,2pt,Jump Shot,[],202397,85.10183968462549,17.15686274509804,1610612766,78,79,2021-10-24T21:46:22Z,5140000,-164.0,88.0,1,right,MISS I. Smith 18' floating Shot,[202397],1610612766.0,CHA,floating,,,Smith,I. Smith,,,,,18.61,Missed,,,,,,,,,,,,,,,,,,
531,PT00M00.60S,2021-10-24T21:46:07.6Z,3,REGULAR,rebound,defensive,[],200746,,,1610612751,78,79,2021-10-24T21:46:22Z,5150000,,,0,,L. Aldridge REBOUND (Off:2 Def:5),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,530.0,7.0,5.0,2.0,,,,,,,,,,,,
532,PT00M00.00S,2021-10-24T21:46:15.1Z,3,REGULAR,period,end,[],0,,,1610612751,78,79,2021-10-24T21:46:15Z,5160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2021-10-24T21:47:40.0Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,78,79,2021-10-24T21:48:51Z,5170000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2021-10-24T21:47:40.0Z,4,REGULAR,substitution,out,['startperiod'],1629023,,,1610612751,78,79,2021-10-24T21:48:51Z,5180000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2021-10-24T21:47:40.0Z,4,REGULAR,substitution,in,['startperiod'],203925,,,1610612751,78,79,2021-10-24T21:48:51Z,5190000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2021-10-24T21:47:40.0Z,4,REGULAR,substitution,in,['startperiod'],1628970,,,1610612751,78,79,2021-10-24T21:48:51Z,5200000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2021-10-24T21:48:56.9Z,4,REGULAR,period,start,[],0,,,1610612751,78,79,2021-10-24T21:48:56Z,5210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT11M44.00S,2021-10-24T21:49:12.6Z,4,REGULAR,3pt,Jump Shot,[],201935,28.465834428383708,22.54901960784314,1610612751,78,79,2021-10-24T21:49:18Z,5220000,137.0,215.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
539,PT11M40.00S,2021-10-24T21:49:16.6Z,4,REGULAR,rebound,defensive,[],202330,,,1610612766,78,79,2021-10-24T21:49:18Z,5230000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,538.0,3.0,3.0,0.0,,,,,,,,,,,,
540,PT11M32.00S,2021-10-24T21:49:23.8Z,4,REGULAR,turnover,bad pass,[],203486,,,1610612766,78,79,2021-10-24T21:49:30Z,5240000,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 203925]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,1.0,Harris,203925.0
541,PT11M32.00S,2021-10-24T21:49:23.8Z,4,REGULAR,steal,,[],203925,,,1610612751,78,79,2021-10-24T21:52:01Z,5250000,,,0,,J. Harris STEAL (1 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
