actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
460,PT03M00.00S,2022-04-09T01:17:26.3Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,81,82,2022-04-09T01:17:26Z,4590000,,,0,,K. Love REBOUND (Off:3 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,459.0,5.0,2.0,3.0,,,,,,,,
461,PT02M48.00S,2022-04-09T01:17:38.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201567,90.22667542706965,49.26470588235294,1610612739,81,84,2022-04-09T01:24:00Z,4600000,-4.0,39.0,1,right,K. Love Hook (7 PTS) (D. Garland 2 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,3.96,Made,,,,,,,7.0,D. Garland,1629636.0,2.0,,
463,PT02M39.00S,2022-04-09T01:17:47.5Z,3,REGULAR,2pt,Jump Shot,[],202681,6.521024967148489,29.166666666666668,1610612751,81,84,2022-04-09T01:17:50Z,4620000,104.0,9.0,1,left,MISS K. Irving 10' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,,10.46,Missed,,,,,,,,,,,,
464,PT02M37.00S,2022-04-09T01:17:49.5Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,81,84,2022-04-09T01:17:50Z,4630000,,,0,,K. Love REBOUND (Off:3 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,463.0,6.0,3.0,3.0,,,,,,,,
465,PT02M34.00S,2022-04-09T01:18:00.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612739,81,84,2022-04-09T01:18:10Z,4640000,,,0,,K. Irving personal FOUL (4 PF) (Garland 2 FT),"[202681, 1629636]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,1198.0,4.0,0.0,Garland,1629636.0,,,,,,,,,,,,,,,
467,PT02M34.00S,2022-04-09T01:18:23.2Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,81,85,2022-04-09T01:18:23Z,4660000,,,0,,D. Garland Free Throw 1 of 2 (24 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,Made,,,,,,,24.0,,,,,
468,PT02M34.00S,2022-04-09T01:18:24.0Z,3,REGULAR,substitution,out,[],202681,,,1610612739,81,85,2022-04-09T01:18:27Z,4670000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M34.00S,2022-04-09T01:18:24.0Z,3,REGULAR,substitution,in,[],203552,,,1610612739,81,85,2022-04-09T01:18:27Z,4680000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M34.00S,2022-04-09T01:18:24.0Z,3,REGULAR,substitution,out,[],1630556,,,1610612739,81,85,2022-04-09T01:18:42Z,4690000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M34.00S,2022-04-09T01:18:24.0Z,3,REGULAR,substitution,in,[],1629651,,,1610612739,81,85,2022-04-09T01:18:42Z,4700000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M34.00S,2022-04-09T01:18:54.3Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,81,86,2022-04-09T01:18:54Z,4710000,,,0,,D. Garland Free Throw 2 of 2 (25 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,Made,,,,,,,25.0,,,,,
473,PT02M22.00S,2022-04-09T01:19:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,19.004599211563733,45.09803921568628,1610612751,81,86,2022-04-09T01:19:12Z,4720000,25.0,126.0,1,left,MISS K. Durant 12' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,,,,,,,12.85,Missed,,,,,,,,,,,,
474,PT02M19.00S,2022-04-09T01:19:11.8Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,81,86,2022-04-09T01:19:12Z,4730000,,,0,,K. Love REBOUND (Off:3 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,473.0,7.0,4.0,3.0,,,,,,,,
475,PT02M13.00S,2022-04-09T01:19:17.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.31340341655716,49.754901960784316,1610612739,81,88,2022-04-09T01:19:21Z,4740000,-1.0,95.0,1,right,D. Garland 9' driving floating Jump Shot (27 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,,,,9.5,Made,,,,,,,27.0,,,,,
476,PT01M58.00S,2022-04-09T01:19:34.4Z,3,REGULAR,violation,kicked ball,[],1626224,,,1610612751,81,88,2022-04-09T01:19:54Z,4750000,,,0,,C. Osman kicked ball VIOLATION,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,2715.0,,,,,,,,,,,,,,,,,,,
477,PT01M58.00S,2022-04-09T01:19:43.3Z,3,REGULAR,substitution,out,[],1630171,,,1610612751,81,88,2022-04-09T01:19:45Z,4760000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M58.00S,2022-04-09T01:19:43.3Z,3,REGULAR,substitution,in,[],200765,,,1610612751,81,88,2022-04-09T01:19:45Z,4770000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M53.00S,2022-04-09T01:20:02.0Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,81,88,2022-04-09T01:20:05Z,4780000,,,0,,K. Durant step out-of-bounds TURNOVER (4 TO),[201142],1610612751.0,BKN,step,,,Durant,K. Durant,,,,,1198.0,,,,,4.0,,,,,,,,,,,,,,
480,PT01M32.00S,2022-04-09T01:20:31.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630205,91.01511169513797,57.35294117647059,1610612739,81,88,2022-04-09T01:20:34Z,4790000,37.0,32.0,1,right,MISS L. Stevens Layup - blocked,"[1630205, 1628971]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,4.88,Missed,,,,,Brown,1628971.0,,,,,,
481,PT01M32.00S,2022-04-09T01:20:31.2Z,3,REGULAR,block,,[],1628971,,,1610612739,81,88,2022-04-09T01:20:33Z,4800000,,,0,,B. Brown BLOCK (4 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M29.00S,2022-04-09T01:20:34.2Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,81,88,2022-04-09T01:20:34Z,4810000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,480.0,3.0,2.0,1.0,,,,,,,,
483,PT01M21.00S,2022-04-09T01:20:41.9Z,3,REGULAR,3pt,Jump Shot,[],201988,16.770696452036795,93.38235294117648,1610612751,81,88,2022-04-09T01:20:47Z,4820000,-217.0,105.0,1,left,MISS P. Mills 24' step back 3PT,[201988],1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,,,,,,,24.1,Missed,,,,,,,,,,,,
484,PT01M18.00S,2022-04-09T01:20:44.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,81,88,2022-04-09T01:20:47Z,4830000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,483.0,,,,,,,,,,,
485,PT01M18.00S,2022-04-09T01:20:48.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,81,88,2022-04-09T01:20:48Z,4840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M59.20S,2022-04-09T01:21:18.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,91.40932982917214,56.86274509803921,1610612739,81,88,2022-04-09T01:21:22Z,4850000,34.0,28.0,1,right,MISS D. Garland driving Layup - blocked,"[1629636, 1629651]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,,4.45,Missed,,,,,Claxton,1629651.0,,,,,,
487,PT00M59.20S,2022-04-09T01:21:18.5Z,3,REGULAR,block,,[],1629651,,,1610612739,81,88,2022-04-09T01:21:20Z,4860000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M56.20S,2022-04-09T01:21:21.5Z,3,REGULAR,rebound,offensive,[],201567,,,1610612739,81,88,2022-04-09T01:21:21Z,4870000,,,0,,K. Love REBOUND (Off:4 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,486.0,8.0,4.0,4.0,,,,,,,,
489,PT00M54.60S,2022-04-09T01:21:23.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,72.88107752956637,8.333333333333332,1610612739,81,88,2022-04-09T01:21:27Z,4880000,-208.0,202.0,1,right,MISS C. Osman 29' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,29.04,Missed,,,,,,,,,,,,
490,PT00M52.00S,2022-04-09T01:21:25.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,81,88,2022-04-09T01:21:27Z,4890000,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,489.0,4.0,4.0,0.0,,,,,,,,
491,PT00M46.10S,2022-04-09T01:21:35.5Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,81,88,2022-04-09T01:21:44Z,4900000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (5 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,1198.0,,,,,5.0,,,,,,,,,,,,,,
492,PT00M34.00S,2022-04-09T01:21:53.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,66.04796320630749,61.51960784313726,1610612739,81,88,2022-04-09T01:21:56Z,4910000,58.0,267.0,1,right,MISS D. Garland 27' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,,27.28,Missed,,,,,,,,,,,,
493,PT00M32.20S,2022-04-09T01:21:55.6Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,81,88,2022-04-09T01:21:56Z,4920000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,492.0,4.0,3.0,1.0,,,,,,,,
494,PT00M27.20S,2022-04-09T01:22:01.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,8.886333771353483,42.15686274509804,1610612751,83,88,2022-04-09T01:22:04Z,4930000,39.0,31.0,1,left,B. Brown driving Layup (13 PTS) (K. Durant 5 AST),"[1628971, 201142]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,,,,,,,5.0,Made,,,,,,,13.0,K. Durant,201142.0,5.0,,
496,PT00M00.80S,2022-04-09T01:22:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630205,91.5407358738502,3.1862745098039214,1610612739,83,88,2022-04-09T01:22:33Z,4950000,-234.0,27.0,1,right,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,23.57,Missed,,,,,,,,,,,,
497,PT00M00.80S,2022-04-09T01:22:30.4Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,83,88,2022-04-09T01:22:33Z,4960000,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,496.0,5.0,5.0,0.0,,,,,,,,
498,PT00M00.00S,2022-04-09T01:22:34.3Z,3,REGULAR,period,end,[],0,,,1610612751,83,88,2022-04-09T01:22:34Z,4970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,out,['startperiod'],1628971,,,1610612751,83,88,2022-04-09T01:25:23Z,4980000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,83,88,2022-04-09T01:25:23Z,4990000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,out,['startperiod'],1630205,,,1610612751,83,88,2022-04-09T01:25:23Z,5000000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,out,['startperiod'],1629636,,,1610612751,83,88,2022-04-09T01:25:23Z,5010000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,in,['startperiod'],1630556,,,1610612751,83,88,2022-04-09T01:25:23Z,5020000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,in,['startperiod'],202681,,,1610612751,83,88,2022-04-09T01:25:23Z,5030000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,in,['startperiod'],1630171,,,1610612751,83,88,2022-04-09T01:25:23Z,5040000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-04-09T01:25:04.6Z,4,REGULAR,substitution,in,['startperiod'],1627747,,,1610612751,83,88,2022-04-09T01:25:23Z,5050000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-04-09T01:25:30.9Z,4,REGULAR,period,start,[],0,,,1610612751,83,88,2022-04-09T01:25:30Z,5060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M43.00S,2022-04-09T01:25:46.9Z,4,REGULAR,2pt,Jump Shot,[],203552,18.478975032851512,77.69607843137256,1610612751,85,88,2022-04-09T01:27:15Z,5070000,-138.0,121.0,1,left,S. Curry 18' pullup Jump Shot (9 PTS) (K. Irving 5 AST),"[203552, 202681]",1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,,,,,,,18.4,Made,,,,,,,9.0,K. Irving,202681.0,5.0,,
510,PT11M29.00S,2022-04-09T01:26:00.8Z,4,REGULAR,3pt,Jump Shot,[],201567,66.5735873850197,50.49019607843137,1610612739,85,88,2022-04-09T01:27:12Z,5090000,2.0,262.0,1,right,MISS K. Love 26' pullup 3PT,[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,,,,,26.17,Missed,,,,,,,,,,,,
511,PT11M26.00S,2022-04-09T01:26:03.8Z,4,REGULAR,rebound,offensive,[],200765,,,1610612739,85,88,2022-04-09T01:26:05Z,5100000,,,0,,R. Rondo REBOUND (Off:1 Def:0),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,510.0,1.0,0.0,1.0,,,,,,,,
512,PT11M13.00S,2022-04-09T01:26:19.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,85,88,2022-04-09T01:26:27Z,5110000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,1198.0,,,,,,,,,,,,,,,,,,,
513,PT11M05.00S,2022-04-09T01:26:41.7Z,4,REGULAR,foul,personal,['3freethrow'],1627747,,,1610612751,85,88,2022-04-09T01:26:54Z,5120000,,,0,,C. LeVert shooting personal FOUL (5 PF) (Mills 3 FT),"[1627747, 201988]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,202049.0,5.0,0.0,Mills,201988.0,,,,,,,,,,,,,,,
515,PT11M05.00S,2022-04-09T01:27:12.0Z,4,REGULAR,freethrow,1 of 3,['fromturnover'],201988,,,1610612751,86,88,2022-04-09T01:27:12Z,5140000,,,0,,P. Mills Free Throw 1 of 3 (4 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,Made,,,,,,,4.0,,,,,
516,PT11M05.00S,2022-04-09T01:27:32.6Z,4,REGULAR,freethrow,2 of 3,['fromturnover'],201988,,,1610612751,86,88,2022-04-09T01:27:32Z,5150000,,,0,,MISS P. Mills Free Throw 2 of 3,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,Missed,,,,,,,,,,,,
517,PT11M05.00S,2022-04-09T01:27:32.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,86,88,2022-04-09T01:27:32Z,5160000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,516.0,,,,,,,,,,,
518,PT11M05.00S,2022-04-09T01:27:33.3Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,86,88,2022-04-09T01:27:40Z,5170000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
519,PT11M05.00S,2022-04-09T01:27:33.3Z,4,REGULAR,substitution,out,[],1627747,,,1610612751,86,88,2022-04-09T01:27:40Z,5180000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M05.00S,2022-04-09T01:27:33.3Z,4,REGULAR,substitution,in,[],203083,,,1610612751,86,88,2022-04-09T01:27:40Z,5190000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
521,PT11M05.00S,2022-04-09T01:27:33.3Z,4,REGULAR,substitution,in,[],1630596,,,1610612751,86,88,2022-04-09T01:27:40Z,5200000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
522,PT11M05.00S,2022-04-09T01:27:52.3Z,4,REGULAR,freethrow,3 of 3,['fromturnover'],201988,,,1610612751,87,88,2022-04-09T01:27:52Z,5210000,,,0,,P. Mills Free Throw 3 of 3 (5 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,Made,,,,,,,5.0,,,,,
523,PT10M48.00S,2022-04-09T01:28:12.6Z,4,REGULAR,3pt,Jump Shot,[],201567,90.88370565045992,94.6078431372549,1610612739,87,91,2022-04-09T01:28:16Z,5220000,223.0,33.0,1,right,K. Love 3PT  (10 PTS) (R. Rondo 4 AST),"[201567, 200765]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,22.55,Made,,,,,,,10.0,R. Rondo,200765.0,4.0,,
525,PT10M28.00S,2022-04-09T01:28:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.046649145860711,41.911764705882355,1610612751,87,91,2022-04-09T01:28:39Z,5240000,40.0,14.0,1,left,MISS A. Drummond Layup - blocked,"[203083, 201567]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,4.27,Missed,,,,,Love,201567.0,,,,,,
526,PT10M28.00S,2022-04-09T01:28:33.3Z,4,REGULAR,block,,[],201567,,,1610612751,87,91,2022-04-09T01:28:36Z,5250000,,,0,,K. Love BLOCK (1 BLK),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M28.00S,2022-04-09T01:28:33.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,87,91,2022-04-09T01:28:39Z,5260000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
528,PT10M28.00S,2022-04-09T01:28:38.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,87,91,2022-04-09T01:28:38Z,5270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M28.00S,2022-04-09T01:28:42.8Z,4,REGULAR,substitution,out,[],203552,,,1610612751,87,91,2022-04-09T01:28:50Z,5280000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
530,PT10M28.00S,2022-04-09T01:28:42.8Z,4,REGULAR,substitution,in,[],201142,,,1610612751,87,91,2022-04-09T01:28:50Z,5290000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
531,PT10M21.00S,2022-04-09T01:29:09.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630556,8.492115637319317,52.20588235294118,1610612751,89,91,2022-04-09T01:29:12Z,5300000,-11.0,27.0,1,left,K. Edwards cutting DUNK (7 PTS) (A. Drummond 1 AST),"[1630556, 203083]",1610612751.0,BKN,cutting,,,Edwards,K. Edwards,,,,,,,,,,,2.94,Made,,,,,,,7.0,A. Drummond,203083.0,1.0,,
533,PT10M11.00S,2022-04-09T01:29:17.7Z,4,REGULAR,3pt,Jump Shot,[],201567,71.82982917214193,77.45098039215686,1610612739,89,91,2022-04-09T01:29:22Z,5320000,137.0,212.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,25.28,Missed,,,,,,,,,,,,
534,PT10M09.00S,2022-04-09T01:29:19.7Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612751,89,91,2022-04-09T01:29:22Z,5330000,,,0,,K. Edwards REBOUND (Off:2 Def:2),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,533.0,4.0,2.0,2.0,,,,,,,,
535,PT09M57.00S,2022-04-09T01:29:32.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,19.267411300919843,34.80392156862745,1610612751,89,91,2022-04-09T01:29:36Z,5340000,76.0,129.0,1,left,MISS K. Irving 14' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,,14.94,Missed,,,,,,,,,,,,
536,PT09M55.00S,2022-04-09T01:29:34.4Z,4,REGULAR,rebound,defensive,[],200765,,,1610612739,89,91,2022-04-09T01:29:36Z,5350000,,,0,,R. Rondo REBOUND (Off:1 Def:1),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,535.0,2.0,1.0,1.0,,,,,,,,
537,PT09M52.00S,2022-04-09T01:29:37.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626224,94.03745072273325,53.92156862745098,1610612739,89,93,2022-04-09T01:29:43Z,5360000,20.0,4.0,1,right,C. Osman running Layup (9 PTS) (R. Rondo 5 AST),"[1626224, 200765]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,,,,,,,1.99,Made,,,,,,,9.0,R. Rondo,200765.0,5.0,,
539,PT09M35.00S,2022-04-09T01:29:53.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630556,5.732588699080158,56.127450980392155,1610612751,89,93,2022-04-09T01:30:00Z,5380000,-31.0,1.0,1,left,MISS K. Edwards cutting DUNK - blocked,"[1630556, 1630596]",1610612751.0,BKN,cutting,,,Edwards,K. Edwards,,,,,,,,,,,3.06,Missed,,,,,Mobley,1630596.0,,,,,,
540,PT09M35.00S,2022-04-09T01:29:53.5Z,4,REGULAR,block,,[],1630596,,,1610612751,89,93,2022-04-09T01:30:00Z,5390000,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M32.00S,2022-04-09T01:29:56.5Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,89,93,2022-04-09T01:30:00Z,5400000,,,0,,K. Love REBOUND (Off:4 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,539.0,9.0,5.0,4.0,,,,,,,,
542,PT09M27.00S,2022-04-09T01:30:01.6Z,4,REGULAR,turnover,bad pass,[],200765,,,1610612739,89,93,2022-04-09T01:30:04Z,5410000,,,0,,R. Rondo bad pass TURNOVER (1 TO),"[200765, 202681]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,1.0,,,,,,,,,,,,,Irving,202681.0
543,PT09M27.00S,2022-04-09T01:30:01.6Z,4,REGULAR,steal,,[],202681,,,1610612751,89,93,2022-04-09T01:30:03Z,5420000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M27.00S,2022-04-09T01:30:08.4Z,4,REGULAR,foul,personal,[],200765,,,1610612751,89,93,2022-04-09T01:30:14Z,5430000,,,0,,R. Rondo take personal FOUL (1 PF),"[200765, 202681]",1610612739.0,CLE,take,,,Rondo,R. Rondo,,,,,1198.0,1.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,
546,PT09M16.00S,2022-04-09T01:30:36.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201988,7.30946123521682,2.941176470588235,1610612751,92,93,2022-04-09T01:30:39Z,5450000,235.0,16.0,1,left,P. Mills 3PT  (8 PTS) (K. Irving 6 AST),"[201988, 202681]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,23.59,Made,,,,,,,8.0,K. Irving,202681.0,6.0,,
549,PT09M00.00S,2022-04-09T01:30:51.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201567,92.06636005256242,41.911764705882355,1610612739,92,93,2022-04-09T01:30:58Z,5480000,-40.0,22.0,1,right,MISS K. Love cutting Layup,[201567],1610612739.0,CLE,cutting,,,Love,K. Love,,,,,,,,,,,4.6,Missed,,,,,,,,,,,,
