actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
91,PT04M48.00S,2022-02-15T00:55:16.2Z,1,REGULAR,freethrow,1 of 1,[],1628971,,,1610612751,25,11,2022-02-15T00:55:16Z,900000,,,0,,B. Brown Free Throw 1 of 1 (10 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
92,PT04M33.00S,2022-02-15T00:55:33.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,25,11,2022-02-15T00:55:33Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M28.00S,2022-02-15T00:55:59.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203552,,,1610612758,25,11,2022-02-15T00:56:17Z,930000,,,0,,S. Curry personal FOUL (1 PF) (Metu 2 FT),"[203552, 1629002]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Metu,1629002.0,,,,,
96,PT04M28.00S,2022-02-15T00:56:20.4Z,1,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,25,12,2022-02-15T00:56:20Z,950000,,,0,,C. Metu Free Throw 1 of 2 (1 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
97,PT04M28.00S,2022-02-15T00:56:37.5Z,1,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,25,13,2022-02-15T00:56:37Z,960000,,,0,,C. Metu Free Throw 2 of 2 (2 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
98,PT04M19.00S,2022-02-15T00:56:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,91.93495400788436,63.48039215686274,1610612751,25,13,2022-02-15T01:02:12Z,970000,67.0,23.0,1,right,MISS S. Curry 7' driving floating bank Shot,[203552],1610612751.0,BKN,driving floating bank,,,Curry,S. Curry,,,,,7.13,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M17.00S,2022-02-15T00:56:50.8Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,25,13,2022-02-15T00:56:52Z,980000,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
100,PT04M03.00S,2022-02-15T00:57:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,18.74178712220762,47.30392156862745,1610612758,25,13,2022-02-15T00:57:31Z,990000,13.0,124.0,1,left,MISS R. Holmes 12' Jump Shot,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,12.44,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2022-02-15T00:57:09.0Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,25,13,2022-02-15T00:57:13Z,1000000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,100.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
102,PT03M52.00S,2022-02-15T00:57:15.7Z,1,REGULAR,3pt,Jump Shot,[],1628975,95.3515111695138,3.6764705882352944,1610612751,25,13,2022-02-15T00:57:27Z,1010000,-232.0,-9.0,1,right,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2022-02-15T00:57:19.4Z,1,REGULAR,rebound,offensive,[],201949,,,1610612751,25,13,2022-02-15T00:57:19Z,1020000,,,0,,J. Johnson REBOUND (Off:1 Def:0),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
104,PT03M38.00S,2022-02-15T00:57:29.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201949,68.01905387647832,66.91176470588235,1610612751,25,13,2022-02-15T00:57:35Z,1030000,85.0,248.0,1,right,MISS J. Johnson 26' step back 3PT,[201949],1610612751.0,BKN,step back,,,Johnson,J. Johnson,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M35.00S,2022-02-15T00:57:32.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,25,13,2022-02-15T00:57:35Z,1040000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,104.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
106,PT03M27.00S,2022-02-15T00:57:42.2Z,1,REGULAR,turnover,out-of-bounds,[],1626158,,,1610612758,25,13,2022-02-15T00:57:49Z,1050000,,,0,,R. Holmes bad pass out-of-bounds TURNOVER (1 TO),[1626158],1610612758.0,SAC,bad pass,,,Holmes,R. Holmes,,,,,,,,,,,,,,,2004.0,1.0,,,,,,,,,
107,PT03M27.00S,2022-02-15T00:57:46.3Z,1,REGULAR,substitution,out,[],203552,,,1610612751,25,13,2022-02-15T00:57:54Z,1060000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M27.00S,2022-02-15T00:57:46.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,25,13,2022-02-15T00:57:54Z,1070000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M12.00S,2022-02-15T00:58:13.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,72.61826544021025,18.137254901960784,1610612751,28,13,2022-02-15T00:58:18Z,1080000,-159.0,205.0,1,right,J. Carter 25' 3PT  (3 PTS) (J. Johnson 1 AST),"[1628975, 201949]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.95,Made,,,,,3.0,J. Johnson,201949.0,1.0,,,,,,,,,,,
111,PT02M55.00S,2022-02-15T00:58:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630558,3.4986859395532193,97.05882352941177,1610612758,28,13,2022-02-15T00:58:39Z,1100000,-235.0,-20.0,1,left,MISS D. Mitchell 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M49.00S,2022-02-15T00:58:37.2Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,28,13,2022-02-15T01:09:34Z,1110000,,,0,,H. Barnes REBOUND (Off:2 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,111.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
164,PT02M47.00S,2022-02-15T00:58:39.1Z,1,REGULAR,turnover,bad pass,[],203084,,,1610612758,28,13,2022-02-15T01:09:58Z,1115000,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1628971]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,1.0,,,,,Brown,1628971.0,,,
165,PT02M47.00S,2022-02-15T00:58:39.1Z,1,REGULAR,steal,,[],1628971,,,1610612751,28,13,2022-02-15T01:09:50Z,1117500,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M41.00S,2022-02-15T00:58:47.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200746,93.64323258869908,52.69607843137255,1610612751,30,13,2022-02-15T01:09:50Z,1120000,13.0,7.0,1,right,L. Aldridge Layup (2 PTS) (C. Thomas 1 AST),"[200746, 1630560]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,1.53,Made,,,,,2.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,
114,PT02M41.00S,2022-02-15T00:58:49.9Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612751,30,13,2022-02-15T01:01:47Z,1130000,,,0,,D. Fox shooting personal FOUL (1 PF) (Aldridge 1 FT),"[1628368, 200746]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,,1193.0,,1.0,0.0,Aldridge,200746.0,,,,,
116,PT02M41.00S,2022-02-15T00:59:14.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,30,13,2022-02-15T00:59:17Z,1150000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M41.00S,2022-02-15T00:59:16.2Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,30,13,2022-02-15T01:01:39Z,1160000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M41.00S,2022-02-15T00:59:16.2Z,1,REGULAR,substitution,out,[],1628368,,,1610612751,30,13,2022-02-15T01:01:39Z,1170000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M41.00S,2022-02-15T00:59:16.2Z,1,REGULAR,substitution,out,[],203084,,,1610612751,30,13,2022-02-15T01:01:39Z,1180000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M41.00S,2022-02-15T00:59:16.2Z,1,REGULAR,substitution,in,[],201988,,,1610612751,30,13,2022-02-15T01:01:39Z,1190000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M41.00S,2022-02-15T00:59:16.2Z,1,REGULAR,substitution,in,[],1628978,,,1610612751,30,13,2022-02-15T01:01:39Z,1200000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2022-02-15T00:59:16.2Z,1,REGULAR,substitution,in,[],203200,,,1610612751,30,13,2022-02-15T01:01:39Z,1210000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2022-02-15T01:02:14.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],200746,,,1610612751,31,13,2022-02-15T01:09:50Z,1220000,,,0,,L. Aldridge Free Throw 1 of 1 (3 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
125,PT02M26.00S,2022-02-15T01:02:30.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630558,9.806176084099869,49.01960784313725,1610612758,31,13,2022-02-15T01:03:24Z,1230000,5.0,40.0,1,left,MISS D. Mitchell driving Hook,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,4.0,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M24.00S,2022-02-15T01:02:32.4Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,31,13,2022-02-15T01:02:33Z,1240000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
127,PT02M17.00S,2022-02-15T01:02:40.7Z,1,REGULAR,turnover,bad pass,[],201988,,,1610612751,31,13,2022-02-15T01:02:45Z,1250000,,,0,,P. Mills bad pass TURNOVER (1 TO),"[201988, 1628978]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,1.0,,,,,DiVincenzo,1628978.0,,,
128,PT02M17.00S,2022-02-15T01:02:40.7Z,1,REGULAR,steal,,[],1628978,,,1610612758,31,13,2022-02-15T01:35:04Z,1260000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M10.00S,2022-02-15T01:02:47.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,32.670827858081466,48.03921568627451,1610612758,31,16,2022-02-15T01:03:10Z,1270000,10.0,255.0,1,left,D. DiVincenzo 25' 3PT pullup (3 PTS),[1628978],1610612758.0,SAC,pullup,,,DiVincenzo,D. DiVincenzo,,,,,25.48,Made,,,,,3.0,,,,,,,,,,,,,,
130,PT01M48.00S,2022-02-15T01:03:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628975,71.04139290407359,76.7156862745098,1610612751,31,16,2022-02-15T01:03:14Z,1280000,134.0,220.0,1,right,MISS J. Carter 25' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M46.00S,2022-02-15T01:03:10.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,31,16,2022-02-15T01:03:14Z,1290000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,
132,PT01M46.00S,2022-02-15T01:03:15.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,31,16,2022-02-15T01:03:15Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M38.00S,2022-02-15T01:03:22.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,29.6484888304862,71.32352941176471,1610612758,31,16,2022-02-15T01:03:26Z,1310000,-107.0,226.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M35.00S,2022-02-15T01:03:25.6Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,31,16,2022-02-15T01:03:26Z,1320000,,,0,,L. Aldridge REBOUND (Off:0 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
135,PT01M27.00S,2022-02-15T01:03:33.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],200746,93.77463863337714,45.83333333333333,1610612751,33,16,2022-02-15T01:03:45Z,1330000,-21.0,6.0,1,right,L. Aldridge turnaround Hook (5 PTS) (J. Johnson 2 AST),"[200746, 201949]",1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,2.16,Made,,,,,5.0,J. Johnson,201949.0,2.0,,,,,,,,,,,
137,PT01M18.00S,2022-02-15T01:03:42.2Z,1,REGULAR,3pt,Jump Shot,[],203200,32.670827858081466,51.225490196078425,1610612758,33,16,2022-02-15T01:03:48Z,1350000,-6.0,255.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M18.00S,2022-02-15T01:03:42.2Z,1,REGULAR,rebound,defensive,[],201949,,,1610612751,33,16,2022-02-15T01:03:48Z,1360000,,,0,,J. Johnson REBOUND (Off:1 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
139,PT01M10.00S,2022-02-15T01:03:51.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201949,94.43166885676742,55.63725490196079,1610612751,35,16,2022-02-15T01:04:13Z,1370000,28.0,0.0,1,right,J. Johnson running Layup (2 PTS),[201949],1610612751.0,BKN,running,,,Johnson,J. Johnson,,,,,2.82,Made,,,,,2.0,,,,,,,,,,,,,,
140,PT00M57.70S,2022-02-15T01:04:03.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201949,,,1610612758,35,16,2022-02-15T01:05:46Z,1380000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Metu 2 FT),"[201949, 1629002]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Metu,1629002.0,,,,,
142,PT00M57.70S,2022-02-15T01:04:29.6Z,1,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,35,17,2022-02-15T01:05:56Z,1400000,,,0,,C. Metu Free Throw 1 of 2 (3 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
145,PT00M57.70S,2022-02-15T01:04:29.6Z,1,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,35,18,2022-02-15T01:05:56Z,1430000,,,0,,C. Metu Free Throw 2 of 2 (4 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
143,PT00M57.70S,2022-02-15T01:04:30.3Z,1,REGULAR,substitution,out,[],200746,,,1610612751,35,18,2022-02-15T01:06:07Z,1435000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M57.70S,2022-02-15T01:04:30.3Z,1,REGULAR,substitution,in,[],201933,,,1610612751,35,18,2022-02-15T01:06:07Z,1437500,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M47.00S,2022-02-15T01:05:05.6Z,1,REGULAR,2pt,Jump Shot,[],1630560,86.41590013140605,76.7156862745098,1610612751,35,18,2022-02-15T01:05:18Z,1440000,134.0,75.0,1,right,MISS C. Thomas 15' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,15.33,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M43.10S,2022-02-15T01:05:09.5Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,35,18,2022-02-15T01:05:18Z,1450000,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
148,PT00M36.30S,2022-02-15T01:05:16.3Z,1,REGULAR,3pt,Jump Shot,[],1630558,32.013797634691194,48.28431372549019,1610612758,35,21,2022-02-15T01:05:20Z,1460000,9.0,248.0,1,left,D. Mitchell 24' 3PT pullup (6 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,24.85,Made,,,,,6.0,,,,,,,,,,,,,,
149,PT00M25.40S,2022-02-15T01:05:36.0Z,1,REGULAR,3pt,Jump Shot,[],201988,85.75886990801577,96.32352941176471,1610612751,35,21,2022-02-15T01:07:07Z,1470000,232.0,81.0,1,right,MISS P. Mills 24' step back 3PT,[201988],1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M21.80S,2022-02-15T01:05:39.6Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,35,21,2022-02-15T01:05:40Z,1480000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
151,PT00M02.90S,2022-02-15T01:05:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,8.492115637319317,44.36274509803921,1610612758,35,21,2022-02-15T01:06:20Z,1490000,28.0,27.0,1,left,MISS D. DiVincenzo driving Layup,[1628978],1610612758.0,SAC,driving,,,DiVincenzo,D. DiVincenzo,,,,,3.92,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M01.00S,2022-02-15T01:06:00.3Z,1,REGULAR,rebound,offensive,[],1629002,,,1610612758,35,21,2022-02-15T01:06:00Z,1500000,,,0,,C. Metu REBOUND (Off:1 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-02-15T01:06:01.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629002,2.9730617608409986,96.07843137254902,1610612758,35,24,2022-02-15T01:06:24Z,1510000,-230.0,-25.0,1,left,C. Metu 3PT  (7 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.17,Made,,,,,7.0,,,,,,,,,,,,,,
154,PT00M00.00S,2022-02-15T01:06:07.5Z,1,REGULAR,period,end,[],0,,,1610612751,35,24,2022-02-15T01:06:07Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2022-02-15T01:06:28.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612751,35,24,2022-02-15T01:07:05Z,1530000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,Support 3pt FG,,
156,PT12M00.00S,2022-02-15T01:07:10.7Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612751,35,24,2022-02-15T01:08:38Z,1540000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-15T01:07:10.7Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,35,24,2022-02-15T01:08:38Z,1550000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-15T01:08:49.7Z,2,REGULAR,period,start,[],0,,,1610612758,35,24,2022-02-15T01:08:49Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M45.00S,2022-02-15T01:09:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.389618922470433,59.80392156862745,1610612758,35,24,2022-02-15T01:09:08Z,1570000,-49.0,8.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,,
160,PT11M42.00S,2022-02-15T01:09:07.4Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,35,24,2022-02-15T01:09:08Z,1580000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
161,PT11M20.00S,2022-02-15T01:09:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,91.40932982917214,50.73529411764706,1610612751,35,24,2022-02-15T01:09:38Z,1590000,4.0,28.0,1,right,MISS J. Johnson driving finger roll Layup,[201949],1610612751.0,BKN,driving finger roll,,,Johnson,J. Johnson,,,,,2.85,Missed,,,,,,,,,,,,,,,,,,,
162,PT11M18.00S,2022-02-15T01:09:31.0Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,35,24,2022-02-15T01:09:38Z,1600000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
163,PT11M13.00S,2022-02-15T01:09:38.9Z,2,REGULAR,foul,personal,[],201949,,,1610612758,35,24,2022-02-15T01:10:06Z,1610000,,,0,,J. Johnson personal FOUL (2 PF),"[201949, 203200]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,1628172.0,,2.0,0.0,Holiday,203200.0,,,,,
167,PT11M00.00S,2022-02-15T01:10:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203200,7.5722733245729295,55.63725490196079,1610612758,35,26,2022-02-15T01:10:11Z,1630000,-28.0,19.0,1,left,J. Holiday driving Layup (2 PTS),[203200],1610612758.0,SAC,driving,,,Holiday,J. Holiday,,,,,3.38,Made,,,,,2.0,,,,,,,,,,,,,,
168,PT10M34.00S,2022-02-15T01:10:31.0Z,2,REGULAR,2pt,Jump Shot,[],201988,76.69185282522996,63.725490196078425,1610612751,37,26,2022-02-15T01:10:49Z,1640000,69.0,167.0,1,right,P. Mills 18' pullup Jump Shot (8 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,18.02,Made,,,,,8.0,,,,,,,,,,,,,,
169,PT10M21.00S,2022-02-15T01:10:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630558,5.995400788436268,98.0392156862745,1610612758,37,26,2022-02-15T01:10:52Z,1650000,-240.0,4.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,24.02,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M21.00S,2022-02-15T01:10:44.1Z,2,REGULAR,rebound,offensive,[],1629002,,,1610612758,37,26,2022-02-15T01:10:52Z,1660000,,,0,,C. Metu REBOUND (Off:2 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,169.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
171,PT10M16.00S,2022-02-15T01:10:49.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,3.3672798948751645,96.07843137254902,1610612758,37,29,2022-02-15T01:10:54Z,1670000,-230.0,-21.0,1,left,D. Mitchell 3PT  (9 PTS) (C. Metu 1 AST),"[1630558, 1629002]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,23.13,Made,,,,,9.0,C. Metu,1629002.0,1.0,,,,,,,,,,,
173,PT09M55.00S,2022-02-15T01:11:10.4Z,2,REGULAR,3pt,Jump Shot,[],203552,85.10183968462549,96.07843137254902,1610612751,37,29,2022-02-15T01:11:15Z,1690000,230.0,88.0,1,right,MISS S. Curry 24' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
174,PT09M52.00S,2022-02-15T01:11:13.4Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,37,29,2022-02-15T01:11:15Z,1700000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
175,PT09M48.00S,2022-02-15T01:11:19.4Z,2,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612758,37,29,2022-02-15T01:11:29Z,1710000,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612758.0,SAC,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,2004.0,1.0,,,,,,,,,
176,PT09M48.00S,2022-02-15T01:11:21.8Z,2,REGULAR,substitution,out,[],201933,,,1610612751,37,29,2022-02-15T01:11:29Z,1720000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
