actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
21,PT10M14.00S,2021-10-27T23:43:00.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,4,2021-10-27T23:43:02Z,210000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT10M02.00S,2021-10-27T23:43:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.245072273324574,62.00980392156863,1610612748,3,6,2021-10-27T23:43:17Z,220000,-60.0,100.0,1,left,B. Adebayo 11' Jump Shot (2 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,11.68,Made,2.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,,,,
24,PT09M48.00S,2021-10-27T23:43:26.5Z,1,REGULAR,3pt,Jump Shot,[],203925,76.16622864651774,87.00980392156863,1610612751,3,6,2021-10-27T23:43:31Z,240000,185.0,172.0,1,right,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2021-10-27T23:43:29.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,6,2021-10-27T23:43:31Z,250000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,
26,PT09M32.00S,2021-10-27T23:43:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,8.360709592641262,60.049019607843135,1610612748,3,6,2021-10-27T23:44:37Z,260000,-50.0,26.0,1,left,MISS J. Butler pullup bank Shot,[202710],1610612748.0,MIA,pullup bank,,,Butler,J. Butler,,,,,5.66,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M30.00S,2021-10-27T23:43:44.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,3,6,2021-10-27T23:43:47Z,270000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M26.00S,2021-10-27T23:43:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,93.38042049934296,50.98039215686274,1610612751,5,6,2021-10-27T23:44:07Z,280000,5.0,10.0,1,right,B. Brown driving Layup (2 PTS),[1628971],1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,1.09,Made,2.0,,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2021-10-27T23:43:57.2Z,1,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,5,6,2021-10-27T23:44:14Z,290000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,,,,,1628171.0,1.0,,,,,,,,,
30,PT09M01.00S,2021-10-27T23:44:25.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201933,93.11760840998686,3.9215686274509802,1610612751,8,6,2021-10-27T23:44:31Z,300000,-230.0,12.0,1,right,B. Griffin 3PT  (3 PTS) (K. Durant 1 AST),"[201933, 201142]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,23.07,Made,3.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,,,
32,PT08M48.00S,2021-10-27T23:44:38.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,11.908672798948752,95.09803921568627,1610612748,8,6,2021-10-27T23:44:42Z,320000,-225.0,59.0,1,left,MISS D. Robinson pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M44.00S,2021-10-27T23:44:42.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,8,6,2021-10-27T23:44:42Z,330000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,
34,PT08M22.00S,2021-10-27T23:45:05.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,8,6,2021-10-27T23:45:11Z,340000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,
35,PT08M12.00S,2021-10-27T23:45:26.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,5.995400788436268,3.1862745098039214,1610612748,8,9,2021-10-27T23:45:32Z,350000,234.0,4.0,1,left,P. Tucker 3PT  (3 PTS) (D. Robinson 1 AST),"[200782, 1629130]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.41,Made,3.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,,
37,PT07M59.00S,2021-10-27T23:45:37.9Z,1,REGULAR,2pt,Jump Shot,[],201142,92.9862023653088,73.2843137254902,1610612751,10,9,2021-10-27T23:45:43Z,370000,116.0,13.0,1,right,K. Durant 11' pullup Jump Shot (2 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,11.72,Made,2.0,,,,,,,,,,,,,,,,,,
38,PT07M50.00S,2021-10-27T23:45:47.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200782,3.235873850197109,96.07843137254902,1610612748,10,9,2021-10-27T23:45:53Z,380000,-230.0,-22.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
39,PT07M48.00S,2021-10-27T23:45:49.1Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,10,9,2021-10-27T23:45:53Z,390000,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT07M43.00S,2021-10-27T23:45:56.9Z,1,REGULAR,foul,personal,[],200782,,,1610612751,10,9,2021-10-27T23:46:12Z,400000,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 201142]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,2530.0,,1.0,0.0,Durant,201142.0,,,,,
42,PT07M43.00S,2021-10-27T23:46:06.4Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,10,9,2021-10-27T23:46:13Z,420000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M43.00S,2021-10-27T23:46:06.4Z,1,REGULAR,substitution,in,[],201988,,,1610612751,10,9,2021-10-27T23:46:13Z,430000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M40.00S,2021-10-27T23:46:24.5Z,1,REGULAR,3pt,Jump Shot,[],201935,74.32654402102497,82.84313725490196,1610612751,10,9,2021-10-27T23:46:29Z,440000,164.0,189.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
45,PT07M38.00S,2021-10-27T23:46:26.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,10,9,2021-10-27T23:46:29Z,450000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,
46,PT07M27.00S,2021-10-27T23:46:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.258212877792378,47.794117647058826,1610612748,10,11,2021-10-27T23:46:43Z,460000,11.0,6.0,1,left,J. Butler driving Layup (4 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,1.27,Made,4.0,,,,,,,,,,,,,,,,,,
47,PT07M20.00S,2021-10-27T23:46:44.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201988,96.40275952693824,3.9215686274509802,1610612751,10,11,2021-10-27T23:46:54Z,470000,-230.0,-19.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M17.00S,2021-10-27T23:46:47.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,10,11,2021-10-27T23:46:54Z,480000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,
49,PT07M10.00S,2021-10-27T23:46:58.7Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,10,11,2021-10-27T23:47:03Z,490000,,,0,,J. Butler lost ball out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,,,,,,,,,,,2530.0,1.0,,,,,,,,,
50,PT06M58.00S,2021-10-27T23:47:19.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,91.40932982917214,48.77450980392157,1610612751,10,11,2021-10-27T23:47:24Z,500000,-6.0,28.0,1,right,MISS K. Durant driving Layup,[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M56.00S,2021-10-27T23:47:21.9Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,10,11,2021-10-27T23:47:24Z,510000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,
52,PT06M49.00S,2021-10-27T23:47:28.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,9.806176084099869,46.07843137254902,1610612748,10,11,2021-10-27T23:47:35Z,520000,20.0,40.0,1,left,MISS J. Butler floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,4.43,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M47.00S,2021-10-27T23:47:30.3Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,10,11,2021-10-27T23:47:35Z,530000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,52.0,4.0,3.0,1.0,,,,,,,,,,,
54,PT06M46.00S,2021-10-27T23:47:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,5.995400788436268,49.01960784313725,1610612748,10,13,2021-10-27T23:47:37Z,540000,5.0,4.0,1,left,J. Butler putback Layup (6 PTS),[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,0.63,Made,6.0,,,,,,,,,,,,,,,,,,
55,PT06M37.00S,2021-10-27T23:47:45.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,10,13,2021-10-27T23:47:45Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M37.00S,2021-10-27T23:47:51.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,10,13,2021-10-27T23:47:51Z,560000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M30.00S,2021-10-27T23:51:08.0Z,1,REGULAR,2pt,Jump Shot,[],201142,94.82588699080158,70.34313725490196,1610612751,10,13,2021-10-27T23:51:16Z,570000,102.0,-4.0,1,right,MISS K. Durant 10' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,10.18,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M28.00S,2021-10-27T23:51:10.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,10,13,2021-10-27T23:51:16Z,580000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,
59,PT06M28.00S,2021-10-27T23:51:16.4Z,1,REGULAR,foul,personal,[],1629130,,,1610612751,10,13,2021-10-27T23:51:25Z,590000,,,0,,D. Robinson loose ball personal FOUL (1 PF),"[1629130, 201933]",1610612748.0,MIA,loose ball,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2530.0,,1.0,0.0,Griffin,201933.0,,,,,
61,PT06M24.00S,2021-10-27T23:51:34.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,69.07030223390277,30.392156862745097,1610612751,10,13,2021-10-27T23:51:38Z,610000,-98.0,238.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M21.00S,2021-10-27T23:51:37.4Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,10,13,2021-10-27T23:51:38Z,620000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,
63,PT06M19.00S,2021-10-27T23:51:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,6.258212877792378,48.77450980392157,1610612748,10,15,2021-10-27T23:52:07Z,630000,6.0,6.0,1,left,J. Butler running Layup (8 PTS) (K. Lowry 3 AST),"[202710, 200768]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,0.88,Made,8.0,K. Lowry,200768.0,3.0,,,,,,,,,,,,,,,
65,PT06M11.00S,2021-10-27T23:51:49.0Z,1,REGULAR,foul,personal,['3freethrow'],1628389,,,1610612751,10,15,2021-10-27T23:52:13Z,650000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Durant 3 FT),"[1628389, 201142]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2530.0,,1.0,0.0,Durant,201142.0,,,,,
67,PT06M11.00S,2021-10-27T23:52:28.5Z,1,REGULAR,freethrow,1 of 3,[],201142,,,1610612751,11,15,2021-10-27T23:52:28Z,670000,,,0,,K. Durant Free Throw 1 of 3 (3 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
68,PT06M11.00S,2021-10-27T23:52:48.3Z,1,REGULAR,freethrow,2 of 3,[],201142,,,1610612751,12,15,2021-10-27T23:52:48Z,680000,,,0,,K. Durant Free Throw 2 of 3 (4 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
69,PT06M11.00S,2021-10-27T23:52:49.1Z,1,REGULAR,substitution,out,[],201933,,,1610612751,12,15,2021-10-27T23:52:53Z,690000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M11.00S,2021-10-27T23:52:49.1Z,1,REGULAR,substitution,in,[],200746,,,1610612751,12,15,2021-10-27T23:52:53Z,700000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M11.00S,2021-10-27T23:53:09.6Z,1,REGULAR,freethrow,3 of 3,[],201142,,,1610612751,13,15,2021-10-27T23:53:09Z,710000,,,0,,K. Durant Free Throw 3 of 3 (5 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2021-10-27T23:53:26.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,9.674770039421814,72.05882352941177,1610612748,13,15,2021-10-27T23:53:31Z,720000,-110.0,38.0,1,left,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,11.68,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M53.00S,2021-10-27T23:53:29.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,13,15,2021-10-27T23:53:31Z,730000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,,,,
74,PT05M44.00S,2021-10-27T23:53:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,90.88370565045992,45.34313725490196,1610612751,13,15,2021-10-27T23:53:42Z,740000,-23.0,33.0,1,right,MISS K. Durant driving floating bank Shot,[201142],1610612751.0,BKN,driving floating bank,,,Durant,K. Durant,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M41.00S,2021-10-27T23:53:41.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,13,15,2021-10-27T23:53:42Z,750000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,,
76,PT05M37.00S,2021-10-27T23:53:45.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,32.276609724047304,49.26470588235294,1610612748,13,15,2021-10-27T23:53:51Z,760000,4.0,251.0,1,left,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2021-10-27T23:53:49.4Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,13,15,2021-10-27T23:53:51Z,770000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,
78,PT05M19.00S,2021-10-27T23:54:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200746,95.0886990801577,49.26470588235294,1610612751,15,15,2021-10-27T23:54:08Z,780000,-4.0,-6.0,1,right,L. Aldridge cutting Layup (2 PTS) (P. Mills 1 AST),"[200746, 201988]",1610612751.0,BKN,cutting,,,Aldridge,L. Aldridge,,,,,0.73,Made,2.0,P. Mills,201988.0,1.0,,,,,,,,,,,,,,,
80,PT05M03.00S,2021-10-27T23:54:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,13.61695137976347,59.80392156862745,1610612748,15,15,2021-10-27T23:54:42Z,800000,-49.0,75.0,1,left,MISS B. Adebayo 9' pullup Shot - blocked,"[1628389, 200746]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,9.0,Missed,,,,,,,,,,,,,,,Aldridge,200746.0,,,
81,PT05M03.00S,2021-10-27T23:54:18.5Z,1,REGULAR,block,,[],200746,,,1610612748,15,15,2021-10-27T23:54:21Z,810000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M00.00S,2021-10-27T23:54:21.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,15,15,2021-10-27T23:54:23Z,820000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,
83,PT04M59.00S,2021-10-27T23:54:23.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203925,87.46714848883047,5.392156862745098,1610612751,18,15,2021-10-27T23:54:27Z,830000,-223.0,65.0,1,right,J. Harris 3PT  (6 PTS) (J. Harden 2 AST),"[203925, 201935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,23.24,Made,6.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,,
85,PT04M58.00S,2021-10-27T23:54:31.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,18,15,2021-10-27T23:54:31Z,850000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M58.00S,2021-10-27T23:54:40.6Z,1,REGULAR,substitution,out,[],200768,,,1610612748,18,15,2021-10-27T23:57:18Z,860000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M58.00S,2021-10-27T23:54:40.6Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,15,2021-10-27T23:57:18Z,870000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2021-10-27T23:54:40.6Z,1,REGULAR,substitution,in,[],203473,,,1610612748,18,15,2021-10-27T23:57:18Z,880000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
