actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-02T00:41:02.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-02T00:41:02Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-01-02T00:41:05.3Z,1,REGULAR,jumpball,recovered,[],201142,,,1610612751,0,0,2022-01-02T00:41:05Z,40000,,,0,,Jump Ball L. Aldridge vs. S. Ibaka: Tip to K. Durant,"[201142, 200746, 201586]",1610612751.0,BKN,startperiod,K. Durant,201142.0,Durant,K. Durant,Aldridge,200746.0,Ibaka,201586.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-01-02T00:41:16.8Z,1,REGULAR,2pt,Jump Shot,[],200746,22.552562417871222,68.87254901960785,1610612751,0,0,2022-01-02T00:41:23Z,70000,-94.0,159.0,1,left,MISS L. Aldridge 18' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,18.53,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-01-02T00:41:20.8Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,0,0,2022-01-02T00:41:23Z,80000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-01-02T00:41:32.9Z,1,REGULAR,3pt,Jump Shot,[],202339,72.48685939553219,20.833333333333336,1610612746,0,3,2022-01-02T00:41:51Z,90000,-146.0,206.0,1,right,E. Bledsoe 25' 3PT  (3 PTS) (S. Ibaka 1 AST),"[202339, 201586]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,25.25,Made,,,,,3.0,S. Ibaka,201586.0,1.0,,,,,,,,,,,
10,PT11M16.00S,2022-01-02T00:41:45.2Z,1,REGULAR,3pt,Jump Shot,[],201988,15.588042049934298,96.07843137254902,1610612751,3,3,2022-01-02T00:41:54Z,100000,-230.0,94.0,1,left,P. Mills 24' 3PT  (3 PTS) (J. Harden 1 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.88,Made,,,,,3.0,J. Harden,201935.0,1.0,,,,,,,,,,,
13,PT11M02.00S,2022-01-02T00:41:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,86.41590013140605,39.21568627450981,1610612746,3,5,2022-01-02T00:42:05Z,120000,-54.0,75.0,1,right,A. Coffey 9' pullup Jump Shot (2 PTS),[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,9.25,Made,,,,,2.0,,,,,,,,,,,,,,
14,PT10M44.00S,2022-01-02T00:42:16.9Z,1,REGULAR,2pt,Jump Shot,[],200746,20.844283837056505,58.57843137254902,1610612751,5,5,2022-01-02T00:42:21Z,130000,-43.0,143.0,1,left,L. Aldridge 14' Jump Shot (2 PTS) (J. Harden 2 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,14.97,Made,,,,,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,
16,PT10M18.00S,2022-01-02T00:42:44.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,5,5,2022-01-02T00:42:51Z,150000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,1626300.0,,,,,,,,,,
17,PT09M58.00S,2022-01-02T00:43:16.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],200746,27.677398160315374,62.99019607843137,1610612751,7,5,2022-01-02T00:43:23Z,160000,-65.0,208.0,1,left,L. Aldridge 21' Jump Shot (4 PTS) (K. Durant 1 AST),"[200746, 201142]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,21.76,Made,,,,,4.0,K. Durant,201142.0,1.0,,,,,,,,,,,
