actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
20,PT10M54.00S,2022-02-25T00:49:39.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,0,3,2022-02-25T00:49:39Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M52.00S,2022-02-25T00:49:56.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.32917214191852,52.20588235294118,1610612738,0,5,2022-02-25T00:50:00Z,210000,11.0,20.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,2.25,Made,2.0,M. Smart,203935.0,2.0,,,,,,,,,,,,
23,PT10M38.00S,2022-02-25T00:50:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,15.719448094612352,43.38235294117647,1610612751,2,5,2022-02-25T00:50:15Z,230000,33.0,95.0,1,left,B. Brown 10' floating Jump Shot (2 PTS) (J. Johnson 1 AST),"[1628971, 201949]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,10.09,Made,2.0,J. Johnson,201949.0,1.0,,,,,,,,,,,,
25,PT10M15.00S,2022-02-25T00:50:34.2Z,1,REGULAR,3pt,Jump Shot,[],203935,77.61169513797634,88.23529411764706,1610612738,2,8,2022-02-25T00:50:39Z,250000,191.0,158.0,1,right,M. Smart 24' 3PT  (3 PTS) (R. Williams III 1 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,24.8,Made,3.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,
27,PT10M01.00S,2022-02-25T00:50:47.7Z,1,REGULAR,3pt,Jump Shot,[],201949,29.517082785808146,27.941176470588236,1610612751,2,8,2022-02-25T00:50:52Z,270000,110.0,225.0,1,left,MISS J. Johnson 25' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,25.06,Missed,,,,,,,,,,,,,,,,
28,PT09M57.00S,2022-02-25T00:50:51.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,2,8,2022-02-25T00:50:52Z,280000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
29,PT09M54.00S,2022-02-25T00:50:56.8Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,2,8,2022-02-25T00:51:03Z,290000,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 201988]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Mills,201988.0,,,
31,PT09M54.00S,2022-02-25T00:50:56.8Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,2,8,2022-02-25T00:50:56Z,310000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.0,,,,,,,,,,,,,2714.0,,,,,,,
32,PT09M41.00S,2022-02-25T00:51:39.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203552,27.020367936925098,20.833333333333336,1610612751,2,8,2022-02-25T00:51:44Z,320000,146.0,201.0,1,left,MISS S. Curry 24' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,24.87,Missed,,,,,,,,,,,,,,,,
33,PT09M37.00S,2022-02-25T00:51:43.8Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,2,8,2022-02-25T00:51:44Z,330000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,
34,PT09M33.00S,2022-02-25T00:51:48.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,73.14388961892247,79.90196078431373,1610612738,2,8,2022-02-25T00:51:55Z,340000,150.0,200.0,1,right,MISS J. Brown 24' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,,24.96,Missed,,,,,,,,,,,,,,,,
35,PT09M29.00S,2022-02-25T00:51:52.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,2,8,2022-02-25T00:51:55Z,350000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,
36,PT09M13.00S,2022-02-25T00:52:08.7Z,1,REGULAR,3pt,Jump Shot,[],1628971,32.14520367936925,52.94117647058824,1610612751,5,8,2022-02-25T00:52:12Z,360000,-15.0,250.0,1,left,B. Brown 25' 3PT  (5 PTS) (J. Johnson 2 AST),"[1628971, 201949]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,25.01,Made,5.0,J. Johnson,201949.0,2.0,,,,,,,,,,,,
38,PT08M48.00S,2022-02-25T00:52:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.9060446780552,53.67647058823529,1610612738,5,10,2022-02-25T01:11:07Z,380000,18.0,5.0,1,right,J. Tatum driving reverse Layup (2 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,1.9,Made,2.0,,,,,,,,,,,,,,,
41,PT08M33.00S,2022-02-25T00:52:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628971,7.440867279894875,5.147058823529411,1610612751,5,10,2022-02-25T00:52:53Z,410000,224.0,17.0,1,left,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,22.5,Missed,,,,,,,,,,,,,,,,
42,PT08M28.00S,2022-02-25T00:52:53.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,5,10,2022-02-25T00:52:53Z,420000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,
43,PT08M23.00S,2022-02-25T00:53:00.1Z,1,REGULAR,foul,personal,['2freethrow'],201949,,,1610612738,5,10,2022-02-25T00:53:16Z,430000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Brown 2 FT),"[201949, 1627759]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Brown,1627759.0,,,
45,PT08M23.00S,2022-02-25T00:53:22.2Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,5,10,2022-02-25T00:53:22Z,450000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,
46,PT08M23.00S,2022-02-25T00:53:22.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,5,10,2022-02-25T00:53:22Z,460000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,
47,PT08M23.00S,2022-02-25T00:53:36.2Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,5,11,2022-02-25T00:53:36Z,470000,,,0,,J. Brown Free Throw 2 of 2 (2 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
48,PT08M10.00S,2022-02-25T00:53:49.7Z,1,REGULAR,turnover,lost ball,[],203083,,,1610612751,5,11,2022-02-25T00:53:53Z,480000,,,0,,A. Drummond lost ball TURNOVER (2 TO),"[203083, 1628369]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,2.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
49,PT08M10.00S,2022-02-25T00:53:49.7Z,1,REGULAR,steal,,[],1628369,,,1610612738,5,11,2022-02-25T00:53:51Z,490000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M08.00S,2022-02-25T00:53:54.6Z,1,REGULAR,foul,personal,['2freethrow'],201949,,,1610612738,5,11,2022-02-25T00:54:31Z,500000,,,0,,J. Johnson shooting personal FOUL (2 PF) (Brown 2 FT),"[201949, 1627759]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Brown,1627759.0,,,
52,PT08M08.00S,2022-02-25T00:54:35.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,5,12,2022-02-25T00:54:35Z,520000,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
53,PT08M08.00S,2022-02-25T00:54:46.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,5,13,2022-02-25T00:54:46Z,530000,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
54,PT07M54.00S,2022-02-25T00:55:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203552,6.652431011826544,49.754901960784316,1610612751,7,13,2022-02-25T00:55:06Z,540000,1.0,10.0,1,left,S. Curry driving Layup (2 PTS) (J. Johnson 3 AST),"[203552, 201949]",1610612751.0,BKN,driving,,,Curry,S. Curry,,,,,,,,1.01,Made,2.0,J. Johnson,201949.0,3.0,,,,,,,,,,,,
55,PT07M41.00S,2022-02-25T00:55:14.3Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,7,13,2022-02-25T00:55:23Z,550000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 203083]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,
56,PT07M41.00S,2022-02-25T00:55:14.3Z,1,REGULAR,steal,,[],203083,,,1610612751,7,13,2022-02-25T00:55:16Z,560000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M38.00S,2022-02-25T00:55:18.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201988,29.911300919842315,28.676470588235293,1610612751,7,13,2022-02-25T00:55:27Z,570000,107.0,229.0,1,left,MISS P. Mills 25' running pullup 3PT,[201988],1610612751.0,BKN,running pullup,,,Mills,P. Mills,,,,,,,,25.23,Missed,,,,,,,,,,,,,,,,
58,PT07M32.00S,2022-02-25T00:55:23.3Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,7,13,2022-02-25T00:55:23Z,580000,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,57.0,1.0,0.0,1.0,,,,,,,,
59,PT07M29.00S,2022-02-25T00:55:27.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203552,27.677398160315374,22.058823529411764,1610612751,7,13,2022-02-25T00:55:31Z,590000,140.0,208.0,1,left,MISS S. Curry 25' pullup 3PT,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,,,,25.03,Missed,,,,,,,,,,,,,,,,
60,PT07M25.00S,2022-02-25T00:55:31.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,7,13,2022-02-25T00:55:31Z,600000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,
61,PT07M20.00S,2022-02-25T00:55:35.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,75.29566360052561,12.522977941176471,1610612738,7,16,2022-02-25T00:59:36Z,610000,-187.0,180.0,1,right,J. Tatum 25' 3PT pullup (5 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,25.96,Made,5.0,,,,,,,,,,,,,,,
62,PT06M53.00S,2022-02-25T00:56:02.3Z,1,REGULAR,3pt,Jump Shot,[],201949,31.09395532194481,61.029411764705884,1610612751,10,16,2022-02-25T00:56:06Z,620000,-55.0,240.0,1,left,J. Johnson 24' 3PT  (3 PTS) (P. Mills 1 AST),"[201949, 201988]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,24.6,Made,3.0,P. Mills,201988.0,1.0,,,,,,,,,,,,
64,PT06M34.00S,2022-02-25T00:56:23.3Z,1,REGULAR,foul,personal,['2freethrow'],201949,,,1610612738,10,16,2022-02-25T00:59:53Z,640000,,,0,,J. Johnson shooting personal FOUL (3 PF) (Williams III 2 FT),"[201949, 1629057]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Williams III,1629057.0,,,
66,PT06M34.00S,2022-02-25T00:56:38.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,10,16,2022-02-25T00:56:38Z,660000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M34.00S,2022-02-25T00:59:10.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,10,16,2022-02-25T00:59:58Z,670000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,,Changed to 3-pt FG,,
69,PT06M34.00S,2022-02-25T00:59:45.9Z,1,REGULAR,substitution,out,[],203083,,,1610612738,10,16,2022-02-25T00:59:52Z,680000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M34.00S,2022-02-25T00:59:45.9Z,1,REGULAR,substitution,out,[],201949,,,1610612738,10,16,2022-02-25T00:59:52Z,690000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M34.00S,2022-02-25T00:59:45.9Z,1,REGULAR,substitution,in,[],201933,,,1610612738,10,16,2022-02-25T00:59:52Z,700000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2022-02-25T00:59:45.9Z,1,REGULAR,substitution,in,[],200746,,,1610612738,10,16,2022-02-25T00:59:52Z,710000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M34.00S,2022-02-25T01:00:16.2Z,1,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,10,17,2022-02-25T01:00:16Z,720000,,,0,,R. Williams III Free Throw 1 of 2 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
74,PT06M34.00S,2022-02-25T01:00:35.4Z,1,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,10,18,2022-02-25T01:00:35Z,730000,,,0,,R. Williams III Free Throw 2 of 2 (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
75,PT06M17.00S,2022-02-25T01:00:53.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],200746,10.200394218134035,48.529411764705884,1610612751,10,18,2022-02-25T01:01:08Z,740000,7.0,43.0,1,left,MISS L. Aldridge Hook,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,4.4,Missed,,,,,,,,,,,,,,,,
76,PT06M16.00S,2022-02-25T01:00:54.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,10,18,2022-02-25T01:01:08Z,750000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,
77,PT06M16.00S,2022-02-25T01:01:05.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,10,18,2022-02-25T01:01:05Z,760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M57.00S,2022-02-25T01:01:34.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,10,18,2022-02-25T01:01:34Z,770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M57.00S,2022-02-25T01:01:38.9Z,1,REGULAR,substitution,out,[],201988,,,1610612738,10,18,2022-02-25T01:01:45Z,780000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M57.00S,2022-02-25T01:01:38.9Z,1,REGULAR,substitution,in,[],1630560,,,1610612738,10,18,2022-02-25T01:01:45Z,790000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M52.00S,2022-02-25T01:02:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.62746386333771,48.28431372549019,1610612738,10,20,2022-02-25T01:02:31Z,800000,-9.0,83.0,1,right,J. Brown 8' floating Jump Shot (6 PTS),[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,,,,8.3,Made,6.0,,,,,,,,,,,,,,,
82,PT05M42.00S,2022-02-25T01:02:14.9Z,1,REGULAR,foul,personal,[],1627759,,,1610612751,10,20,2022-02-25T01:02:37Z,810000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203552]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Curry,203552.0,,,
84,PT05M42.00S,2022-02-25T01:02:22.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612751,10,20,2022-02-25T01:02:29Z,830000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2022-02-25T01:02:22.6Z,1,REGULAR,substitution,out,[],201143,,,1610612751,10,20,2022-02-25T01:02:29Z,840000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M42.00S,2022-02-25T01:02:22.6Z,1,REGULAR,substitution,in,[],1628401,,,1610612751,10,20,2022-02-25T01:02:29Z,850000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M42.00S,2022-02-25T01:02:22.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612751,10,20,2022-02-25T01:02:29Z,860000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M35.00S,2022-02-25T01:02:47.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,13.485545335085414,42.8921568627451,1610612751,10,20,2022-02-25T01:02:59Z,870000,36.0,74.0,1,left,MISS L. Aldridge 8' turnaround Shot - blocked,"[200746, 1627759]",1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,,,,8.23,Missed,,,,,,,,,,,,,,,Brown,1627759.0
89,PT05M35.00S,2022-02-25T01:02:47.6Z,1,REGULAR,block,,[],1627759,,,1610612751,10,20,2022-02-25T01:02:49Z,880000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M32.00S,2022-02-25T01:02:50.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,10,20,2022-02-25T01:02:59Z,890000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,
91,PT05M27.00S,2022-02-25T01:02:54.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,93.77463863337714,53.431372549019606,1610612738,10,22,2022-02-25T01:03:07Z,900000,17.0,6.0,1,right,G. Williams running Layup (2 PTS) (D. White 1 AST),"[1629684, 1628401]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,1.82,Made,2.0,D. White,1628401.0,1.0,,,,,,,,,,,,
92,PT05M17.00S,2022-02-25T01:03:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,33.85348226018397,50.245098039215684,1610612751,10,22,2022-02-25T01:03:20Z,910000,-1.0,266.0,1,left,MISS C. Thomas 26' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,
93,PT05M17.00S,2022-02-25T01:03:04.5Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,10,22,2022-02-25T01:03:20Z,920000,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,92.0,3.0,3.0,0.0,,,,,,,,
94,PT05M06.00S,2022-02-25T01:03:16.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,77.21747700394218,11.519607843137255,1610612738,10,22,2022-02-25T01:03:22Z,930000,-192.0,162.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,25.13,Missed,,,,,,,,,,,,,,,,
