actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
92,PT04M10.00S,2022-03-31T23:46:25.2Z,1,REGULAR,substitution,in,[],203114,,,1610612749,15,16,2022-03-31T23:46:49Z,920000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M10.00S,2022-03-31T23:46:25.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,15,16,2022-03-31T23:46:49Z,930000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M10.00S,2022-03-31T23:46:25.2Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,15,16,2022-03-31T23:46:49Z,940000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M51.00S,2022-03-31T23:47:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,93.64323258869908,48.03921568627451,1610612749,15,18,2022-03-31T23:47:06Z,950000,-10.0,7.0,1,right,P. Connaughton driving reverse Layup (7 PTS) (B. Portis 1 AST),"[1626192, 1626171]",1610612749.0,MIL,driving reverse,,,Connaughton,P. Connaughton,,,,,1.22,Made,,,,,,,7.0,B. Portis,1626171.0,1.0,,,,,,,,,
98,PT03M35.00S,2022-03-31T23:47:16.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.1268068331143235,48.77450980392157,1610612751,17,18,2022-03-31T23:51:23Z,970000,6.0,5.0,1,left,N. Claxton DUNK (2 PTS) (K. Durant 3 AST),"[1629651, 201142]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,0.8,Made,,,,,,,2.0,K. Durant,201142.0,3.0,,,,,,,,,
100,PT03M16.00S,2022-03-31T23:47:34.9Z,1,REGULAR,3pt,Jump Shot,[],201950,73.53810775295663,17.647058823529413,1610612749,17,18,2022-03-31T23:47:39Z,990000,-162.0,196.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M13.00S,2022-03-31T23:47:37.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,17,18,2022-03-31T23:47:39Z,1000000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,
102,PT03M00.00S,2022-03-31T23:47:51.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.652431011826544,48.529411764705884,1610612751,19,18,2022-03-31T23:48:02Z,1010000,7.0,10.0,1,left,N. Claxton cutting DUNK (4 PTS) (K. Durant 4 AST),"[1629651, 201142]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,1.24,Made,,,,,,,4.0,K. Durant,201142.0,4.0,,,,,,,,,
104,PT02M46.00S,2022-03-31T23:48:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,91.01511169513797,41.42156862745098,1610612749,19,18,2022-03-31T23:48:16Z,1030000,-43.0,32.0,1,right,MISS J. Holiday driving floating bank Shot,[201950],1610612749.0,MIL,driving floating bank,,,Holiday,J. Holiday,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,,
105,PT02M44.00S,2022-03-31T23:48:06.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,19,18,2022-03-31T23:48:16Z,1040000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,
106,PT02M39.00S,2022-03-31T23:48:12.0Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,19,18,2022-03-31T23:48:18Z,1050000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 201950]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,2.0,Holiday,201950.0,
107,PT02M39.00S,2022-03-31T23:48:12.0Z,1,REGULAR,steal,,[],201950,,,1610612749,19,18,2022-03-31T23:48:13Z,1060000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M31.00S,2022-03-31T23:48:20.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203114,68.28186596583443,31.862745098039213,1610612749,19,21,2022-03-31T23:48:25Z,1070000,-91.0,246.0,1,right,K. Middleton 26' 3PT step back (5 PTS),[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,26.19,Made,,,,,,,5.0,,,,,,,,,,,,
109,PT02M29.00S,2022-03-31T23:48:31.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,19,21,2022-03-31T23:48:31Z,1080000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M29.00S,2022-03-31T23:48:34.4Z,1,REGULAR,substitution,out,[],202681,,,1610612751,19,21,2022-03-31T23:51:36Z,1090000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M29.00S,2022-03-31T23:48:34.4Z,1,REGULAR,substitution,out,[],201950,,,1610612751,19,21,2022-03-31T23:51:36Z,1100000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M29.00S,2022-03-31T23:48:34.4Z,1,REGULAR,substitution,in,[],201609,,,1610612751,19,21,2022-03-31T23:51:36Z,1110000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M29.00S,2022-03-31T23:48:34.4Z,1,REGULAR,substitution,in,[],201588,,,1610612751,19,21,2022-03-31T23:51:36Z,1120000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M21.00S,2022-03-31T23:51:58.3Z,1,REGULAR,foul,personal,[],203114,,,1610612751,19,21,2022-03-31T23:52:06Z,1130000,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 201142]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Durant,201142.0,,,,
116,PT02M20.00S,2022-03-31T23:52:23.3Z,1,REGULAR,foul,offensive,[],1629651,,,1610612751,19,21,2022-03-31T23:52:45Z,1150000,,,0,,N. Claxton offensive FOUL (1 PF),"[1629651, 203114]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Middleton,203114.0,,,,
118,PT02M20.00S,2022-03-31T23:52:23.3Z,1,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,19,21,2022-03-31T23:52:45Z,1170000,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,101284.0,,,,,1.0,,,
119,PT02M20.00S,2022-03-31T23:52:31.2Z,1,REGULAR,substitution,out,[],1628971,,,1610612749,19,21,2022-03-31T23:52:34Z,1180000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M20.00S,2022-03-31T23:52:31.2Z,1,REGULAR,substitution,in,[],1630556,,,1610612749,19,21,2022-03-31T23:52:34Z,1190000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M06.00S,2022-03-31T23:52:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,96.00854139290408,96.32352941176471,1610612749,19,21,2022-03-31T23:53:01Z,1200000,232.0,-15.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M02.00S,2022-03-31T23:52:56.0Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,19,21,2022-03-31T23:53:01Z,1210000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT01M59.00S,2022-03-31T23:52:58.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201142,22.026938239159,48.03921568627451,1610612751,21,21,2022-03-31T23:53:24Z,1220000,10.0,155.0,1,left,K. Durant 15' running pullup Jump Shot (5 PTS),[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,15.49,Made,,,,,,,5.0,,,,,,,,,,,,
124,PT01M56.00S,2022-03-31T23:53:09.6Z,1,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,21,21,2022-03-31T23:53:28Z,1230000,,,0,,K. Middleton lost ball out-of-bounds TURNOVER (1 TO),[203114],1610612749.0,MIL,lost ball,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,201638.0,,,,,1.0,,,
125,PT01M46.00S,2022-03-31T23:53:32.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629651,11.383048620236531,67.15686274509804,1610612751,23,21,2022-03-31T23:53:38Z,1240000,-86.0,55.0,1,left,N. Claxton 10' turnaround Jump Shot (6 PTS),[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,10.16,Made,,,,,,,6.0,,,,,,,,,,,,
127,PT01M28.00S,2022-03-31T23:53:49.9Z,1,REGULAR,2pt,Jump Shot,[],203114,92.72339027595268,76.7156862745098,1610612749,23,21,2022-03-31T23:56:59Z,1260000,134.0,16.0,1,right,MISS K. Middleton 13' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,13.45,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M23.00S,2022-03-31T23:53:54.9Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,23,21,2022-03-31T23:53:55Z,1270000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,
129,PT01M15.00S,2022-03-31T23:54:02.0Z,1,REGULAR,3pt,Jump Shot,[],1630556,5.206964520367937,95.09803921568627,1610612751,26,21,2022-03-31T23:54:08Z,1280000,-225.0,-4.0,1,left,K. Edwards 3PT  (3 PTS) (P. Mills 1 AST),"[1630556, 201988]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,22.55,Made,,,,,,,3.0,P. Mills,201988.0,1.0,,,,,,,,,
131,PT00M59.60S,2022-03-31T23:54:19.3Z,1,REGULAR,2pt,Jump Shot,[],1626171,81.553876478318,23.52941176470588,1610612749,26,21,2022-03-31T23:54:33Z,1300000,-132.0,121.0,1,right,MISS B. Portis 17' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,17.93,Missed,,,,,,,,,,,,,,,,,,,
132,PT00M56.10S,2022-03-31T23:54:22.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,26,21,2022-03-31T23:54:33Z,1310000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,131.0,3.0,3.0,0.0,,,,,,,,,,,,,
133,PT00M45.80S,2022-03-31T23:54:33.1Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,26,21,2022-03-31T23:54:37Z,1320000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1628960]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,3.0,Allen,1628960.0,
134,PT00M45.80S,2022-03-31T23:54:33.1Z,1,REGULAR,steal,,[],1628960,,,1610612749,26,21,2022-03-31T23:54:34Z,1330000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M41.20S,2022-03-31T23:54:38.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628960,92.9862023653088,49.01960784313725,1610612749,26,23,2022-03-31T23:56:16Z,1340000,-5.0,13.0,1,right,G. Allen driving DUNK (2 PTS),[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,1.43,Made,,,,,,,2.0,,,,,,,,,,,,
136,PT00M31.00S,2022-03-31T23:54:51.1Z,1,REGULAR,2pt,Jump Shot,[],201142,26.363337713534822,58.08823529411765,1610612751,28,23,2022-03-31T23:54:59Z,1350000,-40.0,195.0,1,left,K. Durant 19' pullup Jump Shot (7 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,19.94,Made,,,,,,,7.0,,,,,,,,,,,,
137,PT00M09.30S,2022-03-31T23:55:15.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,96.00854139290408,95.58823529411765,1610612749,28,23,2022-03-31T23:55:20Z,1360000,228.0,-15.0,1,right,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M06.80S,2022-03-31T23:55:18.0Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612749,28,23,2022-03-31T23:55:18Z,1370000,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,
139,PT00M05.30S,2022-03-31T23:55:19.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,91.27792378449409,96.07843137254902,1610612749,28,23,2022-03-31T23:57:37Z,1380000,230.0,29.0,1,right,MISS G. Allen pullup 3PT - blocked,"[1628960, 201142]",1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,23.23,Missed,Durant,201142.0,,,,,,,,,,,,,,,,,
140,PT00M05.30S,2022-03-31T23:55:19.6Z,1,REGULAR,block,,[],201142,,,1610612749,28,23,2022-03-31T23:55:22Z,1390000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M01.90S,2022-03-31T23:55:23.0Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,28,23,2022-03-31T23:55:23Z,1400000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,
142,PT00M00.00S,2022-03-31T23:55:25.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201609,6.783837056504599,53.92156862745098,1610612751,30,23,2022-03-31T23:55:36Z,1410000,-20.0,11.0,1,left,G. Dragic driving reverse Layup (2 PTS) (K. Durant 5 AST),"[201609, 201142]",1610612751.0,BKN,driving reverse,,,Dragic,G. Dragic,,,,,2.26,Made,,,,,,,2.0,K. Durant,201142.0,5.0,,,,,,,,,
144,PT00M00.00S,2022-03-31T23:55:28.8Z,1,REGULAR,period,end,[],0,,,1610612749,30,23,2022-03-31T23:55:28Z,1430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2022-03-31T23:54:04.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612749,30,23,2022-03-31T23:57:03Z,1440000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,End Period - Good Basket
146,PT12M00.00S,2022-03-31T23:56:48.2Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612749,30,23,2022-03-31T23:59:03Z,1450000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-31T23:56:48.2Z,2,REGULAR,substitution,out,['startperiod'],201988,,,1610612749,30,23,2022-03-31T23:59:03Z,1460000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-03-31T23:56:48.2Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,30,23,2022-03-31T23:59:03Z,1470000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-03-31T23:56:48.2Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612749,30,23,2022-03-31T23:59:03Z,1480000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-03-31T23:56:48.2Z,2,REGULAR,substitution,in,['startperiod'],201949,,,1610612749,30,23,2022-03-31T23:59:03Z,1490000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-03-31T23:56:48.2Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,30,23,2022-03-31T23:59:03Z,1500000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-03-31T23:59:08.8Z,2,REGULAR,period,start,[],0,,,1610612749,30,23,2022-03-31T23:59:08Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M39.00S,2022-03-31T23:59:28.8Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,30,23,2022-03-31T23:59:32Z,1520000,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 201609]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,1.0,Dragic,201609.0,
154,PT11M39.00S,2022-03-31T23:59:28.8Z,2,REGULAR,steal,,[],201609,,,1610612751,30,23,2022-03-31T23:59:31Z,1530000,,,0,,G. Dragic STEAL (1 STL),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M35.00S,2022-03-31T23:59:33.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630556,3.3672798948751645,96.32352941176471,1610612751,30,23,2022-03-31T23:59:37Z,1540000,-232.0,-21.0,1,left,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
156,PT11M32.00S,2022-03-31T23:59:36.0Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,30,23,2022-03-31T23:59:37Z,1550000,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,,,
157,PT11M26.00S,2022-03-31T23:59:42.0Z,2,REGULAR,3pt,Jump Shot,[],1626171,94.95729303547962,96.07843137254902,1610612749,30,23,2022-03-31T23:59:46Z,1560000,230.0,-5.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
158,PT11M23.00S,2022-03-31T23:59:45.0Z,2,REGULAR,rebound,defensive,[],201609,,,1610612751,30,23,2022-03-31T23:59:46Z,1570000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,
159,PT11M14.00S,2022-03-31T23:59:53.9Z,2,REGULAR,2pt,Jump Shot,[],202681,25.57490144546649,27.941176470588236,1610612751,32,23,2022-04-01T00:00:04Z,1580000,110.0,188.0,1,left,K. Irving 21' pullup Jump Shot (2 PTS) (G. Dragic 1 AST),"[202681, 201609]",1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,21.79,Made,,,,,,,2.0,G. Dragic,201609.0,1.0,,,,,,,,,
161,PT10M49.00S,2022-04-01T00:00:18.9Z,2,REGULAR,2pt,Jump Shot,[],203507,74.32654402102497,49.26470588235294,1610612749,32,25,2022-04-01T00:00:23Z,1600000,-4.0,189.0,1,right,G. Antetokounmpo 18' pullup Jump Shot (6 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,18.88,Made,,,,,,,6.0,,,,,,,,,,,,
162,PT10M34.00S,2022-04-01T00:00:34.6Z,2,REGULAR,foul,personal,['3freethrow'],201588,,,1610612751,32,25,2022-04-01T00:00:48Z,1610000,,,0,,G. Hill shooting personal FOUL (1 PF) (Irving 3 FT),"[201588, 202681]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Irving,202681.0,,,,
164,PT10M34.00S,2022-04-01T00:01:15.6Z,2,REGULAR,freethrow,1 of 3,[],202681,,,1610612751,33,25,2022-04-01T00:01:15Z,1630000,,,0,,K. Irving Free Throw 1 of 3 (3 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
165,PT10M34.00S,2022-04-01T00:01:36.7Z,2,REGULAR,freethrow,2 of 3,[],202681,,,1610612751,34,25,2022-04-01T00:01:36Z,1640000,,,0,,K. Irving Free Throw 2 of 3 (4 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
166,PT10M34.00S,2022-04-01T00:01:37.4Z,2,REGULAR,substitution,out,[],1626171,,,1610612751,34,25,2022-04-01T00:01:41Z,1650000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M34.00S,2022-04-01T00:01:37.4Z,2,REGULAR,substitution,in,[],201950,,,1610612751,34,25,2022-04-01T00:01:41Z,1660000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M34.00S,2022-04-01T00:01:58.9Z,2,REGULAR,freethrow,3 of 3,[],202681,,,1610612751,35,25,2022-04-01T00:01:58Z,1670000,,,0,,K. Irving Free Throw 3 of 3 (5 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
169,PT10M14.00S,2022-04-01T00:02:22.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.38042049934296,47.05882352941176,1610612749,35,27,2022-04-01T00:02:34Z,1680000,-15.0,10.0,1,right,G. Antetokounmpo driving DUNK (8 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.76,Made,,,,,,,8.0,K. Middleton,203114.0,1.0,,,,,,,,,
170,PT10M14.00S,2022-04-01T00:02:28.6Z,2,REGULAR,foul,personal,['1freethrow'],1630556,,,1610612749,35,27,2022-04-01T00:02:39Z,1690000,,,0,,K. Edwards shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1630556, 203507]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Antetokounmpo,203507.0,,,,
173,PT10M14.00S,2022-04-01T00:03:00.4Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,35,28,2022-04-01T00:03:00Z,1710000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
174,PT09M54.00S,2022-04-01T00:03:21.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,19.398817345597898,43.872549019607845,1610612751,37,28,2022-04-01T00:03:25Z,1720000,31.0,130.0,1,left,K. Irving 13' pullup Jump Shot (7 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,13.34,Made,,,,,,,7.0,,,,,,,,,,,,
175,PT09M40.00S,2022-04-01T00:03:37.8Z,2,REGULAR,foul,personal,['2freethrow'],202681,,,1610612749,37,28,2022-04-01T00:03:53Z,1730000,,,0,,K. Irving shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[202681, 203507]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Antetokounmpo,203507.0,,,,
177,PT09M40.00S,2022-04-01T00:04:13.3Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,37,29,2022-04-01T00:04:13Z,1750000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
178,PT09M40.00S,2022-04-01T00:04:13.9Z,2,REGULAR,substitution,out,[],203114,,,1610612749,37,29,2022-04-01T00:04:19Z,1760000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M40.00S,2022-04-01T00:04:13.9Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,37,29,2022-04-01T00:04:19Z,1770000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M40.00S,2022-04-01T00:04:38.6Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,37,30,2022-04-01T00:04:38Z,1780000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
181,PT09M19.00S,2022-04-01T00:05:00.5Z,2,REGULAR,3pt,Jump Shot,[],1630556,7.703679369250986,3.1862745098039214,1610612751,40,30,2022-04-01T00:05:04Z,1790000,234.0,20.0,1,left,K. Edwards 3PT  (6 PTS) (J. Johnson 1 AST),"[1630556, 201949]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,23.49,Made,,,,,,,6.0,J. Johnson,201949.0,1.0,,,,,,,,,
