actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
94,PT04M22.00S,2021-12-17T00:55:35.5Z,1,REGULAR,substitution,out,[],201933,,,1610612755,25,17,2021-12-17T00:58:27Z,940000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M22.00S,2021-12-17T00:55:35.5Z,1,REGULAR,substitution,in,[],1630549,,,1610612755,25,17,2021-12-17T00:58:27Z,950000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M06.00S,2021-12-17T00:59:01.4Z,1,REGULAR,2pt,Jump Shot,[],203954,9.017739816031538,70.09803921568627,1610612755,25,17,2021-12-17T00:59:05Z,960000,-100.0,32.0,1,left,MISS J. Embiid 10' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,10.56,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M02.00S,2021-12-17T00:59:05.4Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,25,17,2021-12-17T00:59:05Z,970000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,
98,PT03M47.00S,2021-12-17T00:59:19.6Z,1,REGULAR,3pt,Jump Shot,[],1630560,68.15045992115637,39.46078431372549,1610612751,28,17,2021-12-17T00:59:24Z,980000,-53.0,247.0,1,right,C. Thomas 25' 3PT step back (5 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,25.25,Made,5.0,,,,,,,,,,,,,,,,,,
99,PT03M30.00S,2021-12-17T00:59:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,16.245072273324574,44.85294117647059,1610612755,28,19,2021-12-17T01:03:28Z,990000,26.0,100.0,1,left,T. Harris 10' turnaround Jump Shot (4 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,10.34,Made,4.0,,,,,,,,,,,,,,,,,,
100,PT03M09.00S,2021-12-17T00:59:57.3Z,1,REGULAR,2pt,Jump Shot,[],201142,87.33574244415243,75.98039215686273,1610612751,28,19,2021-12-17T01:00:05Z,1000000,130.0,67.0,1,right,MISS K. Durant 14' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,14.59,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M06.00S,2021-12-17T01:00:00.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,28,19,2021-12-17T01:00:05Z,1010000,,,0,,T. Harris REBOUND (Off:2 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,100.0,3.0,1.0,2.0,,,,,,
104,PT02M59.00S,2021-12-17T01:00:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629680,9.674770039421814,2.696078431372549,1610612755,28,19,2021-12-17T01:00:17Z,1020000,237.0,38.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2021-12-17T01:00:12.6Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,28,19,2021-12-17T01:00:17Z,1030000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,104.0,2.0,2.0,0.0,,,,,,
107,PT02M47.00S,2021-12-17T01:00:19.9Z,1,REGULAR,2pt,Jump Shot,[],1630560,83.78777923784494,72.30392156862744,1610612751,28,19,2021-12-17T01:00:26Z,1040000,112.0,100.0,1,right,MISS C. Thomas 14' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,14.97,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M43.00S,2021-12-17T01:00:23.9Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612755,28,19,2021-12-17T01:00:26Z,1050000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,
109,PT02M35.00S,2021-12-17T01:00:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,10.463206307490145,47.549019607843135,1610612755,28,19,2021-12-17T01:00:39Z,1060000,12.0,46.0,1,left,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,4.75,Missed,,,,,,,,,,,,,,,,,,,
110,PT02M33.00S,2021-12-17T01:00:33.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,28,19,2021-12-17T01:00:39Z,1070000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,109.0,5.0,4.0,1.0,,,,,,
111,PT02M29.00S,2021-12-17T01:00:38.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630556,76.16622864651774,12.990196078431374,1610612751,31,19,2021-12-17T01:00:49Z,1080000,-185.0,172.0,1,right,K. Edwards 25' 3PT running (3 PTS) (C. Thomas 1 AST),"[1630556, 1630560]",1610612751.0,BKN,running,,,Edwards,K. Edwards,,,,,25.23,Made,3.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,,,,,
113,PT02M03.00S,2021-12-17T01:01:04.1Z,1,REGULAR,3pt,Jump Shot,[],202699,25.837713534822605,82.35294117647058,1610612755,31,19,2021-12-17T01:01:08Z,1100000,-162.0,190.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M00.00S,2021-12-17T01:01:07.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,31,19,2021-12-17T01:01:08Z,1110000,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,113.0,6.0,5.0,1.0,,,,,,
115,PT01M54.00S,2021-12-17T01:01:15.6Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612751,31,19,2021-12-17T01:01:28Z,1120000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Sharpe 2 FT),"[203954, 1630549]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,1199.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,
117,PT01M54.00S,2021-12-17T01:01:45.8Z,1,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,32,19,2021-12-17T01:02:13Z,1140000,,,0,,D. Sharpe Free Throw 1 of 2 (1 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
118,PT01M54.00S,2021-12-17T01:01:46.7Z,1,REGULAR,substitution,out,[],1630561,,,1610612751,32,19,2021-12-17T01:02:00Z,1150000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M54.00S,2021-12-17T01:01:46.7Z,1,REGULAR,substitution,out,[],203954,,,1610612751,32,19,2021-12-17T01:02:00Z,1160000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M54.00S,2021-12-17T01:01:46.7Z,1,REGULAR,substitution,out,[],203552,,,1610612751,32,19,2021-12-17T01:02:00Z,1170000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M54.00S,2021-12-17T01:01:46.7Z,1,REGULAR,substitution,in,[],201988,,,1610612751,32,19,2021-12-17T01:02:00Z,1180000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M54.00S,2021-12-17T01:01:46.7Z,1,REGULAR,substitution,in,[],203083,,,1610612751,32,19,2021-12-17T01:02:00Z,1190000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M54.00S,2021-12-17T01:01:46.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612751,32,19,2021-12-17T01:02:00Z,1200000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M54.00S,2021-12-17T01:01:45.8Z,1,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,32,19,2021-12-17T01:02:13Z,1210000,,,0,,MISS D. Sharpe Free Throw 2 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M52.00S,2021-12-17T01:01:47.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,32,19,2021-12-17T01:02:13Z,1220000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,
126,PT01M40.00S,2021-12-17T01:02:29.7Z,1,REGULAR,foul,technical,['1freethrow'],1630549,,,1610612755,32,19,2021-12-17T01:02:42Z,1230000,,,0,,D. Sharpe defensive-3-second technical FOUL (1 Tech),[1630549],1610612751.0,BKN,defensive-3-second,,,Sharpe,D. Sharpe,,,,,,,,,,,2003.0,0.0,1.0,,,,,,,,,,,,
127,PT01M40.00S,2021-12-17T01:02:45.1Z,1,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,32,20,2021-12-17T01:02:45Z,1240000,,,0,,T. Harris technical Free Throw 1 of 1 (5 PTS),[202699],1610612755.0,PHI,technical,,,Harris,T. Harris,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
128,PT01M32.00S,2021-12-17T01:03:03.6Z,1,REGULAR,3pt,Jump Shot,[],1629680,6.176084099868594,96.59160539215686,1610612755,32,23,2021-12-17T01:03:10Z,1250000,-233.0,6.0,1,left,M. Thybulle 3PT  (3 PTS) (T. Harris 2 AST),"[1629680, 202699]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,23.31,Made,3.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,,,
130,PT01M18.00S,2021-12-17T01:03:20.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612751,32,23,2021-12-17T01:03:35Z,1270000,,,0,,M. Thybulle personal FOUL (1 PF) (Durant 2 FT),"[1629680, 201142]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,1627541.0,1.0,0.0,Durant,201142.0,,,,,,,,,,
132,PT01M18.00S,2021-12-17T01:03:44.7Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,33,23,2021-12-17T01:03:44Z,1290000,,,0,,K. Durant Free Throw 1 of 2 (7 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
133,PT01M18.00S,2021-12-17T01:04:00.3Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,34,23,2021-12-17T01:04:00Z,1300000,,,0,,K. Durant Free Throw 2 of 2 (8 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
134,PT01M08.00S,2021-12-17T01:04:13.0Z,1,REGULAR,3pt,Jump Shot,[],1629680,13.354139290407357,4.166666666666666,1610612755,34,23,2021-12-17T01:04:19Z,1310000,229.0,73.0,1,left,MISS M. Thybulle 24' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M06.00S,2021-12-17T01:04:16.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,34,23,2021-12-17T01:04:16Z,1320000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,
136,PT01M06.00S,2021-12-17T01:04:18.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,34,23,2021-12-17T01:04:18Z,1330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M55.10S,2021-12-17T01:04:52.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630198,13.485545335085414,68.38235294117648,1610612755,34,23,2021-12-17T01:08:06Z,1340000,-92.0,74.0,1,left,MISS I. Joe 11' step back Shot,[1630198],1610612755.0,PHI,step back,,,Joe,I. Joe,,,,,11.82,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M52.40S,2021-12-17T01:04:55.1Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,34,23,2021-12-17T01:04:57Z,1350000,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,137.0,3.0,3.0,0.0,,,,,,
139,PT00M45.90S,2021-12-17T01:05:07.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,34,23,2021-12-17T01:05:07Z,1360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M44.10S,2021-12-17T01:05:21.0Z,1,REGULAR,2pt,Jump Shot,[],201142,87.59855453350855,30.637254901960787,1610612751,36,23,2021-12-17T01:05:25Z,1370000,-97.0,64.0,1,right,K. Durant 11' pullup Jump Shot (10 PTS) (C. Thomas 2 AST),"[201142, 1630560]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,11.61,Made,10.0,C. Thomas,1630560.0,2.0,,,,,,,,,,,,,,,
142,PT00M25.60S,2021-12-17T01:05:43.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,6.307490144546649,55.04748774509803,1610612755,36,25,2021-12-17T01:05:49Z,1390000,-25.0,7.0,1,left,T. Harris turnaround Hook (7 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,2.61,Made,7.0,,,,,,,,,,,,,,,,,,
143,PT00M01.60S,2021-12-17T01:06:07.9Z,1,REGULAR,3pt,Jump Shot,[],1630560,70.38436268068331,27.696078431372552,1610612751,39,25,2021-12-17T01:06:13Z,1400000,-112.0,226.0,1,right,C. Thomas 25' 3PT  (8 PTS) (K. Edwards 1 AST),"[1630560, 1630556]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.19,Made,8.0,K. Edwards,1630556.0,1.0,,,,,,,,,,,,,,,
145,PT00M00.00S,2021-12-17T01:06:17.5Z,1,REGULAR,period,end,[],0,,,1610612755,39,25,2021-12-17T01:06:17Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-17T01:07:14.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612755,39,25,2021-12-17T01:08:53Z,1430000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-17T01:07:14.9Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612755,39,25,2021-12-17T01:08:53Z,1440000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-17T01:07:14.9Z,2,REGULAR,substitution,in,['startperiod'],204038,,,1610612755,39,25,2021-12-17T01:08:53Z,1450000,,,0,,SUB in: L. Galloway,[204038],1610612751.0,BKN,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-12-17T01:07:14.9Z,2,REGULAR,substitution,in,['startperiod'],201980,,,1610612755,39,25,2021-12-17T01:08:53Z,1460000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-12-17T01:08:58.7Z,2,REGULAR,period,start,[],0,,,1610612755,39,25,2021-12-17T01:08:58Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M50.00S,2021-12-17T01:09:08.6Z,2,REGULAR,3pt,Jump Shot,[],201980,25.837713534822605,81.61764705882352,1610612755,39,25,2021-12-17T01:09:12Z,1480000,-158.0,190.0,1,left,MISS D. Green 24' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
152,PT11M45.00S,2021-12-17T01:09:13.6Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,39,25,2021-12-17T01:09:12Z,1490000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,
153,PT11M37.00S,2021-12-17T01:09:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201988,93.51182654402102,53.18627450980392,1610612751,39,25,2021-12-17T01:09:36Z,1500000,16.0,8.0,1,right,MISS P. Mills driving Layup - blocked,"[201988, 201980]",1610612751.0,BKN,driving,,,Mills,P. Mills,,,,,1.8,Missed,,,,,,,,,,,,,,Green,201980.0,,,,
157,PT11M37.00S,2021-12-17T01:09:20.1Z,2,REGULAR,block,,[],201980,,,1610612751,39,25,2021-12-17T01:09:48Z,1505000,,,0,,D. Green BLOCK (1 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M35.00S,2021-12-17T01:09:22.1Z,2,REGULAR,rebound,defensive,[],201980,,,1610612755,39,25,2021-12-17T01:09:36Z,1510000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,
155,PT11M22.00S,2021-12-17T01:09:35.4Z,2,REGULAR,2pt,Jump Shot,[],1630198,28.728646517739815,50.98039215686274,1610612755,39,25,2021-12-17T01:09:39Z,1520000,-5.0,218.0,1,left,MISS I. Joe 21' pullup Shot,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,21.76,Missed,,,,,,,,,,,,,,,,,,,
156,PT11M19.00S,2021-12-17T01:09:38.4Z,2,REGULAR,rebound,defensive,[],204038,,,1610612751,39,25,2021-12-17T01:09:39Z,1530000,,,0,,L. Galloway REBOUND (Off:0 Def:1),[204038],1610612751.0,BKN,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,
158,PT11M06.00S,2021-12-17T01:09:51.9Z,2,REGULAR,turnover,lost ball,[],1630560,,,1610612751,39,25,2021-12-17T01:09:55Z,1540000,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 203083]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,1.0,Drummond,203083.0,
159,PT11M06.00S,2021-12-17T01:09:51.9Z,2,REGULAR,steal,,[],203083,,,1610612755,39,25,2021-12-17T01:09:54Z,1550000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M59.00S,2021-12-17T01:09:59.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,18.478975032851512,46.568627450980394,1610612755,39,25,2021-12-17T01:10:03Z,1560000,17.0,121.0,1,left,MISS S. Milton 12' floating Shot,[1629003],1610612755.0,PHI,floating,,,Milton,S. Milton,,,,,12.24,Missed,,,,,,,,,,,,,,,,,,,
161,PT10M55.00S,2021-12-17T01:10:03.1Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,39,25,2021-12-17T01:10:03Z,1570000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,
162,PT10M47.00S,2021-12-17T01:10:09.9Z,2,REGULAR,2pt,Jump Shot,[],201988,86.67871222076215,70.58823529411765,1610612751,39,25,2021-12-17T01:10:28Z,1580000,103.0,73.0,1,right,MISS P. Mills 12' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,12.6,Missed,,,,,,,,,,,,,,,,,,,
163,PT10M44.00S,2021-12-17T01:10:12.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,39,25,2021-12-17T01:10:19Z,1590000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,
164,PT10M32.00S,2021-12-17T01:10:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,7.703679369250986,48.529411764705884,1610612755,39,25,2021-12-17T01:10:32Z,1600000,7.0,20.0,1,left,MISS S. Milton driving finger roll Layup,[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,2.12,Missed,,,,,,,,,,,,,,,,,,,
165,PT10M32.00S,2021-12-17T01:10:26.7Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,39,25,2021-12-17T01:10:32Z,1610000,,,0,,C. Thomas REBOUND (Off:0 Def:4),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,164.0,4.0,4.0,0.0,,,,,,
166,PT10M15.00S,2021-12-17T01:10:45.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,39,25,2021-12-17T01:10:45Z,1620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M15.00S,2021-12-17T01:10:46.6Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,39,25,2021-12-17T01:10:54Z,1640000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M15.00S,2021-12-17T01:10:46.6Z,2,REGULAR,substitution,in,[],1630561,,,1610612751,39,25,2021-12-17T01:10:54Z,1650000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M15.00S,2021-12-17T01:10:46.6Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,39,25,2021-12-17T01:10:54Z,1660000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M15.00S,2021-12-17T01:10:46.6Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,39,25,2021-12-17T01:11:02Z,1670000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M12.00S,2021-12-17T01:11:08.0Z,2,REGULAR,3pt,Jump Shot,[],201988,94.1688567674113,4.6568627450980395,1610612751,39,25,2021-12-17T01:11:13Z,1680000,-227.0,2.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
173,PT10M09.00S,2021-12-17T01:11:11.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,39,25,2021-12-17T01:11:13Z,1690000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,172.0,3.0,3.0,0.0,,,,,,
174,PT09M55.00S,2021-12-17T01:11:24.5Z,2,REGULAR,turnover,lost ball,[],203083,,,1610612755,39,25,2021-12-17T01:11:28Z,1700000,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 1629651]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,1.0,Claxton,1629651.0,
175,PT09M55.00S,2021-12-17T01:11:24.5Z,2,REGULAR,steal,,[],1629651,,,1610612751,39,25,2021-12-17T01:11:26Z,1710000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M47.00S,2021-12-17T01:11:32.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201988,76.5604467805519,42.8921568627451,1610612751,39,25,2021-12-17T01:11:36Z,1720000,-36.0,168.0,1,right,MISS P. Mills 17' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,17.15,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M44.00S,2021-12-17T01:11:35.1Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,39,25,2021-12-17T01:11:36Z,1730000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,
178,PT09M38.00S,2021-12-17T01:11:45.4Z,2,REGULAR,foul,personal,[],1630561,,,1610612755,39,25,2021-12-17T01:12:00Z,1740000,,,0,,D. Duke Jr. personal FOUL (1 PF),"[1630561, 1629003]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,1199.0,1.0,0.0,Milton,1629003.0,,,,,,,,,,
180,PT09M38.00S,2021-12-17T01:11:57.5Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,39,25,2021-12-17T01:12:03Z,1760000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M38.00S,2021-12-17T01:11:57.5Z,2,REGULAR,substitution,in,[],203552,,,1610612755,39,25,2021-12-17T01:12:03Z,1770000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M31.00S,2021-12-17T01:12:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629003,6.389618922470433,51.71568627450981,1610612755,39,27,2021-12-17T01:12:45Z,1780000,-9.0,8.0,1,left,S. Milton driving Layup (5 PTS),[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,1.15,Made,5.0,,,,,,,,,,,,,,,,,,
