actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
180,PT10M38.00S,2022-04-06T00:10:47.2Z,2,REGULAR,rebound,offensive,[],200746,,,1610612751,30,30,2022-04-06T00:10:47Z,1800000,,,0,,L. Aldridge REBOUND (Off:1 Def:0),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,179.0,1.0,0.0,1.0,,,
181,PT10M35.00S,2022-04-06T00:10:50.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,92.72339027595268,48.03921568627451,1610612751,32,30,2022-04-06T00:10:54Z,1810000,-10.0,16.0,1,right,B. Brown driving Layup (5 PTS) (L. Aldridge 1 AST),"[1628971, 200746]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,1.87,Made,5.0,L. Aldridge,200746.0,1.0,,,,,,,,,,,,,,
183,PT10M23.00S,2022-04-06T00:11:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.601182654402102,58.08823529411765,1610612745,32,30,2022-04-06T00:11:07Z,1830000,-40.0,0.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1628971]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,4.04,Missed,,,,,,,,,,Brown,1628971.0,,,,,,,
184,PT10M23.00S,2022-04-06T00:11:01.7Z,2,REGULAR,block,,[],1628971,,,1610612745,32,30,2022-04-06T00:11:03Z,1840000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M23.00S,2022-04-06T00:11:01.7Z,2,REGULAR,rebound,offensive,[],1630586,,,1610612745,32,30,2022-04-06T00:11:58Z,1850000,,,0,,U. Garuba REBOUND (Off:1 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,183.0,1.0,0.0,1.0,,,
186,PT10M18.00S,2022-04-06T00:11:07.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630586,5.590000152587891,50.0,1610612745,32,30,2022-04-06T00:11:50Z,1860000,0.0,0.0,1,left,MISS U. Garuba tip Layup,[1630586],1610612745.0,HOU,tip,,,Garuba,U. Garuba,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
187,PT10M18.00S,2022-04-06T00:11:07.0Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,32,30,2022-04-06T00:11:50Z,1870000,,,0,,L. Aldridge REBOUND (Off:1 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,186.0,2.0,1.0,1.0,,,
188,PT10M16.00S,2022-04-06T00:11:09.0Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,32,30,2022-04-06T00:11:13Z,1880000,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 1630528]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,2.0,Christopher,1630528.0
189,PT10M16.00S,2022-04-06T00:11:09.0Z,2,REGULAR,steal,,[],1630528,,,1610612745,32,30,2022-04-06T00:11:10Z,1890000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M13.00S,2022-04-06T00:11:12.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,5.863994743758213,50.73529411764706,1610612745,32,32,2022-04-06T00:11:19Z,1900000,-4.0,3.0,1,left,J. Green running DUNK (14 PTS) (J. Christopher 1 AST),"[1630224, 1630528]",1610612745.0,HOU,running,,,Green,J. Green,,,,,0.45,Made,14.0,J. Christopher,1630528.0,1.0,,,,,,,,,,,,,,
192,PT10M01.00S,2022-04-06T00:11:27.0Z,2,REGULAR,foul,personal,[],1630227,,,1610612751,32,32,2022-04-06T00:11:33Z,1920000,,,0,,D. Nix personal FOUL (1 PF),"[1630227, 202681]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,1627541.0,1.0,0.0,Irving,202681.0,,,,,,,,,
194,PT09M54.00S,2022-04-06T00:11:50.3Z,2,REGULAR,3pt,Jump Shot,[],202681,86.67871222076215,95.83333333333334,1610612751,35,32,2022-04-06T00:11:54Z,1940000,229.0,73.0,1,right,K. Irving 24' 3PT pullup (14 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,24.05,Made,14.0,,,,,,,,,,,,,,,,,
195,PT09M47.00S,2022-04-06T00:11:59.2Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612745,35,32,2022-04-06T00:12:06Z,1950000,,,0,,B. Brown shooting personal FOUL (2 PF) (Nix 2 FT),"[1628971, 1630227]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,1627541.0,2.0,0.0,Nix,1630227.0,,,,,,,,,
197,PT09M47.00S,2022-04-06T00:12:20.6Z,2,REGULAR,freethrow,1 of 2,[],1630227,,,1610612745,35,32,2022-04-06T00:12:41Z,1970000,,,0,,MISS D. Nix Free Throw 1 of 2,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,Missed,,,,,,,,,,,,,,,,,,
198,PT09M47.00S,2022-04-06T00:12:20.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,35,32,2022-04-06T00:12:41Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,,
199,PT09M47.00S,2022-04-06T00:12:21.2Z,2,REGULAR,substitution,out,[],1630224,,,1610612745,35,32,2022-04-06T00:12:27Z,1990000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M47.00S,2022-04-06T00:12:21.2Z,2,REGULAR,substitution,in,[],1629726,,,1610612745,35,32,2022-04-06T00:12:27Z,2000000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M47.00S,2022-04-06T00:12:20.6Z,2,REGULAR,freethrow,2 of 2,[],1630227,,,1610612745,35,32,2022-04-06T00:12:41Z,2010000,,,0,,MISS D. Nix Free Throw 2 of 2,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT09M41.00S,2022-04-06T00:12:26.6Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,35,32,2022-04-06T00:12:41Z,2020000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,201.0,2.0,2.0,0.0,,,
203,PT09M32.00S,2022-04-06T00:12:51.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630556,89.83245729303549,60.5392156862745,1610612751,37,32,2022-04-06T00:12:55Z,2030000,53.0,43.0,1,right,K. Edwards 6' turnaround Jump Shot (2 PTS),[1630556],1610612751.0,BKN,turnaround,,,Edwards,K. Edwards,,,,,6.81,Made,2.0,,,,,,,,,,,,,,,,,
204,PT09M32.00S,2022-04-06T00:12:54.0Z,2,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612751,37,32,2022-04-06T00:13:05Z,2040000,,,0,,G. Mathews shooting personal FOUL (2 PF) (Edwards 1 FT),"[1629726, 1630556]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,1627541.0,2.0,0.0,Edwards,1630556.0,,,,,,,,,
206,PT09M32.00S,2022-04-06T00:13:15.2Z,2,REGULAR,freethrow,1 of 1,[],1630556,,,1610612751,38,32,2022-04-06T00:13:15Z,2060000,,,0,,K. Edwards Free Throw 1 of 1 (3 PTS),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
207,PT09M17.00S,2022-04-06T00:13:31.1Z,2,REGULAR,3pt,Jump Shot,[],1630231,7.440867279894875,5.147058823529411,1610612745,38,32,2022-04-06T00:13:35Z,2070000,224.0,17.0,1,left,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,22.5,Missed,,,,,,,,,,,,,,,,,,
208,PT09M12.00S,2022-04-06T00:13:36.1Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,38,32,2022-04-06T00:13:35Z,2080000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,207.0,2.0,2.0,0.0,,,
209,PT09M01.00S,2022-04-06T00:13:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,92.72339027595268,64.70588235294117,1610612751,38,32,2022-04-06T00:13:53Z,2090000,74.0,16.0,1,right,MISS K. Irving 7' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,
210,PT08M57.00S,2022-04-06T00:13:50.7Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,38,32,2022-04-06T00:13:53Z,2100000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,209.0,3.0,2.0,1.0,,,
213,PT08M51.00S,2022-04-06T00:13:56.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,87.99277266754271,40.68627450980392,1610612751,38,32,2022-04-06T00:14:00Z,2130000,-47.0,60.0,1,right,MISS B. Brown 7' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,7.63,Missed,,,,,,,,,,,,,,,,,,
214,PT08M49.00S,2022-04-06T00:13:58.3Z,2,REGULAR,rebound,offensive,[],1630556,,,1610612751,38,32,2022-04-06T00:14:00Z,2140000,,,0,,K. Edwards REBOUND (Off:1 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,213.0,2.0,1.0,1.0,,,
215,PT08M47.00S,2022-04-06T00:14:01.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202681,67.09921156373193,31.61764705882353,1610612751,38,32,2022-04-06T00:14:13Z,2150000,-92.0,257.0,1,right,MISS K. Irving 27' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,
216,PT08M46.00S,2022-04-06T00:14:02.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,38,32,2022-04-06T00:14:13Z,2160000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,215.0,,,,,,
217,PT08M46.00S,2022-04-06T00:14:07.6Z,2,REGULAR,foul,personal,[],1630231,,,1610612751,38,32,2022-04-06T00:14:12Z,2170000,,,0,,K. Martin Jr. loose ball personal FOUL (1 PF),"[1630231, 200746]",1610612745.0,HOU,loose ball,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,202901.0,1.0,0.0,Aldridge,200746.0,,,,,,,,,
219,PT08M39.00S,2022-04-06T00:14:29.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629651,92.46057818659659,59.55882352941176,1610612751,38,32,2022-04-06T00:14:36Z,2190000,48.0,18.0,1,right,MISS N. Claxton Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,5.12,Missed,,,,,,,,,,,,,,,,,,
220,PT08M39.00S,2022-04-06T00:14:33.1Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,38,32,2022-04-06T00:14:33Z,2200000,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,219.0,4.0,2.0,2.0,,,
221,PT08M39.00S,2022-04-06T00:14:37.1Z,2,REGULAR,foul,personal,[],1630231,,,1610612751,38,32,2022-04-06T00:46:38Z,2210000,,,0,,K. Martin Jr. personal FOUL (2 PF),"[1630231, 1629651]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,1199.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,
223,PT08M39.00S,2022-04-06T00:14:44.6Z,2,REGULAR,foul,technical,['1freethrow'],1630231,,,1610612751,38,32,2022-04-06T00:14:55Z,2230000,,,0,,K. Martin Jr. technical FOUL (1 Tech),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,1199.0,2.0,1.0,,,,,,,,,,,
224,PT08M39.00S,2022-04-06T00:15:05.2Z,2,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,39,32,2022-04-06T00:15:05Z,2240000,,,0,,K. Irving technical Free Throw 1 of 1 (15 PTS),[202681],1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
225,PT08M28.00S,2022-04-06T00:15:26.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,74.32654402102497,85.29411764705883,1610612751,42,32,2022-04-06T00:15:31Z,2250000,176.0,189.0,1,right,B. Brown 25' 3PT  (8 PTS) (K. Edwards 1 AST),"[1628971, 1630556]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,25.85,Made,8.0,K. Edwards,1630556.0,1.0,,,,,,,,,,,,,,
227,PT08M14.00S,2022-04-06T00:15:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,6.1268068331143235,46.81372549019608,1610612745,42,34,2022-04-06T00:15:43Z,2270000,16.0,5.0,1,left,D. Nix cutting Layup (2 PTS) (U. Garuba 2 AST),"[1630227, 1630586]",1610612745.0,HOU,cutting,,,Nix,D. Nix,,,,,1.67,Made,2.0,U. Garuba,1630586.0,2.0,,,,,,,,,,,,,,
229,PT07M58.00S,2022-04-06T00:15:56.0Z,2,REGULAR,3pt,Jump Shot,[],1630556,76.69185282522996,88.48039215686273,1610612751,42,34,2022-04-06T00:16:02Z,2290000,192.0,167.0,1,right,MISS K. Edwards 25' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
230,PT07M56.00S,2022-04-06T00:15:58.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,42,34,2022-04-06T00:16:02Z,2300000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,229.0,,,,,,
231,PT07M56.00S,2022-04-06T00:16:03.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,42,34,2022-04-06T00:16:03Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M46.00S,2022-04-06T00:16:16.4Z,2,REGULAR,3pt,Jump Shot,[],1630528,19.398817345597898,92.64705882352942,1610612745,42,34,2022-04-06T00:16:20Z,2320000,-213.0,130.0,1,left,MISS J. Christopher 24' pullup 3PT,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
233,PT07M43.00S,2022-04-06T00:16:20.1Z,2,REGULAR,rebound,offensive,[],1630586,,,1610612745,42,34,2022-04-06T00:16:20Z,2330000,,,0,,U. Garuba REBOUND (Off:2 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,232.0,2.0,0.0,2.0,,,
234,PT07M39.00S,2022-04-06T00:16:23.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,7.440867279894875,56.127450980392155,1610612745,42,36,2022-04-06T00:16:27Z,2340000,-31.0,17.0,1,left,K. Martin Jr. reverse Layup (2 PTS) (J. Christopher 2 AST),"[1630231, 1630528]",1610612745.0,HOU,reverse,,,Martin Jr.,K. Martin Jr.,,,,,3.52,Made,2.0,J. Christopher,1630528.0,2.0,,,,,,,,,,,,,,
236,PT07M27.00S,2022-04-06T00:16:37.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612751,42,36,2022-04-06T00:16:45Z,2360000,,,0,,U. Garuba shooting personal FOUL (2 PF) (Brown 2 FT),"[1630586, 1628971]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,,,,,,,202901.0,2.0,0.0,Brown,1628971.0,,,,,,,,,
238,PT07M27.00S,2022-04-06T00:16:57.1Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,43,36,2022-04-06T00:16:57Z,2380000,,,0,,B. Brown Free Throw 1 of 2 (9 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
239,PT07M27.00S,2022-04-06T00:17:15.2Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,44,36,2022-04-06T00:17:15Z,2390000,,,0,,B. Brown Free Throw 2 of 2 (10 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
240,PT07M13.00S,2022-04-06T00:17:30.8Z,2,REGULAR,3pt,Jump Shot,[],1629726,33.327858081471746,72.79411764705883,1610612745,44,36,2022-04-06T00:17:36Z,2400000,-114.0,261.0,1,left,MISS G. Mathews 28' pullup 3PT,[1629726],1610612745.0,HOU,pullup,,,Mathews,G. Mathews,,,,,28.46,Missed,,,,,,,,,,,,,,,,,,
241,PT07M08.00S,2022-04-06T00:17:35.8Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612751,44,36,2022-04-06T00:17:36Z,2410000,,,0,,K. Edwards REBOUND (Off:1 Def:2),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,240.0,3.0,2.0,1.0,,,
242,PT07M04.00S,2022-04-06T00:17:43.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612751,44,36,2022-04-06T00:17:49Z,2420000,,,0,,G. Mathews shooting personal FOUL (3 PF) (Irving 2 FT),"[1629726, 202681]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,1199.0,3.0,0.0,Irving,202681.0,,,,,,,,,
244,PT07M04.00S,2022-04-06T00:18:14.6Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,45,36,2022-04-06T00:18:14Z,2440000,,,0,,K. Irving Free Throw 1 of 2 (16 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
245,PT07M04.00S,2022-04-06T00:18:15.3Z,2,REGULAR,substitution,out,[],1630586,,,1610612751,45,36,2022-04-06T00:18:20Z,2450000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M04.00S,2022-04-06T00:18:15.3Z,2,REGULAR,substitution,out,[],1629726,,,1610612751,45,36,2022-04-06T00:18:20Z,2460000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M04.00S,2022-04-06T00:18:15.3Z,2,REGULAR,substitution,in,[],1630578,,,1610612751,45,36,2022-04-06T00:18:20Z,2470000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M04.00S,2022-04-06T00:18:15.3Z,2,REGULAR,substitution,in,[],1629645,,,1610612751,45,36,2022-04-06T00:18:20Z,2480000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M04.00S,2022-04-06T00:18:39.8Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,46,36,2022-04-06T00:18:39Z,2490000,,,0,,K. Irving Free Throw 2 of 2 (17 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
250,PT06M52.00S,2022-04-06T00:18:52.5Z,2,REGULAR,2pt,Jump Shot,[],1629645,23.340998685939553,36.27450980392157,1610612745,46,36,2022-04-06T00:18:57Z,2500000,69.0,167.0,1,left,MISS K. Porter Jr. 18' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,18.04,Missed,,,,,,,,,,,,,,,,,,
251,PT06M47.00S,2022-04-06T00:18:57.5Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,46,36,2022-04-06T00:20:42Z,2510000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,250.0,1.0,1.0,0.0,,,
252,PT06M34.00S,2022-04-06T00:19:10.5Z,2,REGULAR,3pt,Jump Shot,[],1628971,66.5735873850197,46.32352941176471,1610612751,49,36,2022-04-06T00:19:13Z,2520000,-18.0,262.0,1,right,B. Brown 26' 3PT pullup (13 PTS),[1628971],1610612751.0,BKN,pullup,,,Brown,B. Brown,,,,,26.23,Made,13.0,,,,,,,,,,,,,,,,,
253,PT06M15.00S,2022-04-06T00:19:31.2Z,2,REGULAR,foul,personal,['2freethrow'],200746,,,1610612745,49,36,2022-04-06T00:47:18Z,2530000,,,0,,L. Aldridge shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[200746, 1629645]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,1627541.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
255,PT06M15.00S,2022-04-06T00:19:40.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,49,36,2022-04-06T00:19:40Z,2550000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M15.00S,2022-04-06T00:19:51.4Z,2,REGULAR,substitution,out,[],202681,,,1610612745,49,36,2022-04-06T00:22:20Z,2560000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M15.00S,2022-04-06T00:19:51.4Z,2,REGULAR,substitution,in,[],201142,,,1610612745,49,36,2022-04-06T00:22:20Z,2570000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M15.00S,2022-04-06T00:22:38.0Z,2,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,49,36,2022-04-06T00:22:38Z,2580000,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
259,PT06M15.00S,2022-04-06T00:22:38.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,49,36,2022-04-06T00:22:38Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,
260,PT06M15.00S,2022-04-06T00:22:52.0Z,2,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,49,37,2022-04-06T00:22:52Z,2600000,,,0,,K. Porter Jr. Free Throw 2 of 2 (12 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
261,PT06M04.00S,2022-04-06T00:23:10.2Z,2,REGULAR,foul,offensive,[],200746,,,1610612751,49,37,2022-04-06T00:23:35Z,2610000,,,0,,L. Aldridge offensive FOUL (3 PF),"[200746, 1629645]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,1627541.0,3.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
263,PT06M04.00S,2022-04-06T00:23:10.2Z,2,REGULAR,turnover,offensive foul,[],200746,,,1610612751,49,37,2022-04-06T00:23:10Z,2630000,,,0,,L. Aldridge offensive foul TURNOVER (1 TO),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,1627541.0,,,,,,,,,,,1.0,,
264,PT06M04.00S,2022-04-06T00:23:19.9Z,2,REGULAR,substitution,out,[],200746,,,1610612745,49,37,2022-04-06T00:23:25Z,2640000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M04.00S,2022-04-06T00:23:19.9Z,2,REGULAR,substitution,out,[],1629651,,,1610612745,49,37,2022-04-06T00:23:25Z,2650000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M04.00S,2022-04-06T00:23:19.9Z,2,REGULAR,substitution,in,[],203083,,,1610612745,49,37,2022-04-06T00:23:25Z,2660000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M04.00S,2022-04-06T00:23:19.9Z,2,REGULAR,substitution,in,[],1630560,,,1610612745,49,37,2022-04-06T00:23:25Z,2670000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M53.00S,2022-04-06T00:23:43.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630528,29.911300919842315,81.61764705882352,1610612745,49,37,2022-04-06T00:23:47Z,2680000,-158.0,229.0,1,left,MISS J. Christopher 27' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,27.8,Missed,,,,,,,,,,,,,,,,,,
269,PT05M50.00S,2022-04-06T00:23:47.3Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,49,37,2022-04-06T00:23:47Z,2690000,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,268.0,5.0,5.0,0.0,,,
270,PT05M43.00S,2022-04-06T00:23:53.9Z,2,REGULAR,2pt,Jump Shot,[],201142,76.2976346911958,73.77450980392157,1610612751,49,37,2022-04-06T00:23:57Z,2700000,119.0,170.0,1,right,MISS K. Durant 20' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,20.77,Missed,,,,,,,,,,,,,,,,,,
271,PT05M40.00S,2022-04-06T00:23:56.9Z,2,REGULAR,rebound,defensive,[],1630528,,,1610612745,49,37,2022-04-06T00:23:57Z,2710000,,,0,,J. Christopher REBOUND (Off:0 Def:2),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,270.0,2.0,2.0,0.0,,,
