actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
92,PT05M03.00S,2021-10-29T23:54:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.258212877792378,47.794117647058826,1610612754,12,21,2021-10-29T23:55:03Z,910000,11.0,6.0,1,left,D. Sabonis reverse Layup (8 PTS) (B. Wanamaker 2 AST),"[1627734, 202954]",1610612754.0,IND,reverse,,,Sabonis,D. Sabonis,,,,,1.27,Made,,8.0,,,,,,,,,,,,,,B. Wanamaker,202954.0,2.0,
94,PT04M46.00S,2021-10-29T23:55:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,86.15308804204993,50.73529411764706,1610612751,12,21,2021-10-29T23:55:39Z,930000,4.0,78.0,1,right,MISS J. Harden 7' driving floating Shot - blocked,"[201935, 1630537]",1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,7.78,Missed,,,,,,,Duarte,1630537.0,,,,,,,,,,,
95,PT04M46.00S,2021-10-29T23:55:14.1Z,1,REGULAR,block,,[],1630537,,,1610612751,12,21,2021-10-29T23:55:18Z,940000,,,0,,C. Duarte BLOCK (1 BLK),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M42.00S,2021-10-29T23:55:18.1Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612754,12,21,2021-10-29T23:55:20Z,950000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,94.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
97,PT04M42.00S,2021-10-29T23:55:21.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,12,21,2021-10-29T23:55:21Z,960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M42.00S,2021-10-29T23:55:21.9Z,1,REGULAR,substitution,out,[],203200,,,1610612754,12,21,2021-10-29T23:55:32Z,970000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M42.00S,2021-10-29T23:55:21.9Z,1,REGULAR,substitution,in,[],203087,,,1610612754,12,21,2021-10-29T23:55:32Z,980000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M30.00S,2021-10-29T23:55:59.4Z,1,REGULAR,foul,personal,['2freethrow'],201988,,,1610612754,12,21,2021-10-29T23:56:13Z,990000,,,0,,P. Mills shooting personal FOUL (1 PF) (Craig 2 FT),"[201988, 1628470]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,,,,,2882.0,,,,,,1.0,0.0,Craig,1628470.0,,,,,,,
102,PT04M30.00S,2021-10-29T23:56:22.6Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612754,12,22,2021-10-29T23:56:22Z,1010000,,,0,,T. Craig Free Throw 1 of 2 (1 PTS),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
103,PT04M30.00S,2021-10-29T23:56:42.3Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612754,12,23,2021-10-29T23:56:42Z,1020000,,,0,,T. Craig Free Throw 2 of 2 (2 PTS),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,Made,,2.0,,,,,,,,,,,,,,,,,
104,PT04M19.00S,2021-10-29T23:56:56.9Z,1,REGULAR,foul,personal,['2freethrow'],203087,,,1610612751,12,23,2021-10-29T23:57:15Z,1030000,,,0,,J. Lamb shooting personal FOUL (1 PF) (Harris 2 FT),"[203087, 203925]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,2882.0,,,,,,1.0,0.0,Harris,203925.0,,,,,,,
106,PT04M19.00S,2021-10-29T23:57:26.0Z,1,REGULAR,freethrow,1 of 2,[],203925,,,1610612751,13,23,2021-10-29T23:57:26Z,1050000,,,0,,J. Harris Free Throw 1 of 2 (1 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
107,PT04M19.00S,2021-10-29T23:57:26.8Z,1,REGULAR,substitution,out,[],201933,,,1610612751,13,23,2021-10-29T23:57:31Z,1060000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M19.00S,2021-10-29T23:57:26.8Z,1,REGULAR,substitution,in,[],200746,,,1610612751,13,23,2021-10-29T23:57:31Z,1070000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M19.00S,2021-10-29T23:57:44.9Z,1,REGULAR,freethrow,2 of 2,[],203925,,,1610612751,14,23,2021-10-29T23:57:44Z,1080000,,,0,,J. Harris Free Throw 2 of 2 (2 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Made,,2.0,,,,,,,,,,,,,,,,,
110,PT04M09.00S,2021-10-29T23:57:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630537,29.25427069645204,71.32352941176471,1610612754,14,26,2021-10-29T23:58:07Z,1090000,-107.0,222.0,1,left,C. Duarte 24' 3PT  (9 PTS) (D. Sabonis 4 AST),"[1630537, 1627734]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,24.67,Made,,9.0,,,,,,,,,,,,,,D. Sabonis,1627734.0,4.0,
112,PT03M55.00S,2021-10-29T23:58:09.4Z,1,REGULAR,3pt,Jump Shot,[],201935,69.99014454664915,76.7156862745098,1610612751,17,26,2021-10-29T23:58:18Z,1110000,134.0,230.0,1,right,J. Harden 26' 3PT  (6 PTS) (K. Durant 1 AST),"[201935, 201142]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,26.56,Made,,6.0,,,,,,,,,,,,,,K. Durant,201142.0,1.0,
114,PT03M39.00S,2021-10-29T23:58:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630537,22.552562417871222,87.25490196078431,1610612754,17,26,2021-10-30T00:07:31Z,1130000,-186.0,159.0,1,left,MISS C. Duarte 24' step back 3PT,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M39.00S,2021-10-29T23:58:26.0Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612754,17,26,2021-10-29T23:58:35Z,1140000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,114.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
116,PT03M32.00S,2021-10-29T23:58:32.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628470,5.590000152587891,50.0,1610612754,17,28,2021-10-29T23:58:42Z,1150000,0.0,0.0,1,left,T. Craig putback Layup (4 PTS),[1628470],1610612754.0,IND,putback,,,Craig,T. Craig,,,,,0.0,Made,,4.0,,,,,,,,,,,,,,,,,
117,PT03M24.00S,2021-10-29T23:58:43.7Z,1,REGULAR,foul,personal,['2freethrow'],202954,,,1610612751,17,28,2021-10-29T23:58:56Z,1160000,,,0,,B. Wanamaker shooting personal FOUL (1 PF) (Harden 2 FT),"[202954, 201935]",1610612754.0,IND,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,203592.0,,,,,,1.0,0.0,Harden,201935.0,,,,,,,
119,PT03M24.00S,2021-10-29T23:59:11.3Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,18,28,2021-10-29T23:59:11Z,1180000,,,0,,J. Harden Free Throw 1 of 2 (7 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
120,PT03M24.00S,2021-10-29T23:59:12.1Z,1,REGULAR,substitution,out,[],203925,,,1610612751,18,28,2021-10-29T23:59:17Z,1190000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M24.00S,2021-10-29T23:59:12.1Z,1,REGULAR,substitution,in,[],1627761,,,1610612751,18,28,2021-10-29T23:59:17Z,1200000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M24.00S,2021-10-29T23:59:35.1Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,19,28,2021-10-29T23:59:35Z,1210000,,,0,,J. Harden Free Throw 2 of 2 (8 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
123,PT03M12.00S,2021-10-29T23:59:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202954,8.623521681997373,40.68627450980392,1610612754,19,28,2021-10-30T00:03:11Z,1220000,47.0,29.0,1,left,MISS B. Wanamaker driving Layup - blocked,"[202954, 201988]",1610612754.0,IND,driving,,,Wanamaker,B. Wanamaker,,,,,5.47,Missed,,,,,,,Mills,201988.0,,,,,,,,,,,
128,PT03M12.00S,2021-10-29T23:59:47.7Z,1,REGULAR,block,,[],201988,,,1610612754,19,28,2021-10-30T00:02:47Z,1225000,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M09.00S,2021-10-29T23:59:50.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,19,28,2021-10-29T23:59:57Z,1230000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,123.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
125,PT02M59.00S,2021-10-30T00:00:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,92.9862023653088,49.01960784313725,1610612751,21,28,2021-10-30T00:00:19Z,1240000,-5.0,13.0,1,right,K. Durant driving Layup (9 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,1.43,Made,,9.0,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2021-10-30T00:00:15.1Z,1,REGULAR,turnover,traveling,[],202954,,,1610612754,21,28,2021-10-30T00:00:31Z,1250000,,,0,,B. Wanamaker traveling TURNOVER (1 TO),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,203592.0,,,,,,,,,,1.0,,,,,,
127,PT02M48.00S,2021-10-30T00:00:22.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,21,28,2021-10-30T00:00:22Z,1260000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,out,[],201935,,,1610612751,21,28,2021-10-30T00:03:02Z,1270000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,out,[],1627761,,,1610612751,21,28,2021-10-30T00:03:02Z,1280000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,out,[],1630537,,,1610612751,21,28,2021-10-30T00:03:02Z,1290000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,out,[],1627734,,,1610612751,21,28,2021-10-30T00:03:02Z,1300000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,21,28,2021-10-30T00:03:02Z,1310000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,in,[],203925,,,1610612751,21,28,2021-10-30T00:03:02Z,1320000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,in,[],203200,,,1610612751,21,28,2021-10-30T00:03:02Z,1330000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M48.00S,2021-10-30T00:00:23.0Z,1,REGULAR,substitution,in,[],1626167,,,1610612751,21,28,2021-10-30T00:03:02Z,1340000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M24.00S,2021-10-30T00:03:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200746,93.11760840998686,51.470588235294116,1610612751,21,28,2021-10-30T00:03:55Z,1350000,7.0,12.0,1,right,MISS L. Aldridge cutting Layup - blocked,"[200746, 1626167]",1610612751.0,BKN,cutting,,,Aldridge,L. Aldridge,,,,,1.43,Missed,,,,,,,Turner,1626167.0,,,,,,,,,,,
138,PT02M24.00S,2021-10-30T00:03:44.8Z,1,REGULAR,block,,[],1626167,,,1610612751,21,28,2021-10-30T00:10:12Z,1360000,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M19.00S,2021-10-30T00:03:49.8Z,1,REGULAR,rebound,defensive,[],202954,,,1610612754,21,28,2021-10-30T00:03:55Z,1370000,,,0,,B. Wanamaker REBOUND (Off:1 Def:1),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,137.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
140,PT02M19.00S,2021-10-30T00:03:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202954,7.046649145860711,49.26470588235294,1610612754,21,28,2021-10-30T00:04:08Z,1380000,4.0,14.0,1,left,MISS B. Wanamaker running Layup - blocked,"[202954, 1628971]",1610612754.0,IND,running,,,Wanamaker,B. Wanamaker,,,,,1.42,Missed,,,,,,,Brown,1628971.0,,,,,,,,,,,
141,PT02M19.00S,2021-10-30T00:03:51.4Z,1,REGULAR,block,,[],1628971,,,1610612754,21,28,2021-10-30T00:03:54Z,1390000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M19.00S,2021-10-30T00:03:51.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,21,28,2021-10-30T00:04:08Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,
143,PT02M15.00S,2021-10-30T00:04:08.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,21,28,2021-10-30T00:04:08Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M10.00S,2021-10-30T00:04:16.1Z,1,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612754,21,28,2021-10-30T00:04:39Z,1420000,,,0,,B. Brown shooting personal FOUL (2 PF) (Lamb 2 FT),"[1628971, 203087]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,203592.0,,,,,,2.0,0.0,Lamb,203087.0,,,,,,,
146,PT02M10.00S,2021-10-30T00:04:44.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203087,,,1610612754,21,29,2021-10-30T00:04:44Z,1440000,,,0,,J. Lamb Free Throw 1 of 2 (1 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,1.0,,,,,,,,,,,,,,,,,
147,PT02M10.00S,2021-10-30T00:04:45.1Z,1,REGULAR,substitution,out,[],203925,,,1610612754,21,29,2021-10-30T00:04:53Z,1450000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M10.00S,2021-10-30T00:04:45.1Z,1,REGULAR,substitution,out,[],202954,,,1610612754,21,29,2021-10-30T00:04:53Z,1460000,,,0,,SUB out: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M10.00S,2021-10-30T00:04:45.1Z,1,REGULAR,substitution,in,[],1627761,,,1610612754,21,29,2021-10-30T00:04:53Z,1470000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M10.00S,2021-10-30T00:04:45.1Z,1,REGULAR,substitution,in,[],204456,,,1610612754,21,29,2021-10-30T00:04:53Z,1480000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M10.00S,2021-10-30T00:05:02.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203087,,,1610612754,21,30,2021-10-30T00:05:02Z,1490000,,,0,,J. Lamb Free Throw 2 of 2 (2 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,2.0,,,,,,,,,,,,,,,,,
152,PT01M57.00S,2021-10-30T00:05:18.1Z,1,REGULAR,3pt,Jump Shot,[],201142,66.96780551905388,43.872549019607845,1610612751,21,30,2021-10-30T00:05:26Z,1500000,-31.0,258.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
153,PT01M53.00S,2021-10-30T00:05:22.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,21,30,2021-10-30T00:05:26Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
154,PT01M53.00S,2021-10-30T00:05:26.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,21,30,2021-10-30T00:05:26Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M38.00S,2021-10-30T00:05:53.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,88.38699080157687,47.549019607843135,1610612751,21,30,2021-10-30T00:06:01Z,1530000,-12.0,57.0,1,right,MISS B. Brown driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,,
156,PT01M31.00S,2021-10-30T00:06:00.5Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,21,30,2021-10-30T00:06:01Z,1540000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,155.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
157,PT01M27.00S,2021-10-30T00:06:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627761,94.56307490144546,51.71568627450981,1610612751,21,30,2021-10-30T00:06:08Z,1550000,9.0,-1.0,1,right,MISS D. Bembry driving Layup,[1627761],1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,0.87,Missed,,,,,,,,,,,,,,,,,,,
158,PT01M25.00S,2021-10-30T00:06:06.7Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,21,30,2021-10-30T00:06:06Z,1560000,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,157.0,,,3.0,1.0,2.0,,,,,,,,,,,,,
159,PT01M24.00S,2021-10-30T00:06:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,93.77463863337714,49.50980392156863,1610612751,21,30,2021-10-30T00:06:11Z,1570000,-2.0,6.0,1,right,MISS B. Brown putback Layup - blocked,"[1628971, 203200]",1610612751.0,BKN,putback,,,Brown,B. Brown,,,,,0.65,Missed,,,,,,,Holiday,203200.0,,,,,,,,,,,
160,PT01M24.00S,2021-10-30T00:06:07.5Z,1,REGULAR,block,,[],203200,,,1610612751,21,30,2021-10-30T00:06:49Z,1580000,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M24.00S,2021-10-30T00:06:07.5Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,21,30,2021-10-30T00:06:11Z,1590000,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,159.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
162,PT01M15.00S,2021-10-30T00:06:16.1Z,1,REGULAR,2pt,Jump Shot,[],203087,21.23850197109067,37.5,1610612754,21,32,2021-10-30T00:06:21Z,1600000,62.0,147.0,1,left,J. Lamb 15' fadeaway Jump Shot (4 PTS),[203087],1610612754.0,IND,fadeaway,,,Lamb,J. Lamb,,,,,15.98,Made,,4.0,,,,,,,,,,,,,,,,,
163,PT01M00.00S,2021-10-30T00:06:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.41590013140605,48.28431372549019,1610612751,23,32,2021-10-30T00:13:51Z,1610000,-9.0,75.0,1,right,K. Durant 7' fadeaway Jump Shot (11 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,7.57,Made,,11.0,,,,,,,,,,,,,,,,,
164,PT00M45.90S,2021-10-30T00:06:47.7Z,1,REGULAR,3pt,Jump Shot,[],1628470,29.25427069645204,27.205882352941174,1610612754,23,35,2021-10-30T00:06:54Z,1620000,114.0,222.0,1,left,T. Craig 25' 3PT  (7 PTS) (T. McConnell 1 AST),"[1628470, 204456]",1610612754.0,IND,,,,Craig,T. Craig,,,,,25.0,Made,,7.0,,,,,,,,,,,,,,T. McConnell,204456.0,1.0,
166,PT00M33.90S,2021-10-30T00:07:02.2Z,1,REGULAR,3pt,Jump Shot,[],201142,68.54467805519053,68.38235294117648,1610612751,26,35,2021-10-30T00:07:15Z,1640000,92.0,243.0,1,right,K. Durant 26' 3PT pullup (14 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,26.0,Made,,14.0,,,,,,,,,,,,,,,,,
167,PT00M10.50S,2021-10-30T00:07:30.3Z,1,REGULAR,3pt,Jump Shot,[],1628470,5.732588699080158,96.32352941176471,1610612754,26,38,2021-10-30T00:07:38Z,1650000,-232.0,1.0,1,left,T. Craig 3PT pullup (10 PTS) (M. Turner 1 AST),"[1628470, 1626167]",1610612754.0,IND,pullup,,,Craig,T. Craig,,,,,23.16,Made,,10.0,,,,,,,,,,,,,,M. Turner,1626167.0,1.0,
169,PT00M04.90S,2021-10-30T00:07:42.9Z,1,REGULAR,foul,personal,[],1628470,,,1610612751,26,38,2021-10-30T00:08:15Z,1670000,,,0,,T. Craig take personal FOUL (1 PF),"[1628470, 201142]",1610612754.0,IND,take,,,Craig,T. Craig,,,,,,,,,1627963.0,,,,,,1.0,0.0,Durant,201142.0,,,,,,,
171,PT00M04.90S,2021-10-30T00:07:49.0Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,26,38,2021-10-30T00:07:59Z,1690000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M04.90S,2021-10-30T00:07:49.0Z,1,REGULAR,substitution,out,[],1627761,,,1610612751,26,38,2021-10-30T00:07:59Z,1700000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M04.90S,2021-10-30T00:07:49.0Z,1,REGULAR,substitution,out,[],203087,,,1610612751,26,38,2021-10-30T00:07:59Z,1710000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M04.90S,2021-10-30T00:07:49.0Z,1,REGULAR,substitution,in,[],203925,,,1610612751,26,38,2021-10-30T00:07:59Z,1720000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M04.90S,2021-10-30T00:07:49.0Z,1,REGULAR,substitution,in,[],201935,,,1610612751,26,38,2021-10-30T00:07:59Z,1730000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M04.90S,2021-10-30T00:07:49.0Z,1,REGULAR,substitution,in,[],1629052,,,1610612751,26,38,2021-10-30T00:07:59Z,1740000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M01.40S,2021-10-30T00:08:23.7Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,26,38,2021-10-30T00:08:43Z,1750000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (2 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,,,,,1627963.0,,,,,,,,,,2.0,,,,,,
178,PT00M01.40S,2021-10-30T00:08:28.6Z,1,REGULAR,substitution,out,[],203925,,,1610612754,26,38,2021-10-30T00:08:42Z,1760000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M01.40S,2021-10-30T00:08:28.6Z,1,REGULAR,substitution,out,[],201935,,,1610612754,26,38,2021-10-30T00:08:42Z,1770000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M01.40S,2021-10-30T00:08:28.6Z,1,REGULAR,substitution,out,[],1629052,,,1610612754,26,38,2021-10-30T00:08:42Z,1780000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
