actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
184,PT08M57.00S,2021-12-01T01:05:21.9Z,2,REGULAR,turnover,offensive foul,[],1630167,,,1610612752,41,36,2021-12-01T01:05:21Z,1800000,,,0,,O. Toppin offensive foul TURNOVER (2 TO),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,2.0,,,1162.0,,,,,
185,PT08M48.00S,2021-12-01T01:05:45.9Z,2,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612751,41,36,2021-12-01T01:05:58Z,1810000,,,0,,O. Toppin shooting personal FOUL (2 PF) (Harden 2 FT),"[1630167, 201935]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Harden,201935.0,
187,PT08M48.00S,2021-12-01T01:06:13.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612751,42,36,2021-12-01T01:06:13Z,1830000,,,0,,J. Harden Free Throw 1 of 2 (20 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
188,PT08M48.00S,2021-12-01T01:06:32.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612751,43,36,2021-12-01T01:06:32Z,1840000,,,0,,J. Harden Free Throw 2 of 2 (21 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
189,PT08M30.00S,2021-12-01T01:06:50.8Z,2,REGULAR,3pt,Jump Shot,[],1630167,28.07161629434954,22.30392156862745,1610612752,43,36,2021-12-01T01:06:56Z,1850000,138.0,211.0,1,left,MISS O. Toppin 25' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M26.00S,2021-12-01T01:06:54.8Z,2,REGULAR,rebound,defensive,[],200794,,,1610612751,43,36,2021-12-01T01:06:56Z,1860000,,,0,,P. Millsap REBOUND (Off:0 Def:2),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,
191,PT08M15.00S,2021-12-01T01:07:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,94.1688567674113,50.0,1610612751,45,36,2021-12-01T01:07:16Z,1870000,0.0,2.0,1,right,J. Johnson cutting Layup (2 PTS) (J. Harden 2 AST),"[201949, 201935]",1610612751.0,BKN,cutting,,,Johnson,J. Johnson,,,,,0.23,Made,2.0,,,,,J. Harden,201935.0,2.0,,,,,,,,,,,
193,PT08M05.00S,2021-12-01T01:07:16.0Z,2,REGULAR,3pt,Jump Shot,[],201565,31.882391590013142,46.81372549019608,1610612752,45,39,2021-12-01T01:07:25Z,1890000,16.0,247.0,1,left,D. Rose 24' 3PT  (10 PTS) (R. Barrett 1 AST),"[201565, 1629628]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,24.77,Made,10.0,,,,,R. Barrett,1629628.0,1.0,,,,,,,,,,,
195,PT07M38.00S,2021-12-01T01:07:42.7Z,2,REGULAR,3pt,Jump Shot,[],201988,73.66951379763469,18.38235294117647,1610612751,45,39,2021-12-01T01:09:46Z,1910000,-158.0,195.0,1,right,MISS P. Mills 25' step back 3PT,[201988],1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
196,PT07M36.00S,2021-12-01T01:07:45.9Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,45,39,2021-12-01T01:07:45Z,1920000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,,
197,PT07M32.00S,2021-12-01T01:07:50.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,32.802233902759525,62.5,1610612752,45,39,2021-12-01T01:07:57Z,1930000,-62.0,256.0,1,left,MISS I. Quickley 26' running pullup 3PT,[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
198,PT07M28.00S,2021-12-01T01:07:53.3Z,2,REGULAR,rebound,offensive,[],203457,,,1610612752,45,39,2021-12-01T01:07:53Z,1940000,,,0,,N. Noel REBOUND (Off:1 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,197.0,2.0,1.0,1.0,,,,,,,,,,,,,,
199,PT07M20.00S,2021-12-01T01:08:01.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201565,20.318659658344284,30.392156862745097,1610612752,45,41,2021-12-01T01:10:37Z,1950000,98.0,138.0,1,left,D. Rose 16' Jump Shot (12 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,16.97,Made,12.0,,,,,,,,,,,,,,,,,,
200,PT07M18.00S,2021-12-01T01:08:07.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,45,41,2021-12-01T01:08:07Z,1960000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,out,[],201988,,,1610612751,45,41,2021-12-01T01:10:43Z,1970000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,out,[],200794,,,1610612751,45,41,2021-12-01T01:10:43Z,1980000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612751,45,41,2021-12-01T01:10:43Z,1990000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,out,[],203457,,,1610612751,45,41,2021-12-01T01:10:43Z,2000000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,out,[],1629628,,,1610612751,45,41,2021-12-01T01:10:43Z,2010000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,45,41,2021-12-01T01:10:43Z,2020000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,in,[],200746,,,1610612751,45,41,2021-12-01T01:10:43Z,2030000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,in,[],203944,,,1610612751,45,41,2021-12-01T01:10:43Z,2040000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612751,45,41,2021-12-01T01:10:43Z,2050000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M18.00S,2021-12-01T01:08:11.5Z,2,REGULAR,substitution,in,[],202692,,,1610612751,45,41,2021-12-01T01:10:43Z,2060000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M06.00S,2021-12-01T01:11:48.2Z,2,REGULAR,turnover,out-of-bounds,[],201949,,,1610612751,45,41,2021-12-01T01:14:23Z,2070000,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (1 TO),[201949],1610612751.0,BKN,bad pass,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,1.0,,,1626301.0,,,,,
212,PT06M39.00S,2021-12-01T01:12:17.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202692,6.619579500657039,8.333333333333343,1610612752,45,41,2021-12-01T01:16:26Z,2080000,208.0,10.0,1,left,MISS A. Burks 20' Jump Shot - blocked,"[202692, 1628975]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,20.85,Missed,,,,,,,,,Carter,1628975.0,,,,,,,,,
213,PT06M39.00S,2021-12-01T01:12:17.8Z,2,REGULAR,block,,[],1628975,,,1610612752,45,41,2021-12-01T01:12:20Z,2090000,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M36.00S,2021-12-01T01:12:20.8Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612751,45,41,2021-12-01T01:12:21Z,2100000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,212.0,1.0,1.0,0.0,,,,,,,,,,,,,,
215,PT06M32.00S,2021-12-01T01:12:25.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",201935,89.04402102496715,44.11764705882353,1610612751,45,41,2021-12-01T01:12:39Z,2110000,-29.0,50.0,1,right,MISS J. Harden driving floating Shot,[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,5.84,Missed,,,,,,,,,,,,,,,,,,,
216,PT06M29.00S,2021-12-01T01:12:28.1Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,45,41,2021-12-01T01:12:35Z,2120000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,,,
217,PT06M29.00S,2021-12-01T01:12:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612752,45,41,2021-12-01T01:12:47Z,2130000,,,0,,J. Carter shooting personal FOUL (1 PF) (Quickley 2 FT),"[1628975, 1630193]",1610612751.0,BKN,shooting,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Quickley,1630193.0,
219,PT06M29.00S,2021-12-01T01:13:05.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630193,,,1610612752,45,42,2021-12-01T01:13:05Z,2150000,,,0,,I. Quickley Free Throw 1 of 2 (1 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
220,PT06M29.00S,2021-12-01T01:13:06.1Z,2,REGULAR,substitution,out,[],1628975,,,1610612752,45,42,2021-12-01T01:13:08Z,2160000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M29.00S,2021-12-01T01:13:06.1Z,2,REGULAR,substitution,in,[],1627761,,,1610612752,45,42,2021-12-01T01:13:08Z,2170000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M29.00S,2021-12-01T01:13:27.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630193,,,1610612752,45,43,2021-12-01T01:13:27Z,2180000,,,0,,I. Quickley Free Throw 2 of 2 (2 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
223,PT06M09.00S,2021-12-01T01:13:49.3Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612751,45,43,2021-12-01T01:13:54Z,2190000,,,0,,J. Harden lost ball TURNOVER (4 TO),"[201935, 202692]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,4.0,Burks,202692.0,,,,,,
224,PT06M09.00S,2021-12-01T01:13:49.3Z,2,REGULAR,steal,,[],202692,,,1610612752,45,43,2021-12-01T01:13:51Z,2200000,,,0,,A. Burks STEAL (2 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M05.00S,2021-12-01T01:13:52.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,5.732588699080158,48.03921568627451,1610612752,45,45,2021-12-01T01:14:04Z,2210000,10.0,1.0,1,left,I. Quickley running finger roll Layup (4 PTS) (A. Burks 2 AST),"[1630193, 202692]",1610612752.0,NYK,running finger roll,,,Quickley,I. Quickley,,,,,0.99,Made,4.0,,,,,A. Burks,202692.0,2.0,,,,,,,,,,,
227,PT06M05.00S,2021-12-01T01:14:00.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,45,45,2021-12-01T01:14:00Z,2230000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M05.00S,2021-12-01T01:14:04.4Z,2,REGULAR,substitution,out,[],201935,,,1610612751,45,45,2021-12-01T01:16:54Z,2240000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M05.00S,2021-12-01T01:14:04.4Z,2,REGULAR,substitution,out,[],201949,,,1610612751,45,45,2021-12-01T01:16:54Z,2250000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M05.00S,2021-12-01T01:14:04.4Z,2,REGULAR,substitution,out,[],201565,,,1610612751,45,45,2021-12-01T01:16:54Z,2260000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M05.00S,2021-12-01T01:14:04.4Z,2,REGULAR,substitution,in,[],201988,,,1610612751,45,45,2021-12-01T01:16:54Z,2270000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M05.00S,2021-12-01T01:14:04.4Z,2,REGULAR,substitution,in,[],201142,,,1610612751,45,45,2021-12-01T01:16:54Z,2280000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M05.00S,2021-12-01T01:14:04.4Z,2,REGULAR,substitution,in,[],203095,,,1610612751,45,45,2021-12-01T01:16:54Z,2290000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M52.00S,2021-12-01T01:17:36.5Z,2,REGULAR,2pt,Jump Shot,[],201142,74.98357424441524,64.95098039215686,1610612751,47,45,2021-12-01T01:17:48Z,2300000,75.0,183.0,1,right,K. Durant 19' Jump Shot (4 PTS) (D. Bembry 2 AST),"[201142, 1627761]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,19.74,Made,4.0,,,,,D. Bembry,1627761.0,2.0,,,,,,,,,,,
236,PT05M33.00S,2021-12-01T01:17:55.1Z,2,REGULAR,3pt,Jump Shot,[],203095,32.670827858081466,50.0,1610612752,47,45,2021-12-01T01:18:16Z,2320000,0.0,255.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
237,PT05M32.00S,2021-12-01T01:17:56.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,47,45,2021-12-01T01:18:16Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,
238,PT05M32.00S,2021-12-01T01:18:05.9Z,2,REGULAR,foul,personal,[],1627761,,,1610612752,47,45,2021-12-01T01:19:22Z,2340000,,,0,,D. Bembry loose ball personal FOUL (1 PF),"[1627761, 203944]",1610612751.0,BKN,loose ball,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Randle,203944.0,
240,PT05M19.00S,2021-12-01T01:18:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630193,12.565703022339028,35.049019607843135,1610612752,47,47,2021-12-01T01:20:59Z,2360000,75.0,66.0,1,left,I. Quickley 9' driving finger roll Layup (6 PTS),[1630193],1610612752.0,NYK,driving finger roll,,,Quickley,I. Quickley,,,,,9.95,Made,6.0,,,,,,,,,,,,,,,,,,
241,PT05M06.00S,2021-12-01T01:18:48.6Z,2,REGULAR,2pt,Jump Shot,[],1630560,76.42904073587385,66.66666666666666,1610612751,47,47,2021-12-01T01:18:52Z,2370000,83.0,169.0,1,right,MISS C. Thomas 18' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,18.85,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M04.00S,2021-12-01T01:18:50.6Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,47,47,2021-12-01T01:18:52Z,2380000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,,,
243,PT04M56.00S,2021-12-01T01:18:59.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,18.74178712220762,37.99019607843137,1610612752,47,49,2021-12-01T01:19:05Z,2390000,60.0,124.0,1,left,A. Burks 13' fadeaway Jump Shot (11 PTS),[202692],1610612752.0,NYK,fadeaway,,,Burks,A. Burks,,,,,13.75,Made,11.0,,,,,,,,,,,,,,,,,,
244,PT04M44.00S,2021-12-01T01:19:10.6Z,2,REGULAR,3pt,Jump Shot,[],201142,71.17279894875165,72.54901960784314,1610612751,47,49,2021-12-01T01:19:20Z,2400000,113.0,218.0,1,right,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,,
245,PT04M41.00S,2021-12-01T01:19:13.6Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,47,49,2021-12-01T01:19:20Z,2410000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,,,,
246,PT04M34.00S,2021-12-01T01:19:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,29.911300919842315,72.05882352941177,1610612752,47,49,2021-12-01T01:22:33Z,2420000,-110.0,229.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
247,PT04M31.00S,2021-12-01T01:19:23.3Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,47,49,2021-12-01T01:19:30Z,2430000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,246.0,1.0,1.0,0.0,,,,,,,,,,,,,,
248,PT04M26.00S,2021-12-01T01:19:29.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630560,94.95729303547962,48.77450980392157,1610612751,49,49,2021-12-01T01:23:01Z,2440000,-6.0,-5.0,1,right,C. Thomas running Layup (10 PTS) (K. Durant 4 AST),"[1630560, 201142]",1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,0.8,Made,10.0,,,,,K. Durant,201142.0,4.0,,,,,,,,,,,
250,PT03M59.00S,2021-12-01T01:19:55.9Z,2,REGULAR,2pt,Jump Shot,[],202692,5.601182654402102,90.93137254901961,1610612752,49,49,2021-12-01T01:20:15Z,2460000,-205.0,0.0,1,left,MISS A. Burks 20' Jump Shot,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,20.47,Missed,,,,,,,,,,,,,,,,,,,
251,PT03M50.00S,2021-12-01T01:20:04.9Z,2,REGULAR,rebound,defensive,[],1627761,,,1610612751,49,49,2021-12-01T01:20:15Z,2470000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,
252,PT03M48.00S,2021-12-01T01:20:06.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630560,81.8166885676741,49.50980392156863,1610612751,49,49,2021-12-01T01:20:21Z,2480000,-2.0,118.0,1,right,MISS C. Thomas 11' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,11.84,Missed,,,,,,,,,,,,,,,,,,,
253,PT03M45.00S,2021-12-01T01:20:09.3Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,49,49,2021-12-01T01:20:09Z,2490000,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,252.0,3.0,3.0,0.0,,,,,,,,,,,,,,
254,PT03M27.00S,2021-12-01T01:20:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.652431011826544,53.18627450980392,1610612752,49,51,2021-12-01T01:27:28Z,2500000,-16.0,10.0,1,left,J. Randle driving finger roll Layup (4 PTS),[203944],1610612752.0,NYK,driving finger roll,,,Randle,J. Randle,,,,,1.88,Made,4.0,,,,,,,,,,,,,,,,,,
255,PT03M27.00S,2021-12-01T01:20:33.4Z,2,REGULAR,foul,personal,['1freethrow'],201142,,,1610612752,49,51,2021-12-01T01:20:57Z,2510000,,,0,,K. Durant shooting personal FOUL (1 PF) (Randle 1 FT),"[201142, 203944]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Randle,203944.0,
257,PT03M27.00S,2021-12-01T01:20:46.1Z,2,REGULAR,substitution,out,[],201988,,,1610612752,49,51,2021-12-01T01:20:54Z,2530000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M27.00S,2021-12-01T01:20:46.1Z,2,REGULAR,substitution,in,[],201935,,,1610612752,49,51,2021-12-01T01:20:54Z,2540000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M27.00S,2021-12-01T01:21:19.2Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,49,52,2021-12-01T01:21:19Z,2550000,,,0,,J. Randle Free Throw 1 of 1 (5 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
260,PT03M14.00S,2021-12-01T01:21:32.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.2910643889619,55.63725490196079,1610612751,49,52,2021-12-01T01:21:36Z,2560000,28.0,123.0,1,right,MISS K. Durant 12' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,12.66,Missed,,,,,,,,,,,,,,,,,,,
261,PT03M11.00S,2021-12-01T01:21:35.4Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,49,52,2021-12-01T01:21:36Z,2570000,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,260.0,4.0,4.0,0.0,,,,,,,,,,,,,,
262,PT03M07.00S,2021-12-01T01:21:42.9Z,2,REGULAR,foul,offensive,[],203944,,,1610612752,49,52,2021-12-01T01:21:50Z,2580000,,,0,,J. Randle offensive FOUL (2 PF),"[203944, 1627761]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Bembry,1627761.0,
264,PT03M07.00S,2021-12-01T01:21:42.9Z,2,REGULAR,turnover,offensive foul,[],203944,,,1610612752,49,52,2021-12-01T01:21:42Z,2600000,,,0,,J. Randle offensive foul TURNOVER (1 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,1.0,,,1162.0,,,,,
265,PT02M54.00S,2021-12-01T01:22:11.7Z,2,REGULAR,foul,personal,[],1629011,,,1610612751,49,52,2021-12-01T01:22:23Z,2610000,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 200746]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Aldridge,200746.0,
267,PT02M45.00S,2021-12-01T01:22:32.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,81.02825229960578,37.00980392156863,1610612751,49,52,2021-12-01T01:22:38Z,2630000,-65.0,126.0,1,right,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,14.16,Missed,,,,,,,,,,,,,,,,,,,
268,PT02M40.00S,2021-12-01T01:22:37.8Z,2,REGULAR,rebound,offensive,[],1627761,,,1610612751,49,52,2021-12-01T01:22:38Z,2640000,,,0,,D. Bembry REBOUND (Off:1 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,267.0,3.0,2.0,1.0,,,,,,,,,,,,,,
269,PT02M40.00S,2021-12-01T01:22:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627761,94.40999984741211,50.0,1610612751,51,52,2021-12-01T01:22:37Z,2650000,0.0,0.0,1,right,D. Bembry tip Layup (2 PTS),[1627761],1610612751.0,BKN,tip,,,Bembry,D. Bembry,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
270,PT02M32.00S,2021-12-01T01:22:44.9Z,2,REGULAR,3pt,Jump Shot,[],203095,28.465834428383708,74.50980392156863,1610612752,51,52,2021-12-01T01:22:51Z,2660000,-123.0,215.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
271,PT02M31.00S,2021-12-01T01:22:45.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,51,52,2021-12-01T01:23:04Z,2670000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,
