actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
177,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,32,26,2022-03-28T00:08:26Z,1770000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,out,['startperiod'],1629651,,,1610612751,32,26,2022-03-28T00:08:26Z,1780000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,out,['startperiod'],1628971,,,1610612751,32,26,2022-03-28T00:08:26Z,1790000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612751,32,26,2022-03-28T00:08:26Z,1800000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612751,32,26,2022-03-28T00:08:26Z,1810000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,in,['startperiod'],201988,,,1610612751,32,26,2022-03-28T00:08:26Z,1820000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612751,32,26,2022-03-28T00:08:26Z,1830000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-03-28T00:05:57.5Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612751,32,26,2022-03-28T00:08:26Z,1840000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-03-28T00:08:34.7Z,2,REGULAR,period,start,[],0,,,1610612766,32,26,2022-03-28T00:08:34Z,1850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M40.00S,2022-03-28T00:08:53.9Z,2,REGULAR,2pt,Jump Shot,[],1630163,15.588042049934298,33.57843137254902,1610612766,32,26,2022-03-28T00:09:00Z,1860000,82.0,94.0,1,left,MISS L. Ball 12' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,12.48,Missed,,,,,,,,,,,,,,,,,,
187,PT11M40.00S,2022-03-28T00:08:57.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,32,26,2022-03-28T00:08:57Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,
188,PT11M40.00S,2022-03-28T00:08:58.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,32,26,2022-03-28T00:08:58Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M36.00S,2022-03-28T00:09:15.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626149,22.28975032851511,70.09803921568627,1610612766,32,26,2022-03-28T00:11:36Z,1890000,-100.0,157.0,1,left,MISS M. Harrell 18' Jump Shot,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,18.64,Missed,,,,,,,,,,,,,,,,,,
190,PT11M31.00S,2022-03-28T00:09:20.0Z,2,REGULAR,rebound,defensive,[],201609,,,1610612751,32,26,2022-03-28T00:09:37Z,1900000,,,0,,G. Dragic REBOUND (Off:1 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,
191,PT11M16.00S,2022-03-28T00:09:37.7Z,2,REGULAR,foul,personal,[],1630163,,,1610612751,32,26,2022-03-28T00:09:45Z,1910000,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 202681]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,2003.0,1.0,0.0,Irving,202681.0,,,,,,,
193,PT11M10.00S,2022-03-28T00:09:57.5Z,2,REGULAR,3pt,Jump Shot,[],201609,93.11760840998686,5.147058823529411,1610612751,32,26,2022-03-28T00:10:02Z,1930000,-224.0,12.0,1,right,MISS G. Dragic 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,
194,PT11M06.00S,2022-03-28T00:10:01.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,32,26,2022-03-28T00:10:02Z,1940000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,193.0,3.0,3.0,0.0,,,,,,,,,,,,
195,PT11M02.00S,2022-03-28T00:10:05.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629667,5.995400788436268,44.6078431372549,1610612766,32,26,2022-03-28T00:10:11Z,1950000,27.0,4.0,1,left,MISS J. McDaniels running Layup,[1629667],1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,
196,PT10M58.00S,2022-03-28T00:10:09.1Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,32,26,2022-03-28T00:10:11Z,1960000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,
197,PT10M51.00S,2022-03-28T00:10:20.8Z,2,REGULAR,foul,offensive,[],203083,,,1610612751,32,26,2022-03-28T00:10:29Z,1970000,,,0,,A. Drummond offensive FOUL (2 PF),"[203083, 1629667]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,2003.0,2.0,0.0,McDaniels,1629667.0,,,,,,,
199,PT10M51.00S,2022-03-28T00:10:20.8Z,2,REGULAR,turnover,offensive foul,[],203083,,,1610612751,32,26,2022-03-28T00:10:20Z,1990000,,,0,,A. Drummond offensive foul TURNOVER (2 TO),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,2003.0,,,,,,,,,2.0,,
200,PT10M41.00S,2022-03-28T00:10:48.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,19.398817345597898,47.794117647058826,1610612766,32,28,2022-03-28T00:10:54Z,2000000,11.0,130.0,1,left,L. Ball 13' floating Jump Shot (10 PTS) (M. Harrell 1 AST),"[1630163, 1626149]",1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,13.03,Made,,,,,,,,,,,,10.0,M. Harrell,1626149.0,1.0,,,
202,PT10M25.00S,2022-03-28T00:11:06.8Z,2,REGULAR,foul,personal,[],1626162,,,1610612751,32,28,2022-03-28T00:11:12Z,2020000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 202681]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,101283.0,1.0,0.0,Irving,202681.0,,,,,,,
204,PT10M25.00S,2022-03-28T00:11:22.7Z,2,REGULAR,foul,technical,['1freethrow'],203083,,,1610612751,32,28,2022-03-28T00:11:38Z,2040000,,,0,,A. Drummond technical FOUL (1 Tech),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,203593.0,2.0,1.0,,,,,,,,,
205,PT10M25.00S,2022-03-28T00:11:48.8Z,2,REGULAR,freethrow,1 of 1,[],1630163,,,1610612751,32,28,2022-03-28T00:11:48Z,2050000,,,0,,MISS L. Ball technical Free Throw 1 of 1,[1630163],1610612766.0,CHA,technical,,,Ball,L. Ball,,,,,,Missed,,,,,,,,,,,,,,,,,,
206,PT10M25.00S,2022-03-28T00:11:48.8Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612751,32,28,2022-03-28T00:11:48Z,2060000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,
207,PT10M25.00S,2022-03-28T00:11:51.1Z,2,REGULAR,substitution,out,[],1630556,,,1610612751,32,28,2022-03-28T00:11:55Z,2070000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M25.00S,2022-03-28T00:11:51.1Z,2,REGULAR,substitution,in,[],201949,,,1610612751,32,28,2022-03-28T00:11:55Z,2080000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M15.00S,2022-03-28T00:12:23.8Z,2,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612751,32,28,2022-03-28T00:12:37Z,2090000,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Irving 2 FT),"[1626162, 202681]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,203593.0,2.0,0.0,Irving,202681.0,,,,,,,
211,PT10M15.00S,2022-03-28T00:12:56.1Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,32,28,2022-03-28T00:12:56Z,2110000,,,0,,MISS K. Irving Free Throw 1 of 2,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Missed,,,,,,,,,,,,,,,,,,
212,PT10M15.00S,2022-03-28T00:12:56.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,32,28,2022-03-28T00:12:56Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,
213,PT10M15.00S,2022-03-28T00:12:57.2Z,2,REGULAR,substitution,out,[],1626149,,,1610612751,32,28,2022-03-28T00:13:04Z,2130000,,,0,,SUB out: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
214,PT10M15.00S,2022-03-28T00:12:57.2Z,2,REGULAR,substitution,in,[],203486,,,1610612751,32,28,2022-03-28T00:13:04Z,2140000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M15.00S,2022-03-28T00:13:26.6Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,33,28,2022-03-28T00:13:26Z,2150000,,,0,,K. Irving Free Throw 2 of 2 (1 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
216,PT10M03.00S,2022-03-28T00:13:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,15.325229960578188,55.88235294117647,1610612766,33,30,2022-03-28T00:13:49Z,2160000,-29.0,92.0,1,left,L. Ball 9' driving floating Jump Shot (12 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,9.62,Made,,,,,,,,,,,,12.0,,,,,,
217,PT09M50.00S,2022-03-28T00:13:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,88.64980289093299,51.9607843137255,1610612751,33,30,2022-03-28T00:14:00Z,2170000,10.0,54.0,1,right,MISS K. Irving driving floating Shot,[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,5.51,Missed,,,,,,,,,,,,,,,,,,
218,PT09M47.00S,2022-03-28T00:13:59.3Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,33,30,2022-03-28T00:13:59Z,2180000,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,217.0,4.0,3.0,1.0,,,,,,,,,,,,
219,PT09M46.00S,2022-03-28T00:14:00.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203083,88.25558475689881,46.81372549019608,1610612751,35,30,2022-03-28T00:14:04Z,2190000,-16.0,58.0,1,right,A. Drummond 6' turnaround Hook (7 PTS),[203083],1610612751.0,BKN,turnaround,,,Drummond,A. Drummond,,,,,6.0,Made,,,,,,,,,,,,7.0,,,,,,
220,PT09M36.00S,2022-03-28T00:14:13.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,35,30,2022-03-28T00:14:13Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M33.00S,2022-03-28T00:14:28.7Z,2,REGULAR,3pt,Jump Shot,[],1630163,32.276609724047304,59.31372549019608,1610612766,35,30,2022-03-28T00:14:33Z,2210000,-47.0,251.0,1,left,MISS L. Ball 25' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
222,PT09M28.00S,2022-03-28T00:14:33.7Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,35,30,2022-03-28T00:14:33Z,2220000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,,,,
223,PT09M25.00S,2022-03-28T00:14:37.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203083,93.24901445466492,53.18627450980392,1610612751,37,30,2022-03-28T00:14:48Z,2230000,16.0,11.0,1,right,A. Drummond running Layup (9 PTS) (K. Irving 3 AST),"[203083, 202681]",1610612751.0,BKN,running,,,Drummond,A. Drummond,,,,,1.93,Made,,,,,,,,,,,,9.0,K. Irving,202681.0,3.0,,,
225,PT09M25.00S,2022-03-28T00:14:40.7Z,2,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612751,37,30,2022-03-28T00:14:48Z,2250000,,,0,,L. Ball shooting personal FOUL (2 PF) (Drummond 1 FT),"[1630163, 203083]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,101283.0,2.0,0.0,Drummond,203083.0,,,,,,,
227,PT09M25.00S,2022-03-28T00:15:00.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203083,,,1610612751,37,30,2022-03-28T00:15:03Z,2270000,,,0,,MISS A. Drummond Free Throw 1 of 1,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,
228,PT09M22.00S,2022-03-28T00:15:03.9Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,37,30,2022-03-28T00:15:03Z,2280000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,
229,PT09M08.00S,2022-03-28T00:15:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,16.770696452036795,38.970588235294116,1610612766,37,30,2022-03-28T00:15:21Z,2290000,55.0,105.0,1,left,MISS L. Ball 11' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,11.87,Missed,,,,,,,,,,,,,,,,,,
230,PT09M05.00S,2022-03-28T00:15:19.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,37,30,2022-03-28T00:27:36Z,2300000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,229.0,5.0,4.0,1.0,,,,,,,,,,,,
231,PT09M02.00S,2022-03-28T00:15:22.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,71.96123521681997,76.22549019607843,1610612751,40,30,2022-03-28T00:15:28Z,2310000,131.0,211.0,1,right,K. Irving 24' 3PT running pullup (4 PTS) (P. Mills 1 AST),"[202681, 201988]",1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,24.85,Made,,,,,,,,,,,,4.0,P. Mills,201988.0,1.0,,,
233,PT09M00.00S,2022-03-28T00:15:40.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,40,30,2022-03-28T00:15:40Z,2330000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M00.00S,2022-03-28T00:15:42.3Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,40,30,2022-03-28T00:18:14Z,2340000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M00.00S,2022-03-28T00:15:42.3Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,40,30,2022-03-28T00:18:14Z,2350000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M50.00S,2022-03-28T00:18:44.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,9.806176084099869,38.48039215686275,1610612766,40,32,2022-03-28T00:29:55Z,2360000,58.0,40.0,1,left,M. Bridges 7' driving floating Jump Shot (6 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,7.0,Made,,,,,,,,,,,,6.0,,,,,,
237,PT08M50.00S,2022-03-28T00:18:59.7Z,2,REGULAR,foul,personal,['1freethrow'],201988,,,1610612766,40,32,2022-03-28T00:19:06Z,2370000,,,0,,P. Mills shooting personal FOUL (1 PF) (Bridges 1 FT),"[201988, 1628970]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,,,,,,,,,2003.0,1.0,0.0,Bridges,1628970.0,,,,,,,
239,PT08M50.00S,2022-03-28T00:19:13.4Z,2,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,40,32,2022-03-28T00:19:15Z,2390000,,,0,,MISS M. Bridges Free Throw 1 of 1,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT08M47.00S,2022-03-28T00:19:16.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,40,32,2022-03-28T00:19:15Z,2400000,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,239.0,6.0,5.0,1.0,,,,,,,,,,,,
241,PT08M30.00S,2022-03-28T00:19:32.3Z,2,REGULAR,3pt,Jump Shot,[],201988,88.51839684625493,3.431372549019608,1610612751,40,32,2022-03-28T00:19:37Z,2410000,-233.0,55.0,1,right,MISS P. Mills pullup 3PT,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,
242,PT08M26.00S,2022-03-28T00:19:36.3Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,40,32,2022-03-28T00:19:37Z,2420000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,241.0,4.0,4.0,0.0,,,,,,,,,,,,
243,PT08M20.00S,2022-03-28T00:19:41.2Z,2,REGULAR,2pt,Jump Shot,[],202738,13.748357424441524,29.901960784313726,1610612766,40,34,2022-03-28T00:19:47Z,2430000,100.0,77.0,1,left,I. Thomas 12' driving floating Jump Shot (2 PTS) (J. McDaniels 1 AST),"[202738, 1629667]",1610612766.0,CHA,driving floating,,,Thomas,I. Thomas,,,,,12.64,Made,,,,,,,,,,,,2.0,J. McDaniels,1629667.0,1.0,,,
245,PT08M00.00S,2022-03-28T00:20:05.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,40,34,2022-03-28T00:20:05Z,2450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M54.00S,2022-03-28T00:20:21.8Z,2,REGULAR,2pt,Jump Shot,[],201609,72.88107752956637,64.4607843137255,1610612751,40,34,2022-03-28T00:30:06Z,2460000,72.0,202.0,1,right,MISS G. Dragic 21' turnaround fadeaway Shot,[201609],1610612751.0,BKN,turnaround fadeaway,,,Dragic,G. Dragic,,,,,21.49,Missed,,,,,,,,,,,,,,,,,,
247,PT07M54.00S,2022-03-28T00:20:21.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,40,34,2022-03-28T00:21:04Z,2470000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,
248,PT07M54.00S,2022-03-28T00:20:26.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,40,34,2022-03-28T00:20:31Z,2480000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,,,
249,PT07M38.00S,2022-03-28T00:20:47.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202738,11.514454664914586,54.41176470588235,1610612766,40,34,2022-03-28T00:20:52Z,2490000,-22.0,56.0,1,left,MISS I. Thomas driving Layup,[202738],1610612766.0,CHA,driving,,,Thomas,I. Thomas,,,,,5.99,Missed,,,,,,,,,,,,,,,,,,
250,PT07M35.00S,2022-03-28T00:20:50.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,40,34,2022-03-28T00:20:52Z,2500000,,,0,,A. Drummond REBOUND (Off:1 Def:6),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,249.0,7.0,6.0,1.0,,,,,,,,,,,,
251,PT07M27.00S,2022-03-28T00:20:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,93.11760840998686,46.07843137254902,1610612751,42,34,2022-03-28T00:21:07Z,2510000,-20.0,12.0,1,right,A. Drummond driving Layup (11 PTS) (G. Dragic 2 AST),"[203083, 201609]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,2.31,Made,,,,,,,,,,,,11.0,G. Dragic,201609.0,2.0,,,
253,PT07M27.00S,2022-03-28T00:21:04.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203486,,,1610612751,42,34,2022-03-28T00:21:19Z,2530000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Drummond 1 FT),"[203486, 203083]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,2003.0,1.0,0.0,Drummond,203083.0,,,,,,,
255,PT07M27.00S,2022-03-28T00:21:12.9Z,2,REGULAR,substitution,out,[],1630163,,,1610612751,42,34,2022-03-28T00:21:16Z,2550000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M27.00S,2022-03-28T00:21:12.9Z,2,REGULAR,substitution,in,[],1626179,,,1610612751,42,34,2022-03-28T00:21:16Z,2560000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M27.00S,2022-03-28T00:21:27.2Z,2,REGULAR,freethrow,1 of 1,[],203083,,,1610612751,42,34,2022-03-28T00:21:29Z,2570000,,,0,,MISS A. Drummond Free Throw 1 of 1,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT07M23.00S,2022-03-28T00:21:31.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,42,34,2022-03-28T00:21:29Z,2580000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,257.0,2.0,1.0,1.0,,,,,,,,,,,,
259,PT07M10.00S,2022-03-28T00:21:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.668199737187912,46.32352941176471,1610612766,42,34,2022-03-28T00:21:46Z,2590000,18.0,85.0,1,left,MISS T. Rozier 8' driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,8.74,Missed,,,,,,,,,,,,,,,,,,
260,PT07M08.00S,2022-03-28T00:21:43.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,42,34,2022-03-28T00:21:46Z,2600000,,,0,,A. Drummond REBOUND (Off:1 Def:7),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,259.0,8.0,7.0,1.0,,,,,,,,,,,,
261,PT07M05.00S,2022-03-28T00:21:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201988,94.1688567674113,45.588235294117645,1610612751,44,34,2022-03-28T00:21:51Z,2610000,-22.0,2.0,1,right,P. Mills running Layup (2 PTS) (K. Irving 4 AST),"[201988, 202681]",1610612751.0,BKN,running,,,Mills,P. Mills,,,,,2.22,Made,,,,,,,,,,,,2.0,K. Irving,202681.0,4.0,,,
263,PT06M45.00S,2022-03-28T00:22:06.2Z,2,REGULAR,2pt,Jump Shot,[],1628970,7.013797634691201,92.40196078431373,1610612766,44,34,2022-03-28T00:32:28Z,2630000,-212.0,13.0,1,left,MISS M. Bridges 21' step back Shot,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,21.24,Missed,,,,,,,,,,,,,,,,,,
264,PT06M41.00S,2022-03-28T00:22:10.2Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,44,34,2022-03-28T00:22:11Z,2640000,,,0,,P. Mills REBOUND (Off:0 Def:3),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,263.0,3.0,3.0,0.0,,,,,,,,,,,,
265,PT06M35.00S,2022-03-28T00:22:16.1Z,2,REGULAR,2pt,Jump Shot,[],202681,78.40013140604468,50.0,1610612751,44,34,2022-03-28T00:22:21Z,2650000,0.0,151.0,1,right,MISS K. Irving 15' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,15.05,Missed,,,,,,,,,,,,,,,,,,
266,PT06M33.00S,2022-03-28T00:22:18.1Z,2,REGULAR,rebound,defensive,[],202738,,,1610612766,44,34,2022-03-28T00:22:21Z,2660000,,,0,,I. Thomas REBOUND (Off:0 Def:1),[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,265.0,1.0,1.0,0.0,,,,,,,,,,,,
