actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-14T01:41:23.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-14T01:41:23Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-01-14T01:41:27.2Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612751,0,0,2022-01-14T01:41:27Z,40000,,,0,,Jump Ball D. Sharpe vs. J. Robinson-Earl: Tip to J. Harden,"[201935, 1630549, 1630526]",1610612751.0,BKN,startperiod,J. Harden,201935.0,Harden,J. Harden,Sharpe,1630549.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M32.00S,2022-01-14T01:41:50.1Z,1,REGULAR,3pt,Jump Shot,[],1627761,71.04139290407359,75.24509803921569,1610612751,0,0,2022-01-14T01:41:58Z,70000,126.0,220.0,1,right,MISS D. Bembry 25' 3PT,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2022-01-14T01:41:54.4Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,0,0,2022-01-14T01:41:54Z,80000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M22.00S,2022-01-14T01:42:00.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630526,31.882391590013142,56.127450980392155,1610612760,0,0,2022-01-14T01:42:19Z,90000,-31.0,247.0,1,left,MISS J. Robinson-Earl 24' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2022-01-14T01:42:03.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,0,0,2022-01-14T01:42:06Z,100000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M17.00S,2022-01-14T01:42:05.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630556,93.51182654402102,50.49019607843137,1610612751,2,0,2022-01-14T01:42:11Z,110000,2.0,8.0,1,right,K. Edwards running DUNK (2 PTS) (J. Harden 1 AST),"[1630556, 201935]",1610612751.0,BKN,running,,,Edwards,K. Edwards,,,,,0.89,Made,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,
13,PT11M02.00S,2022-01-14T01:42:20.2Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612760,2,0,2022-01-14T01:42:24Z,130000,,,0,,J. Giddey lost ball TURNOVER (1 TO),"[1630581, 201935]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,1.0,Harden,201935.0,,,,,,,,
14,PT11M02.00S,2022-01-14T01:42:20.2Z,1,REGULAR,steal,,[],201935,,,1610612751,2,0,2022-01-14T01:42:22Z,140000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT11M00.00S,2022-01-14T01:42:24.5Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612751,2,0,2022-01-14T01:42:35Z,150000,,,0,,L. Dort shooting personal FOUL (1 PF) (Harden 2 FT),"[1629652, 201935]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Harden,201935.0,,,
17,PT11M00.00S,2022-01-14T01:42:51.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201935,,,1610612751,3,0,2022-01-14T01:42:51Z,170000,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
18,PT11M00.00S,2022-01-14T01:43:09.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201935,,,1610612751,4,0,2022-01-14T01:43:09Z,180000,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
