actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
240,PT09M59.00S,2022-01-16T01:15:02.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,7.046649145860711,50.98039215686274,1610612751,39,22,2022-01-16T01:22:58Z,1805000,-5.0,14.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,,,1.45,Missed,,,,,,,,,,,,,,
241,PT09M59.00S,2022-01-16T01:15:02.7Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,39,22,2022-01-16T01:22:58Z,1807500,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,240.0,4.0,1.0,3.0,,,,,,
186,PT09M59.00S,2022-01-16T01:15:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,5.590000152587891,50.0,1610612751,39,22,2022-01-16T01:22:58Z,1810000,0.0,0.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
187,PT09M58.00S,2022-01-16T01:15:05.2Z,2,REGULAR,rebound,offensive,[],201935,,,1610612751,39,22,2022-01-16T01:27:12Z,1820000,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,186.0,3.0,2.0,1.0,,,,,,
188,PT09M55.00S,2022-01-16T01:15:11.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,39,22,2022-01-16T01:15:11Z,1830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M47.00S,2022-01-16T01:15:31.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630556,21.632720105124836,51.9607843137255,1610612751,41,22,2022-01-16T01:15:36Z,1840000,-10.0,151.0,1,left,K. Edwards 15' Jump Shot (5 PTS) (J. Harden 7 AST),"[1630556, 201935]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,15.11,Made,5.0,J. Harden,201935.0,7.0,,,,,,,,,,
191,PT09M28.00S,2022-01-16T01:15:51.2Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612740,41,22,2022-01-16T01:15:57Z,1860000,,,0,,J. Hart bad pass TURNOVER (3 TO),"[1628404, 1627761]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,3.0,Bembry,1627761.0,,,
192,PT09M28.00S,2022-01-16T01:15:51.2Z,2,REGULAR,steal,,[],1627761,,,1610612751,41,22,2022-01-16T01:15:53Z,1870000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M23.00S,2022-01-16T01:15:55.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630560,28.86005256241787,23.52941176470588,1610612751,41,22,2022-01-16T01:16:03Z,1880000,132.0,219.0,1,left,MISS C. Thomas 25' running 3PT,[1630560],1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,,,,,,25.57,Missed,,,,,,,,,,,,,,
194,PT09M19.00S,2022-01-16T01:15:59.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,41,22,2022-01-16T01:16:03Z,1890000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,193.0,4.0,4.0,0.0,,,,,,
195,PT09M13.00S,2022-01-16T01:16:05.1Z,2,REGULAR,3pt,Jump Shot,[],202066,71.30420499342969,22.30392156862745,1610612740,41,22,2022-01-16T01:16:09Z,1900000,-138.0,217.0,1,right,MISS G. Temple 25' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,25.76,Missed,,,,,,,,,,,,,,
196,PT09M10.00S,2022-01-16T01:16:08.1Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,41,22,2022-01-16T01:16:09Z,1910000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,
197,PT08M58.00S,2022-01-16T01:16:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630556,28.203022339027594,19.852941176470587,1610612751,41,22,2022-01-16T01:16:25Z,1920000,151.0,213.0,1,left,MISS K. Edwards 26' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,26.06,Missed,,,,,,,,,,,,,,
198,PT08M57.00S,2022-01-16T01:16:21.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,41,22,2022-01-16T01:16:25Z,1930000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,197.0,,,,,,,,,
199,PT08M57.00S,2022-01-16T01:16:25.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,41,22,2022-01-16T01:16:25Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M46.00S,2022-01-16T01:16:44.5Z,2,REGULAR,foul,offensive,[],202685,,,1610612740,41,22,2022-01-16T01:17:08Z,1950000,,,0,,J. Valanciunas offensive FOUL (1 PF),"[202685, 1627761]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1627539.0,1.0,0.0,Bembry,1627761.0,,,,,,,,,,,,,,,,
202,PT08M46.00S,2022-01-16T01:16:44.5Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612740,41,22,2022-01-16T01:16:44Z,1970000,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1627539.0,,,,,,,,,,,,,,,1.0,,,,,
203,PT08M46.00S,2022-01-16T01:16:55.5Z,2,REGULAR,substitution,out,[],202066,,,1610612751,41,22,2022-01-16T01:17:01Z,1980000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M46.00S,2022-01-16T01:16:55.5Z,2,REGULAR,substitution,in,[],1630529,,,1610612751,41,22,2022-01-16T01:17:01Z,1990000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M31.00S,2022-01-16T01:17:15.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630549,9.149145860709593,47.549019607843135,1610612751,41,22,2022-01-16T01:17:20Z,2000000,12.0,34.0,1,left,MISS D. Sharpe floating Shot,[1630549],1610612751.0,BKN,floating,,,Sharpe,D. Sharpe,,,,,,,,,,3.57,Missed,,,,,,,,,,,,,,
206,PT08M28.00S,2022-01-16T01:17:18.5Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,41,22,2022-01-16T01:17:20Z,2010000,,,0,,D. Sharpe REBOUND (Off:4 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,205.0,5.0,1.0,4.0,,,,,,
207,PT08M28.00S,2022-01-16T01:17:18.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630549,5.590000152587891,50.0,1610612751,43,22,2022-01-16T01:17:18Z,2020000,0.0,0.0,1,left,D. Sharpe tip Layup (6 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,,,0.0,Made,6.0,,,,,,,,,,,,,
208,PT08M17.00S,2022-01-16T01:17:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612740,43,22,2022-01-16T01:17:41Z,2030000,,,0,,D. Sharpe shooting personal FOUL (2 PF) (Hart 2 FT),"[1630549, 1628404]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,1627962.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
210,PT08M17.00S,2022-01-16T01:17:56.1Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612740,43,23,2022-01-16T01:17:56Z,2050000,,,0,,J. Hart Free Throw 1 of 2 (4 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
211,PT08M17.00S,2022-01-16T01:18:14.7Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612740,43,24,2022-01-16T01:18:14Z,2060000,,,0,,J. Hart Free Throw 2 of 2 (5 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
212,PT08M08.00S,2022-01-16T01:18:24.8Z,2,REGULAR,2pt,Jump Shot,[],1630556,20.71287779237845,48.28431372549019,1610612751,45,24,2022-01-16T01:18:30Z,2070000,9.0,142.0,1,left,K. Edwards 14' pullup Jump Shot (7 PTS),[1630556],1610612751.0,BKN,pullup,,,Edwards,K. Edwards,,,,,,,,,,14.25,Made,7.0,,,,,,,,,,,,,
213,PT07M53.00S,2022-01-16T01:18:39.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,93.38042049934296,46.81372549019608,1610612740,45,24,2022-01-16T01:18:45Z,2080000,-16.0,10.0,1,right,MISS H. Jones cutting DUNK,[1630529],1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,,,,,,1.86,Missed,,,,,,,,,,,,,,
214,PT07M50.00S,2022-01-16T01:18:41.6Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,45,24,2022-01-16T01:18:41Z,2090000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,213.0,2.0,2.0,0.0,,,,,,
215,PT07M41.00S,2022-01-16T01:18:53.8Z,2,REGULAR,foul,personal,[],1628404,,,1610612751,45,24,2022-01-16T01:20:15Z,2100000,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1630560]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1662.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,,,,,,,
217,PT07M41.00S,2022-01-16T01:19:15.8Z,2,REGULAR,foul,technical,['1freethrow'],1628404,,,1610612751,45,24,2022-01-16T01:19:23Z,2120000,,,0,,J. Hart technical FOUL (1 Tech),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,1662.0,1.0,1.0,,,,,,,,,,,,,,,,,,
218,PT07M41.00S,2022-01-16T01:19:26.4Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,46,24,2022-01-16T01:19:26Z,2130000,,,0,,J. Harden technical Free Throw 1 of 1 (7 PTS),[201935],1610612751.0,BKN,technical,,,Harden,J. Harden,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
219,PT07M35.00S,2022-01-16T01:19:47.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,4.812746386333772,50.245098039215684,1610612751,48,24,2022-01-16T01:19:54Z,2140000,-1.0,-7.0,1,left,D. Sharpe alley-oop DUNK (8 PTS) (J. Harden 8 AST),"[1630549, 201935]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,,,,,,0.74,Made,8.0,J. Harden,201935.0,8.0,,,,,,,,,,
221,PT07M23.00S,2022-01-16T01:20:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629638,91.5407358738502,47.05882352941176,1610612740,48,26,2022-01-16T01:24:06Z,2160000,-15.0,27.0,1,right,N. Alexander-Walker Layup (5 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,3.07,Made,5.0,,,,,,,,,,,,,
222,PT07M23.00S,2022-01-16T01:20:11.3Z,2,REGULAR,violation,defensive goaltending,[],1630549,,,1610612740,48,26,2022-01-16T01:21:43Z,2170000,,,0,,D. Sharpe defensive goaltending VIOLATION,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,1627539.0,,,,,,,,,,,,,,,,,,,,
223,PT07M06.00S,2022-01-16T01:20:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.732588699080158,49.26470588235294,1610612751,50,26,2022-01-16T01:24:22Z,2180000,4.0,1.0,1,left,C. Thomas driving Layup (11 PTS) (J. Harden 9 AST),"[1630560, 201935]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,,,,,,0.4,Made,11.0,J. Harden,201935.0,9.0,,,,,,,,,,
225,PT06M59.00S,2022-01-16T01:20:48.5Z,2,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612740,50,26,2022-01-16T01:21:01Z,2200000,,,0,,K. Edwards shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1630556, 202685]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,1627962.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
227,PT06M59.00S,2022-01-16T01:21:14.7Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,50,27,2022-01-16T01:21:56Z,2220000,,,0,,J. Valanciunas Free Throw 1 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
228,PT06M59.00S,2022-01-16T01:21:15.4Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,50,27,2022-01-16T01:21:21Z,2230000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M59.00S,2022-01-16T01:21:15.4Z,2,REGULAR,substitution,out,[],1629638,,,1610612740,50,27,2022-01-16T01:21:21Z,2240000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M59.00S,2022-01-16T01:21:15.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,50,27,2022-01-16T01:21:21Z,2250000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M59.00S,2022-01-16T01:21:15.4Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,50,27,2022-01-16T01:21:21Z,2260000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M59.00S,2022-01-16T01:21:15.4Z,2,REGULAR,substitution,out,[],1628404,,,1610612740,50,27,2022-01-16T01:21:33Z,2270000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M59.00S,2022-01-16T01:21:15.4Z,2,REGULAR,substitution,in,[],1629109,,,1610612740,50,27,2022-01-16T01:21:33Z,2280000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M59.00S,2022-01-16T01:21:14.7Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,50,27,2022-01-16T01:21:56Z,2290000,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Missed,,,,,,,,,,,,,,
235,PT06M56.00S,2022-01-16T01:21:17.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,50,27,2022-01-16T01:21:56Z,2300000,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,234.0,4.0,3.0,1.0,,,,,,
236,PT06M46.00S,2022-01-16T01:22:07.0Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612751,50,27,2022-01-16T01:22:26Z,2310000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Harden 2 FT),"[202685, 201935]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,1627962.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
238,PT06M46.00S,2022-01-16T01:22:38.3Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,51,27,2022-01-16T01:22:38Z,2330000,,,0,,J. Harden Free Throw 1 of 2 (8 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
239,PT06M46.00S,2022-01-16T01:22:57.8Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,52,27,2022-01-16T01:22:57Z,2340000,,,0,,J. Harden Free Throw 2 of 2 (9 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
242,PT06M30.00S,2022-01-16T01:23:18.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,92.46057818659659,75.24509803921569,1610612740,52,27,2022-01-16T01:23:23Z,2350000,126.0,18.0,1,right,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,12.75,Missed,,,,,,,,,,,,,,
243,PT06M26.00S,2022-01-16T01:23:22.2Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,52,27,2022-01-16T01:23:23Z,2360000,,,0,,D. Sharpe REBOUND (Off:4 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,242.0,6.0,2.0,4.0,,,,,,
244,PT06M21.00S,2022-01-16T01:23:27.1Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,52,27,2022-01-16T01:25:03Z,2370000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1630631]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,,,
245,PT06M21.00S,2022-01-16T01:23:27.1Z,2,REGULAR,steal,,[],1630631,,,1610612740,52,27,2022-01-16T01:23:30Z,2380000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M10.00S,2022-01-16T01:23:37.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,73.14388961892247,83.08823529411765,1610612740,52,27,2022-01-16T01:23:43Z,2390000,165.0,200.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,25.95,Missed,,,,,,,,,,,,,,
247,PT06M05.00S,2022-01-16T01:23:42.8Z,2,REGULAR,rebound,offensive,[],1629109,,,1610612740,52,27,2022-01-16T01:23:43Z,2400000,,,0,,G. Clark REBOUND (Off:1 Def:0),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,246.0,1.0,0.0,1.0,,,,,,
248,PT06M04.00S,2022-01-16T01:23:43.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,66.96780551905388,42.8921568627451,1610612740,52,27,2022-01-16T01:23:47Z,2410000,-36.0,258.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,26.04,Missed,,,,,,,,,,,,,,
249,PT06M01.00S,2022-01-16T01:23:46.5Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,52,27,2022-01-16T01:23:46Z,2420000,,,0,,D. Sharpe REBOUND (Off:4 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,248.0,7.0,3.0,4.0,,,,,,
250,PT06M00.00S,2022-01-16T01:23:55.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,52,27,2022-01-16T01:23:55Z,2430000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,out,[],201935,,,1610612751,52,27,2022-01-16T01:26:36Z,2440000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,out,[],1630556,,,1610612751,52,27,2022-01-16T01:26:36Z,2450000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,52,27,2022-01-16T01:26:36Z,2460000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,out,[],202685,,,1610612751,52,27,2022-01-16T01:26:36Z,2470000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,in,[],1628971,,,1610612751,52,27,2022-01-16T01:26:36Z,2480000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,in,[],201988,,,1610612751,52,27,2022-01-16T01:26:36Z,2490000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,in,[],201142,,,1610612751,52,27,2022-01-16T01:26:36Z,2500000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M00.00S,2022-01-16T01:23:56.8Z,2,REGULAR,substitution,in,[],1629637,,,1610612751,52,27,2022-01-16T01:26:36Z,2510000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M48.00S,2022-01-16T01:27:02.4Z,2,REGULAR,2pt,Jump Shot,[],201142,23.866622864651774,31.127450980392158,1610612751,52,27,2022-01-16T01:27:06Z,2520000,94.0,172.0,1,left,MISS K. Durant 19' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,19.6,Missed,,,,,,,,,,,,,,
260,PT05M44.00S,2022-01-16T01:27:05.2Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,52,27,2022-01-16T01:27:05Z,2530000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,259.0,1.0,1.0,0.0,,,,,,
261,PT05M44.00S,2022-01-16T01:27:13.1Z,2,REGULAR,foul,personal,[],1628971,,,1610612740,52,27,2022-01-16T01:27:19Z,2540000,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1630529]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,1627539.0,1.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,,
263,PT05M41.00S,2022-01-16T01:27:36.5Z,2,REGULAR,3pt,Jump Shot,[],1627742,68.15045992115637,34.80392156862745,1610612740,52,27,2022-01-16T01:28:02Z,2560000,-76.0,247.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,25.83,Missed,,,,,,,,,,,,,,
264,PT05M38.00S,2022-01-16T01:27:42.6Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,52,27,2022-01-16T01:27:42Z,2570000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,263.0,1.0,1.0,0.0,,,,,,
265,PT05M38.00S,2022-01-16T01:27:46.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,52,27,2022-01-16T01:27:46Z,2580000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M38.00S,2022-01-16T01:27:55.7Z,2,REGULAR,substitution,out,[],201142,,,1610612751,52,27,2022-01-16T01:29:17Z,2590000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M38.00S,2022-01-16T01:27:55.7Z,2,REGULAR,substitution,in,[],1630556,,,1610612751,52,27,2022-01-16T01:29:17Z,2600000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M25.00S,2022-01-16T01:29:49.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630549,11.645860709592641,39.950980392156865,1610612751,52,27,2022-01-16T01:29:55Z,2610000,50.0,57.0,1,left,MISS D. Sharpe 7' driving Hook,[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,,,,,,7.6,Missed,,,,,,,,,,,,,,
269,PT05M20.00S,2022-01-16T01:29:54.4Z,2,REGULAR,rebound,defensive,[],1629109,,,1610612740,52,27,2022-01-16T01:30:33Z,2620000,,,0,,G. Clark REBOUND (Off:1 Def:1),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,268.0,2.0,1.0,1.0,,,,,,
272,PT05M18.00S,2022-01-16T01:29:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629637,93.77463863337714,49.01960784313725,1610612740,52,29,2022-01-16T01:30:08Z,2650000,-5.0,6.0,1,right,J. Hayes running Layup (2 PTS) (B. Ingram 3 AST),"[1629637, 1627742]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,,,,,,0.77,Made,2.0,B. Ingram,1627742.0,3.0,,,,,,,,,,
274,PT05M18.00S,2022-01-16T01:30:01.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630549,,,1610612740,52,29,2022-01-16T01:30:19Z,2670000,,,0,,D. Sharpe shooting personal FOUL (3 PF) (Hayes 1 FT),"[1630549, 1629637]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,1627962.0,3.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
