actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
17,PT10M47.00S,2022-01-04T00:42:10.7Z,1,REGULAR,foul,personal,['2freethrow'],1627761,,,1610612763,0,2,2022-01-04T00:42:29Z,160000,,,0,,D. Bembry shooting personal FOUL (1 PF) (Morant 2 FT),"[1627761, 1629630]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Morant,1629630.0,,,
19,PT10M47.00S,2022-01-04T00:42:34.4Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,0,2,2022-01-04T00:42:34Z,180000,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Missed,,,,,,,,,,,,,,,,
20,PT10M47.00S,2022-01-04T00:42:34.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,0,2,2022-01-04T00:42:34Z,190000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,
21,PT10M47.00S,2022-01-04T00:42:47.9Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,0,3,2022-01-04T00:42:47Z,200000,,,0,,J. Morant Free Throw 2 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
22,PT10M33.00S,2022-01-04T00:43:03.9Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,0,3,2022-01-04T00:43:08Z,210000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1629681]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,1.0,Tillie,1629681.0,,,,,,,,,,,,,,,,,,
23,PT10M33.00S,2022-01-04T00:43:03.9Z,1,REGULAR,steal,,[],1629681,,,1610612763,0,3,2022-01-04T00:43:06Z,220000,,,0,,K. Tillie STEAL (1 STL),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M28.00S,2022-01-04T00:43:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,93.77463863337714,51.470588235294116,1610612763,0,3,2022-01-04T00:43:25Z,230000,7.0,6.0,1,right,MISS D. Bane running Layup,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,,,,0.95,Missed,,,,,,,,,,,,,,,,
25,PT10M26.00S,2022-01-04T00:43:11.0Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,0,3,2022-01-04T00:43:11Z,240000,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,
26,PT10M16.00S,2022-01-04T00:43:21.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628991,83.78777923784494,39.950980392156865,1610612763,0,3,2022-01-04T00:44:19Z,250000,-50.0,100.0,1,right,MISS J. Jackson Jr. 11' floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,11.18,Missed,,,,,,,,,,,,,,,,
27,PT10M16.00S,2022-01-04T00:43:21.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,0,3,2022-01-04T00:43:56Z,260000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,
28,PT10M12.00S,2022-01-04T00:43:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203500,94.40999984741211,50.0,1610612763,0,5,2022-01-04T00:43:24Z,270000,0.0,0.0,1,right,S. Adams tip Layup (2 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,
29,PT10M01.00S,2022-01-04T00:43:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,12.434296977660972,38.970588235294116,1610612751,0,5,2022-01-04T00:43:52Z,280000,55.0,64.0,1,left,MISS K. Durant 8' pullup Shot - blocked,"[201142, 1629681]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,8.48,Missed,,,,,,,,,,,,,,Tillie,1629681.0,
30,PT10M01.00S,2022-01-04T00:43:36.0Z,1,REGULAR,block,,[],1629681,,,1610612751,0,5,2022-01-04T00:43:38Z,290000,,,0,,K. Tillie BLOCK (1 BLK),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M58.00S,2022-01-04T00:43:39.0Z,1,REGULAR,rebound,defensive,[],1629681,,,1610612763,0,5,2022-01-04T00:43:52Z,300000,,,0,,K. Tillie REBOUND (Off:1 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,
32,PT09M53.00S,2022-01-04T00:43:44.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,93.64323258869908,48.28431372549019,1610612763,0,7,2022-01-04T00:44:01Z,310000,-9.0,7.0,1,right,J. Morant driving Layup (3 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,,,1.13,Made,,,,,3.0,,,,,,,,,,,
33,PT09M36.00S,2022-01-04T00:44:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,9.017739816031538,64.2156862745098,1610612751,0,7,2022-01-04T00:44:04Z,320000,-71.0,32.0,1,left,MISS J. Harden 7' driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,7.81,Missed,,,,,,,,,,,,,,,,
34,PT09M35.00S,2022-01-04T00:44:01.1Z,1,REGULAR,rebound,offensive,[],1627761,,,1610612751,0,7,2022-01-04T00:44:04Z,330000,,,0,,D. Bembry REBOUND (Off:1 Def:0),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,
35,PT09M30.00S,2022-01-04T00:44:07.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201988,5.863994743758213,4.166666666666666,1610612751,0,7,2022-01-04T00:44:13Z,340000,229.0,3.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,22.92,Missed,,,,,,,,,,,,,,,,
36,PT09M27.00S,2022-01-04T00:44:10.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,7,2022-01-04T00:44:13Z,350000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,
37,PT09M19.00S,2022-01-04T00:44:18.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,72.22404730617609,18.38235294117647,1610612763,0,7,2022-01-04T00:44:22Z,360000,-158.0,209.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
38,PT09M15.00S,2022-01-04T00:44:22.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,0,7,2022-01-04T00:44:22Z,370000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT09M12.00S,2022-01-04T00:44:25.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,4.02431011826544,50.0,1610612751,2,7,2022-01-04T00:44:44Z,380000,0.0,-15.0,1,left,K. Durant cutting DUNK (2 PTS) (D. Bembry 1 AST),"[201142, 1627761]",1610612751.0,BKN,cutting,,,Durant,K. Durant,,,,,,,,1.47,Made,,,,,2.0,D. Bembry,1627761.0,1.0,,,,,,,,
41,PT08M54.00S,2022-01-04T00:44:42.1Z,1,REGULAR,2pt,Jump Shot,[],1630217,80.6340341655716,75.24509803921569,1610612763,2,9,2022-01-04T00:45:53Z,400000,126.0,130.0,1,right,D. Bane 18' pullup Jump Shot (4 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,18.08,Made,,,,,4.0,S. Adams,203500.0,1.0,,,,,,,,
42,PT08M44.00S,2022-01-04T00:44:56.0Z,1,REGULAR,foul,personal,['2freethrow'],1629681,,,1610612751,2,9,2022-01-04T00:45:12Z,410000,,,0,,K. Tillie shooting personal FOUL (1 PF) (Harden 2 FT),"[1629681, 201935]",1610612763.0,MEM,shooting,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Harden,201935.0,,,
45,PT08M44.00S,2022-01-04T00:45:21.5Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,3,9,2022-01-04T00:45:21Z,430000,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
46,PT08M44.00S,2022-01-04T00:45:35.9Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,4,9,2022-01-04T00:45:35Z,440000,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
47,PT08M30.00S,2022-01-04T00:45:56.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,84.44480946123521,63.23529411764706,1610612763,4,9,2022-01-04T00:46:06Z,450000,66.0,94.0,1,right,MISS J. Jackson Jr. 11' Hook,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,11.47,Missed,,,,,,,,,,,,,,,,
48,PT08M28.00S,2022-01-04T00:45:58.0Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,9,2022-01-04T00:46:06Z,460000,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,47.0,3.0,1.0,2.0,,,,,,,,,,,,
49,PT08M26.00S,2022-01-04T00:46:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.46057818659659,47.549019607843135,1610612763,4,9,2022-01-04T00:46:21Z,470000,-12.0,18.0,1,right,MISS S. Adams putback Layup,[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,,,,2.21,Missed,,,,,,,,,,,,,,,,
50,PT08M24.00S,2022-01-04T00:46:02.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,4,9,2022-01-04T00:46:21Z,480000,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,49.0,4.0,1.0,3.0,,,,,,,,,,,,
51,PT08M24.00S,2022-01-04T00:46:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612763,4,9,2022-01-04T00:46:04Z,490000,0.0,0.0,1,right,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
52,PT08M24.00S,2022-01-04T00:46:05.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,4,9,2022-01-04T00:46:05Z,500000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,
53,PT08M24.00S,2022-01-04T00:46:07.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,4,9,2022-01-04T00:46:07Z,510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M15.00S,2022-01-04T00:46:16.1Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,4,9,2022-01-04T00:46:25Z,520000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 1628991]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,2.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,
55,PT08M15.00S,2022-01-04T00:46:16.1Z,1,REGULAR,steal,,[],1628991,,,1610612763,4,9,2022-01-04T00:46:18Z,530000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M10.00S,2022-01-04T00:46:20.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,68.28186596583443,63.23529411764706,1610612763,4,12,2022-01-04T00:46:37Z,540000,66.0,246.0,1,right,D. Bane 25' 3PT running pullup (7 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,,,,25.45,Made,,,,,7.0,,,,,,,,,,,
57,PT07M56.00S,2022-01-04T00:46:34.7Z,1,REGULAR,2pt,Jump Shot,[],201142,20.71287779237845,46.32352941176471,1610612751,4,12,2022-01-04T00:46:39Z,550000,18.0,142.0,1,left,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,14.34,Missed,,,,,,,,,,,,,,,,
58,PT07M56.00S,2022-01-04T00:46:34.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,4,12,2022-01-04T00:46:39Z,560000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,
59,PT07M48.00S,2022-01-04T00:46:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,66.5735873850197,50.73529411764706,1610612763,4,12,2022-01-04T00:47:49Z,570000,4.0,262.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
60,PT07M45.00S,2022-01-04T00:46:45.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,4,12,2022-01-04T00:47:01Z,580000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,
61,PT07M45.00S,2022-01-04T00:46:50.4Z,1,REGULAR,foul,personal,[],1629681,,,1610612751,4,12,2022-01-04T00:46:55Z,590000,,,0,,K. Tillie loose ball personal FOUL (2 PF),"[1629681, 1629651]",1610612763.0,MEM,loose ball,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Claxton,1629651.0,,,
63,PT07M45.00S,2022-01-04T00:46:59.1Z,1,REGULAR,substitution,out,[],1629681,,,1610612751,4,12,2022-01-04T00:47:08Z,610000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M45.00S,2022-01-04T00:46:59.1Z,1,REGULAR,substitution,in,[],1629633,,,1610612751,4,12,2022-01-04T00:47:08Z,620000,,,0,,SUB in: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M33.00S,2022-01-04T00:47:28.0Z,1,REGULAR,3pt,Jump Shot,[],201935,33.590670170827856,43.13725490196079,1610612751,7,12,2022-01-04T00:47:32Z,630000,34.0,263.0,1,left,J. Harden 26' 3PT  (5 PTS) (K. Durant 1 AST),"[201935, 201142]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,26.55,Made,,,,,5.0,K. Durant,201142.0,1.0,,,,,,,,
67,PT07M19.00S,2022-01-04T00:47:41.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,69.85873850197109,72.30392156862744,1610612763,7,12,2022-01-04T00:47:49Z,650000,112.0,231.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,
68,PT07M17.00S,2022-01-04T00:47:43.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,7,12,2022-01-04T00:47:49Z,660000,,,0,,S. Adams REBOUND (Off:4 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,67.0,5.0,1.0,4.0,,,,,,,,,,,,
69,PT07M13.00S,2022-01-04T00:47:48.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,69.33311432325887,29.166666666666668,1610612763,7,15,2022-01-04T00:47:55Z,670000,-104.0,236.0,1,right,J. Morant 25' 3PT  (6 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,25.78,Made,,,,,6.0,D. Bane,1630217.0,1.0,,,,,,,,
70,PT06M53.00S,2022-01-04T00:48:08.0Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,7,15,2022-01-04T00:48:11Z,680000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 203500]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,3.0,Adams,203500.0,,,,,,,,,,,,,,,,,,
71,PT06M53.00S,2022-01-04T00:48:08.0Z,1,REGULAR,steal,,[],203500,,,1610612763,7,15,2022-01-04T00:48:09Z,690000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2022-01-04T00:48:11.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629633,94.43166885676742,50.49019607843137,1610612763,7,15,2022-01-04T00:49:23Z,700000,2.0,0.0,1,right,MISS J. Culver running DUNK - blocked,"[1629633, 201142]",1610612763.0,MEM,running,,,Culver,J. Culver,,,,,,,,0.25,Missed,,,,,,,,,,,,,,Durant,201142.0,
73,PT06M50.00S,2022-01-04T00:48:11.6Z,1,REGULAR,block,,[],201142,,,1610612763,7,15,2022-01-04T00:48:14Z,710000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M45.00S,2022-01-04T00:48:16.6Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,7,15,2022-01-04T00:48:21Z,720000,,,0,,D. Bembry REBOUND (Off:1 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,
75,PT06M40.00S,2022-01-04T00:48:21.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,29.38567674113009,27.696078431372552,1610612751,10,15,2022-01-04T00:48:38Z,730000,112.0,224.0,1,left,J. Harden 24' 3PT step back (8 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,24.99,Made,,,,,8.0,,,,,,,,,,,
77,PT06M22.00S,2022-01-04T00:48:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.51182654402102,53.431372549019606,1610612763,10,15,2022-01-04T00:49:04Z,740000,17.0,8.0,1,right,MISS D. Bane driving Layup - blocked,"[1630217, 1629651]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,,,,1.92,Missed,,,,,,,,,,,,,,Claxton,1629651.0,
83,PT06M22.00S,2022-01-04T00:48:39.9Z,1,REGULAR,block,,[],1629651,,,1610612763,10,15,2022-01-04T00:51:37Z,745000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M22.00S,2022-01-04T00:48:39.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,10,15,2022-01-04T00:49:04Z,750000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,
79,PT06M22.00S,2022-01-04T00:48:45.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,10,15,2022-01-04T00:48:45Z,760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M22.00S,2022-01-04T00:48:49.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,10,15,2022-01-04T00:48:49Z,770000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M22.00S,2022-01-04T00:50:36.5Z,1,REGULAR,substitution,out,[],201988,,,1610612763,10,15,2022-01-04T00:51:32Z,780000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M22.00S,2022-01-04T00:50:36.5Z,1,REGULAR,substitution,in,[],201949,,,1610612763,10,15,2022-01-04T00:51:32Z,790000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M14.00S,2022-01-04T00:52:04.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,69.46452036793693,72.30392156862744,1610612763,10,18,2022-01-04T00:52:09Z,800000,112.0,235.0,1,right,J. Morant 25' 3PT  (9 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,25.97,Made,,,,,9.0,,,,,,,,,,,
85,PT06M03.00S,2022-01-04T00:52:15.3Z,1,REGULAR,3pt,Jump Shot,[],201142,26.363337713534822,19.362745098039216,1610612751,10,18,2022-01-04T00:52:42Z,810000,153.0,195.0,1,left,MISS K. Durant 24' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,24.82,Missed,,,,,,,,,,,,,,,,
