actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
91,PT04M13.00S,2022-03-16T23:59:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,5.590000152587891,50.0,1610612742,22,18,2022-03-16T23:59:16Z,910000,0.0,0.0,1,left,D. Finney-Smith tip Layup (5 PTS),[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,,,,
92,PT03M58.00S,2022-03-16T23:59:33.5Z,1,REGULAR,2pt,Jump Shot,[],201142,93.51182654402102,78.18627450980392,1610612751,24,18,2022-03-16T23:59:42Z,920000,141.0,8.0,1,right,K. Durant 14' fadeaway Jump Shot (8 PTS) (K. Edwards 2 AST),"[201142, 1630556]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,14.12,Made,,,,,,,8.0,K. Edwards,1630556.0,2.0,,,,,,,,,
93,PT03M58.00S,2022-03-16T23:59:37.3Z,1,REGULAR,foul,personal,['1freethrow'],203915,,,1610612751,24,18,2022-03-16T23:59:47Z,930000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Durant 1 FT),"[203915, 201142]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,1627961.0,,,,,,1.0,0.0,Durant,201142.0,,,,,
96,PT03M58.00S,2022-03-16T23:59:48.8Z,1,REGULAR,substitution,out,[],201609,,,1610612751,24,18,2022-03-17T00:00:36Z,950000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M58.00S,2022-03-16T23:59:48.8Z,1,REGULAR,substitution,in,[],201988,,,1610612751,24,18,2022-03-17T00:00:36Z,960000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M58.00S,2022-03-17T00:00:13.7Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,25,18,2022-03-17T00:00:13Z,970000,,,0,,K. Durant Free Throw 1 of 1 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
99,PT03M39.00S,2022-03-17T00:00:33.5Z,1,REGULAR,3pt,Jump Shot,[],203915,7.835085413929041,96.07843137254902,1610612742,25,18,2022-03-17T00:00:37Z,980000,-230.0,21.0,1,left,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M35.00S,2022-03-17T00:00:37.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,25,18,2022-03-17T00:00:37Z,990000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
101,PT03M30.00S,2022-03-17T00:00:41.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,65.39093298291722,51.71568627450981,1610612751,25,18,2022-03-17T00:00:51Z,1000000,9.0,273.0,1,right,MISS K. Durant 27' running pullup 3PT,[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M29.00S,2022-03-17T00:00:42.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,25,18,2022-03-17T00:00:51Z,1010000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,
103,PT03M29.00S,2022-03-17T00:00:50.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,25,18,2022-03-17T00:00:50Z,1020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M29.00S,2022-03-17T00:00:51.5Z,1,REGULAR,substitution,out,[],203915,,,1610612742,25,18,2022-03-17T00:00:53Z,1030000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M29.00S,2022-03-17T00:00:51.5Z,1,REGULAR,substitution,in,[],1628373,,,1610612742,25,18,2022-03-17T00:00:53Z,1040000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M13.00S,2022-03-17T00:01:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,7.30946123521682,42.40196078431372,1610612742,25,20,2022-03-17T00:01:19Z,1060000,38.0,16.0,1,left,L. Doncic driving floating Jump Shot (9 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,4.13,Made,,,,,,,9.0,,,,,,,,,,,,
108,PT03M04.00S,2022-03-17T00:01:27.7Z,1,REGULAR,foul,offensive,[],201142,,,1610612751,25,20,2022-03-17T00:01:49Z,1070000,,,0,,K. Durant offensive FOUL (1 PF),"[201142, 1628373]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Ntilikina,1628373.0,,,,,
110,PT03M04.00S,2022-03-17T00:01:27.7Z,1,REGULAR,turnover,offensive foul,[],201142,,,1610612751,25,20,2022-03-17T00:01:27Z,1090000,,,0,,K. Durant offensive foul TURNOVER (1 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,1162.0,1.0,,,,,,,,,,,,,
111,PT02M55.00S,2022-03-17T00:01:54.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,5.469776609724048,28.186274509803923,1610612742,25,20,2022-03-17T00:01:59Z,1100000,109.0,-1.0,1,left,MISS L. Doncic 10' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,10.91,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M51.00S,2022-03-17T00:01:58.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,25,20,2022-03-17T00:01:59Z,1110000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
113,PT02M41.00S,2022-03-17T00:02:08.3Z,1,REGULAR,3pt,Jump Shot,[],201142,66.96780551905388,34.068627450980394,1610612751,25,20,2022-03-17T00:02:12Z,1120000,-80.0,258.0,1,right,MISS K. Durant 27' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M38.00S,2022-03-17T00:02:11.7Z,1,REGULAR,rebound,offensive,[],201142,,,1610612751,25,20,2022-03-17T00:02:11Z,1130000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,113.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
115,PT02M35.00S,2022-03-17T00:02:14.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201988,65.91655716162943,38.23529411764706,1610612751,28,20,2022-03-17T00:02:18Z,1140000,-59.0,268.0,1,right,P. Mills 27' 3PT  (3 PTS) (N. Claxton 1 AST),"[201988, 1629651]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,27.43,Made,,,,,,,3.0,N. Claxton,1629651.0,1.0,,,,,,,,,
117,PT02M12.00S,2022-03-17T00:02:37.3Z,1,REGULAR,3pt,Jump Shot,[],1630182,25.443495400788436,87.5,1610612742,28,20,2022-03-17T00:02:41Z,1160000,-188.0,187.0,1,left,MISS J. Green 26' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M09.00S,2022-03-17T00:02:40.3Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,28,20,2022-03-17T00:04:37Z,1170000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
119,PT02M07.00S,2022-03-17T00:02:42.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629651,92.32917214191852,54.166666666666664,1610612751,30,20,2022-03-17T00:03:08Z,1180000,21.0,20.0,1,right,N. Claxton running DUNK (2 PTS) (P. Mills 1 AST),"[1629651, 201988]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,2.86,Made,,,,,,,2.0,P. Mills,201988.0,1.0,,,,,,,,,
121,PT01M53.00S,2022-03-17T00:02:56.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,36.08738501971091,80.3921568627451,1610612742,30,23,2022-03-17T00:03:00Z,1200000,-152.0,287.0,1,left,L. Doncic 32' 3PT step back (12 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,32.45,Made,,,,,,,12.0,,,,,,,,,,,,
122,PT01M29.00S,2022-03-17T00:03:20.4Z,1,REGULAR,3pt,Jump Shot,[],201988,75.50919842312747,10.049019607843137,1610612751,30,23,2022-03-17T00:03:25Z,1210000,-200.0,178.0,1,right,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M25.00S,2022-03-17T00:03:24.4Z,1,REGULAR,rebound,offensive,[],201142,,,1610612751,30,23,2022-03-17T00:03:25Z,1220000,,,0,,K. Durant REBOUND (Off:2 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,122.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
124,PT01M20.00S,2022-03-17T00:03:30.4Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,30,23,2022-03-17T00:03:35Z,1230000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1629029]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,2.0,,,,,,,,,Doncic,1629029.0,,,
125,PT01M20.00S,2022-03-17T00:03:30.4Z,1,REGULAR,steal,,[],1629029,,,1610612742,30,23,2022-03-17T00:03:34Z,1240000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M00.00S,2022-03-17T00:03:49.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630182,7.178055190538765,65.19607843137256,1610612742,30,23,2022-03-17T00:03:53Z,1250000,-76.0,15.0,1,left,MISS J. Green 7' driving floating Shot,[1630182],1610612742.0,DAL,driving floating,,,Green,J. Green,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,,
127,PT00M58.60S,2022-03-17T00:03:51.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,30,23,2022-03-17T00:03:53Z,1260000,,,0,,K. Durant REBOUND (Off:2 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,126.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
128,PT00M53.50S,2022-03-17T00:03:57.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201988,73.9323258869908,16.666666666666664,1610612751,30,23,2022-03-17T00:04:02Z,1270000,-167.0,193.0,1,right,MISS P. Mills 25' running 3PT,[201988],1610612751.0,BKN,running,,,Mills,P. Mills,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
129,PT00M50.70S,2022-03-17T00:04:00.0Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,30,23,2022-03-17T00:04:02Z,1280000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,128.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
130,PT00M34.40S,2022-03-17T00:04:16.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,37.27003942181341,47.794117647058826,1610612742,30,23,2022-03-17T00:04:20Z,1290000,11.0,298.0,1,left,MISS L. Doncic 29' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,29.8,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M31.00S,2022-03-17T00:04:19.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,30,23,2022-03-17T00:04:20Z,1300000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
132,PT00M24.80S,2022-03-17T00:04:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630556,89.56964520367937,5.392156862745098,1610612751,30,23,2022-03-17T00:04:31Z,1310000,-223.0,46.0,1,right,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,22.76,Missed,,,,,,,,,,,,,,,,,,,
133,PT00M19.60S,2022-03-17T00:04:30.9Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612742,30,23,2022-03-17T00:04:30Z,1320000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
134,PT00M02.60S,2022-03-17T00:04:50.3Z,1,REGULAR,foul,personal,[],1628971,,,1610612742,30,23,2022-03-17T00:05:03Z,1330000,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1629029]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Doncic,1629029.0,,,,,
136,PT00M02.60S,2022-03-17T00:05:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,30,23,2022-03-17T00:05:02Z,1350000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M02.60S,2022-03-17T00:05:14.7Z,1,REGULAR,substitution,out,[],201988,,,1610612742,30,23,2022-03-17T00:07:49Z,1360000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M02.60S,2022-03-17T00:05:14.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,30,23,2022-03-17T00:07:49Z,1370000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M02.60S,2022-03-17T00:05:14.7Z,1,REGULAR,substitution,out,[],1628373,,,1610612742,30,23,2022-03-17T00:07:49Z,1380000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M02.60S,2022-03-17T00:05:14.7Z,1,REGULAR,substitution,in,[],201949,,,1610612742,30,23,2022-03-17T00:07:49Z,1390000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M02.60S,2022-03-17T00:05:14.7Z,1,REGULAR,substitution,in,[],203915,,,1610612742,30,23,2022-03-17T00:07:49Z,1400000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M02.60S,2022-03-17T00:05:14.7Z,1,REGULAR,substitution,in,[],202722,,,1610612742,30,23,2022-03-17T00:07:49Z,1410000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M00.40S,2022-03-17T00:08:48.0Z,1,REGULAR,3pt,Jump Shot,[],1628467,31.09395532194481,74.26470588235294,1610612742,30,23,2022-03-17T00:08:54Z,1420000,-121.0,240.0,1,left,MISS M. Kleber 26' pullup 3PT,[1628467],1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M00.40S,2022-03-17T00:08:48.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,30,23,2022-03-17T00:08:54Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2022-03-17T00:08:52.5Z,1,REGULAR,period,end,[],0,,,1610612742,30,23,2022-03-17T00:08:52Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,out,['startperiod'],1628971,,,1610612742,30,23,2022-03-17T00:12:14Z,1450000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612742,30,23,2022-03-17T00:12:14Z,1460000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,out,['startperiod'],1630556,,,1610612742,30,23,2022-03-17T00:12:14Z,1470000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,30,23,2022-03-17T00:12:14Z,1480000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,in,['startperiod'],201988,,,1610612742,30,23,2022-03-17T00:12:14Z,1490000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,in,['startperiod'],1630560,,,1610612742,30,23,2022-03-17T00:12:14Z,1500000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,in,['startperiod'],201609,,,1610612742,30,23,2022-03-17T00:12:14Z,1510000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-03-17T00:08:56.2Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612742,30,23,2022-03-17T00:12:14Z,1520000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-03-17T00:12:31.6Z,2,REGULAR,period,start,[],0,,,1610612742,30,23,2022-03-17T00:12:31Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M37.00S,2022-03-17T00:12:53.4Z,2,REGULAR,2pt,Jump Shot,[],1628973,13.222733245729303,20.098039215686274,1610612742,30,23,2022-03-17T00:12:58Z,1540000,150.0,72.0,1,left,MISS J. Brunson 16' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,16.58,Missed,,,,,,,,,,,,,,,,,,,
156,PT11M35.00S,2022-03-17T00:12:55.4Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,30,23,2022-03-17T00:12:58Z,1550000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
157,PT11M28.00S,2022-03-17T00:13:03.1Z,2,REGULAR,turnover,bad pass,[],201949,,,1610612751,30,23,2022-03-17T00:13:07Z,1560000,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[201949, 203915]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,1.0,,,,,,,,,Dinwiddie,203915.0,,,
158,PT11M28.00S,2022-03-17T00:13:03.1Z,2,REGULAR,steal,,[],203915,,,1610612742,30,23,2022-03-17T00:13:05Z,1570000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M06.00S,2022-03-17T00:13:24.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,5.995400788436268,46.81372549019608,1610612742,30,25,2022-03-17T00:13:27Z,1580000,16.0,4.0,1,left,S. Dinwiddie driving Layup (4 PTS) (M. Kleber 1 AST),"[203915, 1628467]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,1.64,Made,,,,,,,4.0,M. Kleber,1628467.0,1.0,,,,,,,,,
161,PT10M46.00S,2022-03-17T00:13:43.7Z,2,REGULAR,3pt,Jump Shot,[],1630560,72.35545335085413,15.441176470588236,1610612751,30,25,2022-03-17T00:13:48Z,1600000,-173.0,207.0,1,right,MISS C. Thomas 27' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M43.00S,2022-03-17T00:13:46.7Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,30,25,2022-03-17T00:13:48Z,1610000,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,161.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
163,PT10M42.00S,2022-03-17T00:13:48.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201988,65.39093298291722,55.392156862745104,1610612751,33,25,2022-03-17T00:13:52Z,1620000,27.0,273.0,1,right,P. Mills 27' 3PT  (6 PTS) (N. Claxton 2 AST),"[201988, 1629651]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,27.41,Made,,,,,,,6.0,N. Claxton,1629651.0,2.0,,,,,,,,,
165,PT10M33.00S,2022-03-17T00:13:59.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,6.1268068331143235,44.11764705882353,1610612742,33,27,2022-03-17T00:14:03Z,1640000,29.0,5.0,1,left,S. Dinwiddie driving Layup (6 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,2.98,Made,,,,,,,6.0,,,,,,,,,,,,
166,PT10M33.00S,2022-03-17T00:14:01.8Z,2,REGULAR,foul,personal,['1freethrow'],1630560,,,1610612742,33,27,2022-03-17T00:14:09Z,1650000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1630560, 203915]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Dinwiddie,203915.0,,,,,
168,PT10M33.00S,2022-03-17T00:14:22.2Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,33,27,2022-03-17T00:15:27Z,1670000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M33.00S,2022-03-17T00:14:22.2Z,2,REGULAR,substitution,in,[],1628425,,,1610612742,33,27,2022-03-17T00:15:27Z,1680000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M33.00S,2022-03-17T00:14:35.6Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,33,28,2022-03-17T00:14:35Z,1690000,,,0,,S. Dinwiddie Free Throw 1 of 1 (7 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
171,PT10M19.00S,2022-03-17T00:14:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,93.51182654402102,50.98039215686274,1610612751,35,28,2022-03-17T00:14:56Z,1700000,5.0,8.0,1,right,J. Johnson driving reverse Layup (2 PTS) (G. Dragic 2 AST),"[201949, 201609]",1610612751.0,BKN,driving reverse,,,Johnson,J. Johnson,,,,,0.98,Made,,,,,,,2.0,G. Dragic,201609.0,2.0,,,,,,,,,
173,PT10M19.00S,2022-03-17T00:14:55.9Z,2,REGULAR,foul,personal,['1freethrow'],203915,,,1610612751,35,28,2022-03-17T00:15:04Z,1720000,,,0,,S. Dinwiddie shooting personal FOUL (2 PF) (Johnson 1 FT),"[203915, 201949]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,203591.0,,,,,,2.0,0.0,Johnson,201949.0,,,,,
175,PT10M19.00S,2022-03-17T00:15:25.5Z,2,REGULAR,freethrow,1 of 1,[],201949,,,1610612751,35,28,2022-03-17T00:15:28Z,1740000,,,0,,MISS J. Johnson Free Throw 1 of 1,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M16.00S,2022-03-17T00:15:28.5Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,35,28,2022-03-17T00:15:28Z,1750000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
177,PT10M06.00S,2022-03-17T00:15:37.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,6.389618922470433,62.00980392156863,1610612742,35,30,2022-03-17T00:15:40Z,1760000,-60.0,8.0,1,left,J. Brunson 6' driving floating bank Jump Shot (2 PTS) (S. Dinwiddie 1 AST),"[1628973, 203915]",1610612742.0,DAL,driving floating bank,,,Brunson,J. Brunson,,,,,6.05,Made,,,,,,,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,
179,PT09M58.00S,2022-03-17T00:15:47.0Z,2,REGULAR,foul,personal,[],1628467,,,1610612751,35,30,2022-03-17T00:15:53Z,1780000,,,0,,M. Kleber personal FOUL (1 PF),"[1628467, 201609]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,1627961.0,,,,,,1.0,0.0,Dragic,201609.0,,,,,
