actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M24.00S,2025-12-30T01:12:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.783837056504599,46.568627450980394,1610612752,4,5,2025-12-30T01:12:10Z,170000,False,17.0,11.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
18,PT10M22.00S,2025-12-30T01:12:08.5Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,4,5,2025-12-30T01:12:10Z,180000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M17.00S,2025-12-30T01:12:13.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,72.09264126149803,76.9607843137255,1610612740,7,5,2025-12-30T01:12:20Z,190000,False,135.0,210.0,1,right,S. Bey 24' 3PT running (5 PTS) (J. Fears 2 AST),"[1630180, 1642847]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,24.94,Made,5.0,,,,,J. Fears,1642847.0,2.0,,,,,,,,,,
21,PT10M04.00S,2025-12-30T01:12:26.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,4.5499342969776615,95.83333333333334,1610612752,7,5,2025-12-30T01:12:32Z,210000,False,-229.0,-10.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
22,PT10M02.00S,2025-12-30T01:12:28.2Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,7,5,2025-12-30T01:12:32Z,220000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Left Corner 3,24+ Left,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,
23,PT09M57.00S,2025-12-30T01:12:33.3Z,1,REGULAR,turnover,lost ball,[],1642852,,,1610612740,7,5,2025-12-30T01:12:37Z,230000,False,,,0,,D. Queen lost ball TURNOVER (1 TO),"[1642852, 1642885]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Diawara,1642885.0,,,,,,,
24,PT09M57.00S,2025-12-30T01:12:33.3Z,1,REGULAR,steal,,[],1642885,,,1610612752,7,5,2025-12-30T01:12:35Z,240000,False,,,0,,M. Diawara STEAL (1 STL),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
25,PT09M54.00S,2025-12-30T01:12:37.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642885,7.046649145860711,46.568627450980394,1610612752,7,5,2025-12-30T01:12:43Z,250000,False,17.0,14.0,1,left,MISS M. Diawara running finger roll Layup,[1642885],1610612752.0,NYK,running finger roll,,,Diawara,M. Diawara,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
26,PT09M49.00S,2025-12-30T01:12:41.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,7,5,2025-12-30T01:12:41Z,260000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,
27,PT09M45.00S,2025-12-30T01:12:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,83.78777923784494,49.26470588235294,1610612740,9,5,2025-12-30T01:15:19Z,270000,False,-4.0,100.0,1,right,S. Bey 10' step back Jump Shot (7 PTS),[1630180],1610612740.0,NOP,step back,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,10.0,Made,7.0,,,,,,,,,,,,,,,,,
28,PT09M26.00S,2025-12-30T01:13:04.7Z,1,REGULAR,2pt,Jump Shot,[],1628973,10.988830486202366,72.05882352941177,1610612752,9,7,2025-12-30T01:13:08Z,280000,False,-110.0,51.0,1,left,J. Brunson 12' turnaround Jump Shot (2 PTS),[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,12.14,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2025-12-30T01:13:07.9Z,1,REGULAR,foul,personal,['1freethrow'],1642852,,,1610612752,9,7,2025-12-30T01:13:16Z,290000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Brunson 1 FT),"[1642852, 1628973]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1628480.0,1.0,0.0,Brunson,1628973.0,,
31,PT09M26.00S,2025-12-30T01:13:33.8Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,9,8,2025-12-30T01:13:33Z,310000,False,,,0,,J. Brunson Free Throw 1 of 1 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2025-12-30T01:14:14.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,71.30420499342969,71.32352941176471,1610612740,12,8,2025-12-30T01:14:19Z,330000,False,107.0,217.0,1,right,T. Murphy III 24' 3PT  (5 PTS) (D. Queen 1 AST),"[1630530, 1642852]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,24.19,Made,5.0,,,,,D. Queen,1642852.0,1.0,,,,,,,,,,
35,PT09M07.00S,2025-12-30T01:14:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.5722733245729295,47.30392156862745,1610612752,12,8,2025-12-30T01:14:31Z,350000,False,13.0,19.0,1,left,MISS O. Anunoby cutting Layup - blocked,"[1628384, 1642852]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,Queen,1642852.0
36,PT09M07.00S,2025-12-30T01:14:25.6Z,1,REGULAR,block,,[],1642852,,,1610612752,12,8,2025-12-30T01:14:27Z,360000,False,,,0,,D. Queen BLOCK (1 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M03.00S,2025-12-30T01:14:29.6Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,12,8,2025-12-30T01:14:31Z,370000,False,,,0,,D. Queen REBOUND (Off:0 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,,
38,PT08M59.00S,2025-12-30T01:14:33.1Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,12,8,2025-12-30T02:30:00Z,380000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1642885]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,Diawara,1642885.0,,,,,,,
39,PT08M59.00S,2025-12-30T01:14:33.1Z,1,REGULAR,steal,,[],1642885,,,1610612752,12,8,2025-12-30T01:14:35Z,390000,False,,,0,,M. Diawara STEAL (2 STL),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M54.00S,2025-12-30T01:14:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,5.601182654402102,47.30392156862745,1610612752,12,10,2025-12-30T01:14:45Z,400000,False,13.0,0.0,1,left,M. Bridges running Layup (2 PTS) (K. Towns 2 AST),"[1628969, 1626157]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,,,,,K. Towns,1626157.0,2.0,,,,,,,,,,
42,PT08M37.00S,2025-12-30T01:14:56.3Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612740,12,10,2025-12-30T01:15:07Z,420000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Bey 2 FT),"[1628973, 1630180]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628480.0,1.0,0.0,Bey,1630180.0,,
44,PT08M37.00S,2025-12-30T01:15:18.3Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612740,12,10,2025-12-30T01:15:18Z,440000,False,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
45,PT08M37.00S,2025-12-30T01:15:18.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,12,10,2025-12-30T01:15:18Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,
46,PT08M37.00S,2025-12-30T01:15:32.8Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612740,13,10,2025-12-30T01:15:32Z,460000,False,,,0,,S. Bey Free Throw 2 of 2 (8 PTS),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
47,PT08M26.00S,2025-12-30T01:15:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,4.5499342969776615,94.36274509803921,1610612752,13,10,2025-12-30T01:15:51Z,470000,False,-222.0,-10.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.2,Missed,,,,,,,,,,,,,,,,,,
48,PT08M23.00S,2025-12-30T01:15:50.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,13,10,2025-12-30T01:15:51Z,480000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT08M19.00S,2025-12-30T01:15:55.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,65.65374507227332,64.95098039215686,1610612740,13,10,2025-12-30T01:18:41Z,490000,False,75.0,270.0,1,right,MISS T. Murphy III 28' running pullup 3PT,[1630530],1610612740.0,NOP,running pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,28.06,Missed,,,,,,,,,,,,,,,,,,
50,PT08M15.00S,2025-12-30T01:15:59.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,13,10,2025-12-30T01:15:59Z,500000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
51,PT08M07.00S,2025-12-30T01:16:06.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.750985545335087,34.31372549019608,1610612752,13,13,2025-12-30T01:16:11Z,510000,False,78.0,246.0,1,left,J. Brunson 25' 3PT pullup (6 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.82,Made,6.0,,,,,,,,,,,,,,,,,
52,PT07M53.00S,2025-12-30T01:16:23.3Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612740,13,13,2025-12-30T01:16:30Z,520000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Williamson 2 FT),"[1626157, 1629627]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,201246.0,1.0,0.0,Williamson,1629627.0,,
54,PT07M53.00S,2025-12-30T01:16:52.5Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,13,13,2025-12-30T01:16:52Z,540000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M53.00S,2025-12-30T01:16:52.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,13,13,2025-12-30T01:16:52Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,
56,PT07M53.00S,2025-12-30T01:17:07.7Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,14,13,2025-12-30T01:17:07Z,560000,False,,,0,,Z. Williamson Free Throw 2 of 2 (1 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
57,PT07M33.00S,2025-12-30T01:17:29.9Z,1,REGULAR,3pt,Jump Shot,[],1642885,23.603810775295663,85.29411764705883,1610612752,14,16,2025-12-30T01:17:34Z,570000,False,-176.0,169.0,1,left,M. Diawara 24' 3PT pullup (8 PTS),[1642885],1610612752.0,NYK,pullup,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Left Center,24.46,Made,8.0,,,,,,,,,,,,,,,,,
58,PT07M20.00S,2025-12-30T01:17:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,85.3646517739816,41.42156862745098,1610612740,14,16,2025-12-30T01:19:48Z,580000,False,-43.0,85.0,1,right,MISS Z. Williamson 9' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
59,PT07M18.00S,2025-12-30T01:17:44.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,14,16,2025-12-30T01:17:47Z,590000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,
60,PT07M12.00S,2025-12-30T01:17:50.7Z,1,REGULAR,3pt,Jump Shot,[],1626157,30.699737187910642,19.11764705882353,1610612752,14,16,2025-12-30T01:20:11Z,600000,False,154.0,236.0,1,left,MISS K. Towns 28' pullup 3PT,[1626157],1610612752.0,NYK,pullup,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,28.21,Missed,,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2025-12-30T01:17:55.7Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,14,16,2025-12-30T01:18:00Z,610000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,
62,PT07M02.00S,2025-12-30T01:18:00.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,93.38042049934296,52.450980392156865,1610612740,14,16,2025-12-30T01:18:06Z,620000,False,12.0,10.0,1,right,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.57,Missed,,,,,,,,,,,,,,,,,,
63,PT07M00.00S,2025-12-30T01:18:02.3Z,1,REGULAR,rebound,defensive,[],1642885,,,1610612752,14,16,2025-12-30T01:18:06Z,630000,False,,,0,,M. Diawara REBOUND (Off:0 Def:1),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Restricted Area,0-8 Center,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,
64,PT06M58.00S,2025-12-30T01:18:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612752,14,16,2025-12-30T01:18:27Z,640000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Towns 2 FT),"[1630530, 1626157]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201246.0,1.0,0.0,Towns,1626157.0,,
66,PT06M58.00S,2025-12-30T01:18:31.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,14,16,2025-12-30T01:18:31Z,660000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M58.00S,2025-12-30T01:20:56.5Z,1,REGULAR,substitution,out,[],1629627,,,1610612752,14,16,2025-12-30T01:21:30Z,670000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M58.00S,2025-12-30T01:20:56.5Z,1,REGULAR,substitution,in,[],1626172,,,1610612752,14,16,2025-12-30T01:21:30Z,680000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M58.00S,2025-12-30T01:21:52.1Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,14,17,2025-12-30T01:21:52Z,690000,False,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
70,PT06M58.00S,2025-12-30T01:22:16.5Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,14,18,2025-12-30T01:22:16Z,700000,False,,,0,,K. Towns Free Throw 2 of 2 (2 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
71,PT06M43.00S,2025-12-30T01:22:33.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,87.46714848883047,43.872549019607845,1610612740,16,18,2025-12-30T01:23:03Z,710000,False,-31.0,65.0,1,right,S. Bey 7' fadeaway Jump Shot (10 PTS) (D. Queen 2 AST),"[1630180, 1642852]",1610612740.0,NOP,fadeaway,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,10.0,,,,,D. Queen,1642852.0,2.0,,,,,,,,,,
72,PT06M25.00S,2025-12-30T01:22:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.178055190538765,46.568627450980394,1610612752,16,20,2025-12-30T01:22:55Z,720000,False,17.0,15.0,1,left,K. Towns driving Layup (4 PTS) (J. Brunson 1 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.28,Made,4.0,,,,,J. Brunson,1628973.0,1.0,,,,,,,,,,
74,PT06M17.00S,2025-12-30T01:22:58.9Z,1,REGULAR,3pt,Jump Shot,[],1642852,67.7562417871222,42.15686274509804,1610612740,16,20,2025-12-30T01:23:59Z,740000,False,-39.0,251.0,1,right,MISS D. Queen 25' pullup 3PT,[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2025-12-30T01:22:58.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,16,20,2025-12-30T01:23:05Z,750000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,
77,PT06M03.00S,2025-12-30T01:23:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,6.915243101182654,57.84313725490197,1610612752,16,20,2025-12-30T01:24:32Z,760000,False,-39.0,13.0,1,left,MISS J. Brunson driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
78,PT06M00.00S,2025-12-30T01:23:15.8Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612752,16,20,2025-12-30T01:23:20Z,770000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,77.0,3.0,2.0,1.0,,,,,,,,,,,,,
79,PT06M00.00S,2025-12-30T01:23:16.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.783837056504599,45.34313725490196,1610612752,16,20,2025-12-30T01:23:24Z,780000,False,23.0,11.0,1,left,MISS K. Towns putback Layup - blocked,"[1626157, 1642852]",1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,Queen,1642852.0
80,PT06M00.00S,2025-12-30T01:23:16.4Z,1,REGULAR,block,,[],1642852,,,1610612752,16,20,2025-12-30T01:23:18Z,790000,False,,,0,,D. Queen BLOCK (2 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M57.00S,2025-12-30T01:23:19.4Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,16,20,2025-12-30T01:23:24Z,800000,False,,,0,,D. Queen REBOUND (Off:0 Def:4),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,79.0,4.0,4.0,0.0,,,,,,,,,,,,,
82,PT05M54.00S,2025-12-30T01:23:21.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,89.04402102496715,3.9215686274509802,1610612740,19,20,2025-12-30T01:23:29Z,810000,False,-230.0,50.0,1,right,S. Bey 3PT running (13 PTS) (T. Murphy III 1 AST),"[1630180, 1630530]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.59,Made,13.0,,,,,T. Murphy III,1630530.0,1.0,,,,,,,,,,
