actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
174,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,out,['startperiod'],1630214,,,1610612738,26,34,2025-10-28T00:43:49Z,1720000,False,,,0,,SUB out: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,out,['startperiod'],1630573,,,1610612738,26,34,2025-10-28T00:43:49Z,1730000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,out,['startperiod'],1631248,,,1610612738,26,34,2025-10-28T00:43:49Z,1740000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,in,['startperiod'],1642847,,,1610612738,26,34,2025-10-28T00:43:49Z,1750000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612738,26,34,2025-10-28T00:43:49Z,1760000,False,,,0,,SUB in: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,in,['startperiod'],1629674,,,1610612738,26,34,2025-10-28T00:43:49Z,1770000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,26,34,2025-10-28T00:43:49Z,1780000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612738,26,34,2025-10-28T00:43:49Z,1790000,False,,,0,,SUB in: C. Boucher,[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-10-28T00:43:46.3Z,2,REGULAR,period,start,[],0,,,1610612740,26,34,2025-10-28T00:43:50Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M46.00S,2025-10-28T00:44:00.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,93.64323258869908,50.49019607843137,1610612740,28,34,2025-10-28T00:44:28Z,1810000,False,2.0,7.0,1,right,D. Jordan DUNK (2 PTS) (J. Fears 2 AST),"[201599, 1642847]",1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,J. Fears,1642847.0,2.0,,,,,,,,,,,,,,
184,PT11M46.00S,2025-10-28T00:44:07.4Z,2,REGULAR,foul,personal,['1freethrow'],1629674,,,1610612740,28,34,2025-10-28T00:44:29Z,1820000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Jordan 1 FT),"[1629674, 201599]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628485.0,,1.0,0.0,Jordan,201599.0,,
186,PT11M46.00S,2025-10-28T00:44:50.9Z,2,REGULAR,freethrow,1 of 1,[],201599,,,1610612740,28,34,2025-10-28T00:44:59Z,1840000,False,,,0,,MISS D. Jordan Free Throw 1 of 1,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
187,PT11M41.00S,2025-10-28T00:44:55.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,28,34,2025-10-28T00:44:59Z,1850000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,186.0,,,4.0,4.0,0.0,,,,,,,,
188,PT11M27.00S,2025-10-28T00:45:06.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,31.225361366622867,67.40196078431373,1610612738,28,34,2025-10-28T00:45:48Z,1860000,False,-87.0,241.0,1,left,MISS A. Simons 25' pullup 3PT,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
189,PT11M24.00S,2025-10-28T00:45:09.8Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,28,34,2025-10-28T00:45:12Z,1870000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,188.0,,,2.0,1.0,1.0,,,,,,,,
190,PT11M17.00S,2025-10-28T00:45:17.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,27.808804204993432,76.7156862745098,1610612738,28,34,2025-10-28T00:45:22Z,1880000,False,-134.0,209.0,1,left,MISS A. Simons 24' step back 3PT,[1629014],1610612738.0,BOS,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
191,PT11M13.00S,2025-10-28T00:45:21.4Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,28,34,2025-10-28T00:45:22Z,1890000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,,,,190.0,,,1.0,1.0,0.0,,,,,,,,
192,PT11M02.00S,2025-10-28T00:45:34.8Z,2,REGULAR,foul,personal,[],1627759,,,1610612740,28,34,2025-10-28T00:45:43Z,1900000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 201599]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201245.0,,1.0,0.0,Jordan,201599.0,,
194,PT10M49.00S,2025-10-28T00:46:14.1Z,2,REGULAR,3pt,Jump Shot,[],1641722,72.35545335085413,79.65686274509804,1610612740,28,34,2025-10-28T00:46:25Z,1920000,False,148.0,207.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
195,PT10M48.00S,2025-10-28T00:46:15.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,28,34,2025-10-28T00:46:25Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,194.0,,,,,,,,,,,,,
196,PT10M46.00S,2025-10-28T00:46:18.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,28,34,2025-10-28T00:46:29Z,1940000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,204058.0,,,,,,,
197,PT10M30.00S,2025-10-28T00:46:44.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629674,5.995400788436268,54.65686274509803,1610612738,28,34,2025-10-28T00:46:54Z,1950000,False,-23.0,4.0,1,left,MISS N. Queta alley-oop Layup,[1629674],1610612738.0,BOS,alley-oop,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
198,PT10M30.00S,2025-10-28T00:46:44.0Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,28,34,2025-10-28T00:46:54Z,1960000,False,,,0,,N. Queta REBOUND (Off:2 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,197.0,,,3.0,1.0,2.0,,,,,,,,
199,PT10M30.00S,2025-10-28T00:46:53.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629674,5.590000152587891,50.0,1610612738,28,34,2025-10-28T00:47:05Z,1970000,False,0.0,0.0,1,left,MISS N. Queta tip Layup,[1629674],1610612738.0,BOS,tip,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
200,PT10M30.00S,2025-10-28T00:46:53.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,34,2025-10-28T00:47:05Z,1980000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,199.0,,,,,,,,,,,,,
201,PT10M29.00S,2025-10-28T00:47:03.8Z,2,REGULAR,turnover,offensive goaltending,[],1629674,,,1610612738,28,34,2025-10-28T00:47:36Z,1990000,False,,,0,,N. Queta offensive goaltending TURNOVER (1 TO),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,,,,,,
202,PT10M13.00S,2025-10-28T00:47:19.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642847,84.70762155059133,60.5392156862745,1610612740,30,34,2025-10-28T00:47:45Z,2000000,False,53.0,91.0,1,right,J. Fears 10' fadeaway Jump Shot (2 PTS) (T. Murphy III 1 AST),"[1642847, 1630530]",1610612740.0,NOP,fadeaway,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,10.53,Made,2.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,
204,PT10M02.00S,2025-10-28T00:47:30.7Z,2,REGULAR,3pt,Jump Shot,[],1628449,31.61957950065703,56.127450980392155,1610612738,30,34,2025-10-28T00:47:42Z,2020000,False,-31.0,245.0,1,left,MISS C. Boucher 24' 3PT,[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,24.66,Missed,,,,,,,,,,,,,,,,,,
205,PT10M02.00S,2025-10-28T00:47:30.7Z,2,REGULAR,rebound,offensive,[],1629014,,,1610612738,30,34,2025-10-28T00:47:42Z,2030000,False,,,0,,A. Simons REBOUND (Off:1 Def:0),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,204.0,,,1.0,0.0,1.0,,,,,,,,
206,PT09M57.00S,2025-10-28T00:47:41.3Z,2,REGULAR,foul,offensive,[],1628449,,,1610612738,30,34,2025-10-28T00:47:52Z,2040000,False,,,0,,C. Boucher off-the-ball offensive FOUL (1 PF),"[1628449, 1630530]",1610612738.0,BOS,off-the-ball,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1628485.0,,1.0,0.0,Murphy III,1630530.0,,
208,PT09M57.00S,2025-10-28T00:47:41.3Z,2,REGULAR,turnover,offensive foul,[],1628449,,,1610612738,30,34,2025-10-28T00:47:41Z,2060000,False,,,0,,C. Boucher offensive foul TURNOVER (1 TO),[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1628485.0,1.0,,,,,,
209,PT09M42.00S,2025-10-28T00:48:10.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642847,88.51839684625493,32.84313725490196,1610612740,30,34,2025-10-28T00:48:15Z,2070000,False,-86.0,55.0,1,right,MISS J. Fears 10' driving floating bank Shot,[1642847],1610612740.0,NOP,driving floating bank,,,Fears,J. Fears,,,,,Mid-Range,8-16 Left,10.21,Missed,,,,,,,,,,,,,,,,,,
210,PT09M40.00S,2025-10-28T00:48:12.7Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,30,34,2025-10-28T00:48:15Z,2080000,False,,,0,,N. Queta REBOUND (Off:2 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,,,,,,,209.0,,,4.0,2.0,2.0,,,,,,,,
211,PT09M37.00S,2025-10-28T00:48:15.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,28.86005256241787,22.54901960784314,1610612738,30,34,2025-10-28T00:49:01Z,2090000,False,137.0,219.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
212,PT09M33.00S,2025-10-28T00:48:19.3Z,2,REGULAR,rebound,defensive,[],201599,,,1610612740,30,34,2025-10-28T00:48:24Z,2100000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,211.0,,,1.0,1.0,0.0,,,,,,,,
217,PT09M33.00S,2025-10-28T00:49:26.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,30,34,2025-10-28T00:52:50Z,2150000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M18.00S,2025-10-28T00:52:47.8Z,2,REGULAR,3pt,Jump Shot,[],1630530,85.89027595269383,95.34313725490196,1610612740,30,34,2025-10-28T00:52:53Z,2170000,False,227.0,80.0,1,right,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,24.04,Missed,,,,,,,,,,,,,,,,,,
221,PT09M16.00S,2025-10-28T00:52:50.3Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,30,34,2025-10-28T00:52:50Z,2180000,False,,,0,,N. Queta REBOUND (Off:2 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Right Corner 3,24+ Right,,,,,,,220.0,,,5.0,3.0,2.0,,,,,,,,
222,PT09M10.00S,2025-10-28T00:52:57.5Z,2,REGULAR,2pt,Jump Shot,[],1627759,18.084756898817346,68.13725490196079,1610612738,30,34,2025-10-28T00:53:30Z,2190000,False,-91.0,117.0,1,left,MISS J. Brown 14' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,14.84,Missed,,,,,,,,,,,,,,,,,,
223,PT09M07.00S,2025-10-28T00:53:00.5Z,2,REGULAR,rebound,defensive,[],201599,,,1610612740,30,34,2025-10-28T00:53:30Z,2200000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,222.0,,,2.0,2.0,0.0,,,,,,,,
224,PT09M00.00S,2025-10-28T00:53:07.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,93.9060446780552,49.01960784313725,1610612740,32,34,2025-10-28T00:53:12Z,2210000,False,-5.0,5.0,1,right,D. Jordan cutting DUNK (4 PTS) (T. Murphy III 2 AST),"[201599, 1630530]",1610612740.0,NOP,cutting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.69,Made,4.0,T. Murphy III,1630530.0,2.0,,,,,,,,,,,,,,
226,PT08M59.00S,2025-10-28T00:53:18.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,34,2025-10-28T00:53:18Z,2230000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M59.00S,2025-10-28T00:55:30.5Z,2,REGULAR,substitution,out,[],1642852,,,1610612738,32,34,2025-10-28T00:56:09Z,2240000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M59.00S,2025-10-28T00:55:30.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612738,32,34,2025-10-28T00:56:09Z,2250000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M59.00S,2025-10-28T00:55:30.5Z,2,REGULAR,substitution,out,[],1628449,,,1610612738,32,34,2025-10-28T00:56:09Z,2260000,False,,,0,,SUB out: C. Boucher,[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M59.00S,2025-10-28T00:55:30.5Z,2,REGULAR,substitution,in,[],1642274,,,1610612738,32,34,2025-10-28T00:56:09Z,2270000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M59.00S,2025-10-28T00:55:30.5Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,32,34,2025-10-28T00:56:09Z,2280000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M59.00S,2025-10-28T00:55:30.5Z,2,REGULAR,substitution,in,[],1631169,,,1610612738,32,34,2025-10-28T00:56:09Z,2290000,False,,,0,,SUB in: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M34.00S,2025-10-28T00:56:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,5.469776609724048,54.65686274509803,1610612738,32,36,2025-10-28T00:56:41Z,2300000,False,-23.0,-1.0,1,left,J. Minott cutting finger roll Layup (6 PTS) (J. Brown 2 AST),"[1631169, 1627759]",1610612738.0,BOS,cutting finger roll,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,2.33,Made,6.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
235,PT08M18.00S,2025-10-28T00:56:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,80.15768725361366,38.50719975490196,1610612740,32,36,2025-10-28T00:56:57Z,2320000,False,-57.0,134.0,1,right,MISS T. Murphy III 14' floating Shot,[1630530],1610612740.0,NOP,floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,14.58,Missed,,,,,,,,,,,,,,,,,,
236,PT08M16.00S,2025-10-28T00:56:53.5Z,2,REGULAR,rebound,defensive,[],1631169,,,1610612738,32,36,2025-10-28T00:56:57Z,2330000,False,,,0,,J. Minott REBOUND (Off:1 Def:4),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,235.0,,,5.0,4.0,1.0,,,,,,,,
237,PT08M12.00S,2025-10-28T00:56:58.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,28.991458607095925,75.0,1610612738,32,36,2025-10-28T00:57:20Z,2340000,False,-125.0,220.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
238,PT08M07.00S,2025-10-28T00:57:03.4Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,32,36,2025-10-28T00:57:06Z,2350000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,,237.0,,,1.0,1.0,0.0,,,,,,,,
239,PT08M00.00S,2025-10-28T00:57:09.0Z,2,REGULAR,3pt,Jump Shot,[],1630530,73.53810775295663,16.176470588235293,1610612740,32,36,2025-10-28T00:58:00Z,2360000,False,-169.0,196.0,1,right,MISS T. Murphy III 25' pullup 3PT - blocked,"[1630530, 1631169]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,Minott,1631169.0,,,,,,,,,,,
240,PT08M00.00S,2025-10-28T00:57:09.0Z,2,REGULAR,block,,[],1631169,,,1610612740,32,36,2025-10-28T00:57:14Z,2370000,False,,,0,,J. Minott BLOCK (1 BLK),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
241,PT07M55.00S,2025-10-28T00:57:14.0Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,32,36,2025-10-28T00:57:21Z,2380000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,239.0,,,1.0,1.0,0.0,,,,,,,,
242,PT07M54.00S,2025-10-28T00:57:17.6Z,2,REGULAR,foul,personal,[],201599,,,1610612738,32,36,2025-10-28T00:57:41Z,2390000,False,,,0,,D. Jordan personal FOUL (1 PF),"[201599, 1627759]",1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,201245.0,,1.0,0.0,Brown,1627759.0,,
244,PT07M44.00S,2025-10-28T00:57:45.3Z,2,REGULAR,2pt,Jump Shot,[],1628401,20.71287779237845,56.372549019607845,1610612738,32,36,2025-10-28T00:58:58Z,2410000,False,-32.0,142.0,1,left,MISS D. White 14' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Center,14.57,Missed,,,,,,,,,,,,,,,,,,
245,PT07M39.00S,2025-10-28T00:57:50.3Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,32,36,2025-10-28T00:57:52Z,2420000,False,,,0,,N. Queta REBOUND (Off:3 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Center,,,,,,,244.0,,,6.0,3.0,3.0,,,,,,,,
246,PT07M39.00S,2025-10-28T00:57:50.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,5.590000152587891,50.0,1610612738,32,36,2025-10-28T00:57:50Z,2430000,False,0.0,0.0,1,left,MISS N. Queta tip Layup,[1629674],1610612738.0,BOS,tip,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
247,PT07M39.00S,2025-10-28T00:57:50.7Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,32,36,2025-10-28T00:57:50Z,2440000,False,,,0,,N. Queta REBOUND (Off:4 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,,,,,,,246.0,,,7.0,3.0,4.0,,,,,,,,
248,PT07M34.00S,2025-10-28T00:57:54.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631169,3.7614980289093296,95.09803921568627,1610612738,32,39,2025-10-28T00:57:59Z,2450000,False,-225.0,-17.0,1,left,J. Minott 3PT  (9 PTS) (J. Brown 3 AST),"[1631169, 1627759]",1610612738.0,BOS,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,22.61,Made,9.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,
250,PT07M25.00S,2025-10-28T00:58:10.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,32,39,2025-10-28T00:58:10Z,2470000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M25.00S,2025-10-28T00:59:24.0Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,32,39,2025-10-28T00:59:38Z,2480000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M25.00S,2025-10-28T00:59:24.0Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,32,39,2025-10-28T00:59:38Z,2490000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M25.00S,2025-10-28T00:59:24.0Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,32,39,2025-10-28T00:59:38Z,2500000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M25.00S,2025-10-28T00:59:24.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612740,32,39,2025-10-28T00:59:38Z,2510000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M25.00S,2025-10-28T00:59:24.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,32,39,2025-10-28T00:59:38Z,2520000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M25.00S,2025-10-28T00:59:24.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,32,39,2025-10-28T00:59:38Z,2530000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M17.00S,2025-10-28T01:00:02.7Z,2,REGULAR,foul,personal,[],1628401,,,1610612740,32,39,2025-10-28T01:00:20Z,2540000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 1629673]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628485.0,,1.0,0.0,Poole,1629673.0,,
259,PT07M03.00S,2025-10-28T01:00:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,92.59198423127464,58.82352941176471,1610612740,32,39,2025-10-28T01:01:15Z,2560000,False,44.0,17.0,1,right,MISS J. Fears finger roll Layup,[1642847],1610612740.0,NOP,finger roll,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,,,,
260,PT07M02.00S,2025-10-28T01:00:34.8Z,2,REGULAR,rebound,offensive,[],201599,,,1610612740,32,39,2025-10-28T01:00:42Z,2570000,False,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,259.0,,,3.0,2.0,1.0,,,,,,,,
261,PT07M02.00S,2025-10-28T01:00:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,94.40999984741211,50.0,1610612740,34,39,2025-10-28T01:00:37Z,2580000,False,0.0,0.0,1,right,D. Jordan tip Layup (6 PTS),[201599],1610612740.0,NOP,tip,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
