actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-08T00:10:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-08T00:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-08T00:10:41.1Z,1,REGULAR,jumpball,recovered,[],1642271,,,1610612762,0,0,2026-04-08T00:10:41Z,40000,False,,,0,,Jump Ball O. Tshiebwe vs. K. Looney: Tip to K. Filipowski,"[1642271, 1631131, 1626172]",1610612762.0,UTA,startperiod,K. Filipowski,1642271.0,Filipowski,K. Filipowski,Tshiebwe,1631131.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-04-08T00:10:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631131,88.04204993429697,43.48575367647059,1610612762,0,0,2026-04-08T00:11:42Z,70000,False,-33.0,60.0,1,right,MISS O. Tshiebwe 6' floating Shot,[1631131],1610612762.0,UTA,floating,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-04-08T00:10:59.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612740,0,0,2026-04-08T00:11:04Z,80000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2026-04-08T00:11:03.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,30.436925098554536,19.362745098039216,1610612740,0,0,2026-04-08T00:12:53Z,90000,False,153.0,234.0,1,left,MISS J. Poole 27' running pullup 3PT,[1629673],1610612740.0,NOP,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,27.94,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-04-08T00:11:06.6Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,0,0,2026-04-08T00:11:08Z,100000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M22.00S,2026-04-08T00:11:14.7Z,1,REGULAR,turnover,bad pass,[],1642271,,,1610612762,0,0,2026-04-08T00:11:20Z,110000,False,,,0,,K. Filipowski bad pass TURNOVER (1 TO),"[1642271, 1626172]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Looney,1626172.0,,,,,,,,,,,
12,PT11M22.00S,2026-04-08T00:11:14.7Z,1,REGULAR,steal,,[],1626172,,,1610612740,0,0,2026-04-08T00:11:16Z,120000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2026-04-08T00:11:19.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642847,7.440867279894875,49.50980392156863,1610612740,2,0,2026-04-08T00:11:55Z,130000,False,2.0,17.0,1,left,J. Fears running Layup (2 PTS),[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,2.0,,,,,,,,,,
14,PT11M07.00S,2026-04-08T00:11:30.0Z,1,REGULAR,3pt,Jump Shot,[],1642271,93.9060446780552,96.07843137254902,1610612762,2,3,2026-04-08T00:11:35Z,140000,False,230.0,5.0,1,right,K. Filipowski 3PT  (3 PTS) (C. Williams 1 AST),"[1642271, 1642262]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,,,,3.0,C. Williams,1642262.0,1.0,,,,,,,
16,PT10M46.00S,2026-04-08T00:11:50.5Z,1,REGULAR,2pt,Jump Shot,[],1642852,8.886333771353483,73.0392156862745,1610612740,2,3,2026-04-08T00:11:57Z,160000,False,-115.0,31.0,1,left,MISS D. Queen 11' step back Shot,[1642852],1610612740.0,NOP,step back,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,11.93,Missed,,,,,,,,,,,,,,,,,,
17,PT10M46.00S,2026-04-08T00:11:50.5Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,2,3,2026-04-08T00:11:57Z,170000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Left,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
