actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
337,PT01M10.00S,2025-12-28T01:06:49.8Z,2,REGULAR,turnover,lost ball,[],1628415,,,1610612756,53,65,2025-12-28T01:06:55Z,3310000,False,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 1630180]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Bey,1630180.0
338,PT01M10.00S,2025-12-28T01:06:49.8Z,2,REGULAR,steal,,[],1630180,,,1610612740,53,65,2025-12-28T01:09:09Z,3320000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
339,PT01M03.00S,2025-12-28T01:06:57.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,66.04796320630749,54.166666666666664,1610612740,53,65,2025-12-28T01:07:02Z,3330000,False,21.0,267.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.74,,,,,,,,,,,
340,PT01M00.00S,2025-12-28T01:07:00.6Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612756,53,65,2025-12-28T01:07:02Z,3340000,False,,,0,,J. Goodwin REBOUND (Off:4 Def:3),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,,,339.0,,7.0,3.0,4.0,,,,,,,,
341,PT00M55.10S,2025-12-28T01:07:05.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630692,6.1268068331143235,47.794117647058826,1610612756,53,65,2025-12-28T01:07:12Z,3350000,False,11.0,5.0,1,left,MISS J. Goodwin running Layup,[1630692],1610612756.0,PHX,running,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.21,,,,,,,,,,,
342,PT00M52.30S,2025-12-28T01:07:08.6Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612756,53,65,2025-12-28T01:07:08Z,3360000,False,,,0,,M. Williams REBOUND (Off:6 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,341.0,,6.0,0.0,6.0,,,,,,,,
343,PT00M51.90S,2025-12-28T01:07:09.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,6.652431011826544,44.6078431372549,1610612756,53,65,2025-12-28T01:07:15Z,3370000,False,27.0,10.0,1,left,MISS M. Williams tip Layup,[1631109],1610612756.0,PHX,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.88,,,,,,,,,,,
344,PT00M50.30S,2025-12-28T01:07:10.7Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612756,53,65,2025-12-28T01:07:10Z,3380000,False,,,0,,M. Williams REBOUND (Off:7 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,343.0,,7.0,0.0,7.0,,,,,,,,
360,PT00M50.10S,2025-12-28T01:07:10.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,6.750985545335084,51.22549019607843,1610612756,53,65,2025-12-28T01:22:24Z,3385000,False,-6.0,11.0,1,left,MISS M. Williams tip Layup,[1631109],1610612756.0,PHX,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.26,,,,,,,,,,,
362,PT00M50.10S,2025-12-28T01:07:10.0Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612756,53,65,2025-12-28T01:22:48Z,3388750,False,,,0,,M. Williams REBOUND (Off:8 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,360.0,,8.0,0.0,8.0,,,,,,,,
345,PT00M50.00S,2025-12-28T01:07:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,7.5722733245729295,43.872549019607845,1610612756,53,65,2025-12-28T01:22:00Z,3390000,False,31.0,19.0,1,left,MISS M. Williams putback Layup - blocked,"[1631109, 1642274]",1610612756.0,PHX,putback,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.59,,,,Missi,1642274.0,,,,,,
363,PT00M50.00S,2025-12-28T01:07:11.1Z,2,REGULAR,block,,[],1642274,,,1610612756,53,65,2025-12-28T03:40:16Z,3395000,False,,,0,,Y. Missi BLOCK (2 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT00M48.30S,2025-12-28T01:07:12.8Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,53,65,2025-12-28T01:07:19Z,3400000,False,,,0,,J. Goodwin REBOUND (Off:5 Def:3),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,345.0,,8.0,3.0,5.0,,,,,,,,
347,PT00M47.60S,2025-12-28T01:07:13.3Z,2,REGULAR,turnover,lost ball,[],1630692,,,1610612756,53,65,2025-12-28T01:07:23Z,3410000,False,,,0,,J. Goodwin lost ball TURNOVER (2 TO),"[1630692, 1629627]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Williamson,1629627.0
348,PT00M47.60S,2025-12-28T01:07:13.3Z,2,REGULAR,steal,,[],1629627,,,1610612740,53,65,2025-12-28T01:07:14Z,3420000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
349,PT00M44.20S,2025-12-28T01:07:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1629627,93.77463863337714,51.225490196078425,1610612740,55,65,2025-12-28T01:09:58Z,3430000,False,6.0,6.0,1,right,Z. Williamson running Layup (14 PTS) (J. Alvarado 2 AST),"[1629627, 1630631]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,0.86,,,,,,J. Alvarado,1630631.0,2.0,,,
359,PT00M44.20S,2025-12-28T01:07:36.2Z,2,REGULAR,violation,defensive goaltending,[],1626220,,,1610612740,55,65,2025-12-28T01:09:58Z,3450000,False,,,0,,R. O'Neale defensive goaltending VIOLATION,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M30.30S,2025-12-28T01:07:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,13.87976346911958,62.99019607843137,1610612756,55,65,2025-12-28T01:08:00Z,3460000,False,-65.0,78.0,1,left,MISS D. Booker 10' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,10.15,,,,,,,,,,,
353,PT00M27.10S,2025-12-28T01:07:58.5Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,55,65,2025-12-28T01:08:00Z,3470000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,352.0,,2.0,2.0,0.0,,,,,,,,
354,PT00M09.60S,2025-12-28T01:08:16.6Z,2,REGULAR,foul,personal,[],1626164,,,1610612740,55,65,2025-12-28T01:08:24Z,3480000,False,,,0,,D. Booker personal FOUL (3 PF),"[1626164, 1630530]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,1627529.0,3.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
356,PT00M00.20S,2025-12-28T01:08:50.4Z,2,REGULAR,2pt,Jump Shot,[],1630530,78.53153745072274,75.73529411764706,1610612740,55,65,2025-12-28T01:08:57Z,3500000,False,129.0,149.0,1,right,MISS T. Murphy III 19' fadeaway Shot,[1630530],1610612740.0,NOP,fadeaway,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,19.71,,,,,,,,,,,
357,PT00M00.20S,2025-12-28T01:08:50.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,55,65,2025-12-28T01:08:57Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,356.0,,,,,,,,,,,,
358,PT00M00.00S,2025-12-28T01:08:55.5Z,2,REGULAR,period,end,[],0,,,1610612740,55,65,2025-12-28T01:08:55Z,3520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,out,['startperiod'],1629627,,,1610612740,55,65,2025-12-28T01:24:14Z,3530000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,55,65,2025-12-28T01:24:14Z,3540000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,out,['startperiod'],1642274,,,1610612740,55,65,2025-12-28T01:24:14Z,3550000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,out,['startperiod'],1631109,,,1610612740,55,65,2025-12-28T01:24:14Z,3560000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,out,['startperiod'],1630692,,,1610612740,55,65,2025-12-28T01:24:14Z,3570000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,in,['startperiod'],1631121,,,1610612740,55,65,2025-12-28T01:24:14Z,3580000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,in,['startperiod'],1642852,,,1610612740,55,65,2025-12-28T01:24:14Z,3590000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,in,['startperiod'],1642847,,,1610612740,55,65,2025-12-28T01:24:14Z,3600000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,in,['startperiod'],1631221,,,1610612740,55,65,2025-12-28T01:24:14Z,3610000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-12-28T01:23:47.2Z,3,REGULAR,substitution,in,['startperiod'],1642345,,,1610612740,55,65,2025-12-28T01:24:14Z,3620000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-12-28T01:24:14.6Z,3,REGULAR,period,start,[],0,,,1610612740,55,65,2025-12-28T01:24:15Z,3630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT11M44.00S,2025-12-28T01:24:29.5Z,3,REGULAR,turnover,bad pass,[],1642852,,,1610612740,55,65,2025-12-28T01:24:36Z,3640000,False,,,0,,D. Queen bad pass TURNOVER (3 TO),"[1642852, 1642345]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Ighodaro,1642345.0
376,PT11M44.00S,2025-12-28T01:24:29.5Z,3,REGULAR,steal,,[],1642345,,,1610612756,55,65,2025-12-28T01:24:31Z,3650000,False,,,0,,O. Ighodaro STEAL (1 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
377,PT11M40.00S,2025-12-28T01:24:33.9Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626164,73.40670170827858,17.647058823529413,1610612756,55,68,2025-12-28T01:25:09Z,3660000,False,-162.0,197.0,1,right,D. Booker 25' 3PT running pullup (9 PTS) (O. Ighodaro 3 AST),"[1626164, 1642345]",1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,,25.53,,,,,,O. Ighodaro,1642345.0,3.0,,,
379,PT11M30.00S,2025-12-28T01:24:45.0Z,3,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612740,55,68,2025-12-28T01:24:53Z,3680000,False,,,0,,D. Booker shooting personal FOUL (4 PF) (Murphy III 2 FT),"[1626164, 1630530]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1627529.0,4.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
381,PT11M30.00S,2025-12-28T01:25:10.0Z,3,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,56,68,2025-12-28T01:25:10Z,3700000,False,,,0,,T. Murphy III Free Throw 1 of 2 (12 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
382,PT11M30.00S,2025-12-28T01:25:24.6Z,3,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,57,68,2025-12-28T01:25:24Z,3710000,False,,,0,,T. Murphy III Free Throw 2 of 2 (13 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
383,PT11M19.00S,2025-12-28T01:25:42.1Z,3,REGULAR,3pt,Jump Shot,[],1626164,69.59592641261499,70.83333333333334,1610612756,57,68,2025-12-28T01:26:04Z,3720000,False,104.0,233.0,1,right,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.55,,,,,,,,,,,
384,PT11M17.00S,2025-12-28T01:25:44.1Z,3,REGULAR,rebound,defensive,[],1642847,,,1610612740,57,68,2025-12-28T01:26:04Z,3730000,False,,,0,,J. Fears REBOUND (Off:2 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,,,,,,,,383.0,,4.0,2.0,2.0,,,,,,,,
385,PT11M10.00S,2025-12-28T01:25:49.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,6.652431011826544,53.18627450980392,1610612740,59,68,2025-12-28T01:25:55Z,3740000,False,-16.0,10.0,1,left,J. Fears running Layup (8 PTS),[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,1.88,,,,,,,,,,,
386,PT10M56.00S,2025-12-28T01:26:02.5Z,3,REGULAR,3pt,Jump Shot,[],1626220,92.06636005256242,3.6764705882352944,1610612756,59,71,2025-12-28T01:26:06Z,3750000,False,-232.0,22.0,1,right,R. O'Neale 3PT  (12 PTS) (C. Gillespie 6 AST),"[1626220, 1631221]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,Made,12.0,,23.27,,,,,,C. Gillespie,1631221.0,6.0,,,
388,PT10M46.00S,2025-12-28T01:26:12.8Z,3,REGULAR,turnover,bad pass,[],1642847,,,1610612740,59,71,2025-12-28T01:26:17Z,3770000,False,,,0,,J. Fears bad pass TURNOVER (1 TO),"[1642847, 1628415]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Brooks,1628415.0
389,PT10M46.00S,2025-12-28T01:26:12.8Z,3,REGULAR,steal,,[],1628415,,,1610612756,59,71,2025-12-28T01:26:14Z,3780000,False,,,0,,D. Brooks STEAL (2 STL),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
390,PT10M32.00S,2025-12-28T01:26:27.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,79.31997371879106,46.07843137254902,1610612756,59,71,2025-12-28T01:26:32Z,3790000,False,-20.0,142.0,1,right,MISS D. Booker 14' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,14.32,,,,,,,,,,,
391,PT10M30.00S,2025-12-28T01:26:29.1Z,3,REGULAR,rebound,defensive,[],1642852,,,1610612740,59,71,2025-12-28T01:27:31Z,3800000,False,,,0,,D. Queen REBOUND (Off:1 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,8-16 Center,,,,,,,,390.0,,6.0,5.0,1.0,,,,,,,,
392,PT10M24.00S,2025-12-28T01:26:36.9Z,3,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612740,59,71,2025-12-28T01:26:45Z,3810000,False,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Queen 2 FT),"[1626220, 1642852]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,201639.0,2.0,0.0,Queen,1642852.0,,,,,,,,,,,,,,,
394,PT10M24.00S,2025-12-28T01:26:58.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1642852,,,1610612740,60,71,2025-12-28T01:27:55Z,3830000,False,,,0,,D. Queen Free Throw 1 of 2 (8 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
395,PT10M24.00S,2025-12-28T01:26:58.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1642852,,,1610612740,61,71,2025-12-28T01:27:55Z,3840000,False,,,0,,D. Queen Free Throw 2 of 2 (9 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
396,PT10M15.00S,2025-12-28T01:27:26.7Z,3,REGULAR,turnover,out-of-bounds,[],1642345,,,1610612756,61,71,2025-12-28T01:27:54Z,3850000,False,,,0,,O. Ighodaro bad pass out-of-bounds TURNOVER (1 TO),[1642345],1610612756.0,PHX,bad pass,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,,,,,,,1.0,,
397,PT09M59.00S,2025-12-28T01:27:52.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642852,31.225361366622867,60.049019607843135,1610612740,64,71,2025-12-28T01:27:57Z,3860000,False,-50.0,241.0,1,left,D. Queen 24' 3PT  (12 PTS) (J. Fears 1 AST),"[1642852, 1642847]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,Made,12.0,,24.62,,,,,,J. Fears,1642847.0,1.0,,,
399,PT09M46.00S,2025-12-28T01:28:04.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.21090670170827,45.83333333333333,1610612756,64,73,2025-12-28T01:28:09Z,3880000,False,-21.0,115.0,1,right,D. Booker 11' pullup Jump Shot (11 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,11.0,,11.66,,,,,,,,,,,
400,PT09M32.00S,2025-12-28T01:28:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,6.389618922470433,45.83333333333333,1610612740,64,73,2025-12-28T01:28:23Z,3890000,False,21.0,8.0,1,left,MISS D. Queen driving Layup,[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.21,,,,,,,,,,,
401,PT09M32.00S,2025-12-28T01:28:19.9Z,3,REGULAR,rebound,offensive,[],1642852,,,1610612740,64,73,2025-12-28T01:28:35Z,3900000,False,,,0,,D. Queen REBOUND (Off:2 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,400.0,,7.0,5.0,2.0,,,,,,,,
402,PT09M32.00S,2025-12-28T01:28:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642852,6.389618922470433,51.225490196078425,1610612740,66,73,2025-12-28T01:29:24Z,3910000,False,-6.0,8.0,1,left,D. Queen tip Layup (14 PTS),[1642852],1610612740.0,NOP,tip,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,0.97,,,,,,,,,,,
403,PT09M32.00S,2025-12-28T01:28:28.5Z,3,REGULAR,foul,personal,['1freethrow'],1642345,,,1610612740,66,73,2025-12-28T01:28:32Z,3920000,False,,,0,,O. Ighodaro shooting personal FOUL (3 PF) (Queen 1 FT),"[1642345, 1642852]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,202007.0,3.0,0.0,Queen,1642852.0,,,,,,,,,,,,,,,
405,PT09M32.00S,2025-12-28T01:28:44.8Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1642852,,,1610612740,67,73,2025-12-28T01:28:44Z,3940000,False,,,0,,D. Queen Free Throw 1 of 1 (15 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
406,PT09M22.00S,2025-12-28T01:28:58.2Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,67,73,2025-12-28T01:29:03Z,3950000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1630180]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Bey,1630180.0
407,PT09M22.00S,2025-12-28T01:28:58.2Z,3,REGULAR,steal,,[],1630180,,,1610612740,67,73,2025-12-28T01:28:59Z,3960000,False,,,0,,S. Bey STEAL (2 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
408,PT09M18.00S,2025-12-28T01:29:02.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630530,29.911300919842315,18.137254901960784,1610612740,67,73,2025-12-28T01:29:10Z,3970000,False,159.0,229.0,1,left,MISS T. Murphy III 27' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.87,,,,,,,,,,,
409,PT09M17.00S,2025-12-28T01:29:03.6Z,3,REGULAR,rebound,defensive,[],1631221,,,1610612756,67,73,2025-12-28T01:31:16Z,3980000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:4),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,,,408.0,,5.0,4.0,1.0,,,,,,,,
410,PT09M10.00S,2025-12-28T01:29:12.3Z,3,REGULAR,3pt,Jump Shot,[],1626164,87.20433639947439,96.07843137254902,1610612756,67,73,2025-12-28T01:31:35Z,3990000,False,230.0,68.0,1,right,MISS D. Booker 24' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.02,,,,,,,,,,,
411,PT09M08.00S,2025-12-28T01:29:14.3Z,3,REGULAR,rebound,defensive,[],1642852,,,1610612740,67,73,2025-12-28T01:31:35Z,4000000,False,,,0,,D. Queen REBOUND (Off:2 Def:6),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Right Corner 3,24+ Right,,,,,,,,410.0,,8.0,6.0,2.0,,,,,,,,
412,PT08M57.00S,2025-12-28T01:29:23.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,8.754927726675426,46.81372549019608,1610612740,67,73,2025-12-28T01:29:28Z,4010000,False,16.0,30.0,1,left,MISS J. Fears driving floating Shot,[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.38,,,,,,,,,,,
413,PT08M55.00S,2025-12-28T01:29:25.9Z,3,REGULAR,rebound,offensive,[],1630530,,,1610612740,67,73,2025-12-28T01:29:25Z,4020000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,412.0,,3.0,2.0,1.0,,,,,,,,
414,PT08M49.00S,2025-12-28T01:29:31.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642852,30.305519053876477,29.65686274509804,1610612740,67,73,2025-12-28T01:29:36Z,4030000,False,102.0,232.0,1,left,MISS D. Queen 25' 3PT,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.37,,,,,,,,,,,
415,PT08M45.00S,2025-12-28T01:29:35.7Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,67,73,2025-12-28T01:29:36Z,4040000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,,,,414.0,,4.0,3.0,1.0,,,,,,,,
416,PT08M33.00S,2025-12-28T01:29:50.1Z,3,REGULAR,turnover,out-of-bounds,[],1631221,,,1610612756,67,73,2025-12-28T01:29:59Z,4050000,False,,,0,,C. Gillespie step out-of-bounds TURNOVER (1 TO),[1631221],1610612756.0,PHX,step,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,1627529.0,,,,,,,,,,,,,,,,,1.0,,
