actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M31.00S,2026-02-12T01:12:12.4Z,1,REGULAR,rebound,offensive,[],1631323,,,1610612748,0,5,2026-02-12T01:13:28Z,180000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:0),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,
19,PT10M31.00S,2026-02-12T01:12:14.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631323,5.590000152587891,50.0,1610612748,0,7,2026-02-12T01:13:34Z,190000,False,0.0,0.0,1,left,S. Fontecchio putback Layup (2 PTS),[1631323],1610612748.0,MIA,putback,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M15.00S,2026-02-12T01:12:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,94.30026281208936,51.225490196078425,1610612740,0,7,2026-02-12T01:12:29Z,200000,False,6.0,1.0,1,right,MISS S. Bey driving reverse Layup,[1630180],1610612740.0,NOP,driving reverse,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.62,Missed,,,,,,,,,,,,,,,,,,
21,PT10M12.00S,2026-02-12T01:12:28.4Z,1,REGULAR,rebound,defensive,[],1642066,,,1610612748,0,7,2026-02-12T01:12:29Z,210000,False,,,0,,M. Gardner REBOUND (Off:0 Def:1),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Restricted Area,0-8 Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT10M02.00S,2026-02-12T01:12:38.2Z,1,REGULAR,3pt,Jump Shot,[],1630558,31.488173455978973,63.48039215686274,1610612748,0,7,2026-02-12T01:12:43Z,220000,False,-67.0,243.0,1,left,MISS D. Mitchell 25' step back 3PT,[1630558],1610612748.0,MIA,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.27,Missed,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2026-02-12T01:12:41.2Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,0,7,2026-02-12T01:12:43Z,230000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT09M48.00S,2026-02-12T01:12:52.1Z,1,REGULAR,turnover,bad pass,[],1642852,,,1610612740,0,7,2026-02-12T01:12:55Z,240000,False,,,0,,D. Queen bad pass TURNOVER (1 TO),"[1642852, 1642276]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,Ware,1642276.0,,,,,,
25,PT09M48.00S,2026-02-12T01:12:52.1Z,1,REGULAR,steal,,[],1642276,,,1610612748,0,7,2026-02-12T01:12:54Z,250000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M42.00S,2026-02-12T01:12:57.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631323,11.777266754270697,95.09803921568627,1610612748,0,7,2026-02-12T01:13:03Z,260000,False,-225.0,58.0,1,left,MISS S. Fontecchio running 3PT,[1631323],1610612748.0,MIA,running,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
27,PT09M39.00S,2026-02-12T01:13:00.7Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,0,7,2026-02-12T01:13:03Z,270000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Left Corner 3,24+ Left,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,
28,PT09M29.00S,2026-02-12T01:13:11.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,93.51182654402102,49.01960784313725,1610612740,2,7,2026-02-12T01:13:15Z,280000,False,-5.0,8.0,1,right,Z. Williamson alley-oop DUNK (2 PTS) (T. Murphy III 1 AST),"[1629627, 1630530]",1610612740.0,NOP,alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,
30,PT09M03.00S,2026-02-12T01:13:36.7Z,1,REGULAR,3pt,Jump Shot,[],1642066,19.92444152431012,92.40196078431373,1610612748,2,7,2026-02-12T01:13:41Z,300000,False,-212.0,135.0,1,left,MISS M. Gardner 25' 3PT,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2026-02-12T01:13:38.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,2,7,2026-02-12T01:13:41Z,310000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,
32,PT08M58.00S,2026-02-12T01:13:44.2Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,2,7,2026-02-12T01:13:49Z,320000,False,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,2530.0,1.0,,,,,,,,,,,,
33,PT08M47.00S,2026-02-12T01:14:17.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628389,27.283180026281208,22.30392156862745,1610612748,2,10,2026-02-12T01:14:21Z,330000,False,138.0,204.0,1,left,B. Adebayo 24' 3PT  (5 PTS) (D. Mitchell 1 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,24.66,Made,5.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
35,PT08M32.00S,2026-02-12T01:14:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,86.15308804204993,46.07843137254902,1610612740,4,10,2026-02-12T01:14:37Z,350000,False,-20.0,78.0,1,right,H. Jones 8' driving floating Jump Shot (2 PTS) (T. Murphy III 2 AST),"[1630529, 1630530]",1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,8.01,Made,2.0,T. Murphy III,1630530.0,2.0,,,,,,,,,,,,,,
37,PT08M26.00S,2026-02-12T01:14:38.6Z,1,REGULAR,3pt,Jump Shot,[],1631323,21.76412614980289,92.15686274509804,1610612748,4,10,2026-02-12T01:14:43Z,370000,False,-211.0,152.0,1,left,MISS S. Fontecchio 25' pullup 3PT,[1631323],1610612748.0,MIA,pullup,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
38,PT08M22.00S,2026-02-12T01:14:42.6Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,4,10,2026-02-12T01:14:43Z,380000,False,,,0,,K. Ware REBOUND (Off:2 Def:0),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,,,37.0,2.0,0.0,2.0,,,,,,,,
39,PT08M20.00S,2026-02-12T01:14:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,6.258212877792378,52.69607843137255,1610612748,4,12,2026-02-12T01:14:48Z,390000,False,-13.0,6.0,1,left,K. Ware putback Layup (5 PTS),[1642276],1610612748.0,MIA,putback,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.49,Made,5.0,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2026-02-12T01:14:57.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,4,12,2026-02-12T01:14:57Z,400000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT07M57.00S,2026-02-12T01:18:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.32917214191852,42.8921568627451,1610612740,4,12,2026-02-12T01:18:05Z,410000,False,-36.0,20.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1628389]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,Adebayo,1628389.0,,,,
42,PT07M57.00S,2026-02-12T01:18:01.4Z,1,REGULAR,block,,[],1628389,,,1610612740,4,12,2026-02-12T01:18:04Z,420000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2026-02-12T01:18:04.4Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,4,12,2026-02-12T01:18:05Z,430000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
44,PT07M50.00S,2026-02-12T01:18:10.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,6.521024967148489,50.49019607843137,1610612748,4,14,2026-02-12T01:18:17Z,440000,False,-2.0,9.0,1,left,K. Ware cutting DUNK (7 PTS) (S. Fontecchio 1 AST),"[1642276, 1631323]",1610612748.0,MIA,cutting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.91,Made,7.0,S. Fontecchio,1631323.0,1.0,,,,,,,,,,,,,,
46,PT07M38.00S,2026-02-12T01:18:21.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,73.66951379763469,19.362745098039216,1610612740,4,14,2026-02-12T01:19:21Z,460000,False,-153.0,195.0,1,right,MISS S. Bey 24' pullup 3PT,[1630180],1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
47,PT07M33.00S,2026-02-12T01:18:26.0Z,1,REGULAR,rebound,defensive,[],1642066,,,1610612748,4,14,2026-02-12T01:18:26Z,470000,False,,,0,,M. Gardner REBOUND (Off:0 Def:2),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,
48,PT07M22.00S,2026-02-12T01:18:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642066,5.075558475689881,61.029411764705884,1610612748,4,14,2026-02-12T01:18:42Z,480000,False,-55.0,-5.0,1,left,MISS M. Gardner turnaround Shot,[1642066],1610612748.0,MIA,turnaround,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
49,PT07M20.00S,2026-02-12T01:18:39.3Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,14,2026-02-12T01:18:42Z,490000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,
50,PT07M11.00S,2026-02-12T01:18:48.0Z,1,REGULAR,turnover,bad pass,[],1630529,,,1610612740,4,14,2026-02-12T01:18:52Z,500000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1631323]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,,,,,Fontecchio,1631323.0,,,,,,
51,PT07M11.00S,2026-02-12T01:18:48.0Z,1,REGULAR,steal,,[],1631323,,,1610612748,4,14,2026-02-12T01:18:50Z,510000,False,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
52,PT06M58.00S,2026-02-12T01:19:01.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630558,11.087385019710908,62.745098039215684,1610612748,4,16,2026-02-12T01:20:40Z,520000,False,-64.0,52.0,1,left,D. Mitchell 8' driving floating bank Jump Shot (2 PTS) (B. Adebayo 2 AST),"[1630558, 1628389]",1610612748.0,MIA,driving floating bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,8.2,Made,2.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
57,PT06M55.00S,2026-02-12T01:19:05.7Z,1,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,4,16,2026-02-12T01:22:50Z,535000,False,,,0,,Z. Williamson bad pass out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,bad pass,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,,,,,,,,,,,,
55,PT06M55.00S,2026-02-12T01:19:29.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,4,16,2026-02-12T01:21:29Z,550000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M55.00S,2026-02-12T01:21:38.0Z,1,REGULAR,substitution,out,[],1630180,,,1610612748,4,16,2026-02-12T01:22:15Z,570000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2026-02-12T01:21:38.0Z,1,REGULAR,substitution,out,[],1629627,,,1610612748,4,16,2026-02-12T01:22:15Z,580000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2026-02-12T01:21:38.0Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,4,16,2026-02-12T01:22:15Z,590000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2026-02-12T01:21:38.0Z,1,REGULAR,substitution,in,[],1631255,,,1610612748,4,16,2026-02-12T01:22:15Z,600000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M55.00S,2026-02-12T01:21:38.0Z,1,REGULAR,substitution,in,[],1631121,,,1610612748,4,16,2026-02-12T01:22:15Z,610000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M55.00S,2026-02-12T01:21:38.0Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,4,16,2026-02-12T01:22:15Z,620000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2026-02-12T01:22:27.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,23.99802890932983,88.48039215686273,1610612748,4,16,2026-02-12T01:22:32Z,630000,False,-192.0,173.0,1,left,MISS S. Fontecchio 25' 3PT,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
65,PT06M38.00S,2026-02-12T01:22:31.7Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,16,2026-02-12T01:22:32Z,640000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,
66,PT06M33.00S,2026-02-12T01:22:36.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,73.53810775295663,80.63725490196079,1610612740,4,16,2026-02-12T01:23:36Z,650000,False,153.0,196.0,1,right,MISS T. Murphy III 24' running pullup 3PT,[1630530],1610612740.0,NOP,running pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2026-02-12T01:22:40.1Z,1,REGULAR,rebound,defensive,[],1642066,,,1610612748,4,16,2026-02-12T01:22:43Z,660000,False,,,0,,M. Gardner REBOUND (Off:0 Def:3),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,
68,PT06M13.00S,2026-02-12T01:22:56.0Z,1,REGULAR,3pt,Jump Shot,[],1631170,28.991458607095925,21.07843137254902,1610612748,4,16,2026-02-12T01:23:00Z,670000,False,145.0,220.0,1,left,MISS J. Jaquez Jr. 26' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2026-02-12T01:23:00.0Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,16,2026-02-12T01:23:00Z,680000,False,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,
70,PT05M50.00S,2026-02-12T01:23:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.9060446780552,46.568627450980394,1610612740,6,16,2026-02-12T01:23:25Z,690000,False,-17.0,5.0,1,right,T. Murphy III driving reverse Layup (2 PTS) (B. McGowens 1 AST),"[1630530, 1631121]",1610612740.0,NOP,driving reverse,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,B. McGowens,1631121.0,1.0,,,,,,,,,,,,,,
72,PT05M43.00S,2026-02-12T01:23:25.3Z,1,REGULAR,3pt,Jump Shot,[],1642066,7.703679369250986,3.1862745098039214,1610612748,6,19,2026-02-12T01:23:30Z,710000,False,234.0,20.0,1,left,M. Gardner 3PT  (3 PTS) (J. Jaquez Jr. 1 AST),"[1642066, 1631170]",1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Right Corner 3,24+ Right,23.49,Made,3.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,,,,,
74,PT05M29.00S,2026-02-12T01:23:40.0Z,1,REGULAR,3pt,Jump Shot,[],1630530,71.43561103810775,22.794117647058822,1610612740,6,19,2026-02-12T01:23:44Z,730000,False,-136.0,216.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
75,PT05M26.00S,2026-02-12T01:23:43.0Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,6,19,2026-02-12T01:23:44Z,740000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,
76,PT05M19.00S,2026-02-12T01:23:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,14.668199737187912,62.745098039215684,1610612748,6,19,2026-02-12T01:25:20Z,750000,False,-64.0,85.0,1,left,MISS D. Mitchell 10' step back Shot,[1630558],1610612748.0,MIA,step back,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,10.65,Missed,,,,,,,,,,,,,,,,,,
77,PT05M15.00S,2026-02-12T01:23:54.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,6,19,2026-02-12T01:23:54Z,760000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,
78,PT05M11.00S,2026-02-12T01:24:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1642066,,,1610612740,6,19,2026-02-12T01:24:14Z,770000,False,,,0,,M. Gardner shooting personal FOUL (1 PF) (Queen 2 FT),"[1642066, 1642852]",1610612748.0,MIA,shooting,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2530.0,,,,,,,,,,1.0,0.0,Queen,1642852.0
80,PT05M11.00S,2026-02-12T01:24:28.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642852,,,1610612740,6,19,2026-02-12T01:24:28Z,790000,False,,,0,,MISS D. Queen Free Throw 1 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2026-02-12T01:24:28.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,6,19,2026-02-12T01:24:28Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,
82,PT05M11.00S,2026-02-12T01:24:29.8Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,6,19,2026-02-12T01:24:33Z,810000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2026-02-12T01:24:29.8Z,1,REGULAR,substitution,in,[],1642847,,,1610612740,6,19,2026-02-12T01:24:33Z,820000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
