actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-12-12T01:10:40.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-12T01:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-12T01:10:42.6Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612757,0,0,2025-12-12T01:10:42Z,40000,False,,,0,,Jump Ball K. Murray vs. D. Queen: Tip to D. Avdija,"[1630166, 1631200, 1642852]",1610612757.0,POR,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Murray,1631200.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-12-12T01:10:55.6Z,1,REGULAR,3pt,Jump Shot,[],203924,25.706307490144546,17.647058823529413,1610612757,0,0,2025-12-12T01:11:34Z,70000,False,162.0,189.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-12-12T01:11:02.6Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,0,0,2025-12-12T01:11:34Z,80000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-12-12T01:11:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.9862023653088,50.0,1610612740,2,0,2025-12-12T01:12:16Z,90000,False,0.0,13.0,1,right,H. Jones driving Layup (2 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M23.00S,2025-12-12T01:11:18.4Z,1,REGULAR,foul,personal,[],1630529,,,1610612757,2,0,2025-12-12T01:11:24Z,100000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1630166]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,204058.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
12,PT11M17.00S,2025-12-12T01:11:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,19.267411300919843,43.38235294117647,1610612757,2,0,2025-12-12T01:11:42Z,120000,False,33.0,129.0,1,left,MISS S. Sharpe 13' turnaround fadeaway Shot,[1631101],1610612757.0,POR,turnaround fadeaway,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,13.28,Missed,,,,,,,,,,,,,,,,,,
13,PT11M14.00S,2025-12-12T01:11:40.6Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,2,0,2025-12-12T01:11:42Z,130000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M09.00S,2025-12-12T01:11:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.38042049934296,48.03921568627451,1610612740,4,0,2025-12-12T01:12:03Z,140000,False,-10.0,10.0,1,right,J. Fears reverse Layup (2 PTS),[1642847],1610612740.0,NOP,reverse,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,2.0,,,,,,,,,,,,,
15,PT11M09.00S,2025-12-12T01:11:50.6Z,1,REGULAR,foul,personal,['1freethrow'],1631101,,,1610612740,4,0,2025-12-12T01:12:04Z,150000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Fears 1 FT),"[1631101, 1642847]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,1.0,0.0,Fears,1642847.0,,,,,,,,
17,PT11M09.00S,2025-12-12T01:12:13.5Z,1,REGULAR,freethrow,1 of 1,[],1642847,,,1610612740,5,0,2025-12-12T01:12:13Z,170000,False,,,0,,J. Fears Free Throw 1 of 1 (3 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
18,PT10M56.00S,2025-12-12T01:12:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,7.178055190538765,46.07843137254902,1610612757,5,2,2025-12-12T01:12:32Z,180000,False,20.0,15.0,1,left,S. Sharpe cutting Layup (2 PTS) (T. Camara 1 AST),"[1631101, 1641739]",1610612757.0,POR,cutting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,2.0,,,,,,T. Camara,1641739.0,1.0,,,,,
20,PT10M37.00S,2025-12-12T01:12:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.59198423127464,46.32352941176471,1610612740,7,2,2025-12-12T01:12:51Z,200000,False,-18.0,17.0,1,right,H. Jones cutting Layup (4 PTS) (D. Queen 1 AST),"[1630529, 1642852]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,4.0,,,,,,D. Queen,1642852.0,1.0,,,,,
23,PT10M11.00S,2025-12-12T01:13:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,15.325229960578188,45.83333333333333,1610612757,7,4,2025-12-12T01:13:47Z,230000,False,21.0,92.0,1,left,S. Sharpe 9' Layup (4 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,9.39,Made,,,,,4.0,,,,,,,,,,,,,
25,PT10M11.00S,2025-12-12T01:13:36.1Z,1,REGULAR,foul,personal,['1freethrow'],1642847,,,1610612757,7,4,2025-12-12T01:13:59Z,250000,False,,,0,,J. Fears shooting personal FOUL (1 PF) (Sharpe 1 FT),"[1642847, 1631101]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627964.0,1.0,0.0,Sharpe,1631101.0,,,,,,,,
27,PT10M11.00S,2025-12-12T01:14:00.3Z,1,REGULAR,freethrow,1 of 1,[],1631101,,,1610612757,7,4,2025-12-12T01:14:07Z,270000,False,,,0,,MISS S. Sharpe Free Throw 1 of 1,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT10M06.00S,2025-12-12T01:14:05.3Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,7,4,2025-12-12T01:14:07Z,280000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,
29,PT09M58.00S,2025-12-12T01:14:10.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,11.383048620236531,4.411764705882353,1610612757,7,4,2025-12-12T01:14:15Z,290000,False,228.0,55.0,1,left,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
30,PT09M53.00S,2025-12-12T01:14:15.5Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,7,4,2025-12-12T01:14:15Z,300000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M45.00S,2025-12-12T01:14:28.3Z,1,REGULAR,foul,personal,[],1631101,,,1610612740,7,4,2025-12-12T01:14:33Z,310000,False,,,0,,S. Sharpe personal FOUL (2 PF),"[1631101, 1642847]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,,,,,,,,1628484.0,2.0,0.0,Fears,1642847.0,,,,,,,,
33,PT09M38.00S,2025-12-12T01:14:49.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,92.32917214191852,48.529411764705884,1610612740,9,4,2025-12-12T01:14:55Z,330000,False,-7.0,20.0,1,right,T. Murphy III alley-oop DUNK (2 PTS) (D. Queen 2 AST),"[1630530, 1642852]",1610612740.0,NOP,alley-oop,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,2.0,,,,,,D. Queen,1642852.0,2.0,,,,,
35,PT09M21.00S,2025-12-12T01:15:07.2Z,1,REGULAR,3pt,Jump Shot,[],1631101,26.231931668856767,84.80392156862744,1610612757,9,4,2025-12-12T01:15:56Z,350000,False,-174.0,194.0,1,left,MISS S. Sharpe 26' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,26.07,Missed,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2025-12-12T01:15:10.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,9,4,2025-12-12T01:15:11Z,360000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M04.00S,2025-12-12T01:15:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,92.32917214191852,54.90196078431373,1610612740,9,4,2025-12-12T01:15:28Z,370000,False,25.0,20.0,1,right,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
38,PT09M00.00S,2025-12-12T01:15:27.9Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612740,9,4,2025-12-12T01:15:27Z,380000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
39,PT09M00.00S,2025-12-12T01:15:27.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630180,94.40999984741211,50.0,1610612740,9,4,2025-12-12T01:15:30Z,390000,False,0.0,0.0,1,right,MISS S. Bey tip Layup,[1630180],1610612740.0,NOP,tip,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
40,PT09M00.00S,2025-12-12T01:15:27.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,9,4,2025-12-12T01:15:30Z,400000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M57.00S,2025-12-12T01:15:30.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203924,6.652431011826544,50.98039215686274,1610612757,9,6,2025-12-12T01:15:38Z,410000,False,-5.0,10.0,1,left,J. Grant running DUNK (2 PTS) (D. Avdija 1 AST),"[203924, 1630166]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,2.0,,,,,,D. Avdija,1630166.0,1.0,,,,,
43,PT08M32.00S,2025-12-12T01:15:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,90.75229960578186,46.568627450980394,1610612740,9,6,2025-12-12T01:17:55Z,430000,False,-17.0,34.0,1,right,MISS D. Queen driving Layup,[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
44,PT08M29.00S,2025-12-12T01:15:59.1Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,9,6,2025-12-12T01:16:00Z,440000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M27.00S,2025-12-12T01:16:02.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,7.490144546649145,46.83670343137255,1610612757,9,6,2025-12-12T01:18:51Z,450000,False,16.0,18.0,1,left,MISS D. Avdija running Layup - blocked,"[1630166, 1630529]",1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,Jones,1630529.0,,,
46,PT08M27.00S,2025-12-12T01:16:02.0Z,1,REGULAR,block,,[],1630529,,,1610612757,9,6,2025-12-12T01:16:05Z,460000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M27.00S,2025-12-12T01:16:02.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,9,6,2025-12-12T01:16:08Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,45.0,,,,,,,,,,,,,,,,,
49,PT08M25.00S,2025-12-12T01:16:20.0Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,9,6,2025-12-12T01:19:45Z,490000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1642852]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Queen,1642852.0
50,PT08M25.00S,2025-12-12T01:16:20.0Z,1,REGULAR,steal,,[],1642852,,,1610612740,9,6,2025-12-12T01:16:40Z,500000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
52,PT08M25.00S,2025-12-12T01:16:42.1Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,9,6,2025-12-12T01:16:56Z,520000,False,,,0,,T. Murphy III step out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,step,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627964.0,,,,,,,,,,1.0,,
53,PT08M14.00S,2025-12-12T01:16:57.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,33.459264126149804,62.254901960784316,1610612757,9,6,2025-12-12T01:17:04Z,530000,False,-61.0,262.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
54,PT08M11.00S,2025-12-12T01:17:00.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,9,6,2025-12-12T01:17:04Z,540000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT08M08.00S,2025-12-12T01:17:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,93.77463863337714,49.754901960784316,1610612740,11,6,2025-12-12T01:17:09Z,550000,False,-1.0,6.0,1,right,J. Fears running Layup (5 PTS) (T. Murphy III 1 AST),"[1642847, 1630530]",1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,5.0,,,,,,T. Murphy III,1630530.0,1.0,,,,,
57,PT07M55.00S,2025-12-12T01:17:16.5Z,1,REGULAR,3pt,Jump Shot,[],203924,7.703679369250986,95.09803921568627,1610612757,11,6,2025-12-12T01:17:30Z,570000,False,-225.0,20.0,1,left,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,22.64,Missed,,,,,,,,,,,,,,,,,,
58,PT07M52.00S,2025-12-12T01:17:19.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,11,6,2025-12-12T01:17:30Z,580000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT07M47.00S,2025-12-12T01:17:24.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,80.76544021024968,7.352941176470589,1610612740,11,6,2025-12-12T01:21:04Z,590000,False,-213.0,128.0,1,right,MISS S. Bey 24' running 3PT,[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
