actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT07M01.00S,2026-01-22T01:23:03.4Z,1,REGULAR,freethrow,1 of 1,[],1630180,,,1610612740,12,17,2026-01-22T01:23:03Z,820000,False,,,0,,S. Bey Free Throw 1 of 1 (3 PTS),[1630180],1610612740.0,NOP,,,,,,,,Bey,S. Bey,,,,Made,3.0,,,,,,,,,,,,,,,,
87,PT06M48.00S,2026-01-22T01:23:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,11.383048620236531,49.754901960784316,1610612765,12,17,2026-01-22T01:36:36Z,830000,False,1.0,55.0,1,left,MISS A. Thompson driving floating Shot,[1641709],1610612765.0,DET,driving floating,,,,,,,Thompson,A. Thompson,In The Paint (Non-RA),0-8 Center,5.45,Missed,,,,,,,,,,,,,,,,,
88,PT06M47.00S,2026-01-22T01:23:20.4Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,12,17,2026-01-22T01:36:36Z,840000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,In The Paint (Non-RA),0-8 Center,,,,,,,,,,87.0,3.0,2.0,1.0,,,,,,
89,PT06M47.00S,2026-01-22T01:23:31.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,5.732588699080158,48.529411764705884,1610612765,12,19,2026-01-22T01:37:41Z,850000,False,7.0,1.0,1,left,J. Duren tip DUNK (6 PTS),[1631105],1610612765.0,DET,tip,,,,,,,Duren,J. Duren,Restricted Area,0-8 Center,0.75,Made,6.0,,,,,,,,,,,,,,,,
90,PT06M36.00S,2026-01-22T01:23:36.7Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,12,19,2026-01-22T01:23:53Z,860000,False,,,0,,T. Murphy III lost ball out-of-bounds TURNOVER (4 TO),[1630530],1610612740.0,NOP,lost ball,,,,,,101283.0,Murphy III,T. Murphy III,Mid-Range,8-16 Left,,,,,,,4.0,,,,,,,,,,,,
91,PT06M11.00S,2026-01-22T01:24:07.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641709,5.863994743758213,46.07843137254902,1610612765,12,21,2026-01-22T01:24:14Z,870000,False,20.0,3.0,1,left,A. Thompson cutting Layup (6 PTS) (J. Ivey 1 AST),"[1641709, 1631093]",1610612765.0,DET,cutting,,,,,,,Thompson,A. Thompson,Restricted Area,0-8 Center,1.98,Made,6.0,J. Ivey,1631093.0,1.0,,,,,,,,,,,,,
93,PT05M58.00S,2026-01-22T01:24:20.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,68.54467805519053,68.87254901960785,1610612740,12,21,2026-01-22T01:24:27Z,890000,False,94.0,243.0,1,right,MISS S. Bey 26' pullup 3PT,[1630180],1610612740.0,NOP,pullup,,,,,,,Bey,S. Bey,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,
94,PT05M54.00S,2026-01-22T01:24:24.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,12,21,2026-01-22T01:24:27Z,900000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,,,,,Thompson,A. Thompson,Above the Break 3,24+ Right Center,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,
95,PT05M49.00S,2026-01-22T01:24:29.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,17.427726675427067,94.36274509803921,1610612765,12,24,2026-01-22T01:40:21Z,910000,False,-222.0,111.0,1,left,J. Ivey 24' 3PT running (3 PTS) (A. Thompson 1 AST),"[1631093, 1641709]",1610612765.0,DET,running,,,,,,,Ivey,J. Ivey,Above the Break 3,24+ Left Center,24.82,Made,3.0,A. Thompson,1641709.0,1.0,,,,,,,,,,,,,
97,PT05M29.00S,2026-01-22T01:24:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.38042049934296,52.94117647058824,1610612740,14,24,2026-01-22T01:24:55Z,930000,False,15.0,10.0,1,right,S. Bey cutting Layup (5 PTS) (D. Queen 2 AST),"[1630180, 1642852]",1610612740.0,NOP,cutting,,,,,,,Bey,S. Bey,Restricted Area,0-8 Center,1.76,Made,5.0,D. Queen,1642852.0,2.0,,,,,,,,,,,,,
99,PT05M16.00S,2026-01-22T01:25:02.5Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,14,24,2026-01-22T01:25:08Z,950000,False,,,0,,J. Duren bad pass TURNOVER (2 TO),"[1631105, 1630530]",1610612765.0,DET,,,,,,,,Duren,J. Duren,Above the Break 3,24+ Right Center,,,,,,,2.0,Murphy III,1630530.0,,,,,,,,,,
100,PT05M16.00S,2026-01-22T01:25:02.5Z,1,REGULAR,steal,,[],1630530,,,1610612740,14,24,2026-01-22T01:25:05Z,960000,False,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,,,,,Murphy III,T. Murphy III,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
101,PT05M05.00S,2026-01-22T01:25:13.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,73.9323258869908,88.23529411764706,1610612740,14,24,2026-01-22T01:25:28Z,970000,False,191.0,193.0,1,right,MISS T. Murphy III 27' step back 3PT,[1630530],1610612740.0,NOP,step back,,,,,,,Murphy III,T. Murphy III,Above the Break 3,24+ Right Center,27.13,Missed,,,,,,,,,,,,,,,,,
102,PT05M02.00S,2026-01-22T01:25:16.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,14,24,2026-01-22T01:25:28Z,980000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,101.0,,,,,,,,,
103,PT05M02.00S,2026-01-22T01:25:24.9Z,1,REGULAR,foul,personal,[],1630180,,,1610612765,14,24,2026-01-22T01:25:35Z,990000,False,,,0,,S. Bey loose ball personal FOUL (1 PF),"[1630180, 202699]",1610612740.0,NOP,loose ball,,,,,,1628168.0,Bey,S. Bey,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Harris,202699.0
105,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,out,[],1642847,,,1610612765,14,24,2026-01-22T01:26:03Z,1010000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,
106,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,out,[],1642852,,,1610612765,14,24,2026-01-22T01:26:03Z,1020000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,
107,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,14,24,2026-01-22T01:26:03Z,1030000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,
108,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,out,[],202699,,,1610612765,14,24,2026-01-22T01:26:03Z,1040000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,
109,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612765,14,24,2026-01-22T01:26:03Z,1050000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,
110,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,in,[],1642274,,,1610612765,14,24,2026-01-22T01:26:03Z,1060000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,
111,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,14,24,2026-01-22T01:26:03Z,1070000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,
112,PT05M02.00S,2026-01-22T01:25:34.5Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,14,24,2026-01-22T01:26:03Z,1080000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,
114,PT04M46.00S,2026-01-22T01:26:09.1Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,14,24,2026-01-22T01:26:17Z,1100000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,
115,PT04M46.00S,2026-01-22T01:26:09.1Z,1,REGULAR,substitution,in,[],1631204,,,1610612765,14,24,2026-01-22T01:26:17Z,1110000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,
116,PT04M42.00S,2026-01-22T01:26:35.6Z,1,REGULAR,3pt,Jump Shot,[],1631204,32.40801576872536,43.38235294117647,1610612765,14,24,2026-01-22T01:42:24Z,1120000,False,33.0,252.0,1,left,MISS M. Sasser 25' pullup 3PT,[1631204],1610612765.0,DET,pullup,,,,,,,Sasser,M. Sasser,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,
117,PT04M39.00S,2026-01-22T01:26:38.6Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,14,24,2026-01-22T01:26:42Z,1130000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,,,,,Missi,Y. Missi,Above the Break 3,24+ Center,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,
118,PT04M23.00S,2026-01-22T01:26:55.2Z,1,REGULAR,3pt,Jump Shot,[],1631255,72.7496714848883,80.88235294117648,1610612740,17,24,2026-01-22T01:27:00Z,1140000,False,154.0,204.0,1,right,K. Matković 25' 3PT  (3 PTS) (J. Poole 1 AST),"[1631255, 1629673]",1610612740.0,NOP,,,,,,,,Matković,K. Matković,Above the Break 3,24+ Right Center,25.56,Made,3.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,
120,PT04M02.00S,2026-01-22T01:27:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,15.588042049934298,40.19607843137255,1610612765,17,26,2026-01-22T01:27:22Z,1160000,False,49.0,94.0,1,left,M. Sasser 10' driving floating Jump Shot (2 PTS) (J. Duren 1 AST),"[1631204, 1631105]",1610612765.0,DET,driving floating,,,,,,,Sasser,M. Sasser,In The Paint (Non-RA),8-16 Center,10.6,Made,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,,,,
122,PT03M52.00S,2026-01-22T01:27:28.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,87.46714848883047,48.77450980392157,1610612740,17,26,2026-01-22T01:44:05Z,1180000,False,-6.0,65.0,1,right,MISS S. Bey 6' driving floating Shot,[1630180],1610612740.0,NOP,driving floating,,,,,,,Bey,S. Bey,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,
123,PT03M52.00S,2026-01-22T01:27:28.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,17,26,2026-01-22T01:31:16Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,122.0,,,,,,,,,
126,PT03M52.00S,2026-01-22T01:27:44.5Z,1,REGULAR,substitution,out,[],1630180,,,1610612740,17,26,2026-01-22T01:31:16Z,1220000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,
127,PT03M52.00S,2026-01-22T01:27:44.5Z,1,REGULAR,substitution,in,[],1642877,,,1610612740,17,26,2026-01-22T01:31:16Z,1230000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,
148,PT03M51.00S,2026-01-22T01:27:52.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629673,90.09526938239159,49.01960784313725,1610612740,19,26,2026-01-22T01:45:35Z,1235000,False,-5.0,41.0,1,right,J. Poole driving floating Jump Shot (2 PTS) (M. Peavy 1 AST),"[1629673, 1642877]",1610612740.0,NOP,driving floating,,,,,,,Poole,J. Poole,Restricted Area,0-8 Center,4.09,Made,2.0,M. Peavy,1642877.0,1.0,,,,,,,,,,,,,
128,PT03M39.00S,2026-01-22T01:28:00.1Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,19,26,2026-01-22T01:48:54Z,1240000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1642877]",1610612765.0,DET,,,,,,,,Ivey,J. Ivey,Above the Break 3,24+ Center,,,,,,,1.0,Peavy,1642877.0,,,,,,,,,,
129,PT03M39.00S,2026-01-22T01:28:00.1Z,1,REGULAR,steal,,[],1642877,,,1610612740,19,26,2026-01-22T01:55:07Z,1250000,False,,,0,,M. Peavy STEAL (1 STL),[1642877],1610612740.0,NOP,,,,,,,,Peavy,M. Peavy,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
130,PT03M33.00S,2026-01-22T01:28:06.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629673,73.80091984231275,17.892156862745097,1610612740,19,26,2026-01-22T01:48:47Z,1260000,False,-161.0,194.0,1,right,MISS J. Poole 25' running 3PT,[1629673],1610612740.0,NOP,running,,,,,,,Poole,J. Poole,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,
131,PT03M30.00S,2026-01-22T01:28:09.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,19,26,2026-01-22T01:48:47Z,1270000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,Above the Break 3,24+ Left Center,,,,,,,,,,130.0,4.0,3.0,1.0,,,,,,
132,PT03M26.00S,2026-01-22T01:28:15.8Z,1,REGULAR,foul,personal,[],1631255,,,1610612765,19,26,2026-01-22T01:28:25Z,1280000,False,,,0,,K. Matković personal FOUL (1 PF),"[1631255, 1631105]",1610612740.0,NOP,,,,,,,101283.0,Matković,K. Matković,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,0.0,Duren,1631105.0
134,PT03M17.00S,2026-01-22T01:28:40.3Z,1,REGULAR,3pt,Jump Shot,[],1630191,3.630091984231275,96.32352941176471,1610612765,19,29,2026-01-22T01:28:45Z,1300000,False,-232.0,-18.0,1,left,I. Stewart 3PT  (3 PTS) (M. Sasser 1 AST),"[1630191, 1631204]",1610612765.0,DET,,,,,,,,Stewart,I. Stewart,Left Corner 3,24+ Left,23.23,Made,3.0,M. Sasser,1631204.0,1.0,,,,,,,,,,,,,
136,PT03M05.00S,2026-01-22T01:28:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.9060446780552,53.67647058823529,1610612740,19,29,2026-01-22T01:51:15Z,1320000,False,18.0,5.0,1,right,MISS J. Poole driving finger roll Layup - blocked,"[1629673, 1631105]",1610612740.0,NOP,driving finger roll,,,,,,,Poole,J. Poole,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,Duren,1631105.0,,,,
137,PT03M05.00S,2026-01-22T01:28:55.9Z,1,REGULAR,block,,[],1631105,,,1610612740,19,29,2026-01-22T01:55:24Z,1330000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
138,PT03M03.00S,2026-01-22T01:28:57.9Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,19,29,2026-01-22T01:51:15Z,1340000,False,,,0,,Y. Missi REBOUND (Off:1 Def:1),[1642274],1610612740.0,NOP,,,,,,,,Missi,Y. Missi,Restricted Area,0-8 Center,,,,,,,,,,136.0,2.0,1.0,1.0,,,,,,
139,PT03M00.00S,2026-01-22T01:29:01.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642877,82.86793692509855,5.392156862745098,1610612740,22,29,2026-01-22T01:51:35Z,1350000,False,-223.0,109.0,1,right,M. Peavy 24' 3PT  (3 PTS) (Y. Missi 1 AST),"[1642877, 1642274]",1610612740.0,NOP,,,,,,,,Peavy,M. Peavy,Above the Break 3,24+ Left Center,24.8,Made,3.0,Y. Missi,1642274.0,1.0,,,,,,,,,,,,,
141,PT02M46.00S,2026-01-22T01:29:12.9Z,1,REGULAR,2pt,Jump Shot,[],1631105,23.078186596583443,39.21568627450981,1610612765,22,29,2026-01-22T01:52:08Z,1370000,False,54.0,164.0,1,left,MISS J. Duren 17' Jump Shot,[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,Mid-Range,16-24 Center,17.3,Missed,,,,,,,,,,,,,,,,,
142,PT02M44.00S,2026-01-22T01:29:14.9Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,22,29,2026-01-22T01:52:08Z,1380000,False,,,0,,Y. Missi REBOUND (Off:1 Def:2),[1642274],1610612740.0,NOP,,,,,,,,Missi,Y. Missi,Mid-Range,16-24 Center,,,,,,,,,,141.0,3.0,2.0,1.0,,,,,,
143,PT02M34.00S,2026-01-22T01:29:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,92.06636005256242,39.21568627450981,1610612740,22,29,2026-01-22T01:53:03Z,1390000,False,-54.0,22.0,1,right,MISS T. Murphy III driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,,,,,Murphy III,T. Murphy III,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,
144,PT02M33.00S,2026-01-22T01:29:24.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,22,29,2026-01-22T01:53:03Z,1400000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,In The Paint (Non-RA),0-8 Center,,,,,,,,,,143.0,5.0,4.0,1.0,,,,,,
146,PT02M31.00S,2026-01-22T01:29:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,22,29,2026-01-22T01:29:38Z,1420000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M31.00S,2026-01-22T01:31:57.5Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,22,29,2026-01-22T01:32:18Z,1430000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,
151,PT02M31.00S,2026-01-22T01:31:57.5Z,1,REGULAR,substitution,in,[],202699,,,1610612765,22,29,2026-01-22T01:32:18Z,1440000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,
152,PT02M17.00S,2026-01-22T01:32:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631204,9.017739816031538,50.245098039215684,1610612765,22,29,2026-01-22T01:54:45Z,1450000,False,-1.0,32.0,1,left,MISS M. Sasser driving finger roll Layup - blocked,"[1631204, 1642274]",1610612765.0,DET,driving finger roll,,,,,,,Sasser,M. Sasser,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,Missi,1642274.0,,,,
153,PT02M17.00S,2026-01-22T01:32:41.1Z,1,REGULAR,block,,[],1642274,,,1610612765,22,29,2026-01-22T01:32:43Z,1460000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,,,,,Missi,Y. Missi,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
154,PT02M17.00S,2026-01-22T01:32:41.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,22,29,2026-01-22T01:32:51Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,152.0,,,,,,,,,
156,PT02M16.00S,2026-01-22T01:33:02.2Z,1,REGULAR,turnover,traveling,[],1630191,,,1610612765,22,29,2026-01-22T01:33:13Z,1490000,False,,,0,,I. Stewart traveling TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,,,,101283.0,Stewart,I. Stewart,Mid-Range,16-24 Center,,,,,,,1.0,,,,,,,,,,,,
157,PT02M04.00S,2026-01-22T01:33:22.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642877,94.1688567674113,96.56862745098039,1610612740,25,29,2026-01-22T01:56:27Z,1500000,False,233.0,2.0,1,right,M. Peavy 3PT  (6 PTS) (J. Poole 2 AST),"[1642877, 1629673]",1610612740.0,NOP,,,,,,,,Peavy,M. Peavy,Right Corner 3,24+ Right,23.28,Made,6.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,
159,PT01M41.00S,2026-01-22T01:33:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.440867279894875,52.94117647058824,1610612765,25,29,2026-01-22T01:33:53Z,1520000,False,-15.0,17.0,1,left,MISS T. Harris driving Layup - blocked,"[202699, 1642274]",1610612765.0,DET,driving,,,,,,,Harris,T. Harris,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,Missi,1642274.0,,,,
160,PT01M41.00S,2026-01-22T01:33:45.3Z,1,REGULAR,block,,[],1642274,,,1610612765,25,29,2026-01-22T01:55:40Z,1530000,False,,,0,,Y. Missi BLOCK (2 BLK),[1642274],1610612740.0,NOP,,,,,,,,Missi,Y. Missi,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
161,PT01M38.00S,2026-01-22T01:33:48.3Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,25,29,2026-01-22T01:33:53Z,1540000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,,,,,Murphy III,T. Murphy III,Restricted Area,0-8 Center,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,
163,PT01M37.00S,2026-01-22T01:33:54.6Z,1,REGULAR,substitution,out,[],1631255,,,1610612740,25,29,2026-01-22T01:34:02Z,1560000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,
164,PT01M37.00S,2026-01-22T01:33:54.6Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,25,29,2026-01-22T01:34:02Z,1570000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,
165,PT01M31.00S,2026-01-22T01:34:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,87.86136662286465,50.98039215686274,1610612740,25,29,2026-01-22T01:59:04Z,1580000,False,5.0,62.0,1,right,MISS T. Murphy III 6' pullup Shot,[1630530],1610612740.0,NOP,pullup,,,,,,,Murphy III,T. Murphy III,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,
166,PT01M29.00S,2026-01-22T01:34:21.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,25,29,2026-01-22T01:59:04Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,165.0,,,,,,,,,
168,PT01M22.00S,2026-01-22T01:34:43.3Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,25,29,2026-01-22T01:34:50Z,1610000,False,,,0,,T. Murphy III lost ball TURNOVER (5 TO),"[1630530, 1641842]",1610612740.0,NOP,,,,,,,,Murphy III,T. Murphy III,In The Paint (Non-RA),0-8 Center,,,,,,,5.0,Holland II,1641842.0,,,,,,,,,,
169,PT01M22.00S,2026-01-22T01:34:43.3Z,1,REGULAR,steal,,[],1641842,,,1610612765,25,29,2026-01-22T01:34:48Z,1620000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,,,,,Holland II,R. Holland II,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
170,PT01M05.00S,2026-01-22T01:34:59.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,9.280551905387648,58.08823529411765,1610612765,25,31,2026-01-22T01:35:04Z,1630000,False,-40.0,35.0,1,left,T. Harris turnaround Jump Shot (5 PTS),[202699],1610612765.0,DET,turnaround,,,,,,,Harris,T. Harris,In The Paint (Non-RA),0-8 Center,5.33,Made,5.0,,,,,,,,,,,,,,,,
171,PT00M48.20S,2026-01-22T01:35:17.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,83.26215505913272,94.6078431372549,1610612740,25,31,2026-01-22T02:00:37Z,1640000,False,223.0,105.0,1,right,MISS J. Poole 24' step back 3PT,[1629673],1610612740.0,NOP,step back,,,,,,,Poole,J. Poole,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,
172,PT00M45.80S,2026-01-22T01:35:19.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,25,31,2026-01-22T01:35:26Z,1650000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,,,,,Harris,T. Harris,Above the Break 3,24+ Right Center,,,,,,,,,,171.0,3.0,3.0,0.0,,,,,,
173,PT00M43.00S,2026-01-22T01:35:22.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,24.392247043363994,86.51960784313727,1610612765,25,34,2026-01-22T01:35:34Z,1660000,False,-183.0,177.0,1,left,J. Ivey 25' 3PT running (6 PTS) (M. Sasser 2 AST),"[1631093, 1631204]",1610612765.0,DET,running,,,,,,,Ivey,J. Ivey,Above the Break 3,24+ Left Center,25.42,Made,6.0,M. Sasser,1631204.0,2.0,,,,,,,,,,,,,
175,PT00M31.90S,2026-01-22T01:35:36.6Z,1,REGULAR,3pt,Jump Shot,[],1630530,74.98357424441524,85.04901960784314,1610612740,28,34,2026-01-22T01:35:41Z,1680000,False,175.0,183.0,1,right,T. Murphy III 25' 3PT pullup (4 PTS),[1630530],1610612740.0,NOP,pullup,,,,,,,Murphy III,T. Murphy III,Above the Break 3,24+ Right Center,25.31,Made,4.0,,,,,,,,,,,,,,,,
