actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
380,PT12M00.00S,2025-11-25T02:20:13.1Z,3,REGULAR,substitution,in,['startperiod'],1642274,,,1610612741,74,58,2025-11-25T02:20:37Z,3770000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2025-11-25T02:20:44.2Z,3,REGULAR,period,start,[],0,,,1610612741,74,58,2025-11-25T02:20:44Z,3780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT11M50.00S,2025-11-25T02:20:53.4Z,3,REGULAR,3pt,Jump Shot,[],1629632,33.722076215505915,49.754901960784316,1610612741,74,61,2025-11-25T02:20:58Z,3790000,False,1.0,264.0,1,left,C. White 26' 3PT  (10 PTS) (J. Giddey 2 AST),"[1629632, 1630581]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,Made,,10.0,26.45,,,,,J. Giddey,1630581.0,2.0,,,,
384,PT11M31.00S,2025-11-25T02:21:12.2Z,3,REGULAR,3pt,Jump Shot,[],1630180,80.3712220762155,6.127450980392156,1610612740,74,61,2025-11-25T02:21:17Z,3810000,False,-219.0,132.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.6,,,,,,,,,,,
385,PT11M28.00S,2025-11-25T02:21:15.2Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612741,74,61,2025-11-25T02:21:17Z,3820000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,384.0,,,4.0,4.0,0.0,,,,,,,,
386,PT11M23.00S,2025-11-25T02:21:21.2Z,3,REGULAR,3pt,Jump Shot,[],1630188,28.991458607095925,72.79411764705883,1610612741,74,61,2025-11-25T02:21:59Z,3830000,False,-114.0,220.0,1,left,MISS J. Smith 24' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.78,,,,,,,,,,,
387,PT11M18.00S,2025-11-25T02:21:26.2Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,74,61,2025-11-25T02:21:26Z,3840000,False,,,0,,S. Bey REBOUND (Off:0 Def:5),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,386.0,,,5.0,5.0,0.0,,,,,,,,
388,PT11M08.00S,2025-11-25T02:21:36.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.77463863337714,47.05882352941176,1610612740,74,61,2025-11-25T02:31:57Z,3850000,False,-15.0,6.0,1,right,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.59,,,,,,,,,,,
389,PT10M57.00S,2025-11-25T02:21:47.0Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612740,74,61,2025-11-25T02:21:48Z,3860000,False,,,0,,S. Bey REBOUND (Off:1 Def:5),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,388.0,,,6.0,5.0,1.0,,,,,,,,
390,PT10M57.00S,2025-11-25T02:21:46.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,94.40999984741211,50.0,1610612740,76,61,2025-11-25T02:21:46Z,3870000,False,0.0,0.0,1,right,S. Bey putback Layup (6 PTS),[1630180],1610612740.0,NOP,putback,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,,,,Made,,6.0,0.0,,,,,,,,,,,
391,PT10M51.00S,2025-11-25T02:21:52.4Z,3,REGULAR,3pt,Jump Shot,[],1630172,8.886333771353483,4.166666666666666,1610612741,76,64,2025-11-25T02:21:57Z,3880000,False,229.0,31.0,1,left,P. Williams 3PT  (3 PTS) (J. Giddey 3 AST),"[1630172, 1630581]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,23.13,,,,,J. Giddey,1630581.0,3.0,,,,
393,PT10M30.00S,2025-11-25T02:22:13.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.30026281208936,47.549019607843135,1610612740,78,64,2025-11-25T02:22:18Z,3900000,False,-12.0,1.0,1,right,Z. Williamson driving Layup (19 PTS) (T. Murphy III 2 AST),"[1629627, 1630530]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,19.0,1.23,,,,,T. Murphy III,1630530.0,2.0,,,,
395,PT10M12.00S,2025-11-25T02:22:36.3Z,3,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612741,78,64,2025-11-25T02:22:48Z,3920000,False,,,0,,S. Bey shooting personal FOUL (2 PF) (Giddey 2 FT),"[1630180, 1630581]",1610612740.0,NOP,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Left,201246.0,2.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
397,PT10M12.00S,2025-11-25T02:22:59.1Z,3,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,78,65,2025-11-25T02:22:59Z,3940000,False,,,0,,J. Giddey Free Throw 1 of 2 (12 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
398,PT10M12.00S,2025-11-25T02:23:15.2Z,3,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,78,66,2025-11-25T02:23:15Z,3950000,False,,,0,,J. Giddey Free Throw 2 of 2 (13 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
399,PT09M56.00S,2025-11-25T02:23:35.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.9862023653088,45.09803921568628,1610612740,78,66,2025-11-25T02:23:41Z,3960000,False,-25.0,13.0,1,right,MISS Z. Williamson driving finger roll Layup,[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.79,,,,,,,,,,,
400,PT09M54.00S,2025-11-25T02:23:37.9Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,78,66,2025-11-25T02:23:37Z,3970000,False,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,399.0,,,4.0,4.0,0.0,,,,,,,,
402,PT09M43.00S,2025-11-25T02:24:05.1Z,3,REGULAR,3pt,Jump Shot,[],1630581,23.73521681997372,11.27450980392157,1610612741,78,66,2025-11-25T02:24:37Z,3990000,False,194.0,171.0,1,left,MISS J. Giddey 25' pullup 3PT,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.8,,,,,,,,,,,
403,PT09M37.00S,2025-11-25T02:24:11.1Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,78,66,2025-11-25T02:24:10Z,4000000,False,,,0,,S. Bey REBOUND (Off:1 Def:6),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,402.0,,,7.0,6.0,1.0,,,,,,,,
404,PT09M20.00S,2025-11-25T02:24:27.0Z,3,REGULAR,3pt,Jump Shot,[],1630530,64.86530880420499,45.09803921568628,1610612740,81,66,2025-11-25T02:24:32Z,4010000,False,-25.0,278.0,1,right,T. Murphy III 27' 3PT  (16 PTS) (S. Bey 2 AST),"[1630530, 1630180]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,Made,,16.0,27.89,,,,,S. Bey,1630180.0,2.0,,,,
406,PT09M07.00S,2025-11-25T02:24:39.9Z,3,REGULAR,3pt,Jump Shot,[],1630245,29.6484888304862,68.13725490196079,1610612741,81,69,2025-11-25T02:24:44Z,4030000,False,-91.0,226.0,1,left,A. Dosunmu 24' 3PT  (11 PTS) (J. Giddey 4 AST),"[1630245, 1630581]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,11.0,24.37,,,,,J. Giddey,1630581.0,4.0,,,,
408,PT08M54.00S,2025-11-25T02:24:53.2Z,3,REGULAR,3pt,Jump Shot,[],1630631,95.22010512483574,5.392156862745098,1610612740,81,69,2025-11-25T02:25:02Z,4050000,False,-223.0,-8.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.31,,,,,,,,,,,
409,PT08M52.00S,2025-11-25T02:25:00.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,81,69,2025-11-25T02:25:00Z,4060000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,408.0,,,,,,,,,,,,,
411,PT08M48.00S,2025-11-25T02:25:22.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,75.3777923784494,9.558823529411764,1610612740,81,69,2025-11-25T02:25:28Z,4080000,False,-202.0,179.0,1,right,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.0,,,,,,,,,,,
412,PT08M45.00S,2025-11-25T02:25:25.6Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,81,69,2025-11-25T02:25:28Z,4090000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,411.0,,,3.0,3.0,0.0,,,,,,,,
413,PT08M36.00S,2025-11-25T02:25:35.0Z,3,REGULAR,3pt,Jump Shot,[],1629632,27.94021024967148,18.137254901960784,1610612741,81,72,2025-11-25T02:25:39Z,4100000,False,159.0,210.0,1,left,C. White 26' 3PT  (13 PTS) (P. Williams 2 AST),"[1629632, 1630172]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,13.0,26.37,,,,,P. Williams,1630172.0,2.0,,,,
415,PT08M26.00S,2025-11-25T02:25:52.0Z,3,REGULAR,foul,technical,['1freethrow'],1630188,,,1610612740,81,72,2025-11-25T02:25:58Z,4120000,False,,,0,,J. Smith defensive-3-second technical FOUL (1 Tech),[1630188],1610612741.0,CHI,defensive-3-second,,,Smith,J. Smith,,,,,,,201246.0,2.0,1.0,,,,,,,,,,,,,,,,,
416,PT08M26.00S,2025-11-25T02:26:08.1Z,3,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,81,72,2025-11-25T02:26:08Z,4130000,False,,,0,,MISS T. Murphy III technical Free Throw 1 of 1,[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
417,PT08M26.00S,2025-11-25T02:26:08.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,81,72,2025-11-25T02:26:08Z,4140000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,
418,PT08M16.00S,2025-11-25T02:26:33.2Z,3,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612740,81,72,2025-11-25T02:26:44Z,4150000,False,,,0,,J. Smith shooting personal FOUL (3 PF) (Williamson 2 FT),"[1630188, 1629627]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,3.0,1.0,Williamson,1629627.0,,,,,,,,,,,,,,,
420,PT08M16.00S,2025-11-25T02:27:07.2Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,81,72,2025-11-25T02:27:07Z,4170000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
421,PT08M16.00S,2025-11-25T02:27:07.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,81,72,2025-11-25T02:27:07Z,4180000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,
422,PT08M16.00S,2025-11-25T02:27:32.9Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,82,72,2025-11-25T02:27:32Z,4190000,False,,,0,,Z. Williamson Free Throw 2 of 2 (20 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,20.0,,,,,,,,,,,,
423,PT08M09.00S,2025-11-25T02:27:41.6Z,3,REGULAR,3pt,Jump Shot,[],1629632,36.21879106438896,48.03921568627451,1610612741,82,72,2025-11-25T02:27:46Z,4200000,False,10.0,288.0,1,left,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,28.82,,,,,,,,,,,
424,PT08M06.00S,2025-11-25T02:27:44.6Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,82,72,2025-11-25T02:27:46Z,4210000,False,,,0,,Y. Missi REBOUND (Off:7 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Center,,,,,,,423.0,,,11.0,4.0,7.0,,,,,,,,
425,PT07M58.00S,2025-11-25T02:27:52.3Z,3,REGULAR,3pt,Jump Shot,[],1630631,94.69448094612353,95.34313725490196,1610612740,82,72,2025-11-25T02:27:57Z,4220000,False,227.0,-3.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.67,,,,,,,,,,,
426,PT07M56.00S,2025-11-25T02:27:54.3Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,82,72,2025-11-25T02:27:57Z,4230000,False,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,,,425.0,,,4.0,4.0,0.0,,,,,,,,
427,PT07M52.00S,2025-11-25T02:27:58.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,6.1268068331143235,46.07843137254902,1610612741,82,74,2025-11-25T02:28:05Z,4240000,False,20.0,5.0,1,left,A. Dosunmu running reverse Layup (13 PTS) (C. White 4 AST),"[1630245, 1629632]",1610612741.0,CHI,running reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Made,,13.0,2.03,,,,,C. White,1629632.0,4.0,,,,
429,PT07M52.00S,2025-11-25T02:28:03.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,82,74,2025-11-25T02:28:03Z,4260000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT07M52.00S,2025-11-25T02:29:55.7Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,82,74,2025-11-25T02:30:37Z,4270000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT07M52.00S,2025-11-25T02:29:55.7Z,3,REGULAR,substitution,in,[],1642877,,,1610612740,82,74,2025-11-25T02:30:37Z,4280000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT07M40.00S,2025-11-25T02:31:04.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,88.64980289093299,51.225490196078425,1610612740,84,74,2025-11-25T02:31:10Z,4290000,False,6.0,54.0,1,right,J. Alvarado driving floating Jump Shot (10 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,10.0,5.45,,,,,,,,,,,
434,PT07M34.00S,2025-11-25T02:31:15.5Z,3,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612741,84,74,2025-11-25T02:31:33Z,4310000,False,,,0,,Y. Missi shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[1642274, 1630245]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1628480.0,2.0,0.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,
436,PT07M34.00S,2025-11-25T02:31:39.7Z,3,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,84,75,2025-11-25T02:31:39Z,4330000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (14 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
437,PT07M34.00S,2025-11-25T02:31:40.9Z,3,REGULAR,substitution,out,[],1630631,,,1610612741,84,75,2025-11-25T02:31:47Z,4340000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT07M34.00S,2025-11-25T02:31:40.9Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,84,75,2025-11-25T02:31:47Z,4350000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT07M34.00S,2025-11-25T02:31:40.9Z,3,REGULAR,substitution,in,[],1642847,,,1610612741,84,75,2025-11-25T02:31:47Z,4360000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT07M34.00S,2025-11-25T02:31:40.9Z,3,REGULAR,substitution,in,[],1641824,,,1610612741,84,75,2025-11-25T02:31:47Z,4370000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT07M34.00S,2025-11-25T02:32:00.9Z,3,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,84,76,2025-11-25T02:32:00Z,4380000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (15 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
442,PT07M21.00S,2025-11-25T02:32:15.0Z,3,REGULAR,3pt,Jump Shot,[],1630530,67.88764783180025,67.8921568627451,1610612740,87,76,2025-11-25T02:32:19Z,4390000,False,89.0,249.0,1,right,T. Murphy III 26' 3PT  (19 PTS) (M. Peavy 2 AST),"[1630530, 1642877]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,19.0,26.5,,,,,M. Peavy,1642877.0,2.0,,,,
444,PT07M10.00S,2025-11-25T02:32:25.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,4.812746386333772,53.431372549019606,1610612741,87,78,2025-11-25T02:32:29Z,4410000,False,-17.0,-7.0,1,left,C. White driving Layup (15 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Made,,15.0,1.87,,,,,,,,,,,
445,PT06M56.00S,2025-11-25T02:32:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.77463863337714,54.166666666666664,1610612740,89,78,2025-11-25T02:32:45Z,4420000,False,21.0,6.0,1,right,J. Fears driving Layup (7 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.16,,,,,,,,,,,
447,PT06M42.00S,2025-11-25T02:33:23.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,89,78,2025-11-25T02:36:23Z,4440000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M42.00S,2025-11-25T02:36:19.3Z,3,REGULAR,substitution,out,[],1629632,,,1610612741,89,78,2025-11-25T02:36:35Z,4470000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M42.00S,2025-11-25T02:36:19.3Z,3,REGULAR,substitution,in,[],1630200,,,1610612741,89,78,2025-11-25T02:36:35Z,4480000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M37.00S,2025-11-25T02:36:43.0Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612741,89,78,2025-11-25T02:36:47Z,4490000,False,,,0,,J. Giddey bad pass TURNOVER (4 TO),"[1630581, 1642877]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,4.0,,,,Peavy,1642877.0,,
454,PT06M37.00S,2025-11-25T02:36:43.0Z,3,REGULAR,steal,,[],1642877,,,1610612740,89,78,2025-11-25T02:36:44Z,4500000,False,,,0,,M. Peavy STEAL (3 STL),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
455,PT06M25.00S,2025-11-25T02:36:56.9Z,3,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612740,89,78,2025-11-25T02:37:04Z,4510000,False,,,0,,M. Buzelis shooting personal FOUL (2 PF) (Bey 2 FT),"[1641824, 1630180]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1628480.0,2.0,0.0,Bey,1630180.0,,,,,,,,,,,,,,,
457,PT06M25.00S,2025-11-25T02:37:21.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630180,,,1610612740,89,78,2025-11-25T02:38:13Z,4530000,False,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
458,PT06M25.00S,2025-11-25T02:37:21.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,89,78,2025-11-25T02:38:13Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,457.0,,,,,,,,,,,,,
459,PT06M25.00S,2025-11-25T02:37:31.1Z,3,REGULAR,substitution,out,[],1630245,,,1610612740,89,78,2025-11-25T02:37:36Z,4550000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M25.00S,2025-11-25T02:37:31.1Z,3,REGULAR,substitution,in,[],1628975,,,1610612740,89,78,2025-11-25T02:37:36Z,4560000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT06M25.00S,2025-11-25T02:37:21.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630180,,,1610612740,89,78,2025-11-25T02:38:13Z,4570000,False,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
462,PT06M23.00S,2025-11-25T02:37:23.0Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612741,89,78,2025-11-25T02:38:13Z,4580000,False,,,0,,J. Giddey REBOUND (Off:0 Def:5),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,461.0,,,5.0,5.0,0.0,,,,,,,,
463,PT06M15.00S,2025-11-25T02:38:23.5Z,3,REGULAR,foul,personal,[],1630530,,,1610612741,89,78,2025-11-25T02:38:34Z,4590000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1641824]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,1628480.0,1.0,0.0,Buzelis,1641824.0,,,,,,,,,,,,,,,
465,PT06M09.00S,2025-11-25T02:38:42.0Z,3,REGULAR,3pt,Jump Shot,[],1628975,19.793035479632064,5.88235294117647,1610612741,89,78,2025-11-25T02:38:46Z,4610000,False,221.0,134.0,1,left,MISS J. Carter 25' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.79,,,,,,,,,,,
466,PT06M05.00S,2025-11-25T02:38:46.0Z,3,REGULAR,rebound,defensive,[],1642847,,,1610612740,89,78,2025-11-25T02:38:46Z,4620000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,,,,,,,465.0,,,2.0,2.0,0.0,,,,,,,,
467,PT06M04.00S,2025-11-25T02:38:47.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642877,93.77463863337714,50.73529411764706,1610612740,91,78,2025-11-25T02:38:56Z,4630000,False,4.0,6.0,1,right,M. Peavy running DUNK (6 PTS) (J. Fears 2 AST),"[1642877, 1642847]",1610612740.0,NOP,running,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,0.7,,,,,J. Fears,1642847.0,2.0,,,,
469,PT05M52.00S,2025-11-25T02:38:58.1Z,3,REGULAR,3pt,Jump Shot,[],1630581,35.03613666228647,49.26470588235294,1610612741,91,78,2025-11-25T02:39:02Z,4650000,False,4.0,277.0,1,left,MISS J. Giddey 27' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.68,,,,,,,,,,,
470,PT05M49.00S,2025-11-25T02:39:01.1Z,3,REGULAR,rebound,defensive,[],1642847,,,1610612740,91,78,2025-11-25T02:39:02Z,4660000,False,,,0,,J. Fears REBOUND (Off:0 Def:3),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,,,,469.0,,,3.0,3.0,0.0,,,,,,,,
471,PT05M44.00S,2025-11-25T02:39:11.4Z,3,REGULAR,foul,personal,[],1628975,,,1610612740,91,78,2025-11-25T02:39:20Z,4670000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1630530]",1610612741.0,CHI,,,,Carter,J. Carter,,,,,Mid-Range,8-16 Center,201246.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
