actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-07T01:10:38.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-07T01:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-07T01:10:40.8Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2026-01-07T01:10:40Z,40000,False,,,0,,Jump Ball D. Ayton vs. D. Queen: Tip to L. James,"[2544, 1629028, 1642852]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Ayton,1629028.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-07T01:10:57.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,6.389618922470433,50.49019607843137,1610612747,0,2,2026-01-07T01:11:21Z,70000,False,-2.0,8.0,1,left,L. James cutting DUNK (2 PTS) (D. Ayton 1 AST),"[2544, 1629028]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2026-01-07T01:11:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.62089356110381,50.245098039215684,1610612740,0,2,2026-01-07T01:11:23Z,90000,False,1.0,36.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2026-01-07T01:11:21.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,2,2026-01-07T01:11:21Z,100000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2026-01-07T01:11:25.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629028,7.5722733245729295,48.529411764705884,1610612747,0,4,2026-01-07T01:11:31Z,110000,False,7.0,19.0,1,left,D. Ayton running DUNK (2 PTS) (L. James 1 AST),"[1629028, 2544]",1610612747.0,LAL,running,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.01,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
13,PT10M54.00S,2026-01-07T01:11:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.24901445466492,50.0,1610612740,2,4,2026-01-07T01:11:48Z,130000,False,0.0,11.0,1,right,J. Fears driving Layup (2 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.1,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M34.00S,2026-01-07T01:12:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,9.149145860709593,47.794117647058826,1610612747,2,4,2026-01-07T01:12:35Z,140000,False,11.0,34.0,1,left,MISS D. Ayton driving floating Shot,[1629028],1610612747.0,LAL,driving floating,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
15,PT10M31.00S,2026-01-07T01:12:07.1Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,2,4,2026-01-07T01:12:10Z,150000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M25.00S,2026-01-07T01:12:13.1Z,1,REGULAR,2pt,Jump Shot,[],1642852,73.80091984231275,50.245098039215684,1610612740,2,4,2026-01-07T01:12:17Z,160000,False,1.0,194.0,1,right,MISS D. Queen 19' pullup Shot,[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,Mid-Range,16-24 Center,19.38,Missed,,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2026-01-07T01:12:15.7Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,2,4,2026-01-07T01:12:15Z,170000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M14.00S,2026-01-07T01:12:23.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642847,70.38436268068331,25.245098039215684,1610612740,2,4,2026-01-07T01:12:28Z,180000,False,-124.0,226.0,1,right,MISS J. Fears 25' step back 3PT,[1642847],1610612740.0,NOP,step back,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
19,PT10M11.00S,2026-01-07T01:12:26.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,2,4,2026-01-07T01:12:28Z,190000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT09M50.00S,2026-01-07T01:12:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.623521681997373,52.20588235294118,1610612747,2,4,2026-01-07T01:12:51Z,200000,False,-11.0,29.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
21,PT09M49.00S,2026-01-07T01:12:48.8Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,2,4,2026-01-07T01:12:48Z,210000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,
22,PT09M47.00S,2026-01-07T01:12:50.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,28.728646517739815,22.30392156862745,1610612747,2,4,2026-01-07T01:12:56Z,220000,False,138.0,218.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
23,PT09M42.00S,2026-01-07T01:12:55.4Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,2,4,2026-01-07T01:12:56Z,230000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M38.00S,2026-01-07T01:12:59.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630529,92.59198423127464,96.32352941176471,1610612740,2,4,2026-01-07T01:13:05Z,240000,False,232.0,17.0,1,right,MISS H. Jones running 3PT,[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
