actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
87,PT07M43.00S,2026-01-03T01:21:05.5Z,1,REGULAR,substitution,out,[],1631200,,,1610612740,17,16,2026-01-03T01:23:15Z,860000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT07M43.00S,2026-01-03T01:21:05.5Z,1,REGULAR,substitution,in,[],1631321,,,1610612740,17,16,2026-01-03T01:23:15Z,870000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT07M43.00S,2026-01-03T01:21:05.5Z,1,REGULAR,substitution,in,[],1631126,,,1610612740,17,16,2026-01-03T01:23:15Z,880000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT07M43.00S,2026-01-03T01:23:40.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631121,,,1610612740,18,16,2026-01-03T01:23:40Z,890000,False,,,0,,B. McGowens Free Throw 1 of 2 (7 PTS),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
91,PT07M43.00S,2026-01-03T01:24:01.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631121,,,1610612740,19,16,2026-01-03T01:24:01Z,900000,False,,,0,,B. McGowens Free Throw 2 of 2 (8 PTS),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
92,PT07M29.00S,2026-01-03T01:24:17.8Z,1,REGULAR,3pt,Jump Shot,[],1631321,4.155716162943495,97.79411764705883,1610612757,19,19,2026-01-03T01:24:25Z,910000,False,-239.0,-13.0,1,left,S. Cissoko 3PT  (3 PTS) (T. Camara 2 AST),"[1631321, 1641739]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,23.94,Made,,,,,,,3.0,,,,,,,,,T. Camara,1641739.0,2.0
94,PT07M10.00S,2026-01-03T01:24:37.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,89.43823915900131,51.225490196078425,1610612740,21,19,2026-01-03T01:25:20Z,930000,False,6.0,47.0,1,right,Z. Williamson driving Hook (6 PTS) (Y. Missi 1 AST),"[1629627, 1642274]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,,,,,,,6.0,,,,,,,,,Y. Missi,1642274.0,1.0
96,PT07M10.00S,2026-01-03T01:24:40.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629057,,,1610612740,21,19,2026-01-03T01:24:52Z,950000,False,,,0,,R. Williams III shooting personal FOUL (2 PF) (Williamson 1 FT),"[1629057, 1629627]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,2.0,0.0,Williamson,1629627.0,,,
98,PT07M10.00S,2026-01-03T01:25:05.0Z,1,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,21,19,2026-01-03T01:25:09Z,970000,False,,,0,,MISS Z. Williamson Free Throw 1 of 1,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
99,PT07M07.00S,2026-01-03T01:25:08.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,21,19,2026-01-03T01:25:09Z,980000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,
100,PT06M54.00S,2026-01-03T01:25:19.2Z,1,REGULAR,3pt,Jump Shot,[],1631126,26.231931668856767,82.1078431372549,1610612757,21,22,2026-01-03T01:25:24Z,990000,False,-161.0,194.0,1,left,C. Love 25' 3PT  (3 PTS) (S. Cissoko 1 AST),"[1631126, 1631321]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,,,,3.0,,,,,,,,,S. Cissoko,1631321.0,1.0
103,PT06M38.00S,2026-01-03T01:25:51.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631126,,,1610612740,21,22,2026-01-03T01:26:08Z,1020000,False,,,0,,C. Love shooting personal FOUL (1 PF) (Williamson 2 FT),"[1631126, 1629627]",1610612757.0,POR,shooting,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Williamson,1629627.0,,,
105,PT06M38.00S,2026-01-03T01:26:20.5Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,22,22,2026-01-03T01:26:41Z,1040000,False,,,0,,Z. Williamson Free Throw 1 of 2 (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
106,PT06M38.00S,2026-01-03T01:26:20.5Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,22,22,2026-01-03T01:26:41Z,1050000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
107,PT06M35.00S,2026-01-03T01:26:23.5Z,1,REGULAR,rebound,defensive,[],1631126,,,1610612757,22,22,2026-01-03T01:26:41Z,1060000,False,,,0,,C. Love REBOUND (Off:0 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,
108,PT06M15.00S,2026-01-03T01:26:59.9Z,1,REGULAR,3pt,Jump Shot,[],1631101,5.601182654402102,96.32352941176471,1610612757,22,25,2026-01-03T01:27:05Z,1070000,False,-232.0,0.0,1,left,S. Sharpe 3PT  (7 PTS) (S. Cissoko 2 AST),"[1631101, 1631321]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,7.0,,,,,,,,,S. Cissoko,1631321.0,2.0
110,PT06M04.00S,2026-01-03T01:27:13.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612740,22,25,2026-01-03T01:27:27Z,1090000,False,,,0,,T. Camara personal FOUL (1 PF) (Williamson 2 FT),"[1641739, 1629627]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Williamson,1629627.0,,,
112,PT06M04.00S,2026-01-03T01:27:45.5Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,22,25,2026-01-03T01:27:45Z,1110000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
113,PT06M04.00S,2026-01-03T01:27:45.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,22,25,2026-01-03T01:27:45Z,1120000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,
114,PT06M04.00S,2026-01-03T01:27:47.8Z,1,REGULAR,substitution,out,[],1631121,,,1610612740,22,25,2026-01-03T01:27:52Z,1130000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT06M04.00S,2026-01-03T01:27:47.8Z,1,REGULAR,substitution,out,[],1642274,,,1610612740,22,25,2026-01-03T01:27:52Z,1140000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT06M04.00S,2026-01-03T01:27:47.8Z,1,REGULAR,substitution,in,[],1642877,,,1610612740,22,25,2026-01-03T01:27:52Z,1150000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT06M04.00S,2026-01-03T01:27:47.8Z,1,REGULAR,substitution,in,[],1626172,,,1610612740,22,25,2026-01-03T01:27:52Z,1160000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT06M04.00S,2026-01-03T01:28:11.6Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,23,25,2026-01-03T01:28:11Z,1170000,False,,,0,,Z. Williamson Free Throw 2 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
119,PT05M52.00S,2026-01-03T01:28:25.2Z,1,REGULAR,turnover,bad pass,[],1631126,,,1610612757,23,25,2026-01-03T01:28:29Z,1180000,False,,,0,,C. Love bad pass TURNOVER (1 TO),"[1631126, 1629627]",1610612757.0,POR,,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Williamson,1629627.0,,,,,,,,
120,PT05M52.00S,2026-01-03T01:28:25.2Z,1,REGULAR,steal,,[],1629627,,,1610612740,23,25,2026-01-03T01:28:26Z,1190000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
121,PT05M49.00S,2026-01-03T01:28:28.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642847,92.72339027595268,52.20588235294118,1610612740,25,25,2026-01-03T01:28:33Z,1200000,False,11.0,16.0,1,right,J. Fears running Layup (4 PTS) (M. Peavy 1 AST),"[1642847, 1642877]",1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,4.0,,,,,,,,,M. Peavy,1642877.0,1.0
124,PT05M34.00S,2026-01-03T01:28:59.2Z,1,REGULAR,3pt,Jump Shot,[],1641739,5.863994743758213,94.85294117647058,1610612757,25,25,2026-01-03T01:29:03Z,1230000,False,-224.0,3.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
125,PT05M32.00S,2026-01-03T01:29:01.2Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,25,25,2026-01-03T01:29:03Z,1240000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Left Corner 3,24+ Left,,,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,
126,PT05M29.00S,2026-01-03T01:29:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,8.886333771353483,53.431372549019606,1610612757,25,25,2026-01-03T01:29:54Z,1250000,False,-17.0,31.0,1,left,MISS S. Sharpe cutting Layup,[1631101],1610612757.0,POR,cutting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,,,,,
127,PT05M27.00S,2026-01-03T01:29:06.3Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,25,25,2026-01-03T01:29:08Z,1260000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,126.0,1.0,0.0,1.0,,,,,,,,,,,,
128,PT05M15.00S,2026-01-03T01:29:55.9Z,1,REGULAR,jumpball,recovered,[],1631321,,,1610612757,25,25,2026-01-03T01:29:55Z,1270000,False,,,0,,Jump Ball C. Love vs. M. Peavy: Tip to S. Cissoko,"[1631321, 1631126, 1642877]",1610612757.0,POR,heldball,S. Cissoko,1631321.0,Cissoko,S. Cissoko,Love,1631126.0,Peavy,1642877.0,,,,,,,,,,,,,,,,,,,,,,
131,PT05M11.00S,2026-01-03T01:30:00.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,11.251642575558476,47.05882352941176,1610612757,25,25,2026-01-03T01:30:05Z,1300000,False,15.0,53.0,1,left,MISS R. Williams III cutting DUNK - blocked,"[1629057, 1629627]",1610612757.0,POR,cutting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,Williamson,1629627.0,,,,,,,,,,,,,,,,
132,PT05M11.00S,2026-01-03T01:30:00.7Z,1,REGULAR,block,,[],1629627,,,1610612757,25,25,2026-01-03T01:30:03Z,1310000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT05M07.00S,2026-01-03T01:30:04.7Z,1,REGULAR,rebound,defensive,[],1642877,,,1610612740,25,25,2026-01-03T01:30:05Z,1320000,False,,,0,,M. Peavy REBOUND (Off:0 Def:1),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),0-8 Center,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,
135,PT05M04.00S,2026-01-03T01:30:12.5Z,1,REGULAR,substitution,out,[],1642847,,,1610612740,25,25,2026-01-03T01:30:30Z,1340000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT05M04.00S,2026-01-03T01:30:12.5Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,25,25,2026-01-03T01:30:30Z,1350000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT05M04.00S,2026-01-03T01:30:12.5Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,25,25,2026-01-03T01:30:30Z,1360000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT05M04.00S,2026-01-03T01:30:12.5Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,25,25,2026-01-03T01:30:30Z,1370000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT05M02.00S,2026-01-03T01:30:41.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,84.05059132720105,5.147058823529411,1610612740,25,25,2026-01-03T01:30:49Z,1380000,False,-224.0,97.0,1,right,MISS J. Poole 24' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
140,PT04M59.00S,2026-01-03T01:30:44.9Z,1,REGULAR,rebound,offensive,[],1642877,,,1610612740,25,25,2026-01-03T01:30:44Z,1390000,False,,,0,,M. Peavy REBOUND (Off:1 Def:1),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,,,,,139.0,2.0,1.0,1.0,,,,,,,,,,,,
141,PT04M50.00S,2026-01-03T01:30:53.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642877,86.28449408672799,38.23529411764706,1610612740,25,25,2026-01-03T01:31:51Z,1400000,False,-59.0,76.0,1,right,MISS M. Peavy 9' turnaround fadeaway Shot,[1642877],1610612740.0,NOP,turnaround fadeaway,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Left,9.64,Missed,,,,,,,,,,,,,,,,,,
142,PT04M48.00S,2026-01-03T01:30:55.6Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,25,25,2026-01-03T01:31:00Z,1410000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Left,,,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,
143,PT04M36.00S,2026-01-03T01:31:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,17.559132720105126,55.63725490196079,1610612757,25,25,2026-01-03T01:31:14Z,1420000,False,-28.0,113.0,1,left,MISS S. Sharpe 11' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,11.61,Missed,,,,,,,,,,,,,,,,,,
144,PT04M36.00S,2026-01-03T01:31:07.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,25,25,2026-01-03T01:31:14Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,143.0,,,,,,,,,,,,,,,
145,PT04M36.00S,2026-01-03T01:31:13.6Z,1,REGULAR,foul,personal,[],1626172,,,1610612757,25,25,2026-01-03T01:31:24Z,1440000,False,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 1629057]",1610612740.0,NOP,loose ball,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627539.0,1.0,0.0,Williams III,1629057.0,,,
147,PT04M36.00S,2026-01-03T01:31:23.3Z,1,REGULAR,substitution,out,[],1631321,,,1610612757,25,25,2026-01-03T01:31:32Z,1460000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT04M36.00S,2026-01-03T01:31:23.3Z,1,REGULAR,substitution,in,[],1642905,,,1610612757,25,25,2026-01-03T01:31:32Z,1470000,False,,,0,,SUB in: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT04M28.00S,2026-01-03T01:31:41.4Z,1,REGULAR,turnover,bad pass,[],1642905,,,1610612757,25,25,2026-01-03T01:31:48Z,1480000,False,,,0,,Yang bad pass TURNOVER (1 TO),"[1642905, 1626172]",1610612757.0,POR,,,,Hansen,Yang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Looney,1626172.0,,,,,,,,
150,PT04M28.00S,2026-01-03T01:31:41.4Z,1,REGULAR,steal,,[],1626172,,,1610612740,25,25,2026-01-03T01:31:48Z,1490000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
151,PT04M18.00S,2026-01-03T01:31:51.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631255,96.27135348226018,95.83333333333334,1610612740,28,25,2026-01-03T01:31:57Z,1500000,False,229.0,-17.0,1,right,K. Matković 3PT running (3 PTS) (J. Poole 1 AST),"[1631255, 1629673]",1610612740.0,NOP,running,,,Matković,K. Matković,,,,,Right Corner 3,24+ Right,22.99,Made,,,,,,,3.0,,,,,,,,,J. Poole,1629673.0,1.0
153,PT04M01.00S,2026-01-03T01:32:08.7Z,1,REGULAR,3pt,Jump Shot,[],1631126,31.09395532194481,74.01960784313727,1610612757,28,25,2026-01-03T01:32:14Z,1520000,False,-120.0,240.0,1,left,MISS C. Love 26' step back 3PT,[1631126],1610612757.0,POR,step back,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,26.82,Missed,,,,,,,,,,,,,,,,,,
154,PT03M59.00S,2026-01-03T01:32:10.7Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,28,25,2026-01-03T01:32:14Z,1530000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,
155,PT03M53.00S,2026-01-03T01:32:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629673,66.17936925098554,60.78431372549019,1610612740,28,25,2026-01-03T01:36:08Z,1540000,False,54.0,265.0,1,right,MISS J. Poole 27' pullup 3PT,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
156,PT03M50.00S,2026-01-03T01:32:20.0Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612740,28,25,2026-01-03T01:32:20Z,1550000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,155.0,1.0,0.0,1.0,,,,,,,,,,,,
157,PT03M47.00S,2026-01-03T01:32:22.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642877,89.56964520367937,3.1862745098039214,1610612740,28,25,2026-01-03T01:32:27Z,1560000,False,-234.0,46.0,1,right,MISS M. Peavy 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Left Corner 3,24+ Left,23.85,Missed,,,,,,,,,,,,,,,,,,
158,PT03M45.00S,2026-01-03T01:32:24.1Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,28,25,2026-01-03T01:32:27Z,1570000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,,,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,
159,PT03M45.00S,2026-01-03T01:32:31.9Z,1,REGULAR,foul,personal,[],1631255,,,1610612757,28,25,2026-01-03T01:32:40Z,1580000,False,,,0,,K. Matković personal FOUL (1 PF),"[1631255, 1631101]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1627539.0,1.0,0.0,Sharpe,1631101.0,,,
161,PT03M33.00S,2026-01-03T01:32:54.4Z,1,REGULAR,3pt,Jump Shot,[],1642905,9.017739816031538,96.56862745098039,1610612757,28,25,2026-01-03T01:32:58Z,1600000,False,-233.0,32.0,1,left,MISS Yang 3PT,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
162,PT03M30.00S,2026-01-03T01:32:57.4Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,28,25,2026-01-03T01:32:58Z,1610000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,
163,PT03M17.00S,2026-01-03T01:33:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,90.22667542706965,48.529411764705884,1610612740,28,25,2026-01-03T01:33:15Z,1620000,False,-7.0,39.0,1,right,MISS J. Poole driving Layup,[1629673],1610612740.0,NOP,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,,,
165,PT03M14.00S,2026-01-03T01:33:13.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,28,25,2026-01-03T01:33:15Z,1640000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,
166,PT03M05.00S,2026-01-03T01:33:22.5Z,1,REGULAR,turnover,bad pass,[],1641739,,,1610612757,28,25,2026-01-03T01:33:29Z,1650000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 1631255]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,Matković,1631255.0,,,,,,,,
167,PT03M05.00S,2026-01-03T01:33:22.5Z,1,REGULAR,steal,,[],1631255,,,1610612740,28,25,2026-01-03T01:33:24Z,1660000,False,,,0,,K. Matković STEAL (1 STL),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
168,PT03M01.00S,2026-01-03T01:33:26.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631255,93.24901445466492,49.26470588235294,1610612740,30,25,2026-01-03T01:33:34Z,1670000,False,-4.0,11.0,1,right,K. Matković running DUNK (5 PTS) (J. Poole 2 AST),"[1631255, 1629673]",1610612740.0,NOP,running,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,5.0,,,,,,,,,J. Poole,1629673.0,2.0
170,PT03M01.00S,2026-01-03T01:33:37.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,30,25,2026-01-03T01:33:37Z,1690000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT03M01.00S,2026-01-03T01:34:50.4Z,1,REGULAR,substitution,out,[],1629673,,,1610612757,30,25,2026-01-03T01:36:08Z,1700000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT03M01.00S,2026-01-03T01:34:50.4Z,1,REGULAR,substitution,out,[],1631126,,,1610612757,30,25,2026-01-03T01:36:08Z,1710000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT03M01.00S,2026-01-03T01:34:50.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,30,25,2026-01-03T01:36:08Z,1720000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT03M01.00S,2026-01-03T01:34:50.4Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,30,25,2026-01-03T01:36:08Z,1730000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT03M01.00S,2026-01-03T01:34:50.4Z,1,REGULAR,substitution,out,[],1629057,,,1610612757,30,25,2026-01-03T01:36:08Z,1740000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT03M01.00S,2026-01-03T01:34:50.4Z,1,REGULAR,substitution,out,[],1642905,,,1610612757,30,25,2026-01-03T01:36:08Z,1750000,False,,,0,,SUB out: Yang,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,,,,,,,,,,,,,,,,,,,,,,
