actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
627,PT05M56.00S,2025-10-25T02:11:44.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,93.38042049934296,47.30392156862745,1610612759,94,98,2025-10-25T02:11:49Z,6190000,False,-13.0,10.0,1,right,H. Barnes driving Layup (5 PTS),[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.66,Made,5.0,,,,,,,,,,,,,,,,,
628,PT05M44.00S,2025-10-25T02:11:56.8Z,4,REGULAR,3pt,Jump Shot,[],1630529,29.38567674113009,24.754901960784316,1610612740,94,98,2025-10-25T02:12:01Z,6200000,False,126.0,224.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
629,PT05M41.00S,2025-10-25T02:11:59.8Z,4,REGULAR,rebound,defensive,[],1630577,,,1610612759,94,98,2025-10-25T02:12:01Z,6210000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:5),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,628.0,5.0,5.0,0.0,,,,,,,,
630,PT05M30.00S,2025-10-25T02:12:11.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,93.51182654402102,60.5392156862745,1610612759,94,98,2025-10-25T02:12:27Z,6220000,False,53.0,8.0,1,right,MISS H. Barnes driving Layup,[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
631,PT05M29.00S,2025-10-25T02:12:12.9Z,4,REGULAR,rebound,offensive,[],1630577,,,1610612759,94,98,2025-10-25T02:12:27Z,6230000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:5),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,630.0,6.0,5.0,1.0,,,,,,,,
632,PT05M28.00S,2025-10-25T02:12:16.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630577,94.40999984741211,50.0,1610612759,94,100,2025-10-25T02:12:16Z,6240000,False,0.0,0.0,1,right,J. Champagnie putback Layup (4 PTS),[1630577],1610612759.0,SAS,putback,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
633,PT05M28.00S,2025-10-25T02:12:21.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,94,100,2025-10-25T02:12:21Z,6250000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT05M28.00S,2025-10-25T02:14:46.1Z,4,REGULAR,substitution,out,[],1642847,,,1610612740,94,100,2025-10-25T02:14:59Z,6260000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M28.00S,2025-10-25T02:14:46.1Z,4,REGULAR,substitution,in,[],1642852,,,1610612740,94,100,2025-10-25T02:14:59Z,6270000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M07.00S,2025-10-25T02:15:26.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.075558475689881,46.07843137254902,1610612740,94,100,2025-10-25T02:15:34Z,6280000,False,20.0,-5.0,1,left,MISS H. Jones cutting Layup,[1630529],1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
637,PT05M05.00S,2025-10-25T02:15:28.8Z,4,REGULAR,rebound,offensive,[],1630529,,,1610612740,94,100,2025-10-25T02:15:34Z,6290000,False,,,0,,H. Jones REBOUND (Off:2 Def:5),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,636.0,7.0,5.0,2.0,,,,,,,,
638,PT05M03.00S,2025-10-25T02:15:31.7Z,4,REGULAR,turnover,bad pass,[],1630529,,,1610612740,94,100,2025-10-25T02:15:37Z,6300000,False,,,0,,H. Jones bad pass TURNOVER (2 TO),"[1630529, 203084]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Barnes,203084.0
639,PT05M03.00S,2025-10-25T02:15:31.7Z,4,REGULAR,steal,,[],203084,,,1610612759,94,100,2025-10-25T02:15:33Z,6310000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
640,PT05M01.00S,2025-10-25T02:15:39.9Z,4,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,94,100,2025-10-25T02:41:16Z,6320000,False,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (3 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,1629177.0,,,,,,,,,,,,,,3.0,,
641,PT04M50.00S,2025-10-25T02:16:03.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642852,5.863994743758213,46.32352941176471,1610612740,96,100,2025-10-25T02:16:08Z,6330000,False,18.0,3.0,1,left,D. Queen cutting Layup (14 PTS) (J. Poole 3 AST),"[1642852, 1629673]",1610612740.0,NOP,cutting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,1.86,Made,14.0,,,,,,,,,,J. Poole,1629673.0,3.0,,,,,
643,PT04M27.00S,2025-10-25T02:16:26.3Z,4,REGULAR,turnover,lost ball,[],1630170,,,1610612759,96,100,2025-10-25T02:16:37Z,6350000,False,,,0,,D. Vassell lost ball TURNOVER (4 TO),"[1630170, 1630530]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,4.0,Murphy III,1630530.0
645,PT04M27.00S,2025-10-25T02:16:26.3Z,4,REGULAR,steal,,[],1630530,,,1610612740,96,100,2025-10-25T02:16:37Z,6355000,False,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
644,PT04M17.00S,2025-10-25T02:16:35.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,28.203022339027594,83.33333333333334,1610612740,96,100,2025-10-25T02:16:42Z,6360000,False,-167.0,213.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
646,PT04M11.00S,2025-10-25T02:16:41.7Z,4,REGULAR,rebound,defensive,[],1642844,,,1610612759,96,100,2025-10-25T02:16:41Z,6370000,False,,,0,,D. Harper REBOUND (Off:0 Def:4),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,644.0,4.0,4.0,0.0,,,,,,,,
647,PT04M05.00S,2025-10-25T02:16:47.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,94.30026281208936,54.166666666666664,1610612759,96,100,2025-10-25T02:16:52Z,6380000,False,21.0,1.0,1,right,MISS D. Harper driving Layup - blocked,"[1642844, 1642852]",1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,Queen,1642852.0,,,
648,PT04M05.00S,2025-10-25T02:16:47.7Z,4,REGULAR,block,,[],1642852,,,1610612759,96,100,2025-10-25T02:16:50Z,6390000,False,,,0,,D. Queen BLOCK (2 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
649,PT04M02.00S,2025-10-25T02:16:50.7Z,4,REGULAR,rebound,defensive,[],1642852,,,1610612740,96,100,2025-10-25T02:16:52Z,6400000,False,,,0,,D. Queen REBOUND (Off:1 Def:5),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,647.0,6.0,5.0,1.0,,,,,,,,
650,PT03M55.00S,2025-10-25T02:16:57.5Z,4,REGULAR,2pt,Jump Shot,[],1630530,13.354139290407357,27.205882352941174,1610612740,98,100,2025-10-25T02:17:03Z,6410000,False,114.0,73.0,1,left,T. Murphy III 13' driving floating bank Jump Shot (22 PTS),[1630530],1610612740.0,NOP,driving floating bank,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,13.54,Made,22.0,,,,,,,,,,,,,,,,,
652,PT03M35.00S,2025-10-25T02:17:17.7Z,4,REGULAR,3pt,Jump Shot,[],1642844,75.50919842312747,13.970588235294118,1610612759,98,100,2025-10-25T02:17:25Z,6430000,False,-180.0,178.0,1,right,MISS D. Harper 25' 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
653,PT03M29.00S,2025-10-25T02:17:23.7Z,4,REGULAR,rebound,offensive,[],1630170,,,1610612759,98,100,2025-10-25T02:17:25Z,6440000,False,,,0,,D. Vassell REBOUND (Off:1 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,652.0,4.0,3.0,1.0,,,,,,,,
654,PT03M24.00S,2025-10-25T02:17:28.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,73.40670170827858,84.06862745098039,1610612759,98,100,2025-10-25T02:17:39Z,6450000,False,170.0,197.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
655,PT03M23.00S,2025-10-25T02:17:29.9Z,4,REGULAR,rebound,offensive,[],1642844,,,1610612759,98,100,2025-10-25T02:54:13Z,6460000,False,,,0,,D. Harper REBOUND (Off:1 Def:4),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,,,,,654.0,5.0,4.0,1.0,,,,,,,,
656,PT03M20.00S,2025-10-25T02:17:40.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642852,,,1610612759,98,100,2025-10-25T02:18:02Z,6470000,False,,,0,,D. Queen shooting personal FOUL (4 PF) (Harper 2 FT),"[1642852, 1642844]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,1629177.0,4.0,0.0,Harper,1642844.0,,,,,,,,,,,,
658,PT03M20.00S,2025-10-25T02:18:03.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1642844,,,1610612759,98,101,2025-10-25T02:18:03Z,6490000,False,,,0,,D. Harper Free Throw 1 of 2 (12 PTS),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
659,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,out,[],1630529,,,1610612759,98,101,2025-10-25T02:18:19Z,6500000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,out,[],1630180,,,1610612759,98,101,2025-10-25T02:18:19Z,6510000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,out,[],1630577,,,1610612759,98,101,2025-10-25T02:18:19Z,6520000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,out,[],203084,,,1610612759,98,101,2025-10-25T02:18:19Z,6530000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,in,[],1629627,,,1610612759,98,101,2025-10-25T02:18:19Z,6540000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,in,[],1642847,,,1610612759,98,101,2025-10-25T02:18:19Z,6550000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,in,[],1641705,,,1610612759,98,101,2025-10-25T02:18:19Z,6560000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT03M20.00S,2025-10-25T02:18:06.5Z,4,REGULAR,substitution,in,[],1642264,,,1610612759,98,101,2025-10-25T02:18:19Z,6570000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT03M20.00S,2025-10-25T02:18:33.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1642844,,,1610612759,98,102,2025-10-25T02:18:33Z,6580000,False,,,0,,D. Harper Free Throw 2 of 2 (13 PTS),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
668,PT02M58.00S,2025-10-25T02:18:57.3Z,4,REGULAR,3pt,Jump Shot,[],1642852,24.78646517739816,12.009803921568627,1610612740,98,102,2025-10-25T02:19:04Z,6590000,False,190.0,180.0,1,left,MISS D. Queen 26' 3PT,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
669,PT02M55.00S,2025-10-25T02:19:00.3Z,4,REGULAR,rebound,offensive,[],1629627,,,1610612740,98,102,2025-10-25T02:19:04Z,6600000,False,,,0,,Z. Williamson REBOUND (Off:5 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,668.0,10.0,5.0,5.0,,,,,,,,
676,PT02M55.00S,2025-10-25T02:19:00.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,98,102,2025-10-25T02:21:06Z,6605000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,,,,,,,,,,,,,,,,
671,PT02M38.00S,2025-10-25T02:19:16.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641705,91.93495400788436,50.49019607843137,1610612759,98,104,2025-10-25T02:21:09Z,6620000,False,2.0,23.0,1,right,V. Wembanyama alley-oop Layup (27 PTS) (S. Castle 5 AST),"[1641705, 1642264]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.34,Made,27.0,,,,,,,,,,S. Castle,1642264.0,5.0,,,,,
673,PT02M25.00S,2025-10-25T02:19:33.1Z,4,REGULAR,foul,personal,[],1641705,,,1610612740,98,104,2025-10-25T02:19:38Z,6640000,False,,,0,,V. Wembanyama personal FOUL (4 PF),"[1641705, 1629627]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,4.0,0.0,Williamson,1629627.0,,,,,,,,,,,,
677,PT02M25.00S,2025-10-25T02:21:20.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,98,104,2025-10-25T02:21:20Z,6670000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT02M12.00S,2025-10-25T02:22:59.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642852,14.799605781865965,52.20588235294118,1610612740,98,104,2025-10-25T02:36:44Z,6710000,False,-11.0,87.0,1,left,MISS D. Queen 8' Hook,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,,,,,,,,,,,,,,,,,,
682,PT02M10.00S,2025-10-25T02:23:01.0Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,98,104,2025-10-25T02:23:04Z,6720000,False,,,0,,V. Wembanyama REBOUND (Off:3 Def:8),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,681.0,11.0,8.0,3.0,,,,,,,,
683,PT02M03.00S,2025-10-25T02:23:08.7Z,4,REGULAR,turnover,bad pass,[],1642844,,,1610612759,98,104,2025-10-25T02:23:13Z,6730000,False,,,0,,D. Harper bad pass TURNOVER (3 TO),"[1642844, 1642847]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,3.0,Fears,1642847.0
684,PT02M03.00S,2025-10-25T02:23:08.7Z,4,REGULAR,steal,,[],1642847,,,1610612740,98,104,2025-10-25T02:24:01Z,6740000,False,,,0,,J. Fears STEAL (2 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
685,PT02M01.00S,2025-10-25T02:23:15.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642844,,,1610612740,98,104,2025-10-25T02:23:24Z,6750000,False,,,0,,D. Harper shooting personal FOUL (5 PF) (Fears 2 FT),"[1642844, 1642847]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,1629177.0,5.0,0.0,Fears,1642847.0,,,,,,,,,,,,
687,PT02M01.00S,2025-10-25T02:23:41.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642847,,,1610612740,99,104,2025-10-25T02:23:41Z,6770000,False,,,0,,J. Fears Free Throw 1 of 2 (10 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
688,PT02M01.00S,2025-10-25T02:23:56.4Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642847,,,1610612740,100,104,2025-10-25T02:23:56Z,6780000,False,,,0,,J. Fears Free Throw 2 of 2 (11 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
689,PT01M40.00S,2025-10-25T02:24:18.3Z,4,REGULAR,3pt,Jump Shot,[],1642264,92.9862023653088,95.83333333333334,1610612759,100,104,2025-10-25T02:24:27Z,6790000,False,229.0,13.0,1,right,MISS S. Castle 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
690,PT01M35.00S,2025-10-25T02:24:23.3Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612759,100,104,2025-10-25T02:24:27Z,6800000,False,,,0,,L. Kornet REBOUND (Off:8 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,,,,,,,689.0,11.0,3.0,8.0,,,,,,,,
691,PT01M35.00S,2025-10-25T02:24:23.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.40999984741211,50.0,1610612759,100,104,2025-10-25T02:24:23Z,6810000,False,0.0,0.0,1,right,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
692,PT01M34.00S,2025-10-25T02:24:23.8Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612759,100,104,2025-10-25T02:24:23Z,6820000,False,,,0,,L. Kornet REBOUND (Off:9 Def:3),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,,,,,,691.0,12.0,3.0,9.0,,,,,,,,
693,PT01M33.00S,2025-10-25T02:24:25.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,71.56701708278581,19.11764705882353,1610612759,100,104,2025-10-25T02:24:29Z,6830000,False,-154.0,215.0,1,right,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
694,PT01M33.00S,2025-10-25T02:24:25.0Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612740,100,104,2025-10-25T02:24:29Z,6840000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,693.0,2.0,2.0,0.0,,,,,,,,
695,PT01M26.00S,2025-10-25T02:24:32.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629673,10.33180026281209,54.90196078431373,1610612740,102,104,2025-10-25T02:24:44Z,6850000,False,-25.0,45.0,1,left,J. Poole running Jump Shot (19 PTS),[1629673],1610612740.0,NOP,running,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,19.0,,,,,,,,,,,,,,,,,
696,PT01M14.00S,2025-10-25T02:24:49.8Z,4,REGULAR,turnover,bad pass,[],1642264,,,1610612759,102,104,2025-10-25T03:09:16Z,6860000,False,,,0,,S. Castle bad pass TURNOVER (5 TO),"[1642264, 1629627]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,5.0,Williamson,1629627.0
697,PT01M14.00S,2025-10-25T02:24:49.8Z,4,REGULAR,steal,,[],1629627,,,1610612740,102,104,2025-10-25T02:24:54Z,6870000,False,,,0,,Z. Williamson STEAL (3 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
701,PT01M10.00S,2025-10-25T02:24:59.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,6.1268068331143235,52.450980392156865,1610612740,102,104,2025-10-25T03:20:17Z,6880000,False,-12.0,5.0,1,left,MISS Z. Williamson running Layup,[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
702,PT01M09.00S,2025-10-25T02:25:00.5Z,4,REGULAR,rebound,offensive,[],1629673,,,1610612740,102,104,2025-10-25T03:10:12Z,6885000,False,,,0,,J. Poole REBOUND (Off:1 Def:2),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,701.0,3.0,2.0,1.0,,,,,,,,
704,PT01M08.00S,2025-10-25T02:25:04.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1629673,5.601182654402102,47.549019607843135,1610612740,102,104,2025-10-25T03:20:09Z,6887500,False,12.0,0.0,1,left,MISS J. Poole tip Layup,[1629673],1610612740.0,NOP,tip,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
705,PT01M08.00S,2025-10-25T02:25:04.3Z,4,REGULAR,rebound,offensive,[],1630530,,,1610612740,102,104,2025-10-25T03:10:30Z,6888750,False,,,0,,T. Murphy III REBOUND (Off:2 Def:6),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,704.0,8.0,6.0,2.0,,,,,,,,
699,PT01M07.00S,2025-10-25T02:25:09.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance', 'fastbreak']",1630530,6.044678055190539,48.89705882352941,1610612740,104,104,2025-10-25T03:20:05Z,6894375,False,6.0,4.0,1,left,T. Murphy III tip DUNK (24 PTS),[1630530],1610612740.0,NOP,tip,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.7,Made,24.0,,,,,,,,,,,,,,,,,
700,PT00M50.70S,2025-10-25T02:25:19.4Z,4,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,104,104,2025-10-25T02:25:25Z,6900000,False,,,0,,S. Castle bad pass out-of-bounds TURNOVER (6 TO),[1642264],1610612759.0,SAS,bad pass,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,,,,1629177.0,,,,,,,,,,,,,,6.0,,
703,PT00M32.20S,2025-10-25T02:26:04.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629627,15.325229960578188,42.64705882352941,1610612740,106,104,2025-10-25T02:26:21Z,6910000,False,37.0,92.0,1,left,Z. Williamson 9' pullup Jump Shot (22 PTS),[1629627],1610612740.0,NOP,pullup,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,22.0,,,,,,,,,,,,,,,,,
706,PT00M31.50S,2025-10-25T02:26:13.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,106,104,2025-10-25T02:26:13Z,6920000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT00M31.50S,2025-10-25T02:27:10.2Z,4,REGULAR,substitution,out,[],1629673,,,1610612759,106,104,2025-10-25T02:27:38Z,6930000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
708,PT00M31.50S,2025-10-25T02:27:10.2Z,4,REGULAR,substitution,out,[],1642844,,,1610612759,106,104,2025-10-25T02:27:38Z,6940000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT00M31.50S,2025-10-25T02:27:10.2Z,4,REGULAR,substitution,in,[],1630529,,,1610612759,106,104,2025-10-25T02:27:38Z,6950000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
