actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-10T01:10:24.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-10T01:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M51.00S,2026-02-10T01:10:32.2Z,1,REGULAR,jumpball,recovered,[],1630173,,,1610612758,0,0,2026-02-10T01:10:32Z,40000,False,,,0,,Jump Ball M. Raynaud vs. D. Queen: Tip to P. Achiuwa,"[1630173, 1642875, 1642852]",1610612758.0,SAC,startperiod,P. Achiuwa,1630173.0,Achiuwa,P. Achiuwa,Raynaud,1642875.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M32.00S,2026-02-10T01:10:51.2Z,1,REGULAR,2pt,Jump Shot,[],201942,4.681340341655716,91.66666666666666,1610612758,0,2,2026-02-10T01:10:56Z,70000,False,-208.0,-8.0,1,left,D. DeRozan 20' Jump Shot (2 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,20.85,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M16.00S,2026-02-10T01:11:08.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,87.86136662286465,44.85294117647059,1610612740,0,2,2026-02-10T01:12:41Z,80000,False,-26.0,62.0,1,right,MISS Z. Williamson 6' driving Hook,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
9,PT11M14.00S,2026-02-10T01:11:10.3Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,0,2,2026-02-10T01:11:12Z,90000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M08.00S,2026-02-10T01:11:16.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,8.623521681997373,64.4607843137255,1610612758,0,2,2026-02-10T01:11:22Z,100000,False,-72.0,29.0,1,left,MISS R. Westbrook 7' step back Shot,[201566],1610612758.0,SAC,step back,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,,,,,,
11,PT11M02.00S,2026-02-10T01:11:21.4Z,1,REGULAR,rebound,offensive,[],1642363,,,1610612758,0,2,2026-02-10T01:11:21Z,110000,False,,,0,,N. Clifford REBOUND (Off:1 Def:0),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,
12,PT10M59.00S,2026-02-10T01:11:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612758,0,2,2026-02-10T01:11:38Z,120000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Clifford 2 FT),"[1630180, 1642363]",1610612740.0,NOP,shooting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,1.0,0.0,Clifford,1642363.0,,,,,,,,
14,PT10M59.00S,2026-02-10T01:12:00.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642363,,,1610612758,0,2,2026-02-10T01:12:00Z,140000,False,,,0,,MISS N. Clifford Free Throw 1 of 2,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2026-02-10T01:12:00.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,0,2,2026-02-10T01:12:00Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,
