actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-14T01:10:27.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-14T01:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2026-01-14T01:10:33.2Z,1,REGULAR,jumpball,recovered,[],1629618,,,1610612743,0,0,2026-01-14T01:10:33Z,40000,False,,,0,,Jump Ball A. Gordon vs. D. Queen: Tip to J. Pickett,"[1629618, 203932, 1642852]",1610612743.0,DEN,startperiod,J. Pickett,1629618.0,Pickett,J. Pickett,Gordon,203932.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-01-14T01:10:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.24901445466492,45.34313725490196,1610612743,0,2,2026-01-14T01:11:04Z,70000,False,-23.0,11.0,1,right,J. Murray driving finger roll Layup (2 PTS) (J. Pickett 1 AST),"[1627750, 1629618]",1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.58,Made,2.0,J. Pickett,1629618.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-01-14T01:10:54.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,5.732588699080158,50.49019607843137,1610612740,2,2,2026-01-14T01:10:59Z,90000,False,-2.0,1.0,1,left,T. Murphy III alley-oop DUNK (2 PTS) (D. Queen 1 AST),"[1630530, 1642852]",1610612740.0,NOP,alley-oop,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,D. Queen,1642852.0,1.0,,,,,,,,,,,,,,
11,PT11M11.00S,2026-01-14T01:11:15.0Z,1,REGULAR,2pt,Jump Shot,[],203932,87.20433639947439,25.98039215686275,1610612743,2,4,2026-01-14T01:11:27Z,110000,False,-120.0,68.0,1,right,A. Gordon 13' turnaround bank Jump Shot (2 PTS),[203932],1610612743.0,DEN,turnaround bank,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,13.79,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2026-01-14T01:11:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,10.726018396846255,46.568627450980394,1610612740,2,4,2026-01-14T01:11:40Z,120000,False,17.0,48.0,1,left,MISS D. Queen driving Layup - blocked,"[1642852, 1642461]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,Jones,1642461.0,,,,,,,,,,,,
13,PT10M55.00S,2026-01-14T01:11:31.6Z,1,REGULAR,block,,[],1642461,,,1610612740,2,4,2026-01-14T01:11:39Z,130000,False,,,0,,S. Jones BLOCK (1 BLK),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2026-01-14T01:11:32.6Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,2,4,2026-01-14T01:13:11Z,140000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
15,PT10M44.00S,2026-01-14T01:11:51.0Z,1,REGULAR,foul,technical,['1freethrow'],1642852,,,1610612743,2,4,2026-01-14T01:12:00Z,150000,False,,,0,,D. Queen defensive-3-second technical FOUL (1 Tech),[1642852],1610612740.0,NOP,defensive-3-second,,,Queen,D. Queen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1146.0,0.0,1.0,,,,,
16,PT10M44.00S,2026-01-14T01:12:08.3Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,2,5,2026-01-14T01:12:08Z,160000,False,,,0,,J. Murray technical Free Throw 1 of 1 (3 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
