actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M49.00S,2026-02-21T01:12:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,94.69448094612353,46.32352941176471,1610612740,4,0,2026-02-21T01:12:04Z,170000,False,-18.0,-3.0,1,right,S. Bey driving Layup (2 PTS),[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,2.0,,,,,,,,,,,
18,PT10M40.00S,2026-02-21T01:12:10.1Z,1,REGULAR,3pt,Jump Shot,[],1631157,31.750985545335087,47.30392156862745,1610612749,4,3,2026-02-21T01:12:14Z,180000,False,13.0,246.0,1,left,R. Rollins 24' 3PT  (3 PTS) (A. Green 1 AST),"[1631157, 1631260]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,24.64,Made,,,,,,,3.0,A. Green,1631260.0,1.0,,,,,,,,
20,PT10M26.00S,2026-02-21T01:12:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,89.70105124835742,47.549019607843135,1610612740,4,3,2026-02-21T01:13:37Z,200000,False,-12.0,44.0,1,right,MISS S. Bey driving bank Shot,[1630180],1610612740.0,NOP,driving bank,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
21,PT10M23.00S,2026-02-21T01:12:27.2Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,4,3,2026-02-21T01:15:43Z,210000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M22.00S,2026-02-21T01:12:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,93.77463863337714,51.470588235294116,1610612740,6,3,2026-02-21T01:15:54Z,220000,False,7.0,6.0,1,right,Z. Williamson putback Layup (2 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,2.0,,,,,,,,,,,
24,PT10M14.00S,2026-02-21T01:12:36.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,20.844283837056505,89.95098039215686,1610612749,6,6,2026-02-21T01:12:39Z,240000,False,-200.0,143.0,1,left,K. Kuzma 24' 3PT  (3 PTS) (R. Rollins 1 AST),"[1628398, 1631157]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,24.59,Made,,,,,,,3.0,R. Rollins,1631157.0,1.0,,,,,,,,
26,PT10M06.00S,2026-02-21T01:12:46.6Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612740,6,6,2026-02-21T01:12:59Z,260000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Williamson 2 FT),"[1630579, 1629627]",1610612749.0,MIL,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Williamson,1629627.0
28,PT10M06.00S,2026-02-21T01:13:20.3Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,7,6,2026-02-21T01:13:20Z,280000,False,,,0,,Z. Williamson Free Throw 1 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
29,PT10M06.00S,2026-02-21T01:13:38.4Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,8,6,2026-02-21T01:13:38Z,290000,False,,,0,,Z. Williamson Free Throw 2 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
30,PT09M53.00S,2026-02-21T01:13:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,5.469776609724048,46.07843137254902,1610612749,8,8,2026-02-21T01:13:57Z,300000,False,20.0,-1.0,1,left,K. Porter Jr. driving Layup (2 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,2.0,,,,,,,,,,,
32,PT09M36.00S,2026-02-21T01:14:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,93.77463863337714,52.69607843137255,1610612740,10,8,2026-02-21T01:14:29Z,320000,False,13.0,6.0,1,right,B. McGowens driving Layup (2 PTS) (H. Jones 1 AST),"[1631121, 1630529]",1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,,,2.0,H. Jones,1630529.0,1.0,,,,,,,,
34,PT09M22.00S,2026-02-21T01:14:38.9Z,1,REGULAR,3pt,Jump Shot,[],1631157,21.76412614980289,89.2156862745098,1610612749,10,11,2026-02-21T01:14:44Z,340000,False,-196.0,152.0,1,left,R. Rollins 24' 3PT step back (6 PTS),[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,24.82,Made,,,,,,,6.0,,,,,,,,,,,
35,PT09M09.00S,2026-02-21T01:14:56.8Z,1,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612740,10,11,2026-02-21T01:15:01Z,350000,False,,,0,,S. Bey bad pass out-of-bounds TURNOVER (1 TO),[1630180],1610612740.0,NOP,bad pass,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,202901.0,,,,
36,PT08M59.00S,2026-02-21T01:15:11.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628398,5.732588699080158,50.0,1610612749,10,13,2026-02-21T01:15:20Z,360000,False,0.0,1.0,1,left,K. Kuzma driving reverse DUNK (5 PTS) (A. Green 2 AST),"[1628398, 1631260]",1610612749.0,MIL,driving reverse,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.14,Made,,,,,,,5.0,A. Green,1631260.0,2.0,,,,,,,,
38,PT08M50.00S,2026-02-21T01:15:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,89.83245729303549,45.588235294117645,1610612740,10,13,2026-02-21T01:19:03Z,380000,False,-22.0,43.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1630579]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,Sims,1630579.0,,,,,,,,,,,,
39,PT08M50.00S,2026-02-21T01:15:20.8Z,1,REGULAR,block,,[],1630579,,,1610612740,10,13,2026-02-21T01:15:23Z,390000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M47.00S,2026-02-21T01:15:23.8Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612749,10,13,2026-02-21T01:15:30Z,400000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M44.00S,2026-02-21T01:15:27.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628398,5.732588699080158,47.549019607843135,1610612749,10,15,2026-02-21T01:19:29Z,410000,False,12.0,1.0,1,left,K. Kuzma running DUNK (7 PTS) (R. Rollins 2 AST),"[1628398, 1631157]",1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,7.0,R. Rollins,1631157.0,2.0,,,,,,,,
43,PT08M27.00S,2026-02-21T01:15:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,91.93495400788436,38.23529411764706,1610612740,10,15,2026-02-21T01:20:17Z,430000,False,-59.0,23.0,1,right,MISS Z. Williamson 6' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
44,PT08M27.00S,2026-02-21T01:15:43.4Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,10,15,2026-02-21T01:38:55Z,440000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT08M19.00S,2026-02-21T01:15:50.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631260,16.770696452036795,4.166666666666666,1610612749,10,15,2026-02-21T01:20:54Z,470000,False,229.0,105.0,1,left,MISS A. Green 25' running 3PT,[1631260],1610612749.0,MIL,running,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
48,PT08M19.00S,2026-02-21T01:15:50.8Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,10,15,2026-02-21T01:15:56Z,480000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT08M07.00S,2026-02-21T01:16:03.9Z,1,REGULAR,2pt,Jump Shot,[],1642852,88.51839684625493,32.1078431372549,1610612740,10,15,2026-02-21T01:16:08Z,490000,False,-89.0,55.0,1,right,MISS D. Queen 10' turnaround bank Shot,[1642852],1610612740.0,NOP,turnaround bank,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,10.53,Missed,,,,,,,,,,,,,,,,,,
50,PT08M04.00S,2026-02-21T01:16:06.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612749,10,15,2026-02-21T01:16:08Z,500000,False,,,0,,J. Sims REBOUND (Off:0 Def:3),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT08M02.00S,2026-02-21T01:16:12.3Z,1,REGULAR,turnover,out-of-bounds,[],1631157,,,1610612749,10,15,2026-02-21T01:16:19Z,510000,False,,,0,,R. Rollins lost ball out-of-bounds TURNOVER (1 TO),[1631157],1610612749.0,MIL,lost ball,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,,,202901.0,,,,
52,PT08M02.00S,2026-02-21T01:16:20.1Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,10,15,2026-02-21T01:16:24Z,520000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M02.00S,2026-02-21T01:16:20.1Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,10,15,2026-02-21T01:16:24Z,530000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M44.00S,2026-02-21T01:17:02.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,10,15,2026-02-21T01:17:02Z,550000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M40.00S,2026-02-21T01:19:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631121,93.11760840998686,47.05882352941176,1610612740,10,15,2026-02-21T01:20:04Z,560000,False,-15.0,12.0,1,right,MISS B. McGowens Layup,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
57,PT07M35.00S,2026-02-21T01:20:03.5Z,1,REGULAR,rebound,offensive,[],1631255,,,1610612740,10,15,2026-02-21T01:20:03Z,570000,False,,,0,,K. Matković REBOUND (Off:1 Def:0),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,,,56.0,1.0,0.0,1.0,,,,,,,,,,,,,,
58,PT07M35.00S,2026-02-21T01:20:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631255,94.40999984741211,50.0,1610612740,12,15,2026-02-21T01:20:03Z,580000,False,0.0,0.0,1,right,K. Matković tip Layup (2 PTS),[1631255],1610612740.0,NOP,tip,,,Matković,K. Matković,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
59,PT07M16.00S,2026-02-21T01:20:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1631121,,,1610612749,12,15,2026-02-21T01:20:41Z,590000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1631121, 1629645]",1610612740.0,NOP,shooting,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Porter Jr.,1629645.0
61,PT07M16.00S,2026-02-21T01:20:53.3Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,12,16,2026-02-21T01:20:53Z,610000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (3 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
62,PT07M16.00S,2026-02-21T01:21:09.5Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,12,17,2026-02-21T01:21:09Z,620000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (4 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
63,PT07M05.00S,2026-02-21T01:21:22.0Z,1,REGULAR,turnover,lost ball,[],1642852,,,1610612740,12,17,2026-02-21T01:21:28Z,630000,False,,,0,,D. Queen lost ball TURNOVER (1 TO),"[1642852, 1628398]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Kuzma,1628398.0,,,,,
64,PT07M05.00S,2026-02-21T01:21:22.0Z,1,REGULAR,steal,,[],1628398,,,1610612749,12,17,2026-02-21T01:27:52Z,640000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M59.00S,2026-02-21T01:21:28.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628398,5.206964520367937,95.34313725490196,1610612749,12,17,2026-02-21T01:22:51Z,650000,False,-227.0,-4.0,1,left,MISS K. Kuzma running 3PT,[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
66,PT06M54.00S,2026-02-21T01:21:33.5Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612749,12,17,2026-02-21T01:21:35Z,660000,False,,,0,,J. Sims REBOUND (Off:1 Def:3),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Left Corner 3,24+ Left,,,65.0,4.0,3.0,1.0,,,,,,,,,,,,,,
67,PT06M53.00S,2026-02-21T01:21:33.8Z,1,REGULAR,turnover,bad pass,[],1630579,,,1610612749,12,17,2026-02-21T01:21:38Z,670000,False,,,0,,J. Sims bad pass TURNOVER (1 TO),"[1630579, 1630180]",1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Bey,1630180.0,,,,,
68,PT06M53.00S,2026-02-21T01:21:33.8Z,1,REGULAR,steal,,[],1630180,,,1610612740,12,17,2026-02-21T01:21:36Z,680000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
69,PT06M49.00S,2026-02-21T01:21:37.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,93.11760840998686,45.588235294117645,1610612740,14,17,2026-02-21T01:21:43Z,690000,False,-22.0,12.0,1,right,S. Bey running Layup (4 PTS),[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,4.0,,,,,,,,,,,
70,PT06M29.00S,2026-02-21T01:21:57.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,8.754927726675426,3.431372549019608,1610612749,14,17,2026-02-21T01:22:03Z,700000,False,233.0,30.0,1,left,MISS K. Porter Jr. 3PT,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,23.47,Missed,,,,,,,,,,,,,,,,,,
71,PT06M25.00S,2026-02-21T01:22:01.3Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,14,17,2026-02-21T01:22:03Z,710000,False,,,0,,K. Matković REBOUND (Off:1 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Right Corner 3,24+ Right,,,70.0,2.0,1.0,1.0,,,,,,,,,,,,,,
72,PT06M18.00S,2026-02-21T01:22:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,94.03745072273325,52.94117647058824,1610612740,16,17,2026-02-21T01:22:14Z,720000,False,15.0,4.0,1,right,S. Bey driving Layup (6 PTS),[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,,,6.0,,,,,,,,,,,
73,PT06M07.00S,2026-02-21T01:22:19.7Z,1,REGULAR,3pt,Jump Shot,[],1631157,4.681340341655716,97.05882352941177,1610612749,16,20,2026-02-21T01:22:24Z,730000,False,-235.0,-8.0,1,left,R. Rollins 3PT  (9 PTS) (J. Sims 1 AST),"[1631157, 1630579]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,23.55,Made,,,,,,,9.0,J. Sims,1630579.0,1.0,,,,,,,,
75,PT05M56.00S,2026-02-21T01:22:41.1Z,1,REGULAR,foul,technical,['1freethrow'],1628398,,,1610612740,16,20,2026-02-21T01:22:50Z,750000,False,,,0,,K. Kuzma defensive-3-second technical FOUL (1 Tech),[1628398],1610612749.0,MIL,defensive-3-second,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,0.0,1.0,,
76,PT05M56.00S,2026-02-21T01:22:52.8Z,1,REGULAR,freethrow,1 of 1,[],1631121,,,1610612740,16,20,2026-02-21T01:22:52Z,760000,False,,,0,,MISS B. McGowens technical Free Throw 1 of 1,[1631121],1610612740.0,NOP,technical,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
77,PT05M56.00S,2026-02-21T01:22:52.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,16,20,2026-02-21T01:22:52Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2026-02-21T01:22:56.1Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,16,20,2026-02-21T01:23:08Z,780000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M56.00S,2026-02-21T01:22:56.1Z,1,REGULAR,substitution,out,[],1629645,,,1610612740,16,20,2026-02-21T01:23:08Z,790000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M56.00S,2026-02-21T01:22:56.1Z,1,REGULAR,substitution,out,[],1628398,,,1610612740,16,20,2026-02-21T01:23:08Z,800000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M56.00S,2026-02-21T01:22:56.1Z,1,REGULAR,substitution,in,[],1642847,,,1610612740,16,20,2026-02-21T01:23:08Z,810000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M56.00S,2026-02-21T01:22:56.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612740,16,20,2026-02-21T01:23:08Z,820000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M56.00S,2026-02-21T01:22:56.1Z,1,REGULAR,substitution,in,[],1631172,,,1610612740,16,20,2026-02-21T01:23:08Z,830000,False,,,0,,SUB in: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M52.00S,2026-02-21T01:23:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630180,68.9388961892247,68.62745098039215,1610612740,16,20,2026-02-21T01:23:19Z,840000,False,93.0,239.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2026-02-21T01:23:19.5Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,16,20,2026-02-21T01:23:19Z,850000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
