actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-08T23:10:35.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-08T23:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-08T23:10:37.7Z,1,REGULAR,jumpball,recovered,[],1641778,,,1610612764,0,0,2026-03-08T23:10:37Z,40000,False,,,0,,Jump Ball A. Sarr vs. Z. Williamson: Tip to L. Black,"[1641778, 1642259, 1629627]",1610612764.0,WAS,startperiod,L. Black,1641778.0,Black,L. Black,Sarr,1642259.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-03-08T23:10:48.0Z,1,REGULAR,2pt,Jump Shot,[],1641731,17.69053876478318,80.63725490196079,1610612764,0,0,2026-03-08T23:10:53Z,70000,False,-153.0,114.0,1,left,MISS B. Coulibaly 19' Jump Shot,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Left Center,19.08,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-03-08T23:10:51.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,0,0,2026-03-08T23:10:53Z,80000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2026-03-08T23:10:57.8Z,1,REGULAR,3pt,Jump Shot,[],1630180,68.9388961892247,28.676470588235293,1610612740,0,0,2026-03-08T23:11:03Z,90000,False,-107.0,239.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
10,PT11M33.00S,2026-03-08T23:11:01.8Z,1,REGULAR,rebound,defensive,[],1641778,,,1610612764,0,0,2026-03-08T23:11:03Z,100000,False,,,0,,L. Black REBOUND (Off:0 Def:1),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2026-03-08T23:11:15.7Z,1,REGULAR,turnover,lost ball,[],1642259,,,1610612764,0,0,2026-03-08T23:16:33Z,110000,False,,,0,,A. Sarr lost ball TURNOVER (1 TO),"[1642259, 1630529]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Jones,1630529.0,,,,,,,,,,,
12,PT11M19.00S,2026-03-08T23:11:15.7Z,1,REGULAR,steal,,[],1630529,,,1610612740,0,0,2026-03-08T23:13:12Z,120000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2026-03-08T23:11:33.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,77.21747700394218,90.19607843137256,1610612740,0,0,2026-03-08T23:11:38Z,130000,False,201.0,162.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2026-03-08T23:11:36.0Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612740,0,0,2026-03-08T23:11:38Z,140000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
