actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT03M52.00S,2026-03-20T00:27:44.4Z,1,REGULAR,substitution,out,[],1629627,,,1610612746,18,20,2026-03-20T00:27:58Z,920000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M52.00S,2026-03-20T00:27:44.4Z,1,REGULAR,substitution,out,[],1630180,,,1610612746,18,20,2026-03-20T00:27:58Z,930000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M52.00S,2026-03-20T00:27:44.4Z,1,REGULAR,substitution,out,[],1628381,,,1610612746,18,20,2026-03-20T00:27:58Z,940000,False,,,0,,SUB out: J. Collins,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M52.00S,2026-03-20T00:27:44.4Z,1,REGULAR,substitution,in,[],1630529,,,1610612746,18,20,2026-03-20T00:27:58Z,950000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M52.00S,2026-03-20T00:27:44.4Z,1,REGULAR,substitution,in,[],1642852,,,1610612746,18,20,2026-03-20T00:27:58Z,960000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M52.00S,2026-03-20T00:27:44.4Z,1,REGULAR,substitution,in,[],1642353,,,1610612746,18,20,2026-03-20T00:27:58Z,970000,False,,,0,,SUB in: C. Christie,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M35.00S,2026-03-20T00:28:23.4Z,1,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612746,18,20,2026-03-20T00:28:29Z,980000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Lopez 2 FT),"[1642852, 201572]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,1.0,0.0,Lopez,201572.0,,,,,,,,
100,PT03M35.00S,2026-03-20T00:28:53.8Z,1,REGULAR,freethrow,1 of 2,[],201572,,,1610612746,18,20,2026-03-20T00:28:53Z,1000000,False,,,0,,MISS B. Lopez Free Throw 1 of 2,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT03M35.00S,2026-03-20T00:28:53.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,18,20,2026-03-20T00:28:53Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
102,PT03M35.00S,2026-03-20T00:28:57.3Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,18,20,2026-03-20T00:29:03Z,1020000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M35.00S,2026-03-20T00:28:57.3Z,1,REGULAR,substitution,in,[],203992,,,1610612746,18,20,2026-03-20T00:29:03Z,1030000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M35.00S,2026-03-20T00:29:21.4Z,1,REGULAR,freethrow,2 of 2,[],201572,,,1610612746,18,21,2026-03-20T00:29:21Z,1040000,False,,,0,,B. Lopez Free Throw 2 of 2 (1 PTS),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
105,PT03M25.00S,2026-03-20T00:29:36.3Z,1,REGULAR,foul,personal,[],1642920,,,1610612740,18,21,2026-03-20T00:29:42Z,1050000,False,,,0,,K. Sanders personal FOUL (1 PF),"[1642920, 1630530]",1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1146.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,
107,PT03M25.00S,2026-03-20T00:29:42.4Z,1,REGULAR,substitution,out,[],201572,,,1610612740,18,21,2026-03-20T00:29:45Z,1070000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M25.00S,2026-03-20T00:29:42.4Z,1,REGULAR,substitution,in,[],1630543,,,1610612740,18,21,2026-03-20T00:29:45Z,1080000,False,,,0,,SUB in: I. Jackson,[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M12.00S,2026-03-20T00:30:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,5.601182654402102,54.65686274509803,1610612740,18,21,2026-03-20T00:34:14Z,1090000,False,-23.0,0.0,1,left,MISS D. Queen driving Layup,[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
110,PT03M11.00S,2026-03-20T00:30:15.9Z,1,REGULAR,rebound,offensive,[],1642852,,,1610612740,18,21,2026-03-20T00:34:14Z,1100000,False,,,0,,D. Queen REBOUND (Off:1 Def:0),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,109.0,,,,,,1.0,0.0,1.0,,,,,
123,PT03M10.00S,2026-03-20T00:30:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642852,8.754927726675426,50.0,1610612740,18,21,2026-03-20T00:34:29Z,1105000,False,0.0,30.0,1,left,MISS D. Queen tip Layup,[1642852],1610612740.0,NOP,tip,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
124,PT03M08.00S,2026-03-20T00:30:21.3Z,1,REGULAR,rebound,defensive,[],203992,,,1610612746,18,21,2026-03-20T00:36:48Z,1107500,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:1),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,,123.0,,,,,,1.0,1.0,0.0,,,,,
111,PT03M02.00S,2026-03-20T00:30:23.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612746,18,21,2026-03-20T00:30:31Z,1110000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Miller 2 FT),"[1630530, 1641757]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,1146.0,2.0,0.0,Miller,1641757.0,,,,,,,,
113,PT03M02.00S,2026-03-20T00:30:51.3Z,1,REGULAR,freethrow,1 of 2,[],1641757,,,1610612746,18,21,2026-03-20T00:30:51Z,1130000,False,,,0,,MISS J. Miller Free Throw 1 of 2,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
114,PT03M02.00S,2026-03-20T00:30:51.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,18,21,2026-03-20T00:30:51Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,
115,PT03M02.00S,2026-03-20T00:30:52.1Z,1,REGULAR,substitution,out,[],1630530,,,1610612746,18,21,2026-03-20T00:31:03Z,1150000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M02.00S,2026-03-20T00:30:52.1Z,1,REGULAR,substitution,in,[],1629673,,,1610612746,18,21,2026-03-20T00:31:03Z,1160000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M02.00S,2026-03-20T00:31:13.0Z,1,REGULAR,freethrow,2 of 2,[],1641757,,,1610612746,18,22,2026-03-20T00:31:13Z,1170000,False,,,0,,J. Miller Free Throw 2 of 2 (4 PTS),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
118,PT02M49.00S,2026-03-20T00:31:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,7.178055190538765,44.11764705882353,1610612740,20,22,2026-03-20T00:35:32Z,1180000,False,29.0,15.0,1,left,J. Fears driving finger roll Layup (2 PTS),[1642847],1610612740.0,NOP,driving finger roll,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,3.3,Made,2.0,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2026-03-20T00:31:43.6Z,1,REGULAR,3pt,Jump Shot,[],1642920,81.15965834428384,5.392156862745098,1610612746,20,22,2026-03-20T00:31:53Z,1190000,False,-223.0,125.0,1,right,MISS K. Sanders 25' 3PT,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
120,PT02M31.00S,2026-03-20T00:31:44.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,20,22,2026-03-20T00:31:53Z,1200000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,119.0,,,,,,,,,,,,,
122,PT02M08.00S,2026-03-20T00:32:18.0Z,1,REGULAR,2pt,Jump Shot,[],1642852,7.30946123521682,71.32352941176471,1610612740,22,22,2026-03-20T00:32:31Z,1220000,False,-107.0,16.0,1,left,D. Queen 10' pullup Jump Shot (2 PTS),[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,Mid-Range,8-16 Left,10.78,Made,2.0,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2026-03-20T00:32:30.1Z,1,REGULAR,2pt,Jump Shot,[],203992,90.62089356110381,70.09803921568627,1610612746,22,24,2026-03-20T00:32:40Z,1230000,False,100.0,36.0,1,right,B. Bogdanović 10' fadeaway Jump Shot (2 PTS),[203992],1610612746.0,LAC,fadeaway,,,Bogdanović,B. Bogdanović,,,,,Mid-Range,8-16 Right,10.67,Made,2.0,,,,,,,,,,,,,,,,,
126,PT01M41.00S,2026-03-20T00:32:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,6.258212877792378,52.69607843137255,1610612740,24,24,2026-03-20T00:32:50Z,1240000,False,-13.0,6.0,1,left,J. Fears driving Layup (4 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.49,Made,4.0,,,,,,,,,,,,,,,,,
127,PT01M21.00S,2026-03-20T00:33:05.0Z,1,REGULAR,3pt,Jump Shot,[],1630543,92.32917214191852,3.6764705882352944,1610612746,24,24,2026-03-20T00:33:09Z,1250000,False,-232.0,20.0,1,right,MISS I. Jackson 3PT,[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,23.24,Missed,,,,,,,,,,,,,,,,,,
128,PT01M19.00S,2026-03-20T00:33:07.0Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,24,24,2026-03-20T00:33:09Z,1260000,False,,,0,,K. Matković REBOUND (Off:1 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Left Corner 3,24+ Left,,,,,,,127.0,,,,,,3.0,2.0,1.0,,,,,
129,PT01M14.00S,2026-03-20T00:33:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,6.389618922470433,53.18627450980392,1610612740,24,24,2026-03-20T00:33:17Z,1270000,False,-16.0,8.0,1,left,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
130,PT01M13.00S,2026-03-20T00:33:12.5Z,1,REGULAR,rebound,defensive,[],1641757,,,1610612746,24,24,2026-03-20T00:33:17Z,1280000,False,,,0,,J. Miller REBOUND (Off:0 Def:3),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,,,,,,,129.0,,,,,,3.0,3.0,0.0,,,,,
131,PT01M05.00S,2026-03-20T00:33:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641757,92.46057818659659,46.81372549019608,1610612746,24,24,2026-03-20T00:33:28Z,1290000,False,-16.0,18.0,1,right,MISS J. Miller driving Layup,[1641757],1610612746.0,LAC,driving,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
132,PT01M03.00S,2026-03-20T00:33:23.0Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,24,24,2026-03-20T00:33:23Z,1300000,False,,,0,,D. Queen REBOUND (Off:1 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,131.0,,,,,,2.0,1.0,1.0,,,,,
133,PT00M53.70S,2026-03-20T00:33:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,5.995400788436268,46.568627450980394,1610612740,26,24,2026-03-20T00:33:38Z,1310000,False,17.0,4.0,1,left,J. Poole driving finger roll Layup (2 PTS),[1629673],1610612740.0,NOP,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,,,,,,,,,,,,,,,,,
137,PT00M30.50S,2026-03-20T00:34:25.6Z,1,REGULAR,2pt,Jump Shot,['defensivegoaltending'],1642920,87.72996057818659,17.401960784313726,1610612746,26,26,2026-03-20T00:38:46Z,1350000,False,-163.0,63.0,1,right,K. Sanders 17' pullup Jump Shot (2 PTS),[1642920],1610612746.0,LAC,pullup,,,Sanders,K. Sanders,,,,,Mid-Range,16-24 Left,17.47,Made,2.0,,,,,,,,,,,,,,,,,
138,PT00M30.50S,2026-03-20T00:34:37.1Z,1,REGULAR,violation,defensive goaltending,[],1642852,,,1610612746,26,26,2026-03-20T00:34:54Z,1360000,False,,,0,,D. Queen defensive goaltending VIOLATION,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,
139,PT00M11.60S,2026-03-20T00:35:01.6Z,1,REGULAR,foul,personal,[],1630543,,,1610612740,26,26,2026-03-20T00:35:31Z,1370000,False,,,0,,I. Jackson personal FOUL (1 PF),"[1630543, 1642847]",1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,1146.0,1.0,0.0,Fears,1642847.0,,,,,,,,
141,PT00M03.00S,2026-03-20T00:35:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,19.136005256241788,54.65686274509803,1610612740,28,26,2026-03-20T00:35:39Z,1390000,False,-23.0,127.0,1,left,J. Fears 12' pullup Jump Shot (6 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,12.95,Made,6.0,,,,,,,,,,,,,,,,,
142,PT00M00.30S,2026-03-20T00:35:40.6Z,1,REGULAR,heave,,[],0,,,1610612746,28,26,2026-03-20T00:39:59Z,1400000,False,,,0,,LAC Heave,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,47.75,,,,,,,,,,,,,,,,,,,
143,PT00M00.10S,2026-03-20T00:35:40.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,28,26,2026-03-20T00:36:05Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,142.0,,,,,,,,,,,,,
144,PT00M00.00S,2026-03-20T00:35:50.7Z,1,REGULAR,period,end,[],0,,,1610612746,28,26,2026-03-20T00:35:50Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2026-03-20T00:38:00.8Z,2,REGULAR,substitution,out,['startperiod'],1631255,,,1610612746,28,26,2026-03-20T00:38:22Z,1430000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2026-03-20T00:38:00.8Z,2,REGULAR,substitution,out,['startperiod'],1641757,,,1610612746,28,26,2026-03-20T00:38:22Z,1440000,False,,,0,,SUB out: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2026-03-20T00:38:00.8Z,2,REGULAR,substitution,in,['startperiod'],1642274,,,1610612746,28,26,2026-03-20T00:38:22Z,1450000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2026-03-20T00:38:00.8Z,2,REGULAR,substitution,in,['startperiod'],1627739,,,1610612746,28,26,2026-03-20T00:38:22Z,1460000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2026-03-20T00:38:25.2Z,2,REGULAR,period,start,[],0,,,1610612746,28,26,2026-03-20T00:38:25Z,1470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M47.00S,2026-03-20T00:38:37.1Z,2,REGULAR,3pt,Jump Shot,[],203992,67.36202365308804,71.56862745098039,1610612746,28,29,2026-03-20T00:38:40Z,1480000,False,108.0,254.0,1,right,B. Bogdanović 27' 3PT  (5 PTS) (C. Christie 1 AST),"[203992, 1642353]",1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,27.62,Made,5.0,C. Christie,1642353.0,1.0,,,,,,,,,,,,,,
152,PT11M24.00S,2026-03-20T00:39:04.1Z,2,REGULAR,violation,kicked ball,[],1627739,,,1610612740,28,29,2026-03-20T00:39:09Z,1500000,False,,,0,,K. Dunn kicked ball VIOLATION,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,
153,PT11M16.00S,2026-03-20T00:39:26.7Z,2,REGULAR,3pt,Jump Shot,[],1629673,27.283180026281208,16.42156862745098,1610612740,28,29,2026-03-20T00:39:32Z,1510000,False,168.0,204.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
154,PT11M13.00S,2026-03-20T00:39:29.7Z,2,REGULAR,rebound,defensive,[],1642353,,,1610612746,28,29,2026-03-20T00:39:32Z,1520000,False,,,0,,C. Christie REBOUND (Off:0 Def:1),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,153.0,,,,,,1.0,1.0,0.0,,,,,
155,PT11M07.00S,2026-03-20T00:39:35.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642353,85.75886990801577,35.294117647058826,1610612746,28,29,2026-03-20T00:39:42Z,1530000,False,-74.0,81.0,1,right,MISS C. Christie 10' driving floating Shot,[1642353],1610612746.0,LAC,driving floating,,,Christie,C. Christie,,,,,In The Paint (Non-RA),8-16 Left,10.97,Missed,,,,,,,,,,,,,,,,,,
156,PT11M05.00S,2026-03-20T00:39:37.8Z,2,REGULAR,rebound,offensive,[],1642353,,,1610612746,28,29,2026-03-20T00:39:37Z,1540000,False,,,0,,C. Christie REBOUND (Off:1 Def:1),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,155.0,,,,,,2.0,1.0,1.0,,,,,
157,PT11M04.00S,2026-03-20T00:39:39.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627739,73.40670170827858,78.43137254901961,1610612746,28,29,2026-03-20T00:39:44Z,1550000,False,142.0,197.0,1,right,MISS K. Dunn 24' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,24.34,Missed,,,,,,,,,,,,,,,,,,
158,PT11M04.00S,2026-03-20T00:39:39.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,28,29,2026-03-20T00:39:44Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,157.0,,,,,,,,,,,,,
159,PT11M02.00S,2026-03-20T00:39:44.1Z,2,REGULAR,foul,personal,[],1629673,,,1610612746,28,29,2026-03-20T00:39:54Z,1570000,False,,,0,,J. Poole loose ball personal FOUL (1 PF),"[1629673, 1642920]",1610612740.0,NOP,loose ball,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628953.0,1.0,0.0,Sanders,1642920.0,,,,,,,,
161,PT10M56.00S,2026-03-20T00:40:04.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,92.72339027595268,49.50980392156863,1610612746,28,31,2026-03-20T00:40:09Z,1590000,False,-2.0,16.0,1,right,I. Jackson cutting finger roll Layup (2 PTS) (K. Dunn 2 AST),"[1630543, 1627739]",1610612746.0,LAC,cutting finger roll,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,K. Dunn,1627739.0,2.0,,,,,,,,,,,,,,
163,PT10M38.00S,2026-03-20T00:40:22.3Z,2,REGULAR,3pt,Jump Shot,[],1630529,6.521024967148489,2.696078431372549,1610612740,31,31,2026-03-20T00:40:27Z,1610000,False,237.0,9.0,1,left,H. Jones 3PT  (3 PTS) (J. Fears 1 AST),"[1630529, 1642847]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.67,Made,3.0,J. Fears,1642847.0,1.0,,,,,,,,,,,,,,
165,PT10M22.00S,2026-03-20T00:40:37.9Z,2,REGULAR,3pt,Jump Shot,[],203992,71.04139290407359,78.67647058823529,1610612746,31,34,2026-03-20T00:41:31Z,1630000,False,143.0,220.0,1,right,B. Bogdanović 26' 3PT pullup (8 PTS) (C. Christie 2 AST),"[203992, 1642353]",1610612746.0,LAC,pullup,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,26.24,Made,8.0,C. Christie,1642353.0,2.0,,,,,,,,,,,,,,
167,PT10M20.00S,2026-03-20T00:40:51.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,31,34,2026-03-20T00:41:38Z,1650000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M01.00S,2026-03-20T00:43:57.4Z,2,REGULAR,3pt,Jump Shot,[],1630529,19.267411300919843,91.66666666666666,1610612740,34,34,2026-03-20T00:44:04Z,1660000,False,-208.0,129.0,1,left,H. Jones 24' 3PT  (6 PTS) (Y. Missi 2 AST),"[1630529, 1642274]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,24.48,Made,6.0,Y. Missi,1642274.0,2.0,,,,,,,,,,,,,,
170,PT09M34.00S,2026-03-20T00:44:23.1Z,2,REGULAR,3pt,Jump Shot,[],203992,67.09921156373193,65.44117647058823,1610612746,34,34,2026-03-20T00:44:29Z,1680000,False,77.0,257.0,1,right,MISS B. Bogdanović 26' 3PT,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
171,PT09M31.00S,2026-03-20T00:44:26.1Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612746,34,34,2026-03-20T00:44:29Z,1690000,False,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612746.0,LAC,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,170.0,,,,,,1.0,0.0,1.0,,,,,
172,PT09M24.00S,2026-03-20T00:44:32.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627739,86.41590013140605,47.30392156862745,1610612746,34,36,2026-03-20T00:44:41Z,1700000,False,-13.0,75.0,1,right,K. Dunn 7' turnaround Jump Shot (5 PTS) (I. Jackson 1 AST),"[1627739, 1630543]",1610612746.0,LAC,turnaround,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,5.0,I. Jackson,1630543.0,1.0,,,,,,,,,,,,,,
174,PT09M00.00S,2026-03-20T00:44:58.0Z,2,REGULAR,turnover,bad pass,[],1642274,,,1610612740,34,36,2026-03-20T00:45:03Z,1720000,False,,,0,,Y. Missi bad pass TURNOVER (1 TO),"[1642274, 1642353]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Christie,1642353.0,,
175,PT09M00.00S,2026-03-20T00:44:58.0Z,2,REGULAR,steal,,[],1642353,,,1610612746,34,36,2026-03-20T00:44:59Z,1730000,False,,,0,,C. Christie STEAL (1 STL),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT08M57.00S,2026-03-20T00:45:00.8Z,2,REGULAR,turnover,lost ball,[],1642353,,,1610612746,34,36,2026-03-20T00:45:06Z,1740000,False,,,0,,C. Christie lost ball TURNOVER (1 TO),"[1642353, 1642852]",1610612746.0,LAC,,,,Christie,C. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Queen,1642852.0,,
177,PT08M57.00S,2026-03-20T00:45:00.8Z,2,REGULAR,steal,,[],1642852,,,1610612740,34,36,2026-03-20T00:45:02Z,1750000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
178,PT08M54.00S,2026-03-20T00:45:03.8Z,2,REGULAR,turnover,lost ball,[],1642852,,,1610612740,34,36,2026-03-20T00:45:09Z,1760000,False,,,0,,D. Queen lost ball TURNOVER (1 TO),"[1642852, 1642920]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Sanders,1642920.0,,
