actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M47.00S,2025-12-19T01:11:43.1Z,1,REGULAR,steal,,[],1630578,,,1610612745,2,2,2025-12-19T01:11:44Z,160000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M42.00S,2025-12-19T01:11:47.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641708,93.64323258869908,49.50980392156863,1610612745,2,4,2025-12-19T01:11:52Z,170000,False,-2.0,7.0,1,right,A. Thompson running DUNK (2 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M32.00S,2025-12-19T01:11:57.8Z,1,REGULAR,3pt,Jump Shot,[],1642847,29.25427069645204,72.79411764705883,1610612740,2,4,2025-12-19T01:14:35Z,180000,False,-114.0,222.0,1,left,MISS J. Fears 25' pullup 3PT,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2025-12-19T01:12:00.8Z,1,REGULAR,rebound,offensive,[],1642852,,,1610612740,2,4,2025-12-19T01:12:00Z,190000,False,,,0,,D. Queen REBOUND (Off:1 Def:0),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,
20,PT10M27.00S,2025-12-19T01:12:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642847,7.440867279894875,52.94117647058824,1610612740,2,4,2025-12-19T01:12:07Z,200000,False,-15.0,17.0,1,left,MISS J. Fears cutting Layup - blocked,"[1642847, 1630578]",1610612740.0,NOP,cutting,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,Sengun,1630578.0,,,,,,,,,
21,PT10M27.00S,2025-12-19T01:12:03.5Z,1,REGULAR,block,,[],1630578,,,1610612740,2,4,2025-12-19T01:12:05Z,210000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M27.00S,2025-12-19T01:12:03.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,2,4,2025-12-19T01:12:07Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,20.0,,,,,,,,
24,PT10M24.00S,2025-12-19T01:12:23.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,8.623521681997373,2.450980392156863,1610612740,5,4,2025-12-19T01:15:13Z,240000,False,238.0,29.0,1,left,S. Bey 3PT pullup (3 PTS) (H. Jones 1 AST),"[1630180, 1630529]",1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,23.94,Made,3.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,
26,PT10M04.00S,2025-12-19T01:12:43.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.33574244415243,45.09803921568628,1610612745,5,4,2025-12-19T01:12:48Z,260000,False,-25.0,67.0,1,right,MISS A. Sengun 7' Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
27,PT10M00.00S,2025-12-19T01:12:47.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,5,4,2025-12-19T01:14:12Z,270000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,
30,PT09M56.00S,2025-12-19T01:12:54.2Z,1,REGULAR,foul,personal,['2freethrow'],1641708,,,1610612740,5,4,2025-12-19T01:13:07Z,300000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1641708, 1630530]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Murphy III,1630530.0
32,PT09M56.00S,2025-12-19T01:13:21.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630530,,,1610612740,6,4,2025-12-19T01:13:21Z,320000,False,,,0,,T. Murphy III Free Throw 1 of 2 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
33,PT09M56.00S,2025-12-19T01:13:37.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630530,,,1610612740,7,4,2025-12-19T01:13:37Z,330000,False,,,0,,T. Murphy III Free Throw 2 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
34,PT09M41.00S,2025-12-19T01:13:58.4Z,1,REGULAR,foul,personal,[],1630530,,,1610612745,7,4,2025-12-19T01:14:15Z,340000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1631095]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Smith Jr.,1631095.0
36,PT09M37.00S,2025-12-19T01:14:22.2Z,1,REGULAR,foul,personal,[],1630529,,,1610612745,7,4,2025-12-19T01:14:29Z,360000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 201142]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Durant,201142.0
38,PT09M33.00S,2025-12-19T01:15:04.1Z,1,REGULAR,jumpball,recovered,[],1630578,,,1610612745,7,4,2025-12-19T01:15:04Z,380000,False,,,0,,Jump Ball J. Okogie vs. J. Fears: Tip to A. Sengun,"[1630578, 1629006, 1642847]",1610612745.0,HOU,heldball,A. Sengun,1630578.0,Sengun,A. Sengun,Okogie,1629006.0,Fears,1642847.0,,,,,,,,,,,,,,,,,,,,,,
41,PT09M29.00S,2025-12-19T01:15:08.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,93.38042049934296,3.6764705882352944,1610612745,7,4,2025-12-19T01:15:12Z,410000,False,-232.0,10.0,1,right,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
42,PT09M27.00S,2025-12-19T01:15:10.3Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,7,4,2025-12-19T01:15:12Z,420000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,
43,PT09M24.00S,2025-12-19T01:15:12.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201142,68.54467805519053,57.107843137254896,1610612745,7,7,2025-12-19T01:15:18Z,430000,False,36.0,243.0,1,right,K. Durant 24' 3PT  (5 PTS) (A. Thompson 1 AST),"[201142, 1641708]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,24.58,Made,5.0,A. Thompson,1641708.0,1.0,,,,,,,,,,,,,,
45,PT09M18.00S,2025-12-19T01:15:19.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,23.866622864651774,87.74509803921569,1610612740,10,7,2025-12-19T01:20:01Z,450000,False,-189.0,172.0,1,left,S. Bey 25' 3PT pullup (6 PTS) (J. Fears 1 AST),"[1630180, 1642847]",1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.52,Made,6.0,J. Fears,1642847.0,1.0,,,,,,,,,,,,,,
47,PT09M06.00S,2025-12-19T01:15:30.6Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612745,10,7,2025-12-19T01:15:34Z,470000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1630529]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Jones,1630529.0,,,,,,,,,,,
48,PT09M06.00S,2025-12-19T01:15:30.6Z,1,REGULAR,steal,,[],1630529,,,1610612740,10,7,2025-12-19T01:15:32Z,480000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
49,PT09M01.00S,2025-12-19T01:15:36.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630180,6.389618922470433,47.05882352941176,1610612740,10,7,2025-12-19T01:21:08Z,490000,False,15.0,8.0,1,left,MISS S. Bey running reverse Layup,[1630180],1610612740.0,NOP,running reverse,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
50,PT08M59.00S,2025-12-19T01:15:38.2Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,10,7,2025-12-19T01:15:42Z,500000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,49.0,1.0,0.0,1.0,,,,,
51,PT08M59.00S,2025-12-19T01:15:39.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630530,5.590000152587891,50.0,1610612740,12,7,2025-12-19T01:15:39Z,510000,False,0.0,0.0,1,left,T. Murphy III tip Layup (6 PTS),[1630530],1610612740.0,NOP,tip,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
52,PT08M59.00S,2025-12-19T01:15:43.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,12,7,2025-12-19T01:15:43Z,520000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M46.00S,2025-12-19T01:18:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,91.40932982917214,48.77450980392157,1610612745,12,7,2025-12-19T01:21:29Z,530000,False,-6.0,28.0,1,right,MISS J. Okogie driving finger roll Layup,[1629006],1610612745.0,HOU,driving finger roll,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
55,PT08M43.00S,2025-12-19T01:18:51.6Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,7,2025-12-19T01:21:29Z,540000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,54.0,1.0,0.0,1.0,,,,,
56,PT08M42.00S,2025-12-19T01:18:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,93.9060446780552,46.568627450980394,1610612745,12,9,2025-12-19T01:18:57Z,550000,False,-17.0,5.0,1,right,A. Sengun putback Layup (2 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,,,,,,,,,,,,,,,,,
57,PT08M23.00S,2025-12-19T01:19:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.521024967148489,54.41176470588235,1610612740,12,9,2025-12-19T01:21:57Z,560000,False,-22.0,9.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
58,PT08M22.00S,2025-12-19T01:19:12.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,12,9,2025-12-19T01:19:14Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,57.0,,,,,,,,
60,PT08M15.00S,2025-12-19T01:19:31.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630529,6.389618922470433,4.166666666666666,1610612740,15,9,2025-12-19T01:19:35Z,590000,False,229.0,8.0,1,left,H. Jones 3PT  (3 PTS) (D. Queen 2 AST),"[1630529, 1642852]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,22.93,Made,3.0,D. Queen,1642852.0,2.0,,,,,,,,,,,,,,
62,PT07M49.00S,2025-12-19T01:19:57.4Z,1,REGULAR,3pt,Jump Shot,[],201142,74.85216819973719,15.196078431372548,1610612745,15,12,2025-12-19T01:20:02Z,610000,False,-174.0,184.0,1,right,K. Durant 25' 3PT  (8 PTS) (A. Sengun 2 AST),"[201142, 1630578]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.32,Made,8.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
64,PT07M27.00S,2025-12-19T01:20:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,13.091327201051248,45.34313725490196,1610612740,15,12,2025-12-19T01:20:23Z,630000,False,23.0,71.0,1,left,MISS S. Bey 7' fadeaway Shot,[1630180],1610612740.0,NOP,fadeaway,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
65,PT07M25.00S,2025-12-19T01:20:20.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,15,12,2025-12-19T01:20:23Z,640000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,64.0,2.0,1.0,1.0,,,,,
66,PT07M14.00S,2025-12-19T01:20:32.6Z,1,REGULAR,turnover,bad pass,[],1631095,,,1610612745,15,12,2025-12-19T01:20:36Z,650000,False,,,0,,J. Smith Jr. bad pass TURNOVER (1 TO),"[1631095, 1630529]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left,,,,,,,1.0,Jones,1630529.0,,,,,,,,,,,
67,PT07M14.00S,2025-12-19T01:20:32.6Z,1,REGULAR,steal,,[],1630529,,,1610612740,15,12,2025-12-19T01:20:34Z,660000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
68,PT07M08.00S,2025-12-19T01:20:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642847,6.1268068331143235,53.431372549019606,1610612740,15,12,2025-12-19T01:20:46Z,670000,False,-17.0,5.0,1,left,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
69,PT07M08.00S,2025-12-19T01:20:38.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,15,12,2025-12-19T01:20:46Z,680000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,68.0,,,,,,,,
70,PT07M08.00S,2025-12-19T01:20:43.9Z,1,REGULAR,foul,personal,[],1642852,,,1610612745,15,12,2025-12-19T01:20:55Z,690000,False,,,0,,D. Queen loose ball personal FOUL (1 PF),"[1642852, 201142]",1610612740.0,NOP,loose ball,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Durant,201142.0
72,PT07M08.00S,2025-12-19T01:20:56.3Z,1,REGULAR,substitution,out,[],1630180,,,1610612745,15,12,2025-12-19T01:21:13Z,710000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M08.00S,2025-12-19T01:20:56.3Z,1,REGULAR,substitution,out,[],1630529,,,1610612745,15,12,2025-12-19T01:21:13Z,720000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M08.00S,2025-12-19T01:20:56.3Z,1,REGULAR,substitution,out,[],1642847,,,1610612745,15,12,2025-12-19T01:21:13Z,730000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M08.00S,2025-12-19T01:20:56.3Z,1,REGULAR,substitution,in,[],1630631,,,1610612745,15,12,2025-12-19T01:21:13Z,740000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M08.00S,2025-12-19T01:20:56.3Z,1,REGULAR,substitution,in,[],1629673,,,1610612745,15,12,2025-12-19T01:21:13Z,750000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M08.00S,2025-12-19T01:20:56.3Z,1,REGULAR,substitution,in,[],1629627,,,1610612745,15,12,2025-12-19T01:21:13Z,760000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M52.00S,2025-12-19T01:21:28.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,93.24901445466492,50.0,1610612745,15,14,2025-12-19T01:21:33Z,770000,False,0.0,11.0,1,right,A. Thompson alley-oop DUNK (4 PTS) (A. Sengun 3 AST),"[1641708, 1630578]",1610612745.0,HOU,alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.1,Made,4.0,A. Sengun,1630578.0,3.0,,,,,,,,,,,,,,
80,PT06M39.00S,2025-12-19T01:21:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,6.783837056504599,45.09803921568628,1610612740,15,14,2025-12-19T01:25:38Z,790000,False,25.0,11.0,1,left,MISS D. Queen driving Layup - blocked,"[1642852, 1641708]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,Thompson,1641708.0,,,,,,,,,
81,PT06M39.00S,2025-12-19T01:21:41.9Z,1,REGULAR,block,,[],1641708,,,1610612740,15,14,2025-12-19T01:21:44Z,800000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT06M36.00S,2025-12-19T01:21:44.9Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,15,14,2025-12-19T01:21:46Z,810000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,
83,PT06M33.00S,2025-12-19T01:21:47.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,92.85479632063075,49.01960784313725,1610612745,15,16,2025-12-19T01:21:53Z,820000,False,-5.0,15.0,1,right,A. Thompson running Layup (6 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.55,Made,6.0,,,,,,,,,,,,,,,,,
84,PT06M33.00S,2025-12-19T01:21:52.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,15,16,2025-12-19T01:21:52Z,830000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M33.00S,2025-12-19T01:24:33.7Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,15,16,2025-12-19T01:24:47Z,840000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M33.00S,2025-12-19T01:24:33.7Z,1,REGULAR,substitution,out,[],1641708,,,1610612740,15,16,2025-12-19T01:24:47Z,850000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M33.00S,2025-12-19T01:24:33.7Z,1,REGULAR,substitution,out,[],1630578,,,1610612740,15,16,2025-12-19T01:24:47Z,860000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M33.00S,2025-12-19T01:24:33.7Z,1,REGULAR,substitution,in,[],1642274,,,1610612740,15,16,2025-12-19T01:24:47Z,870000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M33.00S,2025-12-19T01:24:33.7Z,1,REGULAR,substitution,in,[],1642263,,,1610612740,15,16,2025-12-19T01:24:47Z,880000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M33.00S,2025-12-19T01:24:33.7Z,1,REGULAR,substitution,in,[],203500,,,1610612740,15,16,2025-12-19T01:24:47Z,890000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
