actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
166,PT10M26.00S,2026-03-12T00:39:52.2Z,2,REGULAR,3pt,Jump Shot,[],1630180,29.122864651773984,27.450980392156865,1610612740,33,30,2026-03-12T00:39:57Z,1620000,False,113.0,221.0,1,left,MISS S. Bey 24' step back 3PT,[1630180],1610612740.0,NOP,step back,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,24.83,Missed,,,,,,,,,,,,,,,,
167,PT10M25.00S,2026-03-12T00:39:53.2Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,33,30,2026-03-12T00:40:58Z,1630000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,,166.0,3.0,3.0,0.0,,,,,,,,,,,
168,PT10M19.00S,2026-03-12T00:40:03.6Z,2,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612761,33,30,2026-03-12T00:40:11Z,1640000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Quickley 2 FT),"[1630180, 1630193]",1610612740.0,NOP,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Right,1626301.0,,,,,,,,,,,1.0,0.0,Quickley,1630193.0,,,,,
170,PT10M19.00S,2026-03-12T00:40:26.5Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,33,31,2026-03-12T00:40:26Z,1660000,False,,,0,,I. Quickley Free Throw 1 of 2 (12 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
171,PT10M19.00S,2026-03-12T00:40:46.2Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,33,32,2026-03-12T00:40:46Z,1670000,False,,,0,,I. Quickley Free Throw 2 of 2 (13 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
172,PT09M59.00S,2026-03-12T00:41:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,4.812746386333772,35.53921568627451,1610612740,33,32,2026-03-12T00:41:17Z,1680000,False,72.0,-7.0,1,left,MISS D. Queen 7' Layup,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,7.27,Missed,,,,,,,,,,,,,,,,
173,PT09M59.00S,2026-03-12T00:41:08.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,33,32,2026-03-12T00:41:17Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,172.0,,,,,,,,,,,,,,
174,PT09M59.00S,2026-03-12T00:41:15.7Z,2,REGULAR,foul,personal,[],1630193,,,1610612740,33,32,2026-03-12T00:41:47Z,1700000,False,,,0,,I. Quickley loose ball personal FOUL (1 PF),"[1630193, 1642274]",1610612761.0,TOR,loose ball,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,1.0,0.0,Missi,1642274.0,,,,,
176,PT09M59.00S,2026-03-12T00:41:46.2Z,2,REGULAR,substitution,out,[],1642347,,,1610612740,33,32,2026-03-12T00:41:51Z,1720000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M59.00S,2026-03-12T00:41:46.2Z,2,REGULAR,substitution,in,[],1629628,,,1610612740,33,32,2026-03-12T00:41:51Z,1730000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M53.00S,2026-03-12T00:42:05.5Z,2,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612740,33,32,2026-03-12T00:42:11Z,1740000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Williamson 2 FT),"[1641711, 1629627]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1627539.0,,,,,,,,,,,1.0,0.0,Williamson,1629627.0,,,,,
180,PT09M53.00S,2026-03-12T00:42:37.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,34,32,2026-03-12T00:42:37Z,1760000,False,,,0,,Z. Williamson Free Throw 1 of 2 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
181,PT09M53.00S,2026-03-12T00:42:46.0Z,2,REGULAR,substitution,out,[],1642852,,,1610612740,34,32,2026-03-12T00:42:48Z,1770000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M53.00S,2026-03-12T00:42:46.0Z,2,REGULAR,substitution,in,[],1631255,,,1610612740,34,32,2026-03-12T00:42:48Z,1780000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M53.00S,2026-03-12T00:42:55.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,35,32,2026-03-12T00:42:55Z,1790000,False,,,0,,Z. Williamson Free Throw 2 of 2 (6 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
184,PT09M40.00S,2026-03-12T00:43:23.4Z,2,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612761,35,32,2026-03-12T00:43:30Z,1800000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1629627, 1630572]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,1627539.0,,,,,,,,,,,1.0,0.0,Mamukelashvili,1630572.0,,,,,
186,PT09M40.00S,2026-03-12T00:43:46.1Z,2,REGULAR,freethrow,1 of 2,[],1630572,,,1610612761,35,33,2026-03-12T00:43:46Z,1820000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (1 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
187,PT09M40.00S,2026-03-12T00:44:01.6Z,2,REGULAR,freethrow,2 of 2,[],1630572,,,1610612761,35,34,2026-03-12T00:44:01Z,1830000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (2 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
188,PT09M19.00S,2026-03-12T00:44:23.9Z,2,REGULAR,3pt,Jump Shot,[],1630180,23.209592641261498,87.74509803921569,1610612740,35,34,2026-03-12T00:44:30Z,1840000,False,-189.0,166.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,25.11,Missed,,,,,,,,,,,,,,,,
189,PT09M17.00S,2026-03-12T00:44:25.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,35,34,2026-03-12T00:44:50Z,1850000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,188.0,3.0,3.0,0.0,,,,,,,,,,,
190,PT09M12.00S,2026-03-12T00:44:39.8Z,2,REGULAR,foul,personal,['2freethrow'],1642847,,,1610612761,35,34,2026-03-12T00:44:51Z,1860000,False,,,0,,J. Fears shooting personal FOUL (1 PF) (Barrett 2 FT),"[1642847, 1629628]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,201638.0,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,,,,
192,PT09M12.00S,2026-03-12T00:44:56.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612761,35,35,2026-03-12T00:44:56Z,1880000,False,,,0,,R. Barrett Free Throw 1 of 2 (2 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
193,PT09M12.00S,2026-03-12T00:44:56.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629628,,,1610612761,35,35,2026-03-12T00:45:49Z,1890000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
197,PT09M06.00S,2026-03-12T00:45:02.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,35,35,2026-03-12T00:45:49Z,1900000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,
194,PT09M06.00S,2026-03-12T00:45:47.6Z,2,REGULAR,jumpball,recovered,[],1629627,,,1610612740,35,35,2026-03-12T00:45:56Z,1910000,False,,,0,,Jump Ball Y. Missi vs. S. Barnes: Tip to Z. Williamson,"[1629627, 1642274, 1630567]",1610612740.0,NOP,outofbounds,Z. Williamson,1629627.0,Williamson,Z. Williamson,Missi,1642274.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
198,PT08M58.00S,2026-03-12T00:45:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.995400788436268,56.372549019607845,1610612740,35,35,2026-03-12T00:46:00Z,1940000,False,-32.0,4.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,3.21,Missed,,,,,,,,,,,,,,,,
199,PT08M56.00S,2026-03-12T00:45:58.8Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,35,35,2026-03-12T00:46:00Z,1950000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,
200,PT08M51.00S,2026-03-12T00:46:03.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641711,92.59198423127464,58.82352941176471,1610612761,35,35,2026-03-12T00:47:05Z,1960000,False,44.0,17.0,1,right,MISS G. Dick running pullup Shot - blocked,"[1641711, 1642274]",1610612761.0,TOR,running pullup,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,4.73,Missed,,,,,,,,,,,,,,,Missi,1642274.0
201,PT08M51.00S,2026-03-12T00:46:03.5Z,2,REGULAR,block,,[],1642274,,,1610612761,35,35,2026-03-12T00:46:06Z,1970000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT08M51.00S,2026-03-12T00:46:03.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,35,35,2026-03-12T00:46:08Z,1980000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,200.0,,,,,,,,,,,,,,
204,PT08M47.00S,2026-03-12T00:46:27.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,94.56307490144546,95.09803921568627,1610612761,35,38,2026-03-12T00:46:33Z,2000000,False,225.0,-1.0,1,right,S. Barnes 3PT  (9 PTS) (S. Mamukelashvili 1 AST),"[1630567, 1630572]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,22.55,Made,9.0,,,,,,,,,,,S. Mamukelashvili,1630572.0,1.0,,
206,PT08M28.00S,2026-03-12T00:46:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,8.360709592641262,50.0,1610612740,35,38,2026-03-12T00:48:58Z,2020000,False,0.0,26.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,2.61,Missed,,,,,,,,,,,,,,,,
207,PT08M27.00S,2026-03-12T00:46:49.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,35,38,2026-03-12T00:48:58Z,2030000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,,
208,PT08M25.00S,2026-03-12T00:46:50.9Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,35,38,2026-03-12T00:49:25Z,2040000,False,,,0,,S. Barnes bad pass TURNOVER (2 TO),"[1630567, 1642847]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,2.0,,,,,,,,Fears,1642847.0,,,,,,,,,
209,PT08M25.00S,2026-03-12T00:46:50.9Z,2,REGULAR,steal,,[],1642847,,,1610612740,35,38,2026-03-12T00:46:53Z,2050000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
210,PT08M24.00S,2026-03-12T00:46:54.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642847,6.915243101182654,46.81372549019608,1610612740,35,38,2026-03-12T00:50:26Z,2060000,False,16.0,13.0,1,left,MISS J. Fears Layup,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,2.02,Missed,,,,,,,,,,,,,,,,
211,PT08M23.00S,2026-03-12T00:46:55.5Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612740,35,38,2026-03-12T00:50:26Z,2070000,False,,,0,,S. Bey REBOUND (Off:2 Def:0),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,210.0,2.0,0.0,2.0,,,,,,,,,,,
212,PT08M21.00S,2026-03-12T00:46:58.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630180,5.590000152587891,50.0,1610612740,37,38,2026-03-12T00:50:41Z,2080000,False,0.0,0.0,1,left,S. Bey tip Layup (2 PTS),[1630180],1610612740.0,NOP,tip,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,0.0,Made,2.0,,,,,,,,,,,,,,,
213,PT08M05.00S,2026-03-12T00:47:08.3Z,2,REGULAR,3pt,Jump Shot,[],1641711,91.5407358738502,3.9215686274509802,1610612761,37,38,2026-03-12T00:47:13Z,2090000,False,-230.0,27.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,23.2,Missed,,,,,,,,,,,,,,,,
214,PT08M02.00S,2026-03-12T00:47:11.3Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,37,38,2026-03-12T00:47:13Z,2100000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Left Corner 3,24+ Left,,,,,,213.0,2.0,2.0,0.0,,,,,,,,,,,
215,PT07M55.00S,2026-03-12T00:47:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.389618922470433,47.30392156862745,1610612740,39,38,2026-03-12T00:47:25Z,2110000,False,13.0,8.0,1,left,S. Bey driving Layup (4 PTS) (Z. Williamson 2 AST),"[1630180, 1629627]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,1.55,Made,4.0,,,,,,,,,,,Z. Williamson,1629627.0,2.0,,
217,PT07M54.00S,2026-03-12T00:47:29.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,39,38,2026-03-12T00:47:29Z,2130000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M54.00S,2026-03-12T00:49:52.9Z,2,REGULAR,substitution,out,[],1629627,,,1610612761,39,38,2026-03-12T00:50:17Z,2140000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M54.00S,2026-03-12T00:49:52.9Z,2,REGULAR,substitution,out,[],1641711,,,1610612761,39,38,2026-03-12T00:50:17Z,2150000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M54.00S,2026-03-12T00:49:52.9Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,39,38,2026-03-12T00:50:17Z,2160000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M54.00S,2026-03-12T00:49:52.9Z,2,REGULAR,substitution,in,[],1630529,,,1610612761,39,38,2026-03-12T00:50:17Z,2170000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M54.00S,2026-03-12T00:49:52.9Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,39,38,2026-03-12T00:50:17Z,2180000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M54.00S,2026-03-12T00:49:52.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,39,38,2026-03-12T00:50:17Z,2190000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M40.00S,2026-03-12T00:50:39.5Z,2,REGULAR,3pt,Jump Shot,[],1630572,85.89027595269383,3.6764705882352944,1610612761,39,38,2026-03-12T00:51:00Z,2200000,False,-232.0,80.0,1,right,MISS S. Mamukelashvili 24' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Left Corner 3,24+ Left,,,24.51,Missed,,,,,,,,,,,,,,,,
225,PT07M37.00S,2026-03-12T00:50:42.5Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,39,38,2026-03-12T00:51:00Z,2210000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Left Corner 3,24+ Left,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,
226,PT07M18.00S,2026-03-12T00:51:01.2Z,2,REGULAR,2pt,Jump Shot,[],1631255,5.075558475689881,66.66666666666666,1610612740,41,38,2026-03-12T00:51:15Z,2220000,False,-83.0,-5.0,1,left,K. Matković 8' Jump Shot (2 PTS) (S. Bey 2 AST),"[1631255, 1630180]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,8-16 Left,,,8.34,Made,2.0,,,,,,,,,,,S. Bey,1630180.0,2.0,,
228,PT06M53.00S,2026-03-12T00:51:33.7Z,2,REGULAR,foul,personal,['2freethrow'],1642847,,,1610612761,41,38,2026-03-12T00:51:44Z,2240000,False,,,0,,J. Fears shooting personal FOUL (2 PF) (Barrett 2 FT),"[1642847, 1629628]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,201638.0,,,,,,,,,,,2.0,0.0,Barrett,1629628.0,,,,,
230,PT06M53.00S,2026-03-12T00:51:50.4Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,41,39,2026-03-12T00:51:50Z,2260000,False,,,0,,R. Barrett Free Throw 1 of 2 (3 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
231,PT06M53.00S,2026-03-12T00:52:05.0Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,41,40,2026-03-12T00:52:05Z,2270000,False,,,0,,R. Barrett Free Throw 2 of 2 (4 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
232,PT06M35.00S,2026-03-12T00:52:23.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,18.74178712220762,42.15686274509804,1610612740,41,40,2026-03-12T00:52:28Z,2280000,False,39.0,124.0,1,left,MISS S. Bey 12' fadeaway Shot,[1630180],1610612740.0,NOP,fadeaway,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,12.98,Missed,,,,,,,,,,,,,,,,
233,PT06M33.00S,2026-03-12T00:52:25.8Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,41,40,2026-03-12T00:53:44Z,2290000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:4),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,,,232.0,4.0,4.0,0.0,,,,,,,,,,,
234,PT06M14.00S,2026-03-12T00:52:44.0Z,2,REGULAR,3pt,Jump Shot,[],1629628,74.85216819973719,13.970588235294118,1610612761,41,40,2026-03-12T00:52:51Z,2300000,False,-180.0,184.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,25.74,Missed,,,,,,,,,,,,,,,,
235,PT06M09.00S,2026-03-12T00:52:49.0Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,41,40,2026-03-12T00:54:29Z,2310000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,,
236,PT05M55.00S,2026-03-12T00:53:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.258212877792378,46.568627450980394,1610612740,43,40,2026-03-12T00:53:10Z,2320000,False,17.0,6.0,1,left,H. Jones driving finger roll Layup (8 PTS) (Y. Missi 1 AST),"[1630529, 1642274]",1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,1.83,Made,8.0,,,,,,,,,,,Y. Missi,1642274.0,1.0,,
238,PT05M48.00S,2026-03-12T00:53:10.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,66.17936925098554,55.392156862745104,1610612761,43,43,2026-03-12T00:53:15Z,2340000,False,27.0,265.0,1,right,I. Quickley 26' 3PT  (16 PTS) (B. Ingram 1 AST),"[1630193, 1627742]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,26.68,Made,16.0,,,,,,,,,,,B. Ingram,1627742.0,1.0,,
240,PT05M39.00S,2026-03-12T00:53:19.3Z,2,REGULAR,3pt,Jump Shot,[],1630180,5.995400788436268,95.58823529411765,1610612740,46,43,2026-03-12T00:53:23Z,2360000,False,-228.0,4.0,1,left,S. Bey 3PT  (7 PTS) (J. Fears 1 AST),"[1630180, 1642847]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,22.79,Made,7.0,,,,,,,,,,,J. Fears,1642847.0,1.0,,
242,PT05M26.00S,2026-03-12T00:53:31.7Z,2,REGULAR,3pt,Jump Shot,[],1630572,78.53153745072274,92.40196078431373,1610612761,46,46,2026-03-12T00:53:37Z,2380000,False,212.0,149.0,1,right,S. Mamukelashvili 25' 3PT  (5 PTS) (I. Quickley 1 AST),"[1630572, 1630193]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,25.93,Made,5.0,,,,,,,,,,,I. Quickley,1630193.0,1.0,,
244,PT05M12.00S,2026-03-12T00:53:46.6Z,2,REGULAR,3pt,Jump Shot,[],1642847,28.597240473061763,75.98039215686273,1610612740,49,46,2026-03-12T00:55:34Z,2400000,False,-130.0,216.0,1,left,J. Fears 25' 3PT pullup (5 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,25.23,Made,5.0,,,,,,,,,,,,,,,
246,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,out,[],1642847,,,1610612761,49,46,2026-03-12T00:54:18Z,2420000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,out,[],1630180,,,1610612761,49,46,2026-03-12T00:54:18Z,2430000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,out,[],1630193,,,1610612761,49,46,2026-03-12T00:54:18Z,2440000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,49,46,2026-03-12T00:54:18Z,2450000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,49,46,2026-03-12T00:54:18Z,2460000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,in,[],1627749,,,1610612761,49,46,2026-03-12T00:54:18Z,2470000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,in,[],1630530,,,1610612761,49,46,2026-03-12T00:54:18Z,2480000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M02.00S,2026-03-12T00:54:01.1Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,49,46,2026-03-12T00:54:18Z,2490000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
