actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
174,PT11M38.00S,2025-11-20T01:38:44.5Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612740,30,26,2025-11-20T01:38:48Z,1710000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Looney,K. Looney,,,,,,,,173.0,1.0,0.0,1.0,,,,,,
175,PT11M36.00S,2025-11-20T01:38:46.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1641722,81.553876478318,21.07843137254902,1610612740,32,26,2025-11-20T01:38:51Z,1720000,False,-145.0,121.0,1,right,J. Hawkins 18' pullup Jump Shot (6 PTS) (K. Looney 1 AST),"[1641722, 1626172]",1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Left Center,,,,Hawkins,J. Hawkins,,,,,,18.85,Made,,,,,6.0,K. Looney,1626172.0,1.0,,
177,PT11M11.00S,2025-11-20T01:39:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,19.398817345597898,38.23529411764706,1610612743,32,28,2025-11-20T01:39:16Z,1740000,False,59.0,130.0,1,left,J. Valančiūnas 14' Jump Shot (2 PTS),[202685],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Valančiūnas,J. Valančiūnas,,,,,,14.25,Made,,,,,2.0,,,,,
178,PT10M47.00S,2025-11-20T01:39:33.8Z,2,REGULAR,3pt,Jump Shot,[],1641722,67.62483574244416,33.33333333333333,1610612740,32,28,2025-11-20T01:39:41Z,1750000,False,-83.0,252.0,1,right,MISS J. Hawkins 26' pullup 3PT,[1641722],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Hawkins,J. Hawkins,,,,,,26.52,Missed,,,,,,,,,,
179,PT10M44.00S,2025-11-20T01:39:36.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,32,28,2025-11-20T01:39:41Z,1760000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Valančiūnas,J. Valančiūnas,,,,,,,,178.0,1.0,1.0,0.0,,,,,,
180,PT10M37.00S,2025-11-20T01:39:46.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,12.040078843626807,54.166666666666664,1610612743,32,30,2025-11-20T01:39:53Z,1770000,False,-21.0,61.0,1,left,J. Murray 6' driving floating Jump Shot (5 PTS),[1627750],1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,,,,6.42,Made,,,,,5.0,,,,,
181,PT10M37.00S,2025-11-20T01:39:49.2Z,2,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612743,32,30,2025-11-20T01:39:59Z,1780000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Murray 1 FT),"[1626172, 1627750]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),8-16 Center,1629183.0,1.0,0.0,Looney,K. Looney,Murray,1627750.0,,,,,,,,,,,,,,,
183,PT10M37.00S,2025-11-20T01:40:16.5Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,32,30,2025-11-20T01:40:19Z,1800000,False,,,0,,MISS J. Murray Free Throw 1 of 1,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,Missed,,,,,,,,,,
184,PT10M34.00S,2025-11-20T01:40:19.5Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,32,30,2025-11-20T01:40:19Z,1810000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612740.0,NOP,,,,,,,,,,,,Looney,K. Looney,,,,,,,,183.0,2.0,1.0,1.0,,,,,,
185,PT10M27.00S,2025-11-20T01:40:24.7Z,2,REGULAR,2pt,Jump Shot,[],1626172,78.53153745072274,48.03921568627451,1610612740,32,30,2025-11-20T01:49:23Z,1820000,False,-10.0,149.0,1,right,MISS K. Looney 14' Jump Shot,[1626172],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Center,,,,Looney,K. Looney,,,,,,14.96,Missed,,,,,,,,,,
186,PT10M24.00S,2025-11-20T01:40:27.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,32,30,2025-11-20T01:40:30Z,1830000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Center,,,,Valančiūnas,J. Valančiūnas,,,,,,,,185.0,2.0,2.0,0.0,,,,,,
187,PT10M12.00S,2025-11-20T01:40:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.835085413929041,46.32352941176471,1610612743,32,32,2025-11-20T01:40:44Z,1840000,False,18.0,21.0,1,left,J. Murray cutting Layup (7 PTS) (B. Brown 2 AST),"[1627750, 1628971]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,,,,Murray,J. Murray,,,,,,2.8,Made,,,,,7.0,B. Brown,1628971.0,2.0,,
189,PT09M46.00S,2025-11-20T01:41:05.1Z,2,REGULAR,3pt,Jump Shot,[],1630530,69.85873850197109,17.647058823529413,1610612740,35,32,2025-11-20T01:41:11Z,1860000,False,-162.0,231.0,1,right,T. Murphy III 28' 3PT  (7 PTS) (J. Hawkins 1 AST),"[1630530, 1641722]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Murphy III,T. Murphy III,,,,,,28.19,Made,,,,,7.0,J. Hawkins,1641722.0,1.0,,
191,PT09M26.00S,2025-11-20T01:41:24.8Z,2,REGULAR,3pt,Jump Shot,[],203501,29.38567674113009,24.264705882352942,1610612743,35,32,2025-11-20T01:41:31Z,1880000,False,129.0,224.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,25.81,Missed,,,,,,,,,,
192,PT09M26.00S,2025-11-20T01:41:24.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,35,32,2025-11-20T01:41:31Z,1890000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,191.0,,,,,,,,,
194,PT09M26.00S,2025-11-20T01:41:31.3Z,2,REGULAR,substitution,out,[],1642461,,,1610612740,35,32,2025-11-20T01:41:35Z,1910000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,
195,PT09M26.00S,2025-11-20T01:41:31.3Z,2,REGULAR,substitution,in,[],1631212,,,1610612740,35,32,2025-11-20T01:41:35Z,1920000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
196,PT09M13.00S,2025-11-20T01:41:51.3Z,2,REGULAR,2pt,Jump Shot,[],1641722,76.2976346911958,24.754901960784316,1610612740,35,32,2025-11-20T01:41:58Z,1930000,False,-126.0,170.0,1,right,MISS J. Hawkins 21' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Left Center,,,,Hawkins,J. Hawkins,,,,,,21.2,Missed,,,,,,,,,,
197,PT09M08.00S,2025-11-20T01:41:56.3Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,35,32,2025-11-20T02:02:23Z,1940000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,,,Brown,B. Brown,,,,,,,,196.0,1.0,1.0,0.0,,,,,,
198,PT09M04.00S,2025-11-20T01:41:59.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,12.959921156373195,4.6568627450980395,1610612743,35,32,2025-11-20T01:54:16Z,1950000,False,227.0,69.0,1,left,MISS T. Hardaway Jr. running 3PT,[203501],1610612743.0,DEN,running,,,,,,Right Corner 3,24+ Right,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,23.71,Missed,,,,,,,,,,
199,PT09M01.00S,2025-11-20T01:42:02.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,35,32,2025-11-20T01:42:06Z,1960000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Looney,K. Looney,,,,,,,,198.0,3.0,2.0,1.0,,,,,,
200,PT08M51.00S,2025-11-20T01:42:13.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,67.62483574244416,57.35294117647059,1610612740,35,32,2025-11-20T01:54:43Z,1970000,False,37.0,252.0,1,right,MISS T. Murphy III 25' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,,,,Murphy III,T. Murphy III,,,,,,25.45,Missed,,,,,,,,,,
201,PT08M47.00S,2025-11-20T01:42:17.4Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,35,32,2025-11-20T01:42:19Z,1980000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Valančiūnas,J. Valančiūnas,,,,,,,,200.0,3.0,3.0,0.0,,,,,,
202,PT08M42.00S,2025-11-20T01:42:22.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203501,5.601182654402102,44.85294117647059,1610612743,35,32,2025-11-20T01:55:44Z,1990000,False,26.0,0.0,1,left,MISS T. Hardaway Jr. running Layup - blocked,"[203501, 1630530]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,2.57,Missed,,,,,,,,,Murphy III,1630530.0
203,PT08M42.00S,2025-11-20T01:42:22.8Z,2,REGULAR,block,,[],1630530,,,1610612743,35,32,2025-11-20T01:42:25Z,2000000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
204,PT08M39.00S,2025-11-20T01:42:25.8Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,35,32,2025-11-20T01:42:30Z,2010000,False,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,,,,,202.0,4.0,3.0,1.0,,,,,,
329,PT08M35.00S,2025-11-20T01:42:29.6Z,2,REGULAR,turnover,bad pass,[],1641722,,,1610612740,35,32,2025-11-20T02:04:19Z,2030000,False,,,0,,J. Hawkins bad pass TURNOVER (1 TO),"[1641722, 1628971]",1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,,Hawkins,J. Hawkins,,,1.0,Brown,1628971.0,,,,,,,,,,,,
330,PT08M35.00S,2025-11-20T01:42:29.6Z,2,REGULAR,steal,,[],1628971,,,1610612743,35,32,2025-11-20T02:03:22Z,2040000,False,,,0,,B. Brown STEAL (2 STL),[1628971],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,
208,PT08M28.00S,2025-11-20T01:42:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1631212,6.521024967148489,45.09803921568628,1610612743,35,34,2025-11-20T02:03:22Z,2050000,False,25.0,9.0,1,left,P. Watson running Layup (7 PTS) (J. Murray 3 AST),"[1631212, 1627750]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,,,,Watson,P. Watson,,,,,,2.6,Made,,,,,7.0,J. Murray,1627750.0,3.0,,
210,PT08M10.00S,2025-11-20T01:42:54.4Z,2,REGULAR,3pt,Jump Shot,[],1630631,71.69842312746385,79.90196078431373,1610612740,35,34,2025-11-20T01:42:59Z,2070000,False,150.0,214.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Alvarado,J. Alvarado,,,,,,26.06,Missed,,,,,,,,,,
211,PT08M06.00S,2025-11-20T01:42:58.4Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,35,34,2025-11-20T01:42:59Z,2080000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:4),[202685],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Valančiūnas,J. Valančiūnas,,,,,,,,210.0,4.0,4.0,0.0,,,,,,
212,PT07M58.00S,2025-11-20T01:43:06.1Z,2,REGULAR,3pt,Jump Shot,[],1627750,32.933639947437584,44.36274509803921,1610612743,35,34,2025-11-20T01:43:13Z,2090000,False,28.0,257.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Murray,J. Murray,,,,,,25.86,Missed,,,,,,,,,,
213,PT07M55.00S,2025-11-20T01:43:09.8Z,2,REGULAR,rebound,offensive,[],202685,,,1610612743,35,34,2025-11-20T01:43:09Z,2100000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:4),[202685],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Valančiūnas,J. Valančiūnas,,,,,,,,212.0,5.0,4.0,1.0,,,,,,
214,PT07M55.00S,2025-11-20T01:43:12.8Z,2,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612743,35,34,2025-11-20T01:43:22Z,2110000,False,,,0,,K. Looney shooting personal FOUL (2 PF) (Valančiūnas 2 FT),"[1626172, 202685]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),8-16 Center,1148.0,2.0,0.0,Looney,K. Looney,Valančiūnas,202685.0,,,,,,,,,,,,,,,
216,PT07M55.00S,2025-11-20T01:43:53.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612743,35,35,2025-11-20T01:43:53Z,2130000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (3 PTS),[202685],1610612743.0,DEN,,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,Made,,,,,3.0,,,,,
217,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,out,[],1641722,,,1610612743,35,35,2025-11-20T01:44:08Z,2140000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,,,,,,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
218,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,out,[],1630180,,,1610612743,35,35,2025-11-20T01:44:08Z,2150000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,
219,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,out,[],1626172,,,1610612743,35,35,2025-11-20T01:44:08Z,2160000,False,,,0,,SUB out: K. Looney,[1626172],1610612740.0,NOP,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,
220,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,35,35,2025-11-20T01:44:08Z,2170000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,
221,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,in,[],1629627,,,1610612743,35,35,2025-11-20T01:44:08Z,2180000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,,,,,,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,
222,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,in,[],1642274,,,1610612743,35,35,2025-11-20T01:44:08Z,2190000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
223,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,in,[],1642847,,,1610612743,35,35,2025-11-20T01:44:08Z,2200000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,,,,,,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,
224,PT07M55.00S,2025-11-20T01:43:55.8Z,2,REGULAR,substitution,in,[],1630192,,,1610612743,35,35,2025-11-20T01:44:08Z,2210000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,
225,PT07M55.00S,2025-11-20T01:44:26.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612743,35,36,2025-11-20T01:44:26Z,2220000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (4 PTS),[202685],1610612743.0,DEN,,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,Made,,,,,4.0,,,,,
226,PT07M44.00S,2025-11-20T01:44:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.69448094612353,44.85294117647059,1610612740,35,36,2025-11-20T01:44:45Z,2230000,False,-26.0,-3.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Williamson,Z. Williamson,,,,,,2.58,Missed,,,,,,,,,,
228,PT07M40.00S,2025-11-20T01:44:43.5Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,35,36,2025-11-20T01:44:45Z,2250000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:2),[1630631],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Alvarado,J. Alvarado,,,,,,,,226.0,3.0,2.0,1.0,,,,,,
229,PT07M39.00S,2025-11-20T01:44:44.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630631,92.85479632063075,53.431372549019606,1610612740,35,36,2025-11-20T02:05:15Z,2260000,False,17.0,15.0,1,right,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Alvarado,J. Alvarado,,,,,,2.26,Missed,,,,,,,,,,
230,PT07M38.00S,2025-11-20T01:44:45.2Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,35,36,2025-11-20T02:05:15Z,2270000,False,,,0,,Y. Missi REBOUND (Off:4 Def:1),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,,229.0,5.0,1.0,4.0,,,,,,
231,PT07M38.00S,2025-11-20T01:44:48.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642274,94.40999984741211,50.0,1610612740,35,36,2025-11-20T01:45:00Z,2280000,False,0.0,0.0,1,right,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,0.0,Missed,,,,,,,,,,
232,PT07M38.00S,2025-11-20T01:44:48.8Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,35,36,2025-11-20T01:45:00Z,2290000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Williamson,Z. Williamson,,,,,,,,231.0,2.0,1.0,1.0,,,,,,
233,PT07M38.00S,2025-11-20T01:45:00.2Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612740,35,36,2025-11-20T01:45:24Z,2300000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Williamson 2 FT),"[1631212, 1629627]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,1148.0,2.0,0.0,Watson,P. Watson,Williamson,1629627.0,,,,,,,,,,,,,,,
235,PT07M38.00S,2025-11-20T01:45:37.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,35,36,2025-11-20T01:45:37Z,2320000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,,,,,,,,,Williamson,Z. Williamson,,,,,,,Missed,,,,,,,,,,
236,PT07M38.00S,2025-11-20T01:45:37.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,35,36,2025-11-20T01:45:37Z,2330000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,
237,PT07M38.00S,2025-11-20T01:45:39.3Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,35,36,2025-11-20T01:45:53Z,2340000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
238,PT07M38.00S,2025-11-20T01:45:39.3Z,2,REGULAR,substitution,in,[],1642877,,,1610612740,35,36,2025-11-20T01:45:53Z,2350000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,,,,,,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,
239,PT07M38.00S,2025-11-20T01:45:57.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,36,36,2025-11-20T01:45:57Z,2360000,False,,,0,,Z. Williamson Free Throw 2 of 2 (7 PTS),[1629627],1610612740.0,NOP,,,,,,,,,,,,Williamson,Z. Williamson,,,,,,,Made,,,,,7.0,,,,,
240,PT07M29.00S,2025-11-20T01:46:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.229303547963205,52.69607843137255,1610612743,36,36,2025-11-20T01:46:17Z,2370000,False,-13.0,25.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,,,,Murray,J. Murray,,,,,,2.83,Missed,,,,,,,,,,
241,PT07M26.00S,2025-11-20T01:46:15.6Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,36,36,2025-11-20T01:46:17Z,2380000,False,,,0,,Y. Missi REBOUND (Off:4 Def:2),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,,240.0,6.0,2.0,4.0,,,,,,
242,PT07M15.00S,2025-11-20T01:46:30.4Z,2,REGULAR,foul,personal,[],1627750,,,1610612740,36,36,2025-11-20T01:46:37Z,2390000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 1642847]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,1629183.0,1.0,0.0,Murray,J. Murray,Fears,1642847.0,,,,,,,,,,,,,,,
244,PT07M15.00S,2025-11-20T01:46:39.3Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,36,36,2025-11-20T01:46:46Z,2410000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,
245,PT07M15.00S,2025-11-20T01:46:39.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,36,36,2025-11-20T01:46:46Z,2420000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,
257,PT07M01.00S,2025-11-20T01:46:52.3Z,2,REGULAR,substitution,out,[],203501,,,1610612740,36,36,2025-11-20T01:49:03Z,2425000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,
258,PT07M01.00S,2025-11-20T01:46:52.3Z,2,REGULAR,substitution,in,[],1629661,,,1610612740,36,36,2025-11-20T01:49:03Z,2427500,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,
246,PT07M01.00S,2025-11-20T01:47:05.3Z,2,REGULAR,2pt,Jump Shot,[],1630529,70.38436268068331,62.5,1610612740,36,36,2025-11-20T01:47:29Z,2430000,False,62.0,226.0,1,right,MISS H. Jones 23' Jump Shot,[1630529],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Jones,H. Jones,,,,,,23.44,Missed,,,,,,,,,,
247,PT07M01.00S,2025-11-20T01:47:05.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,36,36,2025-11-20T01:47:29Z,2440000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,246.0,,,,,,,,,
248,PT07M01.00S,2025-11-20T01:47:21.6Z,2,REGULAR,foul,personal,[],1627750,,,1610612740,36,36,2025-11-20T01:47:39Z,2450000,False,,,0,,J. Murray loose ball personal FOUL (2 PF),"[1627750, 1642274]",1610612743.0,DEN,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,2.0,0.0,Murray,J. Murray,Missi,1642274.0,,,,,,,,,,,,,,,
250,PT06M55.00S,2025-11-20T01:47:50.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642847,85.49605781865965,54.90196078431373,1610612740,38,36,2025-11-20T02:07:50Z,2470000,False,25.0,84.0,1,right,J. Fears 8' pullup bank Jump Shot (8 PTS),[1642847],1610612740.0,NOP,pullup bank,,,,,,In The Paint (Non-RA),8-16 Center,,,,Fears,J. Fears,,,,,,8.73,Made,,,,,8.0,,,,,
251,PT06M34.00S,2025-11-20T01:47:58.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,5.732588699080158,49.26470588235294,1610612743,38,38,2025-11-20T02:08:50Z,2480000,False,4.0,1.0,1,left,P. Watson cutting DUNK (9 PTS) (J. Murray 4 AST),"[1631212, 1627750]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,,,,Watson,P. Watson,,,,,,0.4,Made,,,,,9.0,J. Murray,1627750.0,4.0,,
253,PT06M20.00S,2025-11-20T01:48:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.9060446780552,46.568627450980394,1610612740,40,38,2025-11-20T02:09:20Z,2500000,False,-17.0,5.0,1,right,Z. Williamson driving Layup (9 PTS),[1629627],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Williamson,Z. Williamson,,,,,,1.79,Made,,,,,9.0,,,,,
254,PT06M01.00S,2025-11-20T01:48:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,16.376478318002626,49.26470588235294,1610612743,40,40,2025-11-20T02:09:48Z,2510000,False,4.0,101.0,1,left,J. Valančiūnas 10' fadeaway Jump Shot (6 PTS),[202685],1610612743.0,DEN,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,,,,Valančiūnas,J. Valančiūnas,,,,,,10.15,Made,,,,,6.0,,,,,
