actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT06M21.00S,2025-11-17T00:28:17.4Z,1,REGULAR,foul,personal,[],1630530,,,1610612744,9,20,2025-11-17T00:28:25Z,850000,False,,,0,,T. Murphy III loose ball personal FOUL (2 PF),"[1630530, 203110]",1610612740.0,NOP,loose ball,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Green,203110.0
97,PT06M21.00S,2025-11-17T00:28:24.8Z,1,REGULAR,substitution,out,[],202710,,,1610612744,9,20,2025-11-17T00:29:11Z,865000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT06M21.00S,2025-11-17T00:28:24.8Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,9,20,2025-11-17T00:29:11Z,867500,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M10.00S,2025-11-17T00:28:32.3Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,9,20,2025-11-17T00:28:35Z,870000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1630180]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Bey,1630180.0,,,,,
91,PT06M10.00S,2025-11-17T00:28:32.3Z,1,REGULAR,steal,,[],1630180,,,1610612740,9,20,2025-11-17T00:37:05Z,880000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
92,PT06M04.00S,2025-11-17T00:28:37.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630180,6.652431011826544,53.92156862745098,1610612740,9,20,2025-11-17T00:30:23Z,890000,False,-20.0,10.0,1,left,MISS S. Bey running Layup - blocked,"[1630180, 1627780]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.2,Missed,,Payton II,1627780.0,,,,,,,,,,,,,,,
93,PT06M04.00S,2025-11-17T00:28:37.7Z,1,REGULAR,block,,[],1627780,,,1610612740,9,20,2025-11-17T00:29:23Z,900000,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT05M59.00S,2025-11-17T00:28:42.7Z,1,REGULAR,rebound,defensive,[],1642954,,,1610612744,9,20,2025-11-17T00:28:43Z,910000,False,,,0,,W. Richard REBOUND (Off:1 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,,,,,,92.0,2.0,1.0,1.0,,,,,,,,,,,
95,PT05M55.00S,2025-11-17T00:28:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630541,94.82588699080158,96.32352941176471,1610612744,9,23,2025-11-17T00:31:28Z,920000,False,232.0,-4.0,1,right,M. Moody 3PT  (15 PTS) (D. Green 3 AST),"[1630541, 203110]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.16,Made,15.0,,,,,,,D. Green,203110.0,3.0,,,,,,,,
99,PT05M28.00S,2025-11-17T00:29:14.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,31.750985545335087,40.44117647058824,1610612740,12,23,2025-11-17T00:29:27Z,940000,False,48.0,246.0,1,left,S. Bey 25' 3PT  (5 PTS) (T. Murphy III 1 AST),"[1630180, 1630530]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,25.06,Made,5.0,,,,,,,T. Murphy III,1630530.0,1.0,,,,,,,,
101,PT05M11.00S,2025-11-17T00:29:31.7Z,1,REGULAR,3pt,Jump Shot,[],203110,66.96780551905388,62.00980392156863,1610612744,12,23,2025-11-17T00:29:35Z,960000,False,60.0,258.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.49,Missed,,,,,,,,,,,,,,,,,,
102,PT05M08.00S,2025-11-17T00:29:34.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,12,23,2025-11-17T00:29:35Z,970000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,,
103,PT05M04.00S,2025-11-17T00:29:40.6Z,1,REGULAR,foul,personal,[],203110,,,1610612740,12,23,2025-11-17T00:29:46Z,980000,False,,,0,,D. Green personal FOUL (1 PF),"[203110, 1630631]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Alvarado,1630631.0
105,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,out,[],1630180,,,1610612740,12,23,2025-11-17T00:30:11Z,1000000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,out,[],1642954,,,1610612740,12,23,2025-11-17T00:30:11Z,1010000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,out,[],1630541,,,1610612740,12,23,2025-11-17T00:30:11Z,1020000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,out,[],203110,,,1610612740,12,23,2025-11-17T00:30:11Z,1030000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,12,23,2025-11-17T00:30:11Z,1040000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,in,[],201143,,,1610612740,12,23,2025-11-17T00:30:11Z,1050000,False,,,0,,SUB in: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,in,[],1627741,,,1610612740,12,23,2025-11-17T00:30:11Z,1060000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M04.00S,2025-11-17T00:29:48.4Z,1,REGULAR,substitution,in,[],1641764,,,1610612740,12,23,2025-11-17T00:30:11Z,1070000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M56.00S,2025-11-17T00:30:23.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,8.229303547963205,54.90196078431373,1610612740,14,23,2025-11-17T00:32:55Z,1080000,False,-25.0,25.0,1,left,Y. Missi driving Hook (2 PTS),[1642274],1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,3.49,Made,2.0,,,,,,,,,,,,,,,,,
114,PT04M44.00S,2025-11-17T00:30:34.6Z,1,REGULAR,3pt,Jump Shot,[],1641764,94.30026281208936,4.166666666666666,1610612744,14,26,2025-11-17T00:30:41Z,1090000,False,-229.0,1.0,1,right,B. Podziemski 3PT  (3 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,22.92,Made,3.0,,,,,,,,,,,,,,,,,
115,PT04M31.00S,2025-11-17T00:30:50.0Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612740,14,26,2025-11-17T00:31:03Z,1100000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Murphy III 2 FT),"[201939, 1630530]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Murphy III,1630530.0
117,PT04M31.00S,2025-11-17T00:31:15.6Z,1,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,15,26,2025-11-17T00:31:15Z,1120000,False,,,0,,T. Murphy III Free Throw 1 of 2 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
118,PT04M31.00S,2025-11-17T00:31:31.5Z,1,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,16,26,2025-11-17T00:31:31Z,1130000,False,,,0,,T. Murphy III Free Throw 2 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
119,PT04M11.00S,2025-11-17T00:31:53.8Z,1,REGULAR,3pt,Jump Shot,[],1627780,70.77858081471747,23.03921568627451,1610612744,16,26,2025-11-17T00:31:59Z,1140000,False,-135.0,222.0,1,right,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
120,PT04M07.00S,2025-11-17T00:31:57.8Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,16,26,2025-11-17T00:31:59Z,1150000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,119.0,3.0,3.0,0.0,,,,,,,,,,,
121,PT03M52.00S,2025-11-17T00:32:54.0Z,1,REGULAR,jumpball,recovered,[],1627741,,,1610612740,16,26,2025-11-17T00:32:54Z,1160000,False,,,0,,Jump Ball G. Payton II vs. T. Murphy III: Tip to B. Hield,"[1627741, 1627780, 1630530]",1610612744.0,GSW,heldball,B. Hield,1627741.0,Hield,B. Hield,Payton II,1627780.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,,,,,,,
124,PT03M52.00S,2025-11-17T00:32:54.0Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,16,26,2025-11-17T00:32:54Z,1190000,False,,,0,,T. Murphy III lost ball TURNOVER (4 TO),"[1630530, 1627780]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,4.0,Payton II,1627780.0,,,,,
125,PT03M52.00S,2025-11-17T00:32:54.0Z,1,REGULAR,steal,,[],1627780,,,1610612744,16,26,2025-11-17T00:32:54Z,1200000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M51.00S,2025-11-17T00:32:54.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,91.93495400788436,50.98039215686274,1610612744,16,28,2025-11-17T00:37:08Z,1210000,False,5.0,23.0,1,right,B. Hield running Layup (2 PTS),[1627741],1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,,,,,,,,,,,,,,,,,
127,PT03M37.00S,2025-11-17T00:33:13.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612740,16,28,2025-11-17T00:33:20Z,1220000,False,,,0,,G. Payton II shooting personal FOUL (1 PF) (Alvarado 2 FT),"[1627780, 1630631]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Alvarado,1630631.0
129,PT03M37.00S,2025-11-17T00:33:34.7Z,1,REGULAR,freethrow,1 of 2,[],1630631,,,1610612740,17,28,2025-11-17T00:33:34Z,1240000,False,,,0,,J. Alvarado Free Throw 1 of 2 (4 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
130,PT03M37.00S,2025-11-17T00:33:35.6Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,17,28,2025-11-17T00:33:48Z,1250000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M37.00S,2025-11-17T00:33:35.6Z,1,REGULAR,substitution,out,[],1627780,,,1610612740,17,28,2025-11-17T00:33:48Z,1260000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M37.00S,2025-11-17T00:33:35.6Z,1,REGULAR,substitution,out,[],201939,,,1610612740,17,28,2025-11-17T00:33:48Z,1270000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M37.00S,2025-11-17T00:33:35.6Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,17,28,2025-11-17T00:33:48Z,1280000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M37.00S,2025-11-17T00:33:35.6Z,1,REGULAR,substitution,in,[],202710,,,1610612740,17,28,2025-11-17T00:33:48Z,1290000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M37.00S,2025-11-17T00:33:35.6Z,1,REGULAR,substitution,in,[],1630541,,,1610612740,17,28,2025-11-17T00:33:48Z,1300000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M37.00S,2025-11-17T00:34:09.0Z,1,REGULAR,freethrow,2 of 2,[],1630631,,,1610612740,18,28,2025-11-17T00:34:09Z,1310000,False,,,0,,J. Alvarado Free Throw 2 of 2 (5 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
137,PT03M23.00S,2025-11-17T00:34:24.1Z,1,REGULAR,3pt,Jump Shot,[],1630541,68.67608409986859,33.088235294117645,1610612744,18,31,2025-11-17T00:34:30Z,1320000,False,-85.0,242.0,1,right,M. Moody 25' 3PT  (18 PTS) (J. Butler III 3 AST),"[1630541, 202710]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,25.63,Made,18.0,,,,,,,J. Butler III,202710.0,3.0,,,,,,,,
139,PT03M09.00S,2025-11-17T00:34:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,7.966491458607096,46.568627450980394,1610612740,18,31,2025-11-17T00:34:41Z,1340000,False,17.0,22.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
140,PT03M07.00S,2025-11-17T00:34:39.9Z,1,REGULAR,rebound,offensive,[],1641722,,,1610612740,18,31,2025-11-17T00:34:39Z,1350000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:0),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,
141,PT03M06.00S,2025-11-17T00:34:41.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642274,6.258212877792378,51.470588235294116,1610612740,20,31,2025-11-17T00:34:50Z,1360000,False,-7.0,6.0,1,left,Y. Missi cutting DUNK (4 PTS) (J. Hawkins 1 AST),"[1642274, 1641722]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.97,Made,4.0,,,,,,,J. Hawkins,1641722.0,1.0,,,,,,,,
143,PT02M46.00S,2025-11-17T00:35:00.8Z,1,REGULAR,3pt,Jump Shot,[],202710,95.6143232588699,4.411764705882353,1610612744,20,34,2025-11-17T00:35:05Z,1380000,False,-228.0,-11.0,1,right,J. Butler III 3PT  (8 PTS) (B. Podziemski 1 AST),"[202710, 1641764]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Left Corner 3,24+ Left,22.82,Made,8.0,,,,,,,B. Podziemski,1641764.0,1.0,,,,,,,,
145,PT02M29.00S,2025-11-17T00:35:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,9.806176084099869,39.950980392156865,1610612740,22,34,2025-11-17T00:35:23Z,1400000,False,50.0,40.0,1,left,J. Alvarado 6' driving floating Jump Shot (7 PTS) (Y. Missi 1 AST),"[1630631, 1642274]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,7.0,,,,,,,Y. Missi,1642274.0,1.0,,,,,,,,
147,PT02M23.00S,2025-11-17T00:35:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630541,95.87713534822602,97.30392156862744,1610612744,22,37,2025-11-17T00:35:31Z,1420000,False,237.0,-14.0,1,right,M. Moody 3PT fadeaway (21 PTS) (J. Butler III 4 AST),"[1630541, 202710]",1610612744.0,GSW,fadeaway,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.69,Made,21.0,,,,,,,J. Butler III,202710.0,4.0,,,,,,,,
149,PT02M12.00S,2025-11-17T00:35:34.8Z,1,REGULAR,turnover,lost ball,[],1630631,,,1610612740,22,37,2025-11-17T00:35:41Z,1440000,False,,,0,,J. Alvarado lost ball TURNOVER (1 TO),"[1630631, 1627741]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Hield,1627741.0,,,,,
150,PT02M12.00S,2025-11-17T00:35:34.8Z,1,REGULAR,steal,,[],1627741,,,1610612744,22,37,2025-11-17T00:35:36Z,1450000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
151,PT02M09.00S,2025-11-17T00:35:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641764,93.77463863337714,49.01960784313725,1610612744,22,39,2025-11-17T00:35:44Z,1460000,False,-5.0,6.0,1,right,B. Podziemski running Layup (5 PTS) (B. Hield 1 AST),"[1641764, 1627741]",1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,0.77,Made,5.0,,,,,,,B. Hield,1627741.0,1.0,,,,,,,,
153,PT02M09.00S,2025-11-17T00:35:44.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,22,39,2025-11-17T00:35:44Z,1480000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M09.00S,2025-11-17T00:36:59.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,22,39,2025-11-17T00:37:35Z,1490000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M09.00S,2025-11-17T00:36:59.6Z,1,REGULAR,substitution,in,[],1630180,,,1610612740,22,39,2025-11-17T00:37:35Z,1500000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M53.00S,2025-11-17T00:37:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630631,32.802233902759525,43.38235294117647,1610612740,25,39,2025-11-17T00:37:46Z,1510000,False,33.0,256.0,1,left,J. Alvarado 25' 3PT  (10 PTS) (K. Matković 1 AST),"[1630631, 1631255]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,25.79,Made,10.0,,,,,,,K. Matković,1631255.0,1.0,,,,,,,,
159,PT01M28.00S,2025-11-17T00:38:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,92.9862023653088,46.07843137254902,1610612744,25,41,2025-11-17T00:38:30Z,1540000,False,-20.0,13.0,1,right,B. Podziemski driving Layup (7 PTS) (A. Horford 1 AST),"[1641764, 201143]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,2.37,Made,7.0,,,,,,,A. Horford,201143.0,1.0,,,,,,,,
161,PT01M12.00S,2025-11-17T00:38:39.8Z,1,REGULAR,3pt,Jump Shot,[],1641722,30.305519053876477,21.07843137254902,1610612740,28,41,2025-11-17T00:40:09Z,1560000,False,145.0,232.0,1,left,J. Hawkins 27' 3PT pullup (3 PTS) (K. Matković 2 AST),"[1641722, 1631255]",1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,27.37,Made,3.0,,,,,,,K. Matković,1631255.0,2.0,,,,,,,,
163,PT00M55.10S,2025-11-17T00:38:57.3Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612744,28,41,2025-11-17T00:39:01Z,1580000,False,,,0,,J. Butler III bad pass TURNOVER (2 TO),"[202710, 1631255]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Matković,1631255.0,,,,,
164,PT00M55.10S,2025-11-17T00:38:57.3Z,1,REGULAR,steal,,[],1631255,,,1610612740,28,41,2025-11-17T00:44:07Z,1590000,False,,,0,,K. Matković STEAL (1 STL),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
165,PT00M51.00S,2025-11-17T00:39:01.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641722,28.991458607095925,23.284313725490197,1610612740,28,41,2025-11-17T00:42:59Z,1600000,False,134.0,220.0,1,left,MISS J. Hawkins 25' running pullup 3PT,[1641722],1610612740.0,NOP,running pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
166,PT00M45.20S,2025-11-17T00:39:07.2Z,1,REGULAR,rebound,offensive,[],1641722,,,1610612740,28,41,2025-11-17T00:42:59Z,1610000,False,,,0,,J. Hawkins REBOUND (Off:2 Def:0),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,,,165.0,2.0,0.0,2.0,,,,,,,,,,,
167,PT00M44.50S,2025-11-17T00:39:07.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630631,7.440867279894875,4.166666666666666,1610612740,28,41,2025-11-17T00:39:11Z,1620000,False,229.0,17.0,1,left,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,,
168,PT00M44.50S,2025-11-17T00:39:07.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,28,41,2025-11-17T00:39:11Z,1630000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,
169,PT00M39.60S,2025-11-17T00:39:12.7Z,1,REGULAR,3pt,Jump Shot,[],201143,69.46452036793693,27.450980392156865,1610612744,28,44,2025-11-17T00:40:03Z,1640000,False,-113.0,235.0,1,right,A. Horford 26' 3PT  (3 PTS) (B. Podziemski 2 AST),"[201143, 1641764]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.02,Made,3.0,,,,,,,B. Podziemski,1641764.0,2.0,,,,,,,,
171,PT00M28.20S,2025-11-17T00:39:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,16.245072273324574,41.66666666666667,1610612740,28,44,2025-11-17T00:39:30Z,1660000,False,42.0,100.0,1,left,MISS J. Alvarado 10' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,10.85,Missed,,,,,,,,,,,,,,,,,,
172,PT00M26.10S,2025-11-17T00:39:28.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,28,44,2025-11-17T00:39:30Z,1670000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,
173,PT00M05.40S,2025-11-17T00:39:49.6Z,1,REGULAR,3pt,Jump Shot,[],1641764,94.56307490144546,3.431372549019608,1610612744,28,44,2025-11-17T00:39:59Z,1680000,False,-233.0,-1.0,1,right,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
174,PT00M02.10S,2025-11-17T00:39:52.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,28,44,2025-11-17T00:39:59Z,1690000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,,,173.0,2.0,1.0,1.0,,,,,,,,,,,
175,PT00M00.50S,2025-11-17T00:39:54.5Z,1,REGULAR,heave,,[],0,,,1610612740,28,44,2025-11-17T00:48:03Z,1700000,False,,,0,,NOP Heave,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,45.14,,,,,,,,,,,,,,,,,,,
176,PT00M00.50S,2025-11-17T00:39:54.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,28,44,2025-11-17T00:40:11Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,,,175.0,,,,,,,,,,,,,,
177,PT00M00.00S,2025-11-17T00:40:14.8Z,1,REGULAR,period,end,[],0,,,1610612740,28,44,2025-11-17T00:40:14Z,1720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
