actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
196,PT10M44.00S,2025-11-27T01:41:01.0Z,2,REGULAR,3pt,Jump Shot,[],1642907,26.49474375821288,77.45098039215686,1610612763,41,28,2025-11-27T01:41:11Z,1910000,False,-137.0,197.0,1,left,MISS C. Coward 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,23.98,Missed,,,,,,,,,,,,,,,,,,
197,PT10M42.00S,2025-11-27T01:41:03.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,41,28,2025-11-27T01:41:11Z,1920000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,196.0,,,,,,,,,,,,,,,,,
198,PT10M42.00S,2025-11-27T01:41:08.1Z,2,REGULAR,foul,personal,[],1642274,,,1610612763,41,28,2025-11-27T01:41:18Z,1930000,False,,,0,,Y. Missi loose ball personal FOUL (1 PF),"[1642274, 1641744]",1610612740.0,NOP,loose ball,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202026.0,,,,,,1.0,0.0,Edey,1641744.0,,,,
200,PT10M31.00S,2025-11-27T01:41:29.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628991,6.258212877792378,57.59803921568627,1610612763,41,28,2025-11-27T01:41:36Z,1950000,False,-38.0,6.0,1,left,MISS J. Jackson Jr. driving DUNK - blocked,"[1628991, 1642274]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,Missi,1642274.0,,
201,PT10M31.00S,2025-11-27T01:41:29.2Z,2,REGULAR,block,,[],1642274,,,1610612763,41,28,2025-11-27T01:41:34Z,1960000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT10M26.00S,2025-11-27T01:41:34.2Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,41,28,2025-11-27T01:41:36Z,1970000,False,,,0,,Y. Missi REBOUND (Off:0 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,200.0,3.0,3.0,0.0,,,,,,,,,,,,,,
203,PT10M19.00S,2025-11-27T01:41:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,92.06636005256242,45.34313725490196,1610612740,41,28,2025-11-27T02:00:55Z,1980000,False,-23.0,22.0,1,right,MISS Z. Williamson driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
204,PT10M14.00S,2025-11-27T01:41:46.3Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,41,28,2025-11-27T02:00:55Z,1990000,False,,,0,,Y. Missi REBOUND (Off:1 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,203.0,4.0,3.0,1.0,,,,,,,,,,,,,,
205,PT10M14.00S,2025-11-27T01:41:45.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642274,94.40999984741211,50.0,1610612740,43,28,2025-11-27T01:41:45Z,2000000,False,0.0,0.0,1,right,Y. Missi putback DUNK (2 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
206,PT10M05.00S,2025-11-27T01:42:06.8Z,2,REGULAR,turnover,lost ball,[],1631246,,,1610612763,43,28,2025-11-27T01:42:12Z,2010000,False,,,0,,V. Williams Jr. lost ball TURNOVER (2 TO),"[1631246, 1630631]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,,,,,,,,,,,Alvarado,1630631.0
207,PT10M05.00S,2025-11-27T01:42:06.8Z,2,REGULAR,steal,,[],1630631,,,1610612740,43,28,2025-11-27T01:42:09Z,2020000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
208,PT10M03.00S,2025-11-27T01:42:10.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630631,93.24901445466492,53.431372549019606,1610612740,45,28,2025-11-27T01:42:21Z,2030000,False,17.0,11.0,1,right,J. Alvarado Layup (13 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,13.0,,,,,,,,,,,
209,PT10M03.00S,2025-11-27T01:42:18.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,45,28,2025-11-27T01:42:18Z,2040000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M00.00S,2025-11-27T01:45:18.5Z,2,REGULAR,foul,offensive,[],1642907,,,1610612763,45,28,2025-11-27T01:45:28Z,2050000,False,,,0,,C. Coward off-the-ball offensive FOUL (2 PF),"[1642907, 1631121]",1610612763.0,MEM,off-the-ball,,,Coward,C. Coward,,,,,Mid-Range,8-16 Right,,,,,,,204058.0,,,,,,2.0,0.0,McGowens,1631121.0,,,,
212,PT10M00.00S,2025-11-27T01:45:18.5Z,2,REGULAR,turnover,offensive foul,[],1642907,,,1610612763,45,28,2025-11-27T01:45:18Z,2070000,False,,,0,,C. Coward offensive foul TURNOVER (3 TO),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Mid-Range,8-16 Right,,,,,,,204058.0,3.0,,,,,,,,,,,,
214,PT09M51.00S,2025-11-27T01:45:56.7Z,2,REGULAR,foul,offensive,[],1642274,,,1610612740,45,28,2025-11-27T02:03:23Z,2090000,False,,,0,,Y. Missi offensive FOUL (2 PF),"[1642274, 1631246]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202026.0,,,,,,2.0,0.0,Williams Jr.,1631246.0,,,,
216,PT09M51.00S,2025-11-27T01:45:56.7Z,2,REGULAR,turnover,offensive foul,[],1642274,,,1610612740,45,28,2025-11-27T01:46:11Z,2110000,False,,,0,,Y. Missi offensive foul TURNOVER (1 TO),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202026.0,1.0,,,,,,,,,,,,
217,PT09M35.00S,2025-11-27T01:46:15.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641744,13.354139290407357,55.14705882352941,1610612763,45,30,2025-11-27T02:03:57Z,2120000,False,-26.0,73.0,1,left,Z. Edey 7' floating Jump Shot (6 PTS) (C. Coward 1 AST),"[1641744, 1642907]",1610612763.0,MEM,floating,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,7.74,Made,,,,,,,6.0,C. Coward,1642907.0,1.0,,,,,,,,
219,PT09M26.00S,2025-11-27T01:46:25.3Z,2,REGULAR,3pt,Jump Shot,[],1631121,94.03745072273325,95.83333333333334,1610612740,45,30,2025-11-27T01:46:30Z,2140000,False,229.0,4.0,1,right,MISS B. McGowens 3PT,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
220,PT09M23.00S,2025-11-27T01:46:28.3Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,45,30,2025-11-27T01:46:30Z,2150000,False,,,0,,C. Coward REBOUND (Off:0 Def:3),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,,
221,PT09M15.00S,2025-11-27T01:46:36.0Z,2,REGULAR,3pt,Jump Shot,[],1629723,4.418528252299605,95.58823529411765,1610612763,45,30,2025-11-27T01:46:44Z,2160000,False,-228.0,-11.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
222,PT09M11.00S,2025-11-27T01:46:40.0Z,2,REGULAR,rebound,offensive,[],1641744,,,1610612763,45,30,2025-11-27T01:46:55Z,2170000,False,,,0,,Z. Edey REBOUND (Off:3 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Left Corner 3,24+ Left,,,221.0,5.0,2.0,3.0,,,,,,,,,,,,,,
223,PT09M09.00S,2025-11-27T01:46:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642907,4.418528252299605,54.166666666666664,1610612763,45,32,2025-11-27T01:46:50Z,2180000,False,-21.0,-11.0,1,left,C. Coward Layup (4 PTS) (V. Williams Jr. 7 AST),"[1642907, 1631246]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,4.0,V. Williams Jr.,1631246.0,7.0,,,,,,,,
226,PT08M52.00S,2025-11-27T01:47:07.3Z,2,REGULAR,foul,personal,[],1641744,,,1610612740,45,32,2025-11-27T01:47:27Z,2200000,False,,,0,,Z. Edey personal FOUL (1 PF),"[1641744, 1629627]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627529.0,,,,,,1.0,0.0,Williamson,1629627.0,,,,
228,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,45,32,2025-11-27T01:47:41Z,2220000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,45,32,2025-11-27T01:47:41Z,2230000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,45,32,2025-11-27T01:47:41Z,2240000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,out,[],1631246,,,1610612740,45,32,2025-11-27T01:47:41Z,2250000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,out,[],1628991,,,1610612740,45,32,2025-11-27T01:47:41Z,2260000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,out,[],1642907,,,1610612740,45,32,2025-11-27T01:47:41Z,2270000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,in,[],1642877,,,1610612740,45,32,2025-11-27T01:47:41Z,2280000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,in,[],1642847,,,1610612740,45,32,2025-11-27T01:47:41Z,2290000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,in,[],1642852,,,1610612740,45,32,2025-11-27T01:47:41Z,2300000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,in,[],1630583,,,1610612740,45,32,2025-11-27T01:47:41Z,2310000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,in,[],1642285,,,1610612740,45,32,2025-11-27T01:47:41Z,2320000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M52.00S,2025-11-27T01:47:23.0Z,2,REGULAR,substitution,in,[],203484,,,1610612740,45,32,2025-11-27T01:47:41Z,2330000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M41.00S,2025-11-27T01:47:43.6Z,2,REGULAR,3pt,Jump Shot,[],1641722,69.59592641261499,71.32352941176471,1610612740,45,32,2025-11-27T01:47:49Z,2340000,False,107.0,233.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
241,PT08M36.00S,2025-11-27T01:47:48.6Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,45,32,2025-11-27T02:05:57Z,2350000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,,,
242,PT08M26.00S,2025-11-27T01:47:58.7Z,2,REGULAR,3pt,Jump Shot,[],1630583,8.886333771353483,3.431372549019608,1610612763,45,35,2025-11-27T01:48:03Z,2360000,False,233.0,31.0,1,left,S. Aldama 3PT  (7 PTS) (K. Caldwell-Pope 2 AST),"[1630583, 203484]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.49,Made,,,,,,,7.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,
244,PT08M23.00S,2025-11-27T01:48:27.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,45,35,2025-11-27T01:48:27Z,2380000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M23.00S,2025-11-27T01:50:07.4Z,2,REGULAR,substitution,out,[],1631121,,,1610612740,45,35,2025-11-27T01:50:37Z,2390000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M23.00S,2025-11-27T01:50:07.4Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,45,35,2025-11-27T01:50:37Z,2400000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M23.00S,2025-11-27T01:50:07.4Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,45,35,2025-11-27T01:50:37Z,2410000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M23.00S,2025-11-27T01:50:07.4Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,45,35,2025-11-27T01:50:37Z,2420000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M06.00S,2025-11-27T01:51:12.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642877,92.32917214191852,55.63725490196079,1610612740,45,35,2025-11-27T01:51:20Z,2430000,False,28.0,20.0,1,right,MISS M. Peavy driving floating Shot - blocked,"[1642877, 1641744]",1610612740.0,NOP,driving floating,,,Peavy,M. Peavy,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,Edey,1641744.0,,
250,PT08M06.00S,2025-11-27T01:51:12.3Z,2,REGULAR,block,,[],1641744,,,1610612740,45,35,2025-11-27T01:51:15Z,2440000,False,,,0,,Z. Edey BLOCK (2 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
251,PT08M06.00S,2025-11-27T01:51:12.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,45,35,2025-11-27T01:51:20Z,2450000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,249.0,,,,,,,,,,,,,,,,,
253,PT07M59.00S,2025-11-27T01:51:41.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,45,35,2025-11-27T01:51:47Z,2470000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,204058.0,,,,,,,,,,,,,
255,PT07M35.00S,2025-11-27T01:52:21.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642285,17.559132720105126,59.80392156862745,1610612763,45,37,2025-11-27T01:52:27Z,2480000,False,-49.0,113.0,1,left,C. Spencer 12' turnaround Jump Shot (2 PTS),[1642285],1610612763.0,MEM,turnaround,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,12.28,Made,,,,,,,2.0,,,,,,,,,,,
256,PT07M21.00S,2025-11-27T01:52:35.1Z,2,REGULAR,3pt,Jump Shot,[],1642847,69.72733245729303,23.03921568627451,1610612740,48,37,2025-11-27T01:52:40Z,2490000,False,-135.0,232.0,1,right,J. Fears 26' 3PT pullup (6 PTS) (D. Queen 2 AST),"[1642847, 1642852]",1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,26.84,Made,,,,,,,6.0,D. Queen,1642852.0,2.0,,,,,,,,
257,PT07M11.00S,2025-11-27T01:52:45.7Z,2,REGULAR,3pt,Jump Shot,[],1642285,32.276609724047304,47.05882352941176,1610612763,48,40,2025-11-27T02:09:16Z,2500000,False,15.0,251.0,1,left,C. Spencer 25' 3PT step back (5 PTS),[1642285],1610612763.0,MEM,step back,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Center,25.13,Made,,,,,,,5.0,,,,,,,,,,,
258,PT06M52.00S,2025-11-27T01:53:04.5Z,2,REGULAR,3pt,Jump Shot,[],1642877,78.13731931668858,6.372549019607843,1610612740,48,40,2025-11-27T01:53:09Z,2510000,False,-218.0,153.0,1,right,MISS M. Peavy 26' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
259,PT06M49.00S,2025-11-27T01:53:07.5Z,2,REGULAR,rebound,defensive,[],1641744,,,1610612763,48,40,2025-11-27T01:53:09Z,2520000,False,,,0,,Z. Edey REBOUND (Off:3 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,258.0,6.0,3.0,3.0,,,,,,,,,,,,,,
260,PT06M44.00S,2025-11-27T01:53:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629723,4.944152431011826,45.588235294117645,1610612763,48,42,2025-11-27T01:53:43Z,2530000,False,22.0,-6.0,1,left,J. Konchar running Layup (5 PTS) (C. Spencer 1 AST),"[1629723, 1642285]",1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,,,5.0,C. Spencer,1642285.0,1.0,,,,,,,,
262,PT06M44.00S,2025-11-27T01:53:23.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,48,42,2025-11-27T01:53:23Z,2550000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M44.00S,2025-11-27T01:54:12.3Z,2,REGULAR,substitution,out,[],1641744,,,1610612740,48,42,2025-11-27T01:54:38Z,2560000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M44.00S,2025-11-27T01:54:12.3Z,2,REGULAR,substitution,in,[],1629111,,,1610612740,48,42,2025-11-27T01:54:38Z,2570000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M33.00S,2025-11-27T01:55:07.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,88.64980289093299,51.470588235294116,1610612740,48,42,2025-11-27T01:55:16Z,2580000,False,7.0,54.0,1,right,MISS J. Fears driving Layup - blocked,"[1642847, 1630583]",1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,Aldama,1630583.0,,
266,PT06M33.00S,2025-11-27T01:55:07.0Z,2,REGULAR,block,,[],1630583,,,1610612740,48,42,2025-11-27T02:11:16Z,2590000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT06M29.00S,2025-11-27T01:55:11.0Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,48,42,2025-11-27T01:55:16Z,2600000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,265.0,1.0,1.0,0.0,,,,,,,,,,,,,,
268,PT06M23.00S,2025-11-27T01:55:16.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,5.732588699080158,45.09803921568628,1610612763,48,44,2025-11-27T01:55:20Z,2610000,False,25.0,1.0,1,left,J. Landale turnaround Hook (2 PTS) (C. Spencer 2 AST),"[1629111, 1642285]",1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,2.0,C. Spencer,1642285.0,2.0,,,,,,,,
270,PT06M03.00S,2025-11-27T01:55:35.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.64323258869908,45.83333333333333,1610612740,50,44,2025-11-27T02:13:16Z,2630000,False,-21.0,7.0,1,right,D. Queen driving Layup (4 PTS) (T. Murphy III 4 AST),"[1642852, 1630530]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,4.0,T. Murphy III,1630530.0,4.0,,,,,,,,
271,PT05M48.00S,2025-11-27T01:55:50.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,6.915243101182654,50.73529411764706,1610612763,50,46,2025-11-27T01:55:57Z,2640000,False,-4.0,13.0,1,left,J. Landale cutting finger roll Layup (4 PTS) (C. Spencer 3 AST),"[1629111, 1642285]",1610612763.0,MEM,cutting finger roll,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,4.0,C. Spencer,1642285.0,3.0,,,,,,,,
273,PT05M36.00S,2025-11-27T01:56:03.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.51182654402102,52.69607843137255,1610612740,50,46,2025-11-27T02:14:53Z,2660000,False,13.0,8.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
274,PT05M34.00S,2025-11-27T01:56:05.5Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,50,46,2025-11-27T01:56:10Z,2670000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,273.0,2.0,2.0,0.0,,,,,,,,,,,,,,
275,PT05M29.00S,2025-11-27T01:56:10.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629723,4.812746386333772,46.32352941176471,1610612763,50,48,2025-11-27T02:15:43Z,2680000,False,18.0,-7.0,1,left,J. Konchar running Layup (7 PTS) (C. Spencer 4 AST),"[1629723, 1642285]",1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,7.0,C. Spencer,1642285.0,4.0,,,,,,,,
277,PT05M07.00S,2025-11-27T01:56:31.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,93.11760840998686,51.71568627450981,1610612740,52,48,2025-11-27T01:56:37Z,2700000,False,9.0,12.0,1,right,T. Murphy III cutting DUNK (4 PTS) (J. Fears 2 AST),"[1630530, 1642847]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,4.0,J. Fears,1642847.0,2.0,,,,,,,,
279,PT04M59.00S,2025-11-27T01:56:39.5Z,2,REGULAR,3pt,Jump Shot,[],203484,33.196452036793694,52.69607843137255,1610612763,52,48,2025-11-27T01:56:46Z,2720000,False,-13.0,260.0,1,left,MISS K. Caldwell-Pope 25' pullup 3PT,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
280,PT04M55.00S,2025-11-27T01:56:43.5Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,52,48,2025-11-27T01:56:46Z,2730000,False,,,0,,J. Fears REBOUND (Off:1 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,279.0,2.0,1.0,1.0,,,,,,,,,,,,,,
281,PT04M51.00S,2025-11-27T01:56:56.7Z,2,REGULAR,foul,personal,[],1629723,,,1610612740,52,48,2025-11-27T01:57:14Z,2740000,False,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 1642847]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,204058.0,,,,,,1.0,0.0,Fears,1642847.0,,,,
