actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M54.00S,2025-12-05T01:12:26.2Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,2,3,2025-12-05T01:12:30Z,160000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1642847]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Fears,1642847.0,,,,,
17,PT10M54.00S,2025-12-05T01:12:26.2Z,1,REGULAR,steal,,[],1642847,,,1610612740,2,3,2025-12-05T01:12:28Z,170000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
18,PT10M50.00S,2025-12-05T01:12:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642847,6.1268068331143235,52.450980392156865,1610612740,4,3,2025-12-05T01:12:34Z,180000,False,-12.0,5.0,1,left,J. Fears running Layup (2 PTS) (B. McGowens 1 AST),"[1642847, 1631121]",1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.33,Made,2.0,,,,,,,,,,,,,B. McGowens,1631121.0,1.0,,
21,PT10M33.00S,2025-12-05T01:12:55.3Z,1,REGULAR,2pt,Jump Shot,[],203944,77.34888304862024,25.735294117647058,1610612750,4,3,2025-12-05T01:12:59Z,210000,False,-121.0,160.0,1,right,MISS J. Randle 20' pullup Shot,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,20.11,Missed,,,,,,,,,,,,,,,,,,
22,PT10M30.00S,2025-12-05T01:12:58.3Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,4,3,2025-12-05T01:12:59Z,220000,False,,,0,,J. Fears REBOUND (Off:0 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Left Center,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,
23,PT10M23.00S,2025-12-05T01:13:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,7.966491458607096,43.13725490196079,1610612740,4,3,2025-12-05T01:13:11Z,230000,False,34.0,22.0,1,left,MISS B. McGowens driving Layup - blocked,"[1631121, 1630183]",1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,McDaniels,1630183.0
24,PT10M23.00S,2025-12-05T01:13:06.0Z,1,REGULAR,block,,[],1630183,,,1610612740,4,3,2025-12-05T01:13:08Z,240000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M23.00S,2025-12-05T01:13:06.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,4,3,2025-12-05T01:13:11Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,23.0,,,,,,,,,,,
27,PT10M21.00S,2025-12-05T01:13:31.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630530,16.90210249671485,39.705882352941174,1610612740,6,3,2025-12-05T01:13:36Z,270000,False,51.0,106.0,1,left,T. Murphy III 11' pullup Jump Shot (2 PTS) (J. Fears 1 AST),"[1630530, 1642847]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,11.82,Made,2.0,,,,,,,,,,,,,J. Fears,1642847.0,1.0,,
29,PT10M05.00S,2025-12-05T01:13:46.9Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612750,6,3,2025-12-05T01:13:50Z,290000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1630180]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Bey,1630180.0,,,,,
30,PT10M05.00S,2025-12-05T01:13:46.9Z,1,REGULAR,steal,,[],1630180,,,1610612740,6,3,2025-12-05T01:13:48Z,300000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M54.00S,2025-12-05T01:13:58.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,29.77989487516426,71.56862745098039,1610612740,6,3,2025-12-05T01:14:02Z,310000,False,-108.0,227.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
32,PT09M50.00S,2025-12-05T01:14:02.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,6,3,2025-12-05T01:14:02Z,320000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT09M44.00S,2025-12-05T01:14:09.9Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612750,6,3,2025-12-05T01:14:26Z,330000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Gobert 2 FT),"[1630530, 203497]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,1627963.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,
35,PT09M44.00S,2025-12-05T01:14:40.3Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,6,4,2025-12-05T01:14:40Z,350000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
36,PT09M44.00S,2025-12-05T01:15:01.0Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,6,5,2025-12-05T01:15:01Z,360000,False,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
37,PT09M22.00S,2025-12-05T01:15:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,11.12023653088042,55.14705882352941,1610612740,6,5,2025-12-05T01:15:47Z,370000,False,-26.0,52.0,1,left,MISS S. Bey floating Shot,[1630180],1610612740.0,NOP,floating,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,,,,,,,,,,
38,PT09M20.00S,2025-12-05T01:15:26.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,6,5,2025-12-05T01:15:29Z,380000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,
39,PT09M09.00S,2025-12-05T01:15:37.4Z,1,REGULAR,3pt,Jump Shot,[],1628978,91.80354796320631,96.32352941176471,1610612750,6,8,2025-12-05T01:15:41Z,390000,False,232.0,25.0,1,right,D. DiVincenzo 3PT  (6 PTS) (R. Gobert 1 AST),"[1628978, 203497]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,23.29,Made,6.0,,,,,,,,,,,,,R. Gobert,203497.0,1.0,,
41,PT08M52.00S,2025-12-05T01:15:55.4Z,1,REGULAR,turnover,out-of-bounds,[],1642852,,,1610612740,6,8,2025-12-05T01:16:01Z,410000,False,,,0,,D. Queen bad pass out-of-bounds TURNOVER (1 TO),[1642852],1610612740.0,NOP,bad pass,,,Queen,D. Queen,,,,,Mid-Range,16-24 Center,,,,1627963.0,,,,,,,,,1.0,,,,,,,
42,PT08M40.00S,2025-12-05T01:16:28.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,94.56307490144546,49.01960784313725,1610612750,6,10,2025-12-05T01:16:33Z,420000,False,-5.0,-1.0,1,right,R. Gobert alley-oop DUNK (4 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.51,Made,4.0,,,,,,,,,,,,,A. Edwards,1630162.0,1.0,,
44,PT08M27.00S,2025-12-05T01:16:41.2Z,1,REGULAR,3pt,Jump Shot,[],1642847,31.882391590013142,20.34313725490196,1610612740,9,10,2025-12-05T01:16:45Z,440000,False,148.0,247.0,1,left,J. Fears 28' 3PT pullup (5 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,28.83,Made,5.0,,,,,,,,,,,,,,,,,
45,PT08M10.00S,2025-12-05T01:16:58.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,93.38042049934296,51.470588235294116,1610612750,9,12,2025-12-05T01:17:09Z,450000,False,7.0,10.0,1,right,J. Randle driving DUNK (2 PTS) (R. Gobert 2 AST),"[203944, 203497]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,,,,,,,,,,,,,R. Gobert,203497.0,2.0,,
47,PT07M57.00S,2025-12-05T01:17:11.2Z,1,REGULAR,2pt,Jump Shot,[],1642852,25.837713534822605,62.254901960784316,1610612740,9,12,2025-12-05T01:17:35Z,470000,False,-61.0,190.0,1,left,MISS D. Queen 20' Jump Shot,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,16-24 Center,20.0,Missed,,,,,,,,,,,,,,,,,,
48,PT07M57.00S,2025-12-05T01:17:11.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,12,2025-12-05T01:17:35Z,480000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,
49,PT07M38.00S,2025-12-05T01:17:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,93.11760840998686,47.30392156862745,1610612750,9,14,2025-12-05T01:17:35Z,490000,False,-13.0,12.0,1,right,R. Gobert alley-oop Layup (6 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.82,Made,6.0,,,,,,,,,,,,,J. McDaniels,1630183.0,1.0,,
51,PT07M27.00S,2025-12-05T01:17:46.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,9,14,2025-12-05T01:17:46Z,510000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2025-12-05T01:20:22.0Z,1,REGULAR,substitution,out,[],1631121,,,1610612740,9,14,2025-12-05T01:20:38Z,520000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M27.00S,2025-12-05T01:20:22.0Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,9,14,2025-12-05T01:20:38Z,530000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M20.00S,2025-12-05T01:20:48.4Z,1,REGULAR,3pt,Jump Shot,[],1641722,8.360709592641262,2.696078431372549,1610612740,12,14,2025-12-05T01:20:52Z,540000,False,237.0,26.0,1,left,J. Hawkins 3PT  (3 PTS) (J. Fears 2 AST),"[1641722, 1642847]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,23.79,Made,3.0,,,,,,,,,,,,,J. Fears,1642847.0,2.0,,
56,PT06M59.00S,2025-12-05T01:21:08.6Z,1,REGULAR,2pt,Jump Shot,[],1630162,83.52496714848883,30.14705882352941,1610612750,12,14,2025-12-05T01:21:13Z,560000,False,-99.0,102.0,1,right,MISS A. Edwards 14' turnaround Shot,[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,14.26,Missed,,,,,,,,,,,,,,,,,,
57,PT06M56.00S,2025-12-05T01:21:11.6Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,12,14,2025-12-05T01:21:13Z,570000,False,,,0,,J. Fears REBOUND (Off:0 Def:3),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,8-16 Left,,,,,,,,,56.0,3.0,3.0,0.0,,,,,,,,
58,PT06M50.00S,2025-12-05T01:21:18.3Z,1,REGULAR,3pt,Jump Shot,[],1642847,28.991458607095925,19.11764705882353,1610612740,15,14,2025-12-05T01:21:42Z,580000,False,154.0,220.0,1,left,J. Fears 26' 3PT pullup (8 PTS) (T. Murphy III 1 AST),"[1642847, 1630530]",1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Right Center,26.88,Made,8.0,,,,,,,,,,,,,T. Murphy III,1630530.0,1.0,,
60,PT06M34.00S,2025-12-05T01:21:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.51182654402102,47.05882352941176,1610612750,15,16,2025-12-05T01:21:39Z,600000,False,-15.0,8.0,1,right,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.7,Made,2.0,,,,,,,,,,,,,,,,,
61,PT06M22.00S,2025-12-05T01:21:46.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642852,5.732588699080158,50.0,1610612740,17,16,2025-12-05T01:21:50Z,610000,False,0.0,1.0,1,left,D. Queen driving DUNK (2 PTS),[1642852],1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,0.14,Made,2.0,,,,,,,,,,,,,,,,,
62,PT06M08.00S,2025-12-05T01:22:00.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,93.77463863337714,95.34313725490196,1610612750,17,16,2025-12-05T01:22:04Z,620000,False,227.0,6.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
63,PT06M05.00S,2025-12-05T01:22:03.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,17,16,2025-12-05T01:22:04Z,630000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT05M58.00S,2025-12-05T01:22:10.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630530,9.543363994743759,38.23529411764706,1610612740,17,16,2025-12-05T01:22:17Z,640000,False,59.0,37.0,1,left,MISS T. Murphy III 6' driving Hook,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,,
65,PT05M56.00S,2025-12-05T01:22:12.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,17,16,2025-12-05T01:22:17Z,650000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,
66,PT05M48.00S,2025-12-05T01:22:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,93.77463863337714,45.83333333333333,1610612750,17,16,2025-12-05T01:22:25Z,660000,False,-21.0,6.0,1,right,MISS J. Randle driving floating Shot,[203944],1610612750.0,MIN,driving floating,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
67,PT05M47.00S,2025-12-05T01:22:21.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,17,16,2025-12-05T01:22:25Z,670000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,66.0,4.0,3.0,1.0,,,,,,,,
68,PT05M45.00S,2025-12-05T01:22:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,93.64323258869908,52.20588235294118,1610612750,17,18,2025-12-05T01:22:56Z,680000,False,11.0,7.0,1,right,R. Gobert putback Layup (8 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.32,Made,8.0,,,,,,,,,,,,,,,,,
69,PT05M34.00S,2025-12-05T01:22:36.5Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612740,17,18,2025-12-05T01:22:44Z,690000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1628978, 1630530]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,1662.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,
71,PT05M34.00S,2025-12-05T01:23:05.4Z,1,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,18,18,2025-12-05T01:23:05Z,710000,False,,,0,,T. Murphy III Free Throw 1 of 2 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
72,PT05M34.00S,2025-12-05T01:23:07.1Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,18,18,2025-12-05T01:23:16Z,720000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M34.00S,2025-12-05T01:23:07.1Z,1,REGULAR,substitution,out,[],1628978,,,1610612740,18,18,2025-12-05T01:23:16Z,730000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M34.00S,2025-12-05T01:23:07.1Z,1,REGULAR,substitution,out,[],203497,,,1610612740,18,18,2025-12-05T01:23:16Z,740000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M34.00S,2025-12-05T01:23:07.1Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,18,18,2025-12-05T01:23:16Z,750000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M34.00S,2025-12-05T01:23:07.1Z,1,REGULAR,substitution,in,[],201144,,,1610612740,18,18,2025-12-05T01:23:16Z,760000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M34.00S,2025-12-05T01:23:07.1Z,1,REGULAR,substitution,in,[],1629675,,,1610612740,18,18,2025-12-05T01:23:16Z,770000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M34.00S,2025-12-05T01:23:30.0Z,1,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,19,18,2025-12-05T01:23:30Z,780000,False,,,0,,T. Murphy III Free Throw 2 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
79,PT05M19.00S,2025-12-05T01:23:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.77463863337714,47.05882352941176,1610612750,19,20,2025-12-05T03:34:30Z,790000,False,-15.0,6.0,1,right,J. Randle driving Layup (4 PTS),[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.59,Made,4.0,,,,,,,,,,,,,,,,,
81,PT05M19.00S,2025-12-05T01:23:51.5Z,1,REGULAR,foul,personal,['1freethrow'],1641722,,,1610612750,19,20,2025-12-05T01:23:59Z,810000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Randle 1 FT),"[1641722, 203944]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,1662.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,
83,PT05M19.00S,2025-12-05T01:24:17.0Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612750,19,21,2025-12-05T01:24:17Z,830000,False,,,0,,J. Randle Free Throw 1 of 1 (5 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
84,PT05M14.00S,2025-12-05T01:24:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,6.783837056504599,52.69607843137255,1610612740,21,21,2025-12-05T01:24:28Z,840000,False,-13.0,11.0,1,left,J. Fears driving Layup (10 PTS),[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.76,Made,10.0,,,,,,,,,,,,,,,,,
85,PT05M08.00S,2025-12-05T01:24:30.7Z,1,REGULAR,3pt,Jump Shot,[],1629675,81.68528252299606,4.901960784313726,1610612750,21,21,2025-12-05T01:24:35Z,850000,False,-225.0,120.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
