actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
175,PT00M28.70S,2026-02-22T00:40:33.5Z,1,REGULAR,substitution,in,[],1630529,,,1610612740,23,29,2026-02-22T00:40:35Z,1730000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M28.70S,2026-02-22T00:40:51.0Z,1,REGULAR,substitution,out,[],1641737,,,1610612740,23,29,2026-02-22T00:40:59Z,1740000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M28.70S,2026-02-22T00:40:51.0Z,1,REGULAR,substitution,in,[],1630178,,,1610612740,23,29,2026-02-22T00:40:59Z,1750000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M28.70S,2026-02-22T00:41:17.5Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,24,29,2026-02-22T00:41:17Z,1760000,False,,,0,,Z. Williamson Free Throw 2 of 2 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
179,PT00M08.00S,2026-02-22T00:41:40.9Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,24,29,2026-02-22T00:41:46Z,1770000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1629627]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Williamson,1629627.0,,,,,,,,,
180,PT00M08.00S,2026-02-22T00:41:40.9Z,1,REGULAR,steal,,[],1629627,,,1610612740,24,29,2026-02-22T00:45:45Z,1780000,False,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
181,PT00M03.20S,2026-02-22T00:41:45.7Z,1,REGULAR,turnover,bad pass,[],1630529,,,1610612740,24,29,2026-02-22T00:41:50Z,1790000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1626166]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,1.0,Payne,1626166.0,,,,,,,,,
182,PT00M03.20S,2026-02-22T00:41:45.7Z,1,REGULAR,steal,,[],1626166,,,1610612755,24,29,2026-02-22T00:41:47Z,1800000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
186,PT00M00.00S,2026-02-22T00:42:29.4Z,1,REGULAR,period,end,[],0,,,1610612755,24,29,2026-02-22T00:42:29Z,1840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-02-22T00:44:12.6Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612755,24,29,2026-02-22T00:44:29Z,1850000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-02-22T00:44:12.6Z,2,REGULAR,substitution,out,['startperiod'],1631121,,,1610612755,24,29,2026-02-22T00:44:29Z,1860000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2026-02-22T00:44:12.6Z,2,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,24,29,2026-02-22T00:44:29Z,1870000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2026-02-22T00:44:12.6Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612755,24,29,2026-02-22T00:44:29Z,1880000,False,,,0,,SUB in: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2026-02-22T00:44:12.6Z,2,REGULAR,substitution,in,['startperiod'],1631255,,,1610612755,24,29,2026-02-22T00:44:29Z,1890000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2026-02-22T00:44:12.6Z,2,REGULAR,substitution,in,['startperiod'],1641737,,,1610612755,24,29,2026-02-22T00:44:29Z,1900000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2026-02-22T00:44:42.4Z,2,REGULAR,period,start,[],0,,,1610612740,24,29,2026-02-22T00:44:42Z,1910000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M45.00S,2026-02-22T00:44:59.8Z,2,REGULAR,foul,personal,[],1631133,,,1610612740,24,29,2026-02-22T00:45:22Z,1920000,False,,,0,,J. Walker personal FOUL (2 PF),"[1631133, 1629627]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
196,PT11M35.00S,2026-02-22T00:45:33.9Z,2,REGULAR,3pt,Jump Shot,[],1629673,65.52233902759527,45.588235294117645,1610612740,24,29,2026-02-22T00:46:48Z,1940000,False,-22.0,272.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],1610612740.0,NOP,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,27.25,,,,,,,,
197,PT11M31.00S,2026-02-22T00:45:37.9Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,24,29,2026-02-22T00:45:40Z,1950000,False,,,0,,A. Bona REBOUND (Off:0 Def:5),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,,,196.0,,,,,,5.0,5.0,0.0,,,,,
198,PT11M26.00S,2026-02-22T00:45:44.8Z,2,REGULAR,foul,personal,['2freethrow'],1631255,,,1610612755,24,29,2026-02-22T00:46:04Z,1960000,False,,,0,,K. Matković shooting personal FOUL (2 PF) (Bona 2 FT),"[1631255, 1641737]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,2.0,0.0,Bona,1641737.0,,,,,,,,,,,,,,,
200,PT11M26.00S,2026-02-22T00:46:19.6Z,2,REGULAR,freethrow,1 of 2,[],1641737,,,1610612755,24,30,2026-02-22T00:46:19Z,1980000,False,,,0,,A. Bona Free Throw 1 of 2 (1 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
201,PT11M26.00S,2026-02-22T00:46:43.7Z,2,REGULAR,freethrow,2 of 2,[],1641737,,,1610612755,24,31,2026-02-22T00:46:43Z,1990000,False,,,0,,A. Bona Free Throw 2 of 2 (2 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
202,PT11M16.00S,2026-02-22T00:46:55.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,92.59198423127464,47.549019607843135,1610612740,24,31,2026-02-22T00:47:55Z,2000000,False,-12.0,17.0,1,right,MISS J. Fears driving floating bank Shot,[1642847],1610612740.0,NOP,driving floating bank,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.11,,,,,,,,
203,PT11M14.00S,2026-02-22T00:46:57.7Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,24,31,2026-02-22T00:47:00Z,2010000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,202.0,,,,,,3.0,3.0,0.0,,,,,
204,PT11M08.00S,2026-02-22T00:47:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,15.193823915900131,54.90196078431373,1610612755,24,33,2026-02-22T00:47:11Z,2020000,False,-25.0,90.0,1,left,V. Edgecombe 9' fadeaway Jump Shot (7 PTS),[1642845],1610612755.0,PHI,fadeaway,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,7.0,,,,9.36,,,,,,,,
205,PT10M44.00S,2026-02-22T00:47:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,82.34231274638634,39.46078431372549,1610612740,24,33,2026-02-22T00:47:35Z,2030000,False,-53.0,113.0,1,right,MISS J. Poole 12' driving floating Shot,[1629673],1610612740.0,NOP,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,12.51,,,,,,,,
206,PT10M41.00S,2026-02-22T00:47:30.2Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,24,33,2026-02-22T00:47:35Z,2040000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,205.0,,,,,,2.0,1.0,1.0,,,,,
207,PT10M41.00S,2026-02-22T00:47:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,95.0886990801577,47.05882352941176,1610612740,26,33,2026-02-22T00:47:40Z,2050000,False,-15.0,-6.0,1,right,Z. Williamson putback Layup (7 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,,,,1.6,,,,,,,,
208,PT10M23.00S,2026-02-22T00:47:48.4Z,2,REGULAR,turnover,bad pass,[],1629656,,,1610612755,26,33,2026-02-22T00:47:54Z,2060000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 1629627]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Williamson,1629627.0,,,,,,,,,
209,PT10M23.00S,2026-02-22T00:47:48.4Z,2,REGULAR,steal,,[],1629627,,,1610612740,26,33,2026-02-22T00:47:50Z,2070000,False,,,0,,Z. Williamson STEAL (3 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT10M17.00S,2026-02-22T00:47:54.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,93.38042049934296,46.32352941176471,1610612740,28,33,2026-02-22T00:47:59Z,2080000,False,-18.0,10.0,1,right,Z. Williamson running Layup (9 PTS) (J. Poole 1 AST),"[1629627, 1629673]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,,,,2.08,,,,,,J. Poole,1629673.0,1.0
212,PT10M05.00S,2026-02-22T00:48:06.0Z,2,REGULAR,3pt,Jump Shot,[],1626166,26.888961892247043,14.950980392156863,1610612755,28,36,2026-02-22T00:48:11Z,2100000,False,175.0,200.0,1,left,C. Payne 26' 3PT  (3 PTS) (V. Edgecombe 1 AST),"[1626166, 1642845]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,,,,26.61,,,,,,V. Edgecombe,1642845.0,1.0
214,PT09M47.00S,2026-02-22T00:48:26.8Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612740,28,36,2026-02-22T00:48:35Z,2120000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Fears 2 FT),"[1626166, 1642847]",1610612755.0,PHI,shooting,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Fears,1642847.0,,,,,,,,,,,,,,,
216,PT09M47.00S,2026-02-22T00:48:55.8Z,2,REGULAR,freethrow,1 of 2,[],1642847,,,1610612740,29,36,2026-02-22T00:49:22Z,2140000,False,,,0,,J. Fears Free Throw 1 of 2 (1 PTS),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
217,PT09M47.00S,2026-02-22T00:48:56.5Z,2,REGULAR,substitution,out,[],1631255,,,1610612740,29,36,2026-02-22T00:48:59Z,2150000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M47.00S,2026-02-22T00:48:56.5Z,2,REGULAR,substitution,in,[],1642852,,,1610612740,29,36,2026-02-22T00:48:59Z,2160000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M47.00S,2026-02-22T00:48:55.8Z,2,REGULAR,freethrow,2 of 2,[],1642847,,,1610612740,29,36,2026-02-22T00:49:22Z,2170000,False,,,0,,MISS J. Fears Free Throw 2 of 2,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
220,PT09M45.00S,2026-02-22T00:48:57.8Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612755,29,36,2026-02-22T00:49:22Z,2180000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,219.0,,,,,,3.0,3.0,0.0,,,,,
221,PT09M33.00S,2026-02-22T00:49:27.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,10.85742444152431,41.42156862745098,1610612755,29,36,2026-02-22T00:49:32Z,2190000,False,43.0,50.0,1,left,MISS V. Edgecombe 6' driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.56,,,,,,,,
222,PT09M30.00S,2026-02-22T00:49:30.1Z,2,REGULAR,rebound,defensive,[],201599,,,1610612740,29,36,2026-02-22T00:49:32Z,2200000,False,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,221.0,,,,,,5.0,4.0,1.0,,,,,
223,PT09M23.00S,2026-02-22T00:49:37.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,92.59198423127464,45.588235294117645,1610612740,31,36,2026-02-22T00:50:45Z,2210000,False,-22.0,17.0,1,right,Z. Williamson turnaround bank Jump Shot (11 PTS),[1629627],1610612740.0,NOP,turnaround bank,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,,,,2.79,,,,,,,,
224,PT09M14.00S,2026-02-22T00:49:45.7Z,2,REGULAR,3pt,Jump Shot,[],1626166,25.57490144546649,14.460784313725492,1610612755,31,36,2026-02-22T00:51:22Z,2220000,False,178.0,188.0,1,left,MISS C. Payne 25' pullup 3PT,[1626166],1610612755.0,PHI,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.86,,,,,,,,
225,PT09M08.00S,2026-02-22T00:49:51.7Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,31,36,2026-02-22T00:49:52Z,2230000,False,,,0,,D. Queen REBOUND (Off:0 Def:4),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,,,,,,,224.0,,,,,,4.0,4.0,0.0,,,,,
226,PT09M02.00S,2026-02-22T00:49:57.4Z,2,REGULAR,3pt,Jump Shot,[],1629673,93.9060446780552,95.58823529411765,1610612740,31,36,2026-02-22T00:50:01Z,2240000,False,228.0,5.0,1,right,MISS J. Poole 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,22.8,,,,,,,,
227,PT09M00.00S,2026-02-22T00:49:59.4Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,31,36,2026-02-22T00:50:01Z,2250000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:4),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Right Corner 3,24+ Right,,,,,,,226.0,,,,,,4.0,4.0,0.0,,,,,
228,PT08M53.00S,2026-02-22T00:50:06.8Z,2,REGULAR,3pt,Jump Shot,[],1626166,22.683968462549277,87.99019607843137,1610612755,31,36,2026-02-22T00:50:11Z,2260000,False,-190.0,161.0,1,left,MISS C. Payne 24' 3PT,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.88,,,,,,,,
229,PT08M50.00S,2026-02-22T00:50:09.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612740,31,36,2026-02-22T00:50:11Z,2270000,False,,,0,,D. Jordan REBOUND (Off:1 Def:5),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,228.0,,,,,,6.0,5.0,1.0,,,,,
230,PT08M46.00S,2026-02-22T00:50:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,93.11760840998686,45.09803921568628,1610612740,31,36,2026-02-22T00:50:23Z,2280000,False,-25.0,12.0,1,right,MISS J. Fears running Layup - blocked,"[1642847, 1629656]",1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.74,,,,Grimes,1629656.0,,,
231,PT08M46.00S,2026-02-22T00:50:13.9Z,2,REGULAR,block,,[],1629656,,,1610612740,31,36,2026-02-22T00:50:17Z,2290000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT08M42.00S,2026-02-22T00:50:17.9Z,2,REGULAR,rebound,offensive,[],1642847,,,1610612740,31,36,2026-02-22T00:50:23Z,2300000,False,,,0,,J. Fears REBOUND (Off:1 Def:0),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,230.0,,,,,,1.0,0.0,1.0,,,,,
233,PT08M32.00S,2026-02-22T00:50:28.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,94.03745072273325,46.32352941176471,1610612740,33,36,2026-02-22T00:50:34Z,2310000,False,-18.0,4.0,1,right,Z. Williamson driving reverse Layup (13 PTS),[1629627],1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,13.0,,,,1.87,,,,,,,,
234,PT08M24.00S,2026-02-22T00:50:44.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,33,36,2026-02-22T00:50:44Z,2320000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M24.00S,2026-02-22T00:53:03.2Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,33,36,2026-02-22T00:53:20Z,2330000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M24.00S,2026-02-22T00:53:03.2Z,2,REGULAR,substitution,out,[],1631133,,,1610612755,33,36,2026-02-22T00:53:20Z,2340000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M24.00S,2026-02-22T00:53:03.2Z,2,REGULAR,substitution,out,[],1642845,,,1610612755,33,36,2026-02-22T00:53:20Z,2350000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M24.00S,2026-02-22T00:53:03.2Z,2,REGULAR,substitution,in,[],203083,,,1610612755,33,36,2026-02-22T00:53:20Z,2360000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M24.00S,2026-02-22T00:53:03.2Z,2,REGULAR,substitution,in,[],1631230,,,1610612755,33,36,2026-02-22T00:53:20Z,2370000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M24.00S,2026-02-22T00:53:03.2Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,33,36,2026-02-22T00:53:20Z,2380000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M17.00S,2026-02-22T00:53:49.8Z,2,REGULAR,2pt,Jump Shot,[],1630178,19.267411300919843,26.225490196078432,1610612755,33,36,2026-02-22T00:53:59Z,2390000,False,119.0,129.0,1,left,MISS T. Maxey 17' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,17.51,,,,,,,,
243,PT08M14.00S,2026-02-22T00:53:52.8Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,33,36,2026-02-22T00:53:59Z,2400000,False,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,,,,242.0,,,,,,4.0,2.0,2.0,,,,,
244,PT08M11.00S,2026-02-22T00:53:54.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,6.652431011826544,46.568627450980394,1610612755,33,36,2026-02-22T00:54:55Z,2410000,False,17.0,10.0,1,left,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.99,,,,,,,,
245,PT08M09.00S,2026-02-22T00:53:56.9Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,33,36,2026-02-22T00:54:55Z,2420000,False,,,0,,J. Fears REBOUND (Off:1 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,244.0,,,,,,2.0,1.0,1.0,,,,,
246,PT08M07.00S,2026-02-22T00:53:58.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642847,93.11760840998686,52.450980392156865,1610612740,33,36,2026-02-22T00:54:12Z,2430000,False,12.0,12.0,1,right,MISS J. Fears running Layup,[1642847],1610612740.0,NOP,running,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.73,,,,,,,,
247,PT08M03.00S,2026-02-22T00:54:02.7Z,2,REGULAR,rebound,offensive,[],201599,,,1610612740,33,36,2026-02-22T00:54:12Z,2440000,False,,,0,,D. Jordan REBOUND (Off:2 Def:5),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,246.0,,,,,,7.0,5.0,2.0,,,,,
248,PT08M03.00S,2026-02-22T00:54:03.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",201599,94.40999984741211,50.0,1610612740,35,36,2026-02-22T00:55:44Z,2450000,False,0.0,0.0,1,right,D. Jordan tip Layup (4 PTS),[201599],1610612740.0,NOP,tip,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,,,,0.0,,,,,,,,
249,PT07M56.00S,2026-02-22T00:54:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,18.873193166885677,53.431372549019606,1610612755,35,36,2026-02-22T00:56:19Z,2460000,False,-17.0,125.0,1,left,MISS T. Maxey 12' step back Shot,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,12.61,,,,,,,,
250,PT07M53.00S,2026-02-22T00:54:13.4Z,2,REGULAR,rebound,defensive,[],201599,,,1610612740,35,36,2026-02-22T00:54:14Z,2470000,False,,,0,,D. Jordan REBOUND (Off:2 Def:6),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,249.0,,,,,,8.0,6.0,2.0,,,,,
251,PT07M45.00S,2026-02-22T00:54:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.85479632063075,48.529411764705884,1610612740,37,36,2026-02-22T00:54:27Z,2480000,False,-7.0,15.0,1,right,J. Poole driving finger roll Layup (2 PTS),[1629673],1610612740.0,NOP,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,1.65,,,,,,,,
252,PT07M30.00S,2026-02-22T00:54:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,7.5722733245729295,47.549019607843135,1610612755,37,36,2026-02-22T00:54:41Z,2490000,False,12.0,19.0,1,left,MISS D. Barlow driving Layup,[1631230],1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.24,,,,,,,,
254,PT07M26.00S,2026-02-22T00:54:40.2Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612755,37,36,2026-02-22T00:54:41Z,2510000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,252.0,,,,,,2.0,1.0,1.0,,,,,
255,PT07M25.00S,2026-02-22T00:54:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,6.521024967148489,46.07843137254902,1610612755,37,38,2026-02-22T00:57:44Z,2520000,False,20.0,9.0,1,left,D. Barlow driving reverse Layup (4 PTS),[1631230],1610612755.0,PHI,driving reverse,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,,,,2.15,,,,,,,,
256,PT07M08.00S,2026-02-22T00:54:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.1688567674113,47.794117647058826,1610612740,37,38,2026-02-22T00:55:01Z,2530000,False,-11.0,2.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.12,,,,,,,,
